Id,Text,SortIndex,MinLevel,MaxLevel
"382","|cffffd100小提示：|r同時按住滑鼠的兩個鍵也可以讓你的角色往前移動。","55","0","0"
"383","|cffffd100小提示：|r當你回覆玩家的悄悄話訊息時(預設鍵為R)，可以用<Tab>鍵逐一切換你最近回覆過的玩家。","56","0","0"
"384","|cffffd100小提示：|r你可以用右鍵點擊法術效果的圖示來解除自己身上的友善強化法術。","9","40","250"
"388","|cffffd100小提示：|r點擊別人貼在對話視窗的物品連結可以讓你更了解該物品。","57","0","0"
"389","|cffffd100小提示：|r你一次只能學習兩種專業技能，但你可以學習所有的次要技能(烹飪、釣魚和考古學)。","19","10","250"
"390","|cffffd100小提示：|r在邀請某人加入一個隊伍或開啟交易視窗前，先和他交談是有禮貌的行為。","58","0","0"
"392","|cffffd100小提示：|r當你被敵方玩家殺死時你的物品不會受到耐久度的損害。","60","40","250"
"393","|cffffd100小提示：|r按住<Shift>鍵點擊任務紀錄中的任務可以切換其任務追蹤的功能。","61","10","250"
"394","|cffffd100小提示：|r在附近等待你回報的任務給予者會在你的小地圖上顯示黃色問號的圖示。","63","1","20"
"396","|cffffd100小提示：|r在附近等你回報的任務NPC會在你的小地圖上顯示問號的圖示。","1","1","20"
"398","|cffffd100小提示：|r你可以在任務追蹤選單中點擊任務編號的圖示，選擇你要追蹤哪個任務。","41","0","0"
"399","|cffffd100小提示：|r在最高等級時完成任務將以額外的金幣代替經驗值做為獎勵。","64","120","120"
"403","|cffffd100小提示：|r按下B鍵可以一次打開所有的背包。","65","20","90"
"404","|cffffd100小提示：|r與其他玩家互動時厚道一點友誼才能細水長流！","156","0","0"
"405","|cffffd100小提示：|r沿著路走你就不易與閒晃的怪物正面交鋒。","42","0","0"
"406","|cffffd100小提示：|r 使用地城搜尋器，可快速進入5人地城展開冒險。","28","15","100"
"407","|cffffd100小提示：|r帶你的朋友到艾澤拉斯，不過也別忘了和他們到艾澤拉斯外面看看。","66","0","0"
"409","|cffffd100小提示：|r如果你讓郵箱保持在空的狀態，郵件圖示將讓你知道何時有新郵件進來！","67","0","0"
"410","|cffffd100小提示：|r永遠不要透露你的帳號資料給其他玩家。","68","0","0"
"411","|cffffd100小提示：|r與他人共同使用一個帳號會危害其安全性。","35","0","0"
"419","|cffffd100小提示：|r 生命力長條為灰色的怪物已經是別人的獵物，殺死牠無法獲得任何的經驗值或戰利品。","70","40","110"
"422","|cffffd100小提示：|r你可以點擊小地圖右上角的地圖按鈕或者按「M」鍵以打開地圖介面。地圖可以幫你找到完成目前任務所需要前往的地點。","72","1","20"
"423","|cffffd100小提示：|r 高等級的地城可切換成傳奇難度，無法使用地城搜尋器進入，但勇敢挑戰的冒險者會得到崇高的獎賞！","73","110","120"
"426","|cffffd100小提示：|r使用地城搜尋器時，你可以直接傳送進入你所選的地城。如果沒有，你可以利用地城集合石來召喚不在場的隊伍成員。","77","40","250"
"427","|cffffd100小提示：|r帳號管理畫面的家長監護選項提供了工具選項來幫助你管理遊戲時間。","78","10","250"
"428","|cffffd100小提示：|r按住<Shift>鍵並點擊世界任務以同時追蹤多個任務。","79","110","120"
"429","|cffffd100小提示：|r你可以先放棄任務紀錄中標示(失敗)的任務再向任務給予者重新取得該任務。","80","20","90"
"430","|cffffd100小提示：|r任務紀錄中出現在任務旁的數字說明有幾位隊友也接下該任務。","81","40","250"
"431","|cffffd100小提示：|r當處於團隊中時，你無法進行(團隊)任務以外的任務。","82","80","250"
"432","|cffffd100小提示：|r你不能取消在拍賣場的競標，所以請小心出價。","83","40","250"
"434","|cffffd100小提示：|r郵件在消失之前最久可保存30天。","85","40","250"
"435","|cffffd100小提示：|r你可以去主要城市找塑形者幫你變換護甲和武器的外觀。","86","40","250"
"438","|cffffd100小提示：|r你可以用買回鍵重新購買最近賣給商人的物品。","88","10","250"
"439","|cffffd100小提示：|r隊伍的隊長可以用右鍵點擊自己的頭像，從清單中選擇重置副本或調整地城難度。","89","60","250"
"440","|cffffd100小提示：|r你可以隨時向任何一位旅店老闆索取新的爐石。","90","10","250"
"441","|cffffd100小提示：|r敞開心胸，展露微笑！","91","10","250"
"442","|cffffd100小提示：|r玩家無法閃躲、招架或格擋來自於背後的攻擊。","92","60","250"
"444","|cffffd100小提示：|r你可以在插槽介面中插入新的寶石來取代原先已插入裝備插槽中的寶石。","93","60","250"
"445","|cffffd100小提示：|r使用右鍵點擊戰鬥紀錄中的名稱會顯示一張選項列表。","94","40","250"
"446","|cffffd100小提示：|r同一時間內你只能擁有一種作戰藥劑和一種守護藥劑的效果。","95","60","250"
"447","|cffffd100小提示：|r當你將游標移到一件物品上時，你可以按住<Shift>鍵，這將會顯示你目前裝備的同類型物品。","96","40","250"
"448","|cffffd100小提示：|r你在每個伺服器中最多可以擁有18個角色，而所有伺服器的總和角色上限為50個。","97","250","250"
"449","|cffffd100小提示：|r你可以重複使用先前輸入的訊息。首先按下Enter鍵，然後使用Alt + ↑鍵來挑選你之前輸入過的訊息。","98","40","250"
"450","|cffffd100小提示：|r大部分的坐騎與寵物是你所有的角色都能共享的。","101","20","250"
"451","|cffffd100小提示：|r感謝你加入《魔獸世界》！你最棒了！","102","10","250"
"452","|cffffd100小提示：|r 殺死敵對陣營的玩家可提高榮譽等級，解鎖威望的外觀獎勵！","103","20","250"
"453","|cffffd100小提示：|r 等級60級的角色可學習使用飛行坐騎。","108","20","59"
"454","|cffffd100小提示：|r完成某些成就可能會得到獨特的非戰鬥物品做為獎勵。","109","40","250"
"456","|cffffd100小提示：|r 對生物造成傷害或治療時會對生物產生「威脅值」。多數的生物會攻擊對其威脅值最高的玩家。身為坦克角色的玩家會額外產生威脅值，會吸引敵人的攻擊。","111","15","99"
"457","|cffffd100小提示：|r傳奇難度地城是和朋友展開史詩(甚至傳說)冒險的最佳方式！","112","120","120"
"458","|cffffd100小提示：|r 想要試玩某個某個職業嗎？試著創建110級的職業試玩角色，看看喜不喜歡吧！","113","111","120"
"459","|cffffd100小提示：|r 你可以在許多城市的美容沙龍中改變髮型和其他多種的外觀選項。","114","40","250"
"460","|cffffd100小提示：|r召集朋友加入魔獸世界能讓你和你的朋友都獲得獎勵。","115","20","120"
"461","|cffffd100小提示：|r物品等級需達一定標準後才能透過地城搜尋器進入英雄模式地城。但只要整個隊伍都是好友就不必受此限制。","117","110","120"
"462","|cffffd100小提示：|r 幾乎所有戰利品都可進一步提升，獲得更強的力量。","116","100","120"
"464","|cffffd100小提示：|r你可以利用行事曆查詢即將到來的節日，或者安排與公會、社群或朋友一同進行的活動。","99","40","250"
"465","|cffffd100小提示：|r 你可以用右鍵點擊小地圖下方的時鐘，以設定鬧鐘或顯示碼錶。","100","20","250"
"466","|cffffd100小提示：|r當你孤身一人奔馳田野，落日餘暉照在臉上…別煩惱，你是在艾澤拉斯！","104","20","250"
"467","|cffffd100小提示：|r如果你想找些別的事情來做，試試看完成一些不尋常的成就吧。","105","60","250"
"468","|cffffd100小提示：|r發送對話訊息時，你可以使用<Shift>+左鍵點擊任務、物品與成就，將其連結至對話頻道中。","106","60","250"
"469","|cffffd100小提示：|r 按住Shift鍵點擊可以追蹤目前任務或成就的進度。","107","40","250"
"470","|cffffd100小提示：|r你可以透過點擊小地圖旁邊的放大鏡追蹤許多東西，譬如說低等級任務或商人。","16","20","250"
"471","|cffffd100小提示：|r聖域是禁止玩家對玩家戰鬥的城鎮，像是撒塔斯和達拉然。","119","60","250"
"472","|cffffd100小提示：|r提高你在某個勢力的聲望可以獲得新的物品。","120","60","250"
"473","|cffffd100小提示：|r行事曆可以告訴你團隊副本重置的時間。而團隊隊長亦可選擇是否要延後團隊進度。","121","80","250"
"475","|cffffd100小提示：|r 在地城中遭遇難以對付的一群生物時，可利用變形術或悶棍等「控場效果」技能來讓一名敵人無法戰鬥。分而治之！","154","40","109"
"476","|cffffd100小提示：|r在小地圖上的目標會有向上或向下的標示，標明目標在你上方或是下方。","15","0","0"
"479","|cffffd100小提示：|r你可以使用裝備管理員功能來讓你快速切換你常使用的裝備。","124","40","250"
"483","|cffffd100小提示：|r當你按下Alt鍵並將游標移到角色身上的某個欄位時，將會產生一份此欄位能夠裝備的物品清單。","128","0","0"
"489","|cffffd100小提示：|r如果敵人的施法條為灰色或者上面有個盾牌圖示，那表示你無法使用你的技能來中斷該法術。","129","40","250"
"490","|cffffd100小提示：|r你的公會可以利用遊戲內的行事曆來規劃公會活動。你可以主動報名來參加這些活動，而不用等待主辦者的邀請。","157","0","0"
"491","|cffffd100小提示：|r當自動填名功能產生角色名稱的推薦清單時，你可以使用Tab鍵或Shift+Tab鍵來選擇清單中的名稱。","131","40","250"
"500","|cffffd100小提示：|r當您輸入帳號資料時，請確認您登錄的是暴雪的官方網站。","132","0","0"
"501","|cffffd100小提示：|r暴雪的電子郵件都會由blizzard.com寄出。","133","5","250"
"503","|cffffd100小提示：|r熊貓人有六個烹飪之道，你可以追求其中一項，也可以精通全部。","135","81","90"
"504","|cffffd100小提示：|r使用暴雪行動驗證器可保護你的魔獸世界帳號免於被盜帳號的風險。","136","10","250"
"505","|cffffd100小提示：|r為防止帳號盜用，請不要在公共場所的電腦上登入魔獸世界。這些電腦可能已經感染了惡意程式。","137","10","250"
"506","|cffffd100小提示：|r請慎防非官方網站的魔獸世界付費服務廣告。這些服務可能含有帳號盜用的惡意程式。","138","10","250"
"507","|cffffd100小提示：|r為防止帳號盜用，請勿使用允許指令碼在背景作業的瀏覽器附加元件或額外功能。","139","10","250"
"508","|cffffd100小提示：|r你可以在地圖上看到任務地點與任務給予者。","140","1","20"
"509","|cffffd100小提示：|r使用地城搜尋器來隨機進行地城冒險，可以讓你獲得獎勵。你可以跟朋友組隊或使用地城搜尋器來組成一個地城隊伍。","141","20","90"
"538","|cffffd100小提示：|r按住滑鼠右鍵然後移動滑鼠即可轉動你的人物，而按住滑鼠左鍵然後移動滑鼠則可改變你的觀看視角。","142","1","10"
"543","|cffffd100小提示：|r記得別站在火堆裡！","145","70","250"
"578","|cffffd100小提示：|r戰爭比賽功能允許你的隊長對其他隊伍提出挑戰，可自由選擇在競技場或積分戰場進行。在玩家對玩家視窗中可開始進行戰爭比賽。","162","249","250"
"588","|cffffd100小提示：|r你可以去主要城市找塑形者幫你變換護甲和武器的外觀。","163","40","110"
"589","|cffffd100小提示：|r你可使用團隊搜尋器加入25人團隊副本，享受魔獸世界提供到目前為止最具史詩般情節的體驗。","164","120","120"
"594","|cffffd100小提示：|r你可加入事件佇列，進行簡短的團體任務。","165","86","89"
"596","|cffffd100小提示：|r大部分成就為帳號共享，也就是說帳號底下的所有角色共享其中一個角色獲得的成就點數。","167","10","250"
"597","|cffffd100小提示：|r若你想要收集戰寵或進行寵物對戰，可拜訪戰寵訓練師。","168","10","250"
"599","|cffffd100小提示：|r 大家都知道艾蘭里亞和圖拉揚在這整段期間都待在阿古斯。","170","110","110"
"601","|cffffd100小提示：|r寵物夥伴為帳號共享，若你的其中一個角色擁有某個寵物，則你的所有角色都可以使用該寵物。","172","10","250"
"602","|cffffd100小提示：|r你可從法術書、專精和天賦等頁面，將技能圖示拖曳到你的快捷列。","173","10","100"
"603","|cffffd100小提示：|r你可建立新的角色來體驗其他種族、職業或陣營，也就是所謂的「小隻」或「分身」。","174","10","40"
"604","|cffffd100小提示：|r坦克在團隊中主要負責拉怪，坦克承受大部分的傷害以提高團隊的存活率。","175","10","60"
"605","|cffffd100小提示：|r治療職業專注於使團隊成員及自己在戰鬥中存活。","176","10","60"
"606","|cffffd100小提示：|r傷害輸出(有時也稱DPS)主要負責在坦克和治療職業的支援下擊倒敵人。","177","10","60"
"607","|cffffd100小提示：|r潘達利亞的烹飪訓練師位在四風峽的半丘市集裡，不管你是否有經驗，他們都能教導你烹飪的技藝。","178","87","90"
"608","|cffffd100小提示：|r潘達利亞的考古學訓練師位在恆春谷的知識之座。","179","87","90"
"609","|cffffd100小提示：|r潘達利亞的銘文學訓練師位在玉蛟寺的書庫。","180","86","90"
"612","|cffffd100小提示：|r任務卡住了？找不到需要的NPC？想知道某件裝備的屬性？魔獸世界的官方討論區與其他粉絲網站都提供了許多的豐富資訊！","181","0","0"
"613","|cffffd100小提示：|r熊貓人有六種烹飪之道，你可以追求其中一項，也可以精通全部。","182","86","90"
"614","|cffffd100小提示：|r當你在潘達利亞進行考古挖掘時，可以向知識之座的布萊恩‧銅鬚購買其他考古學分支的碎片。","183","86","90"
"620","|cffffd100小提示：|r你可在角色框點擊滑鼠右鍵，然後變更「戰利品優先分配專精」的設定以獲得不同職業專精的戰利品。","185","90","250"
"624","|cffffd100小提示：|r 普通與英雄模式的團隊是為10到30名玩家所設計，而且會自動依據玩家人數調整難度和獎勵，誰都不會被遺漏！","186","90","250"
"626","|cffffd100小提示：|r打開收藏選單裡的玩具箱，你取得的所有造型外觀物品和玩具都會自動存放在那裡。","187","10","250"
"628","|cffffd100小提示：|r要塞裡的專業建築能讓你製作所有專業技能的物品，不限你自己本身所學的而已。","189","95","99"
"629","|cffffd100小提示：|r要塞是你在德拉諾的行動基地，為它進行升級和招募追隨者部隊擊垮敵人，可贏得豐富的獎勵！","190","91","99"
"630","|cffffd100小提示：|r和朋友一起使用地城搜尋器可獲得額外的金幣獎勵。","191","91","250"
"631","|cffffd100小提示：|r灰色的物品屬性表示它對你的角色無法提供好處。","192","15","250"
"632","|cffffd100小提示：|r 預組隊伍可讓你創建或尋找隊伍一起挑戰地城、團隊、任務、動員PvP或任何需要多人進行的活動！","193","60","250"
"634","|cffffd100小提示：|r要塞是你在德拉諾的行動基地，為它進行升級和招募追隨者部隊擊垮敵人，可贏得豐富的獎勵！","195","91","99"
"635","|cffffd100小提示：|r組隊時以滑鼠右鍵點擊你的頭像即可瀏覽你的隊長的要塞。","196","91","99"
"643","|cffffd100小提示：|r遇到難纏的對手嗎？記住，維持自己的生命力超過0，再讓對手的生命力降低為0就可以了。屢試不爽！","197","110","250"
"744","|cffffd100小提示：|r 你的艾澤拉斯之心每過一週就會和世界的能量更協調一致，降低升級所需要消耗的神兵之力。","198","120","120"
"745","|cffffd100小提示：|r 你的陣營戰役任務會解開新的內容和強大的獎勵。千萬別忽略！","199","111","120"
"746","|cffffd100小提示：|r想在《魔獸世界》中點燃戰火嗎？在你陣營的主城啟動戰爭模式，即可在世界享受玩家對玩家戰鬥，不僅能獲得額外的經驗值，還有許多任務獎勵！","200","60","250"
"747","|cffffd100小提示：|r 你對自己在護甲上選擇的艾澤萊晶岩之力感到後悔了嗎？到波拉勒斯或是祖達薩拜訪艾澤萊晶岩重鑄者，就能重置你的選擇。","201","111","120"
"748","|cffffd100小提示：|r 要強化你的艾澤拉斯之心，海嶼遠征是絕佳的艾澤萊晶岩來源。","202","118","120"
"749","|cffffd100小提示：|r 社群可提供對話頻道、語音支援，甚至還有活動行事曆，幫你找到新的隊友，或是在任一伺服器上和好友保持聯絡。","203","60","120"
