Id,Name,Description,Pos0,Pos1,Pos2,PortLocId,PlayerConditionId,UiTextureAtlasMemberId,Flags,WmoGroupId,PoiDataType,PoiData,ContinentId,AreaId,WorldStateId,WidgetSetId,Unknown15,Importance,Icon
"28","血蹄村","","-2323.92","-394.981","-9.12757","0","0","0","517","0","0","0","1","222","0","0","0","3","7"
"29","雷霆崖","","-1205.41","29.4214","126.347","0","0","0","541","0","0","0","1","215","0","0","0","3","48"
"30","納拉其營地","","-2906.49","-253.607","52.9407","0","0","0","517","0","0","0","1","221","0","0","0","3","7"
"31","剃刀嶺","","312.659","-4745.52","9.54726","0","0","0","517","0","0","0","1","362","0","0","0","3","7"
"32","大獸穴","","-604.098","-4202.92","38.7281","0","0","0","517","0","0","0","1","364","0","0","0","3","7"
"33","奧格瑪","","1381.77","-4371.16","26.0233","0","0","0","541","0","0","0","1","14","0","0","0","3","48"
"34","森金村","","-819.492","-4918.24","19.3401","0","0","0","516","0","0","0","1","367","0","0","0","3","7"
"35","十字路口","","-455.9","-2652.15","95.5865","0","0","0","517","0","0","0","1","17","0","0","0","3","0"
"36","奧達希爾","","10462.7","805.993","1312.66","0","0","0","517","0","0","0","1","188","0","0","0","3","5"
"37","多蘭納爾","","9787.99","949.897","1306.73","0","0","0","517","0","0","0","1","5481","0","0","0","3","7"
"38","達納蘇斯","","9951.75","2254.5","1335.42","0","68088","0","541","0","0","0","1","141","0","0","0","3","46"
"39","棘齒城","","-951.364","-3680.07","8.04018","0","0","0","525","0","0","0","1","392","0","0","0","3","5"
"40","藏寶海灣","","-14383.3","487.139","-29.5617","0","0","0","525","0","0","0","0","35","0","0","0","3","5"
"41","格羅姆高營地","","-12378.4","185.734","3.05513","0","0","0","525","0","0","0","0","33","0","0","0","3","5"
"42","阿斯特蘭納","","2720.43","-382.391","107.09","0","0","0","517","0","0","0","1","331","0","0","0","3","0"
"44","石爪峰","","2658.78","1449.71","226.135","0","0","0","0","0","0","0","1","467","0","0","0","3","5"
"45","薩蘭納爾","","-4510.03","-779.474","-41.5353","0","0","0","0","0","0","0","1","489","0","0","0","3","5"
"46","亂風崗","","-5454.07","-2445.5","90.1133","0","0","0","0","0","0","0","1","484","0","0","0","3","5"
"227","明鏡湖","","-9389.26","458.427","38.2854","0","0","0","516","0","0","0","0","92","0","0","0","0","3"
"247","屠殺谷地","","861.216","-558.217","146.61","0","0","0","516","0","0","0","0","282","0","0","0","0","3"
"327","枯鬚峽谷","","-1014.22","-3827.39","145.41","0","0","0","516","0","0","0","0","321","0","0","0","0","7"
"701","烈日石居","","936.308","910.974","104.439","0","0","0","517","0","0","0","1","406","0","0","0","1","7"
"707","辛瑪洛神殿","","3549.15","-5359.12","204.102","0","0","0","516","0","0","0","1","1221","0","0","0","0","7"
"708","赫塔拉的巢穴","","3556.64","-6232.79","44.0086","0","0","0","516","0","0","0","1","1227","0","0","0","0","7"
"709","烏瑟之墓","","969.176","-1825.52","99.6067","0","0","0","516","0","0","0","0","197","0","0","0","0","7"
"710","通靈學院","","1262.19","-2579.41","126.37","0","0","0","516","0","0","0","0","2298","0","0","0","0","7"
"767","白沙崗哨","","-4917.35","-1375.5","-52.3732","0","0","0","516","0","0","0","1","480","0","0","0","0","7"
"788","斯通納德","","-10443.7","-3277.49","20.1782","0","0","0","517","0","0","0","0","8","0","0","0","1","7"
"789","加基森","","-7139.15","-3752.11","8.5398","0","0","0","517","0","0","0","1","440","0","0","0","3","0"
"790","莫沙徹營地","","-4394.98","215.611","25.4133","0","0","0","517","0","0","0","1","215","0","0","0","3","0"
"791","塞拉摩島","","-3680.17","-4388.51","10.5549","0","0","0","525","0","0","0","1","15","0","0","0","3","5"
"792","鷹巢山","","234.85","-2127.76","118.095","0","0","0","517","0","0","0","0","47","0","0","0","2","0"
"794","永望鎮","","6723.46","-4662.5","722.806","0","0","0","517","0","0","0","1","618","0","0","0","3","0"
"795","葬影村","","-1657.85","3097.92","30.4995","0","0","0","517","0","0","0","1","405","0","0","0","3","0"
"796","羽月要塞","","-4517.382","2240.932","8.396892","0","0","0","517","0","0","0","1","357","0","0","0","3","0"
"798","奧伯丁","","6439.33","411.951","10.8632","0","0","0","0","0","0","0","1","148","0","0","0","3","5"
"799","尼耶爾前哨站","","202.521","1308.24","190.236","0","0","0","517","0","0","0","1","405","0","0","0","3","0"
"907","奧達希爾","","10479.6","812.281","1322.75","0","0","0","516","0","0","0","1","188","0","0","0","0","7"
"908","影絲洞","","10756.2","921.301","1338.56","0","0","0","516","0","0","0","1","188","0","0","0","0","7"
"909","惡魔石","","10050.6","1031.2","1329.95","0","0","0","516","0","0","0","1","186","0","0","0","0","7"
"911","班奈希爾獸穴","","9864.17","1557.41","1329.3","0","0","0","516","0","0","0","1","736","0","0","0","0","7"
"912","大斷崖","","10316.4","1200.62","1458.09","0","0","0","516","0","0","0","1","266","0","0","0","0","7"
"913","烈風峽谷","","636.963","-4534.04","8.82065","0","0","0","516","0","0","0","1","410","0","0","0","0","7"
"929","托克雷農場","","726.297","-4242.41","17.2915","0","0","0","516","0","0","0","1","369","0","0","0","0","7"
"947","鋼架補給站","","-5488.04","-658.67","394.304","0","0","0","516","0","0","0","0","131","0","0","0","0","7"
"948","鐵環營地","","-5858.7","-2004.1","401.649","0","0","0","516","0","0","0","0","212","0","0","0","0","7"
"949","回音山礦坑","","-8676.57","-119.634","91.4235","0","0","0","516","0","0","0","0","24","0","0","0","0","7"
"950","馬科倫農場","","-9948.39","69.1568","33.3002","0","0","0","516","0","0","0","0","57","0","0","0","0","7"
"951","斯通菲爾德農場","","-9901.14","378.19","35.2802","0","0","0","516","0","0","0","0","57","0","0","0","0","7"
"954","北郡農場","","-9067.35","-333.965","73.4517","0","0","0","516","0","0","0","0","24","0","0","0","0","7"
"955","伊爾加拉之塔","","-9281.33","-3318.81","122.249","0","0","0","516","0","0","0","0","1000","0","0","0","0","7"
"956","撕裂者之石","","-8674.12","-2290.05","157.009","0","0","0","516","0","0","0","0","996","0","0","0","0","7"
"1007","靈魂之穴","","-13751.4","-18.3165","49.2768","0","0","0","516","0","0","0","0","1737","0","0","0","0","7"
"1008","瑞斯班洞穴","","-8970.76","-2002.7","140.756","0","0","0","516","0","0","0","0","98","0","0","0","0","7"
"1010","石拳崗哨","","-1194.05","-2119.16","61.8808","0","0","0","516","0","0","0","0","1858","0","0","0","0","7"
"1011","格羅高克營地","","-11112.2","-2335.63","117.131","0","0","0","516","0","0","0","0","2561","0","0","0","0","7"
"1012","雄鹿泥沼洞穴","","-10803.2","-3739.01","27.5586","0","0","0","516","0","0","0","0","1797","0","0","0","0","7"
"1013","阿塔哈卡神廟","","-10429.9","-3828.52","37.9913","0","0","0","516","0","0","0","0","74","0","0","0","0","7"
"1014","阿拉索之塔","","-1778.21","-1513.16","64.9209","0","0","0","516","0","0","0","0","324","0","0","0","0","7"
"1015","蠻錘城堡","","316.946","-2119.3","122.042","0","0","0","516","0","0","0","0","348","0","0","0","0","7"
"1016","夜行蜘蛛洞穴","","2046.11","1829.45","107.823","0","0","0","516","0","0","0","0","154","0","0","0","0","7"
"1017","惡蛛隧道","","3035.33","-2773.9","102.873","0","0","0","516","0","0","0","0","2627","0","0","0","0","7"
"1018","布洛米爾","","2483.98","-5183.79","76.1135","0","0","0","516","0","0","0","0","2271","0","0","0","0","7"
"1027","奧達曼","","-6092.01","-3179.35","257.188","0","0","0","516","0","0","0","0","1897","0","0","0","0","7"
"1028","火山洞穴","","-7320.59","-2265.09","244.548","0","0","0","516","0","0","0","0","344","0","0","0","0","7"
"1029","西泉要塞","","-9615.71","667.327","38.6522","0","0","0","516","0","0","0","0","60","0","0","0","0","7"
"1030","玉石礦坑","","-9184.5","-605.891","62.8185","0","0","0","516","0","0","0","0","91","0","0","0","0","7"
"1031","加尼祿哨站","","-14179.6","718","28.2885","0","0","0","516","0","0","0","0","35","0","0","0","0","7"
"1032","奧加茲崗哨","","-4817.79","-2666.7","351.197","0","0","0","516","0","0","0","0","838","0","0","0","0","7"
"1033","格瑞姆巴托","","-4055","-3448.54","283.115","0","0","0","516","0","0","0","0","1038","0","0","0","0","7"
"1047","風險投資公司礦坑","","-1501.49","-1036.19","151.716","0","0","0","516","0","0","0","1","820","0","0","0","0","7"
"1048","黑木洞穴","","4619.42","25.6126","70.4946","0","0","0","516","0","0","0","1","449","0","0","0","0","7"
"1049","急彎河","","5056.04","220.755","22.9074","0","0","0","516","0","0","0","1","448","0","0","0","0","7"
"1050","壁泉瀑布","","6870.57","-662.396","86.643","0","0","0","516","0","0","0","1","456","0","0","0","0","7"
"1067","勇士島","","-1668.51","-4329.2","3.26695","0","0","0","516","0","0","0","1","720","0","0","0","0","7"
"1068","哀嚎洞穴","","-837.968","-2037","80.4679","0","0","0","516","0","0","0","1","387","0","0","0","0","7"
"1087","樹蔭旅店","","-3723.63","-2535.18","69.5651","0","0","0","516","0","0","0","1","2302","0","0","0","0","7"
"1088","暗霧洞穴","","-2829.79","-2722.81","36.7884","0","0","0","516","0","0","0","1","496","0","0","0","0","7"
"1089","北點哨塔","","-2884.79","-3429.99","39.357","0","0","0","516","0","0","0","1","496","0","0","0","0","7"
"1090","藍色沼地","","-2685.32","-3087.58","41.4505","0","0","0","516","0","0","0","1","496","0","0","0","0","7"
"1091","迷失哨塔","","-3925.5","-2862.15","46.4791","0","0","0","516","0","0","0","1","2302","0","0","0","0","7"
"1092","狂潮灣","","-4300.98","-4062.71","-10.5946","0","0","0","516","0","0","0","1","511","0","0","0","0","7"
"1093","石槌廢墟","","-4346.02","-3321.15","34.2547","0","0","0","516","0","0","0","1","510","0","0","0","0","7"
"1094","奧妮克希亞的巢穴","","-4698.06","-3720.58","50.464","0","0","0","516","0","0","0","1","511","0","0","0","0","7"
"1095","艾博斯塔夫的巢穴","","-4987.73","-3832.99","44.8497","0","0","0","516","0","0","0","1","511","0","0","0","0","7"
"1096","血沼墓穴","","-4335.04","-2639.53","39.6317","0","0","0","516","0","0","0","1","509","0","0","0","0","7"
"1097","警戒崗哨","","-3476.59","-4109.08","17.1041","0","0","0","516","0","0","0","1","502","0","0","0","0","7"
"1098","水光莊園","","-2949.47","-3893.5","35.0303","0","0","0","516","0","0","0","1","502","0","0","0","0","7"
"1099","深鐵礦坑","聯盟控制","793.751","-330.197","63.026","0","14882","0","644","0","0","0","30","0","1358","0","0","0","3"
"1100","石爐哨站","","1.66764","-292.675","15.7837","0","0","0","516","0","0","0","30","0","0","0","0","0","7"
"1101","冰血要塞","","-537.807","-168.363","57.7053","0","0","0","516","0","0","0","30","0","0","0","0","0","7"
"1102","冷齒礦坑","部落控制","-946.912","-195.454","76.9597","0","15185","0","644","0","0","0","30","0","1356","0","0","0","2"
"1103","霜狼要塞","","-1369.01","-225.37","98.7836","0","0","0","516","0","0","0","30","0","0","0","0","0","7"
"1104","馬紹爾營地","","-6143.21","-1078.89","-198.366","0","0","0","516","0","0","0","1","538","0","0","0","0","7"
"1105","蘑菇石","","-6370.15","-1836.52","-258.029","0","0","0","516","0","0","0","1","538","0","0","0","0","7"
"1106","破浪海灘","","-7693.45","-4878.96","0.658057","0","0","0","516","0","0","0","1","1336","0","0","0","0","7"
"1107","奧丹姆","","-9635.41","-2787.2","7.85783","0","0","0","516","0","0","0","1","990","0","0","0","0","7"
"1108","暗雲峰","","-5086.21","-1919.44","88.1811","0","0","0","516","0","0","0","1","2097","0","0","0","0","7"
"1109","飛羽洞穴","","-5466.71","-1636.27","29.0252","0","0","0","516","0","0","0","1","483","0","0","0","0","7"
"1110","沙漠賽道","","-6239.42","-3973.12","-58.7501","0","0","0","516","0","0","0","1","439","0","0","0","0","7"
"1111","沉沒的挖掘場","","-6490.61","-3449.15","-58.7825","0","0","0","516","0","0","0","1","439","0","0","0","0","7"
"1112","裂蹄堡","","-5065.61","-2367.61","-53.6725","0","0","0","516","0","0","0","1","481","0","0","0","0","7"
"1113","老屋","","-5213.85","-2794.53","-7.09192","0","0","0","516","0","0","0","1","481","0","0","0","0","7"
"1114","鐵石營地","","-5848.05","-3412.38","-51.0555","0","0","0","516","0","0","0","1","2303","0","0","0","0","7"
"1115","維吉爾之坑","","-5799.94","-3899.53","-96.743","0","0","0","516","0","0","0","1","439","0","0","0","0","7"
"1116","塔霍達廢墟","","-6569.91","-3894.97","-58.75","0","0","0","516","0","0","0","1","439","0","0","0","0","7"
"1127","羅蘭之墓","","-11076","-1139.98","42.8768","0","0","0","516","0","0","0","0","241","0","0","0","0","7"
"1128","乞丐鬼屋","","-10349.7","-1538.8","92.6423","0","0","0","0","0","0","0","0","42","0","0","0","0","7"
"1147","波爾甘的洞穴","","-2281.95","2499.6","73.7536","0","0","0","516","0","0","0","1","606","0","0","0","0","7"
"1148","瑪拉頓","","-1422.62","2918.45","136.147","0","0","0","516","0","0","0","1","607","0","0","0","0","7"
"1149","鬼旅崗哨","","-1224.06","1736.67","90.0223","0","0","0","516","0","0","0","1","596","0","0","0","0","7"
"1150","瑟卡布斯庫的營地","","-1407.87","1493.13","60.8871","0","0","0","516","0","0","0","1","602","0","0","0","0","7"
"1151","白骨之谷","","-2251.19","1513.55","63.5881","0","0","0","516","0","0","0","1","602","0","0","0","0","7"
"1168","怒痕堡","","-3842.71","1738.94","149.974","0","0","0","516","0","0","0","1","1119","0","0","0","0","7"
"1169","索蘭薩爾廢墟","","-4852.91","3616.63","16.4186","0","0","0","516","0","0","0","1","1117","0","0","0","0","7"
"1171","暮光營地廢墟","","-6206.25","1766.95","17.4637","0","53948","0","516","0","0","0","1","2740","0","0","0","0","7"
"1172","暮光崗哨","","-6740.04","1636.32","15.2838","0","53948","0","516","0","0","0","1","3098","0","0","0","0","7"
"1173","暮光前哨站","","-7929.11","1833.28","4.86471","0","53948","0","516","0","0","0","1","2743","0","0","0","0","7"
"1174","木爪嶺","","-4915.81","199.275","52.2955","0","0","0","516","0","0","0","1","1101","0","0","0","0","7"
"1175","拉瑞斯小亭","","-4052.72","81.5525","77.1755","0","0","0","516","0","0","0","1","1103","0","0","0","0","7"
"1176","滑石","","-7652.52","-3030.61","134.256","0","0","0","516","0","0","0","0","2420","0","0","0","0","7"
"1177","烈焰峰","","-7479.77","-2186.4","166.15","0","0","0","517","0","0","0","0","250","0","0","0","3","7"
"1187","沙爾札魯的巢穴","","-5492.37","3622.79","3.70377","0","0","0","516","0","0","0","1","1121","0","0","0","0","7"
"1208","雷矛墓地","聯盟控制","666.927","-305.544","30.2909","0","14966","0","644","0","0","0","30","0","1333","0","0","0","15"
"1209","落雪墓地","部落控制","-202.695","-112.569","78.4904","0","14959","0","644","0","0","0","30","0","1342","0","0","0","13"
"1210","霜狼墓地","部落控制","-1083.31","-307.402","57.792","0","14953","0","644","0","0","0","30","0","1338","0","0","0","13"
"1211","鱗鬚洞穴","","3705.1","-6043.45","2.50783","0","0","0","516","0","0","0","1","1227","0","0","0","0","7"
"1212","木喉要塞","","6900.63","-2298.18","588.521","0","0","0","516","0","0","0","1","2246","0","0","0","0","7"
"1213","凱斯利爾廢墟","","6426.76","-4304.99","666.743","0","0","0","516","0","0","0","1","2251","0","0","0","0","7"
"1214","丹曼達爾","","5718.83","-4507.31","761.083","0","0","0","516","0","0","0","1","2245","0","0","0","0","7"
"1215","塔倫迪斯營地","","2707.72","-3869.25","104.207","0","0","0","516","0","0","0","1","1235","0","0","0","0","7"
"1216","雷瑟斯聖所","","2195.67","-6438.33","2.13105","0","0","0","516","0","0","0","1","1256","0","0","0","0","7"
"1217","慘月洞穴","","7123.02","-4631.57","639.68","0","0","0","516","0","0","0","1","2255","0","0","0","0","7"
"1218","木喉要塞","","6817.78","-2097.68","624.837","0","0","0","516","0","0","0","1","1762","0","0","0","0","7"
"1219","鐵木山洞","","6481.87","-1571","438.965","0","0","0","516","0","0","0","1","1767","0","0","0","0","7"
"1220","血毒崗哨","","5111.98","-353.403","357.231","0","0","0","516","0","0","0","1","1765","0","0","0","0","7"
"1227","希塞爾山谷","","515.845","624.05","68.1593","0","0","0","516","0","0","0","1","2541","0","0","0","0","7"
"1228","峭壁湖","","1543.57","70.1338","-10.3817","0","0","0","516","0","0","0","1","461","0","0","0","0","7"
"1229","狂風礦坑","","981.949","-358.9","15.2316","0","0","0","516","0","0","0","1","461","0","0","0","0","7"
"1230","深爪小徑","","1531.94","-576.57","68.9612","0","0","0","516","0","0","0","1","461","0","0","0","0","7"
"1231","猛禽洞穴","","2416.89","1792.39","394.939","0","0","0","516","0","0","0","1","467","0","0","0","0","7"
"1232","奧迪拉蘭廢墟","","3493.89","-119.601","0.715488","0","0","0","516","0","0","0","1","413","0","0","0","0","7"
"1233","巴斯蘭鬼屋","","3827.37","-161.305","-0.606824","0","0","0","516","0","0","0","1","413","0","0","0","0","7"
"1234","佐拉姆加前哨站","","3362.22","1010.16","3.59813","0","0","0","517","0","0","0","1","414","0","0","0","3","0"
"1235","弗倫河","","2231.21","-2222.91","94.4102","0","0","0","516","0","0","0","1","428","0","0","0","0","7"
"1237","薩維亞","","2936.56","-2822.67","212.731","0","0","0","516","0","0","0","1","430","0","0","0","0","7"
"1238","林歌神殿","","2880.33","-3287.54","157.819","0","0","0","516","0","0","0","1","430","0","0","0","0","7"
"1239","屠魔峽谷","","1702.45","-3150.99","93.5229","0","0","0","516","0","0","0","1","434","0","0","0","0","7"
"1240","銀翼哨站","","1776.64","-2065.15","104.194","0","0","0","516","0","0","0","1","422","0","0","0","0","7"
"1241","朵丹尼爾獸穴","","1776.23","-2678.36","111.666","0","0","0","516","0","0","0","1","422","0","0","0","0","7"
"1242","銀風避難所","","2130.27","-1190.25","99.8631","0","0","0","517","0","0","0","1","421","0","0","0","1","7"
"1243","綠爪村","","2291.29","-1444.96","87.8797","0","0","0","516","0","0","0","1","421","0","0","0","0","7"
"1244","血牙營地","","1612.52","-1465.1","157.023","0","0","0","516","0","0","0","1","421","0","0","0","0","7"
"1245","深爪小徑","","1930.26","-732.677","114.534","0","0","0","516","0","0","0","1","421","0","0","0","0","7"
"1246","雷姆洛斯神殿","","7856.18","-2215.45","471.304","0","0","0","516","0","0","0","1","656","0","0","0","0","7"
"1247","永夜港","","7961.75","-2491.77","487.883","0","0","0","517","0","0","0","1","656","0","0","0","3","0"
"1248","怒風獸穴","","7564.51","-2951.72","466.682","0","0","0","516","0","0","0","1","656","0","0","0","0","7"
"1249","丹巴達爾南部碉堡","聯盟控制","571.535","-80.543","37.9113","0","15021","0","644","0","0","0","30","0","1361","0","0","0","11"
"1250","丹巴達爾北部碉堡","聯盟控制","668.04","-128.176","49.6482","0","15229","0","644","0","0","0","30","0","1362","0","0","0","11"
"1251","冰翼碉堡","聯盟控制","217.425","-359.764","42.3823","0","15186","0","644","0","0","0","30","0","1363","0","0","0","11"
"1252","冰血哨塔","部落控制","-562.172","-273.554","52.3285","0","15081","0","644","0","0","0","30","65535","1385","0","0","0","10"
"1254","哨塔高地","部落控制","-760.664","-347.326","68.0353","0","15132","0","644","0","0","0","30","65535","1384","0","0","0","10"
"1255","東部霜狼哨塔","部落控制","-1312.65","-315.886","91.0987","0","15064","0","644","0","0","0","30","65535","1383","0","0","0","10"
"1268","戰歌勞工營地","","1575.91","-2463.94","98.5501","0","0","0","516","0","0","0","1","422","0","0","0","0","7"
"1287","埃瑞丁營地","","-10443.3","-2141.1","90.7794","0","0","0","516","0","0","0","0","2697","0","0","0","0","7"
"1288","逆風谷","","-10572","-1841.05","109.049","0","0","0","516","0","0","0","0","2697","0","0","0","0","7"
"1289","沉睡峽谷","","-10740.8","-1973.68","134.632","0","0","0","516","0","0","0","0","2938","0","0","0","0","7"
"1307","冰風營地","","921.054","-1421.46","66.5524","0","0","0","517","0","0","0","0","197","0","0","0","2","7"
"1328","丹巴達爾","","693.095","-19.197","51.1202","0","0","0","516","0","0","0","30","0","0","0","0","0","7"
"1347","石爐碉堡","聯盟控制","-160.17","-454.107","50.4236","0","15038","0","644","0","0","0","30","0","1364","0","0","0","11"
"1348","雷矛急救站","聯盟控制","640.261","-18.6661","51.6988","0","14864","0","644","0","0","0","30","0","1325","0","0","0","15"
"1349","冰血墓地","部落控制","-531.316","-405.584","30.7494","0","14872","0","644","0","0","0","30","0","1347","0","0","0","13"
"1350","石爐墓地","聯盟控制","65.9825","-415.573","49.3278","0","15056","0","644","0","0","0","30","0","1302","0","0","0","15"
"1351","霜狼急救站","部落控制","-1415.05","-305.986","93.2266","0","15073","0","644","0","0","0","30","0","1330","0","0","0","13"
"1352","丹巴達爾北部碉堡","已摧毀","678.076","-137.378","76.0757","0","15187","0","644","0","0","0","30","65535","1371","0","0","0","6"
"1353","丹巴達爾北部碉堡","爭奪中","678.437","-137.095","76.0671","0","15007","0","644","0","0","0","30","0","1375","0","0","0","9"
"1354","丹巴達爾北部碉堡","爭奪中","678.371","-137.14","76.068","0","15059","0","644","0","0","0","30","0","1379","0","0","0","12"
"1355","丹巴達爾南部碉堡","已摧毀","557.858","-88.1394","63.7547","0","15188","0","644","0","0","0","30","65535","1370","0","0","0","6"
"1356","丹巴達爾南部碉堡","爭奪中","557.849","-88.2827","63.711","0","14939","0","644","0","0","0","30","0","1374","0","0","0","9"
"1357","丹巴達爾南部碉堡","爭奪中","557.752","-88.2432","63.7554","0","14873","0","644","0","0","0","30","0","1378","0","0","0","12"
"1358","冷齒礦坑","聯盟控制","-948.309","-193.286","99.4883","0","14874","0","644","0","0","0","30","0","1355","0","0","0","3"
"1359","冷齒礦坑","被狗頭人控制","-948.542","-193.079","99.5752","0","14940","0","644","0","0","0","30","0","1357","0","0","0","1"
"1362","東部霜狼哨塔","被摧毀","-1311.22","-316.564","127.979","0","15076","0","644","0","0","0","30","0","1366","0","0","0","6"
"1363","東部霜狼哨塔","爭奪中","-1311.4","-317.196","127.905","0","14875","0","644","0","0","0","30","65535","1388","0","0","0","9"
"1364","東部霜狼哨塔","爭奪中","-1311.47","-317.241","127.894","0","15075","0","644","0","0","0","30","65535","1393","0","0","0","12"
"1368","霜狼墓地","聯盟控制","-1083.54","-307.433","57.7796","0","15230","0","644","0","0","0","30","0","1337","0","0","0","15"
"1369","霜狼墓地","爭奪中","-1083.49","-307.617","57.7934","0","15068","0","644","0","0","0","30","65535","1339","0","0","0","4"
"1370","霜狼墓地","爭奪中","-1083.67","-307.436","57.7697","0","14886","0","644","0","0","0","30","0","1340","0","0","0","14"
"1371","霜狼急救站","聯盟控制","-1414.93","-305.602","93.1885","0","15231","0","644","0","0","0","30","0","1329","0","0","0","15"
"1372","霜狼急救站","爭奪中","-1414.79","-306.018","93.2468","0","14834","0","644","0","0","0","30","0","1332","0","0","0","14"
"1373","霜狼急救站","爭奪中","-1414.89","-306.056","93.2453","0","14993","0","644","0","0","0","30","0","1331","0","0","0","4"
"1374","冰血墓地","聯盟控制","-531.344","-405.273","30.7647","0","15020","0","644","0","0","0","30","0","1346","0","0","0","15"
"1375","冰血墓地","爭奪中","-531.402","-405.326","30.762","0","14829","0","644","0","0","0","30","0","1348","0","0","0","4"
"1376","冰血墓地","爭奪中","-531.425","-405.326","30.7619","0","15039","0","644","0","0","0","30","0","1349","0","0","0","14"
"1377","冰血哨塔","已摧毀","-560.3","-271.439","87.902","0","15080","0","644","0","0","0","30","65535","1368","0","0","0","6"
"1378","冰血哨塔","爭奪中","-560.261","-271.528","87.8907","0","14954","0","644","0","0","0","30","65535","1395","0","0","0","12"
"1379","冰血哨塔","爭奪中","-560.376","-271.281","87.9232","0","15061","0","644","0","0","0","30","65535","1390","0","0","0","9"
"1380","冰翼碉堡","已摧毀","209.101","-367.837","68.4981","0","14909","0","644","0","0","0","30","65535","1372","0","0","0","6"
"1381","冰翼碉堡","爭奪中","208.785","-367.938","68.5967","0","15054","0","644","0","0","0","30","0","1376","0","0","0","9"
"1382","冰翼碉堡","爭奪中","209.023","-368.034","68.4802","0","14887","0","644","0","0","0","30","0","1380","0","0","0","12"
"1383","深鐵礦坑","部落控制","801.661","-330.015","86.7179","0","14835","0","644","0","0","0","30","0","1359","0","0","0","2"
"1384","深鐵礦坑","被穴居怪控制","801.41","-330.128","86.6312","0","15018","0","644","0","0","0","30","0","1360","0","0","0","1"
"1386","落雪墓地","聯盟控制","-202.963","-112.575","78.4921","0","14856","0","644","0","0","0","30","0","1341","0","0","0","15"
"1387","落雪墓地","爭奪中","-203.153","-112.587","78.4932","0","15189","0","644","0","0","0","30","0","1344","0","0","0","14"
"1388","落雪墓地","爭奪中","-203.09","-112.598","78.4927","0","14836","0","644","0","0","0","30","0","1343","0","0","0","4"
