Id,DisplayName,AlternateVerb,Description,HordeDisplayName,OverrideSourceInfoDisplayName,CategoryId,SpellIconFileId,CanLink,ParentSkillLineId,ParentTierIndex,Flags,SpellBookSpellId
"185","烹飪","","高級的烹飪技能使你可以學習高級的食譜。你可以在訓練師那裡學習新的食譜，也可以通過完成任務或殺死怪物獲得新的食譜。","","","9","133971","1","0","0","128","2550"
"186","採礦","","高級的採礦技能使你可以採集高級的礦石。如果你不能採集某種礦石，請先在較低等級的地區採集低等級礦石，以此提高你的採礦技能。","","","11","134708","0","0","0","4224","2575"
"188","寵物 - 小鬼","","","","","7","136243","0","0","0","0","0"
"189","寵物 - 惡魔獵犬","","","","","7","136243","0","0","0","0","0"
"197","裁縫","縫製","高級的裁縫技能使你可以學習高級的裁縫圖樣。你可以在訓練師那裡學習新的圖樣，也可以通過完成任務或殺死怪物獲得新的圖樣。","","","11","136249","1","0","0","4224","3908"
"202","工程學","安裝","高級的工程學技能使你可以學習高級的工程學圖紙。你可以在訓練師那裡學習新的圖紙，也可以通過完成任務或殺死怪物獲得新的圖紙。","","","11","136243","1","0","0","4224","4036"
"203","寵物 - 蜘蛛","","","","","7","136243","0","0","0","0","0"
"204","寵物 - 虛無行者","","","","","7","136221","0","0","0","0","0"
"205","寵物 - 魅魔","","","","","7","136243","0","0","0","0","0"
"206","寵物 - 煉獄火","","","","","7","136243","0","0","0","0","0"
"207","寵物 - 末日守衛","","末日守衛","","","7","136243","0","0","0","0","0"
"208","寵物 - 狼","","","","","7","136243","0","0","0","0","0"
"209","寵物 - 豹","","","","","7","136243","0","0","0","0","0"
"210","寵物 - 熊","","","","","7","136243","0","0","0","0","0"
"211","寵物 - 野豬","","","","","7","136243","0","0","0","0","0"
"212","寵物 - 鱷魚","","","","","7","136243","0","0","0","0","0"
"213","寵物 - 食腐鳥","","","","","7","136243","0","0","0","0","0"
"214","寵物 - 螃蟹","","","","","7","136243","0","0","0","0","0"
"215","寵物 - 猩猩","","","","","7","136243","0","0","0","0","0"
"217","寵物 - 迅猛龍","","","","","7","136243","0","0","0","0","0"
"218","寵物 - 陸行鳥","","","","","7","136243","0","0","0","0","0"
"220","不死族種族特長","","種族特長 - 不死族","","","9","136243","0","0","0","33938","0"
"226","弩","","武器技能越高，擊中敵人的機率就越高。","","","6","136243","0","0","0","128","0"
"228","魔杖","","武器技能越高，擊中敵人的機率就越高。","","","6","136243","0","0","0","146","0"
"229","長柄武器","","武器技能越高，擊中敵人的機率就越高。","","","6","136243","0","0","0","128","0"
"236","寵物 - 蠍子","","","","","7","136243","0","0","0","0","0"
"251","寵物 - 海龜","","","","","7","136243","0","0","0","0","0"
"270","寵物 - 一般獵人","","","","","7","136243","0","0","0","0","0"
"293","鎧甲","","使你可以穿鎧甲。","","","8","136243","0","0","0","128","0"
"313","語言：地精語","","","","","10","136243","0","0","0","128","0"
"315","語言：食人妖語","","","","","10","136243","0","0","0","128","0"
"333","附魔","附魔","高級的附魔技能使你可以學習高級的附魔公式。你可以在訓練師那裡學習新的公式，也可以通過完成任務或殺死怪物獲得新的公式。","","","11","136244","1","0","0","4224","7411"
"356","釣魚","","高級的釣魚技能使你可以釣到高級的魚。如果你在某個區域釣不到魚，請到低等級區域去釣魚，或者購買魚餌再來嘗試。","","","9","136245","0","0","0","16512","271616"
"393","剝皮","","高級的剝皮技能使你可以從高級怪物身上剝取毛皮。","","","11","134366","0","0","0","4224","8613"
"413","鎖甲","","使你可以穿鎖甲。","","","8","136243","0","0","0","128","0"
"414","皮甲","","使你可以穿皮甲。","","","8","136243","0","0","0","128","0"
"415","布甲","","使你可以穿布甲。","","","8","136243","0","0","0","128","0"
"433","盾牌","","學會使用盾牌。","","","8","136243","0","0","0","128","0"
"473","拳套","","學會使用拳套作戰。擊中敵人的機率取決於徒手戰鬥技能。","","","6","136243","0","0","0","130","0"
"533","騎術：迅猛龍","","","","","9","136243","0","0","0","1170","0"
"553","騎術：機械陸行鳥","","","","","9","136243","0","0","0","1170","0"
"554","騎術：骸骨戰馬","","","","","9","136243","0","0","0","1170","0"
"653","寵物 - 蝙蝠","","","","","7","136243","0","0","0","0","0"
"654","寵物 - 土狼","","","","","7","136243","0","0","0","0","0"
"655","寵物 - 猛禽","","","","","7","136243","0","0","0","0","0"
"656","寵物 - 風蛇","","","","","7","136243","0","0","0","0","0"
"673","語言：不死族語","","","","","10","136243","0","0","0","128","0"
"713","騎術：科多獸","","","","","9","135997","0","0","0","1170","0"
"733","種族特長 - 食人妖","","種族特長 - 食人妖","","","9","0","0","0","0","33938","0"
"753","種族特長 - 地精","","種族特長 - 地精","","","9","0","0","0","0","33938","0"
"754","種族特長 - 人類","","種族特長 - 人類","","","9","0","0","0","0","33938","0"
"755","珠寶設計","加工","高級的珠寶設計技能使你可以學習高級的珠寶設計。你可以在訓練師那裡學習新的圖樣，也可以通過完成任務或殺死怪物獲得新的圖樣。","","","11","134071","1","0","0","4224","25229"
"756","種族特長 - 血精靈","","種族特長 - 血精靈","","","9","0","0","0","0","32914","0"
"758","寵物 - 事件 - 遙控","","","","","12","0","0","0","0","0","0"
"759","語言：德萊尼語","","","","","10","0","0","0","0","128","0"
"760","種族特長 - 德萊尼","","種族特長 - 德萊尼","","","9","0","0","0","0","32914","0"
"761","寵物 - 惡魔守衛","","","","","7","0","0","0","0","0","0"
"762","騎術","","高等級的騎術能讓你騎乘更快且更奇特的動物。","","","9","132164","0","0","0","16","0"
"763","寵物 - 龍鷹","","","","","7","132172","0","0","0","0","0"
"764","寵物 - 虛空鰭刺","","","","","7","132182","0","0","0","0","0"
"765","寵物 - 孢子蝙蝠","","","","","7","134523","0","0","0","0","0"
"766","寵物 - 扭曲巡者","","","","","7","135731","0","0","0","0","0"
"767","寵物 - 劫毀者","","","","","7","132195","0","0","0","0","0"
"768","寵物 - 毒蛇","","","","","7","135461","0","0","0","0","0"
"769","內部","","嗨","","","7","135724","0","0","0","1040","0"
"773","銘文學","銘刻","高等級的銘文學可以讓你學會更高級的銘文。你也可以透過來自各地的卷軸學習銘文。","","","11","237171","1","0","0","4224","45357"
"775","寵物 - 飛蛾","","","","","7","0","0","0","0","0","0"
"777","坐騎","","你的坐騎。","","","7","132167","0","0","0","2","0"
"778","夥伴","","你的夥伴。","","","7","0","0","0","0","2","0"
"780","寵物 - 奇特奇美拉","","","","","7","0","0","0","0","0","0"
"781","寵物 - 奇特魔暴龍","","","","","7","0","0","0","0","0","0"
"782","寵物 - 食屍鬼","","","","","7","136119","0","0","0","0","0"
"783","寵物 - 奇特亞基蟲族","","","","","7","0","0","0","0","0","0"
"784","寵物 - 奇特蟲類","","","","","7","0","0","0","0","0","0"
"785","寵物 - 黃蜂","","寵物 - 黃蜂","","","7","0","0","0","0","0","0"
"786","寵物 - 奇特裂蹄","","","","","7","1044794","0","0","0","0","0"
"787","寵物 - 奇特熔核犬","","","","","7","0","0","0","0","0","0"
"788","寵物 - 奇特靈獸","","","","","7","0","0","0","0","0","0"
"789","種族特長 - 狼人","","種族特長 - 狼人","","","9","136243","0","0","0","42130","0"
"790","種族特長 - 哥布林","","種族特長 - 哥布林","","","9","0","0","0","0","42130","0"
"791","語言：吉爾尼斯","","","","","10","136243","0","0","0","128","0"
"792","語言：哥布林語","","","","","10","136243","0","0","0","128","0"
"794","考古學","","考古學技能越高，你越能收集更多稀有文物和文物碎片。碎片能在廢墟和挖掘場找到。","","","9","441139","0","0","0","128","0"
"795","獵人","","獵人的技能。","","","7","626000","0","0","0","1048","0"
"796","死亡騎士","","死亡騎士的技能。","","","7","625998","0","0","0","1048","0"
"798","德魯伊","","德魯伊的技能。","","","7","625999","0","0","0","1048","0"
"800","聖騎士","","聖騎士的技能。","","","7","626003","0","0","0","1048","0"
"804","牧師","","牧師的技能。","","","7","626004","0","0","0","1048","0"
"805","寵物 - 水元素","","","","","7","0","0","0","0","0","0"
"808","寵物 - 狐狸","","","","","7","0","0","0","0","0","0"
"810","全部 - 雕紋","","把雕紋放在這!","","","12","254290","0","0","0","130","0"
"811","寵物 - 獵犬","","","","","7","0","0","0","0","0","0"
"815","寵物 - 猴子","","","","","5","0","0","0","0","0","0"
"817","寵物 - 奇特岩獸","","","","","7","877478","0","0","0","0","0"
"818","甲蟲","","","","","7","0","0","0","0","0","0"
"821","公會特殊能力 - 全部","","","","","5","0","0","0","0","2","0"
"824","寵物 - 多頭蛇","","","","","7","463493","0","0","0","0","0"
"829","武僧","","武僧的技能。","","","7","626002","0","0","0","1048","0"
"840","戰士","","戰士的技能。","","","7","626008","0","0","0","1048","0"
"849","術士","","術士的技能。","","","7","626007","0","0","0","1052","0"
"899","種族特長 - 熊貓人","","種族特長 - 熊貓人","","","5","0","0","0","0","32914","0"
"904","法師","","法師的技能。","","","7","626001","0","0","0","1048","0"
"905","語言：熊貓人語中立","","","","","10","136243","0","0","0","0","0"
"921","盜賊","","盜賊的技能。","","","7","626005","0","0","0","1048","0"
"924","薩滿","","薩滿的技能。","","","7","626006","0","0","0","1048","0"
"927","魔化小鬼","","","","","7","460856","0","0","0","0","0"
"928","虛無領主","","","","","5","538447","0","0","0","0","0"
"929","希瓦拉","","","","","5","574999","0","0","0","0","0"
"930","觀察者","","","","","5","538445","0","0","0","0","0"
"931","憤怒守衛","","","","","5","462730","0","0","0","0","0"
"934","所有 - 專精","","專精相關的法術。","","","12","0","0","0","0","0","0"
"960","符文鑄造","紋刻","","","","7","237523","0","0","0","128","0"
"962","寵物 - 原始火元素","","","","","7","0","0","0","0","0","0"
"963","寵物 - 原始土元素","","","","","7","0","0","0","0","0","0"
"975","燒烤之道","","","","","9","0","1","2544","0","32","0"
"976","快炒之道","","","","","9","0","1","2544","0","32","0"
"977","燉煮之道","","","","","9","0","1","2544","0","32","0"
"978","蒸煮之道","","","","","9","0","1","2544","0","32","0"
"979","烘烤之道","","","","","9","0","1","2544","0","32","0"
"980","釀酒之道","","","","","9","0","1","2544","0","32","0"
"981","初級廚師","","","","","12","0","1","185","0","0","0"
"982","中級烹飪書","","","","","27","0","1","185","0","0","0"
"983","寵物 - 齧齒類","","寵物 - 齧齒類","","","7","134172","0","0","0","0","0"
"984","寵物 - 鶴","","","","","7","606543","0","0","0","0","0"
"985","寵物 - 水黽","","","","","7","132844","0","0","0","0","0"
"986","寵物 - 奇特岩石犬","","","","","7","625905","0","0","0","0","0"
"987","寵物 - 粗角山羊","","","","","7","132248","0","0","0","0","0"
"988","寵物 - 石化蜥蜴","","","","","7","0","0","0","0","0","0"
"999","無玩家","","","","","12","0","0","0","0","0","0"
"1305","寵物 - 恐角龍","","","","","7","791593","0","0","0","0","0"
"1748","寵物 - 原始風暴元素","","寵物 - 原始風暴元素","","","7","0","0","0","0","0","0"
"1777","寵物 - 次要天賦水元素","","次要天賦水元素","","","7","0","0","0","0","0","0"
"1819","寵物 - 河獸","","","","","7","294471","0","0","0","0","0"
"1830","Unused","附魔","要塞的附魔。","","","12","132853","0","0","0","6","0"
"1848","惡魔獵人","","惡魔獵人技能。","","","7","1260827","0","0","0","1048","0"
"1945","伐木","","伐木技能較高的話，能讓你在德拉諾砍伐難度較高的木材。如果你無法砍伐特定木材，可以藉由升級鋸木廠來提高你的技能。","","","9","975739","0","0","0","128","0"
"1981","寵物 - 恐懼護衛","","恐懼護衛","","","7","136243","0","0","0","0","0"
"1982","寵物 - 冥淵火","","冥淵火","","","7","136243","0","0","0","0","0"
"1993","寵物 - 鹿","","","","","7","1044501","0","0","0","0","0"
"2000","貿易站","","全套集滿的進度。","","","12","975746","0","0","0","2","0"
"2152","戰刃","","可以使用戰刃。","","","6","135561","0","0","0","128","0"
"2189","寵物 - 機械","","機械獵人寵物","","","7","136243","0","0","0","0","0"
"2216","寵物 - 憎惡體","","死亡騎士穢邪天賦寵物","","","7","298667","0","0","0","0","0"
"2279","寵物 - 玄牛","","玄牛","","","7","132248","0","0","0","0","0"
"2280","寵物 - 鱗皮","","鱗皮","","","7","132248","0","0","0","0","0"
"2361","寵物 - 羽鬃","","寵物 - 羽鬃","","","7","929300","0","0","0","0","0"
"2419","種族特長 - 夜裔精靈","","種族特長 - 夜裔精靈","","","9","136243","0","0","0","33938","0"
"2420","種族特長 - 高嶺牛頭人","","種族特長 - 高嶺牛頭人","","","9","136243","0","0","0","33938","0"
"2421","種族特長 - 光鑄德萊尼","","種族特長 - 光鑄德萊尼","","","9","0","0","0","0","32914","0"
"2423","種族特長 - 虛無精靈","","種族特長 - 虛無精靈","","","9","136243","0","0","0","33938","0"
"2437","庫爾提拉斯鍛造","","","贊達拉鍛造","Battle for Azeroth Blacksmithing","11","136241","0","164","11","0","0"
"2454","軍團鍛造","","","","","11","136241","0","164","10","0","0"
"2464","語言：夏拉斯語","","","","","10","136243","0","0","0","128","0"
"2465","語言：薩拉斯語","","","","","10","136243","0","0","0","128","0"
"2472","德拉諾鍛造","","","","","11","136241","0","164","9","0","0"
"2473","潘達利亞鍛造","","","","","11","136241","0","164","8","0","0"
"2474","大災變鍛造","","","","","11","136241","0","164","7","0","0"
"2475","北裂境鍛造","","","","","11","136241","0","164","6","0","0"
"2476","外域鍛造","","","","","11","136241","0","164","5","0","0"
"2477","鍛造","","","","","11","136241","0","164","4","0","0"
"2478","庫爾提拉斯鍊金術","","","贊達拉鍊金術","Battle for Azeroth Alchemy","11","136240","0","171","11","0","0"
"2479","軍團鍊金術","","","","","11","136240","0","171","10","0","0"
"2480","德拉諾鍊金術","","","","","11","136240","0","171","9","0","0"
"2481","潘達利亞鍊金術","","","","","11","136240","0","171","8","0","0"
"2482","大災變鍊金術","","","","","11","136240","0","171","7","0","0"
"2483","北裂境鍊金術","","","","","11","136240","0","171","6","0","0"
"2484","外域鍊金術","","","","","11","136240","0","171","5","0","0"
"2485","鍊金術","","","","","11","136240","0","171","4","0","0"
"2486","庫爾提拉斯附魔","","","贊達拉附魔","Battle for Azeroth Enchanting","11","136244","0","333","11","0","0"
"2487","軍團附魔","","","","","11","136244","0","333","10","0","0"
"2488","德拉諾附魔","","","","","11","136244","0","333","9","0","0"
"2489","潘達利亞附魔","","","","","11","136244","0","333","8","0","0"
"2491","大災變附魔","","","","","11","136244","0","333","7","0","0"
"2492","北裂境附魔","","","","","11","136244","0","333","6","0","0"
"2493","外域附魔","","","","","11","136244","0","333","5","0","0"
"2494","附魔","","","","","11","136244","0","333","4","0","0"
"2499","庫爾提拉斯工程學","","","贊達拉工程學","Battle for Azeroth Engineering","11","136243","0","202","11","0","0"
"2500","軍團工程學","","","","","11","136243","0","202","10","0","0"
"2501","德拉諾工程學","","","","","11","136243","0","202","9","0","0"
"2502","潘達利亞工程學","","","","","11","136243","0","202","8","0","0"
"2503","大災變工程學","","","","","11","136243","0","202","7","0","0"
"2504","北裂境工程學","","","","","11","136243","0","202","6","0","0"
"2505","外域工程學","","","","","11","136243","0","202","5","0","0"
"2506","工程學","","","","","11","136243","0","202","4","0","0"
"2507","庫爾提拉斯銘文學","","","贊達拉銘文學","Battle for Azeroth Inscription","11","237171","0","773","11","0","0"
"2508","軍團銘文學","","","","","11","237171","0","773","10","0","0"
"2509","德拉諾銘文學","","","","","11","237171","0","773","9","0","0"
"2510","潘達利亞銘文學","","","","","11","237171","0","773","8","0","0"
"2511","大災變銘文學","","","","","11","237171","0","773","7","0","0"
"2512","北裂境銘文學","","","","","11","237171","0","773","6","0","0"
"2513","外域銘文學","","","","","11","237171","0","773","5","0","0"
"2514","銘文學","","","","","11","237171","0","773","4","0","0"
"2517","庫爾提拉斯珠寶設計","","","贊達拉珠寶設計","Battle for Azeroth Jewelcrafting","11","134071","0","755","11","0","0"
"2518","軍團珠寶設計","","","","","11","134071","0","755","10","0","0"
"2519","德拉諾珠寶學","","","","","11","134071","0","755","9","0","0"
"2520","潘達利亞珠寶設計","","","","","11","134071","0","755","8","0","0"
"2521","大災變珠寶設計","","","","","11","134071","0","755","7","0","0"
"2522","北裂境珠寶設計","","","","","11","134071","0","755","6","0","0"
"2523","外域珠寶設計","","","","","11","134071","0","755","5","0","0"
"2524","珠寶設計","","","","","11","134071","0","755","4","0","0"
"2525","庫爾提拉斯製皮","","","贊達拉製皮","Battle for Azeroth Leatherworking","11","136247","0","165","11","0","0"
"2526","軍團製皮","","","","","11","136247","0","165","10","0","0"
"2527","德拉諾製皮","","","","","11","136247","0","165","9","0","0"
"2528","潘達利亞製皮","","","","","11","136247","0","165","8","0","0"
"2529","大災變製皮","","","","","11","136247","0","165","7","0","0"
"2530","北裂境製皮","","","","","11","136247","0","165","6","0","0"
"2531","外域製皮","","","","","11","136247","0","165","5","0","0"
"2532","製皮","","","","","11","136247","0","165","4","0","0"
"2533","庫爾提拉斯裁縫","","","贊達拉裁縫","Battle for Azeroth Tailoring","11","136249","0","197","11","0","0"
"2534","軍團裁縫","","","","","11","136249","0","197","10","0","0"
"2535","德拉諾裁縫","","","","","11","136249","0","197","9","0","0"
"2536","潘達利亞裁縫","","","","","11","136249","0","197","8","0","0"
"2537","大災變裁縫","","","","","11","136249","0","197","7","0","0"
"2538","北裂境裁縫","","","","","11","136249","0","197","6","0","0"
"2539","外域裁縫","","","","","11","136249","0","197","5","0","0"
"2540","裁縫","","","","","11","136249","0","197","4","0","0"
"2541","庫爾提拉斯烹飪","","","贊達拉烹飪","Battle for Azeroth Cooking","9","133971","0","185","11","0","0"
"2542","軍團烹飪","","","","","9","133971","0","185","10","0","0"
"2543","德拉諾烹飪","","","","","9","133971","0","185","9","0","0"
"2544","潘達利亞烹飪","","","","","9","133971","0","185","8","0","0"
"2545","大災變烹飪","","","","","9","133971","0","185","7","0","0"
"2546","北裂境烹飪","","","","","9","133971","0","185","6","0","0"
"2547","外域烹飪","","","","","9","133971","0","185","5","0","0"
"2548","烹飪","","","","","9","133971","0","185","4","0","0"
"2549","庫爾提拉斯草藥學","","","贊達拉草藥學","Battle for Azeroth Herbalism","11","136246","0","182","11","0","0"
"2550","軍團草藥學","","","","","11","136246","0","182","10","0","0"
"2551","德拉諾草藥學","","","","","11","136246","0","182","9","0","0"
"2552","潘達利亞草藥學","","","","","11","136246","0","182","8","0","0"
"2553","大災變草藥學","","","","","11","136246","0","182","7","0","0"
"2554","北裂境草藥學","","","","","11","136246","0","182","6","0","0"
"2555","外域草藥學","","","","","11","136246","0","182","5","0","0"
"2556","草藥學","","","","","11","136246","0","182","4","0","0"
"2557","庫爾提拉斯剝皮","","","贊達拉剝皮","Battle for Azeroth Skinning","11","134366","0","393","11","0","0"
"2558","軍團剝皮","","","","","11","134366","0","393","10","0","0"
"2559","德拉諾剝皮","","","","","11","134366","0","393","9","0","0"
"2560","潘達利亞剝皮","","","","","11","134366","0","393","8","0","0"
"2561","大災變剝皮","","","","","11","134366","0","393","7","0","0"
"2562","北裂境剝皮","","","","","11","134366","0","393","6","0","0"
"2563","外域剝皮","","","","","11","134366","0","393","5","0","0"
"2564","剝皮","","","","","11","134366","0","393","4","0","0"
"2565","庫爾提拉斯採礦","","","贊達拉採礦","Battle for Azeroth Mining","11","134708","0","186","11","0","0"
"2566","軍團採礦","","","","","11","134708","0","186","10","0","0"
"2567","德拉諾採礦","","","","","11","134708","0","186","9","0","0"
"2568","潘達利亞採礦","","","","","11","134708","0","186","8","0","0"
"2569","大災變採礦","","","","","11","134708","0","186","7","0","0"
"2570","北裂境採礦","","","","","11","134708","0","186","6","0","0"
"2571","外域採礦","","","","","11","134708","0","186","5","0","0"
"2572","採礦","","","","","11","134708","0","186","4","0","0"
"2585","庫爾提拉斯釣魚","","","贊達拉釣魚","Battle for Azeroth Fishing","9","136245","0","356","11","16384","0"
"2586","軍團釣魚","","","","","9","136245","0","356","10","16384","0"
"2587","德拉諾釣魚","","","","","9","136245","0","356","9","16384","0"
"2588","潘達利亞釣魚","","","","","9","136245","0","356","8","16384","0"
"2589","大災變釣魚","","","","","9","136245","0","356","7","16384","0"
"2590","北裂境釣魚","","","","","9","136245","0","356","6","16384","0"
"2591","外域釣魚","","","","","9","136245","0","356","5","16384","0"
"2592","釣魚","","","","","9","136245","0","356","4","16384","0"
"2597","種族特長 - 黑鐵矮人","","種族特長 - 黑鐵矮人","","","9","136243","0","0","0","33938","0"
"2598","種族特長 - 瑪格哈獸人","","種族特長 - 瑪格哈獸人","","","9","136243","0","0","0","33938","0"
"2703","寵物 - 蜥蜴","","寵物 - 蜥蜴","","","7","136243","0","0","0","0","0"
"2704","寵物 - 馬","","","","","7","0","0","0","0","0","0"
"2705","寵物 - 奇特翼手龍","","","","","7","1624590","0","0","0","0","0"
"2706","寵物 - 蟾蜍","","","","","7","804969","0","0","0","0","0"
"2707","寵物 - 奇特硬殼蟲","","","","","7","2011146","0","0","0","0","0"
"2716","第二隻寵物 - 獵人","","","","","7","0","0","0","0","0","0"
"2719","Pet - Blood Beast","","","","","7","1687702","0","0","0","0","0"
"2720","廢料場工程","安裝","可從機械岡怪物和任務獲得結構圖。","","","11","2915722","1","0","0","0","0"
"2721","種族特長 - 贊達拉食人妖","","種族特長 - 贊達拉食人妖","","","9","0","0","0","0","33938","0"
"2723","種族特長 - 庫爾提拉斯人","","種族特長 - 庫爾提拉斯人","","","9","0","0","0","0","33938","0"
"2727","所有職業","","艾澤萊晶岩之力","","","9","0","0","0","0","0","0"
"2730","琪瑞安","","琪瑞安誓盟","","","7","3641395","0","0","0","1040","0"
"2731","汎希爾族","","汎希爾誓盟","","","7","3641397","0","0","0","1040","0"
"2732","暗夜妖精","","暗夜妖精誓盟","","","7","3641394","0","0","0","1040","0"
"2733","死靈領主","","死靈領主誓盟","","","7","3641396","0","0","0","1040","0"
"2734","坐騎裝備","","","","","12","0","0","0","0","2","0"
"2750","暗影之境鍊金術","","","","","11","136240","0","171","12","0","0"
"2751","暗影之境鍛造","","","","","11","136241","0","164","12","0","0"
"2752","暗影之境烹飪","","","","","9","133971","0","185","12","0","0"
"2753","暗影之境附魔","","","","","11","136244","0","333","12","0","0"
"2754","暗影之境釣魚","","","","","9","136245","0","356","12","16384","0"
"2755","暗影之境工程學","","","","","11","136243","0","202","12","0","0"
"2756","暗影之境銘文學","","","","","11","237171","0","773","12","0","0"
"2757","暗影之境珠寶學","","","","","11","134071","0","755","12","0","0"
"2758","暗影之境製皮","","","","","11","136247","0","165","12","0","0"
"2759","暗影之境裁縫","","","","","11","136249","0","197","12","0","0"
"2760","暗影之境草藥學","","","","","11","136246","0","182","12","0","0"
"2761","暗影之境採礦","","","","","11","134708","0","186","12","0","0"
"2762","暗影之境剝皮","","","","","11","134366","0","393","12","0","0"
"2773","種族特長 - 黑鐵矮人","","種族特長 - 黑鐵矮人","","","9","136243","0","0","0","33938","0"
"2774","種族特長 - 機械地精","","種族特長 - 機械地精","","","9","0","0","0","0","33938","0"
"2775","種族特長 - 狐狸人","","種族特長 - 狐狸人","","","9","0","0","0","0","33938","0"
"2776","語言：狐狸人語","","","","","10","136243","0","0","0","128","0"
"2777","靈魂暗語","灌魔","淵喉中可以找到新的靈魂暗語。","","","11","895888","1","0","0","0","0"
"2787","憎惡縫合術","縫合者","可從暗影之境怪物和任務獲得零件。","","","11","3675492","0","0","0","0","0"
"2791","晉升工藝","製作中","可從晉升之路獲得配方或設計圖。","","","11","3054888","0","0","0","0","0"
"2805","寵物 - 長毛象","","","","","7","136243","0","0","0","0","0"
"2806","寵物 - 快步者","","","","","7","132248","0","0","0","0","0"
"2807","寵物 - 駱駝","","","","","7","132248","0","0","0","0","0"
"2811","冥魄鑄造","製作中","必須擁有熔魂師的工具。","","","11","2578727","0","0","0","0","0"
