Id,Directory,MapName,Field_9_0_1_33978_002,MapDescription0,MapDescription1,PvpShortDescription,PvpLongDescription,Corpse0,Corpse1,MapType,InstanceType,ExpansionId,AreaTableId,LoadingScreenId,TimeOfDayOverride,ParentMapId,CosmeticParentMapId,TimeOffset,MinimapIconScale,CorpseMapId,MaxPlayers,WindSettingsId,ZmpFileDataId,WdtFileDataId,Flags0,Flags1
"530","Expansion01","外域","Outland","","","","","0","0","1","0","1","0","198","-1","-1","-1","0","1","-1","0","0","804943","828395","1553","134479880"
"531","AhnQirajTemple","安其拉神廟","Ahn'Qiraj Temple","","","","","-8111.724","1526.786","1","2","0","3428","185","-1","-1","-1","0","1","1","40","0","0","775840","1553","134479880"
"532","Karazahn","卡拉贊","Karazhan","","","","","-11110.41","-2004.065","1","2","1","3457","200","-1","-1","-1","0","1","0","10","0","0","834192","1553","134479880"
"533","Stratholme Raid","納克薩瑪斯","Naxxramas","","","","","0","0","1","2","2","3456","197","-1","-1","-1","0","1","-1","25","0","0","827115","34321","134479880"
"534","HyjalPast","海加爾山之戰","The Battle for Mount Hyjal","","","","","-8178.508","-4182.05","1","2","1","616","212","-1","-1","-1","0","1","1","25","0","0","831824","1553","134479880"
"540","HellfireMilitary","地獄火堡壘:破碎大廳","Hellfire Citadel: The Shattered Halls","","","","","-306.7582","3064.436","2","1","1","3714","199","-1","-1","-1","0","1","530","5","0","0","831277","1553","134479880"
"542","HellfireDemon","地獄火堡壘:血熔爐","Hellfire Citadel: The Blood Furnace","","","","","-295.4193","3151.993","2","1","1","3713","199","-1","-1","-1","0","1","530","5","0","0","830642","1553","134479880"
"543","HellfireRampart","地獄火堡壘:地獄火壁壘","Hellfire Citadel: Ramparts","","","","","-360.0499","3067.896","1","1","1","3562","199","-1","-1","-1","0","1","530","5","0","0","832154","67089","134479880"
"544","HellfireRaid","瑪瑟里頓的巢穴","Magtheridon's Lair","","","","","-330.2339","3106.636","2","2","1","3836","208","-1","-1","-1","0","1","530","25","0","0","833183","1553","134479880"
"545","CoilfangPumping","盤牙:蒸汽洞窟","Coilfang: The Steamvault","","","","","764.2191","6915.08","2","1","1","3715","207","-1","-1","-1","0","1","530","5","0","0","828422","1553","134479880"
"546","CoilfangMarsh","盤牙:深幽泥沼","Coilfang: The Underbog","","","","","764.6282","6768.073","2","1","1","3716","207","-1","-1","-1","0","1","530","5","0","0","831262","1553","134479880"
"547","CoilfangDraenei","盤牙:奴隸監獄","Coilfang: The Slave Pens","","","","","742.1582","7011.327","2","1","1","3717","207","-1","-1","-1","0","1","530","5","0","0","830731","1553","134479880"
"548","CoilfangRaid","盤牙:毒蛇神殿洞穴","Coilfang: Serpentshrine Cavern","","","","","775.7864","6865.243","2","2","1","3607","207","-1","-1","-1","0","1","530","25","0","0","829900","1553","134479880"
"550","TempestKeepRaid","風暴要塞","Tempest Keep","","","","","0","0","2","2","1","3845","206","-1","-1","-1","0","1","-1","25","0","0","832484","1553","134479880"
"552","TempestKeepArcane","風暴要塞：亞克崔茲","Tempest Keep: The Arcatraz","","","","","0","0","2","1","1","3848","206","-1","-1","-1","0","1","-1","5","0","0","832070","1553","134479880"
"553","TempestKeepAtrium","風暴要塞:波塔尼卡","Tempest Keep: The Botanica","","","","","0","0","2","1","1","3847","206","-1","-1","-1","0","1","-1","5","0","0","833950","1553","134479880"
"554","TempestKeepFactory","風暴要塞:麥克納爾","Tempest Keep: The Mechanar","","","","","0","0","2","1","1","3849","206","-1","-1","-1","0","1","-1","5","0","0","831974","1553","134479880"
"555","AuchindounShadow","奧齊頓:暗影迷宮","Auchindoun: Shadow Labyrinth","","","","","-3640.688","4943.163","2","1","1","3789","201","-1","-1","-1","0","1","530","5","0","0","828331","1553","134479880"
"556","AuchindounDemon","奧齊頓:塞司克大廳","Auchindoun: Sethekk Halls","","","","","-3361.863","4665.592","2","1","1","3791","201","-1","-1","-1","0","1","530","5","0","0","828811","1553","134479880"
"557","AuchindounEthereal","奧齊頓：法力墓地","Auchindoun: Mana-Tombs","","","","","-3089.516","4942.756","2","1","1","3792","201","-1","-1","-1","0","1","530","5","0","0","830899","1553","134479880"
"558","AuchindounDraenei","奧齊頓:奧奇奈地穴","Auchindoun: Auchenai Crypts","","","","","-3363.44","5156.455","2","1","1","3790","201","-1","-1","-1","0","1","530","5","0","0","830415","1553","134479880"
"559","PVPZone05","納葛蘭競技場(舊)","Nagrand Arena (old)","","","","","0","0","1","4","0","0","219","-1","-1","-1","0","1","-1","0","0","0","790469","1553","135004168"
"560","HillsbradPast","逃離敦霍爾德","The Escape from Durnholde","","","","","-8309.81","-4061.509","1","1","1","267","212","-1","-1","-1","0","1","1","5","0","0","833998","9745","134479880"
"562","bladesedgearena","zzOld劍刃競技場","zzOldBlade's Edge Arena","","","","","0","0","1","4","0","3702","218","-1","-1","-1","0","1","-1","0","0","0","780261","1553","135004168"
"564","BlackTemple","黑暗神廟","Black Temple","","","","","-3644.53","317.294","1","2","1","0","215","-1","-1","-1","0","1","530","25","0","0","829630","1553","134479880"
"565","GruulsLair","戈魯爾之巢","Gruul's Lair","","","","","3525.453","5144.151","2","2","1","3923","213","-1","-1","-1","0","1","530","25","0","0","833180","1553","134479880"
"566","NetherstormBG","暴風之眼","Eye of the Storm","盤旋在虛空風暴荒蕪土地高處的，是一座名為暴風之眼的小島。

暴風之眼是一座15人對15人的支配型戰場，雙方都企圖盡可能地長時間控制法師塔、惡魔劫奪者廢墟、血精靈塔與德萊尼廢墟。

這裡因為蘊含了豐富的能量，久為血精靈垂涎之地。

因為這裡和那魯神秘的飛船 - 風暴要塞十分接近，所以德萊尼想佔有此地。","盤旋在虛空風暴荒蕪土地高處的，是一座名為暴風之眼的小島。

暴風之眼是一座15人對15人的支配型戰場，雙方都企圖盡可能地長時間控制法師塔、惡魔劫奪者廢墟、血精靈塔與德萊尼廢墟。

這裡因為蘊含了豐富的能量，久為血精靈垂涎之地。

因為這裡和那魯神秘的飛船 - 風暴要塞十分接近，所以德萊尼想佔有此地。","占領目標","- 占領並守住目標
- 搶得戰場中央旗幟
- 獲得1,500點資源","0","0","1","3","0","0","210","-1","-1","-1","0","1","-1","0","0","0","788893","1553","135004168"
"568","ZulAman","祖阿曼","Zul'Aman","","","","","6851.021","-7989.713","1","1","3","0","276","-1","-1","-1","0","1","530","10","0","0","815727","1553","134479880"
"571","Northrend","北裂境","Northrend","","","","","0","0","1","0","2","0","216","-1","-1","-1","0","1","-1","0","0","804939","822688","9757","134479896"
"572","PVPLordaeron","羅德隆廢墟","Ruins of Lordaeron","","","","","0","0","1","4","0","0","217","-1","-1","-1","0","1","-1","0","0","0","789984","1553","135004168"
"573","ExteriorTest","外部測試","ExteriorTest","","","","","0","0","1","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","855346","1567","134479944"
"574","Valgarde70","俄特加德要塞","Utgarde Keep","","","","","1211.759","-4868.422","1","1","2","0","220","-1","-1","-1","0","1","571","5","0","0","825743","9757","134479880"
"575","UtgardePinnacle","俄特加德之巔","Utgarde Pinnacle","","","","","1232.41","-4860.954","1","1","2","0","221","-1","-1","-1","0","1","571","5","0","0","827661","67101","134479880"
"576","Nexus70","奧核之心","The Nexus","","","","","3899.926","6985.436","2","1","2","4265","226","-1","-1","-1","0","1","571","5","0","0","821331","1553","134479880"
"578","Nexus80","奧核之眼","The Oculus","","","","","3865.923","6983.94","1","1","2","0","227","-1","-1","-1","0","1","571","5","0","0","819814","1565","134479880"
"580","SunwellPlateau","太陽之井","The Sunwell","","","","","12551.76","-6774.565","1","2","1","0","225","-1","-1","-1","0","1","530","25","0","0","832953","1553","134479880"
"582","Transport176244","傳送:魯瑟蘭到奧伯丁","Transport: Rut'theran to Auberdine","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"584","Transport176231","傳送:米奈希爾到塞拉摩","Transport: Menethil to Theramore","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"585","Sunwell5ManFix","博學者殿堂","Magister's Terrace","","","","","12881.9","-7343.095","1","1","1","0","224","-1","-1","-1","0","1","530","5","0","0","834223","67101","134479880"
"586","Transport181645","傳送:艾克索達到奧伯丁","Transport: Exodar to Auberdine","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"587","Transport177233","傳送:羽月渡口","Transport: Feathermoon Ferry","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"588","Transport176310","傳送:米奈希爾到奧伯丁","Transport: Menethil to Auberdine","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"589","Transport175080","傳送:奧格瑪到格羅姆高","Transport: Orgrimmar to Grom'Gol","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"590","Transport176495","傳送:格羅姆高到幽暗城","Transport: Grom'Gol to Undercity","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"591","Transport164871","傳送:幽暗城到奧格瑪","Transport: Undercity to Orgrimmar","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"592","Transport186238","傳送:北風凍原測試","Transport: Borean Tundra Test","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"593","Transport20808","傳送:藏寶海灣到棘齒城","Transport: Booty Bay to Ratchet","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"594","Transport187038","傳送:凜風峽灣慈悲姐妹號 (任務)","Transport: Howling Fjord Sister Mercy (Quest)","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"595","StratholmeCOT","斯坦索姆的抉擇","The Culling of Stratholme","","","","","-8756.087","-4457.418","1","1","2","0","222","-1","-1","-1","0","1","1","5","0","0","826005","1553","134479880"
"596","Transport187263","傳送:奈格法","Transport: Naglfar","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"597","CraigTest","Craig Test","Craig Test","","","","","0","0","1","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","862017","1759","134479880"
"598","Sunwell5Man","Sunwell Fix (Unused)","Sunwell Fix (Unused)","","","","","0","0","2","1","1","0","4","-1","-1","-1","0","1","-1","5","0","0","863869","1555","134479880"
"599","Ulduar70","石之大廳","Halls of Stone","","","","","8921.793","-966.8065","1","1","2","0","230","-1","-1","-1","0","1","571","5","0","0","824642","1565","134479880"
"600","DrakTheronKeep","德拉克薩隆要塞","Drak'Tharon Keep","","","","","4774.583","-2023.049","1","1","2","0","228","-1","-1","-1","0","1","571","5","0","0","820968","1565","134479880"
"601","Azjol_Uppercity","阿茲歐-奈幽","Azjol-Nerub","","","","","3672.215","2171.275","1","1","2","0","229","-1","-1","-1","0","1","571","5","0","0","818693","1565","134479880"
"602","Ulduar80","雷光大廳","Halls of Lightning","","","","","9185.088","-1386.791","1","1","2","0","231","-1","-1","-1","0","1","571","5","0","0","824768","1565","134479880"
"603","UlduarRaid","奧杜亞","Ulduar","","","","","9359.371","-1115.175","1","2","2","0","244","0","-1","-1","0","1","571","5","0","0","825015","1565","134479880"
"604","GunDrak","剛德拉克","Gundrak","","","","","6708.731","-4654.904","1","1","2","0","237","-1","-1","-1","0","1","571","5","0","0","818626","1565","134479880"
"605","development_nonweighted","Development Land (non-weighted textures)","Development Land (non-weighted textures)","","","","","0","0","1","2","0","0","21","-1","-1","-1","0","1","-1","0","0","0","857811","1555","134479880"
"606","QA_DVD","QA and DVD","QA and DVD","","","","","0","0","1","0","3","0","21","-1","-1","-1","0","1","-1","0","0","0","866654","1567","134479880"
"607","NorthrendBG","遠祖灘頭","Strand of the Ancients","龍骨荒野的南方藏著一個富有傳奇色彩的泰坦神器，聯盟與部落都知道這個神器之中藏有泰坦族以及他們生存方式相關的重要情報。

遠祖灘頭是一個15人對15人的戰場，在這裡雙方輪流攻擊與防守島嶼南端的泰坦神器。

好好準備作戰吧，決定誰能在遠祖灘頭獲勝的可不光只是命運而已。","龍骨荒野的南方藏著一個富有傳奇色彩的泰坦神器，聯盟與部落都知道這個神器之中藏有泰坦族以及他們生存方式相關的重要情報。

遠祖灘頭是一個15人對15人的戰場，在這裡雙方輪流攻擊與防守島嶼南端的泰坦神器。

好好準備作戰吧，決定誰能在遠祖灘頭獲勝的可不光只是命運而已。","搶奪泰坦聖物","- 攻擊者：攻擊大門和聖物
- 防禦者：防禦大門和聖物
- 最快獲得聖物的團隊獲勝","0","0","1","3","0","0","238","-1","-1","-1","0","1","-1","0","0","0","789579","1565","135004168"
"608","DalaranPrison","紫羅蘭堡","Violet Hold","","","","","5689.49","498.0469","1","1","2","0","235","-1","-1","-1","0","1","571","5","0","0","818205","1565","134479880"
"609","DeathKnightStart","黯黑堡","Ebon Hold","","","","","0","0","1","0","2","0","233","-1","-1","-1","0","1","-1","0","0","0","818210","67101","134479880"
"610","Transport_Tirisfal _Vengeance_Landing","傳送:提里斯法到復仇臺地","Transport: Tirisfal to Vengeance Landing","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"612","Transport_Menethil_Valgarde","傳送:米奈希爾到瓦爾加德","Transport: Menethil to Valgarde","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"613","Transport_Orgrimmar_Warsong_Hold","傳送:奧格瑪到戰歌堡","Transport: Orgrimmar to Warsong Hold","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"614","Transport_Stormwind_Valiance_Keep","傳送:風暴城到驍勇要塞","Transport: Stormwind to Valiance Keep","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"615","ChamberOfAspectsBlack","黑曜聖所","The Obsidian Sanctum","","","","","3438.153","260.4013","1","2","2","0","239","-1","-1","-1","0","1","571","0","0","0","820448","34333","134479880"
"616","NexusRaid","永恆之眼","The Eye of Eternity","","","","","3869.981","6984.33","1","2","2","0","236","-1","-1","-1","0","1","571","5","0","0","822560","34333","134479880"
"617","DalaranArena","達拉然下水道","Dalaran Sewers","","","","","0","0","1","4","0","0","242","0","-1","-1","0","1","-1","0","0","0","780309","1565","135004168"
"618","OrgrimmarArena","勇武競技場","The Ring of Valor","","","","","0","0","1","4","0","0","240","720","-1","-1","0","1","-1","0","0","0","789925","4195869","135004168"
"619","Azjol_LowerCity","安卡罕特：古王國","Ahn'kahet: The Old Kingdom","","","","","3641.458","2032.064","1","1","2","0","234","-1","-1","-1","0","1","571","0","0","0","818056","1565","134479880"
"620","Transport_Moa'ki_Unu'pe","傳送:默亞基到昂紐沛","Transport: Moa'ki to Unu'pe","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"621","Transport_Moa'ki_Kamagua","傳送:默亞基到卡瑪廓","Transport: Moa'ki to Kamagua","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"622","Transport192241","傳送:奧格林之錘","Transport: Orgrim's Hammer","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"623","Transport192242","傳送:破天者號","Transport: The Skybreaker","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"624","WintergraspRaid","亞夏梵穹殿","Vault of Archavon","","","","","5488.125","2840.334","1","2","2","0","243","-1","-1","-1","0","1","571","0","0","0","826589","34365","134479880"
"627","unused","Unused (DELETE ME)","Unused (DELETE ME)","","","","","0","0","1","5","6","0","25","-1","-1","-1","0","1","-1","0","0","0","856557","15957","134479872"
"628","IsleofConquest","征服之島","Isle of Conquest","征服之島是聯盟與部落在北裂境戰事的重要戰略據點，雙方都想要控制這座島嶼。

在這個大規模戰場之中，雙方都設法控制攻城工坊、碼頭或機棚，以確保進軍敵方要塞的路線，並擊敗敵方將軍(海弗德‧龍禍或霸主阿格瑪)。","征服之島是聯盟與部落在北裂境戰事的重要戰略據點，雙方都想要控制這座島嶼。

在這個大規模戰場之中，雙方都設法控制攻城工坊、碼頭或機棚，以確保進軍敵方要塞的路線，並擊敗敵方將軍(海弗德‧龍禍或霸主阿格瑪)。","擊殺敵方首領","- 搶奪載具重生點
- 攻入敵方堡壘
- 擊殺敵方首領","0","0","1","3","2","0","245","-1","-1","-1","0","1","-1","0","0","0","821811","1565","135004168"
"631","IcecrownCitadel","冰冠城塞","Icecrown Citadel","","","","","5776.922","2065.932","1","2","2","0","250","-1","-1","-1","0","1","571","0","0","0","820428","34333","134479880"
"632","IcecrownCitadel5Man","眾魂熔爐","The Forge of Souls","","","","","5670.792","2003.629","1","1","2","0","249","-1","-1","-1","0","1","571","0","0","0","818965","1565","134479880"
"637","AbyssalMaw","深淵之喉外部","Abyssal Maw Exterior","","","","","0","0","1","1","3","0","23","-1","-1","-1","0","1","-1","0","0","0","814762","1565","134479880"
"638","Gilneas","吉爾尼斯","Gilneas","","","","","0","0","1","0","0","0","4","-1","654","-1","0","1","-1","0","0","0","782283","1629","134479884"
"641","Transport_AllianceAirshipBG","傳送:聯盟飛船BG","Transport: Alliance Airship BG","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"642","Transport_HordeAirshipBG","傳送:部落飛船BG","Transport: HordeAirshipBG","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"643","AbyssalMaw_Interior","海潮王座","Throne of the Tides","","","","","-5585.872","5401.649","1","1","3","0","255","-1","-1","-1","0","1","0","0","0","0","814875","17949","134479880"
"644","Uldum","起源大廳","Halls of Origination","","","","","-10226","-1837.479","1","1","3","0","256","1080","-1","-1","0","1","1","0","0","0","817800","1565","134479880"
"645","BlackRockSpire_4_0","黑石洞穴","Blackrock Caverns","","","","","-7570.245","-1330.684","1","1","3","0","267","-1","-1","-1","0","1","0","0","0","0","813034","1565","134479880"
