Id,Name,Pos0,Pos1,Pos2,MapOffset0,MapOffset1,FlightMapOffset0,FlightMapOffset1,ContinentId,ConditionId,CharacterBitNumber,Flags,UiTextureKitId,MinimapAtlasMemberId,Facing,SpecialIconConditionId,VisibilityConditionId,MountCreatureId0,MountCreatureId1
"15","東瘟疫之地","2253.4","-5344.9","83.38","0","0","0","0","0","0","0","0","0","4689","0","0","0","0","541"
"16","避難谷地，阿拉希高地","-1240.53","-2515.11","22.16","0","0","0","0","0","0","16","1","0","4689","0","0","0","0","541"
"17","落錘鎮，阿拉希高地","-916.29","-3496.89","70.45","0.007","-0.007","0","0","0","0","17","2","0","4689","0","0","0","2224","0"
"18","藏寶海灣，荊棘谷","-14444.3","509.62","26.2","0","0","0","0","0","0","18","2","0","4689","0","0","0","2224","0"
"19","藏寶海灣，荊棘谷","-14473","464.15","36.43","0","0","0","0","0","0","19","1","0","4689","0","0","0","0","541"
"20","格羅姆高，荊棘谷","-12414.2","146.29","3.28","0","0","0","0","0","0","20","2","0","4689","0","0","0","2224","0"
"21","新卡加斯，荒蕪之地","-6676.87","-2433.37","272.771","0.002","-0.01","0","0","0","0","21","2","0","4689","0","0","0","2224","0"
"22","雷霆崖，莫高雷","-1197.21","29.71","176.95","0","0","0","0","1","0","22","2","0","4689","0","0","0","2224","0"
"23","奧格瑪，杜洛塔","1798.27","-4363.27","102.848","0.0249501","0.00436047","0","0","1","0","23","2","0","4689","0","0","0","2224","0"
"24","Generic, World Target 002","-6666","-2222.3","278.6","0","0","0","0","0","0","24","0","0","4689","0","0","0","0","0"
"25","十字路口，北貧瘠之地","-441.8","-2596.08","96.06","0.00399202","-0.0101744","0","0","1","0","25","2","0","4689","0","0","0","2224","0"
"26","洛丹諾，黑海岸","7459.9","-326.56","8.09","0","-0.02","0","0","1","0","26","9","0","4689","0","0","62814","0","3837"
"27","魯瑟蘭村，泰達希爾","8383.75","980.964","30.8292","0","0","0","0","1","0","27","9","0","4689","0","0","62814","0","3837"
"28","阿斯特蘭納，梣谷","2827.34","-289.24","107.16","0.008","0","0","0","1","0","28","1","0","4689","0","0","0","0","3837"
"29","烈日石居，石爪山脈","966.57","1040.32","104.27","0.021","0.005","0","0","1","0","29","2","0","4689","0","0","0","2224","0"
"30","亂風崗 ，千針石林","-4310.61","-927.064","81.1796","0","0","0","0","1","0","30","2","0","4689","0","0","0","2224","0"
"31","蔭枝林，菲拉斯","-4996.88","73.9427","99.8385","0","0","0","0","1","0","31","1","0","4689","0","0","0","0","3837"
"32","塞拉摩，塵泥沼澤","-3825.37","-4516.58","10.44","0","0.008","0","0","1","19444","32","9","0","4689","0","0","0","0","541"
"33","薩歐達拉瞰臺，石爪山脈","2147.25","1537.87","341.24","-0.017","0","0","0","1","0","33","1","0","4689","0","0","0","0","3837"
"34","傳送，藏寶海灣","-1965.17","-5824.29","-1.06","0","0","0","0","1","0","0","0","0","4689","0","0","0","0","0"
"35","傳送，奧格瑪","1320.07","-4649.2","21.57","0","0","0","0","1","0","0","0","0","4689","0","0","0","0","0"
"36","Generic, World Target 001","-8644.62","433.28","59.46","0","0","0","0","0","0","0","0","0","4689","0","0","0","15665","0"
"37","尼耶爾前哨站，淒涼之地","139.24","1325.82","193.5","0.007","0","0","0","1","0","37","1","0","4689","0","0","0","0","3837"
"38","葬影村，淒涼之地","-1767.64","3263.89","4.94","0","0","0","0","1","0","38","2","0","4689","0","0","0","2224","0"
"39","加基森，塔納利斯","-7185.97","-3768.24","9.30053","0","0","0","0","1","0","39","1","0","4689","0","0","0","0","541"
"40","加基森，塔納利斯","-7094.03","-3813.69","9.49695","0","0","0","0","1","0","40","2","0","4689","0","0","0","2224","0"
"41","羽月要塞，菲拉斯","-4467.04","2188.64","17.8939","0","-0.01","0","0","1","0","41","1","0","4689","0","0","0","0","3837"
"42","莫沙徹營地，菲拉斯","-4419.86","199.31","25.06","-0.004","0","0","0","1","0","42","2","0","4689","0","0","0","2224","0"
"43","鷹巢山，辛特蘭","283.74","-2002.76","194.74","0","-0.01","0","0","0","0","43","1","0","4689","0","0","0","0","541"
"44","污水碼頭，艾薩拉","3547.2","-6294.66","0.754245","0","0","0","0","1","0","44","2","0","4689","0","0","0","2224","0"
"45","守望堡，詛咒之地","-11112.3","-3435.74","79.09","0","0.015","0","0","0","46758","45","9","0","4689","0","0","0","0","541"
"46","傳送，南海鎮","-986.43","-547.86","-3.86","0","0","0","0","0","0","0","0","0","4689","0","0","0","0","0"
"47","傳送，格羅姆高","-12418.77","235.43","1.12","0","0","0","0","0","0","0","0","0","4689","0","0","0","0","0"
"48","血毒河，費伍德森林[DISABLED in 4.x]","5123.51","-321.181","359.54","0","0","0","0","1","5793","48","0","0","4689","0","0","0","2224","0"
"49","月光林地","7458.45","-2487.21","462.33","0","0","0","0","1","0","49","1","0","4689","0","0","0","0","3837"
"50","傳送，米奈希爾港","0","0","0","0","0","0","0","0","0","0","0","0","4689","0","0","0","0","0"
"51","傳送，奧伯丁","0","0","0","0","0","0","0","0","0","0","0","0","4689","0","0","0","0","0"
"52","永望鎮，冬泉谷","6796.8","-4742.39","701.5","0","-0.01","0","0","1","0","52","1","0","4689","0","0","0","0","3837"
"53","永望鎮，冬泉谷","6813.06","-4611.12","710.67","0","-0.009","0","0","1","0","53","2","0","4689","0","0","0","2224","0"
"54","菲拉斯，羽月要塞","-4203.87","3284","-12.86","0","0","0","0","1","0","0","0","0","4689","0","0","0","0","0"
"55","蕨牆村，塵泥沼澤","-3147.39","-2842.18","34.61","-0.006","0","0","0","1","0","55","2","0","4689","0","0","0","2224","0"
"56","斯通納德，悲傷沼澤","-10457","-3279.25","21.35","-0.008","0","0","0","0","0","56","2","0","4689","0","0","0","2224","0"
"57","釣魚村，泰達希爾","8701.51","991.37","14.21","0","0","0","0","1","0","0","0","0","4689","0","0","0","0","3837"
"58","佐拉姆加前哨站，梣谷","3351.82","1052.3","3.07","-0.008","-0.009","0","0","1","0","58","2","0","4689","0","0","0","2224","0"
"59","丹巴達爾，奧特蘭克山谷","574.21","-46.65","37.61","0","0","0","0","30","0","0","0","0","4689","0","0","0","0","541"
"60","霜狼要塞，奧特蘭克山谷","-1335.44","-319.69","90.66","0","0","0","0","30","0","0","0","0","4689","0","0","0","3574","0"
"61","碎木崗哨，梣谷","2302.39","-2524.55","104.4","0","-0.012","0","0","1","0","61","2","0","4689","0","0","0","2224","0"
"62","永夜港，月光林地","7793.61","-2403.47","489.32","0","0","0","0","1","62814","0","1","0","4689","0","0","62814","0","3837"
"63","永夜港，月光林地","7787.72","-2404.1","489.56","0","0","0","0","1","0","0","2","0","4689","0","0","0","2224","0"
"64","塔倫迪斯營地，艾薩拉(絕不在4.x)","2721.99","-3880.64","100.87","0","0","0","0","1","5793","64","0","0","4689","0","0","0","0","3837"
"65","刺枝林地，費伍德森林","6214.32","-1874.28","565.956","0.004","0","0","0","1","0","65","1","0","4689","0","0","0","0","3837"
"66","冰風營地，西瘟疫之地","931.32","-1430.11","64.67","-0.007","0.015","0","0","0","0","66","1","0","4689","0","0","0","0","541"
"67","聖光之願禮拜堂，東瘟疫之地","2271.09","-5340.8","87.11","0","0","0","0","0","924","67","1","0","4689","0","0","0","0","44248"
"68","聖光之願禮拜堂，東瘟疫之地","2270.2","-5343.11","86.9733","-0.008","-0.005","0","0","0","923","68","2","0","4689","0","0","0","44248","0"
"69","月光林地","7470.39","-2123.38","492.34","0","0","0","0","1","0","69","2","0","4689","0","0","0","2224","0"
"70","烈焰峰，燃燒平原","-7504.03","-2187.54","165.53","0.015","0","0","0","0","0","70","2","0","4689","0","0","0","2224","0"
"71","摩根的崗哨，燃燒平原","-8364.61","-2738.35","185.46","0","0","0","0","0","0","71","1","0","4689","0","0","0","0","541"
"72","塞納里奧城堡，希利蘇斯","-6811.39","836.74","49.81","0","0","0","0","1","53948","72","10","0","4689","0","0","0","2224","0"
"73","塞納里奧城堡，希利蘇斯","-6761.83","772.03","88.91","0","-0.005","0","0","1","53948","73","9","0","4689","0","0","0","0","3837"
"74","瑟銀哨塔，灼熱峽谷","-6552.59","-1168.27","309.31","-0.004","0.027","0","0","0","0","74","1","0","4689","0","0","0","0","541"
"75","瑟銀哨塔，灼熱峽谷","-6554.93","-1100.05","309.57","0.027","0.027","0","0","0","0","75","2","0","4689","0","0","0","2224","0"
"76","惡齒村，辛特蘭","-635.26","-4720.5","5.38","-0.007","0.007","0","0","0","0","76","2","0","4689","0","0","0","2224","0"
"77","血仇崗哨，南貧瘠之地","-2152.35","-1724.34","92.528","0.02","0","0","0","1","0","227","2","0","4689","0","0","0","2224","0"
"78","納克薩瑪斯","3133.31","-3399.93","139.53","0","0","0","0","0","0","0","0","0","4689","0","0","0","0","0"
"79","馬紹爾觀測站，安戈洛環形山","-7548.05","-1541.13","-271.05","-0.003","0.01","0","0","1","0","79","3","0","4689","0","0","0","2224","541"
"80","棘齒城，北貧瘠之地","-894.59","-3773.01","11.48","-0.00598802","-0.0145349","0","0","1","0","80","3","0","4689","0","0","0","2224","541"
"81","薄霧之地","0","0","0","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"82","銀月城","9375.24","-7165.89","9.03","0","0","0","0","530","0","82","6","0","4689","0","0","0","19917","0"
"83","安寧地，鬼魂之地","7594.47","-6784.29","86.46","0.006","0","0","0","530","0","83","2","0","4689","0","0","0","19917","0"
"84","病木林哨塔，東瘟疫之地","2965.55","-3033.61","126.929","0","-0.015","0","0","0","0","154","3","0","4689","0","0","0","44248","44248"
"85","北地哨塔，東瘟疫之地","3134.26","-4354.78","133.463","0","0","0","0","0","0","153","3","0","4689","0","0","0","44248","44248"
"86","東牆之塔，東瘟疫之地","2524.44","-4769.56","104.087","0.014","0.01","0","0","0","0","147","3","0","4689","0","0","0","44248","44248"
"87","皇冠哨塔，東瘟疫之地","1876.4","-3693.32","157.687","0.017","-0.012","0","0","0","0","152","3","0","4689","0","0","0","44248","44248"
"88","傳送，艾克索達","-4284.01","-11194.74","13.01","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"89","傳送，塞拉摩島","0","0","0","0","0","0","0","0","0","0","0","0","4689","0","0","0","0","0"
"90","傳送，幽暗城","0","0","0","0","0","0","0","1","0","0","0","0","4689","0","0","0","0","0"
"91","任務 - 藍謎薩滿目標","-3996.01","-11892.97","0.22","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"92","任務 - 藍謎薩滿起點","-3679.31","-11413.04","310.57","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"93","血色守望，血謎島","-1933.27","-11954.6","57.19","0","0","0","0","530","0","93","1","0","4689","0","0","0","0","3837"
"94","艾克索達","-3867.56","-11641.1","-137.664","0","0","0","0","530","0","94","1","0","4689","0","0","0","0","3837"
"95","贊格沼澤 - 任務 - 烏鴉高飛時","-146.29","5532.56","30.89","0","0","0","0","530","0","0","0","0","4689","0","0","0","17972","0"
"96","贊格沼澤 - 任務 - 烏鴉高飛時 - 終點","-145.23","5533.03","30.95","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"97","任務 - 伊萊克小徑到凱索","-3968.37","-11929.15","-1.22","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","18167"
"98","任務 - 伊萊克到凱索目標","-2662.3","-12144.6","16.91","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"99","索爾瑪，地獄火半島","228.5","2633.57","87.67","0.013","-0.009","0","0","530","0","99","2","0","4689","0","0","0","2224","0"
"100","榮譽堡，地獄火半島","-673.42","2717.27","94.18","0.012","0.01","0","0","530","0","100","1","0","4689","0","0","0","0","541"
"101","特爾哈曼神廟，地獄火半島","199.16","4241.56","121.75","0","-0.02","0","0","530","0","101","1","0","4689","0","0","0","0","3837"
"102","獵鷹哨站，地獄火半島","-587.41","4101.01","91.37","0.002","-0.01","0","0","530","0","102","2","0","4689","0","0","0","2224","0"
"103","納葛蘭 - PvP - 攻擊路線起點1","-1810.16","8032.11","-25.95","0","0","0","0","530","0","0","0","0","4689","0","0","0","18345","18345"
"104","納葛蘭 - PvP - 攻擊路線終點1","-1824.18","8049.29","-26.85","0","0","0","0","530","0","0","0","0","4689","0","0","0","13161","13161"
"105","納葛蘭 - PvP - 攻擊路線起點2","-1513.4","8140.93","-19.6","0","0","0","0","530","0","0","0","0","4689","0","0","0","18345","18345"
"106","納葛蘭 - PvP - 攻擊路線終點2","-1511.26","8149.71","-18.58","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","541"
"107","納葛蘭 - PvP - 攻擊路線起點3","-1387.07","7782.41","-11.47","0","0","0","0","530","0","0","0","0","4689","0","0","0","18345","18345"
"108","納葛蘭 - PvP - 攻擊路線終點3","-1376.72","7771.17","-10.08","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","541"
"109","納葛蘭 - PvP - 攻擊路線起點4","-1656.6","7724.91","-15.59","0","0","0","0","530","0","0","0","0","4689","0","0","0","18345","18345"
"110","納葛蘭 - PvP - 攻擊路線終點4","-1658.9","7724.71","-15.79","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","541"
"111","永歌 - 暗木傳送","9335.83","-7883.07","74.91","0","0","0","0","530","0","0","0","0","4689","0","0","0","18392","18392"
"112","永歌 - 暗木傳送終點","9335.67","-7809.71","136.57","0","0","0","0","530","0","0","0","0","4689","0","0","0","17972","17972"
"113","任務 - 尼斯蘭德瑪斯起點","-1544.36","8792.07","35.22","0","0","0","0","530","0","0","0","0","4689","0","0","0","18543","18543"
"114","任務 - 尼斯蘭德瑪斯終點目標","-1544.36","8792.09","35.22","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"115","任務 - 時光之穴 OH - 起點","2384.73","1169.38","66.86","0","0","0","0","560","0","0","0","0","4689","0","0","0","18768","18768"
"116","任務 - 時光之穴 OH - 終點","2014.65","239.65","68.52","0","0","0","0","560","0","0","0","0","4689","0","0","0","0","0"
"117","泰倫多爾，贊格沼澤","213.75","6063.75","148.31","0","0","0","0","530","0","117","1","0","4689","0","0","0","0","3837"
"118","薩布拉金，贊格沼澤","219.45","7816","22.72","0","0","0","0","530","0","118","2","0","4689","0","0","0","2224","0"
"119","泰拉，納葛蘭","-2729","7305.3","88.64","0.002","0.024","0","0","530","0","119","1","0","4689","0","0","0","0","3837"
"120","卡拉達爾，納葛蘭","-1261.09","7133.39","57.34","0.01","-0.007","0","0","530","0","120","2","0","4689","0","0","0","2224","0"
"121","艾蘭里堡壘，泰洛卡森林","-2987.24","3872.78","9.13","0","0","0","0","530","0","121","1","0","4689","0","0","0","0","541"
"122","52區，虛空風暴","3082.31","3596.11","144.02","-0.027","-0.023","0","0","530","0","122","3","0","4689","0","0","0","2224","541"
"123","影月村，影月谷","-3018.62","2557.09","79.09","0.01","0","0","0","530","0","123","2","0","4689","0","0","0","2224","0"
"124","蠻錘要塞，影月谷","-3982.07","2156.47","105.15","0","0","0","0","530","0","124","1","0","4689","0","0","0","0","541"
"125","希爾瓦納，劍刃山脈","2183.65","6794.46","183.28","0","0","0","0","530","0","125","1","0","4689","0","0","0","0","3837"
"126","雷霆王村，劍刃山脈","2446.37","6020.93","154.34","0","0.004","0","0","530","0","126","2","0","4689","0","0","0","2224","0"
"127","碎石堡，泰洛卡森林","-2567.33","4423.83","39.33","0","0","0","0","530","0","127","2","0","4689","0","0","0","2224","0"
"128","撒塔斯，泰洛卡森林","-1837.23","5301.9","-12.43","0","0","0","0","530","0","128","3","0","4689","0","0","0","2224","541"
"129","地獄火半島，黑暗之門","-327.35","1020.49","54.25","0.002","0.03","0","0","530","0","129","1","0","4689","0","0","0","0","541"
"130","地獄火半島，黑暗之門","-178.09","1026.72","54.19","0.004","-0.008","0","0","530","0","130","2","0","4689","0","0","0","2224","0"
"131","任務 - 部落地獄火起點","-25.51","2133.45","112.6","0","0","0","0","530","0","0","0","0","4689","0","0","0","19275","18376"
"132","任務 - 部落地獄火終點","-25.6","2133.4","112.58","0","0","0","0","530","0","0","0","0","4689","0","0","0","19275","0"
"133","任務 - 地獄火半島 (聯盟路線) 起點","-673.73","1855.29","68.97","0","0","0","0","530","0","0","0","0","4689","0","0","0","19324","19324"
"134","任務 - 地獄火半島 (聯盟) 終點","-673.75","1855.32","68.96","0","0","0","0","530","0","0","0","0","4689","0","0","0","19324","19324"
"135","任務 - 地獄火， 船空任務 (部落) 起點","-27.65","2126.57","111.85","0","0","0","0","530","0","0","0","0","4689","0","0","0","19275","19324"
"136","任務 - 地獄火， 船空任務 (部落) 終點","-27.52","2126.5","111.88","0","0","0","0","530","0","0","0","0","4689","0","0","0","19275","19324"
"137","任務 - 地獄火， 船空任務 (聯盟) 起點","298.5","1501.26","-14.28","0","0","0","0","530","0","0","0","0","4689","0","0","0","19275","19324"
"138","任務 - 地獄火， 船空任務 (聯盟) 終點","298.59","1501.13","-14.25","0","0","0","0","530","0","0","0","0","4689","0","0","0","19275","19324"
"139","風暴之尖，虛空風暴","4157.58","2959.69","352.08","-0.005","-0.018","0","0","530","0","139","3","0","4689","0","0","0","2224","541"
"140","薩塔祭壇，影月谷","-3065.6","749.42","-10.1","0","0","0","0","530","6211","140","3","0","4689","0","0","0","2224","541"
"141","斷脊山脈，地獄火半島","-1316.84","2358.62","88.96","0","0","0","0","530","0","141","2","0","4689","0","0","0","2224","0"
"142","地獄火半島 - 劫奪者荒野","-29.16","2125.72","111.47","0.007","0","0","0","530","0","0","0","0","4689","0","0","0","2224","0"
"143","任務 - 時光之穴(介紹飛行路線)(終點)","-8360.73","-4327.73","-208.33","0","0","0","0","1","0","0","0","0","4689","0","0","0","16081","16081"
"144","任務 - 時光之穴(介紹飛行路線)(起點)","-8162.01","-4796.23","35.78","0","0","0","0","1","0","0","0","0","4689","0","0","0","18768","18768"
"145","任務 - 虛空風暴 - 隱形飛行 - 開始","3079.01","3599.08","144.07","0","0","0","0","530","0","0","0","0","4689","0","0","0","2224","0"
"146","任務 - 虛空風暴 - 隱形飛行 - 結束","2235.34","2793.77","128.03","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"147","地獄火半島 - 軍隊營地海角","509.17","1988.69","109.62","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","19324"
"148","破碎崗哨，地獄火半島(海邊突襲)","298.46","1501.18","-14.28","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","19324"
"149","破碎崗哨，地獄火半島","276.2","1486.91","-15.1","0","0","0","0","530","0","149","0","0","4689","0","0","0","0","541"
"150","扭曲太空，虛空風暴","2974.95","1848.24","141.28","0","0.01","0","0","530","0","150","3","0","4689","0","0","0","2224","541"
"151","斯溫派特崗哨，贊格沼澤","91.67","5214.92","23.1","0.017","0.016","0","0","530","0","151","2","0","4689","0","0","0","2224","0"
"152","任務 - 虛空風暴 - 法力熔爐奧崔斯 (起點)","4262.39","2136.92","139.44","0","0","0","0","530","0","0","0","0","4689","0","0","0","20903","20903"
"153","任務 - 虛空風暴 - 法力熔爐奧崔斯 (終點)","4266.7","2133.38","138.82","0","0","0","0","530","0","0","0","0","4689","0","0","0","20903","20903"
"154","任務 - 虛空風暴 - 法力熔爐奧崔斯 (第二次通過) 起點","20047.88","5200.69","19742.78","0","0","0","0","0","0","0","0","0","4689","0","0","0","20903","20903"
"155","任務 - 虛空風暴 - 法力熔爐奧崔斯 (第二次通過) 終點","4267.14","2133.03","138.77","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"156","托斯利基地，劍刃山脈","1857.35","5531.87","277.01","0","0","0","0","530","0","156","1","0","4689","0","0","0","0","541"
"157","任務 - 劍刃山脈 - 視覺引導 - 起點","2277.74","5983.35","142.6","0","0","0","0","530","0","0","0","0","4689","0","0","0","21396","0"
"158","任務 - 劍刃山脈 - 視覺引導 - 終點","2278.56","5983.71","142.57","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"159","星光聖所，影月谷","-4073.17","1123.61","42.47","0.014","0","0","0","530","6212","159","3","0","4689","0","0","0","2224","541"
"160","永恆樹林，劍刃山脈","2976.01","5501.13","143.67","0","0","0","0","530","0","160","3","0","4689","0","0","0","2224","541"
"161","任務 - 虛空龍同盟 - 起點","0","0","0","0","0","0","0","530","0","0","0","0","4689","0","0","0","22360","22360"
"162","任務 - 虛空龍同盟 - 終點","-4100.27","950.38","22.11","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"163","摩克納薩爾村，劍刃山脈","2028.79","4705.27","150.51","0","0","0","0","530","0","163","2","0","4689","0","0","0","2224","0"
"164","奧雷伯爾港，贊格沼澤","966.67","7399.16","29.14","0","0.01","0","0","530","0","164","1","0","4689","0","0","0","0","3837"
"165","傳送，北裂境2","0","0","0","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","0"
"166","翡翠聖地，費伍德森林","3972.84","-1324.51","244.803","0","0","0","0","1","0","166","3","0","4689","0","0","0","2224","3837"
"167","林歌神殿，梣谷","3000.25","-3202.41","189.77","0","-0.014","0","0","1","0","167","1","0","4689","0","0","0","0","3837"
"168","薄霧之地","-9441.18","65.05","56.18","0","0","0","0","0","0","0","0","0","4689","0","0","0","0","3837"
"169","任務 - 虛空之翼岩架 - 搭乘礦坑推車 - 南方 - 開始","-5224.53","631.85","48.36","0","0","0","0","530","0","0","0","0","4689","0","0","0","23372","23372"
"170","任務 - 虛空之翼岩架 - 搭乘礦坑推車 - 南方 - 結束","-5185.71","172.95","-11.57","0","0","0","0","530","0","0","0","0","4689","0","0","0","23289","23289"
"171","司凱堤斯","-3364.68","3650.18","284.78","0","0","0","0","530","0","0","0","0","4689","0","0","0","23422","23422"
"172","歐格利拉","2531.1","7322.09","373.64","0","0","0","0","530","0","0","0","0","4689","0","0","0","23422","23422"
"173","任務 - 亞吉歐飛行開始","-5141.36","620.11","82.7","0","0","0","0","530","0","0","0","0","4689","0","0","0","23468","23468"
"174","任務 - 亞吉歐飛行開始結束","-1636.09","5275.87","-41.1","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"175","傳送，凜風峽灣","784.89","-5066.18","-7.88","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","0"
"176","任務 - 凜風峽灣牛頭人獨木舟 (開始)","245.36","-3309.2","0.91","0","0","0","0","571","0","0","0","0","4689","0","0","0","23518","23518"
"177","任務 - 凜風峽灣牛頭人獨木舟 (結束)","-147.47","-3587.36","0.34","0","0","0","0","571","0","0","0","0","4689","0","0","0","23518","23518"
"178","傳送，北風凍原","0","0","0","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","0"
"179","泥鏈營地，塵泥沼澤","-4566.23","-3226.05","34.7","-0.007","-0.02","0","0","1","0","179","3","0","4689","0","0","0","2224","541"
"180","任務 - 塵泥 - 勘察奧卡茲開始","-3822.66","-4511.33","10.84","0","0","0","0","1","0","0","0","0","4689","0","0","0","0","541"
"181","任務 - 塵泥 - 勘察奧卡茲結束","-3822.71","-4509.65","10.98","0","0","0","0","1","0","0","0","0","4689","0","0","0","0","541"
"182","任務 - 凜風峽灣 - 突破封鎖線飛艇","1415.89","-3082.49","121.91","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","0"
"183","瓦爾加德港口，凜風峽灣","567.41","-5010.97","11.5","0","0","0","0","571","0","183","1","0","4689","0","0","0","0","541"
"184","威德瓦堡壘, 凜風峽灣","2468.77","-5029.82","283.49","0.01","-0.01","0","0","571","0","184","1","0","4689","0","0","0","0","541"
"185","鎮西要塞，凜風峽灣","1342.84","-3287.9","174.45","0.01","-0.005","0","0","571","0","185","1","0","4689","0","0","0","0","541"
"186","任務 - 凜風峽灣 - 飛到風行者 - 開始","1911.82","-6179.07","24.61","0","0","0","0","571","0","0","0","0","4689","0","0","0","3574","0"
"187","任務 - 凜風峽灣 - 飛到風行者 - 結束","1652.83","-6512.11","18.48","0","0","0","0","571","0","0","0","0","4689","0","0","0","3574","0"
"188","任務 - 凜風峽灣 - 海上的試驗 - 開始","1912.78","-6178.81","24.64","0","0","0","0","571","0","0","0","0","4689","0","0","0","3574","0"
"189","任務 - 凜風峽灣 - 海上的試驗 - 結束","1913.9","-6177.87","24.62","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","0"
"190","新阿加曼德，凜風峽灣","401.12","-4544.3","244.54","-0.01","-0.025","0","0","571","0","190","2","0","4689","0","0","0","3574","0"
"191","復仇臺地，凜風峽灣","1918.6","-6175.89","24.41","0","0","0","0","571","0","191","2","0","4689","0","0","0","3574","0"
"192","冬蹄營地，凜風峽灣","2652.89","-4392.71","283.32","0.009","0.01","0","0","571","0","192","2","0","4689","0","0","0","2224","0"
"193","任務 - 凜風峽灣 - 任務:毀掉瘟疫! - 結束","1341.44","-3288.57","174.45","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","541"
"194","任務 - 凜風峽灣 - 任務:毀掉瘟疫! - 開始","1341.08","-3288.37","174.45","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","541"
"195","反抗軍營地，荊棘谷","-11344","-216.83","75.22","0.005","0","0","0","0","0","195","5","0","4689","0","0","0","0","541"
"196","Test - SP","9283.1","-9749.81","62.16","0","0","0","0","451","0","196","0","0","4689","0","0","0","12374","541"
"197","Test SP2","-9148.62","243.04","87.39","0","0","0","0","0","0","0","0","0","4689","0","0","0","0","0"
"198","Test SP1","9405.83","-9882.69","0","0","0","0","0","451","0","0","0","0","4689","0","0","0","24489","541"
"199","任務 - 凜風峽灣 - 馬概先開始","638.34","-5074.57","-0.23","0","0","0","0","571","0","0","0","0","4689","0","0","0","24716","24716"
"200","任務 - 凜風峽灣 - 馬概先結束","483.92","-5913.1","308.61","0","0","0","0","571","0","0","0","0","4689","0","0","0","24716","24716"
