Id,ClientPrefix,ClientFileString,Name,NameFemale,NameLowercase,NameFemaleLowercase,Flags,MaleDisplayId,FemaleDisplayId,HighResMaleDisplayId,HighResFemaleDisplayId,CreateScreenFileDataId,SelectScreenFileDataId,MaleCustomizeOffset0,MaleCustomizeOffset1,MaleCustomizeOffset2,FemaleCustomizeOffset0,FemaleCustomizeOffset1,FemaleCustomizeOffset2,LowResScreenFileDataId,AlteredFormStartVisualKitId0,AlteredFormStartVisualKitId1,AlteredFormStartVisualKitId2,AlteredFormFinishVisualKitId0,AlteredFormFinishVisualKitId1,AlteredFormFinishVisualKitId2,HeritageArmorAchievementId,StartingLevel,UiDisplayOrder,FemaleSkeletonFileDataId,MaleSkeletonFileDataId,HelmVisFallbackRaceId,FactionId,CinematicSequenceId,ResSicknessSpellId,SplashSoundId,BaseLanguage,CreatureType,Alliance,RaceRelated,UnalteredVisualRaceId,CharComponentTextureLayoutId,CharComponentTexLayoutHiResId,DefaultClassId,NeutralRaceId,MaleModelFallbackRaceId,MaleModelFallbackSex,FemaleModelFallbackRaceId,FemaleModelFallbackSex,MaleTextureFallbackRaceId,MaleTextureFallbackSex,FemaleTextureFallbackRaceId,FemaleTextureFallbackSex
"4200","Br","Broken","破碎者","破碎者","破碎者","破碎者","4196","4192","4188","4184","4180","4176","4172","5.840612E-42","1.961818E-44","7.006492E-45","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"4024","Sk","Skeleton","骷髏","骷髏","骷髏","骷髏","4020","4016","4012","4008","4004","4000","3996","5.593983E-42","2.101948E-44","1.401298E-45","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3848","Vr","Vrykul","維酷人","維酷人","維酷人","維酷人","3844","3840","3836","3832","3828","3824","3820","5.347355E-42","2.242078E-44","1.261169E-44","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3672","Tu","Tuskarr","巨牙海民","巨牙海民","巨牙海民","巨牙海民","3668","3664","3660","3656","3652","3648","3644","5.100726E-42","2.382207E-44","3.673434E-40","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3496","Ft","ForestTroll","森林食人妖","森林食人妖","森林食人妖","森林食人妖","3492","3488","3484","3480","3476","3472","3468","4.854098E-42","2.522337E-44","2.101948E-44","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3320","Wt","Taunka","坦卡族","坦卡族","坦卡族","坦卡族","3316","3312","3308","3304","3300","3296","3292","4.607469E-42","2.662467E-44","7.006492E-45","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3144","NS","NorthrendSkeleton","北裂境骷髏","北裂境骷髏","北裂境骷髏","北裂境骷髏","3140","3136","3132","3128","3124","3120","3116","4.360841E-42","2.802597E-44","7.006492E-45","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2968","It","IceTroll","寒冰食人妖","寒冰食人妖","寒冰食人妖","寒冰食人妖","2964","2960","2956","2952","2948","2944","2940","4.114212E-42","2.942727E-44","7.006492E-45","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"4488","Wo","Worgen","狼人","狼人","狼人","狼人","2788","4480","2780","4485","4461","2768","4453","3.867584E-42","3.082857E-44","8.816306E-39","9.809089E-45","2.102929E-41","1.535823E-42","623712","313254","651555","0","47273","0","47268","47239","47268","0","1","0","21","0","0","0","0","51","51","-85","-64","102","102","6","64","0","0","0","-65","-51","-52","76","62","-101"
"2616","Hu","Human","吉爾尼斯","吉爾尼斯","吉爾尼斯","吉爾尼斯","2612","2608","2604","4445","2596","2592","2588","3.620955E-42","3.222986E-44","3.321077E-43","9.809089E-45","2.102929E-41","1.535823E-42","623712","313254","651555","0","0","0","47268","47268","47268","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"4380","Pa","Pandaren","熊貓人","熊貓人","熊貓人","熊貓人","2436","4372","2428","4374","4360","2416","4352","3.374327E-42","3.363116E-44","9.169228E-39","5.885454E-44","2.102929E-41","1.535823E-42","623716","574549","651561","0","0","0","0","0","0","0","1","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91"
"4317","Pa","Pandaren","熊貓人","熊貓人","熊貓人","熊貓人","2260","4309","2252","4198","4184","2240","4176","3.127698E-42","3.503246E-44","2.963186E-40","9.809089E-45","2.102929E-41","1.535823E-42","623712","574549","651555","0","0","0","0","0","0","0","1","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97"
"4148","Pa","Pandaren","熊貓人","熊貓人","熊貓人","熊貓人","2084","4140","2076","4022","4008","2064","4000","2.88107E-42","3.643376E-44","2.963186E-40","1.401298E-45","2.102929E-41","1.535823E-42","623714","574549","651558","0","0","0","0","0","0","0","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98"
"4013","Nb","Nightborne","夜裔精靈","夜裔精靈","夜裔","夜裔","1908","4005","1900","4007","2387","1888","2379","2.634441E-42","3.783506E-44","1.542837E-38","1.401298E-45","2.102929E-41","1.535823E-42","623714","1662240","651558","0","0","0","0","0","0","12413","10","1","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74"
"2400","Ht","HighmountainTauren","高嶺牛頭人","高嶺牛頭人","牛頭人","牛頭人","1732","2392","1724","3969","2380","1712","2372","2.387813E-42","3.923636E-44","1.248964E-38","1.401298E-45","2.102929E-41","1.535823E-42","623714","1662239","651558","0","0","0","0","0","0","12415","10","2","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"3942","Ve","VoidElf","虛無精靈","虛無精靈","虛無精靈","虛無精靈","1556","3934","1548","3936","2035","1536","2027","2.141184E-42","4.063766E-44","1.395901E-38","9.809089E-45","2.102929E-41","1.535823E-42","623712","1662242","651555","0","0","0","0","0","0","12291","10","1","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"3889","Ld","LightforgedDraenei","光鑄德萊尼","光鑄德萊尼","德萊尼","德萊尼","1380","3881","1372","3889","2695","1360","2687","1.894556E-42","4.203895E-44","1.248965E-38","9.809089E-45","2.102929E-41","1.535823E-42","623712","1662241","651555","0","0","0","0","0","0","12414","10","2","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93"
"3823","Za","ZandalariTroll","贊達拉食人妖","贊達拉食人妖","贊達拉食人妖","贊達拉食人妖","1204","3815","1196","3826","2072","1184","2064","1.647927E-42","4.344025E-44","2.130584E-38","1.401298E-45","2.102929E-41","1.535823E-42","623714","2743642","651558","0","0","0","0","0","0","13503","10","4","30","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116"
"3781","Kt","KulTiran","庫爾提拉斯人","庫爾提拉斯人","庫爾提拉斯人","庫爾提拉斯人","1028","3773","1020","3784","1023","1008","1015","1.401298E-42","4.484155E-44","2.130585E-38","9.809089E-45","2.102929E-41","1.535823E-42","623712","2575493","651555","0","0","0","0","0","0","13504","10","4","31","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"856","Th","ThinHuman","人類","人類","人類","人類","852","848","844","3727","836","832","828","1.15467E-42","4.624285E-44","7.356817E-43","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3685","Di","DarkIronDwarf","黑鐵矮人","黑鐵矮人","矮人","矮人","676","3677","668","3682","928","656","920","9.080414E-43","4.764415E-44","1.248964E-38","9.809089E-45","2.102929E-41","1.527415E-42","623712","2005930","651555","0","0","0","0","0","0","13076","10","3","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"3645","Vu","Vulpera","狐狸人","狐狸人","狐狸人","狐狸人","500","3637","492","3639","3625","480","3617","6.614129E-43","4.904545E-44","2.130584E-38","1.401298E-45","2.102929E-41","1.535823E-42","623714","3188841","651558","0","0","0","0","0","0","0","10","10","12","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100"
"3596","Mo","MagharOrc","瑪格哈獸人","瑪格哈獸人","獸人","獸人","324","3588","316","3590","439","304","431","4.147843E-43","5.044674E-44","1.248964E-38","1.401298E-45","2.102929E-41","1.535823E-42","623714","2005932","651558","0","0","0","0","0","0","13077","10","3","13","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"3562","Mg","Mechagnome","機械地精","機械地精","機械地精","機械地精","148","3554","140","3559","897","128","889","1.681558E-43","5.184804E-44","2.130585E-38","9.809089E-45","2.102929E-41","1.535823E-42","623712","3188839","651555","0","0","0","0","0","0","14014","10","0","14","0","0","896","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115"
