Id,Description,Title,Reward,InstanceId,Faction,Supercedes,Category,MinimumCriteria,Points,Flags,UiOrder,IconFileId,RewardItemId,CriteriaTree,SharesCriteria,CovenantId
"46","探索東部王國、卡林多、外域、北裂境、因為大災變出現的區域、潘達利亞、德拉諾、破碎群島、庫爾提拉斯以及贊達拉。","世界探險家","頭銜獎勵：探險家","-1","-1","0","97","0","50","131072","10","237381","0","3257","0","0"
"49","奧特蘭克山谷獲勝次數","奧特蘭克山谷獲勝次數","","30","-1","0","153","0","0","1","4","136243","0","15889","0","0"
"50","暴風之眼獲勝次數","暴風之眼獲勝次數","","566","-1","0","153","0","0","1","11","136243","0","9109","0","0"
"51","阿拉希盆地獲勝次數","阿拉希盆地獲勝次數","","529","-1","0","153","0","0","1","6","136243","0","5504","0","0"
"52","參與戰歌峽谷戰場次數","參與戰歌峽谷戰場次數","","489","-1","0","153","0","0","1","18","136243","0","5507","0","0"
"53","參與奧特蘭克山谷戰場次數","參與奧特蘭克山谷戰場次數","","30","-1","0","153","0","0","1","3","136243","0","5510","0","0"
"54","參與暴風之眼戰場次數","參與暴風之眼戰場次數","","566","-1","0","153","0","0","1","9","136243","0","1272","0","0"
"55","參與阿拉希盆地戰場次數","參與阿拉希盆地戰場次數","","529","-1","0","153","0","0","1","5","136243","0","3391","0","0"
"60","死亡總數","死亡總次數","","-1","-1","0","122","0","0","1","1","136243","0","1189","0","0"
"73","在單場阿拉希盆地戰鬥中突襲3座基地。","使盆地蒙羞","","-1","-1","0","14802","0","10","0","5","132333","0","7709","0","0"
"94","放棄的任務數","放棄的任務數","","-1","-1","0","133","0","0","1","5","136243","0","805","0","0"
"95","平均一天完成的任務數","平均一天完成的任務數","","-1","-1","0","133","0","0","65","2","136243","0","5199","98","0"
"97","每日任務完成數","每日任務完成數","","-1","-1","0","133","0","0","1","3","136243","0","5766","0","0"
"98","任務完成數","任務完成數","","-1","-1","0","133","0","0","1","1","136243","0","758","0","0"
"99","參與羅德隆廢墟賽事次數","參與羅德隆廢墟賽事次數","","-1","-1","0","152","0","0","1","27","136243","0","15898","0","0"
"100","納葛蘭競技場獲勝次數","納葛蘭競技場獲勝次數","","-1","-1","0","152","0","0","1","24","136243","0","836","0","0"
"101","納葛蘭競技場賽事次數","納葛蘭競技場賽事次數","","-1","-1","0","152","0","0","1","23","136243","0","945","0","0"
"102","羅德隆廢墟獲勝次數","羅德隆廢墟獲勝次數","","-1","-1","0","152","0","0","1","28","136243","0","8210","0","0"
"103","劍刃競技場賽事次數","劍刃競技場賽事次數","","-1","-1","0","152","0","0","1","13","136243","0","808","0","0"
"104","劍刃競技場獲勝次數","劍刃競技場獲勝次數","","-1","-1","0","152","0","0","1","14","136243","0","15892","0","0"
"105","戰歌峽谷獲勝次數","戰歌峽谷獲勝次數","","-1","-1","0","153","0","0","1","19","136243","0","3068","0","0"
"107","曾擊殺的生物數","曾擊殺的生物","","-1","-1","0","135","0","0","9","1","136243","0","762","0","0"
"108","曾擊殺的小動物數","曾擊殺的小動物","","-1","-1","0","135","0","0","1","4","136243","0","774","0","0"
"110","擊殺最多次的巫妖王之怒5人首領","擊敗最多次的巫妖王之怒5人首領","","-1","-1","0","14807","0","0","1","8","136243","0","2277","1467","0"
"112","溺水致死次數","溺水致死次數","","-1","-1","0","122","0","0","1","2","136243","0","9921","0","0"
"113","死於疲倦的次數","死於疲倦的次數","","-1","-1","0","122","0","0","1","3","136243","0","777","0","0"
"114","死於掉落的次數","死於掉落的次數","","-1","-1","0","122","0","0","1","4","136243","0","2429","0","0"
"115","死於火焰與熔岩的次數","死於火焰與熔岩的次數","","-1","-1","0","122","0","0","1","5","136243","0","1592","0","0"
"116","在一個「艾澤拉斯」專業技能獲得150點技能點數。","專業中級職人","","-1","-1","0","169","1","10","0","1","134327","0","65946","0","0"
"121","獲得150點「艾澤拉斯」烹飪技能點數。","中級廚師","","-1","-1","0","170","0","10","0","1","133971","0","5281","0","0"
"122","獲得225點「艾澤拉斯」烹飪技能點數。","高級廚師","","-1","-1","121","170","0","10","0","2","133971","0","2377","0","0"
"123","獲得300點「艾澤拉斯」烹飪技能點數。","艾澤拉斯廚師","","-1","-1","122","170","0","10","0","3","133971","0","4033","0","0"
"124","獲得75點「外域」烹飪技能點數。","外域廚師","","-1","-1","0","170","0","10","0","4","133971","0","2432","0","0"
"125","獲得75點「北裂境」烹飪技能點數。","北裂境廚師","","-1","-1","0","170","0","10","0","5","133971","0","1578","0","0"
"126","獲得150點「艾澤拉斯」釣魚技能點數。","中級漁夫","","-1","-1","0","171","0","10","0","1","136245","0","1738","0","0"
"127","獲得225點「艾澤拉斯」釣魚技能點數。","高級漁夫","","-1","-1","126","171","0","10","0","4","136245","0","3071","0","0"
"128","獲得300點「艾澤拉斯」釣魚技能點數。","專家級漁夫","","-1","-1","127","171","0","10","0","5","136245","0","2467","0","0"
"129","獲得75點「外域」釣魚技能點數。","外域漁夫","","-1","-1","0","171","0","10","0","6","136245","0","3667","0","0"
"130","獲得75點「北裂境」釣魚技能點數。","北裂境漁夫","","-1","-1","0","171","0","10","0","7","136245","0","2380","0","0"
"131","獲得150點急救技能點數。","中級醫護員","","-1","-1","0","172","0","0","2099200","1","135966","0","2435","0","0"
"132","獲得225點急救技能點數。","高級醫護員","","-1","-1","131","172","0","0","2099200","3","135966","0","149","0","0"
"133","獲得300點急救技能點數。","專家級醫護員","","-1","-1","132","172","0","0","2048","4","135966","0","1620","0","0"
"134","獲得375點急救技能點數。","大師級醫護員","","-1","-1","133","172","0","0","2048","6","135966","0","3355","0","0"
"135","獲得450點急救技能點數。","宗師級醫護員","","-1","-1","134","172","0","0","2048","8","135966","0","2792","0","0"
"137","製造500個厚霜紋繃帶。","存起來","","-1","-1","0","172","0","0","2048","13","133674","0","2804","0","0"
"141","使用厚霜紋繃帶、任何一種燼絲繃帶或風絨繃帶治療生命力低於5%的其他玩家。","基本檢傷","","-1","-1","0","172","1","0","2048","15","134470","0","6753","0","0"
"144","於毒蛇神殿洞穴中釣出海底潛伏者。","海上潛伏者","","-1","-1","0","171","0","10","0","23","132107","0","2813","0","0"
"150","在奧格瑪與暴風城釣到一條魚。","垂釣外交官","","-1","-1","0","171","0","10","0","17","133146","0","1281","0","0"
"153","成功的在魚點中釣魚。","地精老人與海","","-1","-1","0","171","1","10","0","15","236573","0","609","0","0"
"154","阿拉希盆地獲勝。","阿拉希盆地勝利","","-1","-1","0","14802","0","10","0","1","236385","0","2065","0","0"
"155","在阿拉希盆地完成100次勝利。","阿拉希盆地精兵","","-1","-1","154","14802","0","10","0","2","236381","0","4715","0","0"
"156","於控制5個旗幟的情況下獲得10場阿拉希盆地勝利。","領土主宰","","-1","-1","0","14802","0","10","0","9","236386","0","117","0","0"
"157","在阿拉希盆地守住基地的旗子50次。","及時救援！","","-1","-1","0","14802","0","10","0","7","132365","0","5243","0","0"
"158","在阿拉希盆地中奪取50個旗幟。","我和我的摸旗技術讓這一切成為現實","","-1","-1","0","14802","0","10","0","4","236373","0","1076","0","0"
"159","阿拉希盆地在6分鐘以內獲勝。","搞定它","","-1","-1","0","14802","0","10","0","10","236387","0","1079","0","0"
"161","在阿拉希盆地的競賽中，克服500點資源不利的情況獲勝。","強韌獲勝","","-1","-1","0","14802","1","10","0","8","236371","0","4405","0","0"
"162","在阿拉希盆地以50分之內的差距獲勝。","我們終究贏了 *咳嗽*","","-1","-1","0","14802","0","10","0","11","136165","0","129","0","0"
"165","阿拉希盆地以1600比0獲勝。","阿拉希盆地完封","","-1","-1","0","14802","0","20","0","3","236348","0","881","0","0"
"166","戰歌峽谷獲勝。","戰歌峽谷勝利","","489","-1","0","14804","0","10","0","1","236396","0","419","0","0"
"167","在戰歌峽谷完成100次勝利。","戰歌峽谷精兵","","489","-1","166","14804","0","10","0","2","236384","0","422","0","0"
"168","戰歌峽谷以3比0獲勝。","戰歌峽谷完封","","489","-1","0","14804","0","10","0","8","236397","0","9102","0","0"
"178","已學會的附魔公式","已學會的附魔公式","","-1","-1","0","173","0","0","1","6","136243","0","1285","0","0"
"181","曾經分解過的物品","曾經分解過的物品","","-1","-1","0","173","0","0","1","8","136243","0","146","0","0"
"183","藉由分解所產生的材料","藉由分解所產生的材料","","-1","-1","0","173","0","0","1","7","136243","0","2339","0","0"
"199","你在戰歌峽谷中攜帶並佔領旗幟。","佔領旗幟","","489","-1","0","14804","0","10","0","3","236350","0","3500","0","0"
"200","於戰歌峽谷中以防守方身分搶回50根旗幟。","固執防衛者","","489","-1","0","14804","0","10","0","4","236355","0","2383","0","0"
"201","戰歌峽谷在7分鐘以內獲勝。","戰歌快手","","489","-1","0","14804","0","10","0","9","236398","0","8437","0","0"
"202","75秒內奪取旗幟並且佔據它。","交旗快手","","489","1","0","14804","0","10","0","16","236353","0","2342","0","0"
"203","在單場戰歌峽谷中，在2位旗幟持有者離開銀翼戰旗廳前擊殺他們。","別在我的地盤鬧事","","2106","1","0","14804","0","10","0","14","236362","0","2077","0","0"
"204","在單場戰歌峽谷戰鬥中，奪取並佔領旗幟3次，同時未曾死亡。","鐵人","","489","-1","0","14804","0","10","0","10","236344","0","3655","0","0"
"206","於戰歌峽谷中殺死100位旗幟持有者。","無上防衛者","","489","1","0","14804","0","10","0","6","236360","0","3409","0","0"
"207","當敵人旗幟還在基地時，在敵隊戰旗廳中擊殺攜帶本隊旗幟的敵人。","反敗為勝","","489","-1","0","14804","1","10","0","18","132308","0","13704","0","0"
"208","暴風之眼獲勝。","暴風之眼勝利","","566","-1","0","14803","0","10","0","1","236392","0","1763","0","0"
"209","在暴風之眼完成100次勝利。","暴風之眼精兵","","566","-1","208","14803","0","10","0","2","236383","0","1766","0","0"
"211","當你的隊伍在暴風之眼控制了4座基地時，你奪取了旗幟並且佔據了它。","暴風榮耀","","566","-1","0","14803","0","10","0","12","236354","0","183","0","0"
"212","你在暴風之眼中攜帶並佔領旗幟。","暴風籠罩","","566","-1","0","14803","0","10","128","7","236349","0","5265","0","0"
"213","於單場暴風之眼戰鬥中擊殺5名旗幟的持有者。","暴風突襲兵","","566","-1","0","14803","0","10","128","6","236359","0","5778","0","0"
"214","暴風之眼在6分鐘以內獲勝。","狂風","","566","-1","0","14803","0","10","0","5","236393","0","3145","0","0"
"216","在單場暴風之眼競賽中，佔領旗幟3次，同時未曾死亡。","為榮耀而生","","566","-1","0","14803","0","10","0","8","135739","0","5268","0","0"
"218","奧特蘭克山谷獲勝。","奧特蘭克山谷勝利","","30","-1","0","14801","0","10","0","1","236388","0","6278","0","0"
"219","在奧特蘭克山谷完成100次勝利。","奧特蘭克山谷精兵","","30","-1","218","14801","0","10","0","4","236382","0","3874","0","0"
"220","奧特蘭克山谷沒有失去任何哨塔與上尉就獲勝。你必須同時控制所有的部落哨塔。","雷矛完封","","30","1","0","14801","0","20","0","13","133431","0","3823","0","0"
"221","在奧特蘭克山谷中奪取50個墓地。","奧特蘭克盜墓者","","30","-1","0","14801","0","10","0","5","236399","0","186","0","0"
"222","在奧特蘭克山谷中守住50座哨塔。","哨塔防禦","","30","-1","0","14801","0","10","0","6","236351","0","3358","0","0"
"223","奧特蘭克山谷中，在征戰平原殺一個尚未下馬的敵人。","病態的蹬羚","","30","-1","0","14801","0","10","0","12","236361","0","3412","0","0"
"224","奧特蘭克山谷中，於霜狼大廳中擊殺50名敵對玩家。","忠誠防禦者","","30","0","0","14801","0","10","0","7","236368","0","4479","0","0"
"225","奧特蘭克山谷友軍控制了兩座礦坑時獲勝。","什麼都用的上","","30","1","0","14801","0","10","0","9","236389","0","3835","0","0"
"226","奧特蘭克山谷在6分鐘以內獲勝。","奧特蘭克閃擊戰","","30","-1","0","14801","0","20","0","11","236390","0","7771","0","0"
"227","在單場戰場戰鬥中造成或治療300,000點傷害。本傷害或治療必須是以玩家為目標。","傷害控制","","-1","-1","0","95","1","10","0","36","236374","0","990","0","0"
"229","在單場戰場戰鬥中達成30次榮譽擊殺。","死神","","-1","-1","0","95","1","10","0","31","136177","0","914","0","0"
"230","完成下列戰場成就。","戰鬥大師","頭銜獎勵：戰鬥大師","-1","1","0","95","0","50","143360","40","236591","0","4965","0","0"
"231","於單場戰場戰鬥中，在不死亡的條件下取得20次最後擊殺。","破壞鐵球","","-1","-1","0","95","1","10","0","37","132364","0","3855","0","0"
"233","在暴風之眼中，於狂暴增益的效果下取得最後一擊。","嗜血狂戰士","","566","-1","0","14803","0","10","0","11","136012","0","5215","0","0"
"238","達成一個榮譽擊殺。","一個榮譽擊殺","","-1","-1","0","95","0","10","0","2","236647","0","5218","0","0"
"239","達成25000次榮譽擊殺。","25000次榮譽擊殺","","-1","-1","509","95","0","10","135168","8","236657","0","5221","0","0"
"245","分別對每一個不同種職業取得最後一擊。","不分職業","","-1","-1","0","95","0","10","0","13","132092","0","6934","0","0"
"246","分別對所有部落種族取得榮譽擊殺。","瞭解敵人","","-1","1","0","95","0","10","0","14","132155","0","6264","0","0"
"247","在他們釋放靈魂之前，對一個死亡的敵人使用/擁抱。","要愛，不要魔獸","","-1","-1","0","95","0","10","0","16","135767","0","8295","0","0"
"248","在貴族花園節慶中打開明亮的彩蛋，得到白色禮服襯衣和黑色禮服束褲。","週日盛裝","","-1","-1","0","159","0","10","0","4","135012","0","8291","0","0"
"249","在貴族花園節慶中打開明亮的彩蛋，得到一件端莊的晚禮服。","盛裝出席","","-1","-1","0","159","0","10","0","5","132645","0","4669","0","0"
"252","經由冬幕歡樂製造器變身成小助手時，達成50次榮譽擊殺。","朋友的小助手","","-1","-1","0","156","0","10","128","2","236703","0","4724","0","0"
"255","擊殺無頭騎士。","把那個誰的頭帶給我...噢，等等","","-1","-1","0","158","0","10","0","3","134015","0","1673","0","0"
"259","在冬幕節時對貝恩‧血蹄丟一顆雪球。","小氣財神","","-1","0","0","156","1","10","0","3","132387","0","20082","0","0"
"260","製造12個可愛符咒手鐲。","超可愛","","-1","-1","0","187","0","10","0","2","133334","0","2103","0","0"
"263","在奴隸監獄殺死艾胡恩。","凍死冰霜領主","","-1","-1","0","161","1","10","0","1","135861","0","5612","0","0"
"271","穿著完整的仲夏節套裝在緞帶柱下跳舞60秒。","燃燒的火柱之舞","","-1","-1","0","161","0","10","0","2","236216","0","7608","0","0"
"272","15秒內在達拉然拋擲火炬40次。","火炬雜耍師","","-1","-1","0","161","0","10","0","43","135433","0","2097","0","0"
"273","拯救麋鹿梅特森。","梅特森騎手！","","-1","-1","0","156","1","10","0","1","236707","0","5556","0","0"
"275","一個角色同時擁有艾格伯特的蛋、瞌睡蟲韋利、和伊萊克訓練項圈。","老練褓母","","-1","-1","0","163","0","50","0","7","134505","0","3662","0","0"
"277","在冬幕節期間，穿著3件冬天服飾並食用格拉庫的肉餡水果蛋糕。","季節到了","","-1","-1","0","156","0","10","0","6","132934","0","4076","0","0"
"279","完成取回燻木牧場被偷走的禮品任務，並獲得燻木牧場的感謝。","一整個討人厭","","-1","-1","0","156","1","10","0","8","133170","0","14224","0","0"
"281","急救技能","急救技能","","-1","-1","0","178","0","0","1","5","136243","0","458","0","0"
"283","被下列的萬鬼節魔杖變身成各種裝扮過。","化妝舞會","","-1","-1","0","158","0","10","0","12","236548","0","4423","0","0"
"284","收集24種下列表中的面具。","萬用面具","","-1","-1","0","158","0","20","0","6","133567","0","3964","0","0"
"288","吃太多搗蛋糖果，吃到腸胃不適。","吐出來","","-1","-1","0","158","0","10","0","2","136182","0","9018","0","0"
"289","完成拯救村莊免於無頭騎士毒手的任務。","萬鬼節的救星","","-1","-1","0","158","1","10","0","4","236545","0","3849","0","0"
"291","用增重的南瓜燈籠在下列種族頭上放個南瓜頭。","檢查你的頭","","-1","-1","0","158","0","10","0","11","133661","0","8","0","0"
"292","在萬鬼節世界事件中，透過撿拾或搗蛋糖果獲得邪惡小南瓜和巨型南瓜燈籠。","邪惡呼喚","","-1","-1","0","158","0","10","0","13","236547","0","5513","0","0"
"293","穿上3件啤酒節服飾，在達拉然喝個爛醉跟跳舞。","擾亂安寧","","571","-1","0","162","0","10","0","9","133696","0","448","0","0"
"295","擊殺寇仁‧恐酒。","把酒喝光","","230","-1","0","162","0","10","0","8","134159","0","3232","0","0"
"303","獲得一隻啤酒節坐騎，或是使用啤酒節啤酒花轉換你的坐騎為啤酒節坐騎。","有了桶子，就有樂子","","-1","-1","0","162","1","10","131072","10","132620","0","842","0","0"
"306","贏得藏寶海灣釣魚競賽。","艾澤拉斯釣魚大師","","-1","-1","0","171","1","20","0","18","133892","0","4432","0","0"
"318","","死於敵對陣營的總次數","","-1","-1","0","21","0","0","1","2","136243","0","4712","0","0"
"319","決鬥獲勝次數","決鬥獲勝次數","","-1","-1","0","154","0","0","1","1","136243","0","8204","0","0"
"320","決鬥落敗次數","決鬥落敗次數","","-1","-1","0","154","0","0","1","3","136243","0","22","0","0"
"326","任務獎勵金幣總額","任務獎勵金幣總額","","-1","-1","0","140","0","0","1","4","136243","0","10543","0","0"
"328","金幣獲得總額","金幣獲得總額","","-1","-1","0","140","0","0","1","1","136243","0","2744","0","0"
"329","委託拍賣總數","委託拍賣總數","","-1","-1","0","140","0","0","1","6","136243","0","15895","0","0"
"330","購得拍賣總數","購得拍賣總數","","-1","-1","0","140","0","0","1","7","136243","0","2083","0","0"
"331","購買過最貴的拍賣品","購買過最貴的拍賣品","","-1","-1","0","140","0","0","1","8","136243","0","264","0","0"
"332","售出過最貴的拍賣品","售出過最貴的拍賣品","","-1","-1","0","140","0","0","1","9","136243","0","2750","0","0"
"333","拾取金幣總額","拾取金幣總額","","-1","-1","0","140","0","0","1","3","136243","0","2753","0","0"
"334","最大持有金幣總額","最大持有金幣總額","","-1","-1","0","140","0","0","1","14","136243","0","2","0","0"
"338","持有的小寵物數量","持有的小寵物數量","","-1","-1","0","15219","0","0","1","1","136243","0","5294","0","0"
"344","使用過的繃帶","使用過的繃帶","","-1","-1","0","145","0","0","9","1","136243","0","1930","0","0"
"345","服用過的治療藥水","服用過的治療藥水","","-1","-1","0","145","0","0","9","4","136243","0","5882","0","0"
"346","飲用過的飲料","飲用過的飲料","","-1","-1","0","145","0","0","1","16","136243","0","5924","0","0"
"347","吃過的食物","吃過的食物","","-1","-1","0","145","0","0","9","19","136243","0","15901","0","0"
"349","飛行趟數","飛行趟數","","-1","-1","0","134","0","0","1","1","136243","0","2442","0","0"
"350","通過法師傳送門的總次數","通過法師傳送門的總次數","","-1","-1","0","134","0","0","1","3","136243","0","921","0","0"
"353","使用爐石次數","使用爐石次數","","-1","-1","0","134","0","0","1","5","136243","0","467","0","0"
"362","5v5獲勝次數","5v5獲勝次數","","-1","-1","0","152","0","0","524289","4","136243","0","532","0","0"
"363","參與5v5賽事次數","參與5v5賽事次數","","-1","-1","0","152","0","0","524289","3","136243","0","6137","0","0"
"364","3v3獲勝次數","3v3獲勝次數","","-1","-1","0","152","0","0","1","6","136243","0","2445","0","0"
"365","參與3v3賽事次數","參與3v3賽事次數","","-1","-1","0","152","0","0","1","5","136243","0","6144","0","0"
"366","2v2獲勝次數","2v2獲勝次數","","-1","-1","0","152","0","0","1","8","136243","0","6151","0","0"
"367","參與2v2賽事次數","參與2v2賽事次數","","-1","-1","0","152","0","0","1","7","136243","0","539","0","0"
"370","","最高2v2個人積分","","-1","-1","0","152","0","0","1","37","136243","0","10139","0","0"
"374","","最高2v2隊伍積分","","-1","-1","0","152","0","0","524289","40","136243","0","4040","0","0"
"381","世界榮譽擊殺數","世界榮譽擊殺數","","-1","-1","0","136","0","0","1","2","136243","0","6158","0","0"
"382","戰場榮譽擊殺數","戰場榮譽擊殺數","","-1","-1","0","136","0","0","1","4","136243","0","973","0","0"
"383","競技場榮譽擊殺數","競技場榮譽擊殺數","","-1","-1","0","136","0","0","1","3","136243","0","983","0","0"
"388","在你的主城中殺死50名敵對玩家。","城市防衛者","","-1","1","0","95","0","10","128","19","236593","0","4372","0","0"
"389","從古拉巴什競技場中奪取競技場大師飾品。","古拉巴什競技場大師","","-1","-1","0","95","1","10","0","17","133608","0","8047","0","0"
"393","防守奧特蘭克山谷哨塔","防守奧特蘭克山谷哨塔","","-1","-1","0","153","0","0","1","28","136243","0","2474","0","0"
"394","佔領奧特蘭克山谷哨塔","佔領奧特蘭克山谷哨塔","","-1","-1","0","153","0","0","1","29","136243","0","9924","0","0"
"395","奪取戰歌峽谷旗幟","奪取戰歌峽谷旗幟","","-1","-1","0","153","0","0","1","33","136243","0","4043","0","0"
"396","完成小個子約翰‧米斯瑞爾的任務，取得競技場宗師飾物。","古拉巴什競技場宗師","","-1","-1","0","95","1","10","0","18","133599","0","7014","0","0"
"397","在競技場積分賽中獲勝。","跨入競技場","","-1","-1","0","165","0","10","0","1","236543","0","2671","0","0"
"398","在競技場積分賽中獲得100場勝利。","無情獻身","","-1","-1","397","165","0","10","0","2","236534","0","2674","0","0"
"399","在2v2競技場賽程中獲得1550點個人積分。","只有我倆:1550","","-1","-1","0","165","0","10","0","6","236323","0","3229","0","0"
"400","在2v2競技場賽程中獲得1750點個人積分。","只有我倆：1750","","-1","-1","399","165","0","10","0","7","236326","0","3251","0","0"
"401","在2v2競技場賽程中獲得2000點個人積分。","只有我倆：2000","","-1","-1","400","165","0","10","0","8","236327","0","3744","0","0"
"402","在3v3競技場賽程中獲得1550點個人積分。","三人成行：1550","","-1","-1","0","165","0","10","0","10","236330","0","2080","0","0"
"403","在3v3競技場賽程中獲得1750點個人積分。","三人成行：1750","","-1","-1","402","165","0","10","0","11","236333","0","5747","0","0"
"404","在5v5競技場賽程中獲得2000點個人積分。","五強聚首：2000","","-1","-1","407","15270","0","0","2048","89","236341","0","3349","0","0"
"405","在3v3競技場賽程中獲得2000點個人積分。","三人成行：2000","","-1","-1","403","165","0","10","0","12","236334","0","7093","0","0"
"406","在5v5競技場賽程中獲得1550點個人積分。","五強聚首：1550","","-1","-1","0","15270","0","0","2048","87","236337","0","5297","0","0"
"407","在5v5競技場賽程中獲得1750點個人積分。","五強聚首：1750","","-1","-1","406","15270","0","0","2048","88","236340","0","2464","0","0"
"408","在積分賽中連勝十場。","熱門連勝","","-1","-1","0","165","0","10","0","16","135805","0","10115","0","0"
"409","成為等級80的5v5積分賽終場的唯一倖存者。","最後存活者","","-1","-1","0","15270","0","0","2048","91","135981","0","2071","0","0"
"411","2005年加州安那罕BlizzCon莫奇的光榮擁有人。","莫奇","","-1","-1","0","15268","1","0","133120","1","132834","0","4398","0","0"
"412","2007年加州安那罕BlizzCon魚人裝束的光榮擁有人。","魚人裝束","","-1","-1","0","15268","1","0","2048","2","134169","0","4046","0","0"
"414","2008年法國巴黎WWI泰瑞爾之柄的光榮擁有人。","泰瑞爾之柄","","-1","-1","0","15268","1","0","133120","3","135277","0","1119","0","0"
"415","2008年BlizzCon暴風雪大熊的光榮擁有人。","暴風雪大熊","","-1","-1","0","15268","1","0","133120","4","298586","0","1043","0","0"
"416","打開安其拉之門。","聖甲蟲領主","","-1","-1","0","15269","0","0","264192","51","236829","0","1735","0","0"
"418","取得殘忍鬥士頭銜。","殘忍鬥士","","-1","-1","0","15270","0","0","2048","92","236534","0","2936","0","0"
"419","取得仇恨鬥士頭銜。","仇恨鬥士","","-1","-1","0","15270","0","0","2048","93","236535","0","189","0","0"
"420","取得野蠻鬥士頭銜。","野蠻鬥士","","-1","-1","0","15270","0","0","2048","94","236536","0","4217","0","0"
"424","獲得一顆紅色其拉共鳴水晶。","問我為什麼?因為它是紅色的","","-1","-1","0","15269","1","0","133120","48","134396","0","3753","0","0"
"425","阿泰絲，守護者之杖的持有者。","阿泰絲，守護者之杖","","-1","-1","0","15271","1","0","2048","12","135226","0","3394","0","0"
"426","埃辛諾斯戰刃組的持有者。","埃辛諾斯戰刃","","-1","-1","0","15271","0","0","2048","8","135561","0","1875","0","0"
"428","雷霆之怒，逐風者的祝福之刃持有者。","雷霆之怒，逐風者的祝福之刃","","-1","-1","0","15271","0","0","2048","11","135349","0","3756","0","0"
"429","薩弗拉斯，炎魔拉格納羅斯之手的持有者。","薩弗拉斯，炎魔拉格納羅斯之手","","-1","-1","0","15271","0","0","2048","1","133066","0","522","0","0"
"430","阿曼尼戰熊的擁有者。","阿曼尼戰熊","","-1","-1","0","15269","1","0","133120","15","132117","0","3254","0","0"
"431","取得「阿達歐之手」頭銜。","阿達歐之手","","-1","-1","0","15278","0","0","2048","6","133502","0","2243","0","0"
"432","取得「那魯的勇士」頭銜。","那魯的勇士","","-1","-1","0","15278","0","0","2048","5","133531","0","6551","0","0"
"433","在等級60時取得「總元帥」頭銜。","總元帥","","-1","1","0","15279","0","0","2048","31","236590","0","80","0","0"
