Id,Description,SourceText,CreatureId,SummonSpellId,IconFileDataId,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneId,LoadoutUIModelSceneId
"49","叢林食人妖訓練這些鳥模仿求救的呼喊，用來吸引沒有戒心的旅人進入陷阱。","|cFFFFD200掉落：|r世界掉落|n|cFFFFD200區域：|r北荊棘谷，荊棘谷海角","7391","10682","132921","2","2","0","6","7"
"50","這種色彩鮮艷的鳥是迪菲亞海賊偏愛的寵物，牠們被用來記住密碼、購物清單和餅乾食譜。","|cFFFFD200掉落：|r迪菲亞海賊|n|cFFFFD200區域：|r死亡礦坑","7387","10683","132925","2","2","0","6","7"
"51","這種色彩鮮艷的鳥是藏寶海灣哥布林偏愛的寵物，牠們以數計錢幣、紀錄預算和對合約內容撒謊的能力聞名。","|cFFFFD200商人：|r納爾克，哈利‧無鉤|n|cFFFFD200區域：|r荊棘谷海角|n|cFFFFD200花費：|r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200商人：|r商人洛斯汗德|n|cFFFFD200區域：|r虛空風暴|n|cFFFFD200花費：|r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","7389","10684","132924","2","2","2","6","7"
"52","牠認為你吃起來也像雞肉。","|cFFFFD200商人：|r「大膽的強森」|n|cFFFFD200區域：|r千針石林|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","7394","10685","135996","2","2","2","6","7"
"55","通常要一時衝動才會買蟑螂。牠的主人們試了無數次，還是很難和牠分開。","|cFFFFD200商人：|r商人洛斯汗德|n|cFFFFD200區域：|r虛空風暴|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200商人：|r傑雷米亞‧派森|n|cFFFFD200區域：|r提里斯法林地|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","7395","10688","294474","4","2","2","6","7"
"56","希望有一天牠能長大摧毀村莊，就像媽咪一樣。","|cFFFFD200掉落：|r龍寶寶|n|cFFFFD200區域：|r濕地，塵泥沼澤，荒蕪之地，燃燒平原","7543","10695","134154","1","2","0","6","7"
"57","和其他的藍龍一樣，這些古怪的小生物頗受秘法的吸引。","|cFFFFD200掉落：|r世界掉落|n|cFFFFD200區域：|r冬泉谷","7547","10696","134155","1","2","0","6","7"
"58","這隻幼龍來自濕地，牠才剛學會如何狩獵、噴火和可愛地橫衝直撞。","|cFFFFD200掉落：|r世界掉落|n|cFFFFD200區域：|r濕地","7544","10697","134158","1","2","0","6","7"
"59","曾經被綠龍伊薩里奧斯撫育成長，這獨特的龍族已定居在菲拉斯的森林。","|cFFFFD200掉落：|r劇毒幼龍|n|cFFFFD200區域：|r菲拉斯","7545","10698","134157","1","2","0","6","7"
"64","暗月馬戲團的商人提供奇怪與特殊的商品。他們同時販售林蛙。","|cFFFFD200商人：|r弗里克|n|cFFFFD200區域：|r暗月島|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","7550","10703","237579","8","2","2","6","7"
"65","以強壯的雙腿和銳利的目光聞名。","|cFFFFD200商人：|r弗里克|n|cFFFFD200區域：|r暗月島|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","7549","10704","237579","8","2","2","6","7"
"67","這種有深色羽毛的猛禽通常被泰達希爾的德魯伊視為毀滅的通報者。","|cFFFFD200商人：|r夏琳奈爾|n|cFFFFD200區域：|r泰達希爾|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","7555","10706","132150","2","2","2","6","7"
"68","夜精靈孩童會在第一個生日獲贈一根貓頭鷹羽毛，作為好運的象徵。","|cFFFFD200商人：|r夏琳奈爾|n|cFFFFD200區域：|r泰達希爾|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","7553","10707","132150","2","2","2","6","7"
"69","冬泉谷的熊怪因為其儀式用途很珍視這些高貴生物的白色羽毛。","|cFFFFD200寵物對戰：|r冬泉谷|n|cFFFFD200季節：|r冬天","7554","0","132150","2","26","4","6","7"
"70","複雜的地道系統保護土撥鼠不會被鄰居巨大的蹄踩到。","|cFFFFD200商人：|r哈爾帕，納連恩|n|cFFFFD200區域：|r莫高雷|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","14421","10709","2126349","4","2","2","6","7"
"72","如果你追趕白腳兔，你知道你將會失敗。","|cFFFFD200商人：|r亞爾林‧凍石|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r20|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","7560","10711","132762","4","2","2","6","7"
"74","祈倫托法師們最愛的夥伴，這種爬蟲會讓人納悶它真的是一條蛇還是完全不同的生物。","|cFFFFD200商人：|r布芮妮|n|cFFFFD200區域：|r達拉然|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","7561","10713","136040","7","2","2","6","7"
"75","克薩迪斯無懼地追蹤、捕捉與訓練這些高貴的蛇，讓牠們能在戰鬥中協助夥伴們。","|cFFFFD200商人：|r克薩迪斯|n|cFFFFD200區域：|r奧格瑪|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","7565","10714","136040","7","2","2","6","7"
"77","這棕色的蛇原生於部落控制的領地。看起來不起眼。直到有被害者走進牠的攻擊範圍。","|cFFFFD200商人：|r克薩迪斯|n|cFFFFD200區域：|r奧格瑪|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","7562","10716","136040","7","2","2","6","7"
"78","赤練蛇不只是因為牠的凶惡天性而在暗矛部族中受歡迎，還因為牠堅定不移的忠誠。","|cFFFFD200商人：|r商人洛斯汗德|n|cFFFFD200區域：|r虛空風暴|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200商人：|r克薩迪斯|n|cFFFFD200區域：|r奧格瑪|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","7567","10717","136040","7","2","2","6","7"
"83","「別擔心;此單位的戰鬥機制和導向邏輯已經被停用了，我想啦。」--奧格索普‧奧布諾提斯","|cFFFFD200任務：|r你自己的OOX|n|cFFFFD200區域：|r藏寶海灣|n","8376","12243","656513","9","18","1","6","7"
"84","除非你想要雞蛋砸在臉上，否則不要稱呼這隻鳥為雞。","|cFFFFD200任務：|r咯咯嗒！|n|cFFFFD200區域：|r西部荒野","30379","13548","135996","2","18","1","6","7"
"85","可能會爆炸。可愛得無庸置疑。別靠近開放火源。","|cFFFFD200專業技能：|r工程學","9656","15048","133712","9","2","3","6","7"
"86","這種小型的保安機器人通常配備有最新的秘法無效器與群體打擊器。不適合愛好環保之人。","|cFFFFD200專業技能：|r工程學","9657","15049","294476","9","2","3","35","7"
"87","這些可愛的小動物喜歡在一整天漫長的野蠻血腥戰鬥後依偎在主人身邊。","|cFFFFD200掉落：|r世界掉落|n|cFFFFD200區域：|r菲拉斯","9662","15067","657499","1","2","0","6","7"
"89","座狼是獸人偏愛的夥伴，且在戰場上非常忠心。","|cFFFFD200掉落：|r軍需官茲格雷斯|n|cFFFFD200區域：|r黑石塔下層","10259","15999","132599","7","2050","0","6","7"
"90","雖然誕生於黑石塔中溫暖的高處，這些煙網小蜘蛛能存活於大部分的環境之中。","|cFFFFD200掉落：|r煙網蛛后|n|cFFFFD200區域：|r黑石塔下層","10598","16450","132598","7","2","0","6","7"
"92","這隻小型熊貓寶寶儘管很愛睡，還是讓艾澤拉斯的探險者們愛不釋手。","|cFFFFD200促銷：|r《魔獸世界》典藏版","11325","17707","132494","7","82","7","6","7"
"93","「天堂當顫抖，人們當哭泣，而末日當...等等，為什麼你那麼高？」","|cFFFFD200促銷：|r魔獸世界典藏版","11326","17708","132787","5","82","7","6","7"
"94","一隻小型且兇猛的蟲族成員，千萬不要小看異化蟲。數量多時非常危險。","|cFFFFD200促銷：|r魔獸世界典藏版","11327","17709","136217","4","82","7","6","7"
"95","厲害的工程師所造出栩栩如生的林蛙複製品。只花了買一隻真的所需要的十倍價錢。","|cFFFFD200專業技能：|r工程學","12419","19772","237579","9","2","3","6","7"
"106","傳說中已經絕種的啤酒青蛙，直到暗月馬戲團的奇特啤酒讓他們不再躲藏。","|cFFFFD200世界事件：|r暗月馬戲團","14878","23811","237579","8","18","6","6","7"
"107","這個被人喜愛且極度珍稀魚人的上場一定會吸引許多目光。","|cFFFFD200促銷：|rBlizzCon 2005","15186","24696","656556","0","82","7","6","7"
"111","樂奇可愛的個性和古靈精怪肯定能化解疲勞，激勵最低落的心情。","|cFFFFD200促銷：|r《燃燒的遠征》典藏版 (僅限歐洲)|n","15358","24988","656558","0","16466","7","6","7"
"114","警告:處理噁心的小軟泥怪時請穿戴手套與護目鏡。千萬不要洗。會沾污大部分的護甲。","|cFFFFD200掉落：|r世界掉落|n|cFFFFD200生物：|r軟泥怪，泥漿怪與蟲","15429","25162","132107","5","2","0","6","7"
"115","在誕生之後，新生的鯊魚會快速地逃離其飢餓的母親。它們極早的獨立使它們就算很年輕也非常危險。","|cFFFFD200專業技能：|r釣魚|n|cFFFFD200商人：|r納特‧帕格|n|cFFFFD200區域：|r要塞，釣屋|n|cFFFFD200花費：|r50|Tinterface\icons\inv_misc_coin_19.blp:0|t","86445","172695","294472","8","2","3","6","7"
"116","這個聰明的玩具配備有停止其「平靜」模式的隱藏開關。幸運的是，就算在打造他的工程師也不知道要如何找到它。","|cFFFFD200專業技能：|r工程學","15699","26010","132189","9","2","3","36","7"
"117","他喜愛跳舞、對你揮手還有和你一起玩！他在冬幕節後就會融化，但別擔心，他有一天會再回來的！","|cFFFFD200世界事件：|r冬幕節|n","15710","26045","655957","6","2","6","6","7"
"118","寧願不要被包裹在節日禮物盒中。","|cFFFFD200世界事件：|r冬幕節","15706","26529","133706","4","2","6","6","7"
"119","這些淡季的盟友不知疲倦地為冬幕節做準備，並希望接下來的一年中不會被打攪。","|cFFFFD200世界事件：|r冬幕節","15698","26533","133204","0","2","6","39","7"
"120","在隆重的冬幕節慶典期間，這些忠實的夥伴會將喜悅散佈到所有地方。而在一年中的其他時間他們都很忙。","|cFFFFD200世界事件：|r冬幕節","15705","26541","133202","0","2","6","39","7"
"121","葛奇是天生的表演者，不過她卻非常低調，只在極少數場合公開亮相。","|cFFFFD200促銷：|r歐洲粉絲團促銷|n","16069","27241","656557","0","16466","7","6","7"
"122","愛的力量是很危險的。特別是在飛天的壞脾氣哥布林手中。","|cFFFFD200世界事件：|r愛就在身邊|n|cFFFFD200商人：|r可愛商品商人|n|cFFFFD200花費：|r40|TINTERFACE\ICONS\INV_ValentinesCard01:0|t|n","16085","27570","132382","0","2","6","6","7"
"124","這隻小熊有著和牠近親一樣的許多特徵，但其唱歌的能力卻是絕無僅有。","|cFFFFD200促銷：|r可口可樂","16456","28505","132498","7","16466","7","6","7"
"125","從容不迫地贏得比賽。","|cFFFFD200世界事件：|r兒童週","16547","28738","656341","8","2","6","6","7"
"126","許多人猜想「衛葛斯」指的是這隻豬的屁股很會搖。等到他們看到自己的內臟時才知道這名字真正的意義。","|cFFFFD200世界事件：|r兒童週","16548","28739","132514","4","2","6","6","7"
"127","一個聰明的戰術家，威斯可會利用假死來愚弄掠食者與收帳的人。","|cFFFFD200世界事件：|r兒童週","16549","28740","294480","4","2","6","6","7"
"128","這一小塊盛夏聞起來有溫暖夜晚與閃電風暴的氣味。如果你靠近點看，你也許能拼湊出一張臉。","|cFFFFD200世界事件：|r仲夏火焰節慶|n|cFFFFD200商人：|r仲夏節慶商人|n|cFFFFD200花費：|r350|TINTERFACE\ICONS\INV_SummerFest_FireFlower:0|t","16701","28871","134813","6","2","6","6","7"
"130","在一次鷹身人入侵菲拉斯時，數個角鷹獸的築巢地點被攻擊。數百隻幼雛變成了孤兒，而牠們被委託由薩爾多島的德魯伊們照顧。","|cFFFFD200紙牌獎勵：|r艾澤拉斯的英雄","17255","30156","132833","2","2","8","6","7"
"131","外域虛空龍的後代。這隻幼龍長大後會成為天空中的恐怖獵人和掠食者。","|cFFFFD200促銷：|r《燃燒的遠征》典藏版","18381","32298","134539","1","82","7","6","7"
"132","只有魔法願望可以造出魔法喇蛄。如果你的願望是魚，就去釣魚來實現。","|cFFFFD200釣魚：|r釣魚(430)|n|cFFFFD200區域：|r泰洛卡森林(釣魚魚點)","18839","33050","133900","8","2","3","6","7"
"136","了解到牠們吞食秘法能量的能力後，以太族的洛斯汗德開始養育這些謎樣生物。","|cFFFFD200商人：|r商人洛斯汗德|n|cFFFFD200區域：|r虛空風暴|n|cFFFFD200花費：|r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","20408","35156","136006","5","2","2","6","7"
"137","這隻兔子是其對手曾經看過最可愛的東西。同時也會是最後看到的東西。","|cFFFFD200商人：|r商人洛斯汗德|n|cFFFFD200區域：|r虛空風暴|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","20472","35239","132762","4","2","2","6","7"
"138","這種魔法昆蟲是藍謎島的纖弱居民，據謠傳牠們擁有治療的能力。","|cFFFFD200商人：|r希克斯|n|cFFFFD200區域：|r艾克索達|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","21010","35907","236193","2","2","2","6","7"
"139","一種暴露在猛烈魔法能量下的產物，這種昆蟲是艾澤拉斯飛蛾被釋放到虛空風暴秘境中的意外結果。","|cFFFFD200商人：|r商人洛斯汗德|n|cFFFFD200區域：|r虛空風暴|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","21009","35909","236193","2","2","2","6","7"
"140","喜歡在藍謎島上常見的雷雨夜晚飛行。","|cFFFFD200商人：|r希克斯|n|cFFFFD200區域：|r艾克索達|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","21008","35910","236193","2","2","2","6","7"
"141","喜歡在藍謎島上常見的有霧夜晚飛行。","|cFFFFD200商人：|r希克斯|n|cFFFFD200區域：|r艾克索達|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","21018","35911","236193","2","2","2","6","7"
"142","曾被銀月城的龍鷹養殖者所大加讚賞。由於在夜晚中容易被掠食者發現，因此從很小的時候就發展出很高的警覺性。","|cFFFFD200商人：|r吉安妮|n|cFFFFD200區域：|r永歌森林|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","21055","36027","132188","1","2","2","6","7"
"143","銀色龍鷹的天敵。和金色龍鷹處得不錯。","|cFFFFD200商人：|r吉安妮|n|cFFFFD200區域：|r永歌森林|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","21064","36028","132188","1","2","2","6","7"
"144","一種兇猛的龍鷹，時常被目擊到從高空俯衝捕捉獵物。","|cFFFFD200商人：|r吉安妮|n|cFFFFD200區域：|r永歌森林|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","21063","36029","132188","1","2","2","6","7"
"145","被虛空風暴中少數還願意進行交易的商人養大。","|cFFFFD200商人：|r商人洛斯汗德|n|cFFFFD200區域：|r虛空風暴|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","21056","36031","132188","1","2","2","6","7"
"146","普遍地被孢子人用來當作照亮贊格沼澤水路的光源，這種會發出冷光的昆蟲能幫助他們躲避危險的泥沼閃光釘刺者。","|cFFFFD200掉落：|r泥沼閃光釘刺者|n|cFFFFD200區域：|r贊格沼澤","21076","36034","236196","2","2","0","6","7"
"149","天翼變回原本的阿拉卡形態時所釋放的魔法能量，解放了這個可憐的生物。一隻被盧安卡用來強化詛咒而受到監禁的雛鳥。","|cFFFFD200任務：|r天翼|n|cFFFFD200區域：|r泰洛卡森林|n|n","22445","39181","132598","2","18","1","6","7"
"153","許多喝醉的啤酒節遊客都說過這種神秘生物，但隔天早上沒幾個人能記得。","|cFFFFD200世界事件：|r啤酒節","22943","39709","132800","4","2","6","6","7"
"155","幸運會在憤怒或吃東西的時候尖叫。不管哪種，你都不會想去吵牠。","|cFFFFD200促銷：|r全球邀請賽 2007|n","23198","40405","133858","4","16466","7","6","7"
"156","雖然不願意和巴那納斯分離，藍卓還是體認到當巴那納斯的父親穆克拉發現牠不見時，離藏寶海灣遠點會比較安全。","|cFFFFD200紙牌獎勵：|r通過黑暗之門","23234","40549","133980","7","2","8","6","7"
"157","他有些許邪惡但極度嗜睡。別讓他接近小動物！","|cFFFFD200世界事件：|r兒童週","23231","40613","294482","5","2","6","6","7"
"158","辛多雷以陸行鷹為坐騎，但這個小陸行鷹被診斷出各種焦慮症狀而不符資格。","|cFFFFD200世界事件：|r兒童週","23258","40614","294475","4","2","6","6","7"
"159","被馴養的伊萊克會被訓練成為德萊尼的坐騎。而野生的伊萊克則會因其象牙而被獵捕。","|cFFFFD200世界事件：|r兒童週","23266","40634","656598","4","2","6","6","7"
"160","小臭鼬用牠的味道來驅逐掠食者和吸引貓。牠在前面那件事上比較成功。","|cFFFFD200成就：|r謹慎購物，購買寵物...也要謹慎|n|cFFFFD200類別：|r寵物對戰","23274","40990","132599","4","82","5","6","7"
"162","這個淘氣的瓜類生物喜歡蹦出地面嚇你一大跳。為南瓜之歌歡呼！","|cFFFFD200世界事件：|r萬鬼節","23909","42609","134015","6","2","6","6","7"
"163","鱷魚的皮肉很受獵人喜愛，但這種野獸十分凶惡，也很難偷襲。","|cFFFFD200專業技能：|r釣魚|n|cFFFFD200區域：|r撒塔斯","24388","43697","656555","8","2","3","6","7"
"164","污息就像其他鱷魚一樣，除了他出色的幽默感之外。","|cFFFFD200專業技能：|r釣魚|n|cFFFFD200區域：|r撒塔斯","24389","43698","656553","8","2","3","6","7"
"165","阿曼尼巫醫將許多受害者變成了青蛙。有些人從未變回來。","|cFFFFD200掉落：|r森林蛙|n|cFFFFD200區域：|r祖阿曼","24480","43918","237579","8","2","0","6","7"
"166","一種非常害羞的生物，粉紅伊萊克只會出現在牠認定是朋友，或是任何喝的爛醉而無法傷害牠的人面前。","|cFFFFD200世界事件：|r啤酒節|n|cFFFFD200商人：|r貝爾碧‧迅移|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r100|TINTERFACE\ICONS\INV_Misc_Coin_01:0|t|n|n|cFFFFD200商人：|r布力克斯‧修械|n|cFFFFD200區域：|r杜洛塔|n|cFFFFD200花費：|r100|TINTERFACE\ICONS\INV_Misc_Coin_01:0|t","24753","44369","656600","4","2","6","6","7"
"167","野生的孢子蝙蝠是兇猛的生物，假如在年幼時被馴服，牠們就是忠誠的夥伴。","|cFFFFD200商人：|r麥卡|n|cFFFFD200區域：|r贊格沼澤|n|cFFFFD200陣營：|r斯博格爾 - 崇拜|n|cFFFFD200花費：|r30|TINTERFACE\ICONS\INV_Mushroom_02:0|t","25062","45082","132197","2","2","2","6","7"
"168","當燃燒軍團入侵外域時，藍卓‧長射為戰爭所需提供了這個設計。聯盟和部落都有進行生產。","|cFFFFD200紙牌獎勵：|r燃燒軍團的進軍","25109","45125","133883","9","2","8","6","7"
"169","比真的龍安靜多了。","|cFFFFD200紙牌獎勵：|r 燃燒軍團的進軍","25110","45127","133838","2","2050","8","33","7"
"170","這隻金豬為盟友帶來好運而榮耀其先祖。","|cFFFFD200促銷：|r招兵買馬召集令|n","25146","45174","133784","4","82","7","6","7"
"171","德魯伊們認為銀豬和金豬有特別的關連，因為牠們是同時出現在艾澤拉斯。","|cFFFFD200促銷：|r招兵買馬召集令","25147","45175","133786","4","82","7","6","7"
"172","年長的薩滿已經警告過火焰之主的忠實僕從，也就是拉格納羅斯的幽光已經逼近至熔岩前線。請保持高度警戒。","|cFFFFD200商人：|r贊沃卡|n|cFFFFD200區域：|r熔岩前線|n|cFFFFD200花費：|r30|TINTERFACE\ICONS\INV_MISC_MARKOFTHEWORLDTREE.BLP:0|t","25706","45890","294481","6","2","2","6","7"
"173","鱷魚是有著六條腿的兩棲掠食者，出沒在水岸邊。考古學家們相信牠們可能是安戈洛環形山雙帆龍的後代。","|cFFFFD200專業技能：|r釣魚|n|cFFFFD200區域：|r撒塔斯","26050","46425","656554","8","2","3","6","7"
"174","在研究鱷魚種類數年之後，有名的釣手納特‧帕格得到了鱷魚寶寶幾乎無害的結論。","|cFFFFD200專業技能：|r釣魚|n|cFFFFD200區域：|r撒塔斯","26056","46426","656552","8","2","3","6","7"
"175","鳳凰神歐爾的子嗣，這隻幼雛在誕生後立即就可以飛翔。","|cFFFFD200掉落：|r凱爾薩斯‧逐日者|n|cFFFFD200區域：|r博學者殿堂","26119","46599","134373","6","2","0","6","7"
"179","這些美麗的生物是給在戰鬥中得到勝利英雄的獎賞，代表著勇氣與力量。","|cFFFFD200促銷：|r戰場事件","27217","48406","133278","1","16402","7","6","7"
"180","只有用行動證明自己勇氣的英雄可以得到這種神秘的蛟龍生物。","|cFFFFD200促銷：|r中國PvP事件","27346","48408","133443","1","16402","7","6","7"
"183","以太靈魂交易者會和任何能從難以駕馭的宿主們身上取得其所需精華之人一起旅行。","|cFFFFD200紙牌獎勵：|r 獵殺伊利丹","27914","49964","136039","5","2","8","38","7"
"186","原生在泰洛卡森林，虛空鰭刺在雨季時出生。數以百計的新生鰭刺一起誕生，但只有少數能夠成年。","|cFFFFD200商人：|r葛瑞拉|n|cFFFFD200區域：|r泰洛卡森林|n|cFFFFD200陣營：|r薩塔禦天者 - 崇拜|n|cFFFFD200花費：|r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","28470","51716","132191","2","2","2","6","7"
"187","吸血蝙蝠被幽暗城的被遺忘者與祖阿曼的阿曼尼食人妖訓練用來作為斥候與坐騎。","|cFFFFD200掉落：|r坦瑞斯‧暗血王子|n|cFFFFD200區域：|r卡拉贊","28513","51851","132182","3","16402","0","6","7"
"188","它是在巫妖王的致命力量將霜牙重生為不死生物時被意外地製造出來。","|cFFFFD200促銷：|r《巫妖王之怒》典藏版","28883","52615","237441","3","82","7","6","7"
"189","「我就是正義！」","|cFFFFD200促銷：|r全球邀請賽 2008","29089","53082","135277","0","16466","7","6","7"
"190","當它感覺到附近一個生物即將死亡，這個頭骨會發出一陣刺耳的聲音。","|cFFFFD200商人：|r達拉喜爾|n|cFFFFD200區域：|r水晶之歌森林|n|cFFFFD200花費：|r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","29147","53316","133730","3","2","2","37","7"
"191","這個機械戰士是冬幕節期間最受到喜愛的禮物。裡面不包括電池，但火箭是一定有的！","|cFFFFD200世界事件：|r冬幕節","24968","54187","133000","9","2","6","6","7"
"192","冰冰先生的外表來自更文明的時代，那時候決鬥者們都穿著燕尾服戰鬥。","|cFFFFD200促銷：|r整合《魔獸世界》/暴雪帳號","29726","55068","327502","8","16466","7","34","7"
"193","你不會想要在一條暗巷裡碰到這隻老鼠。或者是任何地方都不想要碰到牠。","|cFFFFD200專業技能：|r釣魚|n|cFFFFD200區域：|r達拉然","31575","59250","134324","4","2","3","6","7"
"194","和戈洛克吉恩大部分「神秘的蛋」不一樣，這顆蛋中確實含有一個生命體。","|cFFFFD200掉落：|r神秘的蛋","32589","61348","132192","2","2","0","6","7"
"195","稀有的白化牛椋鳥在神諭者間極受尊崇。牠是暴雨、好收成和冬眠獾狼怪的象徵。","|cFFFFD200掉落：|r神秘的蛋","32590","61349","132192","2","2","0","6","7"
"196","這些貪婪的幼龍以驚人的速度成長，每天能吞下相當於其體重兩倍的生肉。","|cFFFFD200掉落：|r神秘的蛋","32592","61350","236233","1","2","0","34","7"
"197","艾澤拉斯的眼鏡蛇以急速生效的毒液和快速的攻擊而聞名。","|cFFFFD200掉落：|r神秘的蛋","32591","61351","236177","7","2","0","6","7"
