Id,Name,Description,Cooldown,Duration,Flags,SpellSchoolMask,IconFileDataId
"20","飛擲之石","石投拋出一顆罪孽石，罪孽石會碎裂並對範圍內的所有敵人造成$s1點物理傷害。","1","0","0","1","236399"
"21","回春之魂","凱勒塔使所有盟友恢復$s1點生命力。","4","4","0","1","1022944"
"22","無盡飢餓","艾樂思從附近所有敵人身上吸取靈魄，造成$s1點暗影傷害，同時每回合額外造成$s2點傷害。","3","2","0","32","460700"
"23","DNT JasonTest Taunt Spell","嘲諷","0","2","0","0","0"
"24","閃耀之矛","泰莉雅強化手中長矛，對最遠的敵人造成$s1點神聖傷害，並使最近的盟友恢復$s2點生命力。","2","0","0","2","1508065"
"25","迴旋之拳","凱希克爾斯快速連續出拳，攻擊近戰範圍內的所有敵人，造成$s1點神聖傷害，並強化自己，使自己造成的傷害提高$s2%。","2","3","0","2","2065583"
"26","治療者的藥水","泰勒撒卡司將藥水灌入最近的盟友口中，使其恢復$s1點生命力，且生命力上限提高$s2。","3","2","0","8","236882"
"27","XX - Test - Physical","","0","0","0","1","1059120"
"28","XX - Test - Melee - Holy","","0","0","0","2","0"
"29","XX - Test - Melee - Fire","","0","0","0","4","0"
"30","XX - Test - Melee - Nature","","0","0","0","8","0"
"31","XX - Test - Melee - Frost","","0","0","0","16","0"
"32","XX - Test - Melee - Shadow","","0","0","0","32","0"
"33","XX - Test - Melee - Arcane","","0","0","0","64","0"
"34","XX - Test - Ranged - Physical","","0","0","0","1","0"
"35","XX - Test - Ranged - Holy","","0","0","0","2","0"
"36","XX - Test - Ranged - Fire","","0","0","0","4","0"
"37","XX - Test - Ranged - Nature","","0","0","0","8","0"
"38","XX - Test - Ranged - Frost","","0","0","0","16","0"
"39","XX - Test - Ranged - Shadow","","0","0","0","32","0"
"40","XX - Test - Ranged - Arcane","","0","0","0","64","0"
"41","背袋猛砸","走私者揮動他的背袋，對附近敵人造成傷害。","3","0","0","1","133634"
"42","JasonTest Passive","","0","0","0","0","0"
"43","汲取靈魄","將最遠敵人的靈魄吸入自己體內，造成$s1點暗影傷害，並恢復$s2點生命力。","1","0","0","32","136212"
"44","雙重刺擊","刺擊最近的敵人兩次，第一下造成$s1點物理傷害，第二下造成$s2點物理傷害。","3","0","0","1","333546"
"45","虹吸靈魂","對最遠的敵人造成$s1點秘法傷害，並使自己恢復$s2點生命力。","2","0","0","64","136211"
"46","明日之盾","方陣兵受到的傷害降低10%，並以相同方式保護所有遠程盟友。","2","1","0","2","517159"
"47","保護光環","德瑞文張開翅膀保護自己和所有盟友，使受到的所有傷害降低20%。","0","0","0","32","2182687"
"48","暗影疾行","娜迪亞變為無法鎖定，並使自己恢復$s2點生命力。","4","1","0","32","451170"
"49","放血","希奧塔在所有遠程敵人身上劃出傷口，使他們受到的傷害提高$s1%。","4","4","0","32","999949"
"50","長戟打擊","長戟兵使用武器削切最遠的敵人，造成$s1點物理傷害。","3","0","0","1","135576"
"51","骸骨風暴","原地旋轉，對近戰範圍內的所有敵人造成$s1點暗影傷害。","5","0","0","32","1535071"
"52","瘟疫之歌","朝遠處的敵人發出尖嘯，每輪造成$s1點自然傷害，持續4輪。","5","4","0","8","136147"
"53","刺藤陷阱","每隔一回合，彎曲的觸鬚使所有敵人緩速，造成$s1點自然傷害，並使其傷害降低20%。","6","6","0","8","1535071"
"54","削切之影","拉埃爾愉快地削斬最近的敵人，並對最遠的敵人投擲匕首，對兩個目標造成$s1點暗影傷害。","3","0","0","32","1455921"
"55","鄭重行禮","岩石頭露出微笑，有禮貌地重擊近戰範圍內的所有敵人，造成$s1點物理傷害。","2","0","0","1","236550"
"56","苦痛之鏡","希夢恩精準地操縱她的鏡子，對最遠的敵人造成$s1點秘法傷害。","1","0","0","64","458243"
"57","禮儀課程","波格丹提醒最近的敵人注意禮儀，在接下來的三回合造成$s1點暗影傷害。","5","3","0","32","1544136"
"58","碎顱","迷失的希比兒猛擊附近所有敵人的頭部，造成$s1點物理傷害。","2","0","0","1","132094"
"59","悔恨之鏡","芙兒卡喚起失落的力量，對所有遠方的敵人造成$s1點秘法傷害。","3","0","0","64","1020341"
"60","酸液噴射","朝最遠的敵人噴吐酸液，造成$s1點自然傷害。","2","0","0","8","136007"
"61","下顎潰擊","猛砸最近的敵人，造成$s1點自然傷害。","4","0","0","8","1508493"
"62","穿刺","用鹿角戳擊近戰範圍內的所有敵人，造成$s1點自然傷害。","3","0","0","8","454039"
"63","音波尖嘯","大聲尖叫，對所有敵人造成$s1點自然傷害，並使其造成的傷害降低$s2%，持續兩回合。","5","2","0","8","133707"
"64","天搖地動","以外殼猛擊地面，對所有敵人造成$s1自然傷害。","2","0","0","8","451165"
"65","疑惑纏身","啃咬最近的敵人，造成$s1點暗影傷害。","2","0","0","32","1398088"
"66","巨人猛擊","猛擊附近一個敵人，對該敵人及其後方的一個敵人造成$s1點暗影傷害。","1","0","0","32","132323"
"67","跳躍打擊","跳到空中，以暗影之矛攻擊最遠的敵人，造成$s1點暗影傷害。","3","0","0","32","376832"
"68","亮蹄踐踏","攻擊近戰範圍內的所有敵人，造成$s1點神聖傷害，並使其傷害降低$s2%。","3","1","1","2","132368"
"69","DNT JasonTest Ability Spell2","DNT Test test  Effect 0 Attack points $s0, Effect 1 Attack points % $s1, Effect 2 Flat points $s2, Effect 3 Flat points % $s3","3","2","0","0","461809"
"70","DNT JasonTest Spell Tooltip","DNT test test test","0","0","0","0","0"
"71","重生藤蔓","恢復距離最近的盟友$s1點生命力。","2","0","0","8","134413"
"72","共鳴之擊","哈菈攻擊距離最近的敵人並造成$s1點神聖傷害。攻擊的強勁力道會再產生一道衝擊波，對範圍內所有敵人造成$s2點神聖傷害。","4","0","0","2","135891"
"73","淨化光束","摩拉寇淨化直線路徑上的所有敵人，對其造成$s1點神聖傷害。","2","0","0","2","135949"
"74","機體變身：防禦","伊斯皮隆進行機體變身，重新分配資源保護自己，使受到和造成的所有傷害降低40%，持續3回合。","5","3","0","2","1405810"
"75","拉里翁之躍","內梅雅派遣拉里翁好友躍入戰場，對最遠的敵人造成$s1點物理傷害。","2","0","0","1","3155392"
"76","芬連克斯衝鋒","佩羅迪斯派遣芬連克斯衝入戰場，對最遠的敵人造成$s1點神聖傷害。","3","0","0","2","3061647"
"77","臨終力量藥水","西卡向隊伍發放藥水，使他們提高$s1點神聖傷害，持續3回合。","5","3","0","2","134749"
"78","順劈斬","可蘿拉劈砍近戰範圍內的所有敵人，造成$s1點神聖傷害。","1","0","0","2","132338"
"79","神聖新星","寇斯瑪斯釋放大量聖光，對所有敵人造成$s1點神聖傷害，並使盟友恢復$s2點生命力。","2","0","0","2","135922"
"80","黎明震擊","阿波隆釋放的光線點燃最遠的敵人，造成$s1點火焰傷害，並額外造成$s2點火焰傷害，持續2回合。","3","2","0","4","236216"
"81","機體變身：反射","布隆進行機體變身，在身上環繞數條光帶，對攻擊他的人造成$s1點神聖傷害，持續3回合。","5","3","0","2","461858"
"82","釘錘在手","克蕾雅的決心(和釘錘)讓敵人付出慘痛代價，對攻擊她的人造成$s1點物理傷害。","0","0","0","1","3054888"
"83","指揮進攻","克蕾雅衝進戰場，對附近所有敵人造成$s1點物理傷害。","3","0","0","1","132337"
"84","閃亮的漂流法珠核心","米卡尼寇斯使所有敵人暈眩，持續2回合，敵人造成的傷害降低100%。不會在戰鬥一開始施放。","4","2","1","64","1990984"
"85","強韌羽毛","米卡尼寇斯強化最近盟友的耐久度，使他們受到的傷害降低50%，持續2回合。","3","2","1","2","1596903"
"86","[PH]Placeholder Punch","[PH] Powerfully punches the nearest enemy for $s1 Physical damage.","2","0","0","1","2447782"
"87","猜忌蔑視","佩拉苟斯面對他的恐懼，朝著敵人的臉投擲聖光，對遠方的所有敵人造成$s1點神聖傷害。","2","0","0","2","132351"
"88","戰鬥冥想","佩拉苟斯進行冥想，使自己造成的傷害提高30%，並對所有敵人施加悲傷記憶，造成$s2點神聖傷害。","3","3","0","2","3528283"
"89","刺果陷阱","妮亞的刺果陷阱每回合對最遠的敵人造成$s1點自然傷害，持續2回合。","4","2","0","8","132309"
"90","振奮草藥","妮亞激勵附近的盟友，使他們造成的所有傷害提高20%。","0","0","0","8","960671"
"91","炫目塵","福翼使最遠敵人的傷害降低$s1點，持續3回合。","4","3","0","8","1387618"
"92","欺詐者的折磨","暮葉對範圍內的所有敵人造成$s1點暗影傷害，持續2回合。","0","2","0","32","1396977"
"93","吸血種子","卡琳薇蘭從最近的敵人身上吸取力量，造成$s1點自然傷害，並使自己恢復$s2點生命力。","3","0","0","8","464030"
"94","冰孢長矛","洽奇斯用長矛斬切近戰範圍內的所有敵人，植入冰孢，每回合造成$s1點冰霜傷害，持續3回合。","4","3","0","16","135127"
"95","星光打擊","洛斯威林召來繁星，對最遠的敵人造成$s1點秘法傷害，並對遠方的所有敵人造成$s2點秘法傷害。","3","0","0","64","651082"
"96","蟲群","伊拉里雅召喚蟲群去折磨最遠的敵人，造成$s1點自然傷害，並使其造成的傷害降低20%，持續兩回合。","4","2","0","8","136045"
"97","閃爍箭矢","寇達釋放紛飛的箭矢，對最靠近他的敵人與其身後錐形範圍內的敵人造成$s1點物理傷害。","2","1","0","1","133580"
"98","靈魄彈","沙洛用形塑的靈魄衝擊最遠的敵人，造成$s1點秘法傷害。","1","0","0","64","1391777"
"99","猛襲","忒占用牙扯猛力撕咬，對近戰範圍內的所有敵人造成$s1點自然傷害。","3","1","0","9","1027879"
"100","森林之心","可達林為自己治療$s1點自然傷害。","1","0","0","0","136081"
"101","纏心種子","看守者鐘花在最靠近的敵人體內埋下種子，造成$s1點自然傷害，並使受到的傷害提高20%，持續三回合。","4","3","0","16","960689"
"102","森林之觸","格魯恩科魯克的樹枝在風中鞭笞，對一直線上的所有敵人造成$s1點自然傷害。","2","0","0","8","133749"
"103","花蝴蝶","織夢者使所有盟友造成的傷害加倍，持續2回合。","4","2","0","8","237573"
"104","護命莢","使附近一個盟友恢復$s1點生命力，但其在下一個回合造成的傷害降低10%。","1","1","0","8","656440"
"105","堅守陣線","克芮恩和盟友受到的傷害降低10%。","0","0","0","1","136088"
"106","面對敵人","克芮恩下定決心，奮勇殺敵，對附近所有敵人造成$s1點物理傷害。","2","0","0","1","132344"
"107","易揮發溶劑","瑪利雷斯潑濕最近的敵人，造成$s1點暗影傷害，同時在該目標被擊中時額外造成$s2點暗影傷害，持續3回合。","5","3","0","32","1500943"
"108","黏黏的零摩擦塗層","瑪利雷斯使附近一名盟友恢復$s1點生命力，並使其生命力上限提高10%。","4","2","0","32","3459800"
"109","鋸齒肩刃","攻擊黑彌爾的敵人受到$s1點物理傷害。","0","0","0","1","134427"
"110","飢餓胸針","黑彌爾的胸針使其恢復$s1點生命力。","1","0","0","32","237519"
"111","硫磺放射","艾曼妮的臭氣對近戰範圍內的所有敵人造成$s1點自然傷害。","3","0","0","8","136182"
"112","囓咬咀嚼者","艾曼妮的大吃大嚼鼓舞附近所有盟友，使其暗影傷害提高$s1點。","5","3","0","32","132103"
"113","武鬥士的判斷","梅維斯判斷對手消失，對面前錐形範圍內的所有敵人造成$s1點暗霜傷害。","4","0","0","48","135401"
"114","重建","剛恩每回合恢復$s1點生命力。","1","0","0","32","1045943"
"115","狂拳猛攻","芮西莎猛烈攻擊，對附近的敵人造成$s1點暗影傷害。","2","0","0","32","1280877"
"116","夢之衝鋒","年幼的泥沼鹿低頭衝鋒，對最近的敵人造成$s1點自然傷害。","3","0","0","8","1247261"
"117","迅捷斬擊","斬擊敵人的前排，造成$s1點自然傷害。","2","0","0","8","1373911"
"118","惡作劇衝擊","轟擊最遠的敵人，造成$s1點自然傷害。","4","0","1","8","136006"
"119","腐蝕突刺","以腐蝕之擊向前戳刺，對最靠近的敵人與其身後錐形範圍內的敵人造成$s1點自然傷害。","2","0","0","8","136016"
"120","嘲笑激勵","欺詐者嘲弄地激發隨機盟友更加認真作戰","2","2","0","8","1058933"
"121","迷幻魔塵","欺詐者吹出一陣讓人分心的粉塵，影響所有敵人","3","1","0","64","463521"
"122","幽默烈焰","混沌與烈火！這個攻擊會對一名隨機敵人在三回合內造成$s1點火焰傷害。","2","0","0","4","463567"
"123","治癒之風","欺詐者治療前排的盟友$s1點生命力","4","0","0","8","136041"
"124","腳踢","用強力的腳蹄踢擊所有近戰範圍內附近的敵人，造成$s1點自然傷害。","3","0","0","8","132368"
"125","失神鑿刺","拾荒者突擊隨機的敵人，造成$s1點自然傷害，降低目標造成的傷害50%，持續一個回合。","3","1","0","8","132155"
"126","附身治療","林地看管者運用孕育生命的魔法知識，治療前線的盟友$s1點生命力","3","1","0","8","136044"
"127","啃咬","小果姆對所有近戰範圍內的敵人開動了，造成$s1點自然傷害。","4","1","0","8","1392547"
"128","反芻","小果姆反吐大量腐蝕酸液，對所有遠程的敵人造成$s1點自然傷害。","5","1","0","8","136007"
"129","女王之令","女王命令手下發憤圖強，為他們治療$s1點生命力，並使他們造成的傷害提高50%，持續一回合。","5","1","0","8","132176"
"130","甲殼棘刺","小果姆形成具有保護性的尖刺護盾，對任何攻擊者造成$s1點自然傷害，持續三回合。","4","3","0","8","415052"
"131","秘法鹿角","符文雄鹿的犄角發射秘法光箭，對所有遠方的敵人造成$s1點秘法傷害。","3","0","0","64","236205"
"132","林木爆發","以大樹倒下的力道攻擊敵人，對近戰範圍內的所有敵人造成$s1點自然傷害，並使其造成的傷害降低50%，持續一回合。","4","1","0","8","136025"
"133","隱藏的力量","化身號召遠古之力，對所有遠程敵人造成$s1點秘法傷害，並為自己治療傷害量的一部分。","4","0","0","64","3578232"
"134","黑森林詛咒","詛咒所有敵人，使其受到的傷害提高25%，持續兩回合。","4","2","0","32","136214"
"135","統御之焰","在戰場上散播一波火焰，對所有遠程敵人造成$s1點火焰傷害。","3","0","0","4","1035051"
"136","熾熱咬殺","用噴出烈焰的大口撕咬最近的敵人，在三回合內造成$s1點火焰傷害。","4","3","0","4","236167"
"137","奮勇大吼","雄壯的戰吼使造成的傷害提高25%，持續兩回合。","4","2","0","8","132333"
"138","尾部鞭擊","鞭擊近戰範圍內的所有敵人，造成$s1點秘法傷害。","2","0","0","64","236222"
"139","飢餓狂亂","進入冷卻時啟動。此生物陷入狂亂，猛擊所有遠程敵人，造成$s1點秘法傷害。","6","0","1","64","135739"
"140","飛舞刀刃","卡莉克朝所有遠程敵人投擲充能匕首，造成$s1點暗影傷害，並使其造成的傷害降低10%，持續兩回合。","4","2","0","32","135640"
"141","群體免疫","此生物分出它剩下的一些靈魄，保護它的同伴。所有盟友獲得50%減傷效果，持續兩回合","4","2","0","64","135739"
"142","秘法恢復","此生物釋放數波濃縮靈魄脈衝，為最近的盟友治療附近錐形範圍內的目標，使其恢復$s1點生命力","3","0","0","64","1717106"
"143","傲慢誇耀","化身大聲宣告對自身能力的自信，造成的傷害提高25%，持續兩回合。","4","2","0","32","132333"
"144","忠誠防禦","化身堅守崗位，保護所有盟友，持續兩回合","4","2","1","32","135733"
"145","盾擊","猛砸最近的敵人，造成$s1點暗影傷害。","4","0","0","32","236318"
"146","黑暗標槍","朝距離最遠的敵人投擲標槍，造成$s1點暗影傷害。","4","0","0","32","135131"
"147","眾志成城","軍教官鼓舞棄誓者，保護其他所有盟友，持續兩回合","5","2","0","32","136051"
"148","神性維護","釋放恢復性靈魄，使前線盟友恢復$s1點生命力","4","1","0","32","136044"
"149","芬連克斯斬擊","斬擊前排的敵人，造成$s1點暗影傷害。","3","0","0","32","1373911"
"150","粉碎爪擊","以利爪發動一連串攻擊，對最近的敵人附近錐形範圍內的目標造成$s1點暗影傷害。","3","0","0","32","1508486"
"151","俯衝轟炸","撲倒最近的敵人，造成$s1點物理傷害","2","1","0","32","3386321"
"152","靈魄浪潮","族母釋放一波純淨靈魄，使所有盟友恢復$s1點生命力，並使其造成的傷害提高50%，持續1回合。","5","1","1","8","3528289"
"153","禁忌研究","發射一道濃縮靈魄，對最近的敵人附近錐形範圍內的目標造成$s1點暗影傷害。","4","0","0","32","3528286"
"154","失竊結界","召出反射護盾，對攻擊護盾的人造成$s1點暗影傷害，持續三回合。","5","3","0","32","3528283"
"155","震盪咆哮","發出震天咆哮，震撼所有敵人，使其造成的傷害降低75%，持續1回合。","4","1","0","32","132121"
"156","詛咒知識","詛咒所有敵人，使其受到的傷害提高40%，持續兩回合。","5","2","0","32","136214"
"157","狂亂振翅","瘋狂拍打銳利的羽翼，攻擊近戰範圍內的所有敵人，造成$s1點傷害。","4","0","0","1","1373911"
"158","黑暗知識爆炸","進入冷卻時啟動。衝擊所有遠程敵人，造成$s1點暗影傷害。","3","0","1","32","3528287"
"159","猜疑宣言","這些生物使所有敵人陷入自我懷疑，造成的傷害降低25%，持續兩回合。","4","2","0","32","132333"
"160","地震猛擊","以他巨大的拳頭猛擊地面，對所有敵人造成$s1自然傷害。","3","0","0","8","451165"
"161","黑暗敕令","監督者指揮其部隊，使其恢復$s1點生命力，且造成的傷害提高25%，持續1回合。","4","1","0","8","458226"
"162","黑暗詛咒","詛咒所有敵人，使其造成的傷害降低50%，持續兩回合。","5","2","0","32","236287"
"163","明晰浪潮","進入冷卻時啟動。釋放強大的靈魄浪潮，對所有敵人造成$s1點暗影傷害。","6","0","1","32","237510"
"164","黑暗烈焰","吐出黑暗烈焰，在三回合內對最近的敵人附近錐形範圍內的目標造成$s1點暗影傷害。","6","3","0","32","463567"
"165","飛翼襲擊","斬擊最近的敵人，造成$s1點暗影傷害。","4","0","0","32","1373911"
"166","吸血撕咬","隨機撕咬一個敵人，造成$s1點暗影傷害，並使自己治療傷害量的一部分。","2","0","0","32","459148"
"167","銳利岩片","朝所有遠程敵人連續投擲尖銳的石頭裂片，造成$s1點自然傷害。","4","0","0","8","136018"
"168","彼界的尖嘯","發出邪惡的嚎叫，讓最近的敵人感到恐懼，使其造成的傷害降低50%，持續兩回合。","4","2","0","32","1033494"
"169","劇烈打擊","攻擊最近的敵人，造成$s1點暗影傷害，並產生持續性傷害效果，持續三回合。","5","3","0","32","1398088"
"170","石拳猛擊","使出飛行的石拳，對近戰範圍內的所有敵人造成$s1點自然傷害。","4","1","0","8","136025"
"171","巨石投擲","投擲巨大的石塊，對所有遠程敵人造成$s1點自然傷害。","3","1","0","8","132153"
"172","惡毒斬擊","攻擊近戰範圍內的所有敵人，造成$s1點暗影傷害，並使其造成的傷害降低$s2%。","3","1","1","32","132133"
"173","冰結衝擊","衝擊最遠的敵人，造成$s1點冰霜傷害，並使其造成的傷害降低$s2點","4","2","0","16","135849"
"174","拋光寒冰屏障","召出凍結的反射護盾，對攻擊護盾的人造成$s1點冰霜傷害，持續三回合。","4","3","0","16","236214"
"175","猛打","派對動物迷失在當下，隨機猛擊一個目標，造成$s1點暗影傷害。","3","0","0","32","1392547"
"176","傲慢否決","貴族誓死維護貴族傳統，擾亂所有敵人，受到的傷害提高$s1點","3","1","0","32","841384"
"177","肩頂衝鋒","猛撞最近的敵人，造成$s1點傷害。","3","0","0","1","413576"
"178","吸取靈魄","吸取最遠敵人的靈魄，造成$s1點暗影傷害，並使自己恢復$s2點生命力。","4","0","0","32","538040"
"179","醫療建議","散發治療迷霧，使所有盟友恢復$s1點生命力，並使其造成的傷害提高$s2點，持續兩回合。","6","2","0","2","627487"
"180","精神攻擊","以末日幻象隨機鎖定一個敵人，造成$s1點暗影傷害。","3","0","0","32","460687"
"181","靈魄轟炸","對戰開始時處於冷卻狀態。轟擊所有遠程敵人，造成$s1點暗影傷害。","6","0","1","32","3528311"
"182","以假亂真","以鏡中倒影使所有敵人陷入困惑，使其造成的傷害降低$s1點，持續兩回合。","5","2","0","32","132171"
"183","暗影揮擊","用爪子抓傷近戰範圍內的所有敵人，造成$s1點暗影傷害。","3","0","0","32","236222"
"184","靈魄鞭笞","以靈魄轟擊最靠近的敵人身後的錐形範圍，造成$s1點暗影傷害。","4","0","0","32","3528310"
"185","性情暴怒","史達卡使出全力進行猛擊，對所有敵人造成$s1點暗影傷害。","4","0","0","32","236260"
"186","狂野怒氣","瘋狂爪擊並撕咬近戰範圍內的所有敵人，造成$s1點暗影傷害。","3","0","0","32","132139"
"187","劇毒瘴氣","持續施放數波劇毒魔法，在三回合內產生持續性傷害效果，共造成$s1點傷害。","1","3","0","32","136160"
"188","憤怒潰擊","大晶佬隨機猛擊一個敵人，造成$s1點傷害，並使目標造成的傷害降低$s2點，持續一回合。","3","1","0","1","132298"
"189","憤怒重擊","重擊最近的敵人，造成$s1點傷害。","3","0","0","1","135906"
"190","靈魄波","轟擊所有近戰敵人，造成$s1點暗影傷害。","3","0","0","32","3528313"
"191","毒性噴散","每回合對所有敵人造成$s1點自然傷害，並使所有盟友恢復$s2點生命力。","1","0","0","8","132104"
"192","暗影箭","拉桑衝擊最遠的敵人，造成$s1點暗影傷害。","2","0","0","32","135640"
"193","血肉爆發","吞臂獻祭自身的血肉，對近戰範圍內的敵人造成$s1點物理傷害，並對自己造成$s2點傷害。","2","0","0","32","134084"
"194","強化之力","亞許拉卡消耗自己的生命力，強化附近一名盟友，使其額外造成$s1點暗影傷害，受到的傷害降低$s2點，持續$d。","3","2","0","32","236294"
"195","蔓延寒意","塔勒西每回合對面前錐形範圍內的敵人造成$s1點冰霜傷害，持續$d。","4","2","0","16","135837"
"196","刀刃雹暴","維凱因對附近一名敵人發動多次攻擊，依序造成$s1點、$s2點、$s3點及$s4點物理傷害。","5","0","0","1","458731"
"197","重新組裝","組裝員瑟多拉重鑄附近所有盟友，使其恢復$s1點生命力。","2","0","0","32","3386320"
"198","骸骨之盾","響袋周圍環繞迴旋的骨頭，受到的傷害降低$s1點，同時對攻擊他的敵人造成$s2點暗影傷害。","3","2","0","32","136127"
"199","笨重揮擊","對近戰範圍內的所有敵人進行狂野揮擊，造成$s1點傷害。","3","0","0","1","236316"
"200","昏迷掃擊","猛擊近戰範圍內的所有敵人，造成$s1點自然傷害，並使其造成的傷害降低$s2點","4","0","0","8","132105"
"201","滔天怒氣","陷入狂亂，攻擊所有遠程敵人，造成$s1點自然傷害。","4","0","0","8","136217"
"202","迴旋之牆","吸引所有敵人的注意力，強迫其將注意力放在自己身上。","4","2","0","8","136018"
"203","刺骨狂風","靈魄灌注的致命魔法狂風撕裂近戰範圍內的所有敵人，造成$s1點自然傷害。","4","0","0","8","136022"
"204","死亡衝擊","衝擊最近的敵人，造成$s1點暗影傷害，並使其造成的傷害降低$s2點，持續兩回合","5","2","0","32","460686"
"205","骨灰","散發死靈能量脈衝，使前線盟友恢復$s1點生命力","3","0","0","8","132097"
"206","憎惡踢擊","那是腳？還是蹄？很難說，不過踢人很痛倒是真的，對最近的敵人造成$s1點傷害。","3","0","0","1","132368"
"207","野性突擊","以銳齒利爪突擊敵人，對直線上的所有敵人造成$s1點傷害。","2","0","0","1","132133"
"208","破膽咆哮","大聲咆哮，隨機對一個敵人發出令人膽寒的挑戰，強迫其將注意力放在自己身上。","4","2","0","8","132137"
"209","狂熱儀式","隨機鼓舞一名盟友壯烈犧牲。使其造成的傷害提高$s1點，持續一回合","2","1","0","32","3528291"
"210","死亡浪潮","激起死亡魔法浪潮，對所有敵人造成$s1點暗影傷害。","3","0","0","32","451165"
"211","酸液噴射","噴出一道有毒物質，對最近的敵人附近錐形範圍內的目標造成$s1點自然傷害。","4","0","0","8","136016"
"212","驚慌恐懼","驚慌的野獸隨機攻擊一個目標，造成$s1點傷害。","4","0","0","1","136147"
"213","群體治療","這個古老生物釋放數波良性孢子，治療最近的盟友附近錐形範圍內的目標，使其恢復$s1點生命力","3","0","0","8","628135"
"214","死靈鞭笞","以死靈能量猛擊最近的敵人附近錐形範圍內的目標，造成$s1點暗影傷害。","2","0","0","32","3528297"
"215","軟泥巨拳","以巨大的拳頭進行攻擊，對最近的敵人造成$s1點自然傷害。","5","0","0","8","840404"
"216","威嚇嘶叫","大聲發出嘶嘶聲。走開！使其不會成為目標，持續兩回合","5","2","0","32","132103"
"217","殘殺","以死靈能量進行猛擊，攻擊所有遠程敵人，造成$s1點暗影傷害。","4","0","0","32","3528295"
"218","骨祭","周圍環繞骨頭保護自己，受到的傷害降低$s1點，持續兩回合。","5","2","0","32","458717"
"219","死靈治療","汲取死亡，強化其死靈能量，使最近的盟友恢復$s1點生命力，受到的傷害降低$s2點，持續兩回合。","6","2","0","32","3528292"
"220","凶暴切割","致命利爪抓傷近戰範圍內的所有敵人，造成$s1點傷害。","3","0","0","1","457637"
"221","鑽地","鑽到地下，避免成為目標，持續兩合","4","2","0","8","136025"
"222","含毒撕咬","以有毒的尖牙進行攻擊，對最近的敵人造成$s1點自然傷害，同時在兩回合內造成#s2點自然傷害。","4","2","0","8","136016"
"223","永恆死亡浪潮","強大的死亡魔法流竄在苦難之境，讓你的隊伍受到可堆疊的持續性傷害效果。","1","10","0","32","136160"
"224","淵喉淬鍊爪","致命利爪在近戰範圍撕裂敵人，造成$s1點傷害。","3","0","0","1","132116"
"225","苦痛湧流","發出一股尖嘯，對最靠近的敵人與其身後錐形範圍內的敵人造成$s1點暗影傷害。","2","0","0","32","236302"
"226","淵喉突刺","對最靠近的敵人身後的錐形範圍猛力擊出長矛，造成$s1點暗影傷害。","3","0","0","32","3528302"
"227","恐懼轟炸","閻獄之主發射飛彈轟炸卡西斯，每回合對一名隨機敵人造成$s1點暗影傷害。","1","0","0","32","3528302"
"228","毀滅","十回合之後，一股絕對毀滅浪潮會流遍整個鍊魂塔，對你的隊伍造成$s1點傷害。","10","0","1","32","3528305"
"229","淵誓儀式","古代的祭儀和符文保護著一名隨機敵方隊伍成員，使他所受到的傷害降低$s1%，持續兩回合。","2","2","0","32","3528305"
