Id,Name,ChrCustomizationOptionId,ChrCustomizationReqId,OrderIndex,Color,Color2,OrderIndex2,Flags
"406","束髮","21","141","4","0","0","4","0"
"407","髮辮","21","141","5","0","0","5","0"
"408","馬尾","21","141","6","0","0","6","0"
"409","尖刺","21","141","7","0","0","7","0"
"410","莫霍克","21","141","8","0","0","8","0"
"411","高馬尾","21","141","9","0","0","9","0"
"412","長","21","141","10","0","0","10","0"
"413","狂野","21","141","11","0","0","11","0"
"414","楔形","21","141","12","0","0","12","0"
"415","","22","141","0","4142720","0","8","0"
"416","","22","141","1","8400393","0","4","0"
"417","","22","141","2","7340043","0","2","0"
"418","","22","141","3","7868527","0","10","0"
"419","","22","141","4","6365306","0","9","0"
"420","","22","141","5","4999233","0","12","0"
"421","","22","141","6","6908728","0","6","0"
"422","","22","141","7","10000782","0","11","0"
"423","","22","142","8","-12571536","0","70","0"
"424","","22","142","9","-13477545","0","71","0"
"425","","22","142","10","-9138319","0","72","0"
"426","","22","10","11","2829114","0","100","0"
"427","無","23","141","0","0","0","0","0"
"428","鬍渣","23","141","1","0","0","1","0"
"429","下巴鬍","23","141","2","0","0","2","0"
"430","山羊鬍","23","141","3","0","0","3","0"
"431","分開","23","141","4","0","0","4","0"
"432","濃密","23","141","5","0","0","5","0"
"433","厚實","23","141","6","0","0","6","0"
"434","捆紮","23","141","7","0","0","7","0"
"435","長","23","141","8","0","0","8","0"
"436","辮子","23","141","9","0","0","9","0"
"437","套環","23","141","10","0","0","10","0"
"438","前傾","24","141","0","0","0","0","0"
"439","挺直","24","141","1","0","0","1","0"
"440","","25","141","0","-7161797","0","1","0"
"441","","25","141","1","-4798662","0","2","0"
"442","","25","141","2","-4540880","0","3","0"
"443","","25","141","3","-6186950","0","6","0"
"444","","25","141","4","-5204683","0","5","0"
"445","","25","141","5","-4676041","0","4","0"
"446","","25","141","6","-9066879","0","12","0"
"447","","25","141","7","-7886771","0","9","0"
"448","","25","141","8","-6373557","0","8","0"
"449","","25","12","9","0","0","90","0"
"450","","25","12","10","0","0","91","0"
"451","","25","89","11","11839888","0","70","0"
"452","","25","89","12","-4550092","0","72","0"
"453","","25","89","13","11048572","0","71","0"
"454","","25","12","14","0","0","92","0"
"455","","25","12","15","0","0","93","0"
"456","","25","12","16","0","0","94","0"
"457","","25","12","17","0","0","95","0"
"458","","25","12","18","0","0","96","0"
"459","","25","12","19","0","0","97","0"
"460","","25","12","20","0","0","98","0"
"461","","25","12","21","0","0","99","0"
"462","","25","12","22","0","0","100","0"
"463","","25","12","23","0","0","101","0"
"464","","25","12","24","0","0","102","0"
"465","","25","12","25","0","0","103","0"
"466","","25","12","26","0","0","104","0"
"467","","25","12","27","0","0","105","0"
"468","","25","12","28","0","0","106","0"
"469","","25","12","29","0","0","107","0"
"470","","25","12","30","0","0","108","0"
"471","","25","10","31","0","0","109","0"
"472","","26","146","0","0","0","0","0"
"473","","26","146","1","0","0","1","0"
"474","","26","146","2","0","0","2","0"
"475","","26","146","3","0","0","3","0"
"476","","26","146","4","0","0","4","0"
"477","","26","146","5","0","0","5","0"
"478","","26","146","6","0","0","6","0"
"479","","26","146","7","0","0","7","0"
"480","","26","146","8","0","0","8","0"
"481","","26","142","9","0","0","9","0"
"482","","26","142","10","0","0","10","0"
"483","","26","142","11","0","0","11","0"
"484","","26","142","12","0","0","12","0"
"485","","26","142","13","0","0","13","0"
"486","","26","142","14","0","0","14","0"
"487","","26","142","15","0","0","15","0"
"488","","26","142","16","0","0","16","0"
"489","","26","142","17","0","0","17","0"
"490","頂髻","27","141","0","0","0","0","0"
"491","馬尾","27","141","1","0","0","1","0"
"492","冠毛","27","141","2","0","0","2","0"
"493","直排髮束","27","141","3","0","0","3","0"
"494","短雙馬尾","27","141","4","0","0","4","0"
"495","雙角髻","27","141","5","0","0","5","0"
"496","髮鬃","27","141","6","0","0","6","0"
"497","光頭","27","141","7","0","0","7","0"
"498","狂野","27","141","8","0","0","8","0"
"499","時尚","27","141","9","0","0","9","0"
"500","男生頭","27","141","10","0","0","10","0"
"501","大旁分","27","141","11","0","0","11","0"
"502","長","27","141","12","0","0","12","0"
"503","瀏海","27","141","13","0","0","13","0"
"504","多條髮辮","27","141","14","0","0","14","0"
"505","","28","141","0","-12634496","0","8","0"
"506","","28","141","1","-8376823","0","4","0"
"507","","28","141","2","-9437173","0","2","0"
"508","","28","141","3","-8908689","0","10","0"
"509","","28","141","4","-10411910","0","9","0"
"510","","28","141","5","4999233","0","12","0"
"511","","28","141","6","-9868488","0","6","0"
"512","","28","141","7","-6776434","0","11","0"
"513","","28","142","8","-12571536","0","70","0"
"514","","28","142","9","-13477545","0","71","0"
"515","","28","142","10","-9138319","0","72","0"
"516","","28","10","11","2829114","0","100","0"
"517","無","29","141","0","0","0","0","0"
"518","金耳環","29","141","1","0","0","1","0"
"519","耳輪金環","29","141","2","0","0","2","0"
"520","不對稱","29","141","3","0","0","3","0"
"521","六金環","29","141","4","0","0","4","0"
"522","圓扣","29","141","5","0","0","5","0"
"523","耳輪穿骨","29","141","6","0","0","6","0"
"524","","30","141","0","12222298","0","5","0"
"525","","30","141","1","-3763615","0","3","0"
"526","","30","141","2","13611925","0","1","0"
"527","","30","141","3","12023374","0","6","0"
"528","","30","141","4","10516049","0","9","0"
"529","","30","141","5","7757127","0","10","0"
"530","","30","141","6","12229240","0","2","0"
"531","","30","141","7","11178619","0","4","0"
"532","","30","141","8","-6653334","0","8","0"
"533","","30","12","9","0","0","100","0"
"534","","30","12","10","0","0","101","0"
"535","","30","12","11","0","0","102","0"
"536","","30","12","12","0","0","103","0"
"537","","30","12","13","0","0","104","0"
"538","","30","12","14","0","0","105","0"
"539","","30","12","15","0","0","106","0"
"540","","30","12","16","0","0","107","0"
"541","","30","12","17","0","0","108","0"
"542","","30","12","18","0","0","109","0"
"543","","30","91","19","-9345451","0","72","0"
"544","","30","91","20","-7238270","0","71","0"
"545","","30","91","21","-6189473","0","70","0"
"546","","30","12","22","0","0","110","0"
"547","","30","12","23","0","0","111","0"
"548","","30","12","24","0","0","112","0"
"549","","30","12","25","0","0","113","0"
"550","","30","10","26","0","0","114","0"
"551","","31","146","0","0","0","0","0"
"552","","31","146","1","0","0","1","0"
"553","","31","146","2","0","0","2","0"
"554","","31","146","3","0","0","3","0"
"555","","31","146","4","0","0","4","0"
"556","","31","146","5","0","0","5","0"
"557","","31","146","6","0","0","6","0"
"558","","31","146","7","0","0","7","0"
"559","","31","146","8","0","0","8","0"
"560","","31","146","9","0","0","9","0"
"561","","31","142","10","0","0","10","0"
"562","","31","142","11","0","0","11","0"
"563","","31","142","12","0","0","12","0"
"564","","31","142","13","0","0","13","0"
"565","","31","142","14","0","0","14","0"
"566","","31","142","15","0","0","15","0"
"567","","31","142","16","0","0","16","0"
"568","","31","142","17","0","0","17","0"
"569","","31","142","18","0","0","18","0"
"570","","31","142","19","0","0","19","0"
"571","光頭","32","141","0","0","0","0","0"
"572","長","32","141","1","0","0","1","0"
"573","馬尾","32","141","2","0","0","2","0"
"574","短","32","141","3","0","0","3","0"
"575","高馬尾","32","141","4","0","0","4","0"
"576","短馬尾","32","141","5","0","0","5","0"
"577","後梳","32","141","6","0","0","6","0"
"578","髮線後退","32","141","7","0","0","7","0"
"579","武士髻","32","141","8","0","0","8","0"
"580","辮子","32","141","9","0","0","9","0"
"581","短辮子","32","141","10","0","0","10","0"
"582","野蠻人","32","141","11","0","0","11","0"
"583","士兵","32","141","12","0","0","12","0"
"584","學者","32","141","13","0","0","13","0"
"585","僧侶","32","141","14","0","0","14","0"
"586","酷炫","32","141","15","0","0","15","0"
"587","三頂結","32","141","16","0","0","16","0"
"588","蓬亂","32","141","17","0","0","17","0"
"589","瞞天過海","32","141","18","0","0","18","0"
"590","","33","141","0","11749888","0","5","0"
"591","","33","141","1","14386944","0","9","0"
"592","","33","141","2","10693632","0","3","0"
"593","","33","141","3","10915698","0","8","0"
"594","","33","141","4","8405019","0","4","0"
"595","","33","141","5","-13815746","0","33","0"
"596","","33","141","6","10907713","0","6","0"
"597","","33","141","7","-6513508","0","31","0"
"598","","33","141","8","-10263709","0","32","0"
"599","","33","141","9","5523489","0","22","0"
"600","","33","142","10","6821666","0","72","0"
"601","","33","142","11","-10068404","0","70","0"
"602","","33","142","12","-14670518","0","71","0"
"603","","33","10","13","0","0","100","0"
"604","濃密","34","141","0","0","0","0","0"
"605","雙辮子","34","141","1","0","0","1","0"
"606","精心梳理","34","141","2","0","0","2","0"
"607","短","34","141","3","0","0","3","0"
"608","中","34","141","4","0","0","4","0"
"609","華美","34","141","5","0","0","5","0"
"610","厚實","34","141","6","0","0","6","0"
"611","尖鬍子","34","141","7","0","0","7","0"
"612","長辮子","34","141","8","0","0","8","0"
"613","詐騙鬍","34","141","9","0","0","9","0"
"614","怪鬍子","34","141","10","0","0","10","0"
"615","","35","141","0","13474169","0","5","0"
"616","","35","141","1","14135429","0","1","0"
"617","","35","141","2","13280911","0","3","0"
"618","","35","141","3","13275487","0","7","0"
"619","","35","141","4","11961180","0","8","0"
"620","","35","141","5","10119242","0","10","0"
"621","","35","141","6","13217671","0","2","0"
"622","","35","141","7","-3693433","0","4","0"
"623","","35","141","8","-4743787","0","6","0"
"624","","35","12","9","0","0","100","0"
"625","","35","12","10","0","0","101","0"
"626","","35","93","11","-5800083","0","72","0"
"627","","35","93","12","-5400212","0","71","0"
"628","","35","93","13","-5529190","0","70","0"
"629","","35","12","14","0","0","102","0"
"630","","35","12","15","0","0","103","0"
"631","","35","12","16","0","0","104","0"
"632","","35","12","17","0","0","105","0"
"633","","35","10","18","0","0","106","0"
"634","","36","146","0","0","0","0","0"
"635","","36","146","1","0","0","1","0"
"636","","36","146","2","0","0","2","0"
"637","","36","146","3","0","0","3","0"
"638","","36","146","4","0","0","4","0"
"639","","36","146","5","0","0","5","0"
"640","","36","146","6","0","0","6","0"
"641","","36","146","7","0","0","7","0"
"642","","36","146","8","0","0","8","0"
"643","","36","146","9","0","0","9","0"
"644","","36","142","10","0","0","10","0"
"645","","36","142","11","0","0","11","0"
"646","","36","142","12","0","0","12","0"
"647","","36","142","13","0","0","13","0"
"648","","36","142","14","0","0","14","0"
"649","","36","142","15","0","0","15","0"
"650","","36","142","16","0","0","16","0"
"651","","36","142","17","0","0","17","0"
"652","","36","142","18","0","0","18","0"
"653","","36","142","19","0","0","19","0"
"654","粗辮子","37","141","0","0","0","0","0"
"655","雙辮圓髻","37","141","1","0","0","1","0"
"656","編辮","37","141","2","0","0","2","0"
"657","短雙馬尾","37","141","3","0","0","3","0"
"658","辮髻","37","141","4","0","0","4","0"
"659","圈圈","37","141","5","0","0","5","0"
"660","繫帶","37","141","6","0","0","6","0"
"661","短髮","37","141","7","0","0","7","0"
"662","中分","37","141","8","0","0","8","0"
"663","短辮子","37","141","9","0","0","9","0"
"664","耳下短髮","37","141","10","0","0","10","0"
"665","剪短","37","141","11","0","0","11","0"
"666","瀏海","37","141","12","0","0","12","0"
"667","聚攏","37","141","13","0","0","13","0"
"668","圓髻","37","141","14","0","0","14","0"
"669","俏麗","37","141","15","0","0","15","0"
"670","耳下捲髮","37","141","16","0","0","16","0"
"671","雙馬尾辮","37","141","17","0","0","17","0"
"672","馬尾辮","37","141","18","0","0","18","0"
"673","飛翼","37","141","19","0","0","19","0"
"674","俏皮圓髻","37","141","20","0","0","20","0"
"675","","38","141","0","-5027328","0","4","0"
"676","","38","141","1","-2390272","0","8","0"
"677","","38","141","2","-6083584","0","2","0"
"678","","38","141","3","-5861518","0","7","0"
"679","","38","141","4","-8372197","0","3","0"
"680","","38","141","5","-13815746","0","34","0"
"681","","38","141","6","-5869503","0","5","0"
"682","","38","141","7","-6513508","0","31","0"
"683","","38","141","8","-10263709","0","33","0"
"684","","38","141","9","-11253727","0","22","0"
"685","","38","142","10","6821666","0","72","0"
"686","","38","142","11","-10068404","0","70","0"
"687","","38","142","12","-14670518","0","71","0"
"688","","38","10","13","-14670518","0","100","0"
"695","","40","141","0","10712704","0","1","0"
"696","","40","141","1","9859719","0","3","0"
"697","","40","141","2","7888239","0","5","0"
"698","","40","141","3","9147543","0","9","0"
"699","","40","141","4","8485513","0","7","0"
"700","","40","141","5","7962255","0","8","0"
"701","","40","141","6","10191216","0","10","0"
"702","","40","141","7","11500916","0","11","0"
"703","","40","141","8","10905716","0","2","0"
"704","","40","95","9","12496539","0","71","0"
"705","","40","95","10","-5726122","0","70","0"
"706","","40","95","11","7890003","0","72","0"
"707","","40","12","12","9516317","0","100","0"
"708","","40","12","13","11513761","0","101","0"
"709","","40","143","14","10128028","0","50","0"
"710","","40","143","15","7103359","0","52","0"
"711","","40","143","16","7497596","0","51","0"
"712","","40","143","17","-9936514","0","53","0"
"713","","40","143","18","6840702","0","54","0"
"714","","40","143","19","-9272426","0","55","0"
"715","","40","10","20","0","0","102","0"
"716","","40","12","21","0","0","103","0"
"717","","40","138","22","8288400","0","40","0"
"718","","40","12","23","11054754","0","104","0"
"719","","41","146","0","0","0","0","0"
"720","","41","146","1","0","0","1","0"
"721","","41","146","2","0","0","2","0"
"722","","41","146","3","0","0","3","0"
"723","","41","146","4","0","0","4","0"
"724","","41","146","5","0","0","5","0"
"725","","41","146","6","0","0","6","0"
"726","","41","146","7","0","0","7","0"
"727","","41","146","8","0","0","8","0"
"728","","41","142","9","0","0","9","0"
"729","","41","142","10","0","0","10","0"
"730","","41","142","11","0","0","11","0"
"731","","41","142","12","0","0","12","0"
"732","","41","142","13","0","0","13","0"
"733","","41","142","14","0","0","14","0"
"734","","41","142","15","0","0","15","0"
"735","","41","142","16","0","0","16","0"
"736","","41","142","17","0","0","17","0"
"737","髮鬃","42","141","0","0","0","0","0"
"738","頂髻","42","141","1","0","0","1","0"
"739","長髮","42","141","2","0","0","2","0"
"740","馬尾","42","141","3","0","0","3","0"
"741","武士髻","42","141","4","0","0","4","0"
"742","短馬尾","42","141","5","0","0","5","0"
"743","迎風吹","42","141","6","0","0","6","0"
"744","短辮","42","141","7","0","0","7","0"
"745","狂野","42","141","8","0","0","8","0"
"746","長辮子","42","141","9","0","0","9","0"
"747","莫霍克","42","141","10","0","0","10","0"
"748","長馬尾","42","141","11","0","0","11","0"
"749","","43","141","0","5470976","0","2","0"
"750","","43","141","1","38986","0","3","0"
"751","","43","141","2","224320","0","4","0"
"752","","43","141","3","42632","0","5","0"
"753","","43","141","4","10662851","0","12","0"
"754","","43","141","5","1404809","0","6","0"
"755","","43","141","6","3030150","0","7","0"
"756","","43","141","7","5378694","0","8","0"
"757","","43","141","8","10295202","0","9","0"
"758","","43","141","9","11543150","0","11","0"
"759","","43","142","10","-12625627","0","70","0"
"760","","43","142","11","-12763543","0","71","0"
"761","","43","142","12","7363458","0","72","0"
"762","","43","12","13","2829122","0","100","0"
"763","無","44","141","0","0","0","0","0"
"764","長","44","141","3","0","0","3","0"
"765","濃密","44","141","4","0","0","4","0"
"766","捆紮","44","141","5","0","0","5","0"
"767","藤蔓","44","141","6","0","0","6","0"
"768","整齊","44","141","7","0","0","7","0"
"769","無","376","141","0","0","0","0","0"
"770","苦難","376","143","1","0","0","1","0"
"771","背叛者","376","143","2","0","0","2","0"
"772","痛楚","376","143","3","0","0","3","0"
"773","獻祭","376","143","4","0","0","4","0"
"774","復仇","376","143","5","0","0","5","0"
"775","","46","170","1","-5439665","0","1","0"
"776","","46","170","2","-12022729","0","3","0"
"777","","46","170","3","6098427","0","4","0"
"778","","46","170","4","-9448655","0","2","0"
"779","","46","170","5","15140372","0","5","0"
"780","","46","170","6","4673380","0","6","0"
"782","無","47","141","0","0","0","0","0"
"783","背叛者","47","143","1","0","0","1","0"
"784","野獸","47","143","2","0","0","2","0"
"785","寬","47","143","3","0","0","3","0"
"786","山羊","47","143","4","0","0","4","0"
"787","鬼角","47","143","5","0","0","5","0"
"788","蹺高","47","143","6","0","0","6","0"
"789","無","48","145","0","0","0","0","0"
"790","魔能","48","143","1","0","0","1","0"
"791","半臉","48","143","2","0","0","2","0"
"792","尖牙","48","143","3","0","0","3","0"
"793","骸骨","48","143","4","0","0","4","0"
"794","護面","48","143","5","0","0","5","0"
"795","亞麻","48","141","6","0","0","6","8"
"796","棕色","48","143","7","-9877197","0","7","0"
"797","灰色","48","143","8","-9345414","0","8","0"
"798","紅色","48","143","9","-7919329","0","9","0"
"799","黑色","48","143","10","-12963782","0","10","0"
"800","綠色","48","143","11","-9212353","0","11","0"
"801","","49","141","0","13540523","0","1","0"
"802","","49","141","1","12293797","0","4","0"
"803","","49","141","2","12029340","0","3","0"
"804","","49","141","3","-3627613","0","5","0"
"805","","49","141","4","11969941","0","12","0"
"806","","49","141","5","11316148","0","11","0"
"807","","49","141","6","14660777","0","6","0"
"808","","49","141","7","14065303","0","7","0"
"809","","49","141","8","12814487","0","2","0"
"810","","49","97","9","14467250","0","71","0"
"811","","49","97","10","-4020141","0","70","0"
"812","","49","97","11","-6328224","0","72","0"
"813","","49","12","12","8680581","0","100","0"
"814","","49","12","13","0","0","101","0"
"815","","49","143","14","8680581","0","50","0"
"816","","49","143","15","5854569","0","53","0"
"817","","49","143","16","6969711","0","51","0"
"818","","49","143","17","5788519","0","52","0"
"819","","49","143","18","5658733","0","54","0"
"820","","49","143","19","-9272426","0","55","0"
"821","","49","10","20","0","0","102","0"
"822","","49","12","21","0","0","103","0"
"823","","49","138","22","8420754","0","40","0"
"824","","49","12","23","10593945","0","104","0"
"825","","50","146","0","0","0","0","0"
"826","","50","146","1","0","0","1","0"
"827","","50","146","2","0","0","2","0"
"828","","50","146","3","0","0","3","0"
"829","","50","146","4","0","0","4","0"
"830","","50","146","5","0","0","5","0"
"831","","50","146","6","0","0","6","0"
"832","","50","146","7","0","0","7","0"
"833","","50","146","8","0","0","8","0"
"834","","50","142","9","0","0","9","0"
"835","","50","142","10","0","0","10","0"
"836","","50","142","11","0","0","11","0"
"837","","50","142","12","0","0","12","0"
"838","","50","142","13","0","0","13","0"
"839","","50","142","14","0","0","14","0"
"840","","50","142","15","0","0","15","0"
"841","","50","142","16","0","0","16","0"
"842","","50","142","17","0","0","17","0"
"843","長髮","51","141","0","0","0","0","0"
"844","蓬鬆馬尾","51","141","1","0","0","1","0"
"845","短髮","51","141","2","0","0","2","0"
"846","高馬尾","51","141","3","0","0","3","0"
"847","雙馬尾辮","51","141","4","0","0","4","0"
"848","短馬尾","51","141","5","0","0","5","0"
"849","馬尾辮","51","141","6","0","0","6","0"
"850","髮箍","51","141","7","0","0","7","0"
"851","緊貼","51","141","8","0","0","8","0"
"852","男生頭","51","141","9","0","0","9","0"
"853","聚攏","51","141","10","0","0","10","0"
"854","辮子圈","51","141","11","0","0","11","0"
"855","俏皮雙髻","51","141","12","0","0","12","0"
"856","俏皮馬尾","51","141","13","0","0","13","0"
"857","精靈短髮","51","141","14","0","0","14","0"
"858","","52","141","0","5470976","0","2","0"
"859","","52","141","1","38986","0","3","0"
"860","","52","141","2","224320","0","4","0"
"861","","52","141","3","42632","0","5","0"
"862","","52","141","4","10662851","0","12","0"
"863","","52","141","5","1404809","0","6","0"
"864","","52","141","6","3030150","0","7","0"
"865","","52","141","7","5378694","0","8","0"
"866","","52","142","8","-12763543","0","71","0"
"867","","52","142","9","7363458","0","72","0"
"868","","52","141","10","10295202","0","9","0"
"869","","52","141","11","11543150","0","11","0"
"870","","52","142","12","-12625627","0","70","0"
"871","熊紋","53","141","1","0","0","1","0"
"872","刃紋","53","141","2","0","0","2","0"
"873","鶴紋","53","141","3","0","0","3","0"
"874","葉紋","53","141","4","0","0","4","0"
"875","爪紋","53","141","5","0","0","5","0"
