Id,Name,ClassMask,TrackingQuestId,Flags,TransmogSetGroupId,ItemNameDescriptionId,ParentTransmogSetId,Field_8_1_0_28294_008,ExpansionId,PatchIntroduced,UiOrder,ConditionId
"175","天選逝者裝束","3592","45226","2","47","13193","0","1","6","70100","8551","0"
"176","天選逝者裝束","3592","45227","2","47","2015","175","1","6","70100","8552","0"
"177","天選逝者裝束","3592","45228","2","47","13145","175","1","6","70100","8553","0"
"178","天選逝者裝束","3592","45229","2","47","1641","175","1","6","70100","8550","0"
"179","天選逝者鍊甲","68","45230","2","47","13193","0","1","6","70100","8551","0"
"180","天選逝者鍊甲","68","45231","2","47","2015","179","1","6","70100","8552","0"
"181","天選逝者鍊甲","68","45232","2","47","13145","179","1","6","70100","8553","0"
"182","天選逝者鍊甲","68","45233","2","47","1641","179","1","6","70100","8550","0"
"183","天選逝者葬儀鎧甲","35","45234","2","47","13193","0","1","6","70100","8551","0"
"184","天選逝者葬儀鎧甲","35","45235","2","47","2015","183","1","6","70100","8552","0"
"185","天選逝者葬儀鎧甲","35","45236","2","47","13145","183","1","6","70100","8553","0"
"186","天選逝者葬儀鎧甲","35","45237","2","47","1641","183","1","6","70100","8550","0"
"187","驚懼鬥士鍊甲護甲","4","45583","16","9","13304","286","1","4","50003","4580","0"
"188","驚懼鬥士龍皮護甲","1024","45584","16","9","13304","281","1","4","50003","4580","0"
"189","驚懼鬥士懼鎧護甲","32","45585","16","9","13304","285","1","4","50003","4580","0"
"190","驚懼鬥士魔織護甲","256","45593","16","9","13304","283","1","4","50003","4580","0"
"191","驚懼鬥士鐵皮護甲","512","45594","16","9","13304","279","1","4","50003","4580","0"
"192","驚懼鬥士皮甲護甲","8","45595","16","9","13304","280","1","4","50003","4580","0"
"193","驚懼鬥士鎧甲","1","45596","16","9","13304","278","1","4","50003","4580","0"
"194","驚懼鬥士環甲護甲","64","45597","16","9","13304","284","1","4","50003","4580","0"
"195","驚懼鬥士緞質護甲","16","45598","16","9","13304","282","1","4","50003","4580","0"
"196","驚懼鬥士綴鱗護甲","2","45599","16","9","13304","277","1","4","50003","4580","0"
"197","驚懼鬥士絲質護甲","128","45600","16","9","13304","276","1","4","50003","4580","0"
"198","暴虐鬥士鍊甲護甲","4","45601","24","15","13301","0","1","4","50200","5220","0"
"199","暴虐鬥士鍊甲護甲","4","45602","20","15","13301","0","1","4","50200","5220","0"
"200","暴虐鬥士龍皮護甲","1024","45603","24","15","13301","0","1","4","50200","5220","0"
"201","暴虐鬥士懼鎧護甲","32","45604","24","15","13301","0","1","4","50200","5220","0"
"202","暴虐鬥士魔織護甲","256","45605","24","15","13301","0","1","4","50200","5220","0"
"203","暴虐鬥士鐵皮護甲","512","45607","24","15","13301","0","1","4","50200","5220","0"
"204","暴虐鬥士皮甲護甲","8","45608","24","15","13301","0","1","4","50200","5220","0"
"205","暴虐鬥士鎧甲護甲","1","45609","24","15","13301","0","1","4","50200","5220","0"
"206","暴虐鬥士環甲護甲","64","45610","24","15","13301","0","1","4","50200","5220","0"
"207","暴虐鬥士緞質護甲","16","45611","24","15","13301","0","1","4","50200","5220","0"
"208","暴虐鬥士綴鱗護甲","2","45612","24","15","13301","0","1","4","50200","5220","0"
"209","暴虐鬥士絲質護甲","128","45613","24","15","13301","0","1","4","50200","5220","0"
"210","暴虐鬥士龍皮護甲","1024","45617","20","15","13301","0","1","4","50200","5220","0"
"211","暴虐鬥士懼鎧護甲","32","45616","20","15","13301","0","1","4","50200","5220","0"
"212","暴虐鬥士魔織護甲","256","45618","20","15","13301","0","1","4","50200","5220","0"
"213","暴虐鬥士鐵皮護甲","512","45619","20","15","13301","0","1","4","50200","5220","0"
"214","暴虐鬥士皮甲護甲","8","45620","20","15","13301","0","1","4","50200","5220","0"
"215","暴虐鬥士鎧甲護甲","1","45621","20","15","13301","0","1","4","50200","5220","0"
"216","暴虐鬥士環甲護甲","64","45622","20","15","13301","0","1","4","50200","5220","0"
"217","暴虐鬥士緞質護甲","16","45623","20","15","13301","0","1","4","50200","5220","0"
"218","暴虐鬥士綴鱗護甲","2","45624","20","15","13301","0","1","4","50200","5220","0"
"219","暴虐鬥士絲質護甲","128","45625","20","15","13301","0","1","4","50200","5220","0"
"228","瑟班加速套裝","144","42778","1","0","7434","0","1","4","0","200","0"
"230","父母鍊甲套裝","4","43136","3","7","8027","0","1","2","0","7100","0"
"231","兒童鍊甲套裝","4","43197","1","6","7906","230","1","2","0","6600","0"
"232","驕傲鬥士鍊甲護甲","4","45884","20","14","13301","0","1","4","50400","5500","0"
"233","驕傲鬥士龍皮護甲","1024","45885","20","14","13301","0","1","4","50400","5500","0"
"234","驕傲鬥士懼鎧護甲","32","45886","20","14","13301","0","1","4","50400","5500","0"
"235","驕傲鬥士魔織護甲","256","45887","20","14","13301","0","1","4","50400","5500","0"
"236","驕傲鬥士武器庫","512","45888","20","14","13301","0","1","4","50400","5500","0"
"237","驕傲鬥士皮甲護甲","8","45889","20","14","13301","0","1","4","50400","5500","0"
"238","驕傲鬥士鎧甲護甲","1","45891","20","14","13301","0","1","4","50400","5500","0"
"239","驕傲鬥士環甲護甲","64","45892","20","14","13301","0","1","4","50400","5500","0"
"240","驕傲鬥士緞質護甲","16","45893","20","14","13301","0","1","4","50400","5500","0"
"241","驕傲鬥士綴鱗護甲","2","45894","20","14","13301","0","1","4","50400","5500","0"
"242","驕傲鬥士絲質護甲","128","45895","20","14","13301","0","1","4","50400","5500","0"
"243","驕傲鬥士鍊甲護甲","4","45896","24","14","13301","0","1","4","50400","5500","0"
"244","驕傲鬥士龍皮護甲","1024","45897","24","14","13301","0","1","4","50400","5500","0"
"245","驕傲鬥士懼鎧護甲","32","45898","24","14","13301","0","1","4","50400","5500","0"
"246","驕傲鬥士魔織護甲","256","45899","24","14","13301","0","1","4","50400","5500","0"
"247","驕傲鬥士武器庫","512","45900","24","14","13301","0","1","4","50400","5500","0"
"248","驕傲鬥士皮甲護甲","8","46315","24","14","13301","0","1","4","50400","5500","0"
"249","驕傲鬥士鎧甲護甲","1","45901","24","14","13301","0","1","4","50400","5500","0"
"250","驕傲鬥士環甲護甲","64","45903","24","14","13301","0","1","4","50400","5500","0"
"251","驕傲鬥士緞質護甲","16","45907","24","14","13301","0","1","4","50400","5500","0"
"252","驕傲鬥士綴鱗護甲","2","45911","24","14","13301","0","1","4","50400","5500","0"
"253","驕傲鬥士絲質護甲","128","45912","24","14","13301","0","1","4","50400","5500","0"
"254","暴君鬥士鍊甲護甲","4","45935","24","16","13301","0","1","4","50100","4960","0"
"255","暴君鬥士龍皮護甲","1024","45936","24","16","13301","0","1","4","50100","4960","0"
"256","暴君鬥士懼鎧護甲","32","45937","24","16","13301","0","1","4","50100","4960","0"
"257","暴君鬥士魔織護甲","256","45938","24","16","13301","0","1","4","50100","4960","0"
"258","暴君鬥士緞質護甲","16","45939","24","16","13301","0","1","4","50100","4960","0"
"259","暴君鬥士鐵皮護甲","512","45940","24","16","13301","0","1","4","50100","4960","0"
"260","暴君鬥士皮甲護甲","8","45942","24","16","13301","0","1","4","50100","4960","0"
"261","暴君鬥士鎧甲護甲","1","45943","24","16","13301","0","1","4","50100","4960","0"
"262","暴君鬥士環甲薩滿","64","45944","24","16","13301","0","1","4","50100","4960","0"
"263","暴君鬥士綴鱗護甲","2","45945","24","16","13301","0","1","4","50100","4960","0"
"264","暴君鬥士絲質護甲","128","45946","24","16","13301","0","1","4","50100","4960","0"
"265","暴君鬥士鍊甲護甲","4","45947","20","16","13301","0","1","4","50100","4960","0"
"266","暴君鬥士龍皮護甲","1024","45948","20","16","13301","0","1","4","50100","4960","0"
"267","暴君鬥士懼鎧護甲","32","45949","20","16","13301","0","1","4","50100","4960","0"
"268","暴君鬥士魔織護甲","256","45950","20","16","13301","0","1","4","50100","4960","0"
"269","暴君鬥士鐵皮護甲","512","45951","20","16","13301","0","1","4","50100","4960","0"
"270","暴君鬥士皮甲護甲","8","45952","20","16","13301","0","1","4","50100","4960","0"
"271","暴君鬥士鎧甲護甲","1","45953","20","16","13301","0","1","4","50100","4960","0"
"272","暴君鬥士環甲護甲","64","45954","20","16","13301","0","1","4","50100","4960","0"
"273","暴君鬥士緞質護甲","16","45955","20","16","13301","0","1","4","50100","4960","0"
"274","暴君鬥士綴鱗護甲","2","45956","20","16","13301","0","1","4","50100","4960","0"
"275","暴君鬥士絲質護甲","128","45957","20","16","13301","0","1","4","50100","4960","0"
"276","狠毒鬥士絲質護甲","128","45958","16","9","13301","0","1","4","50003","4760","0"
"277","狠毒鬥士綴鱗護甲","2","45959","16","9","13301","0","1","4","50003","4760","0"
"278","狠毒鬥士鎧甲護甲","1","45960","16","9","13301","0","1","4","50003","4760","0"
"279","狠毒鬥士鐵皮護甲","512","0","18","9","3859","1059","1","4","50003","4762","0"
"280","狠毒鬥士皮甲護甲","8","45962","16","9","13301","0","1","4","50003","4760","0"
"281","狠毒鬥士龍皮護甲","1024","45963","16","9","13301","0","1","4","50003","4760","0"
"282","狠毒鬥士緞質護甲","16","45964","16","9","13301","0","1","4","50003","4760","0"
"283","狠毒鬥士魔織護甲","256","45965","16","9","13301","0","1","4","50003","4760","0"
"284","狠毒鬥士環甲護甲","64","45966","16","9","13301","0","1","4","50003","4760","0"
"285","狠毒鬥士懼鎧護甲","32","45967","16","9","13301","0","1","4","50003","4760","0"
"286","狠毒鬥士鍊甲護甲","4","45968","16","9","13301","0","1","4","50003","4760","0"
"287","","0","46003","17","0","0","0","1","4","60001","4700","0"
"288","","0","46004","25","0","0","0","1","4","50200","4980","0"
"289","","0","46005","21","0","0","0","1","4","50200","4980","0"
"290","","0","46007","21","0","0","0","1","4","50400","5500","0"
"291","","0","46009","25","0","0","0","1","4","50400","4980","0"
"292","","0","46018","25","0","0","0","1","4","50300","5220","0"
"293","","0","46019","21","0","0","0","1","4","50300","5220","0"
"298","沐聖依米亞領主戰裝","1","0","0","35","13292","655","1","2","30300","2770","0"
"308","淨化者的法衣","16","0","0","8","13193","0","1","6","70001","8751","0"
"309","淨化者的法衣","16","0","0","8","2015","308","1","6","70001","8752","0"
"310","驅魔者戰衣","16","0","0","10","13193","0","1","4","50200","5220","0"
"311","淨化者的法衣","16","0","0","8","13145","308","1","6","70001","8753","0"
"315","阿茲亞基的遺產","256","0","0","8","13193","0","1","6","70001","8751","0"
"316","阿茲亞基的遺產","256","0","0","8","2015","315","1","6","70001","8752","0"
"321","阿茲亞基的遺產","256","0","0","8","13145","315","1","6","70001","8753","0"
"322","淨化者的法衣","16","0","0","8","1641","308","1","6","70001","8750","0"
"323","虔敬衣著","16","0","0","28","13193","0","1","5","60200","6950","0"
"324","虔敬衣著","16","0","0","28","2015","323","1","5","60200","7050","0"
"325","虔敬衣著","16","0","0","28","13145","323","1","5","60200","7200","0"
"327","靈魂牧師衣飾","16","0","0","29","13193","0","1","5","60001","6700","0"
"328","語風者的戰衣","64","0","0","29","2015","418","1","5","60001","6850","0"
"329","靈魂牧師衣飾","16","0","0","29","13145","327","1","5","60001","7000","0"
"330","大祭司的戰衣","16","0","0","49","0","0","1","6","70001","8400","0"
"331","三一之耀戰衣","16","0","0","30","13193","0","1","4","50400","5400","0"
"332","三一之耀戰衣","16","0","0","30","13145","331","1","4","50400","5660","0"
"333","三一之耀戰衣","16","0","0","30","1641","331","1","4","50400","5280","0"
"334","驅魔者戰衣","16","0","0","10","2015","310","1","4","50200","5350","0"
"335","驅魔者戰衣","16","0","0","10","1641","310","1","4","50200","5020","0"
"336","守護蛟龍戰衣","16","0","0","31","13193","0","1","4","50003","4960","0"
"337","守護蛟龍戰衣","16","0","0","31","1641","336","1","4","50003","4830","0"
"338","火鳥戰衣","64","0","0","31","2015","427","1","4","50003","5090","0"
"339","聖光將熄戰衣","16","0","0","32","13193","0","1","3","40300","3970","0"
"340","聖光將熄戰衣","16","0","0","32","1641","339","1","3","40300","3840","0"
"341","聖光將熄戰衣","16","0","0","32","2015","339","1","3","40300","4100","0"
"342","烈焰淨化戰衣","16","0","0","33","13193","0","1","3","40200","3780","0"
"343","烈焰淨化戰衣","16","0","0","33","2015","342","1","3","40200","3910","0"
"344","幻變戰衣","16","0","0","34","13193","0","1","3","40000","3590","0"
"345","幻變戰衣","16","0","0","34","2015","344","1","3","40200","3720","0"
"346","赤紅侍僧戰衣","16","0","0","35","13293","0","1","2","30300","2510","0"
"347","沐聖赤紅侍僧戰衣","16","0","0","35","13291","346","1","2","30300","2640","0"
"348","沐聖赤紅侍僧戰衣","16","0","0","35","13292","346","1","2","30300","2770","0"
"349","費倫的戰衣","16","0","4","36","13293","0","1","2","30200","2320","0"
"350","薩布拉的戰衣","16","0","8","36","13293","0","1","2","30200","2320","0"
"351","赦免戰衣","16","0","0","39","13193","0","1","1","20100","1460","0"
"352","赦免儀祭法衣","16","0","0","50","13305","0","1","1","20400","1540","0"
"353","聖者戰衣","16","0","0","40","13193","0","1","1","20003","1330","0"
"354","聖軀戰衣","16","0","0","41","13193","0","1","1","20000","1200","0"
"355","信仰套裝","16","0","2","42","13193","0","1","0","20000","920","0"
"356","卓越套裝","16","0","0","43","13193","0","1","0","10600","760","0"
"357","預言套裝","16","0","0","44","13193","0","1","0","0","660","0"
"358","神諭者套裝","16","0","0","51","13193","0","1","0","10900","880","0"
"359","虔誠套裝","400","0","2","52","13193","0","1","0","0","600","0"
"360","善潔套裝","16","0","2","53","13193","0","1","0","0","650","0"
"361","英雄信仰戰衣","16","0","0","38","13293","0","1","2","30001","2000","0"
