Id,Name,ParentUiMapId,Flags,System,Type,LevelRangeMin,LevelRangeMax,BountySetId,BountyDisplayLocation,VisibilityPlayerConditionId,HelpTextPosition,BkgAtlasId
"61","班奈希爾獸穴","57","0","0","5","0","0","0","0","0","0","0"
"62","黑海岸","12","6","0","3","10","1","0","74497","0","0","5"
"63","梣谷","12","6","0","3","0","0","0","0","0","0","12"
"64","千針石林","12","6","0","3","0","0","0","0","0","0","21"
"65","石爪山脈","12","6","0","3","0","0","0","0","0","0","14"
"66","淒涼之地","12","6","0","3","0","0","0","0","0","0","19"
"67","瑪拉頓","66","0","0","5","0","0","0","0","0","0","0"
"68","瑪拉頓","66","0","0","5","0","0","0","0","0","0","0"
"69","菲拉斯","12","6","0","3","0","0","0","0","0","0","22"
"70","塵泥沼澤","12","6","0","3","0","0","0","0","0","0","23"
"71","塔納利斯","12","6","0","3","0","0","0","0","0","0","28"
"72","腐化之巢","71","0","0","5","0","0","0","0","0","0","0"
"73","大裂口","71","0","0","5","0","0","0","0","0","0","0"
"74","時光之穴","71","0","0","5","0","0","0","0","0","0","0"
"75","時光之穴","71","0","0","5","0","0","0","0","0","0","0"
"76","艾薩拉","12","6","0","3","0","0","0","0","0","0","2"
"77","費伍德森林","12","6","0","3","0","0","0","0","0","0","26"
"78","安戈洛環形山","12","6","0","3","0","0","0","0","0","0","32"
"79","巨痕谷","78","0","0","5","0","0","0","0","0","0","0"
"80","月光林地","12","6","0","3","0","0","0","0","0","0","884"
"81","希利蘇斯","12","6","0","3","0","0","0","0","0","0","36"
"82","暮光小徑","81","0","0","5","0","0","0","0","0","0","0"
"83","冬泉谷","12","6","0","3","0","0","0","0","0","0","33"
"84","暴風城","13","7","0","3","0","0","0","0","0","0","0"
"85","奧格瑪","12","7","0","3","0","0","0","0","0","0","0"
"86","奧格瑪","85","0","0","6","0","0","0","0","0","0","0"
"87","鐵爐堡","13","6","0","3","0","0","0","0","0","0","0"
"88","雷霆崖","12","6","0","3","0","0","0","0","0","0","0"
"89","達納蘇斯","12","7","0","3","0","0","68088","0","0","0","0"
"90","幽暗城","13","6","0","3","0","0","62731","0","0","0","0"
"91","奧特蘭克山谷","25","0","0","6","0","0","0","0","0","0","0"
"92","戰歌峽谷","10","0","0","6","0","0","0","0","0","0","0"
"93","阿拉希盆地","14","0","0","6","0","0","0","0","0","0","0"
"94","永歌森林","13","6","0","3","0","0","0","0","0","0","77"
"95","鬼魂之地","13","6","0","3","0","0","0","0","0","0","8"
"96","阿曼尼地下墓穴","95","0","0","5","0","0","0","0","0","0","0"
"97","藍謎島","12","6","0","3","0","0","0","0","0","0","76"
"98","海潮洞穴","97","0","0","5","0","0","0","0","0","0","0"
"99","靜松要塞","97","0","0","5","0","0","0","0","0","0","0"
"100","地獄火半島","101","6","0","3","0","0","0","0","0","0","37"
"101","外域","946","0","0","2","0","0","0","0","0","0","777"
"102","贊格沼澤","101","6","0","3","0","0","0","0","0","0","38"
"103","艾克索達","12","6","0","3","0","0","0","0","0","0","0"
"104","影月谷","101","6","0","3","0","0","0","0","0","0","43"
"105","劍刃山脈","101","6","0","3","0","0","0","0","0","0","41"
"106","血謎島","12","6","0","3","0","0","0","0","0","0","4"
"107","納葛蘭","101","6","0","3","0","0","0","0","0","0","40"
"108","泰洛卡森林","101","6","0","3","0","0","0","0","0","0","39"
"109","虛空風暴","101","6","0","3","0","0","0","0","0","0","42"
"110","銀月城","13","6","0","3","0","0","0","0","0","0","0"
"111","撒塔斯城","101","6","0","3","0","0","0","0","0","0","0"
"112","暴風之眼","109","0","0","6","0","0","0","0","0","0","0"
"113","北裂境","947","0","0","2","0","0","0","0","0","0","826"
"114","北風凍原","113","6","0","3","0","0","0","0","0","0","44"
"115","龍骨荒野","113","6","0","3","0","0","0","0","0","0","46"
"116","灰白之丘","113","6","0","3","0","0","0","0","0","0","47"
"117","凜風峽灣","113","6","0","3","0","0","0","0","0","0","45"
"118","寒冰皇冠","113","6","0","3","0","0","0","0","0","0","51"
"119","休拉薩盆地","113","6","0","3","0","0","0","0","0","0","49"
"120","風暴群山","113","6","0","3","0","0","0","0","0","0","50"
"121","祖爾德拉克","113","6","0","3","0","0","0","0","0","0","48"
"122","奎爾達納斯之島","13","6","0","3","0","0","0","0","0","0","161"
"123","冬握湖","113","6","0","3","0","0","0","0","0","0","1200"
"124","東瘟疫之地：血色領區","23","0","0","6","0","0","0","0","0","0","0"
"125","達拉然","127","0","0","4","0","0","0","0","0","0","0"
"126","達拉然","127","0","0","4","0","0","0","0","0","0","0"
"127","水晶之歌森林","113","6","0","3","0","0","0","0","0","0","163"
"128","遠祖灘頭","115","0","0","6","0","0","0","0","0","0","0"
"129","奧核之心","114","0","0","4","0","0","0","0","0","0","0"
"130","斯坦索姆的抉擇","71","0","0","4","0","0","0","0","0","0","0"
"131","斯坦索姆的抉擇","130","0","0","4","0","0","0","0","0","0","0"
"132","安卡罕特：古王國","115","0","0","4","0","0","0","0","0","0","0"
"133","俄特加德要塞","117","0","0","4","0","0","0","0","0","0","0"
"134","俄特加德要塞","117","0","0","4","0","0","0","0","0","0","0"
"135","俄特加德要塞","117","0","0","4","0","0","0","0","0","0","0"
"136","俄特加德之巔","117","0","0","4","0","0","0","0","0","0","0"
"137","俄特加德之巔","117","0","0","4","0","0","0","0","0","0","0"
"138","雷光大廳","120","0","0","4","0","0","0","0","0","0","0"
"139","雷光大廳","120","0","0","4","0","0","0","0","0","0","0"
"140","石之大廳","120","0","0","4","0","0","0","0","0","0","0"
"141","永恆之眼","114","0","0","4","0","0","0","0","0","0","0"
"142","奧核之眼","114","0","0","6","0","0","0","0","0","0","0"
"143","奧核之眼","114","0","0","4","0","0","0","0","0","0","0"
"144","奧核之眼","114","0","0","4","0","0","0","0","0","0","0"
"145","奧核之眼","114","0","0","4","0","0","0","0","0","0","0"
"146","奧核之眼","114","0","0","4","0","0","0","0","0","0","0"
"147","奧杜亞","120","0","0","4","0","0","0","0","0","0","0"
"148","奧杜亞","147","0","0","4","0","0","0","0","0","0","0"
"149","奧杜亞","147","0","0","4","0","0","0","0","0","0","0"
"150","奧杜亞","147","0","0","4","0","0","0","0","0","0","0"
"151","奧杜亞","147","0","0","4","0","0","0","0","0","0","0"
"152","奧杜亞","147","0","0","4","0","0","0","0","0","0","0"
"153","剛德拉克","121","0","0","6","0","0","0","0","0","0","0"
"154","剛德拉克","121","0","0","4","0","0","0","0","0","0","0"
"155","黑曜聖所","115","0","0","6","0","0","0","0","0","0","0"
"156","亞夏梵穹殿","123","0","0","4","0","0","0","0","0","0","0"
"157","阿茲歐-奈幽","115","0","0","4","0","0","0","0","0","0","0"
"158","阿茲歐-奈幽","115","0","0","4","0","0","0","0","0","0","0"
"159","阿茲歐-奈幽","115","0","0","4","0","0","0","0","0","0","0"
"160","德拉克薩隆要塞","121","0","0","4","0","0","0","0","0","0","0"
"161","德拉克薩隆要塞","121","0","0","4","0","0","0","0","0","0","0"
"162","納克薩瑪斯","115","0","0","4","0","0","0","0","0","0","0"
"163","納克薩瑪斯","115","0","0","4","0","0","0","0","0","0","0"
"164","納克薩瑪斯","115","0","0","4","0","0","0","0","0","0","0"
"165","納克薩瑪斯","115","0","0","4","0","0","0","0","0","0","0"
"166","納克薩瑪斯","115","0","0","4","0","0","0","0","0","0","0"
"167","納克薩瑪斯","115","0","0","4","0","0","0","0","0","0","0"
"168","紫羅蘭堡","125","0","0","4","0","0","0","0","0","0","0"
"169","征服之島","118","0","0","6","0","0","0","0","0","0","0"
"170","赫魯斯加臺地","113","6","0","3","0","0","0","0","0","0","988"
"171","勇士試煉","118","0","0","4","0","0","0","0","0","0","0"
"172","十字軍試煉","118","0","0","4","0","0","0","0","0","0","0"
"173","十字軍試煉","118","0","0","4","0","0","0","0","0","0","0"
"174","失落群島","948","6","0","3","0","0","0","0","0","0","159"
"175","卡迦邁洞窟","174","0","0","5","0","0","0","0","0","0","0"
"176","火岩諾斯的巢穴","174","0","0","5","0","0","0","0","0","0","0"
"177","加里維克斯的勞工礦坑","174","0","0","5","0","0","0","0","0","0","0"
"178","加里維克斯的勞工礦坑","174","0","0","5","0","0","0","0","0","0","0"
"179","吉爾尼斯","13","6","0","6","0","0","0","0","0","0","78"
"180","燼石礦坑","179","0","0","5","0","0","0","0","0","0","0"
"181","葛雷邁恩莊園","179","0","0","5","0","0","0","0","0","0","0"
"182","葛雷邁恩莊園","179","0","0","5","0","0","0","0","0","0","0"
"183","眾魂熔爐","118","0","0","4","0","0","0","0","0","0","0"
"184","薩倫之淵","118","0","0","6","0","0","0","0","0","0","0"
"185","倒影大廳","118","0","0","4","0","0","0","0","0","0","0"
"186","冰冠城塞","118","0","0","4","0","0","0","0","0","0","0"
"187","冰冠城塞","118","0","0","4","0","0","0","0","0","0","0"
"188","冰冠城塞","118","0","0","4","0","0","0","0","0","0","0"
"189","冰冠城塞","118","0","0","4","0","0","0","0","0","0","0"
"190","冰冠城塞","118","0","0","4","0","0","0","0","0","0","0"
"191","冰冠城塞","118","0","0","4","0","0","0","0","0","0","0"
"192","冰冠城塞","118","0","0","4","0","0","0","0","0","0","0"
"193","冰冠城塞","118","0","0","4","0","0","0","0","0","0","0"
"194","凱贊","948","6","0","3","0","0","0","0","0","0","79"
"195","卡迦邁礦區","194","0","0","5","0","0","0","0","0","0","0"
"196","卡迦邁礦區","194","0","0","5","0","0","0","0","0","0","0"
"197","卡迦邁礦區","194","0","0","5","0","0","0","0","0","0","0"
"198","海加爾山","12","6","0","3","0","0","0","0","0","0","52"
"199","南貧瘠之地","12","6","0","3","0","0","0","0","0","0","16"
"200","晶紅聖所","115","0","0","6","0","0","0","0","0","0","0"
"201","凱波薩爾森林","203","6","0","3","0","0","0","0","0","0","0"
"202","吉爾尼斯城","179","6","0","3","0","0","0","0","0","0","0"
"203","瓦許伊爾","13","6","0","3","0","0","0","0","0","0","53"
"204","地獄深淵","203","6","0","3","0","0","0","0","0","0","0"
"205","閃光瀚洋","203","6","0","3","0","0","0","0","0","0","0"
"206","雙子峰","241","0","0","6","0","0","0","0","0","0","0"
"207","地深之源","948","6","0","3","0","0","0","0","0","0","54"
"208","暮光深淵","207","0","0","5","0","0","0","0","0","0","0"
"209","暮光深淵","207","0","0","5","0","0","0","0","0","0","0"
"210","荊棘谷海角","224","6","0","3","0","0","0","0","0","0","24"
"213","怒焰裂谷","85","0","0","4","0","0","0","0","0","0","0"
"217","吉爾尼斯廢墟","13","6","0","3","0","0","0","0","0","0","78"
"218","吉爾尼斯城廢墟","217","1","0","6","0","0","0","0","0","0","0"
"219","祖爾法拉克","71","0","0","6","0","0","0","0","0","0","0"
"220","阿塔哈卡神廟","51","0","0","4","0","0","0","0","0","0","0"
"221","黑澗深淵","63","0","0","4","0","0","0","0","0","0","0"
"222","黑澗深淵","63","0","0","4","0","0","0","0","0","0","0"
"223","黑澗深淵","63","0","0","4","0","0","0","0","0","0","0"
"224","北荊棘谷","13","6","0","3","0","0","0","0","0","0","18"
"225","監獄","84","0","0","4","0","0","0","0","0","0","0"
"226","諾姆瑞根","27","0","0","4","0","0","0","0","0","0","0"
"227","諾姆瑞根","27","0","0","4","0","0","0","0","0","0","0"
"228","諾姆瑞根","27","0","0","4","0","0","0","0","0","0","0"
"229","諾姆瑞根","27","0","0","4","0","0","0","0","0","0","0"
"230","奧達曼","15","0","0","4","0","0","0","0","0","0","0"
"231","奧達曼","15","0","0","4","0","0","0","0","0","0","0"
"232","熔火之心","36","0","0","4","0","0","0","0","0","0","0"
"233","祖爾格拉布","50","0","0","6","0","0","0","0","0","0","0"
"234","厄運之槌","69","0","0","6","0","0","0","0","0","0","0"
"235","厄運之槌","69","0","0","4","0","0","0","0","0","0","0"
"236","厄運之槌","69","0","0","4","0","0","0","0","0","0","0"
"237","厄運之槌","69","0","0","4","0","0","0","0","0","0","0"
"238","厄運之槌","69","0","0","4","0","0","0","0","0","0","0"
"239","厄運之槌","69","0","0","4","0","0","0","0","0","0","0"
"240","厄運之槌","69","0","0","4","0","0","0","0","0","0","0"
"241","暮光高地","13","6","0","3","0","0","0","0","0","0","56"
"242","黑石深淵","32","0","0","4","0","0","0","0","0","0","0"
"243","黑石深淵","32","0","0","4","0","0","0","0","0","0","0"
"244","托巴拉德","13","0","0","3","0","0","0","0","0","0","656"
"245","托巴拉德半島","13","0","0","3","0","0","0","0","0","0","656"
"246","破碎大廳","100","0","0","4","0","0","0","0","0","0","0"
"247","安其拉廢墟","81","0","0","6","0","0","0","0","0","0","0"
"248","奧妮克希亞的巢穴","70","0","0","4","0","0","0","0","0","0","0"
"249","奧丹姆","12","6","0","3","0","0","75733","74498","0","1","55"
"250","黑石塔","36","0","0","4","0","0","0","0","0","0","0"
"251","黑石塔","36","0","0","4","0","0","0","0","0","0","0"
"252","黑石塔","36","0","0","4","0","0","0","0","0","0","0"
"253","黑石塔","36","0","0","4","0","0","0","0","0","0","0"
"254","黑石塔","36","0","0","4","0","0","0","0","0","0","0"
"255","黑石塔","36","0","0","4","0","0","0","0","0","0","0"
"256","奧奇奈地穴","108","0","0","4","0","0","0","0","0","0","0"
"257","奧奇奈地穴","108","0","0","4","0","0","0","0","0","0","0"
"258","塞司克大廳","108","0","0","4","0","0","0","0","0","0","0"
"259","塞司克大廳","108","0","0","4","0","0","0","0","0","0","0"
"260","暗影迷宮","108","0","0","4","0","0","0","0","0","0","0"
"261","血熔爐","100","0","0","4","0","0","0","0","0","0","0"
"262","深幽泥沼","102","0","0","4","0","0","0","0","0","0","0"
"263","蒸汽洞窟","102","0","0","4","0","0","0","0","0","0","0"
"264","蒸汽洞窟","102","0","0","4","0","0","0","0","0","0","0"
"265","奴隸監獄","102","0","0","4","0","0","0","0","0","0","0"
"266","波塔尼卡","109","0","0","4","0","0","0","0","0","0","0"
"267","麥克納爾","109","0","0","4","0","0","0","0","0","0","0"
"268","麥克納爾","109","0","0","4","0","0","0","0","0","0","0"
"269","亞克崔茲","109","0","0","4","0","0","0","0","0","0","0"
"270","亞克崔茲","109","0","0","4","0","0","0","0","0","0","0"
"271","亞克崔茲","109","0","0","4","0","0","0","0","0","0","0"
"272","法力墓地","108","0","0","4","0","0","0","0","0","0","0"
"273","黑色沼澤","75","0","0","6","0","0","0","0","0","0","0"
"274","希爾斯布萊德丘陵舊址","75","0","0","6","0","0","0","0","0","0","0"
"275","吉爾尼斯之戰","179","0","0","6","0","0","0","0","0","0","0"
"276","大漩渦","948","6","0","3","0","0","0","0","0","0","0"
"277","托維爾的失落之城","249","0","0","6","0","0","0","0","0","0","0"
"279","哀嚎洞穴","10","0","0","4","0","0","0","0","0","0","0"
"280","瑪拉頓","66","0","0","4","0","0","0","0","0","0","0"
"281","瑪拉頓","66","0","0","4","0","0","0","0","0","0","0"
"282","巴拉丁堡","244","0","0","4","0","0","0","0","0","0","0"
"283","黑石洞穴","36","0","0","4","0","0","0","0","0","0","0"
"284","黑石洞穴","36","0","0","4","0","0","0","0","0","0","0"
"285","黑翼陷窟","36","0","0","4","0","0","0","0","0","0","0"
"286","黑翼陷窟","36","0","0","4","0","0","0","0","0","0","0"
"287","黑翼之巢","36","0","0","4","0","0","0","0","0","0","0"
"288","黑翼之巢","36","0","0","4","0","0","0","0","0","0","0"
"289","黑翼之巢","36","0","0","4","0","0","0","0","0","0","0"
"290","黑翼之巢","36","0","0","4","0","0","0","0","0","0","0"
"291","死亡礦坑","52","0","0","4","0","0","0","0","0","0","0"
"292","死亡礦坑","52","0","0","4","0","0","0","0","0","0","0"
"293","格瑞姆巴托","241","0","0","4","0","0","0","0","0","0","0"
"294","暮光堡壘","241","0","0","4","0","0","0","0","0","0","0"
"295","暮光堡壘","241","0","0","4","0","0","0","0","0","0","0"
"296","暮光堡壘","241","0","0","4","0","0","0","0","0","0","0"
"297","起源大廳","249","0","0","4","0","0","0","0","0","0","0"
"298","起源大廳","249","0","0","4","0","0","0","0","0","0","0"
"299","起源大廳","249","0","0","4","0","0","0","0","0","0","0"
"300","剃刀高地","64","0","0","4","0","0","0","0","0","0","0"
"301","剃刀沼澤","199","0","0","4","0","0","0","0","0","0","0"
"302","血色修道院","18","0","0","4","0","0","0","0","0","0","0"
"303","血色修道院","18","0","0","4","0","0","0","0","0","0","0"
"304","血色修道院","18","0","0","4","0","0","0","0","0","0","0"
"305","血色修道院","18","0","0","4","0","0","0","0","0","0","0"
"306","通靈學院OLD","22","0","0","4","0","0","0","0","0","0","0"
"307","通靈學院OLD","22","0","0","4","0","0","0","0","0","0","0"
"308","通靈學院OLD","22","0","0","4","0","0","0","0","0","0","0"
"309","通靈學院OLD","22","0","0","4","0","0","0","0","0","0","0"
"310","影牙城堡","21","0","0","4","0","0","0","0","0","0","0"
"311","影牙城堡","21","0","0","4","0","0","0","0","0","0","0"
"312","影牙城堡","21","0","0","4","0","0","0","0","0","0","0"
"313","影牙城堡","21","0","0","4","0","0","0","0","0","0","0"
"314","影牙城堡","21","0","0","4","0","0","0","0","0","0","0"
"315","影牙城堡","21","0","0","4","0","0","0","0","0","0","0"
"316","影牙城堡","21","0","0","4","0","0","0","0","0","0","0"
"317","斯坦索姆","23","0","0","4","0","0","0","0","0","0","0"
"318","斯坦索姆","23","0","0","4","0","0","0","0","0","0","0"
"319","安其拉","81","0","0","4","0","0","0","0","0","0","0"
"320","安其拉","81","0","0","4","0","0","0","0","0","0","0"
"321","安其拉","81","0","0","4","0","0","0","0","0","0","0"
"322","海潮王座","204","0","0","4","0","0","0","0","0","0","0"
"323","海潮王座","204","0","0","4","0","0","0","0","0","0","0"
"324","石岩之心","207","0","0","4","0","0","0","0","0","0","0"
"325","漩渦尖塔","249","0","0","4","0","0","0","0","0","0","0"
"327","安其拉：沒落的王朝","12","2","0","6","0","0","0","0","0","0","0"
"328","四風王座","249","0","0","4","0","0","0","0","0","0","0"
"329","海加爾山之巔","75","0","0","6","0","0","0","0","0","0","0"
"330","戈魯爾之巢","105","0","0","4","0","0","0","0","0","0","0"
"331","瑪瑟里頓的巢穴","100","0","0","4","0","0","0","0","0","0","0"
"332","毒蛇神殿洞穴","102","0","0","4","0","0","0","0","0","0","0"
"333","祖阿曼","95","0","0","6","0","0","0","0","0","0","0"
"334","風暴要塞","109","0","0","4","0","0","0","0","0","0","0"
"335","太陽之井高地","122","0","0","4","0","0","0","0","0","0","0"
"336","太陽之井高地","335","0","0","4","0","0","0","0","0","0","0"
"337","祖爾格拉布","50","0","0","6","0","0","0","0","0","0","0"
"338","熔岩前線","198","0","0","6","0","0","0","0","0","0","0"
"339","黑暗神廟","104","0","0","4","0","0","0","0","0","0","0"
"340","黑暗神廟","339","0","0","4","0","0","0","0","0","0","0"
"341","黑暗神廟","339","0","0","4","0","0","0","0","0","0","0"
"342","黑暗神廟","339","0","0","4","0","0","0","0","0","0","0"
"343","黑暗神廟","339","0","0","4","0","0","0","0","0","0","0"
"344","黑暗神廟","339","0","0","4","0","0","0","0","0","0","0"
"345","黑暗神廟","339","0","0","4","0","0","0","0","0","0","0"
"346","黑暗神廟","339","0","0","4","0","0","0","0","0","0","0"
"347","地獄火壁壘","100","0","0","4","0","0","0","0","0","0","0"
"348","博學者殿堂","122","0","0","4","0","0","0","0","0","0","0"
"349","博學者殿堂","122","0","0","4","0","0","0","0","0","0","0"
"350","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"351","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"352","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"353","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"354","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"355","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"356","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"357","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"358","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"359","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"360","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"361","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"362","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"363","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"364","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"365","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"366","卡拉贊","42","0","0","4","0","0","0","0","0","0","0"
"367","火源之界","198","0","0","4","0","0","0","0","0","0","0"
"368","火源之界","367","0","0","4","0","0","0","0","0","0","0"
"369","火源之界","367","0","0","4","0","0","0","0","0","0","0"
"370","奧核之心","114","0","0","4","0","0","0","0","0","0","0"
"371","翠玉林","424","6","0","3","0","0","0","0","0","0","57"
"372","綠石採石場","371","0","0","5","0","0","0","0","0","0","0"
"373","綠石採石場","371","0","0","5","0","0","0","0","0","0","0"
"374","寡婦之嚎","371","0","0","5","0","0","0","0","0","0","0"
"375","烏納卡古","371","0","0","5","0","0","0","0","0","0","0"
"376","四風峽","424","6","0","3","0","0","0","0","0","0","58"
"377","無盡回聲洞穴","376","0","0","5","0","0","0","0","0","0","0"
"378","漂流島","947","2","0","6","0","0","0","0","0","0","80"
"379","崑萊峰","424","6","0","3","0","0","0","0","0","0","60"
"380","嚎風洞穴","379","0","0","5","0","0","0","0","0","0","0"
"381","頑童洞穴","379","0","0","5","0","0","0","0","0","0","0"
"382","骨捶洞穴","379","0","0","5","0","0","0","0","0","0","0"
"383","斷齒深淵","379","0","0","5","0","0","0","0","0","0","0"
"384","斷齒深淵","379","0","0","5","0","0","0","0","0","0","0"
"385","征服者之墓","379","0","0","5","0","0","0","0","0","0","0"
"386","考倫廢墟","379","0","0","5","0","0","0","0","0","0","0"
"387","考倫廢墟","379","0","0","5","0","0","0","0","0","0","0"
"388","螳螂荒原","424","6","0","3","0","0","0","0","0","0","61"
"389","怒兆寺","388","0","0","5","0","0","0","0","0","0","0"
"390","恆春谷","424","6","0","3","0","0","73083","0","0","2","173"
"391","雙月廟","390","0","0","5","0","0","0","0","0","0","0"
"392","雙月廟","390","0","0","5","0","0","0","0","0","0","0"
"393","七星廟","390","0","0","5","0","0","0","0","0","0","0"
"394","七星廟","390","0","0","5","0","0","0","0","0","0","0"
"395","郭萊院","390","0","0","5","0","0","0","0","0","0","0"
"396","郭萊院","390","0","0","5","0","0","0","0","0","0","0"
"397","暴風之眼","109","0","0","6","0","0","0","0","0","0","0"
"398","永恆之井","71","0","0","6","0","0","0","0","0","0","0"
"399","暮光之時","71","0","0","4","0","0","0","0","0","0","0"
"400","暮光之時","399","0","0","4","0","0","0","0","0","0","0"
"401","終焉之刻","71","0","0","4","0","0","0","0","0","0","0"
"402","終焉之刻","401","0","0","4","0","0","0","0","0","0","0"
"403","終焉之刻","401","0","0","4","0","0","0","0","0","0","0"
"404","終焉之刻","401","0","0","4","0","0","0","0","0","0","0"
"405","終焉之刻","401","0","0","4","0","0","0","0","0","0","0"
"406","終焉之刻","401","0","0","4","0","0","0","0","0","0","0"
"407","暗月島","947","0","0","6","0","0","0","0","0","0","0"
"408","暗月島","407","0","0","4","0","0","0","0","0","0","0"
"409","巨龍之魂","71","0","0","4","0","0","0","0","0","0","0"
"410","巨龍之魂","409","0","0","4","0","0","0","0","0","0","0"
"411","巨龍之魂","409","0","0","4","0","0","0","0","0","0","0"
"412","巨龍之魂","409","0","0","4","0","0","0","0","0","0","0"
"413","巨龍之魂","409","0","0","4","0","0","0","0","0","0","0"
"414","巨龍之魂","409","0","0","4","0","0","0","0","0","0","0"
"415","巨龍之魂","409","0","0","4","0","0","0","0","0","0","0"
