Id,Name,MapId,DifficultyId,OrderIndex,Unknown5,Bit,CreatureDisplayId,Flags,SpellIconFileId,Unknown1
"532","法師領主厄隆","578","1","2000","3872","2","0","0","0","-1"
"533","法師領主厄隆","578","2","3000","3872","2","0","0","0","-1"
"534","地脈守護者伊瑞茍斯","578","1","3000","3873","3","0","0","0","-1"
"535","地脈守護者伊瑞茍斯","578","2","4000","3873","3","0","0","0","-1"
"547","魯維羅什","70","1","0","4758","0","0","4","0","-1"
"548","失蹤的矮人","70","1","1000","4761","1","0","4","0","-1"
"549","艾隆納亞","70","1","2000","4762","2","0","4","0","-1"
"551","上古石之守衛者","70","1","4000","4764","4","0","4","0","-1"
"552","加加恩‧火錘","70","1","5000","4765","5","0","4","0","-1"
"553","格瑞姆洛克","70","1","6000","4766","6","0","4","0","-1"
"554","阿札達斯","70","1","7000","4767","7","0","4","0","-1"
"585","安娜科德拉女士","43","1","0","4776","0","0","4","0","-1"
"586","考布萊恩領主","43","1","1000","4777","1","0","4","0","-1"
"587","克雷什","43","1","2000","4778","2","0","4","0","-1"
"588","皮薩斯領主","43","1","3000","4779","3","0","4","0","-1"
"589","斯卡姆","43","1","4000","4780","4","0","4","0","-1"
"590","瑟芬迪斯領主","43","1","5000","4781","5","0","4","0","-1"
"591","永生的沃爾丹","43","1","6000","4782","6","0","4","0","-1"
"592","『吞噬者』穆坦努斯","43","1","7000","4783","7","0","4","0","-1"
"593","水占師維蕾薩","209","1","0","4784","0","0","4","0","-1"
"594","加茲瑞拉","209","1","1000","4785","1","0","4","0","-1"
"595","安圖蘇爾","209","1","2000","4786","2","0","4","0","-1"
"596","『殉教者』塞卡","209","1","3000","4787","3","0","4","0","-1"
"597","巫醫祖穆拉恩","209","1","4000","4788","4","0","4","0","-1"
"598","耐克倫‧嚼腸者","209","1","5000","4789","5","0","4","0","-1"
"599","暗影祭司塞瑟斯","209","1","6000","4790","6","0","4","0","-1"
"600","烏克茲‧沙頂","209","1","7000","4791","7","0","4","0","-1"
"601","高階督軍納珍塔斯","564","0","0","3013","0","21174","6","0","-1"
"602","瑟普莫斯","564","0","1000","3012","1","21145","6","0","-1"
"603","阿卡瑪的黑暗面","564","0","2000","3058","2","21357","6","0","-1"
"604","泰朗‧血魔","564","0","3000","4792","3","21254","6","0","-1"
"605","葛塔格‧血沸","564","0","4000","3014","4","21443","6","0","-1"
"606","靈魂聖匣","564","0","5000","4793","5","21483","6","0","-1"
"607","薩拉茲女士","564","0","6000","12150","6","21252","6","0","-1"
"608","伊利達瑞議會","564","0","7000","3030","7","21416","6","0","-1"
"609","伊利丹‧怒風","564","0","8000","4794","8","21135","7","0","-1"
"610","狂野的拉佐格爾","469","0","0","4795","0","10115","6","0","-1"
"611","墮落的瓦拉斯塔茲","469","0","1000","4796","1","13992","6","0","-1"
"612","幼龍領主勒西雷爾","469","0","2000","4797","2","14308","6","0","-1"
"613","費爾默","469","0","3000","4798","3","6377","6","0","-1"
"614","埃博諾克","469","0","4000","4799","4","6377","6","0","-1"
"615","弗萊格爾","469","0","5000","4800","5","6377","6","0","-1"
"616","克洛瑪古斯","469","0","6000","4801","6","14367","6","0","-1"
"617","奈法利安","469","0","7000","1641","7","11380","7","0","-1"
"618","瑞齊‧凜冬","534","0","0","2519","0","17444","6","0","-1"
"619","安納塞隆","534","0","1000","2464","1","21069","6","0","-1"
"620","卡茲洛加","534","0","2000","2523","2","17886","6","0","-1"
"621","亞茲加洛","534","0","3000","2487","3","18526","6","0","-1"
"622","阿克蒙德","534","0","4000","2530","4","20939","7","0","-1"
"623","不穩定者海卓司","548","0","0","2853","0","20162","6","0","-1"
"624","海底潛伏者","548","0","1000","2855","1","20216","6","0","-1"
"625","『盲目者』李奧薩拉斯","548","0","2000","2857","2","20514","6","0","-1"
"626","深淵之王卡拉薩瑞斯","548","0","3000","2856","3","20662","6","0","-1"
"627","莫洛葛利姆‧潮行者","548","0","4000","2854","4","20739","6","0","-1"
"628","瓦許女士","548","0","5000","4802","5","20748","7","0","-1"
"649","大君王莫卡爾","565","0","0","2778","0","18649","2","0","-1"
"650","弒龍者戈魯爾","565","0","1000","4804","1","18698","3","0","-1"
"651","瑪瑟里頓","544","0","0","4805","0","18527","7","0","-1"
"652","獵人阿圖曼","532","0","0","2315","0","16416","4","0","-1"
"653","摩洛斯","532","0","1000","2309","1","16540","4","0","-1"
"654","貞潔聖女","532","0","2000","4806","2","16198","4","0","-1"
"655","歌劇大廳","532","0","3000","2381","3","17053","4","0","-1"
"656","館長","532","0","4000","2501","4","16958","4","0","-1"
"657","泰瑞斯提安‧疫蹄","532","0","5000","2336","5","11343","4","0","-1"
"658","埃蘭之影","532","0","6000","2910","6","16621","4","0","-1"
"659","尼德斯","532","0","7000","2865","7","15363","4","0","-1"
"660","西洋棋事件","532","0","8000","2517","8","16293","4","0","-1"
"661","莫克札王子","532","0","9000","4807","9","19274","4","0","-1"
"662","夜禍","532","0","10000","4808","10","18062","4","0","-1"
"663","魯西弗隆","409","0","0","4809","0","13031","6","0","-1"
"664","瑪格曼達","409","0","1000","847","1","10193","6","0","-1"
"665","基赫納斯","409","0","2000","848","2","13030","6","0","-1"
"666","加爾","409","0","3000","846","3","12110","6","0","-1"
"667","沙斯拉爾","409","0","4000","850","4","13032","6","0","-1"
"668","迦頓男爵","409","0","5000","845","5","12129","6","0","-1"
"669","薩弗隆先驅者","409","0","6000","761","6","13030","6","0","-1"
"670","『焚化者』古雷曼格","409","0","7000","741","7","11986","6","0","-1"
"671","管理者埃克索圖斯","409","0","8000","1502","8","12029","6","0","-1"
"672","拉格納羅斯","409","0","9000","1666","9","11121","7","0","-1"
"709","預言者斯克拉姆","531","0","0","4821","0","15345","6","0","-1"
"710","異種蠍皇族","531","0","1000","4822","1","15656","6","0","-1"
"711","戰地衛士沙爾圖拉","531","0","2000","4823","2","15583","6","0","-1"
"712","不屈的范克里斯","531","0","3000","4824","3","15743","6","0","-1"
"713","維希度斯","531","0","4000","4825","4","15686","6","0","-1"
"714","哈霍蘭公主","531","0","5000","4826","5","15739","6","0","-1"
"715","雙子帝王","531","0","6000","4827","6","15761","6","0","-1"
"716","奧羅","531","0","7000","2296","7","15509","6","0","-1"
"717","克蘇恩","531","0","8000","4828","8","15787","7","0","-1"
"718","庫林納克斯","509","0","0","4811","0","15742","6","0","-1"
"719","拉賈克斯將軍","509","0","1000","2174","1","15376","6","0","-1"
"720","莫阿姆","509","0","2000","4812","2","15392","6","0","-1"
"721","『暴食者』布魯","509","0","3000","4813","3","15654","6","0","-1"
"722","『狩獵者』阿亞米斯","509","0","4000","4814","4","15431","6","0","-1"
"723","『無疤者』奧斯里安","509","0","5000","4815","5","15432","7","0","-1"
"724","卡雷苟斯","580","0","0","3434","0","23345","6","0","-1"
"725","布魯托魯斯","580","0","1000","3336","1","22711","6","0","-1"
"726","魔龍謎霧","580","0","2000","3337","2","22838","6","0","-1"
"727","埃雷達爾雙子","580","0","3000","3435","3","23334","6","0","-1"
"728","莫魯","580","0","4000","3423","4","23404","6","0","-1"
"729","基爾加丹","580","0","5000","4816","5","23200","7","0","-1"
"730","歐爾","550","0","0","4817","0","18945","6","0","-1"
"731","虛無劫奪者","550","0","1000","4818","1","18951","6","0","-1"
"732","高階星術師索拉瑞恩","550","0","2000","4819","2","18239","6","0","-1"
"733","凱爾薩斯‧逐日者","550","0","3000","4820","3","20023","7","0","-1"
"784","高階祭司溫諾希斯","309","1","0","1967","0","0","0","0","-1"
"785","高階祭司耶克里克","309","1","-1000","1968","1","0","0","0","-1"
"786","高階祭司瑪俐","309","1","2000","1969","2","0","0","0","-1"
"787","血領主曼多基爾","309","1","3000","4839","3","0","0","0","-1"
"788","瘋狂之緣","309","1","4000","4850","4","0","0","0","-1"
"789","高階祭司塞卡爾","309","1","5000","1970","5","0","0","0","-1"
"790","加茲蘭卡","309","1","6000","4840","6","0","0","0","-1"
"791","高階祭司阿洛克","309","1","7000","1971","7","0","0","0","-1"
"792","『妖術師』金度","309","1","8000","4841","8","0","0","0","-1"
"793","哈卡","309","1","9000","4844","9","0","0","0","-1"
"1022","亞特拉米德","669","0","0","5182","0","34547","6","0","-1"
"1023","奇瑪隆","669","0","1000","5318","1","33308","6","0","-1"
"1024","熔喉","669","0","-500","5301","2","35496","14","0","-1"
"1025","瑪洛里亞克","669","0","3000","5315","3","33186","6","0","-1"
"1026","奈法利安的末路","669","0","4000","5203","4","32716","7","0","-1"
"1027","全能魔像防禦系統","669","0","-1000","5303","5","32688","6","0","-1"
"1028","卓越者議會","671","0","2000","5339","0","35064","10","0","-1"
"1029","丘加利","671","0","2500","5494","1","34576","11","0","-1"
"1030","哈福斯‧破龍者","671","0","-1000","5380","2","34816","10","0","-1"
"1032","瑟拉里恩與瓦莉歐娜","671","0","1500","5517","4","34812","10","0","-1"
"1033","阿加羅斯","757","0","0","5575","0","35426","14","0","-1"
"1034","奧拉基爾","754","0","0","5565","0","35248","11","0","-1"
"1035","風之議會","754","0","-1000","5563","1","35232","6","0","-1"
"1036","卓越者統領奧希迪厄斯","645","0","0","5131","0","36465","4","0","-1"
"1037","美麗","645","0","-1000","5129","1","34433","4","0","-1"
"1038","暮光信使柯爾菈","645","0","-2000","5112","2","31546","4","0","-1"
"1039","卡爾許‧控鋼者","645","0","-1500","5119","3","31710","4","0","-1"
"1040","羅姆歐格‧裂骨者","645","0","-3000","5127","4","33147","4","0","-1"
"1041","艾塔伊洛斯","657","0","0","5497","0","34265","4","0","-1"
"1042","亞沙德","657","0","1000","5496","1","35388","4","0","-1"
"1043","首相伊爾丹","657","0","-1000","5500","2","35181","4","0","-1"
"1044","指揮官烏索克","643","0","0","5325","0","33792","4","0","-1"
"1045","納茲賈爾女士","643","0","-1000","5125","1","34342","4","0","-1"
"1046","屈心者哥爾薩","643","0","1000","5326","2","32259","4","0","-1"
"1047","歐蘇瑪特","643","0","2000","5557","3","34135","4","0","-1"
"1048","德拉卡‧燃影者","670","0","0","5098","0","31792","4","0","-1"
"1049","伊魯達克斯","670","0","1000","5175","1","33428","4","0","-1"
"1050","鍛造大師瑟隆葛斯","670","0","-1000","5077","2","33429","4","0","-1"
"1051","昂布里斯將軍","670","0","-2000","5065","3","31498","4","0","-1"
"1052","胡薩姆將軍","755","0","0","5389","0","34743","4","0","-1"
"1053","高階預言者巴瑞姆","755","0","1000","5382","1","34744","4","0","-1"
"1054","鎖喉","755","0","2000","5562","2","33438","4","0","-1"
"1055","希亞梅特","755","0","3000","5476","3","35388","4","0","-1"
"1056","寇伯拉斯","725","0","0","5569","0","33477","4","0","-1"
"1057","高階祭司艾吉兒","725","0","1000","5572","1","26448","4","0","-1"
"1058","歐茲魯克","725","0","500","5571","2","36475","4","0","-1"
"1059","岩革","725","0","250","5570","3","36476","4","0","-1"
"1060","『船長』餅乾","36","0","0","5556","0","1305","4","0","-1"
"1062","利普斯納爾上將","36","0","-1000","5555","1","35739","4","0","-1"
"1063","敵人收割者5000型","36","0","-2000","5554","2","35606","4","0","-1"
"1064","格魯巴托克","36","0","-3000","5538","3","32914","4","0","-1"
"1065","赫利克斯‧碎輪者","36","0","-2500","5549","4","33002","4","0","-1"
"1069","艾胥柏利男爵","33","0","0","5551","0","34609","4","0","-1"
"1070","席瓦萊恩男爵","33","0","1000","4597","1","3222","4","0","-1"
"1071","指揮官斯普林瓦爾","33","0","2000","4598","2","3223","4","0","-1"
"1072","高佛雷領主","33","0","3000","5553","3","33824","4","0","-1"
"1073","瓦爾登領主","33","0","2500","5552","4","34612","4","0","-1"
"1074","安姆內","644","0","0","5166","0","32943","4","0","-1"
"1075","安拉斐特","644","0","-1000","5107","1","34580","4","0","-1"
"1076","地怒者普塔","644","0","-2000","5165","2","31450","4","0","-1"
"1077","伊希賽特","644","0","-500","5002","3","33465","4","0","-1"
"1078","拉頡","644","0","1000","5168","4","33177","4","0","-1"
"1079","賽特胥","644","0","500","5167","5","33055","4","0","-1"
"1080","神殿守護者安胡爾","644","0","-3000","4985","6","35067","4","0","-1"
"1081","凡妮莎‧范克里夫","36","2","1000","5613","5","32806","4","0","-1"
"1082","賽絲特拉","671","5","3500","5523","3","34335","11","0","-1"
"1083","賽絲特拉","671","6","3500","5523","3","34335","11","0","-1"
"1084","奧妮克希亞","249","0","0","4810","0","8570","7","0","-1"
"1085","阿努巴拉克","649","0","5000","4241","0","29268","11","0","-1"
"1086","陣營勇士","649","0","3000","4803","1","33909","10","0","-1"
"1087","賈拉克瑟斯領主","649","0","2000","4272","2","29615","10","0","-1"
"1088","北裂境巨獸","649","0","0","4370","3","21601","10","0","-1"
"1089","華爾琪雙子","649","0","4000","4334","4","29240","10","0","-1"
"1090","撒爾薩里安","615","0","4000","4833","0","27035","7","0","-1"
"1091","夏德朗","615","0","3000","4831","1","0","4","0","-1"
"1092","坦納伯朗","615","0","2000","4830","2","0","4","0","-1"
"1093","維斯佩朗","615","0","0","4832","3","0","4","0","-1"
"1094","瑪里苟斯","616","0","0","4829","0","26752","2","0","-1"
"1095","血腥議會","631","0","7000","4733","0","25338","10","0","-1"
"1096","死亡使者薩魯法爾","631","0","3000","4519","1","30790","2","0","-1"
"1097","膿腸","631","0","5000","4870","2","31006","10","0","-1"
"1098","瓦莉絲瑞雅‧夢行者","631","0","10000","4855","3","30318","6","0","-1"
"1099","冰冠城塞砲艇戰","631","0","2000","4492","4","29489","10","0","-1"
"1100","亡語女士","631","0","1000","4869","5","30893","10","0","-1"
"1101","瑪洛嘉領主","631","0","0","4471","6","31119","10","0","-1"
"1102","普崔希德教授","631","0","6000","4871","7","30881","10","0","-1"
"1103","血腥女王菈娜薩爾","631","0","9000","4868","8","31093","10","0","-1"
"1104","腐臉","631","0","4000","4435","9","31005","10","0","-1"
"1105","辛德拉苟莎","631","0","12000","4842","10","30362","10","0","-1"
"1106","巫妖王","631","0","14000","4910","11","30721","7","0","-1"
"1107","阿努比瑞克漢","533","0","0","2255","0","15931","14","0","-1"
"1108","古魯斯","533","0","1000","2242","1","16064","14","0","-1"
"1109","『收割者』高希","533","0","500","2238","2","16279","14","0","-1"
"1110","大寡婦費琳娜","533","0","250","2256","3","15940","14","0","-1"
"1111","葛羅巴斯","533","0","750","2247","4","16035","14","0","-1"
"1112","『不潔者』海根","533","0","375","2258","5","16309","14","0","-1"
"1113","講師拉祖維斯","533","0","437","2307","6","16582","14","0","-1"
"1114","科爾蘇加德","533","0","2000","2269","7","15945","7","0","-1"
"1115","憎恨者","533","0","406","2245","8","16110","14","0","-1"
"1116","梅克絲娜","533","0","312","2253","9","15928","14","0","-1"
"1117","『瘟疫使者』諾斯","533","0","343","2257","10","16590","14","0","-1"
"1118","縫補者","533","0","625","2244","11","16174","14","0","-1"
"1119","薩菲隆","533","0","1500","2268","12","16033","14","0","-1"
"1120","泰迪斯","533","0","1250","2243","13","16137","14","0","-1"
"1121","四騎士","533","0","562","4012","14","10729","6","0","-1"
"1126","『石之看守者』亞夏梵","624","0","0","4836","0","26967","10","0","-1"
"1127","『風暴看守者』艾瑪隆","624","0","1000","4837","1","27108","10","0","-1"
"1128","『烈焰看守者』寇拉隆","624","0","2000","4838","2","29524","10","0","-1"
"1129","『寒冰看守者』拓拉梵","624","0","3000","4895","3","31089","10","0","-1"
"1130","『觀察者』艾爾加隆","603","0","0","4093","0","28641","66","0","-1"
"1131","奧芮雅","603","0","-1000","4140","1","28651","6","0","-1"
"1132","烈焰戰輪","603","0","-2000","4114","2","28875","6","0","-1"
"1133","芙蕾雅","603","0","-500","4059","3","28777","6","0","-1"
"1134","威札斯將軍","603","0","-250","4067","4","28548","6","0","-1"
"1135","霍迪爾","603","0","-750","4050","5","28743","6","0","-1"
"1136","『火爐之主』伊格尼司","603","0","-1500","4834","6","29185","6","0","-1"
"1137","柯洛剛恩","603","0","-1250","4089","7","28638","6","0","-1"
"1138","彌米倫","603","0","-375","4060","8","28578","6","0","-1"
"1139","銳鱗","603","0","-1375","4835","9","28787","6","0","-1"
"1140","鐵之集會","603","0","-1312","4091","10","28324","6","0","-1"
"1141","索林姆","603","0","-625","4057","11","28977","6","0","-1"
"1142","XT-002拆解者","603","0","-1343","4138","12","28611","6","0","-1"
"1143","尤格薩倫","603","0","-125","4121","13","28817","7","0","-1"
"1144","霍格","34","1","1000","5509","3","501","4","0","-1"
"1145","歐玻西特王","34","1","2000","5510","4","1204","4","0","-1"
"1146","藍道夫‧摩洛克","34","1","3000","5511","5","35068","4","0","-1"
"1147","『戰爭之子』巴爾薩魯斯","724","0","0","5031","0","31761","4","0","-1"
"1148","扎里斯利安將軍","724","0","1000","5033","1","32179","4","0","-1"
"1149","薩薇安娜‧怒焰","724","0","500","5032","2","31577","4","0","-1"
"1150","海萊恩","724","0","2000","5048","3","31952","6","0","-1"
"1164","亮葉長者","603","0","-562","5630","14","29174","0","0","-1"
"1165","鐵枒長者","603","0","-531","5631","15","29175","0","0","-1"
"1166","石木長者","603","0","-515","5632","16","29176","0","0","-1"
"1178","高階祭司溫諾希斯","859","0","0","5779","0","37788","12","0","-1"
"1179","血領主曼多基爾","859","0","1000","5810","1","11288","12","0","-1"
"1180","高階祭司基爾娜拉","859","0","2000","5780","2","37805","4","0","-1"
"1181","贊吉爾","859","0","3000","5769","3","37813","12","0","-1"
"1182","破神者金度","859","0","4000","5778","4","37789","4","0","-1"
"1185","管理者鹿盔","720","0","0","5827","0","37953","14","0","-1"
"1188","狂性儲納所","859","0","1500","5824","5","37831","4","0","-1"
"1189","阿奇爾森","568","0","0","3122","0","21630","12","0","-1"
"1190","納羅拉克","568","0","1000","3077","1","21631","12","0","-1"
"1191","賈納雷","568","0","2000","3153","2","21633","12","0","-1"
"1192","哈拉齊","568","0","3000","3152","3","21632","12","0","-1"
"1193","妖術領主瑪拉克雷斯","568","0","4000","3146","4","22332","12","0","-1"
"1194","達卡拉","568","0","5000","3148","5","38118","12","0","-1"
"1197","貝絲堤拉克","720","0","-4000","5882","1","38227","14","0","-1"
"1200","巴勒羅克","720","0","-1000","5898","2","38621","14","0","-1"
"1203","拉格納羅斯","720","0","2000","5911","3","37875","15","0","-1"
"1204","萊爾利斯領主","720","0","-3000","5872","4","38414","6","0","-1"
"1205","夏諾克斯","720","0","-2375","5919","5","38448","14","0","-1"
"1206","艾里絲拉卓","720","0","-1750","5942","6","38044","14","0","-1"
"1250","歐庫薩","757","0","1000","5821","1","37876","14","0","-1"
"1271","姆多茲諾","938","0","8000","6048","4","38931","4","0","-1"
"1272","佩洛薩恩","939","0","0","6067","0","39182","4","0","-1"
"1273","艾薩拉女王","939","0","1000","6038","1","38863","4","0","-1"
"1274","瑪諾洛斯","939","0","2000","6055","2","38996","4","0","-1"
"1291","死亡之翼的脊椎","967","0","0","6097","0","35361","6","0","-1"
"1292","魔寇","967","0","-1000","6082","1","34255","2","0","-1"
"1294","督軍松奧茲","967","0","-500","6084","2","39138","2","0","-1"
"1295","未眠者尤沙吉","967","0","-250","6102","3","32501","2","0","-1"
"1296","哈甲拉","967","0","-125","6106","4","39318","2","0","-1"
"1297","奧特拉賽恩","967","0","-62","6128","5","39099","2","0","-1"
"1298","將領黑角","967","0","-31","6134","6","39399","2","0","-1"
"1299","死亡之翼的狂亂","967","0","1000","6142","7","40087","7","0","-1"
"1303","古‧雲擊","959","0","0","6585","0","39489","0","0","-1"
"1304","雪迅大師","959","0","1000","6117","1","0","0","0","-1"
"1305","暴力之煞","959","0","2000","6138","2","18083","0","0","-1"
"1306","塔蘭‧祝","959","0","3000","6151","3","27920","0","0","-1"
"1332","阿利札巴","757","0","2000","6158","2","21252","14","0","-1"
"1337","阿奇里森","940","0","0","6161","0","39397","4","0","-1"
"1339","大主教本尼迪塔斯","940","0","1000","6088","1","38991","4","0","-1"
