Id,SourceText,ItemId,Flags,SourceTypeEnum
"128","|cFFFFD200促銷活動|r","79769","0","7"
"129","|cFFFFD200掉落：|r『流亡者』載|n|cFFFFD200區域：|r崑萊峰","86581","0","0"
"131","|cFFFFD200掉落：|r『神諭者』尼索斯|n|cFFFFD200區域：|r崑萊峰","72224","2","0"
"132","|cFFFFD200掉落：|r『獨眼』魔朵|n|cFFFFD200區域：|r恆春谷","86586","0","0"
"133","|cFFFFD200掉落：|r『漫遊者』阿宏|n|cFFFFD200區域：|r崑萊峰","86588","0","0"
"134","|cFFFFD200掉落：|r艾利‧天鏡|n|cFFFFD200區域：|r悚然荒野","86589","0","0"
"135","|cFFFFD200掉落：|r『疾雲』艾崙|n|cFFFFD200區域：|r恆春谷","72229","2","0"
"136","|cFFFFD200掉落：|r博諾伯|n|cFFFFD200區域：|r四風峽","72227","2","0"
"137","|cFFFFD200掉落：|r靈巧的伊克伊克|n|cFFFFD200區域：|r悚然荒野","86593","0","0"
"139","|cFFFFD200成就：|r向最好的學習|n|cFFFFD200類別：|r釣魚","86596","0","5"
"140","|cFFFFD200成就：|r串酒坊|n|cFFFFD200類別：|r潘達利亞之謎","87528","0","5"
"142","|cFFFFD200商人：|r吉娜‧泥爪|n|cFFFFD200區域：|r四風峽|n|cFFFFD200陣營：|r耕者工會 - 崇拜|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","90175","4","2"
"143","|cFFFFD200世界事件：|r冬幕節","90883","0","6"
"144","|cFFFFD200世界事件：|r冬幕節","90888","0","6"
"145","|cFFFFD200商人：|r吉瓦斯‧葛萊蓋特|n|cFFFFD200區域：|r暗月島|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","90899","0","6"
"147","|cFFFFD200給予者：|r奧蘇爾|n|cFFFFD200區域：|r拉文霍德莊園","72220","2","0"
"148","|cFFFFD200掉落：|r拉沙|n|cFFFFD200區域：|r雷王島","72226","2","0"
"151","|cFFFFD200成就：|r托爾托斯隱藏噴泉成就|n|cFFFFD200類別：|r潘達利亞團隊","98132","0","5"
"152","|cFFFFD200掉落：|r巨蝸|n|cFFFFD200區域：|r雷霆王座","98136","0","0"
"153","|cFFFFD200商人：|r演講者固蘭|n|cFFFFD200區域：|r永恆之島","72230","2","2"
"154","|cFFFFD200商人：|r織霧者阿古|n|cFFFFD200區域：|r永恆之島|n|cFFFFD200陣營：|r紹昊大帝 - 崇敬","103685","4","2"
"155","|cFFFFD200掉落：|r腐蝕崖居者|n|cFFFFD200區域：|r永恆之島","104262","0","0"
"156","|cFFFFD200掉落：|r黑焰勇士|n|cFFFFD200區域：|r永恆之島","104302","0","0"
"157","|cFFFFD200掉落：|r永恆掌窯使|n|cFFFFD200區域：|r永恆之島","104309","0","0"
"158","|cFFFFD200世界事件：|r冬幕節","104318","0","6"
"159","|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","104323","0","2"
"160","|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","104324","0","2"
"161","|cFFFFD200掉落：|r歐朵斯高階祭司|n|cFFFFD200區域：|r永恆之島","72233","2","0"
"162","|cFFFFD200掉落：|r『歐朵勇士』賈庫爾|n|cFFFFD200區域：|r永恆之島","104331","0","0"
"164","|cFFFFD200世界事件：|r暗月馬戲團|n|cFFFFD200掉落：|r月牙|n|cFFFFD200區域：|r暗月島","105898","0","6"
"165","|cFFFFD200掉落：|r『毀滅之艦』維蘇威號|n|cFFFFD200區域：|r永恆之島|n","104294","0","0"
"168","|cFFFFD200世界事件：|r札拉贊恩之殞","54653","2","6"
"169","|cFFFFD200世界事件：|r新年節慶|n|n|cFFFFD200商人：|r法莉爾‧星歌|n|cFFFFD200區域：|r月光林地|n|cFFFFD200花費：|r25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t","90000","0","6"
"170","|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t","90427","0","2"
"180","|cFFFFD200世界事件：|r行動：諾姆瑞根","54651","2","6"
"181","|cFFFFD200來源：|r古樹的遺產","72223","2","1"
"182","|cFFFFD200世界事件：|r新年節慶|n|n|cFFFFD200商人：|r法莉爾‧星歌|n|cFFFFD200區域：|r月光林地|n|cFFFFD200花費：|r25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t","89999","0","6"
"183","|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","54343","0","2"
"184","|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","54438","0","2"
"185","|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","54437","0","2"
"186","|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","44606","0","2"
"187","|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","45057","0","2"
"188","|cFFFFD200專業技能：|r考古學","69776","0","3"
"189","|cFFFFD200商人：|r伊芙尼奇‧卡莎莉絲夫人|n|cFFFFD200區域：|r寒冰皇冠","46843","0","2"
"190","|cFFFFD200掉落：|r『心之看守者』夏佳隆|n|cFFFFD200區域：|r螳螂荒原","90067","0","0"
"191","|cFFFFD200商人：|r『巧手』雷尼‧麥考伊|n|cFFFFD200區域：|r暴風城|n|cFFFFD200花費：|r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","97921","0","2"
"192","|cFFFFD200商人：|r仲夏節商人|n|cFFFFD200區域：|r各大主城|n|cFFFFD200花費：|r350|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t|n|n","34686","0","6"
"193","|cFFFFD200商人：|r啤酒節商人|n|cFFFFD200花費：|r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t","33927","0","6"
"194","|cFFFFD200商人：|r桑‧紅鱗|n|cFFFFD200區域：|r翠玉林|n|cFFFFD200陣營：|r雲蛟衛 - 崇敬|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","89222","4","2"
"195","|cFFFFD200世界事件：|r冬幕節","37710","0","6"
"196","|cFFFFD200專業技能：|r工程學","23767","0","3"
"197","|cFFFFD200任務：|r窒息的天空|n|cFFFFD200區域：|r螳螂荒原","88589","0","1"
"198","|cFFFFD200商人：|r魯克‧鷹拳|n|cFFFFD200區域：|r寒冰皇冠","45021","0","2"
"199","|cFFFFD200掉落：|r盜賊偷竊","36863","0","0"
"200","|cFFFFD200商人：|r艾芮希|n|cFFFFD200區域：|r寒冰皇冠","45020","0","2"
"201","|cFFFFD200商人：|r年‧鐵爪|n|cFFFFD200區域：|r四風峽|n|cFFFFD200花費：|r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t59|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t65|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t","88801","0","2"
"202","|cFFFFD200黑市拍賣場|r","45063","0","2"
"203","|cFFFFD200促銷活動|r","69227","0","7"
"204","|cFFFFD200商人：|r莎莉‧嘶怒|n|cFFFFD200區域：|r四風峽|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","88802","0","2"
"205","|cFFFFD200來源：|r噁心的罐子|n|cFFFFD200商人：|r塔納克|n|cFFFFD200區域：|r休拉薩盆地","44719","0","2"
"206","|cFFFFD200任務：|r拯救未來|n|cFFFFD200區域：|r雷王島","95589","4","1"
"207","|cFFFFD200任務：|r生命之血|n|cFFFFD200區域：|r雷王島","95590","4","1"
"208","|cFFFFD200商人：|r瑞里‧軸螺|n|cFFFFD200區域：|r寒冰皇冠","45019","0","2"
"209","|cFFFFD200專業技能：|r工程學(425)","40895","0","3"
"210","|cFFFFD200黑市拍賣場|r","33219","0","2"
"211","|cFFFFD200任務：|r金色的承諾|n|cFFFFD200區域：|r悚然荒野","88417","0","1"
"212","|cFFFFD200專業技能：|r考古學","69777","0","3"
"213","|cFFFFD200任務：|r猴人神像|n|cFFFFD200區域：|r崑萊峰","88385","0","1"
"214","|cFFFFD200黑市拍賣場|r","32542","0","2"
"215","|cFFFFD200促銷活動|r","54212","0","7"
"216","|cFFFFD200任務：|r振奮精神|n|cFFFFD200區域：|r螳螂荒原","88587","2","1"
"217","|cFFFFD200商人：|r德瑞克‧斑鬚|n|cFFFFD200區域：|r寒冰皇冠","45018","0","2"
"218","|cFFFFD200任務：|r藏匿|n|cFFFFD200區域：|r崑萊峰","88579","0","1"
"219","|cFFFFD200任務：|r祝的絕望|n|cFFFFD200區域：|r喀撒朗蠻荒","88580","0","1"
"220","|cFFFFD200掉落：|r瑟爾林‧卡斯迪諾夫醫生|n|cFFFFD200區域：|r通靈學院","88566","0","0"
"221","|cFFFFD200任務：|r滾動桶子！|n|cFFFFD200區域：|r崑萊峰","88531","0","1"
"222","|cFFFFD200任務：|r往事已成歷史|n|cFFFFD200區域：|r月光林地","71259","0","1"
"223","|cFFFFD200掉落：|r世界掉落","63269","0","0"
"224","|cFFFFD200世界事件：|r暗月馬戲團|n|cFFFFD200掉落：|r月牙|n|cFFFFD200區域：|r暗月島","101571","0","6"
"225","|cFFFFD200商人：|r瓦蘭‧高枝|n|cFFFFD200區域：|r熔岩前線|n|cFFFFD200花費：|r3500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","70159","0","2"
"226","|cFFFFD200黑市拍賣場|r","46780","0","2"
"227","|cFFFFD200掉落：|r世界掉落","35275","0","0"
"228","|cFFFFD200商人：|r弗雷卡‧血斧|n|cFFFFD200區域：|r寒冰皇冠","45014","0","2"
"229","|cFFFFD200商人：|r吉娜‧泥爪|n|cFFFFD200區域：|r四風峽|n|cFFFFD200陣營：|r耕者工會 - 崇敬|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","89869","4","2"
"230","|cFFFFD200任務：|r給他們地精式的解脫！|n|cFFFFD200區域：|r劍刃山脈","30690","0","1"
"231","|cFFFFD200寶藏：|r德拉諾巨蚌|n|cFFFFD200區域：|r霜火峰","108739","0","0"
"232","|cFFFFD200任務：|r橫衝直撞的齧齒動物|n|cFFFFD200區域：|r四風峽","88370","0","1"
"233","|cFFFFD200促銷活動|r","71628","0","7"
"234","|cFFFFD200商人：|r沙瑪巴|n|cFFFFD200區域：|r寒冰皇冠","45015","0","2"
"235","|cFFFFD200商人：|r拉維卡|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","97942","0","2"
"236","|cFFFFD200任務：|r劫掠者首領斯洛凡|n|cFFFFD200區域：|r喀撒朗蠻荒","88387","0","1"
"237","|cFFFFD200商人：|r崔利斯‧晨日|n|cFFFFD200區域：|r寒冰皇冠","45017","0","2"
"238","|cFFFFD200任務：|r道路救援|n|cFFFFD200區域：|r崑萊峰","88381","0","1"
"239","|cFFFFD200專業技能：|r工程學","17716","0","3"
"240","|cFFFFD200商人：|r莎莉‧嘶怒|n|cFFFFD200區域：|r四風峽|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","91904","0","2"
"241","|cFFFFD200商人：|r亞瑟‧弗路下士|n|cFFFFD200區域：|r寒冰皇冠","45011","0","2"
"242","|cFFFFD200任務：|r埋藏的猴人寶藏|n|cFFFFD200區域：|r喀撒朗蠻荒","80822","0","1"
"243","|cFFFFD200世界事件：|r愛就在身邊|n|cFFFFD200掉落：|r藥劑師胡默爾","50471","0","6"
"244","|cFFFFD200商人：|r杜魯‧雷角|n|cFFFFD200區域：|r寒冰皇冠","45013","0","2"
"245","|cFFFFD200商人：|r波格|n|cFFFFD200區域：|r托巴拉德半島|n|cFFFFD200陣營：|r地獄吼先鋒 - 尊敬|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","64997","4","2"
"246","|cFFFFD200商人：|r軍需官布瑞奇|n|cFFFFD200區域：|r托巴拉德半島|n|cFFFFD200陣營：|r巴拉丁鐵衛 - 尊敬|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","63141","4","2"
"247","|cFFFFD200任務：|r被憎恨同化|n|cFFFFD200區域：|r螳螂荒原","88584","0","1"
"248","|cFFFFD200任務：|r黃加紅等於橘|n|cFFFFD200區域：|r四風峽","88377","0","1"
"249","|cFFFFD200商人：|r伊莉莎‧基里安|n|cFFFFD200區域：|r寒冰皇冠","45016","0","2"
"250","|cFFFFD200來源：|r釣魚藏寶袋","45984","0","0"
"251","|cFFFFD200專業技能：|r考古學","69775","0","3"
"252","|cFFFFD200促銷活動|r","69215","0","7"
"253","|cFFFFD200黑市拍賣場|r","35227","0","2"
"254","|cFFFFD200商人：|r拉維卡|n|cFFFFD200花費：|r25|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","97919","0","2"
"255","|cFFFFD200世界事件：|r冬幕節","17712","0","6"
"256","|cFFFFD200專業技能：|r工程學","18660","0","3"
"257","|cFFFFD200掉落：|r盜賊偷竊","36862","0","0"
"258","|cFFFFD200商人：|r拉維卡|n|cFFFFD200花費：|r5|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","98552","0","2"
"264","|cFFFFD200商人：|r卻斯特|n|cFFFFD200區域：|r暗月島","116139","0","6"
"265","|cFFFFD200世界事件：|r暗月馬戲團|n|cFFFFD200任務：|r破碎的誓言","116067","0","6"
"269","|cFFFFD200商人：|r啤酒節商人|n|cFFFFD200花費：|r200|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t","71137","0","6"
"270","|cFFFFD200掉落：|r克里奇斯|n|cFFFFD200區域：|r塔拉多爾","116125","0","0"
"271","|cFFFFD200掉落：|r伊格德雷|n|cFFFFD200區域：|r影月谷","113570","0","0"
"272","|cFFFFD200掉落：|r絕息|n|cFFFFD200區域：|r霜火峰","111476","0","0"
"273","|cFFFFD200世界事件：|r暗月馬戲團|n|cFFFFD200成就：|r艾里絲拉卓的後裔","116115","0","6"
"275","|cFFFFD200世界事件：|r暗月馬戲團|n|cFFFFD200商人：|r卡爾‧古德阿|n|cFFFFD200區域：|r暗月島|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","75042","0","6"
"278","神秘不可解的謎！","118191","2","0"
"279","|cFFFFD200商人：|r走私者|n|cFFFFD200區域：|r阿拉卡山|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","113096","0","2"
"280","|cFFFFD200專業技能：|r工程學","109183","0","3"
"281","|cFFFFD200Blizzard精品商城|r","112324","0","7"
"282","|cFFFFD200要塞任務|r","118427","0","0"
"283","|cFFFFD200任務：|r再見了，小魚|n|cFFFFD200區域：|r艾薩拉","53057","0","1"
"285","|cFFFFD200任務：|r勇士試煉|n|cFFFFD200區域：|r影月谷","119144","0","1"
"286","|cFFFFD200掉落：|r巴斯頓|n|cFFFFD200區域：|r格古隆德","119432","0","0"
"287","|cFFFFD200掉落：|r曲魂師托雷克|n|cFFFFD200區域：|r影月谷","119178","0","0"
"289","|cFFFFD200寶藏：|r迪賽西雅的悶燒長靴 |n|cFFFFD200區域：|r塔拉多爾","108743","0","0"
"290","|n","110586","2","0"
"293","|cFFFFD200商人：|r貝絲卡‧赤牙|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200陣營：|r霜狼獸人 - 尊敬|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","115468","4","2"
"294","|cFFFFD200任務：|r鑽石恆久遠|n|cFFFFD200區域：|r霜火峰","115503","0","1"
"295","|cFFFFD200寶藏：|r沼澤螢光蟲巢|n|cFFFFD200區域：|r影月谷","117550","0","0"
"296","|cFFFFD200寶藏：|r古怪的死網蛛蛋|n|cFFFFD200區域：|r塔拉多爾","117569","0","0"
"297","|cFFFFD200給予者：|r安多哈爾的索拉雷","117573","0","0"
"298","|cFFFFD200掉落：|r化石木|n|cFFFFD200區域：|r格古隆德","118221","0","0"
"299","|cFFFFD200掉落：|r鐵鬚船長|n|cFFFFD200區域：|r納葛蘭","118244","0","0"
"301","|cFFFFD200任務：|r霜火之怒|n|cFFFFD200區域：|r霜火峰","119145","0","1"
"302","|cFFFFD200商人：|r奇爾利普|n|cFFFFD200區域：|r貿易站|n|cFFFFD200陣營：|r獰笑骷髏獸人 - 尊敬|n|cFFFFD200花費：|r1250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","119160","4","2"
"303","","72222","2","-1"
"304","|cFFFFD200掉落：|r『懦弱的』吉博列特|n|cFFFFD200區域：|r霜火峰","72228","2","0"
"305","|cFFFFD200商人：|r瑪莉亞|n|cFFFFD200區域：|r貿易站|n|cFFFFD200陣營：|r撒塔斯守軍 - 尊敬","119182","4","2"
"306","|cFFFFD200成就：|r玩具大師|n|cFFFFD200類別：|r玩具箱","119215","0","5"
"307","|cFFFFD200要塞建築：|r鬥士會堂|n","119217","0","0"
"308","|cFFFFD200要塞建築：|r鬥士會堂|n|n","119218","0","0"
"309","|cFFFFD200寶藏：|r天槌的寶藏|n|cFFFFD200區域：|r大競技場","119219","0","0"
"310","","119220","2","-1"
"311","","119221","2","-1"
"312","|cFFFFD200商人：|r瑪莉亞|n|cFFFFD200區域：|r貿易站|n|cFFFFD200陣營：|r撒塔斯守軍 - 崇敬","119421","4","2"
"319","|cFFFFD200寶藏：|r占星師的箱子|n|cFFFFD200區域：|r影月谷","109739","0","0"
"320","|cFFFFD200掉落：|r燃燒前線|n|cFFFFD200區域：|r塔拉多爾|n","116122","0","0"
"322","|cFFFFD200商人：|r班傑明‧布羅德|n|cFFFFD200花費：|r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","119212","0","2"
"324","|cFFFFD200商人：|r班傑明‧布羅德|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","119210","0","2"
"325","|cFFFFD200掉落：|r巴希歐克|n|cFFFFD200區域：|r格古隆德","118222","0","0"
"327","|cFFFFD200掉落：|r領軍托姆|n|cFFFFD200區域：|r納葛蘭","120276","0","0"
"328","|cFFFFD200寶藏：|r競技場大師的戰爭號角|n|cFFFFD200區域：|r霜火峰","108735","0","0"
"329","|cFFFFD200掉落：|r莫爾墨的回聲|n|cFFFFD200區域：|r塔拉多爾","113670","0","0"
"330","|cFFFFD200掉落：|r催眠蟾蜍|n|cFFFFD200區域：|r影月谷","113631","0","0"
"331","|cFFFFD200寶藏：|r復仇者的儲物箱|n|cFFFFD200區域：|r影月谷","113375","0","0"
"332","|cFFFFD200寶藏：|r溫暖的戈倫蛋|n|cFFFFD200區域：|r格古隆德","118716","0","0"
"333","|cFFFFD200掉落：|r索菲里歐斯|n|cFFFFD200區域：|r格古隆德","114227","0","0"
"334","|cFFFFD200世界事件：|r愛就在身邊","116651","0","6"
"335","|cFFFFD200世界事件：|r啤酒節|n|cFFFFD200花費：|r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t","116758","0","6"
"336","|cFFFFD200世界事件：|r冬幕節","116763","0","6"
"337","|cFFFFD200世界事件：|r旅人豐年祭","116400","0","6"
"338","|cFFFFD200要塞建築：|r旅店","118937","0","0"
"339","|cFFFFD200要塞建築：|r旅店","118938","0","0"
"340","|cFFFFD200要塞建築：|r旅店","119003","0","0"
"341","|cFFFFD200要塞建築：|r旅店","119039","0","0"
"342","|cFFFFD200要塞建築：|r旅店","119083","0","0"
"343","|cFFFFD200要塞建築：|r旅店","72232","2","-1"
"344","|cFFFFD200商人：|r仲夏節慶商人|n|cFFFFD200花費：|r500|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t|n","116440","0","2"
"345","|cFFFFD200商人：|r仲夏節慶商人|n|cFFFFD200花費：|r350|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t|n","116435","0","6"
"346","|cFFFFD200世界事件：|r啤酒節|n|cFFFFD200花費：|r200|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t","116757","0","6"
"347","|cFFFFD200世界事件：|r冬幕節","116689","0","6"
"348","|cFFFFD200世界事件：|r冬幕節","116690","0","6"
"349","|cFFFFD200世界事件：|r冬幕節","116691","0","6"
"350","|cFFFFD200世界事件：|r冬幕節","116692","0","6"
"351","|cFFFFD200任務：|r索奎薩爾之怒|n","119134","0","1"
"352","|cFFFFD200偷竊|r|n","120857","2","0"
"357","|cFFFFD200要塞建築：|r旅店","119092","0","0"
"359","|cFFFFD200成就：|r塞拉摩攻防戰|n|cFFFFD200類別：|r偉業","89205","2","5"
"360","|cFFFFD200專業技能：|r工程學","108745","0","3"
"361","|cFFFFD200成就：|r真是一段奇妙的時空穿越之旅|n|cFFFFD200類別：|r地城與團隊","122293","0","5"
"365","|cFFFFD200掉落：|r管理者鹿盔|n|cFFFFD200區域：|r火源之界|n|cFFFFD200職業：|r德魯伊","122304","0","0"
"366","","122283","6","-1"
"367","|cFFFFD200世界事件：|r冬幕節","116456","0","6"
"368","|cFFFFD200成就：|r暗月競速路霸|n|cFFFFD200類別：|r暗月馬戲團","122129","0","5"
"369","|cFFFFD200成就：|r荒野飆客：黃金|n|cFFFFD200類別：|r暗月馬戲團","122126","0","5"
"371","|cFFFFD200成就：|r電能高手：黃金|n|cFFFFD200類別：|r暗月馬戲團","122120","0","5"
"372","|cFFFFD200成就：|r坦克指揮官|n|cFFFFD200類別：|r暗月馬戲團","122122","0","5"
"373","|cFFFFD200成就：|r從不槓龜|n|cFFFFD200類別：|r暗月馬戲團","122123","0","5"
"374","|cFFFFD200任務：|r晶瑩剔透|n|cFFFFD200區域：|r暴風城|n|cFFFFD200區域：|r奧格瑪","122674","0","1"
"375","|cFFFFD200成就：|r艾澤拉斯金曲排行榜|n|cFFFFD200類別：|r要塞","122700","0","5"
"376","|cFFFFD200掉落：|r托葛羅斯|n|cFFFFD200區域：|r霜火峰","119163","0","0"
"377","|cFFFFD200任務：|r撿一隻犛牛|n|cFFFFD200區域：|r螳螂荒原","82467","0","1"
"378","|cFFFFD200掉落：|r爐邊歌手弗瑞斯坦|n|cFFFFD200區域：|r斯坦索姆","13379","0","0"
"379","|cFFFFD200掉落：|r布靈登5000型禮物包|n","123851","0","0"
"381","|cFFFFD200成就：|r火箭俠：黃金|n|cFFFFD200類別：|r暗月馬戲團","122119","0","5"
"383","|cFFFFD200世界事件：|r亡者節|n","116856","0","6"
"384","|cFFFFD200世界事件：|r亡者節|n","116888","0","6"
"385","|cFFFFD200世界事件：|r亡者節|n","116889","0","6"
"386","|cFFFFD200世界事件：|r亡者節|n","116890","0","6"
"387","|cFFFFD200世界事件：|r亡者節|n","116891","0","6"
