Id,Value,ReqId,ParentWidgetId
"1461","聯盟控制哨塔","3","518"
"1462","","4","518"
"1463","被控制的哨塔：%2622w","2","519"
"1464","部落控制哨塔","3","519"
"1465","","4","519"
"1466","燃燒彈組 = %2436w/5","2","522"
"1467","放置於敦霍爾德的燃燒彈數量","3","522"
"1468","","4","522"
"1475","剩餘時間 - %2509w：%2512w%2510w","2","525"
"1476","靈魂尖塔可被佔領前的剩餘時間。","3","525"
"1477","","4","525"
"1478","剩餘時間 - %2509w：%2512w%2510w","2","526"
"1479","靈魂尖塔可被佔領前的剩餘時間。","3","526"
"1480","","4","526"
"1481","時間裂隙開啟：%2784w/18","2","527"
"1482","","3","527"
"1483","","4","527"
"1484","目前波數 = %2842w/8","2","528"
"1485","目前波數","3","528"
"1486","","4","528"
"1487","北方星移門：%2880w%","2","529"
"1488","","3","529"
"1489","","4","529"
"1490","南方星移門：%2881w%","2","530"
"1491","","3","530"
"1492","","4","530"
"1493","金隊剩餘玩家：%3601w","2","531"
"1494","","3","531"
"1495","","4","531"
"1496","紫隊：剩下%3600w名玩家","2","532"
"1497","","3","532"
"1498","","4","532"
"1499","護盾剩餘：%3054w%","2","533"
"1500","護盾剩餘的比例。","3","533"
"1501","","4","533"
"1502","剩餘神射手：%3082w / 12","2","534"
"1503","剩餘的塞拉摩防衛者人數。","3","534"
"1504","","4","534"
"1505","獻祭剩餘時間：%3106w分鐘","2","535"
"1506","囚犯被殺死前的剩餘時間。","3","535"
"1507","","4","535"
"1508","戰力：%3127w","2","536"
"1509","聯盟戰力","3","536"
"1510","","4","536"
"1511","戰力：%3128w","2","537"
"1512","部落戰力","3","537"
"1513","","4","537"
"1514","發現染疫穀箱 = %3480w/5","2","539"
"1515","染疫的穀箱發現數。","3","539"
"1516","","4","539"
"1517","天譴軍波數 = %3504w/10","2","541"
"1518","天譴軍遭遇戰的波數。","3","541"
"1519","","4","541"
"1520","載具：%3490w/%3491w","2","542"
"1521","部落狀態","3","542"
"1522","","4","542"
"1523","載具：%3680w/%3681w","2","543"
"1524","聯盟狀態","3","543"
"1525","","4","543"
"1526","離心傀儡剩餘：%3486w","2","544"
"1527","","3","544"
"1528","","4","544"
"1529","進攻者","2","546"
"1530","聯盟狀態","3","546"
"1531","","4","546"
"1532","防禦者","2","547"
"1533","部落狀態","3","547"
"1534","","4","547"
"1535","回合結束：%3557k","2","548"
"1536","回合在這段時間之後結束","3","548"
"1537","","4","548"
"1538","防禦者","2","549"
"1539","聯盟狀態","3","549"
"1540","","4","549"
"1541","進攻者","2","550"
"1542","部落狀態","3","550"
"1543","","4","550"
"1544","獎勵時間：%3557k","2","551"
"1545","獎勵分數的剩餘時間","3","551"
"1546","","4","551"
"1547","回合結束：%3557k","2","552"
"1548","回合在這段時間之後結束","3","552"
"1549","","4","552"
"1550","聖光勢力剩餘：%3590w","2","553"
"1551","剩餘聖光勢力！","3","553"
"1552","","4","553"
"1553","天譴勢力剩餘：%3591w","2","554"
"1554","剩餘天譴勢力！","3","554"
"1555","","4","554"
"1556","距離聖光之願禮拜堂的戰鬥開始還有%3604w分鐘！","2","555"
"1557","距離聖光之願禮拜堂的戰鬥開始的剩餘時間！","3","555"
"1558","","4","555"
"1559","聖光之願禮拜堂的戰鬥開始了！","2","556"
"1560","","3","556"
"1561","","4","556"
"1562","金隊剩餘玩家：%3601w","2","557"
"1563","","3","557"
"1564","","4","557"
"1565","紫隊：剩下%3600w名玩家","2","558"
"1566","","3","558"
"1567","","4","558"
"1568","金隊剩餘玩家：%3601w","2","559"
"1569","","3","559"
"1570","","4","559"
"1571","紫隊：剩下%3600w名玩家","2","560"
"1572","","3","560"
"1573","","4","560"
"1574","剩餘時間：%3781k","2","561"
"1575","遊戲在這段時間之後結束","3","561"
"1576","","4","561"
"1577","聯盟控制","2","562"
"1578","","3","562"
"1579","","4","562"
"1580","部落控制","2","563"
"1581","","3","563"
"1582","","4","563"
"1583","下一場戰鬥：%4354k","2","564"
"1584","冬握湖的戰爭將在這段時間之後繼續。","3","564"
"1585","","4","564"
"1586","監獄封印完整度：%3815w%","2","565"
"1587","","3","565"
"1588","","4","565"
"1589","傳送門開啟：%3810w/18","2","566"
"1590","","3","566"
"1591","","4","566"
"1592","幽暗城的戰鬥開始了！","2","567"
"1593","幽暗城的戰鬥開始了！","3","567"
"1594","","4","567"
"1595","距離幽暗城的戰鬥開始還有%3877w分鐘！","2","568"
"1596","距離幽暗城的戰鬥開始的剩餘時間！","3","568"
"1597","","4","568"
"1598","敵人控制了幽暗城！","2","569"
"1599","瓦里瑪薩斯和大藥劑師普崔司控制了幽暗城！","3","569"
"1600","","4","569"
"1601","部落正在中庭作戰！","2","570"
"1602","協助部落在幽暗城中庭的部隊！","3","570"
"1603","","4","570"
"1604","部落控制了中庭！","2","571"
"1605","這個區域現在安全了。","3","571"
"1606","","4","571"
"1607","部落在聖所作戰！","2","572"
"1608","協助部落在幽暗城貿易區和運河的部隊！","3","572"
"1609","","4","572"
"1610","部落控制了聖所！","2","573"
"1611","這個區域現在安全了。","3","573"
"1612","","4","573"
"1613","部落在鍊金房作戰！","2","574"
"1614","協助部落在鍊金房的部隊！","3","574"
"1615","","4","574"
"1616","部落控制了鍊金房！","2","575"
"1617","這個區域現在安全了。","3","575"
"1618","","4","575"
"1619","部落正在皇家區作戰！","2","576"
"1620","協助部落在皇家區的部隊！","3","576"
"1621","","4","576"
"1622","部落控制了皇家區！瓦里瑪薩斯被擊敗了！","2","577"
"1623","部落重新控制了幽暗城！","3","577"
"1624","","4","577"
"1625","距離本事件重置還有%3893w分鐘。","2","578"
"1626","","3","578"
"1627","","4","578"
"1628","剩餘時間 = %3931w分鐘。","2","579"
"1629","距離時光守護者腐化的時間。","3","579"
"1630","","4","579"
"1631","敵人控制了幽暗城！","2","580"
"1632","大藥劑師普崔司和瓦里瑪薩斯控制了幽暗城！","3","580"
"1633","","4","580"
"1634","聯盟正在下水道中戰鬥！","2","581"
"1635","協助聯盟在幽暗城下水道的部隊！","3","581"
"1636","","4","581"
"1637","聯盟鞏固了下水道！","2","582"
"1638","這個區域現在安全了。","3","582"
"1639","","4","582"
"1640","距離獵捕行動開始還有%3957w分鐘！","2","583"
"1641","獵捕大藥劑師普崔司行動開始前的剩餘時間！","3","583"
"1642","","4","583"
"1643","獵捕行動開始了！","2","584"
"1644","獵捕行動開始了！","3","584"
"1645","","4","584"
"1646","聯盟在鍊金房作戰！","2","585"
"1647","協助聯盟在鍊金房的部隊！","3","585"
"1648","","4","585"
"1649","聯盟鞏固了鍊金房！","2","586"
"1650","這個區域現在安全了。普崔司已經被擊敗了！","3","586"
"1651","","4","586"
"1652","艾爾加隆開始上傳滅世訊息的剩餘時間= %4131w分鐘。","2","587"
"1653","訊息送出的剩餘時間。","3","587"
"1654","","4","587"
"1655","戰力：%4226w","2","588"
"1656","聯盟戰力","3","588"
"1657","","4","588"
"1658","戰力：%4227w","2","589"
"1659","部落戰力","3","589"
"1660","","4","589"
"1661","回合結束：%3557k","2","590"
"1662","回合在這段時間之後結束","3","590"
"1663","回合在這段時間之後結束","4","590"
"1664","未成功嘗試的剩餘次數：%4389w","2","591"
"1665","","3","591"
"1666","","4","591"
"1667","靈魂波數 = %4882w/10","2","592"
"1668","靈魂波遭遇戰的次數。","3","592"
"1669","","4","592"
"1670","處決剩餘時間：%4904w分鐘","2","593"
"1671","在敏加屈服之前的剩餘時間。","3","593"
"1672","","4","593"
"1673","英雄模式撤退前的失敗嘗試次數：%4941w/%4942w","2","594"
"1674","","3","594"
"1675","","4","594"
"1676","英雄模式撤退前的失敗嘗試次數：%4941w/%4942w","2","595"
"1677","","3","595"
"1678","","4","595"
"1679","英雄模式撤退前的失敗嘗試次數：%4941w/%4942w","2","596"
"1680","","3","596"
"1681","","4","596"
"1682","英雄模式撤退前的失敗嘗試次數：%4941w/%4942w","2","597"
"1683","","3","597"
"1684","","4","597"
"1685","英雄模式撤退前的失敗嘗試次數：%4941w/%4942w","2","598"
"1686","","3","598"
"1687","","4","598"
"1688","擊殺的納迦攻擊者：%5028w/50","2","599"
"1689","納迦攻擊者擊殺數量。","3","599"
"1690","","4","599"
"1691","諾姆瑞根行動正在進行中。","2","600"
"1692","諾姆瑞根行動正在進行中。","3","600"
"1693","","4","600"
"1694","火箭發射器已摧毀 = %5027w/4","2","601"
"1695","","3","601"
"1696","","4","601"
"1697","在工程區協助諾姆瑞根的軍隊。","2","602"
"1698","在工程區協助諾姆瑞根的軍隊。","3","602"
"1699","","4","602"
"1700","正對機場發動攻擊。","2","603"
"1701","在機場協助諾姆瑞根的軍隊！","3","603"
"1702","","4","603"
"1703","地精控制了機場！","2","604"
"1704","地精控制了機場！","3","604"
"1705","","4","604"
"1706","反坦克器具已摧毀 = %5006w/6","2","605"
"1707","在工程區協助諾姆瑞根的軍隊。","3","605"
"1708","","4","605"
"1709","地精控制了機場和指揮站。","2","606"
"1710","地精控制了機場和地面的指揮站。","3","606"
"1711","","4","606"
"1712","軍隊正在諾姆瑞根的入口作戰。","2","607"
"1713","在諾姆瑞根的入口協助諾姆瑞根的軍隊。","3","607"
"1714","","4","607"
"1715","地精控制了諾姆瑞根的地面。","2","608"
"1716","控制了諾姆瑞根的入口、指揮站和機場。","3","608"
"1717","","4","608"
"1718","軍隊正在諾姆瑞根的地道作戰。","2","609"
"1719","在諾姆瑞根的地道中協助攻擊的軍隊。","3","609"
"1720","","4","609"
"1721","控制了諾姆瑞根的地道。","2","610"
"1722","控制了諾姆瑞根的地道。","3","610"
"1723","","4","610"
"1724","行動：諾姆瑞根將在%5037w分鐘後展開！","2","611"
"1725","行動：諾姆瑞根將會在這個時間展開","3","611"
"1726","","4","611"
"1727","海萊恩的形體具體化：%5050w%","2","612"
"1728","海萊恩的形體在這個空間具體化的程度","3","612"
"1729","","4","612"
"1730","海萊恩的形體具體化：%5049w%","2","613"
"1731","海萊恩的形體在這個空間具體化的程度","3","613"
"1732","","4","613"
"1733","暗矛食人妖已經準備好要奪回回音群島。","2","614"
"1734","暗矛食人妖已經準備好要奪回回音群島。","3","614"
"1735","","4","614"
"1736","還有%5071w分鐘回音群島奪回行動就要開始！","2","615"
"1737","回音群島奪回行動將在這個時候開始","3","615"
"1738","","4","615"
"1739","請求伯昂撒姆第的協助","2","616"
"1740","協助食人妖說服伯昂撒姆第來幫助他們。","3","616"
"1741","","4","616"
"1742","伯昂撒姆第站在了食人妖那一邊！","2","617"
"1743","伯昂撒姆第站在了食人妖那一邊！","3","617"
"1744","","4","617"
"1745","協助食人妖奪回燒毀的村莊。","2","618"
"1746","協助食人妖奪回燒毀的村莊。","3","618"
"1747","","4","618"
"1748","燒毀的村莊已經奪回了！","2","619"
"1749","食人妖們已經將燒毀的村莊中無腦的部隊消滅了。","3","619"
"1750","","4","619"
"1751","沃金和他的軍隊正在與札拉贊恩戰鬥。","2","620"
"1752","沃金和他的軍隊正在與札拉贊恩和那些被他施了妖術的食人妖戰鬥。","3","620"
"1753","","4","620"
"1754","札拉贊恩已經逃到另一座島上了！","2","621"
"1755","食人妖軍隊已經將札拉贊恩逼逃到另一座島上了。","3","621"
"1756","","4","621"
"1757","軍隊正在與札拉贊恩作戰","2","622"
"1758","軍隊正在與札拉贊恩作戰","3","622"
"1759","","4","622"
"1760","札拉贊恩已經被擊敗！","2","623"
"1761","札拉贊恩已經被擊敗！","3","623"
"1762","","4","623"
"1763","把海加爾從拉格納羅斯手中救出的戰鬥還有%5146k開始！","2","624"
"1764","","3","624"
"1765","","4","624"
"1766","把海加爾從拉格納羅斯手中救出的戰鬥開始了！","2","625"
"1767","","3","625"
"1768","","4","625"
"1769","把海加爾從拉格納羅斯手中救出的戰鬥還有%5147k開始！","2","626"
"1770","","3","626"
"1771","","4","626"
"1772","把海加爾從拉格納羅斯手中救出的戰鬥開始了！","2","627"
"1773","","3","627"
"1774","","4","627"
"1775","%1581w/%1601w","2","628"
"1776","聯盟奪旗總數","3","628"
"1777","部落旗幟被拔走了","4","628"
"1778","%1582w/%1601w","2","629"
"1779","部落奪旗總數","3","629"
"1780","聯盟旗幟被拔走了","4","629"
"1781","剩餘時間：%4248k","2","630"
"1782","剩餘時間","3","630"
"1783","","4","630"
"1784","基地：%2752w  勝利點數：%2749w/1600","2","632"
"1785","","3","632"
"1786","","4","632"
"1787","基地：%2753w  勝利點數：%2750w/1600","2","633"
"1788","","3","633"
"1789","","4","633"
"1790","守住橋樑！剩餘%5207w分鐘。","2","634"
"1791","替席拉喀絲女士完成召喚儀式爭取時間。","3","634"
"1792","","4","634"
"1793","守住橋樑！剩餘%5208w分鐘。","2","635"
"1794","替席拉喀絲女士完成召喚儀式爭取時間。","3","635"
"1795","","4","635"
"1796","貿易區剩餘裂隙：%4440w","2","636"
"1797","關閉所有元素裂隙以控制貿易區。","3","636"
"1798","","4","636"
"1799","貿易區被困住的市民：%5216w","2","637"
"1800","釋放被困住的市民以控制貿易區。","3","637"
"1801","","4","637"
"1802","尚未控制的區域：%5215w","2","638"
"1803","","3","638"
"1804","","4","638"
"1805","教堂廣場剩餘裂隙：%5212w","2","639"
"1806","關閉所有元素裂隙以控制教堂廣場。","3","639"
"1807","","4","639"
"1808","教堂廣場被困住的市民：%5213w","2","640"
"1809","釋放被困住的市民以控制教堂廣場。","3","640"
"1810","","4","640"
"1811","舊城區剩餘裂隙：%4439w","2","641"
"1812","關閉所有元素裂隙以控制舊城區。","3","641"
"1813","","4","641"
"1814","舊城區被困住的市民：%4458w","2","642"
"1815","釋放被困住的市民以控制舊城區。","3","642"
"1816","","4","642"
"1817","法師區剩餘裂隙：%5217w","2","643"
"1818","關閉所有元素裂隙以控制法師區。","3","643"
"1819","","4","643"
"1820","法師區被困住的市民：%4441w","2","644"
"1821","釋放被困住的市民以控制法師區。","3","644"
"1822","","4","644"
"1823","矮人區剩餘裂隙：%5223w","2","645"
"1824","關閉所有元素裂隙以控制矮人區。","3","645"
"1825","","4","645"
"1826","矮人區被困住的市民：%5222w","2","646"
"1827","釋放被困住的市民以控制矮人區。","3","646"
"1828","","4","646"
"1829","花園剩餘裂隙：%5221w","2","647"
"1830","關閉所有元素裂隙以控制花園。","3","647"
"1831","","4","647"
"1832","花園被困住的市民：%5220w","2","648"
"1833","釋放被困住的市民以控制花園。","3","648"
"1834","","4","648"
"1835","暴風港剩餘裂隙：%5219w","2","649"
"1836","關閉所有元素裂隙以控制暴風港。","3","649"
"1837","","4","649"
"1838","暴風港被困住的市民：%5218w","2","650"
"1839","釋放被困住的市民以控制暴風港。","3","650"
"1840","","4","650"
"1841","尚未控制的區域：%4857w","2","651"
"1842","","3","651"
"1843","","4","651"
"1844","力量谷剩餘裂隙：%4584w","2","652"
"1845","關閉所有元素裂隙以控制力量谷。","3","652"
"1846","","4","652"
"1847","力量谷被困住的市民：%4582w","2","653"
"1848","釋放被困住的市民以控制力量谷。","3","653"
"1849","","4","653"
"1850","精神谷剩餘裂隙：%5229w","2","654"
"1851","關閉所有元素裂隙以控制精神谷。","3","654"
"1852","","4","654"
"1853","精神谷被困住的市民：%5230w","2","655"
"1854","釋放被困住的市民以控制精神谷。","3","655"
"1855","","4","655"
"1856","智慧谷剩餘裂隙：%5232w","2","656"
"1857","關閉所有元素裂隙以控制智慧谷。","3","656"
"1858","","4","656"
"1859","智慧谷被困住的市民：%5231w","2","657"
"1860","釋放被困住的市民以控制智慧谷。","3","657"
"1861","","4","657"
"1862","榮譽谷剩餘裂隙：%5234w","2","658"
"1863","關閉所有元素裂隙以控制榮譽谷。","3","658"
"1864","","4","658"
"1865","榮譽谷被困住的市民：%5233w","2","659"
"1866","釋放被困住的市民以控制榮譽谷。","3","659"
"1867","","4","659"
"1868","暗巷區剩餘裂隙：%5236w","2","660"
"1869","關閉所有元素裂隙以控制暗巷區。","3","660"
"1870","","4","660"
"1871","暗巷區被困住的市民：%5235w","2","661"
"1872","釋放被困住的市民以控制暗巷區。","3","661"
"1873","","4","661"
"1874","暗影裂口剩餘裂隙：%5227w","2","662"
"1875","關閉所有元素裂隙以控制暗影裂口。","3","662"
"1876","","4","662"
"1877","暗影裂口被困住的市民：%5228w","2","663"
"1878","釋放被困住的市民以控制暗影裂口。","3","663"
"1879","","4","663"
"1880","還需要%4587w個沙包","2","664"
"1881","在指定的地點放置沙包以阻止大水。","3","664"
"1882","","4","664"
"1883","還需要設置%5256w個路障！","2","665"
"1884","設置路障以協助防守！","3","665"
"1885","","4","665"
"1886","還需要設置%5266w個路障！","2","666"
"1887","設置路障以協助防守！","3","666"
"1888","","4","666"
"1889","尚未控制的區域：%5267w","2","667"
"1890","","3","667"
"1891","","4","667"
"1892","雷霆崖剩餘裂隙：%5268w","2","668"
"1893","關閉所有元素裂隙以控制雷霆崖。","3","668"
"1894","","4","668"
"1895","雷霆崖被困住的市民：%5269w","2","669"
"1896","釋放被困住的市民以控制雷霆崖。","3","669"
"1897","","4","669"
"1898","長者高地剩餘裂隙：%5271w","2","670"
"1899","關閉所有元素裂隙以控制長者高地。","3","670"
"1900","","4","670"
"1901","長者高地被困住的市民：%5270w","2","671"
"1902","釋放被困住的市民以控制長者高地。","3","671"
"1903","","4","671"
"1904","獵人高地剩餘裂隙：%5273w","2","672"
"1905","關閉所有元素裂隙以控制獵人高地。","3","672"
"1906","","4","672"
"1907","獵人高地被困住的市民：%5272w","2","673"
"1908","釋放被困住的市民以控制獵人高地。","3","673"
"1909","","4","673"
"1910","靈魂高地剩餘裂隙：%5275w","2","674"
"1911","關閉所有元素裂隙以控制靈魂高地。","3","674"
"1912","","4","674"
"1913","靈魂高地被困住的市民：%5274w","2","675"
"1914","釋放被困住的市民以控制靈魂高地。","3","675"
"1915","","4","675"
"1916","預見之池剩餘裂隙：%5277w","2","676"
"1917","關閉所有元素裂隙以控制預見之池。","3","676"
"1918","","4","676"
"1919","預見之池被困住的市民：%5276w","2","677"
"1920","釋放被困住的市民以控制預見之池。","3","677"
"1921","","4","677"
"1922","還需要設置%5284w個防禦工事！","2","678"
"1923","設置防禦工事以協助防守鐵爐堡！","3","678"
"1924","","4","678"
"1925","尚未控制的區域：%5285w","2","679"
"1926","","3","679"
"1927","","4","679"
"1928","平民大廳剩餘裂隙：%5286w","2","680"
"1929","關閉所有元素裂隙以控制平民大廳。","3","680"
"1930","","4","680"
"1931","平民大廳被困住的市民：%5287w","2","681"
"1932","釋放被困住的市民以控制平民大廳。","3","681"
"1933","","4","681"
"1934","剩餘時間：%5333k","2","682"
"1935","直到防禦方獲勝的剩餘時間","3","682"
"1936","","4","682"
"1937","已摧毀哨塔：%5347w/3","2","683"
"1938","防禦方摧毀的哨塔數量","3","683"
"1939","","4","683"
"1940","已佔領建築：%5348w/3","2","684"
"1941","攻擊方佔領的建築數量","3","684"
"1942","","4","684"
"1943","部落控制","2","686"
"1944","部落控制了托巴拉德綜合監獄。","3","686"
"1945","","4","686"
"1946","聯盟控制","2","687"
"1947","聯盟控制了托巴拉德綜合監獄。","3","687"
"1948","","4","687"
"1949","下一場戰鬥：%5332k","2","688"
"1950","托巴拉德的戰爭將在這段時間之後繼續。","3","688"
"1951","","4","688"
"1952","秘法區剩餘裂隙：%5290w","2","689"
"1953","關閉所有元素裂隙以控制秘法區。","3","689"
"1954","","4","689"
"1955","秘法區被困住的市民：%5291w","2","690"
"1956","釋放被困住的市民以控制秘法區。","3","690"
"1957","","4","690"
"1958","荒棄的洞穴剩餘裂隙：%5295w","2","691"
"1959","關閉所有元素裂隙以控制荒棄的洞穴。","3","691"
"1960","","4","691"
"1961","荒棄的洞穴被困住的市民：%5294w","2","692"
"1962","釋放被困住的市民以控制荒棄的洞穴。","3","692"
"1963","","4","692"
"1964","探險者大廳剩餘裂隙：%5292w","2","693"
"1965","關閉所有元素裂隙以控制探險者大廳。","3","693"
"1966","","4","693"
"1967","軍事區剩餘裂隙：%5289w","2","694"
"1968","關閉所有元素裂隙以控制軍事區。","3","694"
"1969","","4","694"
"1970","軍事區被困住的市民：%5288w","2","695"
"1971","釋放被困住的市民以控制軍事區。","3","695"
"1972","","4","695"
"1973","大鍛爐剩餘裂隙：%5296w","2","696"
"1974","關閉所有元素裂隙以控制大鍛爐。","3","696"
"1975","","4","696"
"1976","大鍛爐被困住的市民：%5297w","2","697"
"1977","釋放被困住的市民以控制大鍛爐。","3","697"
"1978","","4","697"
"1979","探險者大廳被困住的市民：%5293w","2","698"
"1980","釋放被困住的市民以控制探險者大廳。","3","698"
"1981","","4","698"
"1982","基地：%1779w  資源：%1776w/%1780w","2","699"
"1983","聯盟狀態","3","699"
"1984","","4","699"
"1985","基地：%1778w  資源：%1777w/%1780w","2","700"
"1986","部落狀態","3","700"
"1987","","4","700"
"1988","聯盟正在攻擊","2","701"
"1989","聯盟正在攻擊托巴拉德綜合監獄。","3","701"
"1990","","4","701"
"1991","部落正在攻擊","2","702"
"1992","部落正在攻擊托巴拉德綜合監獄。","3","702"
"1993","","4","702"
"1994","收集到的黃金寶珠：%5649w","2","703"
"1995","","3","703"
"1996","","4","703"
"2003","現有惡魔：%6017w","2","706"
"2004","庭院中所有的惡魔","3","706"
"2005","","4","706"
"2006","已收集碎片：%6025w / 16","2","707"
"2007","","3","707"
"2008","","4","707"
"2009","勝利點數：%6303w/1500","2","708"
"2010","","3","708"
"2011","","4","708"
"2012","勝利點數：%6304w/1500","2","709"
"2013","","3","709"
"2014","","4","709"
"2015","釀酒進度：%6403w / 100","2","710"
"2016","","3","710"
"2017","","4","710"
"2018","%1581w/%1601w","2","711"
"2019","聯盟奪旗總數","3","711"
"2020","部落旗幟被拔走了","4","711"
"2021","%1582w/%1601w","2","712"
"2022","部落奪旗總數","3","712"
"2023","聯盟旗幟被拔走了","4","712"
"2024","剩餘時間：%4248w分鐘","2","713"
"2025","剩餘時間","3","713"
"2026","","4","713"
"2027","資源：%6437w/1500","2","714"
"2028","","3","714"
"2029","","4","714"
"2030","資源：%6438w/1500","2","715"
"2031","","3","715"
"2032","","4","715"
"2033","治療師治療：%6488w/12","2","716"
"2034","治療師治療神真子傷口的次數。","3","716"
"2035","","4","716"
"2036","目前輪數：%6608w","2","717"
"2037","","3","717"
"2038","","4","717"
"2039","分數：%6607w","2","718"
"2040","","3","718"
"2041","","4","718"
"2042","金隊剩餘玩家：%3601w","2","719"
"2043","","3","719"
"2044","","4","719"
"2045","紫隊：剩下%3600w名玩家","2","720"
"2046","","3","720"
"2047","","4","720"
"2048","","2","721"
"2049","","3","721"
"2050","","4","721"
"2051","已收集的麒麟獸：%6748w / 5","2","722"
"2052","","3","722"
"2053","","4","722"
"2054","剩餘的嘗試次數：%7844w","2","730"
"2055","","3","730"
"2056","","4","730"
"2057","剩餘霧獸：%7889w","2","731"
"2058","","3","731"
"2059","","4","731"
"2060","紫隊：剩下%3600w名玩家","2","732"
"2061","","3","732"
"2062","","4","732"
"2063","金隊剩餘玩家：%3601w","2","733"
"2064","","3","733"
"2065","","4","733"
"2072","貨幣：%8278w","2","736"
"2073","","3","736"
"2074","","4","736"
"2075","第 %8280w 波","2","737"
"2076","","3","737"
"2077","","4","737"
"2078","剩餘時間：%8529k","2","738"
"2079","","3","738"
"2080","","4","738"
"2081","有破洞的惡臭啤酒桶","19","739"
"2084","剩餘時間：%8529k","2","740"
"2085","","3","740"
"2086","","4","740"
"2087","剩餘時間：%8529k","2","741"
"2088","","3","741"
"2089","","4","741"
"2090","剩餘時間：%8529k","2","742"
"2091","","3","742"
"2092","","4","742"
"2093","剩餘時間：%8529k","2","743"
"2094","","3","743"
"2095","","4","743"
"2096","剩餘時間：%8529k","2","744"
"2097","遊戲在這段時間之後結束","3","744"
"2098","","4","744"
"2099","剩餘時間：%8529k","2","745"
"2100","","3","745"
"2101","","4","745"
"2102","防禦系統將於%8381w秒後啟動。","2","746"
"2103","距離GB-11010「末日」級防禦系統啟動的剩餘時間。","3","746"
"2104","","4","746"
"2105","剩餘的火砲數量 = %8373w","2","747"
"2106","仍需摧毀的火砲數量","3","747"
"2107","","4","747"
"2108","剩餘的火砲數量 = %8373w","2","748"
"2109","仍需摧毀的火砲數量","3","748"
"2110","","4","748"
"2111","剩餘的敵人數量 = %8412w","2","749"
"2112","這一波仍須擊殺的敵人數量","3","749"
"2113","","4","749"
"2114","沒用餐就離開的客人：%8457w","2","750"
"2115","","3","750"
"2116","","4","750"
"2117","南塔安裝進度：%8461w%","2","751"
"2118","","3","751"
"2119","","4","751"
"2120","北塔安裝進度：%8462w%","2","752"
"2121","","3","752"
"2122","","4","752"
"2123","北塔龍喉影響力：%8469w%","2","753"
"2124","","3","753"
"2125","","4","753"
"2126","南塔龍喉影響力：%8468w%","2","754"
"2127","","3","754"
"2128","","4","754"
"2129",".        剩餘獸人：%8484w","2","755"
"2130","","3","755"
"2131","","4","755"
"2132","綠隊額外生命：%15480w","2","756"
"2133","","3","756"
"2134","","4","756"
"2135","金隊額外生命：%15481w","2","757"
"2136","","3","757"
"2137","","4","757"
"2138","綠隊額外生命：%15480w","2","930"
"2139","","3","758"
"2140","","4","758"
"2141","綠隊額外生命：%15481w","2","1042"
"2142","","3","759"
"2143","","4","759"
"2144","綠隊額外生命：%15480w","2","760"
"2145","","3","760"
"2146","","4","760"
"2147","金隊額外生命：%15481w","2","761"
"2148","","3","761"
"2149","","4","761"
"2150","綠隊額外生命：%15480w","2","762"
"2151","","3","762"
"2152","","4","762"
"2153","金隊額外生命：%15481w","2","763"
"2154","","3","763"
"2155","","4","763"
"2156","金隊額外生命：%15480w","2","1041"
