Id,Name,Pos0,Pos1,Pos2,Rot0,Rot1,Rot2,Rot3,OwnerId,DisplayId,Scale,TypeId,PhaseUseFlags,PhaseId,PhaseGroupId,PropValue0,PropValue1,PropValue2,PropValue3,PropValue4,PropValue5,PropValue6,PropValue7
"1711","吉尔尼斯","-358.385","1313.26","36.0851","0","0","0.848048","0.529919","0","150","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1712","安伯米尔","-358.349","1313.27","36.0801","0","0","0.97437","-0.224951","0","150","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1713","希尔斯布莱德平原","-358.349","1313.27","35.5801","0","0","0.97437","-0.224951","0","150","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1714","焚木村","-358.347","1313.35","36.0834","0","0","-0.529919","0.848048","0","150","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1715","影牙城堡","-358.347","1313.35","35.5834","0","0","-0.529919","0.848048","0","150","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1771","南海镇","-679.3878","39.59966","47.52016","0","0","0.998848","-0.047978","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1772","塔伦米尔","-679.3932","39.61361","46.96295","0","0","0.998848","-0.047978","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1773","希尔斯布莱德","-679.1734","39.71826","47.55659","0","0","-0.672367","0.740218","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1774","银松森林","-679.3823","39.81152","47.52016","0","0","0.047978","0.998848","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1775","塔伦米尔","-429.7078","-582.9097","53.89728","0","0","1","0","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1776","敦霍尔德城堡","-429.7208","-582.9065","53.34155","0","0","1","0","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1777","银松森林","-429.705","-582.6951","53.34409","0","0","0","1","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1778","希尔斯布莱德","-429.692","-582.6984","53.90026","0","0","0","1","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1779","南海镇","-429.8683","-582.8196","53.896","0","0","0.707107","0.707107","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1780","塔伦米尔","-373.4579","-771.2104","54.57246","0","0","0.872496","-0.488621","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1781","奥特兰克山脉","-373.472","-771.2032","54.01856","0","0","0.872496","-0.488621","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1782","希尔斯布莱德","-373.6166","-771.097","54.0285","0","0","0.488621","0.872496","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1783","南海镇","-373.603","-771.1035","54.5824","0","0","0.488621","0.872496","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1784","丹加洛克","-373.5971","-771.2427","54.02353","0","0","0.962455","0.271441","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1785","敦霍尔德城堡","-373.5832","-771.2501","54.57909","0","0","0.962455","0.271441","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1786","丹加洛克","-668.6731","-1308.526","66.51914","0","0","0.96005","0.279829","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1787","阿拉希高地","-668.6795","-1308.521","65.90804","0","0","0.96005","0.279829","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1788","南海镇","-668.5934","-1308.377","65.90638","0","0","-0.279829","0.96005","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1789","塔伦米尔","-668.5872","-1308.382","66.51749","0","0","-0.279829","0.96005","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1790","敦霍尔德城堡","-668.5872","-1308.497","66.51914","0","0","0.876727","-0.480989","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1791","阿拉希高地","-777.3572","-1471.548","61.61896","0","0","1","0","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1792","敦霍尔德城堡","-777.2733","-1471.47","61.63635","0","0","-0.707107","0.707107","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1793","丹加洛克","-777.4863","-1471.468","61.61317","0","0","0.707107","0.707107","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1794","塔伦米尔","-777.2745","-1471.472","61.13599","0","0","-0.707107","0.707107","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"1795","南海镇","-777.2745","-1471.472","60.63599","0","0","-0.707107","0.707107","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2016","塔伦米尔","-19.94434","-709.556","70.31881","0","0","1","0","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2017","奥特兰克山脉","-19.89128","-709.5054","70.32528","0","0","-0.707107","0.707107","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2018","奥特兰克城","-19.90267","-709.5159","69.82391","0","0","-0.707107","0.707107","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2019","斯坦恩布莱德","-19.92242","-709.5148","69.26715","0","0","-0.707107","0.707107","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2020","敦霍尔德城堡","-20.00998","-709.5384","69.28859","0","0","0.707107","0.707107","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2021","希尔斯布莱德","-19.99023","-709.5395","69.84415","0","0","0.707107","0.707107","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2022","南海镇","-19.97884","-709.529","70.31802","0","0","0.707107","0.707107","0","195","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2023","斯坦恩布莱德","455.8266","-628.8134","167.5501","0","0","0.996195","0.087156","0","203","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2024","安多哈尔","452.4271","-629.5729","166.3479","0.576802","-0.173584","0.779713","0.170927","0","203","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2025","奥特兰克城","455.8356","-628.7837","167.5601","0","0","-0.091502","0.995805","0","203","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2026","希尔斯布莱德丘陵","455.8594","-628.7778","167.57","0","0","0.639439","0.768842","0","203","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2027","安多哈尔","638.1336","-966.6539","164.8275","0","0","1","0","0","203","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2028","斯坦恩布莱德","638.1872","-966.6467","164.8267","0","0","-0.707107","0.707107","0","203","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2029","奥特兰克城","638.1491","-966.6107","164.8256","0","0","0","1","0","203","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2030","奥特兰克城","758.7122","-1467.829","78.66837","0","0","0.659346","0.75184","0","203","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2031","安多哈尔","758.7302","-1467.818","78.66341","0","0","-0.75184","0.659346","0","203","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2032","危险！！！瘟疫之地","758.9982","-1467.18","78.80669","-0.010186","-0.095401","0.993556","0.060349","0","22","0.84","5","0","0","0","1","1","0","0","0","0","0","0"
"2033","阿加曼德磨坊","2374.47","1263.359","31.3438","0","0","0.9840406","0.1779438","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2034","布瑞尔","2374.399","1263.28","29.9847","0","0","0.9840406","0.1779438","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2036","阿加曼德磨坊","2303.32","1080.75","32.953","0","0","0.9117621","-0.4107189","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2037","丧钟镇","2301.479","1081.13","32.9604","0","0","0.8216472","0.5699965","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2038","布瑞尔","2301.45","1081.09","31.571","0","0","0.8216472","0.5699965","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2048","希尔斯布莱德丘陵","-549.5382","727.1285","91.10257","0","0","0.993068","0.117537","0","150","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2049","吉尔尼斯","-549.4896","727.2292","91.09926","0","0","-0.117537","0.993069","0","150","1","5","0","0","0","1","1","0","0","0","0","0","0"
"2050","焚木村","-549.4896","727.2292","90.5437","0","0","-0.117537","0.993069","0","150","1","5","0","0","0","1","1","0","0","0","0","0","0"
