Id,Name,Description,RewardQuestId
"750","8.0 Professions - Gathering - Herbalism - Kul Tiras - Anchor Weed  - SCS","","0"
"751","8.0 Professions - Gathering - Herbalism - Zandalar - Anchor Weed  - SCS","","0"
"752","8.0 Professions - Gathering - Herbalism - Kul Tiras - Riverbud - SCS","","0"
"753","8.0 Professions - Gathering - Herbalism - Kul Tiras - Sea Stalk - SCS","","0"
"754","8.0 Professions - Gathering - Herbalism - Kul Tiras - Siren's Pollen - SCS","","0"
"755","8.0 Professions - Gathering - Herbalism - Kul Tiras - Star Moss - SCS","","0"
"756","8.0 Professions - Gathering - Herbalism - Kul Tiras - Winter's Kiss - SCS","","0"
"757","8.0 Professions - Gathering - Herbalism - Zandalar - Riverbud - SCS","","0"
"758","8.0 Professions - Gathering - Herbalism - Zandalar - Sea Stalk - SCS","","0"
"759","8.0 Professions - Gathering - Herbalism - Zandalar - Siren's Pollen - SCS","","0"
"760","8.0 Professions - Gathering - Herbalism - Zandalar - Star Moss - SCS","","0"
"761","8.0 Professions - Gathering - Herbalism - Zandalar - Winter's Kiss - SCS","","0"
"762","8.0 Professions - Gathering - Mining - Zandalar - Monelite Deposit - SCS","","0"
"763","8.0 Professions - Gathering - Mining - Zandalar - Monelite Seam - SCS","","0"
"764","8.0 Professions - Gathering - Mining - Zandalar - Platinum Deposit - SCS","","0"
"765","8.0 Professions - Gathering - Mining - Zandalar - Storm Silver Deposit - SCS","","0"
"766","8.0 Professions - Gathering - Mining - Zandalar - Storm Silver Seam - SCS","","0"
"767","8.0 Professions - Gathering - Mining - Kul Tiras - Monelite Deposit - SCS","","0"
"768","8.0 Professions - Gathering - Mining - Kul Tiras - Monelite Seam - SCS","","0"
"769","8.0 Professions - Gathering - Mining - Kul Tiras - Platinum Deposit - SCS","","0"
"770","8.0 Professions - Gathering - Mining - Kul Tiras - Storm Silver Deposit - SCS","","0"
"771","8.0 Professions - Gathering - Mining - Kul Tiras - Storm Silver Seam - SCS","","0"
"772","8.0 Professions - Gathering - Skinnin - Kul Tiras - Bone - SCS","","0"
"773","8.0 Professions - Gathering - Skinnin - Kul Tiras - Leather - SCS","","0"
"774","8.0 Professions - Gathering - Skinnin - Kul Tiras - Scale - SCS","","0"
"775","8.0 Professions - Gathering - Skinnin - Zandalar - Bone - SCS","","0"
"776","8.0 Professions - Gathering - Skinnin - Zandalar - Leather - SCS","","0"
"777","8.0 Professions - Gathering - Skinnin - Zandalar - Scale - SCS","","0"
"779","赞达拉万古长存","","0"
"780","部落盟友：玛格汉兽人","","0"
"781","联盟盟友：黑铁矮人","","0"
"782","征服奖励","","0"
"787","职业坐骑：恶魔猎手","","0"
"788","职业坐骑：萨满祭司","","0"
"789","职业坐骑：牧师","","0"
"790","职业坐骑：德鲁伊","","0"
"791","职业坐骑：猎人","","0"
"792","职业坐骑：潜行者","","0"
"793","赞达拉区域选择","","0"
"794","守卫戴林要塞","","0"
"795","鲜血关口","","0"
"796","部落盟友：狐人","","0"
"797","至黑之夜","","0"
"802","失落的荣耀","探索洛丹伦之战后萨鲁法尔的命运。","0"
"803","黑暗中的声音","","0"
"804","矮人传承护甲","","0"
"805","暗影猎手","","0"
"810","并非猴戏","联盟想进攻赞达拉巨魔，需要招募一些侏儒工程师和一只勇敢的大猩猩。","54206"
"811","血精灵传承护甲","","0"
"815","评级坐骑奖励","","0"
"838","突袭诺文顿庄园","联盟和库尔提拉斯人把他们的艾泽里特武器囤积在诺文顿庄园。把武器偷过来就能改变战局。","53981"
"839","加里维克斯与加氏灭世机甲的冒险之旅","加里维克斯需要找个帮手才能使用他的死亡机甲——加氏灭世机甲——与联盟对抗。","54094"
"841","赞达拉之怒","联盟对赞达拉的进攻开始了！他们的军队正在一片神秘浓雾的掩护下，在纳兹米尔跃进。","54282"
"842","分隔之路","拉斯塔哈大王已死，赞达拉舰队全面瘫痪。希尔瓦娜斯·风行者好像已经想出了新的计划，可以挽救部落的颓势。","54165"
"843","小心那大海的女儿","吉安娜·普罗德摩尔现在是库尔提拉斯的海军统帅，她需要帮手来保卫家园，抗击部落。","53887"
"845","战场迷雾","库尔提拉斯舰队正在准备攻击祖达萨。为了确保胜利，联盟必须把部落和赞达拉的兵力引到纳兹米尔。","54485"
"847","胜利的代价","联盟重创了赞达拉舰队，消灭了拉斯塔哈大王，但也付出了沉重的代价。","54183"
"848","逃离托尔达戈","希尔瓦娜斯·风行者下令把普里西拉·艾什凡从托尔达戈劫走。她相信，艾什凡掌握着对计划至关重要的情报。此外，还需要获取一些资源。","54179"
"849","劫掠珍宝间","部落盗取了深渊节杖，这是件足以摧毁库尔提拉斯舰队的神器。联盟若想在进攻祖达萨时有任何的胜算，就必须夺回这把神器。","54510"
"851","风暴熔炉","","0"
"858","侏儒传承护甲","","0"
"860","牛头人的传承","","0"
"862","猎人永不孤单","","0"
"863","Francesco Test Quest Line","","0"
"868","商业工具：Ub3r扳手","","0"
"870","8.1.5 War Campaign - Horde - Chapter 01 - TSH","","0"
"873","忠诚的考验","贝恩·血蹄确信，不能让德里克·普罗德摩尔成为对抗联盟的武器，于是邀请你帮忙释放他。","54999"
"880","代言人的决心","","0"
"881","阴暗的后果","希尔瓦娜斯召集部落的领袖前往战牙要塞，你得在她到那里前肃清场地。","55051"
"884","黑暗游侠的回忆","","0"
"886","艾萨拉的陷阱","","0"
"887","8.1.5 珠宝加工 - 联盟","","0"
"888","8.1.5 珠宝加工 - 部落","","0"
"889","8.1.5 珠宝加工 - 海洋神龛","","0"
"890","8.1.5 珠宝加工 - 日暮神龛","","0"
"892","8.1.5 珠宝加工 - 沙漠神龛","","0"
"893","8.1.5 珠宝加工 - 自然神龛","","0"
"894","8.1.5 珠宝加工 - 风暴神龛","","0"
"895","8.1.5 珠宝加工 - 拂晓神龛","","0"
"896","8.1.5 锻造 - 联盟","","0"
"897","8.1.5 锻造 - 部落","","0"
"898","8.1.5 锻造 - 联盟/部落","","0"
"899","8.1.5 炼金 - 联盟","","0"
"900","8.1.5 炼金 - 部落","","0"
"901","8.1.5 铭文 - 联盟","","0"
"902","8.1.5 铭文 - 部落","","0"
"903","8.1.5 铭文 - 联盟/部落","","0"
"904","8.1.5 裁缝 - 联盟","","0"
"905","8.1.5 裁缝 - 部落","","0"
"906","8.1.5 裁缝 - 联盟/部落","","0"
"907","8.1.5 Leatherworking - Alliance","","0"
"908","8.1.5 Leatherworking - Horde","","0"
"909","8.1.5 Enchanting - Alliance","","0"
"910","8.1.5 Enchanting - Horde","","0"
"911","8.1.5 Enchanting - Alliance/Horde","","0"
"912","梦境精华","","0"
"916","联盟盟友：库尔提拉斯人","","0"
"919","部落盟友：赞达拉巨魔","","0"
"920","8.2 Heart - HoA Progression - Level I","","0"
"921","哥哥的守护者","你试图了结艾什凡女勋爵的事情的同时，贝恩·血蹄出人意料地给吉安娜·普罗德摩尔发来了一份讯息。","55045"
"922","山雨欲来","斯托颂谷地的部落活动急剧增加，这意味着那里即将发生一件大事。联盟已经派出特工，以窥探这场新的威胁。","55090"
"923","强化艾泽拉斯之心","","0"
"924","麦卡贡钓鱼","","0"
"925","制造坐骑","","0"
"926","失踪的考察队","","0"
"929","8.1.5 Leatherworking - Alliance - Classic Content","","0"
"930","8.1.5 Leatherworking - Alliance - Legion Content","","0"
"931","8.1.5 Leatherworking - Horde - Classic Content","","0"
"932","8.1.5 Leatherworking - Horde - Legion Content","","0"
"933","8.2 Heart - Blue Gem","","0"
"934","8.2 Heart - HoA Progression - Level II","","0"
"935","驯恐角龙高手","","0"
"936","8.0 Scrapping (A)","","0"
"937","8.0 Scrapping (H)","","0"
"938","力挽狂澜","","0"
"939","纳沙塔尔的深渊","","0"
"940","麦卡贡探险","","0"
"942","海洋奥秘","","0"
"944","结交朋友","","0"
"945","无翼的救赎","","0"
"947","追踪黑王子","","0"
"948","凯尔雅·坠月","","0"
"949","欢迎来到纳沙塔尔","","0"
"950","起源熔炉","","0"
"951","黑暗中的盟友","","0"
"952","全面升级","","0"
"953","锈栓能量","","0"
"954","垃圾场匠技","","0"
"955","8.2 Professions - Tier Gear Spell Focus - (A)","","0"
"956","8.2 Professions - Tier Gear Spell Focus - (H)","","0"
"957","狼人传承护甲","","0"
"958","赤红之翼的阴影","","0"
"959","快充实验","","0"
"960","建筑工程","","0"
"961","蓝龙军团之雷","","0"
"962","米露恩来访","","0"
"963","莫克希来访","","0"
"964","探险者协会来访","","0"
"965","爆缸航天局来访","","0"
"966","拉沙克的骑兵来访","","0"
"967","沃尔顿·轮狂来访","","0"
"968","克罗米来访","","0"
"969","佩妮·殴底来访","","0"
"970","恐怖船长德梅萨来访","","0"
"971","档案员比特拜来访","","0"
"972","刀下留人","获悉贝恩·血蹄将被处决，安度因·乌瑞恩国王要求你加入一支小队，打入奥格瑞玛，拯救贝恩。","0"
"973","刀下留人","获悉贝恩·血蹄将被处决，洛瑟玛要求你加入一支小队，打入奥格瑞玛，拯救贝恩，违抗大酋长的命令。","0"
"974","始祖龟来访","","0"
"976","8.2 Heart - HoA Progression - Level III","","0"
"977","8.3 Heart - HoA Progression - Level IV","","0"
"978","我想相信蜜蜂","","0"
"979","奥格索普来访","","0"
"980","麦卡贡的冲突","","0"
"981","耶比托·乔巴斯来访","","0"
"983","纳拉克煞引擎","","0"
"984","时光旅行者的精华","","0"
"985","欢迎来到雷文德斯","","0"
"992","魔古压境","","0"
"994","主宰者","","0"
"995","指控者","","0"
"996","悔悟狩猎","","0"
"997","地精传承护甲","","0"
"998","癫狂公爵","","0"
"1000","联盟盟友：机械侏儒","","0"
"1001","永恒的呼唤","","0"
"1002","欢迎来到炽蓝仙野","","0"
"1005","雷纳索尔王子","","0"
"1006","拯救幽蓝树桩","","0"
"1008","静谧之池","","0"
"1009","螳螂妖的威胁","","0"
"1010","盟约大厅介绍","","0"
"1011","幽林谷","","0"
"1012","穿越黑暗","","0"
"1014","身居其中","","0"
"1015","8.3 Pet Dungeon","","0"
"1016","亚基攻势","","0"
"1017","直面原罪","","0"
"1018","统御","","0"
"1024","贪婪","照管者，贪婪收割者，古墓区领主","0"
"1025","死木","","0"
"1026","王子加冕","","0"
"1027","沉睡者的幻象","","0"
"1028","黑暗低语","","0"
"1029","阿玛赛特之谜","","0"
"1030","黑王子归来","","0"
"1031","8.3 Professions - Tier Gear Spell Focus - (A)","","0"
"1032","8.3 Professions - Tier Gear Spell Focus - (H)","","0"
"1033","唤醒沉睡者","","0"
"1035","死亡之力日渐增长","","0"
"1036","钟声","","0"
"1038","谎言主宰者","","0"
"1039","欲望","女伯爵，欲望收割者，城堡区领主","0"
"1040","镜子网络","","0"
"1041","嫉妒","奉纳长，嫉妒收割者，村庄区领主","0"
"1055","候选者试练场","","0"
"1056","纯洁神庙","","0"
"1057","伤逝勇士","","0"
"1058","魂选密院","","0"
"1059","间谍主母","","0"
"1060","造物密院","","0"
"1061","凋零密院","","0"
"1062","受诅者仪式","","0"
"1063","空荡荡的王座","","0"
"1064","月夜战神之女","","0"
"1065","堕罪堡","堕罪堡，温西尔盟约大厅介绍","0"
"1066","勇气神庙","","0"
"1068","谨遵执政官的意志","","0"
"1069","收割者之庭","","0"
"1071","鹰身人的问题","","0"
