Id,Name,Description,DisplayIndex,UiCameraId,AltHandUICameraId,ForgeAttachmentOverride,Flags,ArtifactId
"184","首席召唤师的凝视","","2","781","927","20","0","37"
"185","深渊领主之傲","","3","782","926","20","0","37"
"186","炽燃残骸","","4","783","923","20","0","37"
"187","失落之魂","","5","784","925","20","0","37"
"188","斯多姆卡，灭战者","","1","641","0","-1","0","36"
"189","亡者的复仇","","2","749","0","-1","0","36"
"190","愤怒之刃","","4","752","0","-1","0","36"
"191","掠火","","3","750","0","-1","0","36"
"192","天空勇士之刃","","5","751","0","-1","0","36"
"193","瓦拉加尔战剑","","1","639","640","-1","0","35"
"194","龙骑兵之臂","","2","761","765","-1","0","35"
"195","风暴之息","","4","764","768","-1","0","35"
"196","海拉的凝视","","5","763","767","-1","0","35"
"197","勇气之喉","","3","762","766","-1","0","35"
"200","风行者","","5","934","0","-1","0","55"
"203","月魂","","6","636","637","-1","1","58"
"206","灰烬使者","","1","62","0","-1","0","80"
"207","灰烬使者","","1","62","0","-1","0","81"
"208","灰烬使者","","1","62","0","-1","0","80"
"211","幽光鱼竿","","1","818","0","1","0","73"
"212","牧羊人的警示","","6","825","0","-1","1","4"
"213","不死之触","","6","826","0","-1","1","15"
"214","黑暗符文剑","","6","827","828","-1","1","12"
"215","死亡裁决","","5","829","0","-1","0","16"
"216","死亡行者","","6","830","932","-1","1","3"
"217","棕红之翼","","5","909","910","-1","0","60"
"218","魔力之镰","","5","835","0","-1","0","59"
"219","灰喉之力","","5","188","638","-1","0","57"
"220","暗夜的警示","","5","67","0","-1","0","13"
"221","泰坦之触","","6","836","0","-1","1","56"
"222","森林守护者","","5","837","0","-1","0","34"
"223","群星之图","","6","842","938","-1","1","54"
"224","精锐魔导师","","5","843","0","-1","0","53"
"225","远古陈酿守护者","","6","844","0","-1","1","52"
"226","宁静之符","","5","849","0","-1","0","51"
"227","雪怒执行者","","5","850","851","-1","0","50"
"228","守望者的武装","","6","852","199","-1","1","48"
"229","神圣守护者","","3","853","942","-1","0","49"
"230","腐化之忆","","6","854","0","-1","1","2"
"231","英灵之眼","","5","855","0","-1","0","46"
"232","光之子纹章","","6","947","0","-1","1","45"
"233","恩佐斯之爪","","6","857","956","-1","1","47"
"234","幽灵之刃","","5","862","867","-1","0","43"
"235","雷霆之怒，风领主的神圣之刃","","6","872","877","-1","1","44"
"236","剧毒之咬","","6","878","879","-1","1","17"
"237","阿曼尼的威严","","6","884","889","-1","1","40"
"238","赞达拉的勇士","","6","890","0","-1","1","41"
"239","盘蛇权杖","","6","891","960","-1","1","42"
"240","罪人之脊","","5","892","0","-1","0","39"
"241","萨奇尔之面","","6","893","924","20","1","37"
"242","亵渎者的伪装","","5","894","0","-1","0","38"
"243","奥金破刃斧","","6","895","0","-1","1","36"
"244","斩龙者之锋","","6","896","897","-1","1","35"
"245","军团粉碎者","","5","898","964","-1","0","11"
