Id,Body
"111","我的朋友，近来还好吧？希望你在为部落而战的征途上又有了新的斩获。我衷心期望着有一天，其他冒险者们会像崇敬格罗姆·地狱咆哮那样崇敬你。$B$B我没有忘记你在收获节中为了纪念格罗姆·地狱咆哮而做的事情，为此，我寄给你了一些你可能用得到的东西。$B$B为了部落！$B$B亚尼·纳沙克"
"112","向你致意，年轻的德鲁伊！

我很高兴看到你成长得这么快，你也应该对自己能成为一名掌握熊形态力量的德鲁伊而感到自豪。但是，这个世界上还有许多东西等着你去学习，所以当你达到14级之后就到达纳苏斯的塞纳里奥区来找我吧。

- 玛斯雷·驭熊者"
"113","我的朋友，近来还好吧？希望你在为联盟而战的征途上又有了新的斩获。我衷心期望着有一天，其他冒险者们会像崇敬光明使者乌瑟尔那样崇敬你。$B$B我没有忘记你在收获节中为了纪念乌瑟尔而做的事情，为此，我寄给你了一些你可能用得到的东西。$B$B以铜须的名义，$B$B瓦格纳·巨锤"
"114","向你致意，年轻的德鲁伊！

我之所以给你写这封信，是因为你在德鲁伊的修行之道上取得了令人惊异的进展。塞纳留斯教导我们德鲁伊的东西有很多，我很高兴能帮助你在这方面继续成长。很快你就要开始学习水生形态了，所以，当你达到16级之后就来找我，我会尽我所能给你传授知识的。

图拉克·符文图腾"
"115","向你致意，年轻的德鲁伊！

我之所以给你写这封信，是因为你在德鲁伊的修行之道上取得了令人惊异的进展。塞纳留斯教导我们德鲁伊的东西有很多，我很高兴能帮助你在这方面继续成长。很快你就要开始学习水生形态了，所以，当你达到16级之后就来找我，我会尽我所能给你传授知识的。

- 玛斯雷·驭熊者"
"116","向你致意，年轻的德鲁伊！

我很高兴看到你成长得这么快，你也应该对自己能成为一名掌握熊形态力量的德鲁伊而感到自豪。但是，这个世界上还有许多东西等着你去学习，所以当你达到14级之后就到雷霆崖的长者高地来找我吧。

图拉克·符文图腾"
"119","你好，我写这封信是要告诉你，羽月要塞一切都好。我做了一些新的皮革装备，感谢你对我的帮助！$B$B我还剩下了一些皮革，所以就寄给你来表示我的谢意。如果你再次路过羽月要塞，别忘了来我这里坐坐！$B$B你的朋友，$B普拉特"
"120","你好，我写这封信是要告诉你，莫沙彻营地一切都好。我做了一些新的皮革装备，感谢你对我的帮助！$B$B我还剩下了一些皮革，所以就寄给你来表示我的谢意。如果你再次路过莫沙彻营地，别忘了来我这里坐坐！$B$B愿你的祖先与你同在，$B杉多尔"
"122","$n：$B$B再一次感谢你拯救了梅森，你也因此在烟林牧场得到了一个新的朋友。$B$B说到这里……我们的大厨格拉库正在尝试一个新的食谱，我想你也许会对此感兴趣？祝你冬幕节快乐！$B$B祝你的钱包永远叮当响，$B凯玛德"
"123","勇士：$B$B蓝龙军团相信你注定要经历一些伟大的事件，一些比我的想象更加重要的事情。$B$B不管你怎么想，我们这个世界确实需要英雄。在你生命中最黑暗的时刻，在你面对卡利姆多最凶险的敌人时，请不要忘记你为了一个老侏儒而经历的那些史诗般的历程，试炼，还有磨难。让这些回忆成为你勇气的来源吧。$B$B此致，$B$B纳瑞安$B$B另附：关于维修费的事情，我很抱歉。"
"131","非常感谢你今天来看望我，请收下我送给你的春节礼物吧。"
"161","$n：$B$B再一次感谢你拯救了梅森，你也因此在烟林牧场得到了一个新的朋友。$B$B说到这里……我们的大厨格拉库正在尝试一个新的食谱，我想你也许会对此感兴趣？祝你冬幕节快乐！$B$B祝你的钱包永远叮当响，$B乌莫尔特"
"162","Need to fix tab ordergin"
"165","YOh!"
"166","ab"
"169","This is a test of the emergency broadcast system."
"170","Hello. What are you talking about?  This isn't crashing?"
"171","$n：$B请尽快打开我们寄给你的这封信，并响应我们的号召。银色黎明需要你的帮助！"
"172","$n：$B$B我收到了这份与你在天灾士兵身上找到的文件有关的报告。虽然可能不是很有价值，但你可能会感兴趣。$B$B再次感谢你做出的努力。$B名单登记员$B银色黎明"
"178","感谢你玩《魔兽世界》！"
"179","这是给你的奖励，幸运的家伙！别在拍卖所把它们都花光了……"
"180","立即打开它。"
"181","在观察虚空的时候，我们不经意间发现了这些东西。祝你好运，另外……跟魔法打交道的时候要格外小心。"
"182","你赢得了一头铁甲虚空幼龙坐骑，真是帅呆了！"
"183","你收到了一封卡德加的来信。"
"184","$n：$B$B谢谢你陪我在儿童周度过的那些欢乐时光。你知道吗，预言者努波顿已经征得了孤儿监护员的同意，我可以跟随他在埃索达学习知识了。$B$B谢谢你带我去参观那些漂亮的地方，还带我去探望了我的兄弟希尔。我很想他，也很想你。还有，仪式广场、黑暗之门、时空之穴都是很棒的地方啊！$B$B我想你一定在小心照料我的宠物吧。告诉他我也很想他！$B$B爱你的，$B$B多尔南"
"185","亲爱的$n，$B$B谢谢你陪我在儿童周度过的那些欢乐时光。血骑士的领袖女伯爵莉亚德琳已经征得了孤儿监护员的同意，我可以跟随她在银月城学习知识了。$B$B谢谢你带我去探望了我的朋友哈克乌。还有，黑暗之门、元素王座、时空之穴都是很棒的地方啊。我非常喜欢那个玩具龙！$B$B我想你一定在小心照料我的宠物吧。告诉他我很想他！$B$B诚挚的，$B$B萨兰蒂亚"
"186","我们在扭曲虚空中发现了这枚你不慎遗失的幸运金币！"
"187","酿制一些美味的苹果热酒，跟你的朋友们在节日中共同分享吧！"
"188","裁剪一些漂亮的绿色冬衣，跟你的朋友们在节日中共同分享吧！"
"189","最近我在虚空中捕获了这条虚空幼龙，它似乎是你的坐骑，并且很急切地想要为你效劳！尽情享受你的新坐骑吧！"
"190","请查收以下的物资，这是在关闭您的公会银行时整理出来的。"
"191","裁剪一些漂亮的红色冬衣，跟你的朋友们在节日中共同分享吧！"
"192","制作一些温暖舒适的冬靴，跟你的朋友们在节日中共同分享吧！"
"193","亲爱的$n：$B$B我从指挥官塞雅·蓝钢的私人信使那里收到了女儿的信件。信使还说，这封信是你找到的。$B$B谢谢你托人将它送到我手中。勇敢的旅者，远赴诺森德作战的日子想必异常艰苦。$B$B我一定会为艾米报仇的。蓝龙军团施加在她身上的种种痛苦，我要它们加倍偿还！$B$B请接受我的致敬与致谢，$B$B- 大法师马林"
"194","亲爱的$n：$B$B我从阿格玛大王的私人信使那里收到了弟弟的信件。信使还说，这封信是你找到的。$B$B谢谢你托人将它送到我手中。勇敢的旅者，远赴诺森德作战的日子想必异常艰苦。$B$B我一定会为塔辛尼报仇的。蓝龙军团施加在他身上的种种痛苦，我要它们加倍偿还！$B$B请接受我的致敬与致谢，$B$B- 迪诺"
"195","你在战场上表现出的英勇气概给竞争之魂留下了深刻的印象……干得漂亮！这件竞争者的战袍就作为奖励送给你吧。愿你以此为荣。"
"196","你怀着满腔激情，勇敢地面对敌人的挑战，竞争之魂以你为荣！戴上这枚金牌，你必定会赢得民众的爱戴。"
"197","$n，你好！$b$b    祝你新年快乐。如果你还有什么烦心事儿，就去向我们的商贩讨一杯新酿的美酒吧。它能带走你的所有不快。$b$b    饮下这杯酒样，新年就能行大运！$b$b- 本月美酒俱乐部"
"198","$n，$b$b    有时你很难抵挡美酒的魔力。我们的新酿酒很棒吧，你是不是一口就喝光了呀？$b$b    如果你喜欢这些酒样的话，可以向我们的商贩购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部"
"199","$n，你好！$b$b    说到甜酒，还有什么比蜂蜜更好的配料呢？人人都喜欢蜂蜜的香甜。你只要喝一口我们酿造的甜酒，就会认可这一点。$b$b    如果你喜欢这些酒样的话，可以在商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部"
"200","$n，你好，$b$b    不少会员提出我们应该酿造一种低度的起泡酒。我们反复强调这不是“本月香槟俱乐部”的，但是需求的呼声越来越高，所以呢，希望本月的新酿能满足他们吧。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部"
"201","$n，你好！$b$b    春天随风而至，现在就来体验这一季的温暖吧！试试我们的新酿春季烈酒。它能带给你神清气爽的感受，最适合春天饮用啦。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部"
"202","$n，$b$b    本月我们新推出一种烈酒！来自黑石山的黑石窖藏啤酒。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部"
"203","$n，你好。$b$b    本月我们为你奉上一份极棒的佳酿。本月美酒俱乐部的会员去了荆棘谷探险，带回了这种神秘的美酒。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部"
"204","$n，你好。$b$b    你要知道，有时我们需要长途跋涉才能寻访到真正的美酒。本月的佳酿就来自遥远的异域，虽然路途艰辛，我们却觉得非常值得。$b$b    如果你喜欢这些酒样的话，可以在商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部"
"205","嗨，$n。$b$b    人们对本月的美酒褒贬不一；我相信你要么喜欢得不得了，要么觉得极其难喝。我们想让你亲口品尝后再下论断。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部"
"206","$n，你好！$b$b    本月的佳酿是为了庆祝秋天这个象征收获的季节的。它甘甜醇美，回味悠长，如同这一季的美好。你若是不信，尝尝好了。$b$b    如果你喜欢这些酒样的话，可以在商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部"
"207","$n，你好！$b$b    祝你新年快乐。如果你还有什么烦心事儿，就去向我们的商贩讨一杯新酿吧：巴特莱特苦酒。它的口感无与伦比，不过我得提前警告你，肠胃不好的话还是少喝点比较好。$b$b    与你的朋友分享吧！$b$b- 本月美酒俱乐部"
"208","$n，$b$b    夏天结束了，不少会员战胜了强大的冰霜之王。他们甚至还发现了冰霜之王的酒窖。那些酒酿可珍贵啦，我们设法储存了一批，这份酒样就送给你品尝品尝。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部"
"209","$n，$b$b    欢迎加入本月美酒俱乐部！俱乐部致力于为您提供世界各地最棒的美酒。$b$b    每个月我们都会为您寄送一份新酿。如果您喜欢的话，就前往铁炉堡的石火旅店，与本月美酒俱乐部的成员谈一谈。$b$b    $n，再次欢迎您的加入。$b$b- 本月美酒俱乐部"
"210","$n，$b$b    欢迎加入本月美酒俱乐部！俱乐部致力于为您提供世界各地最棒的美酒。$b$b    每个月我们都会为您寄送一份新酿。如果您喜欢的话，就前往力量谷，与本月美酒俱乐部的成员谈一谈。$b$b    $n，再次欢迎您的加入。$b$b- 本月美酒俱乐部"
"211","我们谨代表热砂港搏击协会祝贺您在本赛季中取得的成功。$B$B为了表彰您的技艺和勇猛，我们决定赠送您一头复仇角斗士的虚空幼龙，希望它能为您效力。"
"224","亲爱的$n$g先生:女士;，希望你一切顺利。我写这封信是想告诉你，你要找的骑术训练师就是我啦。如果你愿意的话，就沿着暴风城东边的道路一直走，来东谷伐木场找我吧。学费只需4枚金币，非常合理。要是你还想买一匹更快的坐骑练习骑术的话，养马人凯蒂·亨特就出售各种漂亮的马儿哦，每匹最多只需1枚金币。$B$B- 兰达尔·亨特"
"225","亲爱的$n，希望你一切顺利。我写这封信是想告诉你，你要找的骑术训练师就是我啦。如果你愿意的话，就来达纳苏斯的塞纳里奥区找我吧。学费只需4枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，驯豹人莱兰奈就出售各种漂亮的豹子哦，每匹最多只需1枚金币。$B$B- 贾萨姆"
"226","嗨，亲爱的！想要学习骑术吗？那沿着铁炉堡东边的道路一直走，来冻石农场找我吧。学费只需4枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，维隆·冻石就出售各种漂亮的山羊哦，每匹最多只需1枚金币。$B$B- 奥萨姆"
"227","$n，你好。$B$B希望你一切顺利。我写这封信是想告诉你，你要找的骑术训练师就是我啦。如果你愿意的话，就来埃索达的入口处找我吧。学费只需4枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，象群管理者妥拉留斯就出售各种漂亮的雷象哦，每匹只需1枚金币。$B$B- 埃亚伦"
"228","嗨，$n！想要跑得更快些吗？那就来卡拉诺斯东北方的钢架补给站找我和米利吧。$B$B我只收4枚金币的学费，价格非常厚道。要是你还想买一架机械陆行鸟的话，米利制造的机械陆行鸟每架最多只需1枚金币！$B$B等你来哦！宾吉"
"229","嗨，勇敢的$n。我写这封信是想告诉你，你要找的骑术训练师就是我啦。如果你愿意的话，就来血蹄村找我吧。学费只需4枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，哈布·爪蹄就出售各种漂亮的科多兽哦，每匹最多只需1枚金币。$B$B- 卡尔·雷歌"
"230","$n，想要学习骑术吗？那就来森金村找我吧。学费只需4枚金币，非常合理。还想购买一匹坐骑来练习骑术？那就和祖尼尔谈一谈吧，他出售各种漂亮的迅猛龙哦，每头只要1枚金币。别受巫毒的蛊惑！$B$B克萨尔迪"
"231","愿力量与荣耀与你同在，$n！我是奥格瑞玛的骑术训练师。如果你想要学习骑术的话，就来荣誉谷找我吧。学费只需4枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，驯狼者奥古纳罗就出售各种漂亮的狼哦，每匹最多只需1枚金币。$B$B- 基尔达"
"232","亲爱的$n，希望你一切顺利。我写这封信是想告诉你，你要找的骑术训练师就是我啦。如果你愿意的话，就沿着银月城的牧羊人之门往东南方走，来苏伦的养殖场找我吧。学费只需4枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，陆行鸟饲养员维奈丝特拉就出售各种漂亮的陆行鸟哦，每匹最多只需1枚金币。$B$B- 佩拉斯卡米"
"233","亲爱的$n$g先生:女士;，$B$B我写这封信是想告诉你，你要找的骑术训练师就是我啦。如果你愿意的话，就来布瑞尔找我吧。学费只需4枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，撒迦利亚·普斯特就出售各种漂亮的亡灵马哦，每匹最多只需1枚金币。$B$B- 维尔玛·瓦纳姆"
"234","克雷娜得知我们私自放走了一名猎户，她正为此大动肝火呢。$B$B你最好小心行事，不然我们都会被扔进斗兽场里去跟熊搏斗。$B$B- 高戈娜"
"235","收件人：$n$B$B发件人：奈辛瓦里特殊坐骑供应有限公司$B$B货品清单：$B$B- 一只(1)斑马$B$B- 一套(1)斑马坐鞍$B$B- 四只(4)斑马蹄铁$B$B- 两只(2)备用斑马蹄铁$B$B- 请勿堵塞通风口 -"
"236","致：阿比迪斯将军
新阿瓦隆，血色领地"
"262","我们谨代表热砂港搏击协会祝贺您在本赛季中取得的成功。$B$B为了表彰您的技艺和勇猛，我们决定赠送您一头野蛮角斗士的虚空幼龙，希望它能为您效力。"
"263","出去散播莫霍克的爱吧。"
"264","你好啊，$n！
   还记得你在达拉然城里被变成绵羊的那次吗？哈哈，就是我干的，我是米尼格布·魔爆！我给你写这封信是因为我想让你知道是谁把你变成了绵羊。另外，我看你根骨精奇，是玩这种恶作剧的好材料，就送你一根魔杖。现在你也可以把你的朋友变成绵羊啦！记得告诉他们“是米尼格布·魔爆干的”！

- 米尼格布·魔爆"
"265","银色北伐军邀请你参加银色锦标赛，与其他英雄同场竞技，检验你真正的实力。世界各国最优秀的冠军已经齐聚冰冠冰川东北部的银色比武场，准备迎接各种挑战。"
"266","我们谨代表热砂港搏击协会祝贺您在本赛季中取得的成功。$B$B为了表彰您的技艺和勇猛，我们决定赠送您一头致命角斗士的冰霜巨龙，希望它能为您效力。"
"267","我们谨代表热砂港搏击协会祝贺您在本赛季中取得的成功。$B$B为了表彰您的技艺和勇猛，我们决定赠送您一头狂怒角斗士的冰霜巨龙，希望它能为您效力。"
"268","






诺森德的孤儿们需要你的帮助。即使是一杯甜果酒，也会让那些不幸的孩子倍感温馨。如果你有兴趣领养像小鲁鲁或是小科科那样的孤儿，就来达拉然找孤儿监护员艾蕊娅。你的善举能让那些孤儿终生难忘。快来吧！"
"269","亲爱的$n，$B$B我们很想你。大家都喜欢你带我去见造物主的故事，他们现在也想见见造物主呢。他们还说我在撒谎，说红龙女王和龙眠神殿的故事都是我编的。他们准是在嫉妒我。$B$B孤儿院的生活比过去好多了。孤儿院的阿姨们带我们逛公园，有时候还送我们新玩具，不过我们还是很孤独。大家想来看你。也许你能再带我们四处走走？好吗？$B$B你的好朋友，$B鲁鲁"
"270","亲爱的$n，$B$B科科不太会写字，才刚学会了怎么给你写信。孤儿院的阿姨找到了赫米特说的那本《荆棘谷的青山》。这几天我一直在读，想学习如何成为你和赫米特·奈辛瓦里那样优秀的猎手。科科想，成为一名好的猎手可不那么简单。$B$B科科想试试从书里读到的东西。科科想去找你，你能带我一起去打猎吗？科科保证不抢怪。$B$B你的好朋友，$B科科"
"271","你在珠宝加工领域所展现的卓越技艺与出众天赋并没有被埋没。我们为你所做的一切倍感自豪。

作为对你的努力的赞许，随信附上一份表彰状。带着它来我这里领取你应得的奖赏吧。

提莫斯·琼斯"
"272","亲爱的$n，希望你一切顺利。我写这封信是想告诉你，你要找的中级骑术训练师就是我啦。如果你愿意的话，就沿着银月城的牧羊人之门往东南方走，来苏伦的养殖场找我吧。学费只需50枚金币，非常合理。要是你还想买一匹更快的坐骑练习骑术的话，陆行鸟饲养员维奈丝特拉就出售各种漂亮的陆行鸟哦，每匹最多只需10枚金币。$B$B- 佩拉斯卡米"
"273","$n，你好。$B$B希望你一切顺利。我写这封信是想告诉你，你要找的中级骑术训练师就是我啦。如果你愿意的话，就来埃索达的入口处找我吧。学费只需50枚金币，非常合理。要是你还想买一匹更快的坐骑练习骑术的话，象群管理者妥拉留斯就出售各种漂亮的雷象哦，每匹只需10枚金币。$B$B- 埃亚伦"
"274","嗨，亲爱的！想要学习中级骑术吗？那沿着铁炉堡东边的道路一直走，来冻石农场找我吧。学费只需50枚金币，非常合理。要是你还想买一匹更快的坐骑练习骑术的话，维隆·冻石就出售各种漂亮的山羊哦，每匹最多只需10枚金币。$B$B- 奥萨姆"
"275","嗨，$n！想要跑得再快些吗？那就来卡拉诺斯东北方的钢架补给站找我和米利吧。$B$B我只收50枚金币的中级骑术学费，价格非常厚道。要是你还想买一架更快的机械陆行鸟的话，米利制造的机械陆行鸟每架最多只需10枚金币！$B$B等你来哦！宾吉"
"276","亲爱的$n$g先生:女士;，希望你一切顺利。我写这封信是想告诉你，你要找的中级骑术训练师就是我啦。如果你愿意的话，就沿着暴风城东边的道路一直走，来东谷伐木场找我吧。学费只需50枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，养马人凯蒂·亨特就出售各种漂亮的马儿哦，每匹最多只需10枚金币。$B$B- 兰达尔·亨特"
"277","亲爱的$n，希望你一切顺利。我写这封信是想告诉你，你要找的中级骑术训练师就是我啦。如果你愿意的话，就来达纳苏斯的塞纳里奥区找我吧。学费只需50枚金币，非常合理。要是你还想买一匹更快的坐骑练习骑术的话，驯豹人莱兰奈就出售各种漂亮的豹子哦，每匹最多只需10枚金币。$B$B- 贾萨姆"
"278","愿力量与荣耀与你同在，$n！我是奥格瑞玛的骑术训练师。如果你想要学习中级骑术的话，就来荣誉谷找我吧。学费只需50枚金币，非常合理。要是你还想买一匹更快的坐骑练习骑术的话，驯狼者奥古纳罗就出售各种漂亮的狼哦，每匹最多只需10枚金币。$B$B- 基尔达"
"279","嗨，勇敢的$n。我写这封信是想告诉你，你要找的中级骑术训练师就是我啦。如果你愿意的话，就来血蹄村找我吧。学费只需50枚金币，非常合理。要是你还想买一匹更快的坐骑练习骑术的话，哈布·爪蹄就出售各种漂亮的科多兽哦，每匹最多只需10枚金币。$B$B- 卡尔·雷歌"
"280","$n，想要学习中级骑术吗？那就来森金村找我吧。学费只需50枚金币，非常合理。还想购买一匹更快的坐骑来练习骑术？那就和祖尼尔谈一谈吧，他出售各种漂亮的迅猛龙哦，每头只要10枚金币。别受巫毒的蛊惑！$B$B克萨尔迪"
"281","亲爱的$n$g先生:女士;，$B$B我写这封信是想告诉你，你要找的中级骑术训练师就是我啦。如果你愿意的话，就来布瑞尔找我吧。学费只需50枚金币，非常合理。要是你还想买一匹更快的坐骑练习骑术的话，撒迦利亚·普斯特就出售各种漂亮的亡灵马哦，每匹最多只需10枚金币。$B$B- 维尔玛·瓦纳姆"
"282","嗨，亲爱的！想要学习高级骑术吗？想要飞翔在蓝天吗？那就来地狱火半岛的萨尔玛来找我吧。学费需要250枚金币。要是你还想买一匹飞行坐骑练习骑术的话，去找巴娜·野鬃就可以了，每匹最多只需50枚金币。$B$B- 亚休伯"
"283","嗨，亲爱的！想要学习高级骑术吗？想要飞翔在蓝天吗？那就来地狱火半岛的荣耀堡来找我吧。学费需要250枚金币。要是你还想买一匹飞行坐骑练习骑术的话，去找格伦达就可以了，每匹最多只需50枚金币。$B$B- 哈根"
"284","嗨，亲爱的！想要学习专家级骑术吗？想要翱翔在蓝天吗？那就来北风苔原的无畏要塞来找我吧。学费需要5000枚金币，外加1000枚金币的寒冷天气飞行培训。要是你还想买一匹更快的飞行坐骑练习骑术的话，去找杜甘·雷喙就可以了，每匹最多只需100枚金币。$B$B- 麦格拉$B$B对了，如果你到不了诺森德，也可以去地狱火半岛的荣耀堡找哈根·铜翼。"
"285","嗨，亲爱的！想要学习专家级骑术吗？想要翱翔在蓝天吗？那就来北风苔原的战歌要塞来找我吧。学费需要5000枚金币，外加1000枚金币的寒冷天气飞行培训。要是你还想买一匹更快的飞行坐骑练习骑术的话，去找托弗·天蹄就可以了，每匹最多只需100枚金币。$B$B- 萨曼巴$B$B对了，如果你到不了诺森德，也可以去地狱火半岛的萨尔玛找驭风者雅胡布。"
"286","我们谨代表热砂港搏击协会祝贺您在本赛季中取得的成功。$B$B为了表彰您的技艺和勇猛，我们决定赠送您一头无情角斗士的冰霜巨龙，希望它能为您效力。"
"287","我们谨代表热砂港搏击协会祝贺您在本赛季中取得的成功。$B$B为了表彰您的技艺和勇猛，我们决定赠送您一头暴怒角斗士的冰霜巨龙，希望它能为您效力。"
"288","先生/女士，

作为一名自豪的联盟成员，你有责任尽快前往铁炉堡，向大工匠梅卡托克效力。*

我们的流亡时代已经结束——诺莫瑞根行动即将开始！**

*律师机器人2000型告诉我，我对任何人都不具备法定权威，无论是侏儒还是其他人。不过你应该承认，我的这番话真是震憾力十足！

**我是认真的，如果可以，还请尽快来帮助我们。万分感谢！"
"289","兄弟姐妹们，
以历代先祖的名义，森金之子——沃金向列位发出了战斗的召唤！长久以来，叛贼扎拉赞恩一直在用他的邪恶力量对我们的先人大肆亵渎，并令暗矛巨魔们无法重返回音群岛。
现在是时候彻底跟他做个了断了！我正在协助沃金在森金村外集结兵力。快来加入我们，帮我们一同伸张这早该得伸的正义！
效忠沃金，
瓦妮拉"
"290","我们谨代表热砂港搏击协会祝贺您在最新赛季中取得的成功。$B$B为了表彰您的技艺和勇猛，我们决定赋予您胜利者的头衔。愿您以此为荣。"
"291","收件人：$n$B$B发件人：爆缸航天局火箭工程部$B$B货品清单：$B$B- 一架(1)X-53型虚空火箭，观光型号$B$B- 一把(1)火箭点火钥匙$B$B- 一个(1)背式弹射座椅$B$B- 无(0)降落伞"
"310","你的公会已经转移到了一个新的服务器和/或阵营！你可以通过购买游戏内商城的角色服务来跟随你的公会前往新家。角色服务完成之后，你会自动重新加回你的公会。"
"311","你的公会领袖更改了公会名称。"
"333","我们谨代表热砂港搏击协会祝贺您在本赛季中取得的成功。$B$B为了表彰您的技艺和勇猛，我们决定赠送您一头残忍角斗士的暮光幼龙，希望它能为您效力。"
"334","我们谨代表热砂港搏击协会祝贺您在本赛季中取得的成功。$B$B为了表彰您的技艺和勇猛，我们决定赠送您一头冷酷角斗士的暮光幼龙，希望它能为您效力。"
"335","由于您长时间未登录游戏，另一名公会成员已被提升为公会领袖，以取代您的位置。"
