Id,ClientPrefix,ClientFileString,Name,NameFemale,NameLowercase,NameFemaleLowercase,Flags,MaleDisplayId,FemaleDisplayId,HighResMaleDisplayId,HighResFemaleDisplayId,CreateScreenFileDataId,SelectScreenFileDataId,MaleCustomizeOffset0,MaleCustomizeOffset1,MaleCustomizeOffset2,FemaleCustomizeOffset0,FemaleCustomizeOffset1,FemaleCustomizeOffset2,LowResScreenFileDataId,AlteredFormStartVisualKitId0,AlteredFormStartVisualKitId1,AlteredFormStartVisualKitId2,AlteredFormFinishVisualKitId0,AlteredFormFinishVisualKitId1,AlteredFormFinishVisualKitId2,HeritageArmorAchievementId,StartingLevel,UiDisplayOrder,FemaleSkeletonFileDataId,MaleSkeletonFileDataId,HelmVisFallbackRaceId,FactionId,CinematicSequenceId,ResSicknessSpellId,SplashSoundId,BaseLanguage,CreatureType,Alliance,RaceRelated,UnalteredVisualRaceId,CharComponentTextureLayoutId,CharComponentTexLayoutHiResId,DefaultClassId,NeutralRaceId,MaleModelFallbackRaceId,MaleModelFallbackSex,FemaleModelFallbackRaceId,FemaleModelFallbackSex,MaleTextureFallbackRaceId,MaleTextureFallbackSex,FemaleTextureFallbackRaceId,FemaleTextureFallbackSex
"4024","Sk","Skeleton","骷髅","骸骨","骷髅","骷髅","4020","4016","4012","4008","4004","4000","3996","5.593983E-42","2.101948E-44","1.401298E-45","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3848","Vr","Vrykul","维库人","维库人","维库人","维库人","3844","3840","3836","3832","3828","3824","3820","5.347355E-42","2.242078E-44","1.261169E-44","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3672","Tu","Tuskarr","海象人","海象人","海象人","海象人","3668","3664","3660","3656","3652","3648","3644","5.100726E-42","2.382207E-44","3.673434E-40","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3496","Ft","ForestTroll","森林巨魔","森林巨魔","森林巨魔","森林巨魔","3492","3488","3484","3480","3476","3472","3468","4.854098E-42","2.522337E-44","2.101948E-44","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3320","Wt","Taunka","牦牛人","牦牛人","牦牛人","牦牛人","3316","3312","3308","3304","3300","3296","3292","4.607469E-42","2.662467E-44","7.006492E-45","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3144","NS","NorthrendSkeleton","诺森德骷髅","诺森德骷髅","诺森德骷髅","诺森德骷髅","3140","3136","3132","3128","3124","3120","3116","4.360841E-42","2.802597E-44","7.006492E-45","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2968","It","IceTroll","冰巨魔","冰巨魔","冰巨魔","冰巨魔","2964","2960","2956","2952","2948","2944","2940","4.114212E-42","2.942727E-44","7.006492E-45","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"4420","Wo","Worgen","狼人","狼人","狼人","狼人","2788","4412","2780","4420","4393","2768","4385","3.867584E-42","3.082857E-44","8.816306E-39","9.809089E-45","2.102929E-41","1.535823E-42","623712","313254","651555","0","47273","0","47268","47239","47268","0","1","0","21","0","0","0","0","51","51","-85","-64","102","102","6","64","0","0","0","-65","-51","-52","76","62","-101"
"2616","Hu","Human","吉尔尼斯人","吉尔尼斯人","吉尔尼斯人","吉尔尼斯人","2612","2608","2604","4362","2596","2592","2588","3.620955E-42","3.222986E-44","3.321077E-43","9.809089E-45","2.102929E-41","1.535823E-42","623712","313254","651555","0","0","0","47268","47268","47268","0","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"4278","Pa","Pandaren","熊猫人","熊猫人","熊猫人","熊猫人","2436","4270","2428","4272","4258","2416","4250","3.374327E-42","3.363116E-44","9.169228E-39","5.885454E-44","2.102929E-41","1.535823E-42","623716","574549","651561","0","0","0","0","0","0","0","1","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91"
"4203","Pa","Pandaren","熊猫人","熊猫人","熊猫人","熊猫人","2260","4195","2252","4096","4082","2240","4074","3.127698E-42","3.503246E-44","2.963186E-40","9.809089E-45","2.102929E-41","1.535823E-42","623712","574549","651555","0","0","0","0","0","0","0","1","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97"
"4046","Pa","Pandaren","熊猫人","熊猫人","熊猫人","熊猫人","2084","4038","2076","3920","3906","2064","3898","2.88107E-42","3.643376E-44","2.963186E-40","1.401298E-45","2.102929E-41","1.535823E-42","623714","574549","651558","0","0","0","0","0","0","0","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98"
"3913","Nb","Nightborne","夜之子","夜之子","夜之子","夜之子","1908","3905","1900","3907","2381","1888","2373","2.634441E-42","3.783506E-44","1.542837E-38","1.401298E-45","2.102929E-41","1.535823E-42","623714","1662240","651558","0","0","0","0","0","0","12413","10","1","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74"
"2388","Ht","HighmountainTauren","至高岭牛头人","至高岭牛头人","牛头人","牛头人","1732","2380","1724","3884","2368","1712","2360","2.387813E-42","3.923636E-44","1.248964E-38","1.401298E-45","2.102929E-41","1.535823E-42","623714","1662239","651558","0","0","0","0","0","0","12415","10","2","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"3842","Ve","VoidElf","虚空精灵","虚空精灵","虚空精灵","虚空精灵","1556","3834","1548","3836","2029","1536","2021","2.141184E-42","4.063766E-44","1.395901E-38","9.809089E-45","2.102929E-41","1.535823E-42","623712","1662242","651555","0","0","0","0","0","0","12291","10","1","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"3826","Ld","LightforgedDraenei","光铸德莱尼","光铸德莱尼","德莱尼","德莱尼","1380","3818","1372","3820","2647","1360","2639","1.894556E-42","4.203895E-44","1.248965E-38","9.809089E-45","2.102929E-41","1.535823E-42","623712","1662241","651555","0","0","0","0","0","0","12414","10","2","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93"
"3763","Za","ZandalariTroll","赞达拉巨魔","赞达拉巨魔","赞达拉巨魔","赞达拉巨魔","1204","3755","1196","3763","2030","1184","2022","1.647927E-42","4.344025E-44","2.130584E-38","1.401298E-45","2.102929E-41","1.535823E-42","623714","2743642","651558","0","0","0","0","0","0","13503","10","4","30","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116"
"3721","Kt","KulTiran","库尔提拉斯人","库尔提拉斯人","库尔提拉斯人","库尔提拉斯人","1028","3713","1020","3724","1023","1008","1015","1.401298E-42","4.484155E-44","2.130585E-38","9.809089E-45","2.102929E-41","1.535823E-42","623712","2575493","651555","0","0","0","0","0","0","13504","10","4","31","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"856","Th","ThinHuman","人类","人类","人类","人类","852","848","844","3658","836","832","828","1.15467E-42","4.624285E-44","7.356817E-43","9.809089E-45","2.102929E-41","1.535823E-42","0","0","0","0","0","0","0","0","0","0","1","0","-1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3600","Di","DarkIronDwarf","黑铁矮人","黑铁矮人","矮人","矮人","676","3592","668","3597","898","656","890","9.080414E-43","4.764415E-44","1.248964E-38","9.809089E-45","2.102929E-41","1.527415E-42","623712","2005930","651555","0","0","0","0","0","0","13076","10","3","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"3548","Vu","Vulpera","狐人","狐人","狐人","狐人","500","3540","492","3539","3528","480","3520","6.614129E-43","4.904545E-44","2.130584E-38","1.401298E-45","2.102929E-41","1.535823E-42","623714","3188841","651558","0","0","0","0","0","0","0","10","10","12","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100"
"3465","Mo","MagharOrc","玛格汉兽人","玛格汉兽人","兽人","兽人","324","3457","316","3465","424","304","416","4.147843E-43","5.044674E-44","1.248964E-38","1.401298E-45","2.102929E-41","1.535823E-42","623714","2005932","651558","0","0","0","0","0","0","13077","10","3","13","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"3441","Mg","Mechagnome","机械侏儒","机械侏儒","机械侏儒","机械侏儒","148","3433","140","3438","882","128","874","1.681558E-43","5.184804E-44","2.130585E-38","9.809089E-45","2.102929E-41","1.535823E-42","623712","3188839","651555","0","0","0","0","0","0","14014","10","0","14","0","0","896","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115"
