Id,Directory,MapName,Field_9_0_1_33978_002,MapDescription0,MapDescription1,PvpShortDescription,PvpLongDescription,Corpse0,Corpse1,MapType,InstanceType,ExpansionId,AreaTableId,LoadingScreenId,TimeOfDayOverride,ParentMapId,CosmeticParentMapId,TimeOffset,MinimapIconScale,CorpseMapId,MaxPlayers,WindSettingsId,ZmpFileDataId,WdtFileDataId,Flags0,Flags1
"449","AlliancePVPBarracks","联盟PvP兵营","Alliance PVP Barracks","","","","","0","0","2","0","0","2918","181","-1","-1","-1","0","1","-1","0","0","0","775968","1553","134479880"
"450","HordePVPBarracks","部落PvP兵营","Horde PVP Barracks","","","","","0","0","2","0","0","2917","182","-1","-1","-1","0","1","-1","0","0","0","782776","1553","134479880"
"451","development","Development Land","Development Land","","","","","0","0","1","0","3","0","21","-1","-1","-1","0","1","-1","0","0","0","857684","134219359","134479880"
"469","BlackwingLair","黑翼之巢","Blackwing Lair","","","","","-7663.413","-1218.667","1","2","0","2677","141","-1","-1","-1","0","1","0","40","0","0","780178","1553","134479880"
"489","PVPZone03","战歌峡谷（经典版）","Classic Warsong Gulch","在位于灰谷森林和贫瘠之地交界处的战歌峡谷中，联盟和部落之间的战争一直在激烈地进行着。

作为一个10v10的夺旗战场，首先夺得三面旗帜的阵营将取得胜利。

为了帮助自己的盟友取得胜利，艾泽拉斯所有种族的勇士们正不断冲入这座峡谷，用自己的剑和魔法与敌人展开厮杀。","在位于灰谷森林和贫瘠之地交界处的战歌峡谷中，联盟和部落之间的战争一直在激烈地进行着。

作为一个10v10的夺旗战场，首先夺得三面旗帜的阵营将取得胜利。

为了帮助自己的盟友取得胜利，艾泽拉斯所有种族的勇士们正不断冲入这座峡谷，用自己的剑和魔法与敌人展开厮杀。","夺取敌方旗帜","- 保卫你方旗帜
- 夺取敌方旗帜
- 平局时最后一次夺取旗帜的队伍获胜","0","0","1","3","0","3277","122","-1","-1","-1","0","1","-1","0","0","0","790291","1553","135004160"
"509","AhnQiraj","安其拉废墟","Ruins of Ahn'Qiraj","","","","","-8114.464","1526.366","1","2","0","3429","184","-1","-1","-1","0","1","1","20","0","0","775637","1553","134479880"
"529","PVPZone04","阿拉希盆地（经典版）","Classic Arathi Basin","阿拉希盆地是人类和被遗忘者在艾泽拉斯的主战场之一。

阿拉希盆地是一个15v15的控制战场，参战双方的目标是尽可能长时间地控制这里的兽栏、铁匠铺、矿洞、伐木场和农场。

污染者的精锐部队的目标是切断人类和他们南方的矮人同盟之间的联络。

与此同时，阿拉索联军则想要为暴风城的支持者夺回更多的失地。","阿拉希盆地是人类和被遗忘者在艾泽拉斯的主战场之一。

阿拉希盆地是一个15v15的控制战场，参战双方的目标是尽可能长时间地控制这里的兽栏、铁匠铺、矿洞、伐木场和农场。

阿拉索联军的目标是想要为暴风城的支持者夺回更多的失地。

与此同时，污染者的精锐部队的目标是切断人类和他们南方的矮人同盟之间的联络。","占领目标","- 占领并守卫目标
- 获得1500份资源","0","0","1","3","0","3358","183","-1","-1","-1","0","1.25","-1","0","0","0","790377","1553","135004160"
"530","Expansion01","外域","Outland","","","","","0","0","1","0","1","0","198","-1","-1","-1","0","1","-1","0","0","804943","828395","1553","134479880"
"531","AhnQirajTemple","安其拉神殿","Ahn'Qiraj Temple","","","","","-8111.724","1526.786","1","2","0","3428","185","-1","-1","-1","0","1","1","40","0","0","775840","1553","134479880"
"532","Karazahn","卡拉赞","Karazhan","","","","","-11110.41","-2004.065","1","2","1","3457","200","-1","-1","-1","0","1","0","10","0","0","834192","1553","134479880"
"533","Stratholme Raid","纳克萨玛斯","Naxxramas","","","","","0","0","1","2","2","3456","197","-1","-1","-1","0","1","-1","25","0","0","827115","34321","134479880"
"534","HyjalPast","海加尔山之战","The Battle for Mount Hyjal","","","","","-8178.508","-4182.05","1","2","1","616","212","-1","-1","-1","0","1","1","25","0","0","831824","1553","134479880"
"540","HellfireMilitary","地狱火堡垒：破碎大厅","Hellfire Citadel: The Shattered Halls","","","","","-306.7582","3064.436","2","1","1","3714","199","-1","-1","-1","0","1","530","5","0","0","831277","1553","134479880"
"542","HellfireDemon","地狱火堡垒：鲜血熔炉","Hellfire Citadel: The Blood Furnace","","","","","-295.4193","3151.993","2","1","1","3713","199","-1","-1","-1","0","1","530","5","0","0","830642","1553","134479880"
"543","HellfireRampart","地狱火堡垒：城墙","Hellfire Citadel: Ramparts","","","","","-360.0499","3067.896","1","1","1","3562","199","-1","-1","-1","0","1","530","5","0","0","832154","67089","134479880"
"544","HellfireRaid","玛瑟里顿的巢穴","Magtheridon's Lair","","","","","-330.2339","3106.636","2","2","1","3836","208","-1","-1","-1","0","1","530","25","0","0","833183","1553","134479880"
"545","CoilfangPumping","盘牙湖泊：蒸汽地窟","Coilfang: The Steamvault","","","","","764.2191","6915.08","2","1","1","3715","207","-1","-1","-1","0","1","530","5","0","0","828422","1553","134479880"
"546","CoilfangMarsh","盘牙湖泊：幽暗沼泽","Coilfang: The Underbog","","","","","764.6282","6768.073","2","1","1","3716","207","-1","-1","-1","0","1","530","5","0","0","831262","1553","134479880"
"547","CoilfangDraenei","盘牙湖泊：奴隶围栏","Coilfang: The Slave Pens","","","","","742.1582","7011.327","2","1","1","3717","207","-1","-1","-1","0","1","530","5","0","0","830731","1553","134479880"
"548","CoilfangRaid","盘牙湖泊：毒蛇神殿","Coilfang: Serpentshrine Cavern","","","","","775.7864","6865.243","2","2","1","3607","207","-1","-1","-1","0","1","530","25","0","0","829900","1553","134479880"
"550","TempestKeepRaid","风暴要塞","Tempest Keep","","","","","0","0","2","2","1","3845","206","-1","-1","-1","0","1","-1","25","0","0","832484","1553","134479880"
"552","TempestKeepArcane","风暴要塞：禁魔监狱","Tempest Keep: The Arcatraz","","","","","0","0","2","1","1","3848","206","-1","-1","-1","0","1","-1","5","0","0","832070","1553","134479880"
"553","TempestKeepAtrium","风暴要塞：生态船","Tempest Keep: The Botanica","","","","","0","0","2","1","1","3847","206","-1","-1","-1","0","1","-1","5","0","0","833950","1553","134479880"
"554","TempestKeepFactory","风暴要塞：能源舰","Tempest Keep: The Mechanar","","","","","0","0","2","1","1","3849","206","-1","-1","-1","0","1","-1","5","0","0","831974","1553","134479880"
"555","AuchindounShadow","奥金顿：暗影迷宫","Auchindoun: Shadow Labyrinth","","","","","-3640.688","4943.163","2","1","1","3789","201","-1","-1","-1","0","1","530","5","0","0","828331","1553","134479880"
"556","AuchindounDemon","奥金顿：塞泰克大厅","Auchindoun: Sethekk Halls","","","","","-3361.863","4665.592","2","1","1","3791","201","-1","-1","-1","0","1","530","5","0","0","828811","1553","134479880"
"557","AuchindounEthereal","奥金顿：法力墓穴","Auchindoun: Mana-Tombs","","","","","-3089.516","4942.756","2","1","1","3792","201","-1","-1","-1","0","1","530","5","0","0","830899","1553","134479880"
"558","AuchindounDraenei","奥金顿：奥金尼地穴","Auchindoun: Auchenai Crypts","","","","","-3363.44","5156.455","2","1","1","3790","201","-1","-1","-1","0","1","530","5","0","0","830415","1553","134479880"
"559","PVPZone05","纳格兰竞技场（旧）","Nagrand Arena (old)","","","","","0","0","1","4","0","0","219","-1","-1","-1","0","1","-1","0","0","0","790469","1553","135004168"
"560","HillsbradPast","逃离敦霍尔德","The Escape from Durnholde","","","","","-8309.81","-4061.509","1","1","1","267","212","-1","-1","-1","0","1","1","5","0","0","833998","9745","134479880"
"562","bladesedgearena","刀锋山竞技场","zzOldBlade's Edge Arena","","","","","0","0","1","4","0","3702","218","-1","-1","-1","0","1","-1","0","0","0","780261","1553","135004168"
"564","BlackTemple","黑暗神殿","Black Temple","","","","","-3644.53","317.294","1","2","1","0","215","-1","-1","-1","0","1","530","25","0","0","829630","1553","134479880"
"565","GruulsLair","格鲁尔的巢穴","Gruul's Lair","","","","","3525.453","5144.151","2","2","1","3923","213","-1","-1","-1","0","1","530","25","0","0","833180","1553","134479880"
"566","NetherstormBG","风暴之眼","Eye of the Storm","这座被称作“风暴之眼”的小岛悬浮在破碎的虚空风暴地区上空。

风暴之眼是一个15v15的控制战场，参战双方的目标是尽可能长时间地控制这里的法师塔、魔能机甲废墟、血精灵塔和德莱尼废墟。

血精灵垂涎着岛上的丰富能源。

德莱尼也因为它和纳鲁的神秘飞船，风暴要塞的密切关系而想要夺取它。","这座被称作“风暴之眼”的小岛悬浮在破碎的虚空风暴地区上空。

风暴之眼是一个15v15的控制战场，参战双方的目标是尽可能长时间地控制这里的法师塔、魔能机甲废墟、血精灵塔和德莱尼废墟。

德莱尼因为它和纳鲁的神秘飞船，风暴要塞的密切关系而想要夺取它。

血精灵也垂涎着岛上的丰富能源。","占领目标","- 占领并守卫目标
- 占领中央旗帜
- 获得1500份资源","0","0","1","3","0","0","210","-1","-1","-1","0","1","-1","0","0","0","788893","1553","135004168"
"568","ZulAman","祖阿曼","Zul'Aman","","","","","6851.021","-7989.713","1","1","3","0","276","-1","-1","-1","0","1","530","10","0","0","815727","1553","134479880"
"571","Northrend","诺森德","Northrend","","","","","0","0","1","0","2","0","216","-1","-1","-1","0","1","-1","0","0","804939","822688","9757","134479896"
"572","PVPLordaeron","洛丹伦废墟","Ruins of Lordaeron","","","","","0","0","1","4","0","0","217","-1","-1","-1","0","1","-1","0","0","0","789984","1553","135004168"
"573","ExteriorTest","ExteriorTest","ExteriorTest","","","","","0","0","1","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","855346","1567","134479944"
"574","Valgarde70","乌特加德城堡","Utgarde Keep","","","","","1211.759","-4868.422","1","1","2","0","220","-1","-1","-1","0","1","571","5","0","0","825743","9757","134479880"
"575","UtgardePinnacle","乌特加德之巅","Utgarde Pinnacle","","","","","1232.41","-4860.954","1","1","2","0","221","-1","-1","-1","0","1","571","5","0","0","827661","67101","134479880"
"576","Nexus70","魔枢","The Nexus","","","","","3899.926","6985.436","2","1","2","4265","226","-1","-1","-1","0","1","571","5","0","0","821331","1553","134479880"
"578","Nexus80","魔环","The Oculus","","","","","3865.923","6983.94","1","1","2","0","227","-1","-1","-1","0","1","571","5","0","0","819814","1565","134479880"
"580","SunwellPlateau","太阳之井","The Sunwell","","","","","12551.76","-6774.565","1","2","1","0","225","-1","-1","-1","0","1","530","25","0","0","832953","1553","134479880"
"582","Transport176244","运输 - 鲁瑟兰到奥伯丁","Transport: Rut'theran to Auberdine","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"584","Transport176231","运输 - 米奈希尔到塞拉摩","Transport: Menethil to Theramore","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"585","Sunwell5ManFix","魔导师平台","Magister's Terrace","","","","","12881.9","-7343.095","1","1","1","0","224","-1","-1","-1","0","1","530","5","0","0","834223","67101","134479880"
"586","Transport181645","运输 - 埃索达到奥伯丁","Transport: Exodar to Auberdine","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"587","Transport177233","运输 - 羽月渡口","Transport: Feathermoon Ferry","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"588","Transport176310","运输 - 米奈希尔到奥伯丁","Transport: Menethil to Auberdine","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"589","Transport175080","运输 - 奥格瑞玛到格罗姆高","Transport: Orgrimmar to Grom'Gol","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"590","Transport176495","运输 - 格罗姆高到幽暗城","Transport: Grom'Gol to Undercity","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"591","Transport164871","运输 - 幽暗城到奥格瑞玛","Transport: Undercity to Orgrimmar","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"592","Transport186238","Transport: Borean Tundra Test","Transport: Borean Tundra Test","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"593","Transport20808","运输 - 藏宝海湾到棘齿城","Transport: Booty Bay to Ratchet","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"594","Transport187038","Transport: Howling Fjord Sister Mercy (Quest)","Transport: Howling Fjord Sister Mercy (Quest)","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"595","StratholmeCOT","净化斯坦索姆","The Culling of Stratholme","","","","","-8756.087","-4457.418","1","1","2","0","222","-1","-1","-1","0","1","1","5","0","0","826005","1553","134479880"
"596","Transport187263","Transport: Naglfar","Transport: Naglfar","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"597","CraigTest","Craig Test","Craig Test","","","","","0","0","1","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","862017","1759","134479880"
"598","Sunwell5Man","Sunwell Fix (Unused)","Sunwell Fix (Unused)","","","","","0","0","2","1","1","0","4","-1","-1","-1","0","1","-1","5","0","0","863869","1555","134479880"
"599","Ulduar70","岩石大厅","Halls of Stone","","","","","8921.793","-966.8065","1","1","2","0","230","-1","-1","-1","0","1","571","5","0","0","824642","1565","134479880"
"600","DrakTheronKeep","达克萨隆要塞","Drak'Tharon Keep","","","","","4774.583","-2023.049","1","1","2","0","228","-1","-1","-1","0","1","571","5","0","0","820968","1565","134479880"
"601","Azjol_Uppercity","艾卓-尼鲁布","Azjol-Nerub","","","","","3672.215","2171.275","1","1","2","0","229","-1","-1","-1","0","1","571","5","0","0","818693","1565","134479880"
"602","Ulduar80","闪电大厅","Halls of Lightning","","","","","9185.088","-1386.791","1","1","2","0","231","-1","-1","-1","0","1","571","5","0","0","824768","1565","134479880"
"603","UlduarRaid","奥杜尔","Ulduar","","","","","9359.371","-1115.175","1","2","2","0","244","0","-1","-1","0","1","571","5","0","0","825015","1565","134479880"
"604","GunDrak","古达克","Gundrak","","","","","6708.731","-4654.904","1","1","2","0","237","-1","-1","-1","0","1","571","5","0","0","818626","1565","134479880"
"605","development_nonweighted","Development Land (non-weighted textures)","Development Land (non-weighted textures)","","","","","0","0","1","2","0","0","21","-1","-1","-1","0","1","-1","0","0","0","857811","1555","134479880"
"606","QA_DVD","QA and DVD","QA and DVD","","","","","0","0","1","0","3","0","21","-1","-1","-1","0","1","-1","0","0","0","866654","1567","134479880"
"607","NorthrendBG","远古海滩","Strand of the Ancients","在龙骨荒野的南面有一处保存着古代泰坦神器的圣殿，联盟和部落都想要夺取这件神器，以获得有关泰坦的重要情报。

远古海滩是一个15人对15人战场，交战双方将轮流进攻和防守岛屿南端的泰坦宝物。

做好战斗的准备吧，在这片远古海滩的战斗中，命运并非决定性的因素。","在龙骨荒野的南面有一处保存着古代泰坦神器的圣殿，联盟和部落都想要夺取这件神器，以获得有关泰坦的重要情报。

远古海滩是一个15人对15人战场，交战双方将轮流进攻和防守岛屿南端的泰坦宝物。

做好战斗的准备吧，在这片远古海滩的战斗中，命运并非决定性的因素。","夺取泰坦遗物","- 进攻方：摧毁大门和圣物
- 守卫方：保卫大门和圣物
- 夺取圣物最快的队伍获胜","0","0","1","3","0","0","238","-1","-1","-1","0","1","-1","0","0","0","789579","1565","135004168"
"608","DalaranPrison","紫罗兰监狱","Violet Hold","","","","","5689.49","498.0469","1","1","2","0","235","-1","-1","-1","0","1","571","5","0","0","818205","1565","134479880"
"609","DeathKnightStart","黑锋要塞","Ebon Hold","","","","","0","0","1","0","2","0","233","-1","-1","-1","0","1","-1","0","0","0","818210","67101","134479880"
"610","Transport_Tirisfal _Vengeance_Landing","Transport: Tirisfal to Vengeance Landing","Transport: Tirisfal to Vengeance Landing","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"612","Transport_Menethil_Valgarde","Transport: Menethil to Valgarde","Transport: Menethil to Valgarde","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"613","Transport_Orgrimmar_Warsong_Hold","Transport: Orgrimmar to Warsong Hold","Transport: Orgrimmar to Warsong Hold","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"614","Transport_Stormwind_Valiance_Keep","Transport: Stormwind to Valiance Keep","Transport: Stormwind to Valiance Keep","","","","","0","0","3","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"615","ChamberOfAspectsBlack","黑曜石圣殿","The Obsidian Sanctum","","","","","3438.153","260.4013","1","2","2","0","239","-1","-1","-1","0","1","571","0","0","0","820448","34333","134479880"
"616","NexusRaid","永恒之眼","The Eye of Eternity","","","","","3869.981","6984.33","1","2","2","0","236","-1","-1","-1","0","1","571","5","0","0","822560","34333","134479880"
"617","DalaranArena","达拉然下水道","Dalaran Sewers","","","","","0","0","1","4","0","0","242","0","-1","-1","0","1","-1","0","0","0","780309","1565","135004168"
"618","OrgrimmarArena","勇气竞技场","The Ring of Valor","","","","","0","0","1","4","0","0","240","720","-1","-1","0","1","-1","0","0","0","789925","4195869","135004168"
"619","Azjol_LowerCity","安卡赫特：古代王国","Ahn'kahet: The Old Kingdom","","","","","3641.458","2032.064","1","1","2","0","234","-1","-1","-1","0","1","571","0","0","0","818056","1565","134479880"
"620","Transport_Moa'ki_Unu'pe","Transport: Moa'ki to Unu'pe","Transport: Moa'ki to Unu'pe","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"621","Transport_Moa'ki_Kamagua","Transport: Moa'ki to Kamagua","Transport: Moa'ki to Kamagua","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"622","Transport192241","Transport: Orgrim's Hammer","Transport: Orgrim's Hammer","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"623","Transport192242","Transport: The Skybreaker","Transport: The Skybreaker","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"624","WintergraspRaid","阿尔卡冯的宝库","Vault of Archavon","","","","","5488.125","2840.334","1","2","2","0","243","-1","-1","-1","0","1","571","0","0","0","826589","34365","134479880"
"627","unused","Unused (DELETE ME)","Unused (DELETE ME)","","","","","0","0","1","5","6","0","25","-1","-1","-1","0","1","-1","0","0","0","856557","15957","134479872"
"628","IsleofConquest","征服之岛","Isle of Conquest","征服之岛是联盟与部落在诺森德的必争之地。两大阵营都势必要夺取这座岛屿的控制权。

这是一处大型战场，参战双方都要竭尽全力攻占攻城武器工厂、码头或飞艇基地，以打通进入敌方要塞的道路，最终击败敌方将军（哈尔弗·维姆班恩或者阿格玛大王）。","征服之岛是联盟与部落在诺森德的必争之地。两大阵营都势必要夺取这座岛屿的控制权。

这是一处大型战场，参战双方都要竭尽全力攻占攻城武器工厂、码头或飞艇基地，以打通进入敌方要塞的道路，最终击败敌方将军（哈尔弗·维姆班恩或者阿格玛大王）。","击杀敌方首领","- 占领车辆刷新点
- 围攻敌方堡垒
- 击杀敌方首领","0","0","1","3","2","0","245","-1","-1","-1","0","1","-1","0","0","0","821811","1565","135004168"
"631","IcecrownCitadel","冰冠堡垒","Icecrown Citadel","","","","","5776.922","2065.932","1","2","2","0","250","-1","-1","-1","0","1","571","0","0","0","820428","34333","134479880"
"632","IcecrownCitadel5Man","灵魂洪炉","The Forge of Souls","","","","","5670.792","2003.629","1","1","2","0","249","-1","-1","-1","0","1","571","0","0","0","818965","1565","134479880"
"637","AbyssalMaw","深渊之喉外部","Abyssal Maw Exterior","","","","","0","0","1","1","3","0","23","-1","-1","-1","0","1","-1","0","0","0","814762","1565","134479880"
"638","Gilneas","吉尔尼斯","Gilneas","","","","","0","0","1","0","0","0","4","-1","654","-1","0","1","-1","0","0","0","782283","1629","134479884"
"641","Transport_AllianceAirshipBG","Transport: Alliance Airship BG","Transport: Alliance Airship BG","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"642","Transport_HordeAirshipBG","Transport: HordeAirshipBG","Transport: HordeAirshipBG","","","","","0","0","3","0","2","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","134479880"
"643","AbyssalMaw_Interior","潮汐王座","Throne of the Tides","","","","","-5585.872","5401.649","1","1","3","0","255","-1","-1","-1","0","1","0","0","0","0","814875","17949","134479880"
"644","Uldum","起源大厅","Halls of Origination","","","","","-10226","-1837.479","1","1","3","0","256","1080","-1","-1","0","1","1","0","0","0","817800","1565","134479880"
"645","BlackRockSpire_4_0","黑石岩窟","Blackrock Caverns","","","","","-7570.245","-1330.684","1","1","3","0","267","-1","-1","-1","0","1","0","0","0","0","813034","1565","134479880"
"646","Deephome","深岩之洲","Deepholm","","","","","0","0","1","0","3","0","268","-1","-1","-1","0","1","-1","0","0","0","816934","1629","134488072"
