Id,Name,Description,JournalEncounterId,CreatureDisplayInfoId,FileDataId,OrderIndex,UiModelSceneId
"1055","安图苏尔","","484","7353","607541","0","9"
"1056","殉教者塞卡","","485","6696","607793","0","9"
"1057","巫医祖穆拉恩","","486","6434","607819","0","9"
"1058","耐克鲁姆","","487","6690","607723","0","9"
"1059","杜姆雷尔","七贤之首","385","8687","607587","0","9"
"1061","乌克兹·沙顶","","489","6439","607564","0","9"
"1098","死亡观察者希尔拉克","","523","18916","607771","0","9"
"1099","大主教玛拉达尔","","524","17715","607600","0","9"
"1104","巡视者加戈玛","","527","18236","607817","0","9"
"1105","无疤者奥摩尔","","528","18237","607734","0","9"
"1106","传令官瓦兹德","","529","18944","607803","0","9"
"1107","塞林·火心","","530","22642","607767","0","9"
"1108","维萨鲁斯","","531","22731","607806","0","9"
"1109","女祭司德莉希亚","","532","22596","607742","0","9"
"1110","凯尔萨斯·逐日者","","533","22906","607669","0","9"
"1111","潘德莫努斯","","534","71757","607738","0","9"
"1112","塔瓦洛克","","535","19332","607782","0","9"
"1113","尤尔","","536","14173","607822","0","9"
"1114","节点亲王沙法尔","","537","19780","607726","0","9"
"1115","德拉克中尉","","538","17386","607689","0","9"
"1116","斯卡洛克上尉","","539","17387","607561","0","9"
"1117","时空猎手","","540","19135","607596","0","9"
"1118","黑暗编织者塞斯","","541","20599","607583","0","9"
"1119","安苏","","542","21492","607544","0","9"
"1120","利爪之王艾吉斯","","543","18636","607780","0","9"
"1121","赫尔默大使","","544","18821","607536","0","9"
"1122","煽动者布莱卡特","","545","18058","607555","0","9"
"1123","沃匹尔大师","","546","18535","607625","0","9"
"1124","摩摩尔","","547","18839","607720","0","9"
"1125","自由的瑟雷凯斯","","548","19882","607823","0","9"
"1126","末日预言者达尔莉安","","549","19888","607574","0","9"
"1127","天怒预言者苏克拉底","","550","19977","607820","0","9"
"1128","预言者斯克瑞斯","","551","19943","607635","0","9"
"1129","时空领主德亚","","552","20513","607566","0","9"
"1130","坦普卢斯","","553","19066","607784","0","9"
"1131","埃欧努斯","","554","20510","607529","0","9"
"1132","制造者","","555","18369","607789","0","9"
"1133","布洛戈克","","556","19372","607558","0","9"
"1134","击碎者克里丹","","557","17153","607670","0","9"
"1135","指挥官萨拉妮丝","","558","18929","607570","0","9"
"1136","高级植物学家弗雷温","","559","19045","607641","0","9"
"1137","看管者索恩格林","","560","14416","607794","0","9"
"1138","拉伊","","561","13109","607683","0","9"
"1139","迁跃扭木","","562","19438","607816","0","9"
"1140","机械领主卡帕西图斯","","563","19162","607712","0","9"
"1141","灵术师塞比瑟蕾","","564","19166","607725","0","9"
"1142","计算者帕萨雷恩","","565","20033","607739","0","9"
"1143","高阶术士奈瑟库斯","","566","16628","607624","0","9"
"1145","战争使者沃姆罗格","","568","18031","607811","0","9"
"1146","酋长卡加斯·刃拳","","569","19799","607812","0","9"
"1147","背叛者门努","","570","17728","607715","0","9"
"1148","巨钳鲁克玛尔","","571","17729","607759","0","9"
"1149","夸格米拉","","572","18224","607750","0","9"
"1150","水术师瑟丝比娅","","573","11268","607651","0","9"
"1151","机械师斯蒂里格","","574","18638","607713","0","9"
"1152","督军卡利瑟里斯","","575","20235","607815","0","9"
"1153","霍加尔芬","","576","17228","607649","0","9"
"1154","加兹安","","577","17528","607614","0","9"
"1155","沼地领主穆塞雷克","","578","18570","607779","0","9"
"1156","黑色阔步者","","579","18194","607788","0","67"
"1157","纳多克斯长老","","580","27407","607593","0","9"
"1158","塔达拉姆王子","","581","27406","607744","0","9"
"1159","耶戈达·觅影者","","582","26777","607667","0","9"
"1160","埃曼尼塔","","583","28133","607534","0","9"
"1161","看门者克里克希尔","","585","27394","607678","0","9"
"1162","哈多诺克斯","","586","26776","607633","0","9"
"1163","托尔戈","","588","26352","607798","0","9"
"1164","召唤者诺沃斯","","589","26292","607727","0","9"
"1165","暴龙之王爵德","","590","5240","607672","0","9"
"1167","斯拉德兰","","592","27422","607776","0","9"
"1168","达卡莱巨像","","593","26589","607589","0","9"
"1169","莫拉比","","594","27059","607716","0","9"
"1170","凶残的伊克","","595","26644","607592","0","9"
"1171","迦尔达拉","","596","27061","607605","0","9"
"1172","比亚格里将军","","597","27301","607611","0","66"
"1173","沃尔坎","","598","27071","607809","0","64"
"1174","艾欧纳尔","","599","27484","607663","0","9"
"1175","洛肯","","600","27485","607690","0","66"
"1176","法瑞克","","601","30972","607601","0","9"
"1177","玛维恩","","602","30973","607710","0","9"
"1178","巫妖王","","603","30721","607688","0","9"
"1179","克莱斯塔卢斯","","604","20909","607679","0","9"
"1180","悲伤圣女","","605","26657","607706","0","67"
"1181","塑铁者斯约尼尔","","607","27483","607772","0","66"
"1182","熔炉之主加弗斯特","","608","30843","607603","0","65"
"1183","伊克","","609","30347","607655","1","9"
"1184","科瑞克","","609","30331","607677","0","9"
"1185","天灾领主泰兰努斯","","610","30277","607765","0","9"
"1186","肉钩","","611","26579","607711","0","9"
"1187","塑血者沙尔拉姆","","612","26581","607763","0","9"
"1188","时光领主埃博克","","613","26580","607567","0","9"
"1189","玛尔加尼斯","","614","26582","607708","0","9"
"1190","布隆亚姆","","615","30226","607559","0","9"
"1191","噬魂者","","616","30148","607585","0","9"
"1193","指挥官斯托比德","","617","24366","607571","0","9"
"1194","大魔导师泰蕾丝塔","","618","24066","607623","0","9"
"1195","阿诺玛鲁斯","","619","26259","607540","0","9"
"1196","塑树者奥莫洛克","","620","26298","607735","0","9"
"1197","克莉斯塔萨","","621","24307","607671","0","9"
"1198","审讯者达库斯","","622","27032","607590","0","9"
"1199","瓦尔洛斯·云击","","623","27033","607802","0","9"
"1200","法师领主伊洛姆","","624","25010","607702","0","9"
"1201","魔网守护者埃雷苟斯","","625","27034","607687","0","9"
"1202","埃雷克姆","","626","27488","607597","0","9"
"1203","摩拉格","","627","20590","607717","0","9"
"1204","艾库隆","","628","27487","607654","0","9"
"1205","谢沃兹","","629","27486","607821","0","9"
"1206","拉文索尔","","630","10193","607685","0","9"
"1207","湮灭者祖拉玛特","","631","27855","607825","0","9"
"1208","塞安妮苟萨","","632","27508","607573","0","9"
"1214","碎颅者莫克拉","","634","28587","607622","0","9"
"1215","祖尔托","","634","28588","0","3","9"
"1216","埃蕾希·晨歌","","634","28637","0","1","9"
"1217","鲁诺克·蛮鬃","","634","28597","0","2","9"
"1218","死亡猎手维赛里","","634","28589","0","4","9"
"1219","纯洁者耶德瑞克","","635","29616","607591","0","9"
"1220","银色神官帕尔崔丝","","636","29490","607547","0","9"
"1221","黑骑士","","637","29837","607787","0","9"
"1222","凯雷塞斯王子","","638","25338","607743","0","9"
"1223","建筑师斯卡瓦尔德","","639","24605","607774","0","65"
"1224","控制者达尔隆","","639","26349","607575","1","9"
"1225","掠夺者因格瓦尔","","640","21953","607659","0","65"
"1226","席瓦拉·索格蕾","","641","26096","607778","0","9"
"1227","戈托克·苍蹄","","642","27419","607620","0","9"
"1228","狂野的犀牛","","642","26284","0","1","9"
"1229","巨型冰虫","","642","24564","0","3","9"
"1230","狂乱的狼人","","642","26327","0","2","9"
"1231","贪婪的熊怪","","642","23999","0","4","9"
"1232","残忍的斯卡迪","","643","27418","607773","0","67"
"1233","伊米隆国王","","644","28019","607674","0","67"
"1234","裁决者格里斯通","","372","9329","608314","0","9"
"1236","粘性辐射尘","","420","36529","607808","0","9"
"1239","复生的火枪手","","446","34481","0","1","9"
"1240","暗影祭司塞瑟斯","","487","6441","607770","1","9"
"1252","莱公","","649","39519","630845","0","9"
"1253","武器大师哈兰","","654","40293","630816","0","9"
"1255","雪流大师","","657","41902","630841","0","9"
"1257","刘·焰心","","658","39487","630839","0","9"
"1258","指导者寒心","","659","40301","630835","0","9"
"1265","詹迪斯·巴罗夫","","663","40639","607666","0","9"
"1269","血骨傀儡","","665","31092","607755","0","9"
"1270","莉莉安·沃斯","","666","40256","630838","0","9"
"1273","跳跳大王","","669","40339","630832","0","9"
"1275","科洛夫修士","","671","41154","630818","0","9"
"1276","指挥官杜兰德","","674","41220","607643","1","9"
"1277","大检察官怀特迈恩","","674","2043","607643","0","9"
"1294","秦希","","677","41392","0","1","9"
"1295","剑曦","","677","41391","630836","0","9"
"1296","缚灵者戈拉亚","","682","41256","630826","0","9"
"1305","祝踏岚","","686","41121","630852","0","9"
"1308","无情之齐昂","战王","687","41812","0","1","9"
"1309","暴虐之蒙恩","疯王","687","41813","630861","0","9"
"1310","迅弓之速不台","匪王","687","41565","0","2","9"
"1312","裂魂者萨尔诺斯","","688","27705","630853","0","9"
"1313","受诅者魔封","","689","41192","630824","0","9"
"1315","杰翰","","690","41920","630828","0","9"
"1316","怒之煞","","691","41448","630847","0","9"
"1321","黑暗萨满柯兰萨","","695","42101","608310","0","9"
"1326","驯犬者布兰恩","","660","42264","630833","0","9"
"1334","力冠三军库乌艾","","708","42058","630842","0","9"
"1335","鬼谋神算冥谷子","","708","42059","0","1","9"
"1336","势不可挡哈伊岩","","708","42060","0","2","9"
"1337","传令官沃拉兹","","584","27408","607639","0","9"
"1338","阿努巴拉克","","587","27856","607542","0","9"
"1342","布莱恩·铜须","","606","26353","607797","0","9"
"1343","阿达罗格","","694","38759","608309","0","9"
"1344","焰喉","","696","38391","522251","0","9"
"1345","熔岩守卫戈多斯","","697","42100","608315","0","9"
"1346","哈扎斯","","459","9584","0","3","9"
"1347","德拉维沃尔","","459","6375","0","1","9"
"1348","摩弗拉斯","","459","7975","0","2","9"
"1383","伊拉贡","","726","41399","630823","0","9"
"1385","头领萨莱斯","","725","42468","0","1","9"
"1386","炮舰","","725","42439","630819","0","9"
"1393","黑暗院长加丁","","684","40322","607582","0","9"
"1394","血卫士伯鲁恩","","728","17725","607556","0","9"
"1400","琥珀塑形者昂舒克","","737","43126","630815","0","9"
"1401","琥珀畸怪","","737","44140","0","1","9"
"1402","古·穿云","","673","39489","630831","0","9"
"1403","碧空翔龙","","673","39492","0","1","9"
"1404","织焰者孔格勒","","656","40597","630825","0","9"
"1405","加拉隆","","713","42368","630827","0","9"
"1407","指挥官沃加克","","738","42169","630822","0","9"
"1412","雷施","","729","42811","630837","0","65"
"1417","大女皇夏柯希尔","","743","42730","630830","0","9"
"1421","皇家宰相佐尔洛克","","745","42807","630834","0","9"
"1422","破坏者吉普提拉克","","655","43122","630846","0","9"
"1423","黑曜石哨兵","","748","5285","607729","0","9"
"1424","指挥官玛洛尔","","749","34463","607569","0","9"
"1425","永影之提安","巫王","687","41566","0","3","9"
"1428","突袭者加杜卡","","675","43275","630851","0","9"
"1429","指挥官瑞魔克","","676","43286","630821","0","9"
"1430","乌克乌克","","668","39498","630843","0","9"
"1431","破桶而出的炎诛","","670","42969","630860","0","65"
"1432","贤者马里","","672","41125","630858","0","9"
"1433","游学者石步","","664","39506","630840","0","9"
"1434","疑之煞","","335","45980","630848","0","9"
"1435","武器大师席恩","","698","41987","630859","0","9"
"1439","宰相金巴卡","","693","43197","630855","0","9"
"1444","烛龙","夜间","742","42532","630854","0","9"
"1465","烛龙","日间","742","42533","0","1","9"
"1475","翼虫首领尼诺洛克","","727","43151","630857","0","9"
"1476","紫晶守护者","","679","41892","630820","0","9"
"1477","红玉守护者","","679","42644","0","3","9"
"1478","蓝晶守护者","","679","41893","0","1","9"
"1479","青玉守护者","","679","41894","0","2","9"
"1480","长老阿萨尼","","683","41504","0","2","9"
"1481","长老睿盖尔","","683","41502","0","1","9"
"1482","守护者考兰","","683","41503","630844","0","9"
"1485","风领主梅尔加拉克","","741","42645","630856","0","9"
"1488","狂之煞","","685","43283","630850","0","9"
"1489","莉莉安的灵魂","","666","43908","0","1","9"
"1498","先知萨隆亚","","591","27072","607790","0","9"
"1516","将军帕瓦拉克","","692","43120","630829","0","9"
"1517","刀锋领主塔亚克","","744","43141","630817","0","9"
"1519","惧之煞","","709","45065","630849","0","9"
"1540","纳拉克","","814","47227","796778","0","9"
"1544","铁穹","","817","46627","796775","0","9"
"1545","罗沙克","","817","46628","0","1","9"
"1546","魁兹扎尔","","817","46629","0","2","9"
"1547","玳刃","","817","46630","0","3","9"
"1548","杜鲁姆","","818","47189","796772","0","9"
"1551","普利莫修斯","","820","47009","796780","0","9"
"1558","沙行者苏尔","","816","47505","0","1","9"
"1559","霜王玛拉克","","816","47506","0","2","9"
"1561","卡兹拉金","","816","47229","796770","0","9"
"1562","赫利东","","819","47325","796774","0","9"
"1563","黑暗意志","","824","47527","796771","0","9"
"1564","托多斯","","825","46559","796781","0","9"
"1566","乌达斯塔","","826","47257","796779","0","9"
"1567","击碎者金罗克","","827","47552","796776","0","9"
"1569","露琳","","829","46975","796773","0","9"
"1572","雷神","","832","46770","796777","0","9"
"1573","季鹍","","828","46675","796785","0","9"
"1574","指挥官库鲁尔格","","833","24352","607568","0","9"
"1575","雅克布·奥勒留斯元帅","","834","28560","607621","0","9"
"1576","克罗索斯","","834","28736","0","4","9"
"1577","安布罗斯·雷钉","","834","28586","0","1","9"
"1578","拉娜·硬锤","","834","28564","0","3","9"
"1579","娅琳·永歌","","834","28735","0","2","9"
"1580","莱登","","831","47739","828452","0","9"
"1581","夙娥","","829","46974","0","1","9"
"1582","高阶祭司玛尔里","","816","47730","0","3","9"
"1594","毒素之头","","821","47416","0","1","91"
"1595","火焰之头","","821","47414","796786","0","91"
"1596","冰霜之头","","821","47415","0","2","91"
"1602","马尔考罗克","","846","49070","901164","0","9"
"1605","禾·软足","","849","48917","0","1","9"
"1606","鲁克·石趾","","849","48918","901159","0","9"
"1607","孙·柔心","","849","48919","0","2","9"
"1608","纳兹戈林将军","","850","48995","901158","0","9"
"1609","库卡隆狱卒","","851","49082","0","1","9"
"1610","嗜血的索克","","851","51144","901171","0","9"
"1611","伊墨苏斯","","852","49056","901160","0","9"
"1614","碎地者哈洛姆","","856","49176","901163","0","9"
"1615","缚潮者卡德里斯","","856","49177","0","1","9"
"1618","赤精","","857","49237","901155","0","9"
"1619","玉珑","","858","49234","901173","0","9"
"1620","砮皂","","859","49235","901165","0","9"
"1621","雪怒","","860","49236","901172","0","9"
"1623","斡耳朵斯","","861","49285","901167","0","9"
"1624","钢铁战蝎","","864","49844","901161","0","9"
"1625","诺鲁什","","866","48860","901166","0","66"
"1626","傲之煞","","867","49098","901168","0","9"
"1627","迦拉卡斯","","868","49337","901156","0","9"
"1628","加尔鲁什·地狱咆哮","","869","49585","901157","0","9"
"1648","觅血者斯基尔","","853","48674","901162","0","9"
"1649","虫群卫士希赛克","","853","48675","0","1","9"
"1650","暴食蝗卡诺兹","","853","48676","0","2","9"
"1651","至尊者柯尔凡","","853","48677","0","3","9"
"1652","操纵者卡兹提克","","853","48678","0","4","9"
"1653","毒心者夏克里尔","","853","48679","0","5","9"
"1654","切割者里卡尔","","853","48680","0","6","9"
"1655","明澈者伊约库克","","853","48681","0","7","9"
"1656","掠风者克尔鲁克","","853","48682","0","8","9"
"2827","腐蚀混合物","","866","49360","0","1","9"
"2830","攻城匠师黑索","","865","51657","901169","0","9"
"2831","秘藏的潘达利亚战利品","","870","51173","901170","0","9"
"2835","迦拉卡斯","","881","49337","901156","0","9"
"2845","玛格莫拉图斯","","893","52033","0","1","9"
"2846","锻造大师戈杜哈","","893","52899","1044355","0","9"
"2853","盲眼猎手","","900","52595","1064175","0","9"
"2855","熔岩恶火水晶","","901","42641","0","2","9"
"2856","卡尔加·刺肋","","901","31042","607563","0","9"
"2857","剧毒倾泻水晶","","901","42643","0","3","9"
"2858","潮汐风暴水晶","","901","41366","0","1","9"
"2859","督军拉姆塔斯","","899","52515","607736","0","9"
"2860","亡语者贾格巴","","899","4756","607584","1","9"
"2861","阿格姆","","899","4645","607531","2","9"
"2862","剃刀沼泽野兽追踪者","","895","1964","0","3","9"
"2863","剃刀沼泽剑卫","","895","6109","0","1","9"
"2864","剃刀沼泽狩猎大师","","895","1342","0","2","9"
"2865","鲁古格","","895","52383","607760","0","9"
"2866","猎手布塔斯克","","896","52047","607531","0","9"
"2936","鸦人拜日狂信徒","","968","55994","0","1","9"
"2938","鸦人防护构装体","","968","56653","0","2","9"
"2939","屠夫","他喜欢砍人剁人。","971","53855","1044375","0","9"
"3108","兰吉特","","965","56015","1044362","0","9"
"3109","阿拉卡纳斯","","966","54006","1044334","0","9"
"3111","高阶贤者维里克斯","","968","56016","1044348","0","9"
"3112","鸦人炎阳构装体雏形","","966","56653","0","1","9"
"3125","守奴人库鲁斯托","","888","52893","1044368","0","9"
"3126","恐翼","","1122","53505","0","2","9"
"3127","兽王达玛克","","1122","53499","1044338","0","9"
"3128","碎铁","","1122","53541","0","3","9"
"3129","弗特莱","","1122","53542","0","4","9"
"3130","虐牙","","1122","53511","0","1","9"
"3131","缚火者卡格拉兹","","1123","53471","1044344","0","9"
