Id,Name,ClassMask,TrackingQuestId,Flags,TransmogSetGroupId,ItemNameDescriptionId,ParentTransmogSetId,Field_8_1_0_28294_008,ExpansionId,PatchIntroduced,UiOrder,ConditionId
"181","天定亡者链甲","68","45232","2","47","13145","179","1","6","70100","8553","0"
"182","天定亡者链甲","68","45233","2","47","1641","179","1","6","70100","8550","0"
"183","天定亡者丧礼板甲","35","45234","2","47","13193","0","1","6","70100","8551","0"
"184","天定亡者丧礼板甲","35","45235","2","47","2015","183","1","6","70100","8552","0"
"185","天定亡者丧礼板甲","35","45236","2","47","13145","183","1","6","70100","8553","0"
"186","天定亡者丧礼板甲","35","45237","2","47","1641","183","1","6","70100","8550","0"
"187","恐怖角斗士的链甲","4","45583","16","9","13304","286","1","4","50003","4580","0"
"188","恐怖角斗士的龙皮护甲","1024","45584","16","9","13304","281","1","4","50003","4580","0"
"189","恐怖角斗士的恐怖板甲","32","45585","16","9","13304","285","1","4","50003","4580","0"
"190","恐怖角斗士的邪纹布甲","256","45593","16","9","13304","283","1","4","50003","4580","0"
"191","恐怖角斗士的铁皮护甲","512","45594","16","9","13304","279","1","4","50003","4580","0"
"192","恐怖角斗士的皮甲","8","45595","16","9","13304","280","1","4","50003","4580","0"
"193","恐怖角斗士的板甲","1","45596","16","9","13304","278","1","4","50003","4580","0"
"194","恐怖角斗士的环甲","64","45597","16","9","13304","284","1","4","50003","4580","0"
"195","恐怖角斗士的绸缎护甲","16","45598","16","9","13304","282","1","4","50003","4580","0"
"196","恐怖角斗士的板鳞甲","2","45599","16","9","13304","277","1","4","50003","4580","0"
"197","恐怖角斗士的丝质布甲","128","45600","16","9","13304","276","1","4","50003","4580","0"
"198","恶孽角斗士的链甲","4","45601","24","15","13301","0","1","4","50200","5220","0"
"199","恶孽角斗士的链甲","4","45602","20","15","13301","0","1","4","50200","5220","0"
"200","恶孽角斗士的龙皮护甲","1024","45603","24","15","13301","0","1","4","50200","5220","0"
"201","恶孽角斗士的恐怖板甲","32","45604","24","15","13301","0","1","4","50200","5220","0"
"202","恶孽角斗士的邪纹布甲","256","45605","24","15","13301","0","1","4","50200","5220","0"
"203","恶孽角斗士的铁皮护甲","512","45607","24","15","13301","0","1","4","50200","5220","0"
"204","恶孽角斗士的皮甲","8","45608","24","15","13301","0","1","4","50200","5220","0"
"205","恶孽角斗士的板甲","1","45609","24","15","13301","0","1","4","50200","5220","0"
"206","恶孽角斗士的环甲","64","45610","24","15","13301","0","1","4","50200","5220","0"
"207","恶孽角斗士的绸缎护甲","16","45611","24","15","13301","0","1","4","50200","5220","0"
"208","恶孽角斗士的板鳞甲","2","45612","24","15","13301","0","1","4","50200","5220","0"
"209","恶孽角斗士的丝质布甲","128","45613","24","15","13301","0","1","4","50200","5220","0"
"210","恶孽角斗士的龙皮护甲","1024","45617","20","15","13301","0","1","4","50200","5220","0"
"211","恶孽角斗士的恐怖板甲","32","45616","20","15","13301","0","1","4","50200","5220","0"
"212","恶孽角斗士的邪纹布甲","256","45618","20","15","13301","0","1","4","50200","5220","0"
"213","恶孽角斗士的铁皮护甲","512","45619","20","15","13301","0","1","4","50200","5220","0"
"214","恶孽角斗士的皮甲","8","45620","20","15","13301","0","1","4","50200","5220","0"
"215","恶孽角斗士的板甲","1","45621","20","15","13301","0","1","4","50200","5220","0"
"216","恶孽角斗士的环甲","64","45622","20","15","13301","0","1","4","50200","5220","0"
"217","恶孽角斗士的绸缎护甲","16","45623","20","15","13301","0","1","4","50200","5220","0"
"218","恶孽角斗士的板鳞甲","2","45624","20","15","13301","0","1","4","50200","5220","0"
"219","恶孽角斗士的丝质布甲","128","45625","20","15","13301","0","1","4","50200","5220","0"
"228","瑟尔班的迅捷套装","144","42778","1","0","7434","0","1","4","0","200","0"
"230","父辈的链甲套装","4","43136","3","7","8027","0","1","2","0","7100","0"
"231","孩童链甲套装","4","43197","1","6","7906","230","1","2","0","6600","0"
"232","骄矜角斗士的链甲","4","45884","20","14","13301","0","1","4","50400","5500","0"
"233","骄矜角斗士的龙皮护甲","1024","45885","20","14","13301","0","1","4","50400","5500","0"
"234","骄矜角斗士的恐怖板甲","32","45886","20","14","13301","0","1","4","50400","5500","0"
"235","骄矜角斗士的邪纹布甲","256","45887","20","14","13301","0","1","4","50400","5500","0"
"236","骄矜角斗士的铁皮护甲","512","45888","20","14","13301","0","1","4","50400","5500","0"
"237","骄矜角斗士的皮甲","8","45889","20","14","13301","0","1","4","50400","5500","0"
"238","骄矜角斗士的板甲","1","45891","20","14","13301","0","1","4","50400","5500","0"
"239","骄矜角斗士的环甲","64","45892","20","14","13301","0","1","4","50400","5500","0"
"240","骄矜角斗士的绸缎护甲","16","45893","20","14","13301","0","1","4","50400","5500","0"
"241","骄矜角斗士的板鳞甲","2","45894","20","14","13301","0","1","4","50400","5500","0"
"242","骄矜角斗士的丝质布甲","128","45895","20","14","13301","0","1","4","50400","5500","0"
"243","骄矜角斗士的链甲","4","45896","24","14","13301","0","1","4","50400","5500","0"
"244","骄矜角斗士的龙皮护甲","1024","45897","24","14","13301","0","1","4","50400","5500","0"
"245","骄矜角斗士的恐怖板甲","32","45898","24","14","13301","0","1","4","50400","5500","0"
"246","骄矜角斗士的邪纹布甲","256","45899","24","14","13301","0","1","4","50400","5500","0"
"247","骄矜角斗士的铁皮护甲","512","45900","24","14","13301","0","1","4","50400","5500","0"
"248","骄矜角斗士的皮甲","8","46315","24","14","13301","0","1","4","50400","5500","0"
"249","骄矜角斗士的板甲","1","45901","24","14","13301","0","1","4","50400","5500","0"
"250","骄矜角斗士的环甲","64","45903","24","14","13301","0","1","4","50400","5500","0"
"251","骄矜角斗士的绸缎护甲","16","45907","24","14","13301","0","1","4","50400","5500","0"
"252","骄矜角斗士的板鳞甲","2","45911","24","14","13301","0","1","4","50400","5500","0"
"253","骄矜角斗士的丝质布甲","128","45912","24","14","13301","0","1","4","50400","5500","0"
"254","暴虐角斗士的链甲","4","45935","24","16","13301","0","1","4","50100","4960","0"
"255","暴虐角斗士的龙皮护甲","1024","45936","24","16","13301","0","1","4","50100","4960","0"
"256","暴虐角斗士的恐怖板甲","32","45937","24","16","13301","0","1","4","50100","4960","0"
"257","暴虐角斗士的邪纹布甲","256","45938","24","16","13301","0","1","4","50100","4960","0"
"258","暴虐角斗士的绸缎护甲","16","45939","24","16","13301","0","1","4","50100","4960","0"
"259","暴虐角斗士的铁皮护甲","512","45940","24","16","13301","0","1","4","50100","4960","0"
"260","暴虐角斗士的皮甲","8","45942","24","16","13301","0","1","4","50100","4960","0"
"261","暴虐角斗士的板甲","1","45943","24","16","13301","0","1","4","50100","4960","0"
"262","暴虐角斗士的环甲","64","45944","24","16","13301","0","1","4","50100","4960","0"
"263","暴虐角斗士的板鳞甲","2","45945","24","16","13301","0","1","4","50100","4960","0"
"264","暴虐角斗士的丝质布甲","128","45946","24","16","13301","0","1","4","50100","4960","0"
"265","暴虐角斗士的链甲","4","45947","20","16","13301","0","1","4","50100","4960","0"
"266","暴虐角斗士的龙皮护甲","1024","45948","20","16","13301","0","1","4","50100","4960","0"
"267","暴虐角斗士的恐怖板甲","32","45949","20","16","13301","0","1","4","50100","4960","0"
"268","暴虐角斗士的邪纹布甲","256","45950","20","16","13301","0","1","4","50100","4960","0"
"269","暴虐角斗士的铁皮护甲","512","45951","20","16","13301","0","1","4","50100","4960","0"
"270","暴虐角斗士的皮甲","8","45952","20","16","13301","0","1","4","50100","4960","0"
"271","暴虐角斗士的板甲","1","45953","20","16","13301","0","1","4","50100","4960","0"
"272","暴虐角斗士的环甲","64","45954","20","16","13301","0","1","4","50100","4960","0"
"273","暴虐角斗士的绸缎护甲","16","45955","20","16","13301","0","1","4","50100","4960","0"
"274","暴虐角斗士的板鳞甲","2","45956","20","16","13301","0","1","4","50100","4960","0"
"275","暴虐角斗士的丝质布甲","128","45957","20","16","13301","0","1","4","50100","4960","0"
"276","恶毒角斗士的丝质布甲","128","45958","16","9","13301","0","1","4","50003","4760","0"
"277","恶毒角斗士的板鳞甲","2","45959","16","9","13301","0","1","4","50003","4760","0"
"278","恶毒角斗士的板甲","1","45960","16","9","13301","0","1","4","50003","4760","0"
"279","恶毒角斗士的铁皮护甲","512","0","18","9","3859","1059","1","4","50003","4762","0"
"280","恶毒角斗士的皮甲","8","45962","16","9","13301","0","1","4","50003","4760","0"
"281","恶毒角斗士的龙皮护甲","1024","45963","16","9","13301","0","1","4","50003","4760","0"
"282","恶毒角斗士的绸缎护甲","16","45964","16","9","13301","0","1","4","50003","4760","0"
"283","恶毒角斗士的邪纹布甲","256","45965","16","9","13301","0","1","4","50003","4760","0"
"284","恶毒角斗士的环甲","64","45966","16","9","13301","0","1","4","50003","4760","0"
"285","恶毒角斗士的恐怖板甲","32","45967","16","9","13301","0","1","4","50003","4760","0"
"286","恶毒角斗士的链甲","4","45968","16","9","13301","0","1","4","50003","4760","0"
"287","","0","46003","17","0","0","0","1","4","60001","4700","0"
"288","","0","46004","25","0","0","0","1","4","50200","4980","0"
"289","","0","46005","21","0","0","0","1","4","50200","4980","0"
"290","","0","46007","21","0","0","0","1","4","50400","5500","0"
"291","","0","46009","25","0","0","0","1","4","50400","4980","0"
"292","","0","46018","25","0","0","0","1","4","50300","5220","0"
"293","","0","46019","21","0","0","0","1","4","50300","5220","0"
"298","神圣伊米亚之王的战甲","1","0","0","35","13292","655","1","2","30300","2770","0"
"308","圣洁者的法衣","16","0","0","8","13193","0","1","6","70001","8751","0"
"309","圣洁者的法衣","16","0","0","8","2015","308","1","6","70001","8752","0"
"310","驱魔人法衣","16","0","0","10","13193","0","1","4","50200","5220","0"
"311","圣洁者的法衣","16","0","0","8","13145","308","1","6","70001","8753","0"
"315","阿兹亚基的遗产","256","0","0","8","13193","0","1","6","70001","8751","0"
"316","阿兹亚基的遗产","256","0","0","8","2015","315","1","6","70001","8752","0"
"321","阿兹亚基的遗产","256","0","0","8","13145","315","1","6","70001","8753","0"
"322","圣洁者的法衣","16","0","0","8","1641","308","1","6","70001","8750","0"
"323","虔敬祭服","16","0","0","28","13193","0","1","5","60200","6950","0"
"324","虔敬祭服","16","0","0","28","2015","323","1","5","60200","7050","0"
"325","虔敬祭服","16","0","0","28","13145","323","1","5","60200","7200","0"
"327","灵魂祭司法衣","16","0","0","29","13193","0","1","5","60001","6700","0"
"328","风语者法袍","64","0","0","29","2015","418","1","5","60001","6850","0"
"329","灵魂祭司法衣","16","0","0","29","13145","327","1","5","60001","7000","0"
"330","大祭司的法衣","16","0","0","49","0","0","1","6","70001","8400","0"
"331","三重荣耀法衣","16","0","0","30","13193","0","1","4","50400","5400","0"
"332","三重荣耀法衣","16","0","0","30","13145","331","1","4","50400","5660","0"
"333","三重荣耀法衣","16","0","0","30","1641","331","1","4","50400","5280","0"
"334","驱魔人法衣","16","0","0","10","2015","310","1","4","50200","5350","0"
"335","驱魔人法衣","16","0","0","10","1641","310","1","4","50200","5020","0"
"336","守护翔龙法衣","16","0","0","31","13193","0","1","4","50003","4960","0"
"337","守护翔龙法衣","16","0","0","31","1641","336","1","4","50003","4830","0"
"338","火鸟法衣","64","0","0","31","2015","427","1","4","50003","5090","0"
"339","湮灭之光法衣","16","0","0","32","13193","0","1","3","40300","3970","0"
"340","湮灭之光法衣","16","0","0","32","1641","339","1","3","40300","3840","0"
"341","湮灭之光法衣","16","0","0","32","2015","339","1","3","40300","4100","0"
"342","净化烈焰法衣","16","0","0","33","13193","0","1","3","40200","3780","0"
"343","净化烈焰法衣","16","0","0","33","2015","342","1","3","40200","3910","0"
"344","水银魔装","16","0","0","34","13193","0","1","3","40000","3590","0"
"345","水银魔装","16","0","0","34","2015","344","1","3","40200","3720","0"
"346","血色侍僧法衣","16","0","0","35","13293","0","1","2","30300","2510","0"
"347","神圣血色侍僧法衣","16","0","0","35","13291","346","1","2","30300","2640","0"
"348","神圣血色侍僧法衣","16","0","0","35","13292","346","1","2","30300","2770","0"
"349","维伦的法衣","16","0","4","36","13293","0","1","2","30200","2320","0"
"350","萨布拉的法衣","16","0","8","36","13293","0","1","2","30200","2320","0"
"351","赦免法衣","16","0","0","39","13193","0","1","1","20100","1460","0"
"352","赦免圣装","16","0","0","50","13305","0","1","1","20400","1540","0"
"353","神使法衣","16","0","0","40","13193","0","1","1","20003","1330","0"
"354","化身法衣","16","0","0","41","13193","0","1","1","20000","1200","0"
"355","信仰","16","0","2","42","13193","0","1","0","20000","920","0"
"356","卓越","16","0","0","43","13193","0","1","0","10600","760","0"
"357","预言","16","0","0","44","13193","0","1","0","0","660","0"
"358","神谕者","16","0","0","51","13193","0","1","0","10900","880","0"
"359","虔诚","400","0","2","52","13193","0","1","0","0","600","0"
"360","坚贞","16","0","2","53","13193","0","1","0","0","650","0"
"361","英雄的信仰法衣","16","0","0","38","13293","0","1","2","30001","2000","0"
"362","英勇的信仰法衣","16","0","0","38","13291","361","1","2","30001","2130","0"
"363","英勇的圣灵法衣","16","0","0","37","13293","0","1","2","30100","2190","0"
"364","征服者的圣灵法衣","16","0","0","37","13291","363","1","2","30100","2260","0"
"365","灾变角斗士的绸缎护甲","16","46529","16","17","13301","0","1","3","40300","3900","0"
"366","灾变角斗士的绸缎护甲","16","0","18","17","3859","365","1","3","40300","3902","0"
"369","残忍角斗士的绸缎护甲","16","46540","16","19","13301","0","1","3","40000","3520","0"
"370","残忍角斗士的绸缎护甲","16","0","18","19","3859","369","1","3","40000","3522","0"
