Id,Name,MapId,DifficultyId,OrderIndex,IsEncounterComplete,Bit,CreatureDisplayId,Flags,SpellIconFileId,Faction
"713","维希度斯","531","0","4000","4825","4","15686","6","0","-1"
"714","哈霍兰公主","531","0","5000","4826","5","15739","6","0","-1"
"715","双子皇帝","531","0","6000","4827","6","15761","6","0","-1"
"716","奥罗","531","0","7000","2296","7","15509","6","0","-1"
"717","克苏恩","531","0","8000","4828","8","15787","7","0","-1"
"718","库林纳克斯","509","0","0","4811","0","15742","6","0","-1"
"719","拉贾克斯将军","509","0","1000","2174","1","15376","6","0","-1"
"720","莫阿姆","509","0","2000","4812","2","15392","6","0","-1"
"721","吞咽者布鲁","509","0","3000","4813","3","15654","6","0","-1"
"722","狩猎者阿亚米斯","509","0","4000","4814","4","15431","6","0","-1"
"723","无疤者奥斯里安","509","0","5000","4815","5","15432","7","0","-1"
"724","卡雷苟斯","580","0","0","3434","0","23345","6","0","-1"
"725","布鲁塔卢斯","580","0","1000","3336","1","22711","6","0","-1"
"726","菲米丝","580","0","2000","3337","2","22838","6","0","-1"
"727","艾瑞达双子","580","0","3000","3435","3","23334","6","0","-1"
"728","穆鲁","580","0","4000","3423","4","23404","6","0","-1"
"729","基尔加丹","580","0","5000","4816","5","23200","7","0","-1"
"730","奥","550","0","0","4817","0","18945","6","0","-1"
"731","空灵机甲","550","0","1000","4818","1","18951","6","0","-1"
"732","大星术师索兰莉安","550","0","2000","4819","2","18239","6","0","-1"
"733","凯尔萨斯·逐日者","550","0","3000","4820","3","20023","7","0","-1"
"784","高阶祭司温诺希斯","309","1","0","1967","0","0","0","0","-1"
"785","高阶祭司耶克里克","309","1","-1000","1968","1","0","0","0","-1"
"786","高阶祭司玛尔里","309","1","2000","1969","2","0","0","0","-1"
"787","血领主曼多基尔","309","1","3000","4839","3","0","0","0","-1"
"788","疯狂之缘","309","1","4000","4850","4","0","0","0","-1"
"789","高阶祭司塞卡尔","309","1","5000","1970","5","0","0","0","-1"
"790","加兹兰卡","309","1","6000","4840","6","0","0","0","-1"
"791","高阶祭司娅尔罗","309","1","7000","1971","7","0","0","0","-1"
"792","妖术师金度","309","1","8000","4841","8","0","0","0","-1"
"793","哈卡","309","1","9000","4844","9","0","0","0","-1"
"1022","艾卓曼德斯","669","0","0","5182","0","34547","6","0","-1"
"1023","奇美隆","669","0","1000","5318","1","33308","6","0","-1"
"1024","熔喉","669","0","-500","5301","2","35496","14","0","-1"
"1025","马洛拉克","669","0","3000","5315","3","33186","6","0","-1"
"1026","奈法利安的末日","669","0","4000","5203","4","32716","7","0","-1"
"1027","全能金刚防御系统","669","0","-1000","5303","5","32688","6","0","-1"
"1028","升腾者议会","671","0","2000","5339","0","35064","10","0","-1"
"1029","古加尔","671","0","2500","5494","1","34576","11","0","-1"
"1030","哈尔弗斯·碎龙者","671","0","-1000","5380","2","34816","10","0","-1"
"1032","瑟纳利昂与瓦里昂娜","671","0","1500","5517","4","34812","10","0","-1"
"1033","阿尔加洛斯","757","0","0","5575","0","35426","14","0","-1"
"1034","奥拉基尔","754","0","0","5565","0","35248","11","0","-1"
"1035","风之议会","754","0","-1000","5563","1","35232","6","0","-1"
"1036","升腾者领主奥西迪斯","645","0","0","5131","0","36465","4","0","-1"
"1037","如花","645","0","-1000","5129","1","34433","4","0","-1"
"1038","柯尔拉，暮光之兆","645","0","-2000","5112","2","31546","4","0","-1"
"1039","卡尔什·断钢","645","0","-1500","5119","3","31710","4","0","-1"
"1040","摧骨者罗姆欧格","645","0","-3000","5127","4","33147","4","0","-1"
"1041","阿尔泰鲁斯","657","0","0","5497","0","34265","4","0","-1"
"1042","阿萨德","657","0","1000","5496","1","35388","4","0","-1"
"1043","大宰相尔埃尔坦","657","0","-1000","5500","2","35181","4","0","-1"
"1044","指挥官乌尔索克","643","0","0","5325","0","33792","4","0","-1"
"1045","纳兹夏尔女士","643","0","-1000","5125","1","34342","4","0","-1"
"1046","蛊心魔古厄夏","643","0","1000","5326","2","32259","4","0","-1"
"1047","厄祖玛特","643","0","2000","5557","3","34135","4","0","-1"
"1048","达加·燃影者","670","0","0","5098","0","31792","4","0","-1"
"1049","埃鲁达克","670","0","1000","5175","1","33428","4","0","-1"
"1050","铸炉之主索朗格斯","670","0","-1000","5077","2","33429","4","0","-1"
"1051","乌比斯将军","670","0","-2000","5065","3","31498","4","0","-1"
"1052","胡辛姆将军","755","0","0","5389","0","34743","4","0","-1"
"1053","高阶预言者巴林姆","755","0","1000","5382","1","34744","4","0","-1"
"1054","锁喉","755","0","2000","5562","2","33438","4","0","-1"
"1055","希亚玛特","755","0","3000","5476","3","35388","4","0","-1"
"1056","克伯鲁斯","725","0","0","5569","0","33477","4","0","-1"
"1057","高阶女祭司艾苏尔","725","0","1000","5572","1","26448","4","0","-1"
"1058","欧泽鲁克","725","0","500","5571","2","36475","4","0","-1"
"1059","岩皮","725","0","250","5570","3","36476","4","0","-1"
"1060","“船长”曲奇","36","0","0","5556","0","1305","4","0","-1"
"1062","撕心狼将军","36","0","-1000","5555","1","35739","4","0","-1"
"1063","死神5000","36","0","-2000","5554","2","35606","4","0","-1"
"1064","格拉布托克","36","0","-3000","5538","3","32914","4","0","-1"
"1065","赫利克斯·破甲","36","0","-2500","5549","4","33002","4","0","-1"
"1069","灰葬男爵","33","0","0","5551","0","34609","4","0","-1"
"1070","席瓦莱恩男爵","33","0","1000","4597","1","3222","4","0","-1"
"1071","指挥官斯普林瓦尔","33","0","2000","4598","2","3223","4","0","-1"
"1072","高弗雷勋爵","33","0","3000","5553","3","33824","4","0","-1"
"1073","沃登勋爵","33","0","2500","5552","4","34612","4","0","-1"
"1074","阿穆纳伊","644","0","0","5166","0","32943","4","0","-1"
"1075","安拉斐特","644","0","-1000","5107","1","34580","4","0","-1"
"1076","地怒者塔赫","644","0","-2000","5165","2","31450","4","0","-1"
"1077","伊希斯特","644","0","-500","5002","3","33465","4","0","-1"
"1078","拉夏","644","0","1000","5168","4","33177","4","0","-1"
"1079","塞特斯","644","0","500","5167","5","33055","4","0","-1"
"1080","神殿守护者安努尔","644","0","-3000","4985","6","35067","4","0","-1"
"1081","梵妮莎·范克里夫","36","2","1000","5613","5","32806","4","0","-1"
"1082","希奈丝特拉","671","5","3500","5523","3","34335","11","0","-1"
"1083","希奈丝特拉","671","6","3500","5523","3","34335","11","0","-1"
"1084","奥妮克希亚","249","0","0","4810","0","8570","7","0","-1"
"1085","阿努巴拉克","649","0","5000","4241","0","29268","11","0","-1"
"1086","阵营冠军","649","0","3000","4803","1","33909","10","0","-1"
"1087","加拉克苏斯大王","649","0","2000","4272","2","29615","10","0","-1"
"1088","诺森德猛兽","649","0","0","4370","3","21601","10","0","-1"
"1089","瓦格里双子","649","0","4000","4334","4","29240","10","0","-1"
"1090","萨塔里奥","615","0","4000","4833","0","27035","7","0","-1"
"1091","沙德隆","615","0","3000","4831","1","0","4","0","-1"
"1092","塔尼布隆","615","0","2000","4830","2","0","4","0","-1"
"1093","维斯匹隆","615","0","0","4832","3","0","4","0","-1"
"1094","玛里苟斯","616","0","0","4829","0","26752","2","0","-1"
"1095","鲜血议会","631","0","7000","4733","0","25338","10","0","-1"
"1096","死亡使者萨鲁法尔","631","0","3000","4519","1","30790","2","0","-1"
"1097","烂肠","631","0","5000","4870","2","31006","10","0","-1"
"1098","踏梦者瓦莉瑟瑞娅","631","0","10000","4855","3","30318","6","0","-1"
"1099","冰冠冰川炮舰战","631","0","2000","4492","4","29489","10","0","-1"
"1100","亡语者女士","631","0","1000","4869","5","30893","10","0","-1"
"1101","玛洛加尔领主","631","0","0","4471","6","31119","10","0","-1"
"1102","普崔塞德教授","631","0","6000","4871","7","30881","10","0","-1"
"1103","兰娜瑟尔女王","631","0","9000","4868","8","31093","10","0","-1"
"1104","腐面","631","0","4000","4435","9","31005","10","0","-1"
"1105","辛达苟萨","631","0","12000","4842","10","30362","10","0","-1"
"1106","巫妖王","631","0","14000","4910","11","30721","7","0","-1"
"1107","阿努布雷坎","533","0","0","2255","0","15931","14","0","-1"
"1108","格拉斯","533","0","1000","2242","1","16064","14","0","-1"
"1109","收割者戈提克","533","0","500","2238","2","16279","14","0","-1"
"1110","黑女巫法琳娜","533","0","250","2256","3","15940","14","0","-1"
"1111","格罗布鲁斯","533","0","750","2247","4","16035","14","0","-1"
"1112","肮脏的希尔盖","533","0","375","2258","5","16309","14","0","-1"
"1113","教官拉苏维奥斯","533","0","437","2307","6","16582","14","0","-1"
"1114","克尔苏加德","533","0","2000","2269","7","15945","7","0","-1"
"1115","洛欧塞布","533","0","406","2245","8","16110","14","0","-1"
"1116","迈克斯纳","533","0","312","2253","9","15928","14","0","-1"
"1117","药剂师诺斯","533","0","343","2257","10","16590","14","0","-1"
"1118","帕奇维克","533","0","625","2244","11","16174","14","0","-1"
"1119","萨菲隆","533","0","1500","2268","12","16033","14","0","-1"
"1120","塔迪乌斯","533","0","1250","2243","13","16137","14","0","-1"
"1121","天启四骑士","533","0","562","4012","14","10729","6","0","-1"
"1126","岩石看守者阿尔卡冯","624","0","0","4836","0","26967","10","0","-1"
"1127","风暴看守者埃玛尔隆","624","0","1000","4837","1","27108","10","0","-1"
"1128","火焰看守者科拉隆","624","0","2000","4838","2","29524","10","0","-1"
"1129","寒冰看守者图拉旺","624","0","3000","4895","3","31089","10","0","-1"
"1130","观察者奥尔加隆","603","0","0","4093","0","28641","66","0","-1"
"1131","欧尔莉亚","603","0","-1000","4140","1","28651","6","0","-1"
"1132","烈焰巨兽","603","0","-2000","4114","2","28875","6","0","-1"
"1133","弗蕾亚","603","0","-500","4059","3","28777","6","0","-1"
"1134","维扎克斯将军","603","0","-250","4067","4","28548","6","0","-1"
"1135","霍迪尔","603","0","-750","4050","5","28743","6","0","-1"
"1136","掌炉者伊格尼斯","603","0","-1500","4834","6","29185","6","0","-1"
"1137","科隆加恩","603","0","-1250","4089","7","28638","6","0","-1"
"1138","米米尔隆","603","0","-375","4060","8","28578","6","0","-1"
"1139","锋鳞","603","0","-1375","4835","9","28787","6","0","-1"
"1140","钢铁议会","603","0","-1312","4091","10","28324","6","0","-1"
"1141","托里姆","603","0","-625","4057","11","28977","6","0","-1"
"1142","XT-002拆解者","603","0","-1343","4138","12","28611","6","0","-1"
"1143","尤格-萨隆","603","0","-125","4121","13","28817","7","0","-1"
"1144","霍格","34","1","1000","5509","3","501","4","0","-1"
"1145","灼热勋爵","34","1","2000","5510","4","1204","4","0","-1"
"1146","兰多菲·摩洛克","34","1","3000","5511","5","35068","4","0","-1"
"1147","战争之子巴尔萨鲁斯","724","0","0","5031","0","31761","4","0","-1"
"1148","萨瑞瑟里安将军","724","0","1000","5033","1","32179","4","0","-1"
"1149","塞维娅娜·怒火","724","0","500","5032","2","31577","4","0","-1"
"1150","海里昂","724","0","2000","5048","3","31952","6","0","-1"
"1164","明叶长老","603","0","-562","5630","14","29174","0","0","-1"
"1165","铁枝长老","603","0","-531","5631","15","29175","0","0","-1"
"1166","石树长老","603","0","-515","5632","16","29176","0","0","-1"
"1178","高阶祭司温诺希斯","859","0","0","5779","0","37788","12","0","-1"
"1179","血领主曼多基尔","859","0","1000","5810","1","11288","12","0","-1"
"1180","高阶祭司基尔娜拉","859","0","2000","5780","2","37805","4","0","-1"
"1181","赞吉尔","859","0","3000","5769","3","37813","12","0","-1"
"1182","碎神者金度","859","0","4000","5778","4","37789","4","0","-1"
"1185","管理者鹿盔","720","0","0","5827","0","37953","14","0","-1"
"1188","疯狂之缘","859","0","1500","5824","5","37831","4","0","-1"
"1189","埃基尔松","568","0","0","3122","0","21630","12","0","-1"
"1190","纳洛拉克","568","0","1000","3077","1","21631","12","0","-1"
"1191","加亚莱","568","0","2000","3153","2","21633","12","0","-1"
"1192","哈尔拉兹","568","0","3000","3152","3","21632","12","0","-1"
"1193","妖术领主玛拉卡斯","568","0","4000","3146","4","22332","12","0","-1"
"1194","达卡拉","568","0","5000","3148","5","38118","12","0","-1"
"1197","贝丝缇拉克","720","0","-4000","5882","1","38227","14","0","-1"
"1200","贝尔洛克","720","0","-1000","5898","2","38621","14","0","-1"
"1203","拉格纳罗斯","720","0","2000","5911","3","37875","15","0","-1"
"1204","雷奥利斯领主","720","0","-3000","5872","4","38414","6","0","-1"
"1205","沙恩诺克斯","720","0","-2375","5919","5","38448","14","0","-1"
"1206","奥利瑟拉佐尔","720","0","-1750","5942","6","38044","14","0","-1"
"1250","欧库塔尔","757","0","1000","5821","1","37876","14","0","-1"
"1271","姆诺兹多","938","0","8000","6048","4","38931","4","0","-1"
"1272","佩罗萨恩","939","0","0","6067","0","39182","4","0","-1"
"1273","艾萨拉女王","939","0","1000","6038","1","38863","4","0","-1"
"1274","玛诺洛斯","939","0","2000","6055","2","38996","4","0","-1"
"1291","死亡之翼的背脊","967","0","0","6097","0","35361","6","0","-1"
"1292","莫卓克","967","0","-1000","6082","1","34255","2","0","-1"
"1294","督军佐诺兹","967","0","-500","6084","2","39138","2","0","-1"
"1295","不眠的约萨希","967","0","-250","6102","3","32501","2","0","-1"
"1296","哈格拉","967","0","-125","6106","4","39318","2","0","-1"
"1297","奥卓克希昂","967","0","-62","6128","5","39099","2","0","-1"
"1298","战争大师黑角","967","0","-31","6134","6","39399","2","0","-1"
"1299","疯狂的死亡之翼","967","0","1000","6142","7","40087","7","0","-1"
"1303","古·穿云","959","0","0","6585","0","39489","0","0","-1"
"1304","雪流大师","959","0","1000","6117","1","0","0","0","-1"
"1305","狂之煞","959","0","2000","6138","2","18083","0","0","-1"
"1306","祝踏岚","959","0","3000","6151","3","27920","0","0","-1"
"1332","阿丽萨巴尔","757","0","2000","6158","2","21252","14","0","-1"
"1337","阿奎里恩","940","0","0","6161","0","39397","4","0","-1"
"1339","大主教本尼迪塔斯","940","0","1000","6088","1","38991","4","0","-1"
"1340","埃希拉·黎明克星","940","0","500","6062","2","38995","4","0","-1"
"1348","Omar the Test Dragon","598","1","0","6215","0","30356","0","0","-1"
"1390","受诅者魔封","1008","0","0","6428","0","41192","6","306868","-1"
"1395","石头守卫","1008","0","-1000","6431","1","41155","6","0","-1"
