Id,Description,Title,Reward,InstanceId,Faction,Supercedes,Category,MinimumCriteria,Points,Flags,UiOrder,IconFileId,RewardItemId,CriteriaTree,SharesCriteria,CovenantId
"50","风暴之眼胜利","风暴之眼胜利","","566","-1","0","153","0","0","1","11","136243","0","9109","0","0"
"51","阿拉希盆地胜利","阿拉希盆地胜利","","529","-1","0","153","0","0","1","6","136243","0","5504","0","0"
"52","战歌峡谷的战斗","战歌峡谷的战斗","","489","-1","0","153","0","0","1","18","136243","0","5507","0","0"
"53","奥特兰克山谷的战斗","奥特兰克山谷的战斗","","30","-1","0","153","0","0","1","3","136243","0","5510","0","0"
"54","风暴之眼的战斗","风暴之眼的战斗","","566","-1","0","153","0","0","1","9","136243","0","1272","0","0"
"55","阿拉希盆地的战斗","阿拉希盆地的战斗","","529","-1","0","153","0","0","1","5","136243","0","3391","0","0"
"60","死亡的总次数","死亡的总次数","","-1","-1","0","122","0","0","1","1","136243","0","1189","0","0"
"73","在一场阿拉希盆地的战斗中突袭3座基地。","横扫盆地","","-1","-1","0","14802","0","10","0","5","132333","0","7709","0","0"
"94","放弃任务","放弃任务","","-1","-1","0","133","0","0","1","5","136243","0","805","0","0"
"95","平均每日完成的任务数量","平均每日完成的任务数量","","-1","-1","0","133","0","0","65","2","136243","0","5199","98","0"
"97","完成日常任务","完成日常任务","","-1","-1","0","133","0","0","1","3","136243","0","5766","0","0"
"98","完成任务","完成任务","","-1","-1","0","133","0","0","1","1","136243","0","758","0","0"
"99","洛丹伦废墟的比赛","洛丹伦废墟的比赛","","-1","-1","0","152","0","0","1","27","136243","0","15898","0","0"
"100","纳格兰竞技场获胜","纳格兰竞技场获胜","","-1","-1","0","152","0","0","1","24","136243","0","836","0","0"
"101","纳格兰竞技场参赛","纳格兰竞技场参赛","","-1","-1","0","152","0","0","1","23","136243","0","945","0","0"
"102","洛丹伦废墟胜利","洛丹伦废墟胜利","","-1","-1","0","152","0","0","1","28","136243","0","8210","0","0"
"103","刀锋山竞技场参赛","刀锋山竞技场参赛","","-1","-1","0","152","0","0","1","13","136243","0","808","0","0"
"104","刀锋山竞技场获胜","刀锋山竞技场获胜","","-1","-1","0","152","0","0","1","14","136243","0","15892","0","0"
"105","战歌峡谷胜利","战歌峡谷胜利","","-1","-1","0","153","0","0","1","19","136243","0","3068","0","0"
"107","消灭怪物","消灭怪物","","-1","-1","0","135","0","0","9","1","136243","0","762","0","0"
"108","消灭小动物","消灭小动物","","-1","-1","0","135","0","0","1","4","136243","0","774","0","0"
"110","巫妖王 - 最常消灭的5人地下城首领","巫妖王 - 最常消灭的5人地下城首领","","-1","-1","0","14807","0","0","1","8","136243","0","2277","1467","0"
"112","淹死","淹死","","-1","-1","0","122","0","0","1","2","136243","0","9921","0","0"
"113","力竭而死","力竭而死","","-1","-1","0","122","0","0","1","3","136243","0","777","0","0"
"114","摔死","摔死","","-1","-1","0","122","0","0","1","4","136243","0","2429","0","0"
"115","死于火焰和熔岩","死于火焰和熔岩","","-1","-1","0","122","0","0","1","5","136243","0","1592","0","0"
"116","在“经典旧世”分类下的一种专业中获得150点技能点数。","中级专业水准","","-1","-1","0","169","1","10","0","1","134327","0","65946","0","0"
"121","在“经典旧世”分类下的烹饪专业中获得150点技能点数。","中级烹饪","","-1","-1","0","170","0","10","0","1","133971","0","5281","0","0"
"122","在“经典旧世”分类下的烹饪专业中获得225点技能点数。","高级厨师","","-1","-1","121","170","0","10","0","2","133971","0","2377","0","0"
"123","在“经典旧世”分类下的烹饪专业中获得300点技能点数。","经典厨师","","-1","-1","122","170","0","10","0","3","133971","0","4033","0","0"
"124","在“外域”分类下的烹饪专业中获得75点技能点数。","外域厨师","","-1","-1","0","170","0","10","0","4","133971","0","2432","0","0"
"125","在“诺森德”分类下的烹饪专业中获得75点技能点数。","诺森德厨师","","-1","-1","0","170","0","10","0","5","133971","0","1578","0","0"
"126","在“经典旧世”分类下的钓鱼专业中获得150点技能点数。","中级钓鱼","","-1","-1","0","171","0","10","0","1","136245","0","1738","0","0"
"127","在“经典旧世”分类下的钓鱼专业中获得225点技能点数。","高级渔夫","","-1","-1","126","171","0","10","0","4","136245","0","3071","0","0"
"128","在“经典旧世”分类下的钓鱼专业中获得300点技能点数。","钓鱼专家","","-1","-1","127","171","0","10","0","5","136245","0","2467","0","0"
"129","在“外域”分类下的钓鱼专业中获得75点技能点数。","外域渔夫","","-1","-1","0","171","0","10","0","6","136245","0","3667","0","0"
"130","在“诺森德”分类下的钓鱼专业中获得75点技能点数。","诺森德渔夫","","-1","-1","0","171","0","10","0","7","136245","0","2380","0","0"
"131","获得150点急救技能点数。","中级急救","","-1","-1","0","172","0","0","2099200","1","135966","0","2435","0","0"
"132","获得225点急救技能点数。","高级急救","","-1","-1","131","172","0","0","2099200","3","135966","0","149","0","0"
"133","获得300点急救技能点数。","专家级急救","","-1","-1","132","172","0","0","2048","4","135966","0","1620","0","0"
"134","获得375点急救技能点数。","大师级急救","","-1","-1","133","172","0","0","2048","6","135966","0","3355","0","0"
"135","获得450点急救技能点数。","宗师级急救","","-1","-1","134","172","0","0","2048","8","135966","0","2792","0","0"
"137","制造500条厚霜纹布绷带。","囤积绷带","","-1","-1","0","172","0","0","2048","13","133674","0","2804","0","0"
"141","为生命值低于5%的玩家包扎厚霜纹布绷带、烬丝绷带或风绒绷带。","救命如救火","","-1","-1","0","172","1","0","2048","15","134470","0","6753","0","0"
"144","钓起毒蛇神殿的鱼斯拉。","钓起鱼斯拉","","-1","-1","0","171","0","10","0","23","132107","0","2813","0","0"
"150","在奥格瑞玛和暴风城钓鱼。","钓鱼外交","","-1","-1","0","171","0","10","0","17","133146","0","1281","0","0"
"153","成功地从鱼群中钓上鱼来。","老侏儒与海","","-1","-1","0","171","1","10","0","15","236573","0","609","0","0"
"154","在阿拉希盆地获胜。","阿拉希盆地胜利","","-1","-1","0","14802","0","10","0","1","236385","0","2065","0","0"
"155","在阿拉希盆地获得100场胜利。","阿拉希盆地精英","","-1","-1","154","14802","0","10","0","2","236381","0","4715","0","0"
"156","在占领全部5面旗帜的情况下获取10次阿拉希盆地的胜利。","领土优势","","-1","-1","0","14802","0","10","0","9","236386","0","117","0","0"
"157","在阿拉希盆地中，通过夺回旗帜保卫50次基地。","雷霆救兵！","","-1","-1","0","14802","0","10","0","7","132365","0","5243","0","0"
"158","在阿拉希盆地夺取50面旗帜。","夺旗能手","","-1","-1","0","14802","0","10","0","4","236373","0","1076","0","0"
"159","在6分钟内获得阿拉希盆地的胜利。","一鼓作气","","-1","-1","0","14802","0","10","0","10","236387","0","1079","0","0"
"161","在阿拉希盆地资源落后500点的情况下反超并获胜。","百折不挠","","-1","-1","0","14802","1","10","0","8","236371","0","4405","0","0"
"162","在阿拉希盆地以50点或更小的资源优势获胜。","完胜！*咳*","","-1","-1","0","14802","0","10","0","11","136165","0","129","0","0"
"165","在阿拉希盆地以1600比0获胜。","完美阿拉希盆地","","-1","-1","0","14802","0","20","0","3","236348","0","881","0","0"
"166","在战歌峡谷获胜。","战歌峡谷胜利","","489","-1","0","14804","0","10","0","1","236396","0","419","0","0"
"167","在战歌峡谷获得100场胜利。","战歌峡谷精英","","489","-1","166","14804","0","10","0","2","236384","0","422","0","0"
"168","以3比0的比分在战歌峡谷获胜。","完美战歌峡谷","","489","-1","0","14804","0","10","0","8","236397","0","9102","0","0"
"178","学习附魔公式","学习附魔公式","","-1","-1","0","173","0","0","1","6","136243","0","1285","0","0"
"181","分解物品","分解物品","","-1","-1","0","173","0","0","1","8","136243","0","146","0","0"
"183","通过分解获得的材料","通过分解获得的材料","","-1","-1","0","173","0","0","1","7","136243","0","2339","0","0"
"199","在战歌峡谷中夺取并运回旗帜。","夺旗","","489","-1","0","14804","0","10","0","3","236350","0","3500","0","0"
"200","在战歌峡谷中夺回本方的50面旗帜。","坚强的卫士","","489","-1","0","14804","0","10","0","4","236355","0","2383","0","0"
"201","在7分钟内赢得战歌峡谷的胜利。","战歌如风","","489","-1","0","14804","0","10","0","9","236398","0","8437","0","0"
"202","拿起旗帜并在75秒内交还。","来去如风","","489","1","0","14804","0","10","0","16","236353","0","2342","0","0"
"203","在一场战歌峡谷的战斗中，在敌方的夺旗者走出银翼军旗室之前将其消灭，总计2次。","我的地盘，我说了算","","2106","1","0","14804","0","10","0","14","236362","0","2077","0","0"
"204","在一场战歌峡谷的战斗中，连续夺取并运回3面旗帜，并且不死亡。","铁人","","489","-1","0","14804","0","10","0","10","236344","0","3655","0","0"
"206","在战歌峡谷消灭100个携带旗帜者。","超级防守者","","489","1","0","14804","0","10","0","6","236360","0","3409","0","0"
"207","当敌方的旗帜仍在他们的基地中，且敌方成员已经将你方的旗帜运回他们的军旗室时，消灭携带旗帜的敌人。","好险","","489","-1","0","14804","1","10","0","18","132308","0","13704","0","0"
"208","在风暴之眼获胜。","风暴之眼胜利","","566","-1","0","14803","0","10","0","1","236392","0","1763","0","0"
"209","在风暴之眼获得100场胜利。","风暴之眼精英","","566","-1","208","14803","0","10","0","2","236383","0","1766","0","0"
"211","当你的队伍占领风暴之眼的4座基地时，夺取旗帜并将其运回基地。","风暴的荣耀","","566","-1","0","14803","0","10","0","12","236354","0","183","0","0"
"212","在风暴之眼中夺取并运回旗帜。","风暴旗手","","566","-1","0","14803","0","10","128","7","236349","0","5265","0","0"
"213","在一场风暴之眼的战斗中消灭5名携带旗帜者。","突击队员","","566","-1","0","14803","0","10","128","6","236359","0","5778","0","0"
"214","在6分钟内获得风暴之眼的胜利。","疾风闪电","","566","-1","0","14803","0","10","0","5","236393","0","3145","0","0"
"216","在一场风暴之眼的战斗中，在不死亡的情况下夺取3次旗帜。","荣耀之跃","","566","-1","0","14803","0","10","0","8","135739","0","5268","0","0"
"218","在奥特兰克山谷获胜。","奥特兰克山谷胜利","","30","-1","0","14801","0","10","0","1","236388","0","6278","0","0"
"219","在奥特兰克山谷获得100场胜利。","奥特兰克山谷精英","","30","-1","218","14801","0","10","0","4","236382","0","3874","0","0"
"220","在不损失任何一名上尉或任何一座哨塔、同时还控制着所有部落哨塔的情况下获得奥特兰克山谷的胜利。","完美雷矛","","30","1","0","14801","0","20","0","13","133431","0","3823","0","0"
"221","在奥特兰克山谷夺取50处墓地。","奥特兰克盗墓贼","","30","-1","0","14801","0","10","0","5","236399","0","186","0","0"
"222","在奥特兰克山谷中保卫50次哨塔。","防御哨塔","","30","-1","0","14801","0","10","0","6","236351","0","3358","0","0"
"223","在奥特兰克山谷的征战平原上，抢在一名敌人下马之前将其消灭。","生病的瞪羚","","30","-1","0","14801","0","10","0","12","236361","0","3412","0","0"
"224","在奥特兰克山谷的霜狼大厅中消灭50名敌方玩家。","忠诚的卫士","","30","0","0","14801","0","10","0","7","236368","0","4479","0","0"
"225","在本阵营占领两座矿洞的情况下获得奥特兰克山谷的胜利。","毫不浪费","","30","1","0","14801","0","10","0","9","236389","0","3835","0","0"
"226","在6分钟内获得奥特兰克山谷的胜利。","奥特兰克闪击战","","30","-1","0","14801","0","20","0","11","236390","0","7771","0","0"
"227","在任意战场的一场战斗中造成300000点伤害或者治疗，并且这些伤害或治疗的目标必须是玩家。","伤害控制","","-1","-1","0","95","1","10","0","36","236374","0","990","0","0"
"229","在任意战场的一场战斗中，获得30个荣誉消灭。","恐怖收割者","","-1","-1","0","95","1","10","0","31","136177","0","914","0","0"
"230","完成下列战场成就。","战斗大师","头衔奖励：战斗大师","-1","1","0","95","0","50","143360","40","236591","0","4965","0","0"
"231","在任意战场的一场战斗中，亲手消灭20名敌人，并且自己不死亡。","摧枯拉朽","","-1","-1","0","95","1","10","0","37","132364","0","3855","0","0"
"233","在风暴之眼的战斗中，携带狂暴效果并消灭一名敌人。","嗜血的狂暴者","","566","-1","0","14803","0","10","0","11","136012","0","5215","0","0"
"238","完成一次荣誉消灭。","一次荣誉消灭","","-1","-1","0","95","0","10","0","2","236647","0","5218","0","0"
"239","达到25000个荣誉消灭。","25000个荣誉消灭","","-1","-1","509","95","0","10","135168","8","236657","0","5221","0","0"
"245","亲手对下列职业中的一种进行荣誉消灭。","职业杀手","","-1","-1","0","95","0","10","0","13","132092","0","6934","0","0"
"246","对所有部落种族分别进行一次荣誉消灭。","知己知彼","","-1","1","0","95","0","10","0","14","132155","0","6264","0","0"
"247","在敌方玩家释放灵魂之前，对他们使用/hug表情命令。","要有爱，不要魔兽争霸","","-1","-1","0","95","0","10","0","16","135767","0","8295","0","0"
"248","在复活节期间，通过打开鲜艳的彩蛋获得白色礼服衬衣和黑色礼服短裤。","假日礼服","","-1","-1","0","159","0","10","0","4","135012","0","8291","0","0"
"249","在复活节期间，通过打开鲜艳的彩蛋获得一件端庄的裙子。","应景装扮","","-1","-1","0","159","0","10","0","5","132645","0","4669","0","0"
"252","通过欢乐制造器变成冬天爷爷的小助手，然后获得50个荣誉消灭。","我的小帮手","","-1","-1","0","156","0","10","128","2","236703","0","4724","0","0"
"255","消灭无头骑士。","取下他的首……呃，等等","","-1","-1","0","158","0","10","0","3","134015","0","1673","0","0"
"259","在冬幕节期间，向贝恩·血蹄投掷一枚雪球。","冬幕节见鬼去吧！","","-1","0","0","156","1","10","0","3","132387","0","20082","0","0"
"260","制作12个可爱的情人符手镯。","魅力四射","","-1","-1","0","187","0","10","0","2","133334","0","2103","0","0"
"263","消灭奴隶围栏的埃霍恩。","冰霜之王","","-1","-1","0","161","1","10","0","1","135861","0","5612","0","0"
"271","穿着全套仲夏火焰节套装，在彩带杆旁跳舞60秒。","木杆热舞","","-1","-1","0","161","0","10","0","2","236216","0","7608","0","0"
"272","在达拉然城中，15秒内进行40次扔火炬杂耍。","火炬杂耍","","-1","-1","0","161","0","10","0","43","135433","0","2097","0","0"
"273","拯救驯鹿梅森。","拯救梅森！","","-1","-1","0","156","1","10","0","1","236707","0","5556","0","0"
"275","在同一个角色上获得蛋蛋的蛋、贪睡的威利和小象项圈。","资深保姆","","-1","-1","0","163","0","50","0","7","134505","0","3662","0","0"
"277","在冬幕节期间，穿着3件冬季服饰，然后吃下格拉库的肉松蛋糕。","冬天来了","","-1","-1","0","156","0","10","0","6","132934","0","4076","0","0"
"279","完成夺回被偷走的烟林牧场礼物的任务，并获得烟林牧场的感谢。","真讨厌","","-1","-1","0","156","1","10","0","8","133170","0","14224","0","0"
"281","急救技能","急救技能","","-1","-1","0","178","0","0","1","5","136243","0","458","0","0"
"283","被下列万圣节魔棒变形。","化妆舞会","","-1","-1","0","158","0","10","0","12","236548","0","4423","0","0"
"284","收集下列24种不同的面具。","一张面具应万变","","-1","-1","0","158","0","20","0","6","133567","0","3964","0","0"
"288","吃掉大量糖果，直到你觉得恶心。","狼吞虎咽","","-1","-1","0","158","0","10","0","2","136182","0","9018","0","0"
"289","完成一个从无头骑士的魔掌下拯救一座村庄的任务。","万圣节的救星","","-1","-1","0","158","1","10","0","4","236545","0","3849","0","0"
"291","对下列各种族使用沉重的南瓜灯。","摸摸你的头","","-1","-1","0","158","0","10","0","11","133661","0","8","0","0"
"292","在万圣节期间通过拾取或者用奶糖购买获得一只邪恶的南瓜娃娃宠物和一顶万圣节头盔。","邪恶的召唤","","-1","-1","0","158","0","10","0","13","236547","0","5513","0","0"
"293","穿着3件美酒节服装，喝个烂醉如泥，在达拉然跳舞。","不得安宁","","571","-1","0","162","0","10","0","9","133696","0","448","0","0"
"295","消灭科林·烈酒。","烈酒节","","230","-1","0","162","0","10","0","8","134159","0","3232","0","0"
"303","获得一头美酒节坐骑，或使用美酒节蛇麻草把你的坐骑变成一头美酒节坐骑。","带酒上路","","-1","-1","0","162","1","10","131072","10","132620","0","842","0","0"
"306","在藏宝海湾钓鱼大赛中获胜。","艾泽拉斯的钓鱼大师","","-1","-1","0","171","1","20","0","18","133892","0","4432","0","0"
"318","","被敌对阵营消灭的总次数","","-1","-1","0","21","0","0","1","2","136243","0","4712","0","0"
"319","决斗获胜","决斗获胜","","-1","-1","0","154","0","0","1","1","136243","0","8204","0","0"
"320","决斗落败","决斗落败","","-1","-1","0","154","0","0","1","3","136243","0","22","0","0"
"326","通过任务奖励所得金币","通过任务奖励所得金币","","-1","-1","0","140","0","0","1","4","136243","0","10543","0","0"
"328","获得的金币总量","获得的金币总量","","-1","-1","0","140","0","0","1","1","136243","0","2744","0","0"
"329","在拍卖行出售物品","在拍卖行出售物品","","-1","-1","0","140","0","0","1","6","136243","0","15895","0","0"
"330","在拍卖行购买物品","在拍卖行购买物品","","-1","-1","0","140","0","0","1","7","136243","0","2083","0","0"
"331","在拍卖行购买物品的最高价格","在拍卖行购买物品的最高价格","","-1","-1","0","140","0","0","1","8","136243","0","264","0","0"
"332","在拍卖行出售物品的最高价格","在拍卖行出售物品的最高价格","","-1","-1","0","140","0","0","1","9","136243","0","2750","0","0"
"333","拾取金币","拾取金币","","-1","-1","0","140","0","0","1","3","136243","0","2753","0","0"
"334","最大金币数量","最大金币数量","","-1","-1","0","140","0","0","1","14","136243","0","2","0","0"
"338","获得小宠物","获得小宠物","","-1","-1","0","15219","0","0","1","1","136243","0","5294","0","0"
"344","使用绷带","使用绷带","","-1","-1","0","145","0","0","9","1","136243","0","1930","0","0"
"345","饮用治疗药水","饮用治疗药水","","-1","-1","0","145","0","0","9","4","136243","0","5882","0","0"
"346","饮用饮料","饮用饮料","","-1","-1","0","145","0","0","1","16","136243","0","5924","0","0"
"347","食用食品","食用食品","","-1","-1","0","145","0","0","9","19","136243","0","15901","0","0"
"349","乘坐公共飞行工具","乘坐公共飞行工具","","-1","-1","0","134","0","0","1","1","136243","0","2442","0","0"
"350","使用法师传送门","使用法师传送门","","-1","-1","0","134","0","0","1","3","136243","0","921","0","0"
"353","使用炉石的次数","使用炉石的次数","","-1","-1","0","134","0","0","1","5","136243","0","467","0","0"
"362","5v5胜利","5v5胜利","","-1","-1","0","152","0","0","524289","4","136243","0","532","0","0"
"363","5v5比赛","5v5比赛","","-1","-1","0","152","0","0","524289","3","136243","0","6137","0","0"
"364","3v3胜利","3v3胜利","","-1","-1","0","152","0","0","1","6","136243","0","2445","0","0"
"365","3v3比赛","3v3比赛","","-1","-1","0","152","0","0","1","5","136243","0","6144","0","0"
"366","2v2胜利","2v2胜利","","-1","-1","0","152","0","0","1","8","136243","0","6151","0","0"
"367","2v2比赛","2v2比赛","","-1","-1","0","152","0","0","1","7","136243","0","539","0","0"
"370","","最高的2v2个人等级","","-1","-1","0","152","0","0","1","37","136243","0","10139","0","0"
"374","","最高的2v2战队等级","","-1","-1","0","152","0","0","524289","40","136243","0","4040","0","0"
"381","世界荣誉消灭","世界荣誉消灭","","-1","-1","0","136","0","0","1","2","136243","0","6158","0","0"
"382","战场荣誉消灭","战场荣誉消灭","","-1","-1","0","136","0","0","1","4","136243","0","973","0","0"
"383","竞技场荣誉消灭","竞技场荣誉消灭","","-1","-1","0","136","0","0","1","3","136243","0","983","0","0"
"388","在你所属阵营的任意主城中消灭50个敌对阵营的玩家。","城市卫兵","","-1","1","0","95","0","10","128","19","236593","0","4372","0","0"
"389","从古拉巴什竞技场拾取竞技场高手饰物。","竞技场高手饰物","","-1","-1","0","95","1","10","0","17","133608","0","8047","0","0"
"393","防御奥特兰克山谷哨塔","防御奥特兰克山谷哨塔","","-1","-1","0","153","0","0","1","28","136243","0","2474","0","0"
"394","占领奥特兰克山谷哨塔","占领奥特兰克山谷哨塔","","-1","-1","0","153","0","0","1","29","136243","0","9924","0","0"
"395","夺取战歌峡谷旗帜","夺取战歌峡谷旗帜","","-1","-1","0","153","0","0","1","33","136243","0","4043","0","0"
"396","完成小个子约翰·米斯瑞尔的任务，获得竞技场大师饰物。","古拉巴什竞技场大师","","-1","-1","0","95","1","10","0","18","133599","0","7014","0","0"
"397","获得一场竞技场排位赛的胜利。","进入竞技场","","-1","-1","0","165","0","10","0","1","236543","0","2671","0","0"
"398","获得100场竞技场排位赛的胜利。","残酷的斗士","","-1","-1","397","165","0","10","0","2","236534","0","2674","0","0"
"399","在2v2竞技场比赛中达到1550个人等级。","两人世界：1550","","-1","-1","0","165","0","10","0","6","236323","0","3229","0","0"
"400","在2v2竞技场比赛中达到1750个人等级。","两人世界：1750","","-1","-1","399","165","0","10","0","7","236326","0","3251","0","0"
"401","在2v2竞技场比赛中达到2000个人等级。","两人世界：2000","","-1","-1","400","165","0","10","0","8","236327","0","3744","0","0"
"402","在3v3竞技场比赛中达到1550个人等级。","三人行：1550","","-1","-1","0","165","0","10","0","10","236330","0","2080","0","0"
"403","在3v3竞技场比赛中达到1750个人等级。","三人行：1750","","-1","-1","402","165","0","10","0","11","236333","0","5747","0","0"
"404","在5v5竞技场比赛中达到2000个人等级。","五子登科：2000","","-1","-1","407","15270","0","0","2048","89","236341","0","3349","0","0"
"405","在3v3竞技场比赛中达到2000个人等级。","三人行：2000","","-1","-1","403","165","0","10","0","12","236334","0","7093","0","0"
"406","在5v5竞技场比赛中达到1550个人等级。","五子登科：1550","","-1","-1","0","15270","0","0","2048","87","236337","0","5297","0","0"
"407","在5v5竞技场比赛中达到1750个人等级。","五子登科：1750","","-1","-1","406","15270","0","0","2048","88","236340","0","2464","0","0"
"408","获得连续10场排位赛的胜利。","连战连胜","","-1","-1","0","165","0","10","0","16","135805","0","10115","0","0"
"409","在5v5竞技场排位赛中成为最后一名幸存者。","最后一人","","-1","-1","0","15270","0","0","2048","91","135981","0","2071","0","0"
"411","拥有2005年BlizzCon赠送的鱼人宝宝。","奔波尔霸","","-1","-1","0","15268","1","0","133120","1","132834","0","4398","0","0"
"412","拥有2007年BlizzCon赠送的鱼人服装。","鱼人服装","","-1","-1","0","15268","1","0","2048","2","134169","0","4046","0","0"
"414","拥有2008年巴黎WWI赠送的泰瑞尔的剑柄。","泰瑞尔的剑柄","","-1","-1","0","15268","1","0","133120","3","135277","0","1119","0","0"
"415","拥有2008年BlizzCon赠送的暴雪巨熊。","暴雪巨熊","","-1","-1","0","15268","1","0","133120","4","298586","0","1043","0","0"
"416","打开安其拉之门。","甲虫之王","","-1","-1","0","15269","0","0","264192","50","236829","0","1735","0","0"
"418","获得头衔“残酷角斗士”。","残酷角斗士","","-1","-1","0","15270","0","0","2048","92","236534","0","2936","0","0"
"419","获得头衔“复仇角斗士”。","复仇角斗士","","-1","-1","0","15270","0","0","2048","93","236535","0","189","0","0"
"420","获得头衔“野蛮角斗士”。","野蛮角斗士","","-1","-1","0","15270","0","0","2048","94","236536","0","4217","0","0"
"424","获得一枚红色其拉共鸣水晶。","红色是身份的象征","","-1","-1","0","15269","1","0","133120","47","134396","0","3753","0","0"
"425","获得埃提耶什，守护者的传说之杖。","埃提耶什，守护者的传说之杖","","-1","-1","0","15271","1","0","2048","12","135226","0","3394","0","0"
"426","获得一套埃辛诺斯战刃。","埃辛诺斯战刃","","-1","-1","0","15271","0","0","2048","8","135561","0","1875","0","0"
"428","获得雷霆之怒，逐风者的祝福之剑。","雷霆之怒，逐风者的祝福之剑","","-1","-1","0","15271","0","0","2048","11","135349","0","3756","0","0"
"429","获得萨弗拉斯，炎魔拉格纳罗斯之手。","萨弗拉斯，炎魔拉格纳罗斯之手","","-1","-1","0","15271","0","0","2048","1","133066","0","522","0","0"
"430","拥有一头阿曼尼战熊。","阿曼尼战熊","","-1","-1","0","15269","1","0","133120","15","132117","0","3254","0","0"
"431","获得头衔“阿达尔之手”。","阿达尔之手","","-1","-1","0","15278","0","0","2048","6","133502","0","2243","0","0"
"432","获得头衔“纳鲁的勇士”。","纳鲁的勇士","","-1","-1","0","15278","0","0","2048","5","133531","0","6551","0","0"
"433","在60级时获得头衔“大元帅”。","大元帅","","-1","1","0","15279","0","0","2048","31","236590","0","80","0","0"
"434","在60级时获得头衔“元帅”。","元帅","","-1","1","0","15279","0","0","2048","30","236589","0","5517","0","0"
"435","在60级时获得头衔“司令”。","司令","","-1","1","0","15279","0","0","2048","28","236587","0","3142","0","0"
"436","在60级时获得头衔“少校”。","少校","","-1","1","0","15279","0","0","2048","27","236586","0","83","0","0"
"437","在60级时获得头衔“护卫骑士”。","护卫骑士","","-1","1","0","15279","0","0","2048","26","236585","0","6353","0","0"
"438","在60级时获得头衔“骑士队长”。","骑士队长","","-1","1","0","15279","0","0","2048","25","236584","0","2477","0","0"
"439","在60级时获得头衔“骑士”。","骑士","","-1","1","0","15279","0","0","2048","23","236582","0","86","0","0"
