Id,Name,OField_9_0_1_34081_002,Flags,ChrModelId,OrderIndex,ChrCustomizationCategoryId,OptionType,CameraZoom,ChrCustomizationId,Field_9_0_1_34615_010
"319","面部","314","0","67","1","16","0","2","2","0"
"320","发型","315","0","67","3","16","0","1","3","0"
"321","发色","316","2","67","4","16","0","1","4","0"
"322","胡须","317","0","67","5","16","0","0.75","5","0"
"324","纹身","319","8","67","6","16","0","1","47","0"
"325","肤色","320","16","68","2","2","0","10","1","0"
"326","面部","321","0","68","1","2","0","2","2","0"
"327","发型","322","0","68","3","2","0","1","3","0"
"328","发色","323","2","68","4","2","0","1","4","0"
"331","毛皮颜色","326","16","69","2","2","0","10","162","0"
"336","耳朵","329","8","69","4","2","0","0.75","161","0"
"338","嘴","331","8","69","6","2","0","1","160","0"
"339","毛皮颜色","332","16","70","2","2","0","10","162","0"
"344","耳朵","335","8","70","4","2","0","0.75","161","0"
"346","嘴","337","8","70","6","2","0","1","160","0"
"347","肤色","338","16","71","2","15","0","10","50","0"
"350","发型","340","0","71","3","15","0","1","3","0"
"351","发色","341","2","71","4","15","0","1","4","0"
"352","胡须","342","0","71","5","15","0","0.75","5","0"
"353","驼背","343","40","71","30","1","1","10","49","0"
"354","肤色","344","16","72","2","15","0","10","50","0"
"357","发型","346","0","72","3","15","0","1","3","0"
"358","发色","347","2","72","4","15","0","1","4","0"
"360","肤色","349","80","73","2","2","0","1","1","0"
"361","面部","350","128","73","1","2","0","2","2","0"
"362","发型","351","0","73","3","2","0","1","3","0"
"363","发色","352","2","73","4","2","0","1","4","0"
"364","胡须","353","0","73","5","2","0","0.75","5","0"
"366","手臂升级","355","0","73","10","1","0","1","157","0"
"367","腿部升级","356","0","73","11","1","1","1","158","0"
"368","肤色","357","80","74","2","2","0","1","1","0"
"369","面部","358","128","74","1","2","0","2","2","0"
"370","发型","359","0","74","3","2","0","1","3","0"
"371","发色","360","2","74","4","2","0","1","4","0"
"374","手臂升级","362","0","74","10","1","0","1","157","0"
"375","腿部升级","363","0","74","11","1","1","1","158","0"
"376","纹身","45","41","7","31","5","0","1","6","0"
"377","纹身","54","9","8","23","5","0","1","6","0"
"378","面部","69","128","11","1","18","0","2","177","0"
"379","面部","74","128","12","1","18","0","2","177","0"
"380","纹身","113","9","19","11","5","0","1","34","0"
"381","纹身","122","9","20","23","5","0","1","34","0"
"382","刺环","220","8","46","5","3","0","1","180","0"
"383","肤色","221","16","47","2","14","0","10","171","0"
"384","面部","222","0","47","1","14","0","2","179","0"
"385","发型","223","0","47","3","14","0","1","173","0"
"386","胡须","224","0","47","5","14","0","0.75","172","0"
"387","肤色","225","16","48","2","14","0","10","171","0"
"388","面部","226","0","48","1","14","0","2","179","0"
"389","纹身","235","9","53","6","1","0","1","42","0"
"390","纹身","241","9","54","6","1","0","1","42","0"
"391","肤色","242","16","55","2","2","0","10","169","0"
"392","面部","243","0","55","1","2","0","2","178","0"
"393","胡须","246","0","55","5","2","0","0.75","170","0"
"394","体绘颜色","247","11","55","9","5","0","1","37","0"
"395","肤色","248","16","56","2","2","0","10","169","0"
"396","面部","249","0","56","1","2","0","2","178","0"
"397","体绘颜色","253","11","56","10","5","0","1","37","0"
"398","纹身","269","9","59","6","5","0","1","36","0"
"399","纹身","276","9","60","6","5","0","1","36","0"
"400","纹身","282","9","61","5","5","0","1","32","0"
"401","纹身","290","9","62","20","5","0","1","32","0"
"403","刺环","318","8","67","7","16","0","1","52","0"
"404","刺环","324","8","68","6","2","0","0.75","167","0"
"405","纹身","325","8","68","5","2","0","1","48","0"
"406","面部","327","0","69","1","2","0","2","176","0"
"407","发型","328","0","69","3","2","0","1","174","0"
"408","花纹","330","9","69","20","1","0","1","153","0"
"409","面部","333","0","70","1","2","0","2","176","0"
"410","发型","334","0","70","3","2","0","1","174","0"
"411","花纹","336","9","70","5","1","0","1","153","0"
"412","面部","339","0","71","1","15","0","2","175","0"
"413","面部","345","0","72","1","15","0","2","175","0"
"414","耳环","348","8","72","6","15","0","0.75","166","0"
"415","改造模块","354","0","73","6","2","0","1","159","0"
"416","改造模块","361","0","74","5","2","0","1","159","0"
"463","眼睛颜色","364","2","1","11","3","0","1","2","0"
"464","眼睛颜色","365","2","2","8","2","0","1","2","0"
"501","刺环","366","8","2","21","3","0","0.75","10","0"
"510","项链","367","8","2","22","3","0","1","10","0"
"516","妆容","368","40","2","20","3","0","1","2","0"
"525","脸型","369","0","1","8","2","0","1","2","0"
"526","脸型","370","0","2","7","2","0","1","2","0"
"534","眼睛颜色","371","2","9","8","13","0","1","5","0"
"535","眼睛颜色","372","2","10","8","13","0","1","5","0"
"544","眼睛颜色","373","2","5","7","16","0","1","2","0"
"545","眼睛颜色","374","2","6","6","2","0","1","2","0"
"548","眼睛颜色","375","2","13","8","2","0","1","2","0"
"549","眼睛颜色","376","2","14","5","2","0","1","2","0"
"552","眼睛颜色","377","2","17","6","2","0","1","2","0"
"553","眼睛颜色","378","2","18","6","2","0","1","2","0"
"559","面部特征","382","32","10","6","13","0","0.75","14","0"
"563","面部特征","386","32","9","7","13","0","0.75","14","0"
"565","熊形态","387","8","7","40","6","0","1","0","0"
"566","熊形态","388","8","8","30","6","0","1","0","0"
"567","皮肤类型","389","0","9","2","13","0","10","1","0"
"568","皮肤类型","390","0","10","2","13","0","10","1","0"
"571","眼睛颜色","391","2","19","13","2","0","1","2","0"
"572","眼睛颜色","392","2","20","6","2","0","1","2","0"
"575","项链","394","8","20","13","3","0","0.75","5","0"
"578","眼睛颜色","395","2","57","6","2","0","1","2","0"
"579","眼睛颜色","396","2","58","5","2","0","1","2","0"
"582","耳朵","397","8","19","6","2","0","1","1","0"
"583","耳朵","398","8","20","11","3","0","1","1","0"
"585","次级肤色","399","0","57","7","1","0","1","1","0"
"586","次级头发颜色","400","0","57","8","1","0","1","4","0"
"588","次级肤色","401","0","58","7","1","0","1","1","0"
"589","次级头发颜色","402","0","58","8","1","0","1","4","0"
"600","耳环","405","8","5","10","17","0","1","5","0"
"601","耳环","406","72","6","7","2","0","1","5","0"
"604","鼻环","407","8","5","11","17","0","1","5","0"
"605","刺环","408","8","6","8","2","0","1","5","0"
"607","纹身颜色","409","10","6","10","5","0","1","1","0"
"608","纹身","410","40","6","9","5","0","1","1","0"
"610","纹身颜色","411","10","5","21","5","0","1","1","0"
"611","纹身","412","40","5","20","5","0","1","1","0"
"614","眼睛颜色","413","2","67","8","16","0","1","2","0"
"615","眼睛颜色","414","2","68","7","2","0","1","2","0"
"618","眼睛颜色","415","2","21","6","2","0","1","2","0"
"619","眼睛颜色","416","2","22","6","2","0","1","2","0"
"622","眼睛颜色","417","2","43","6","20","0","1","2","0"
"623","眼睛颜色","418","2","44","6","20","0","1","2","0"
"624","猎豹形态","419","8","8","31","7","0","1","0","0"
"625","猎豹形态","420","8","7","41","7","0","1","0","0"
"626","熊形态","421","8","43","50","6","0","1","0","0"
"627","熊形态","422","8","44","7","6","0","1","0","0"
"628","猎豹形态","423","8","43","51","7","0","1","0","0"
"629","猎豹形态","424","8","44","8","7","0","1","0","0"
"631","手镯","425","9","20","27","5","0","0.75","5","0"
"632","水栖形态","426","8","44","9","9","0","1","0","0"
"633","水栖形态","427","8","43","52","9","0","1","0","0"
"634","水栖形态","428","8","8","32","9","0","1","0","0"
"635","水栖形态","429","8","7","42","9","0","1","0","0"
"636","旅行形态","430","8","44","10","10","0","1","0","0"
"637","旅行形态","431","8","43","53","10","0","1","0","0"
"638","旅行形态","432","8","8","33","10","0","1","0","0"
"639","旅行形态","433","8","7","43","10","0","1","0","0"
"640","飞行形态","434","8","44","11","11","0","1","0","0"
"641","飞行形态","435","8","43","54","11","0","1","0","0"
"642","飞行形态","436","8","8","34","11","0","1","0","0"
"643","飞行形态","437","8","7","44","11","0","1","0","0"
"646","眼睛颜色","438","2","11","10","19","0","1","2","0"
"647","眼睛颜色","439","2","12","7","18","0","1","2","0"
"649","耳环","440","8","12","12","19","0","0.75","5","0"
"651","项链","441","8","12","14","19","0","0.75","5","0"
"653","项链","442","8","11","14","19","0","0.75","5","0"
"655","头饰","443","40","12","11","19","0","0.75","5","0"
"657","头饰","444","40","11","12","19","0","0.75","5","0"
"659","鼻环","445","8","12","13","19","0","0.75","5","0"
"661","鼻环","446","8","11","13","19","0","0.75","5","0"
"662","体绘","447","8","12","20","5","0","1","1","0"
"663","体绘","448","8","11","20","5","0","1","1","0"
"666","面彩","451","40","12","10","19","0","1","1","0"
"667","面彩","452","40","11","11","19","0","1","1","0"
"668","彩绘颜色","453","10","12","21","5","0","1","1","0"
"669","彩绘颜色","454","10","11","21","5","0","1","1","0"
"671","头发","455","0","11","6","18","0","0.75","164","0"
"672","前鬃","456","32","11","5","18","0","0.75","164","0"
"673","前鬃","457","32","12","5","18","0","0.75","15","0"
"675","耳朵","458","8","43","5","20","0","0.75","5","0"
"682","眼睛颜色","459","66","7","24","3","0","1","2","0"
"683","眼睛颜色","460","66","8","12","3","0","1","2","0"
"686","眼睛颜色","461","2","63","7","2","0","1","2","0"
"687","眼睛颜色","462","2","64","5","2","0","1","2","0"
"689","尾巴","463","0","22","20","1","0","2","1","0"
"691","尾巴","464","0","21","20","1","0","2","1","0"
"695","面须","465","0","21","10","3","0","1","5","0"
"697","面须","466","0","22","10","3","0","1","5","0"
"699","头环","467","40","22","8","2","1","0.75","5","0"
"701","头发装饰","468","8","22","9","2","0","0.75","5","0"
"703","头环","469","40","21","7","2","1","0.75","5","0"
"705","犄角装饰","470","8","21","8","2","0","0.75","5","0"
"706","唇髭","471","0","63","5","2","0","0.75","5","0"
"708","耳环","472","8","8","16","3","0","0.75","5","0"
"710","项链","473","8","8","18","3","0","0.75","5","0"
"712","鼻环","474","8","8","17","3","0","0.75","5","0"
"714","头饰","475","40","8","15","3","0","0.75","5","0"
"724","藤蔓","476","40","8","5","2","1","0.75","5","0"
"726","藤蔓颜色","477","10","8","6","2","0","0.75","5","0"
"728","藤蔓","478","40","7","25","3","1","0.75","5","0"
"730","藤蔓颜色","479","10","7","26","3","0","0.75","5","0"
"732","耳朵","480","0","8","8","2","0","2","1","0"
"734","耳朵","481","0","7","22","3","0","2","1","0"
"736","眉毛","482","0","8","7","2","0","0.75","1","0"
"738","眉毛","483","0","7","21","3","0","0.75","5","0"
"739","边胡","484","0","7","5","2","0","0.75","5","0"
"740","唇髭","485","0","7","6","2","0","0.75","5","0"
"742","疤痕","486","40","7","23","3","0","1","1","0"
"744","疤痕","487","40","8","11","3","0","1","1","0"
"745","面纹颜色","488","10","8","14","3","0","1","4","0"
"747","眼睛颜色","489","2","47","7","14","0","1","2","0"
"750","眼睛颜色","491","2","48","5","14","0","1","2","0"
"751","尾巴","492","0","48","7","1","0","10","171","0"
"752","唇髭","493","0","47","4","14","0","0.75","172","0"
"753","眉毛","494","0","47","6","14","0","0.75","172","0"
"756","眼睛颜色","495","2","15","6","2","0","1","2","0"
"757","眼睛颜色","496","2","16","6","2","0","1","2","0"
"759","穿刺","497","8","16","13","3","0","0.75","5","0"
"761","穿刺","498","8","15","13","3","0","0.75","5","0"
"764","耳环","499","8","15","12","3","0","0.75","5","0"
"766","耳环","500","8","16","12","3","0","0.75","5","0"
"767","面彩","501","40","15","10","3","0","0.75","19","0"
"768","面彩颜色","502","10","15","11","3","0","0.75","4","0"
"769","体绘","503","8","15","20","1","0","0.75","19","0"
"770","体绘颜色","504","10","15","21","1","0","0.75","4","0"
"771","面彩","505","40","16","10","3","0","0.75","19","0"
"772","面彩颜色","506","10","16","11","3","0","0.75","4","0"
"773","体绘","507","8","16","20","1","0","0.75","19","0"
"774","体绘颜色","508","10","16","21","1","0","0.75","4","0"
"776","首饰颜色","509","10","20","26","5","0","0.75","5","0"
"778","首饰颜色","510","2","22","11","3","0","0.75","1","0"
"782","首饰颜色","511","2","21","12","3","0","0.75","1","0"
"783","唇髭","512","0","13","5","2","0","0.75","5","0"
"784","眉毛","513","0","13","7","2","0","0.75","5","0"
"786","耳环颜色","514","10","14","7","2","0","0.75","18","0"
"794","眼睛颜色","515","2","73","7","2","0","1","2","0"
"795","眼睛颜色","516","2","74","6","2","0","1","2","0"
"797","喷漆","517","2","73","12","1","0","1","1","0"
"799","喷漆","518","2","74","12","1","0","1","1","0"
"801","花","519","40","11","16","19","1","0.75","5","0"
"803","首饰颜色","520","10","11","15","19","0","0.75","5","0"
"805","首饰颜色","521","10","12","15","19","0","0.75","5","0"
"806","鼻子","522","0","17","12","3","0","0.75","20","0"
"807","下巴","523","0","17","8","2","0","0.75","20","0"
"808","鼻子","524","0","18","12","3","0","0.75","20","0"
"809","下巴","525","0","18","8","2","0","0.75","20","0"
"811","耳环","526","72","18","11","3","0","0.75","20","0"
"813","鼻环","527","104","18","13","3","0","0.75","20","0"
"815","耳环","528","72","17","11","3","0","0.75","20","0"
"817","鼻环","529","104","17","13","3","0","0.75","20","0"
"819","首饰颜色","530","10","17","14","3","0","0.75","4","0"
"821","首饰颜色","531","10","18","14","3","0","0.75","4","0"
"824","眼睛颜色","532","2","3","7","2","0","1","2","0"
"825","眼睛颜色","533","2","4","5","2","0","1","2","0"
