Id,Name,ArtifactAppearanceSetId,DisplayIndex,UnlockPlayerConditionId,ItemAppearanceModifierId,UiSwatchColor,UiModelSaturation,UiModelOpacity,OverrideShapeshiftFormId,OverrideShapeshiftDisplayId,UiItemAppearanceId,UiAltItemAppearanceId,Flags,UiCameraId,UsablePlayerConditionId
"271","乌索克之爪（蓝色）","87","2","37731","18","3064568","0.5","0.5","5","66704","0","0","0","0","0"
"272","沉沦梦魇（蓝绿色）","88","1","37726","21","4646628","0.5","0.5","5","66719","0","0","0","0","0"
"273","林地守护者（蓝色）","89","2","39784","30","4948674","0.5","0.5","5","66720","0","0","0","0","0"
"274","顽石之爪（蓝色）","86","1","37721","13","5992620","0.5","0.5","5","66697","0","0","0","0","0"
"275","顽石之爪（绿色）","86","3","37723","15","5029219","0.5","0.5","5","66698","0","0","0","0","0"
"276","顽石之爪（梅红色）","86","4","37724","16","14042838","0.5","0.5","5","66699","0","0","0","0","0"
"277","乌索克之爪（绿色）","87","1","37725","17","7926557","0.5","0.5","5","66705","0","0","0","0","0"
"278","乌索克之爪（紫色）","87","3","37732","19","12071158","0.5","0.5","5","66706","0","0","0","0","0"
"279","乌索克之爪（红色）","87","4","37733","20","16189962","0.5","0.5","5","66707","0","0","0","0","0"
"280","沉沦梦魇（橙色）","88","2","37728","22","16094250","0.5","0.5","5","66718","0","0","0","0","0"
"281","沉沦梦魇（绿色）","88","3","37729","23","4511604","0.5","0.5","5","66717","0","0","0","0","0"
"282","沉沦梦魇（红色）","88","4","37730","24","15737376","0.5","0.5","5","66716","0","0","0","0","0"
"283","林地守护者（棕色）","89","1","42274","29","8346917","0.5","0.5","5","66721","0","0","0","0","0"
"284","林地守护者（红色）","89","3","39785","31","14826299","0.5","0.5","5","66722","0","0","0","0","0"
"285","林地守护者（白色）","89","4","39786","32","16777215","0.5","0.5","5","66723","0","0","0","0","0"
"287","阿莎曼之牙（黑色）","91","5","37718","10","5052011","0.5","0.5","1","66775","0","0","0","0","0"
"288","泰坦之击","116","1","0","9","3176653","0.5","0.5","0","0","0","0","1","0","0"
"289","福枬，云游者之友","129","1","0","9","1370755","0.7","0.55","0","0","0","0","1","0","0"
"290","诸天之拳","138","1","0","9","3977706","0.5","0.6","0","0","0","0","1","0","0"
"291","真理守护者","147","1","0","9","-12849686","0.5","0.5","0","0","0","0","1","71","0"
"292","圣光之怒","152","1","0","9","-8467201","0.5","0.5","0","0","0","0","1","0","0"
"294","乌萨勒斯，逆风收割者","178","1","0","9","16439925","0.4","0.65","0","0","0","0","1","0","0"
"295","斯多姆卡，灭战者","188","1","0","9","-15823458","0.5","0.5","0","0","0","0","1","0","0"
"296","瓦拉加尔战剑","193","1","0","9","-16354","0.6","0.6","0","0","0","0","1","62","0"
"297","毁灭之锤","44","2","37718","10","9511943","0.5","0.5","0","0","0","0","0","0","0"
"298","毁灭之锤","170","1","37721","13","8052479","0.5","0.5","0","0","0","0","0","0","0"
"299","毁灭之锤","172","1","37726","17","16745493","0.6","0.45","0","0","0","0","0","0","0"
