Id,Name,Pos0,Pos1,Pos2,MapOffset0,MapOffset1,FlightMapOffset0,FlightMapOffset1,ContinentId,ConditionId,CharacterBitNumber,Flags,UiTextureKitId,MinimapAtlasMemberId,Facing,SpecialIconConditionId,VisibilityConditionId,MountCreatureId0,MountCreatureId1
"57","钓鱼村，泰达希尔","8701.51","991.37","14.21","0","0","0","0","1","0","0","0","0","4689","0","0","0","0","3837"
"58","佐拉姆加前哨站，灰谷","3351.82","1052.3","3.07","-0.008","-0.009","0","0","1","0","58","2","0","4689","0","0","0","2224","0"
"59","丹巴达尔，奥特兰克山谷","574.21","-46.65","37.61","0","0","0","0","30","0","0","0","0","4689","0","0","0","0","541"
"60","部落要塞，奥特兰克山谷","-1335.44","-319.69","90.66","0","0","0","0","30","0","0","0","0","4689","0","0","0","3574","0"
"61","碎木岗哨，灰谷","2302.39","-2524.55","104.4","0","-0.012","0","0","1","0","61","2","0","4689","0","0","0","2224","0"
"62","永夜港，月光林地","7793.61","-2403.47","489.32","0","0","0","0","1","62814","0","1","0","4689","0","0","62814","0","3837"
"63","永夜港，月光林地","7787.72","-2404.1","489.56","0","0","0","0","1","0","0","2","0","4689","0","0","0","2224","0"
"64","塔伦迪斯营地，艾萨拉 (NEVER in 4.x)","2721.99","-3880.64","100.87","0","0","0","0","1","5793","64","0","0","4689","0","0","0","0","3837"
"65","刺枝林地，费伍德森林","6214.32","-1874.28","565.956","0.004","0","0","0","1","0","65","1","0","4689","0","0","0","0","3837"
"66","冰风岗，西瘟疫之地","931.32","-1430.11","64.67","-0.007","0.015","0","0","0","0","66","1","0","4689","0","0","0","0","541"
"67","圣光之愿礼拜堂，东瘟疫之地","2271.09","-5340.8","87.11","0","0","0","0","0","924","67","1","0","4689","0","0","0","0","44248"
"68","圣光之愿礼拜堂，东瘟疫之地","2270.2","-5343.11","86.9733","-0.008","-0.005","0","0","0","923","68","2","0","4689","0","0","0","44248","0"
"69","月光林地","7470.39","-2123.38","492.34","0","0","0","0","1","0","69","2","0","4689","0","0","0","2224","0"
"70","烈焰峰，燃烧平原","-7504.03","-2187.54","165.53","0.015","0","0","0","0","0","70","2","0","4689","0","0","0","2224","0"
"71","摩根的岗哨，燃烧平原","-8364.61","-2738.35","185.46","0","0","0","0","0","0","71","1","0","4689","0","0","0","0","541"
"72","塞纳里奥要塞，希利苏斯","-6811.39","836.74","49.81","0","0","0","0","1","53948","72","10","0","4689","0","0","0","2224","0"
"73","塞纳里奥要塞，希利苏斯","-6761.83","772.03","88.91","0","-0.005","0","0","1","53948","73","9","0","4689","0","0","0","0","3837"
"74","瑟银哨塔，灼热峡谷","-6552.59","-1168.27","309.31","-0.004","0.027","0","0","0","0","74","1","0","4689","0","0","0","0","541"
"75","瑟银哨塔，灼热峡谷","-6554.93","-1100.05","309.57","0.027","0.027","0","0","0","0","75","2","0","4689","0","0","0","2224","0"
"76","恶齿村，辛特兰","-635.26","-4720.5","5.38","-0.007","0.007","0","0","0","0","76","2","0","4689","0","0","0","2224","0"
"77","世仇哨站，南贫瘠之地","-2152.35","-1724.34","92.528","0.02","0","0","0","1","0","227","2","0","4689","0","0","0","2224","0"
"78","纳克萨玛斯","3133.31","-3399.93","139.53","0","0","0","0","0","0","0","0","0","4689","0","0","0","0","0"
"79","马绍尔哨站，安戈洛环形山","-7548.05","-1541.13","-271.05","-0.003","0.01","0","0","1","0","79","3","0","4689","0","0","0","2224","541"
"80","棘齿城，北贫瘠之地","-894.59","-3773.01","11.48","-0.00598802","-0.0145349","0","0","1","0","80","3","0","4689","0","0","0","2224","541"
"81","拍摄","0","0","0","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"82","银月城","9375.24","-7165.89","9.03","0","0","0","0","530","0","82","6","0","4689","0","0","0","19917","0"
"83","塔奎林，幽魂之地","7594.47","-6784.29","86.46","0.006","0","0","0","530","0","83","2","0","4689","0","0","0","19917","0"
"84","病木林哨塔，东瘟疫之地","2965.55","-3033.61","126.929","0","-0.015","0","0","0","0","154","3","0","4689","0","0","0","44248","44248"
"85","北地哨塔，东瘟疫之地","3134.26","-4354.78","133.463","0","0","0","0","0","0","153","3","0","4689","0","0","0","44248","44248"
"86","东墙哨塔，东瘟疫之地","2524.44","-4769.56","104.087","0.014","0.01","0","0","0","0","147","3","0","4689","0","0","0","44248","44248"
"87","皇冠哨塔，东瘟疫之地","1876.4","-3693.32","157.687","0.017","-0.012","0","0","0","0","152","3","0","4689","0","0","0","44248","44248"
"88","交通工具，埃索达","-4284.01","-11194.74","13.01","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"89","交通工具，塞拉摩","0","0","0","0","0","0","0","0","0","0","0","0","4689","0","0","0","0","0"
"90","交通工具，幽暗城","0","0","0","0","0","0","0","1","0","0","0","0","4689","0","0","0","0","0"
"91","Quest - Azuremyst Shaman Target","-3996.01","-11892.97","0.22","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"92","Quest - Azuremyst Shaman Start","-3679.31","-11413.04","310.57","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"93","秘血岗哨，秘血岛","-1933.27","-11954.6","57.19","0","0","0","0","530","0","93","1","0","4689","0","0","0","0","3837"
"94","埃索达","-3867.56","-11641.1","-137.664","0","0","0","0","530","0","94","1","0","4689","0","0","0","0","3837"
"95","Zangarmarsh - Quest - As the Crow Flies","-146.29","5532.56","30.89","0","0","0","0","530","0","0","0","0","4689","0","0","0","17972","0"
"96","Zangarmarsh - Quest - As the Crow Flies - End","-145.23","5533.03","30.95","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"97","Quest - Elekk Path to Kessel","-3968.37","-11929.15","-1.22","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","18167"
"98","Quest - Elekk to Kessel Target","-2662.3","-12144.6","16.91","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"99","萨尔玛，地狱火半岛","228.5","2633.57","87.67","0.013","-0.009","0","0","530","0","99","2","0","4689","0","0","0","2224","0"
"100","荣耀堡，地狱火半岛","-673.42","2717.27","94.18","0.012","0.01","0","0","530","0","100","1","0","4689","0","0","0","0","541"
"101","塔哈玛特神殿，地狱火半岛","199.16","4241.56","121.75","0","-0.02","0","0","530","0","101","1","0","4689","0","0","0","0","3837"
"102","猎鹰岗哨，地狱火半岛","-587.41","4101.01","91.37","0.002","-0.01","0","0","530","0","102","2","0","4689","0","0","0","2224","0"
"103","Nagrand - PvP - Attack Run Start 1","-1810.16","8032.11","-25.95","0","0","0","0","530","0","0","0","0","4689","0","0","0","18345","18345"
"104","Nagrand - PvP - Attack Run End 1","-1824.18","8049.29","-26.85","0","0","0","0","530","0","0","0","0","4689","0","0","0","13161","13161"
"105","Nagrand - PvP - Attack Run Start 2","-1513.4","8140.93","-19.6","0","0","0","0","530","0","0","0","0","4689","0","0","0","18345","18345"
"106","Nagrand - PvP - Attack Run End 2","-1511.26","8149.71","-18.58","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","541"
"107","Nagrand - PvP - Attack Run Start 3","-1387.07","7782.41","-11.47","0","0","0","0","530","0","0","0","0","4689","0","0","0","18345","18345"
"108","Nagrand - PvP - Attack Run End 3","-1376.72","7771.17","-10.08","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","541"
"109","Nagrand - PvP - Attack Run Start 4","-1656.6","7724.91","-15.59","0","0","0","0","530","0","0","0","0","4689","0","0","0","18345","18345"
"110","Nagrand - PvP - Attack Run End 4","-1658.9","7724.71","-15.79","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","541"
"111","永歌森林 - 达斯维瑟","9335.83","-7883.07","74.91","0","0","0","0","530","0","0","0","0","4689","0","0","0","18392","18392"
"112","永歌森林 - 达斯维瑟","9335.67","-7809.71","136.57","0","0","0","0","530","0","0","0","0","4689","0","0","0","17972","17972"
"113","Quest - Nethrandamus Start","-1544.36","8792.07","35.22","0","0","0","0","530","0","0","0","0","4689","0","0","0","18543","18543"
"114","Quest - Nethrandamus End Target","-1544.36","8792.09","35.22","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"115","Quest - Caverns of Time OH - Begin","2384.73","1169.38","66.86","0","0","0","0","560","0","0","0","0","4689","0","0","0","18768","18768"
"116","Quest - Caverns of Time OH - End","2014.65","239.65","68.52","0","0","0","0","560","0","0","0","0","4689","0","0","0","0","0"
"117","泰雷多尔，赞加沼泽","213.75","6063.75","148.31","0","0","0","0","530","0","117","1","0","4689","0","0","0","0","3837"
"118","萨布拉金，赞加沼泽","219.45","7816","22.72","0","0","0","0","530","0","118","2","0","4689","0","0","0","2224","0"
"119","塔拉，纳格兰","-2729","7305.3","88.64","0.002","0.024","0","0","530","0","119","1","0","4689","0","0","0","0","3837"
"120","加拉达尔，纳格兰","-1261.09","7133.39","57.34","0.01","-0.007","0","0","530","0","120","2","0","4689","0","0","0","2224","0"
"121","奥蕾莉亚要塞，泰罗卡森林","-2987.24","3872.78","9.13","0","0","0","0","530","0","121","1","0","4689","0","0","0","0","541"
"122","52区，虚空风暴","3082.31","3596.11","144.02","-0.027","-0.023","0","0","530","0","122","3","0","4689","0","0","0","2224","541"
"123","影月村，影月谷","-3018.62","2557.09","79.09","0.01","0","0","0","530","0","123","2","0","4689","0","0","0","2224","0"
"124","蛮锤要塞，影月谷","-3982.07","2156.47","105.15","0","0","0","0","530","0","124","1","0","4689","0","0","0","0","541"
"125","希尔瓦纳，刀锋山","2183.65","6794.46","183.28","0","0","0","0","530","0","125","1","0","4689","0","0","0","0","3837"
"126","雷神要塞，刀锋山","2446.37","6020.93","154.34","0","0.004","0","0","530","0","126","2","0","4689","0","0","0","2224","0"
"127","裂石堡，泰罗卡森林","-2567.33","4423.83","39.33","0","0","0","0","530","0","127","2","0","4689","0","0","0","2224","0"
"128","沙塔斯，泰罗卡森林","-1837.23","5301.9","-12.43","0","0","0","0","530","0","128","3","0","4689","0","0","0","2224","541"
"129","地狱火半岛，黑暗之门","-327.35","1020.49","54.25","0.002","0.03","0","0","530","0","129","1","0","4689","0","0","0","0","541"
"130","地狱火半岛，黑暗之门","-178.09","1026.72","54.19","0.004","-0.008","0","0","530","0","130","2","0","4689","0","0","0","2224","0"
"131","Quest - Horde Hellfire Start","-25.51","2133.45","112.6","0","0","0","0","530","0","0","0","0","4689","0","0","0","19275","18376"
"132","Quest - Horde Hellfire End","-25.6","2133.4","112.58","0","0","0","0","530","0","0","0","0","4689","0","0","0","19275","0"
"133","Quest - Hellfire Peninsula (Alliance Path) Start","-673.73","1855.29","68.97","0","0","0","0","530","0","0","0","0","4689","0","0","0","19324","19324"
"134","Quest - Hellfire Peninsula (Alliance) End","-673.75","1855.32","68.96","0","0","0","0","530","0","0","0","0","4689","0","0","0","19324","19324"
"135","Quest - Hellfire, Aerial Mission (Horde) Start","-27.65","2126.57","111.85","0","0","0","0","530","0","0","0","0","4689","0","0","0","19275","19324"
"136","Quest - Hellfire, Aerial Mission (Horde) End","-27.52","2126.5","111.88","0","0","0","0","530","0","0","0","0","4689","0","0","0","19275","19324"
"137","Quest - Hellfire, Aerial Mission (Alliance) Start","298.5","1501.26","-14.28","0","0","0","0","530","0","0","0","0","4689","0","0","0","19275","19324"
"138","Quest - Hellfire, Aerial Mission (Alliance) End","298.59","1501.13","-14.25","0","0","0","0","530","0","0","0","0","4689","0","0","0","19275","19324"
"139","风暴尖塔，虚空风暴","4157.58","2959.69","352.08","-0.005","-0.018","0","0","530","0","139","3","0","4689","0","0","0","2224","541"
"140","沙塔尔祭坛，影月谷","-3065.6","749.42","-10.1","0","0","0","0","530","6211","140","3","0","4689","0","0","0","2224","541"
"141","断背山，地狱火半岛","-1316.84","2358.62","88.96","0","0","0","0","530","0","141","2","0","4689","0","0","0","2224","0"
"142","地狱火半岛 - 机甲残骸","-29.16","2125.72","111.47","0.007","0","0","0","530","0","0","0","0","4689","0","0","0","2224","0"
"143","Quest - Caverns of Time (Intro Flight Path) (End)","-8360.73","-4327.73","-208.33","0","0","0","0","1","0","0","0","0","4689","0","0","0","16081","16081"
"144","Quest - Caverns of Time (Intro Flight Path) (Start)","-8162.01","-4796.23","35.78","0","0","0","0","1","0","0","0","0","4689","0","0","0","18768","18768"
"145","Quest - Netherstorm - Stealth Flight - Begin","3079.01","3599.08","144.07","0","0","0","0","530","0","0","0","0","4689","0","0","0","2224","0"
"146","Quest - Netherstorm - Stealth Flight - End","2235.34","2793.77","128.03","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"147","地狱火半岛 - 前敌营地","509.17","1988.69","109.62","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","19324"
"148","破碎岗哨，地狱火半岛","298.46","1501.18","-14.28","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","19324"
"149","破碎岗哨，地狱火半岛","276.2","1486.91","-15.1","0","0","0","0","530","0","149","0","0","4689","0","0","0","0","541"
"150","扳钳镇，虚空风暴","2974.95","1848.24","141.28","0","0.01","0","0","530","0","150","3","0","4689","0","0","0","2224","541"
"151","沼泽鼠岗哨，赞加沼泽","91.67","5214.92","23.1","0.017","0.016","0","0","530","0","151","2","0","4689","0","0","0","2224","0"
"152","Quest - Netherstorm - Manaforge Ultris (Start)","4262.39","2136.92","139.44","0","0","0","0","530","0","0","0","0","4689","0","0","0","20903","20903"
"153","Quest - Netherstorm - Manaforge Ultris (End)","4266.7","2133.38","138.82","0","0","0","0","530","0","0","0","0","4689","0","0","0","20903","20903"
"154","Quest - Netherstorm - Manaforge Ultris (Second Pass) Start","20047.88","5200.69","19742.78","0","0","0","0","0","0","0","0","0","4689","0","0","0","20903","20903"
"155","Quest - Netherstorm - Manaforge Ultris (Second Pass) End","4267.14","2133.03","138.77","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"156","托什雷的基地，刀锋山","1857.35","5531.87","277.01","0","0","0","0","530","0","156","1","0","4689","0","0","0","0","541"
"157","Quest - Blade's Edge - Vision Guide - Start","2277.74","5983.35","142.6","0","0","0","0","530","0","0","0","0","4689","0","0","0","21396","0"
"158","Quest - Blade's Edge - Vision Guide - End","2278.56","5983.71","142.57","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"159","群星圣殿，影月谷","-4073.17","1123.61","42.47","0.014","0","0","0","530","6212","159","3","0","4689","0","0","0","2224","541"
"160","常青林，刀锋山","2976.01","5501.13","143.67","0","0","0","0","530","0","160","3","0","4689","0","0","0","2224","541"
"161","Quest - Nether Dragon Ally - Start","0","0","0","0","0","0","0","530","0","0","0","0","4689","0","0","0","22360","22360"
"162","Quest - Nether Dragon Ally - End","-4100.27","950.38","22.11","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"163","莫克纳萨村，刀锋山","2028.79","4705.27","150.51","0","0","0","0","530","0","163","2","0","4689","0","0","0","2224","0"
"164","奥雷柏尔营地，赞加沼泽","966.67","7399.16","29.14","0","0.01","0","0","530","0","164","1","0","4689","0","0","0","0","3837"
"165","Transport, Northrend 2","0","0","0","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","0"
"166","翡翠圣地，费伍德森林","3972.84","-1324.51","244.803","0","0","0","0","1","0","166","3","0","4689","0","0","0","2224","3837"
"167","林歌神殿，灰谷","3000.25","-3202.41","189.77","0","-0.014","0","0","1","0","167","1","0","4689","0","0","0","0","3837"
"168","拍摄","-9441.18","65.05","56.18","0","0","0","0","0","0","0","0","0","4689","0","0","0","0","3837"
"169","Quest - Netherwing Ledge - Mine Cart Ride - South - Start","-5224.53","631.85","48.36","0","0","0","0","530","0","0","0","0","4689","0","0","0","23372","23372"
"170","Quest - Netherwing Ledge - Mine Cart Ride - South - End","-5185.71","172.95","-11.57","0","0","0","0","530","0","0","0","0","4689","0","0","0","23289","23289"
"171","斯克提斯","-3364.68","3650.18","284.78","0","0","0","0","530","0","0","0","0","4689","0","0","0","23422","23422"
"172","奥格瑞拉","2531.1","7322.09","373.64","0","0","0","0","530","0","0","0","0","4689","0","0","0","23422","23422"
"173","Quest - Yarzill Flight Start","-5141.36","620.11","82.7","0","0","0","0","530","0","0","0","0","4689","0","0","0","23468","23468"
"174","Quest - Yarzill Flight Start End","-1636.09","5275.87","-41.1","0","0","0","0","530","0","0","0","0","4689","0","0","0","0","0"
"175","Transport, Howling Fjord","784.89","-5066.18","-7.88","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","0"
"176","Quest - Howling Fjord Tauren Canoe (Start)","245.36","-3309.2","0.91","0","0","0","0","571","0","0","0","0","4689","0","0","0","23518","23518"
"177","Quest - Howling Fjord Tauren Canoe (End)","-147.47","-3587.36","0.34","0","0","0","0","571","0","0","0","0","4689","0","0","0","23518","23518"
"178","Transport, Borean Tundra","0","0","0","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","0"
"179","泥链镇，尘泥沼泽","-4566.23","-3226.05","34.7","-0.007","-0.02","0","0","1","0","179","3","0","4689","0","0","0","2224","541"
"180","Quest - Dustwallow - Alcaz Survey Start","-3822.66","-4511.33","10.84","0","0","0","0","1","0","0","0","0","4689","0","0","0","0","541"
"181","Quest - Dustwallow - Alcaz Survey End","-3822.71","-4509.65","10.98","0","0","0","0","1","0","0","0","0","4689","0","0","0","0","541"
"182","Quest - Howling Fjord - Break the Blockade Zeppelin","1415.89","-3082.49","121.91","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","0"
"183","瓦加德港口，嚎风峡湾","567.41","-5010.97","11.5","0","0","0","0","571","0","183","1","0","4689","0","0","0","0","541"
"184","维德瓦堡垒，嚎风峡湾","2468.77","-5029.82","283.49","0.01","-0.01","0","0","571","0","184","1","0","4689","0","0","0","0","541"
"185","西部卫戍要塞，嚎风峡湾","1342.84","-3287.9","174.45","0.01","-0.005","0","0","571","0","185","1","0","4689","0","0","0","0","541"
"186","Quest - Howling Fjord - Flight to the Windrunner - Start","1911.82","-6179.07","24.61","0","0","0","0","571","0","0","0","0","4689","0","0","0","3574","0"
"187","Quest - Howling Fjord - Flight to the Windrunner - End","1652.83","-6512.11","18.48","0","0","0","0","571","0","0","0","0","4689","0","0","0","3574","0"
"188","Quest - Howling Fjord - Test at Sea - Start","1912.78","-6178.81","24.64","0","0","0","0","571","0","0","0","0","4689","0","0","0","3574","0"
"189","Quest - Howling Fjord - Test at Sea - End","1913.9","-6177.87","24.62","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","0"
"190","新阿加曼德，嚎风峡湾","401.12","-4544.3","244.54","-0.01","-0.025","0","0","571","0","190","2","0","4689","0","0","0","3574","0"
"191","复仇港，嚎风峡湾","1918.6","-6175.89","24.41","0","0","0","0","571","0","191","2","0","4689","0","0","0","3574","0"
"192","冬蹄营地，嚎风峡湾","2652.89","-4392.71","283.32","0.009","0.01","0","0","571","0","192","2","0","4689","0","0","0","2224","0"
"193","Quest - Howling Fjord - Mission: Plague This! - End","1341.44","-3288.57","174.45","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","541"
"194","Quest - Howling Fjord - Mission: Plague This! - Start","1341.08","-3288.37","174.45","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","541"
"195","反抗军营地，荆棘谷","-11344","-216.83","75.22","0.005","0","0","0","0","0","195","5","0","4689","0","0","0","0","541"
"196","Test - SP","9283.1","-9749.81","62.16","0","0","0","0","451","0","196","0","0","4689","0","0","0","12374","541"
"197","Test SP2","-9148.62","243.04","87.39","0","0","0","0","0","0","0","0","0","4689","0","0","0","0","0"
"198","Test SP1","9405.83","-9882.69","0","0","0","0","0","451","0","0","0","0","4689","0","0","0","24489","541"
"199","Quest - Howling Fjord - McGoyver Start","638.34","-5074.57","-0.23","0","0","0","0","571","0","0","0","0","4689","0","0","0","24716","24716"
"200","Quest - Howling Fjord - McGoyver End","483.92","-5913.1","308.61","0","0","0","0","571","0","0","0","0","4689","0","0","0","24716","24716"
"201","Development Land - Kyle Radue Start","15992.44","-16371.94","76.73","0","0","0","0","451","0","0","0","0","4689","0","0","0","23468","23468"
"202","Development Land - Kyle Radue End","15991.68","-16371.95","76.7","0","0","0","0","451","0","0","0","0","4689","0","0","0","0","0"
"203","Quest - Stars' Rest -> Wintergarde","3505.3","1990.83","65.1","0","0","0","0","571","0","0","0","0","4689","0","0","0","0","27127"
