Id,Description,SpecId,SpellId,OverridesSpellId,DisplayOrder
"2371","","254","19434","0","0"
"2373","","259","14117","0","1"
"2375","","260","61329","0","0"
"2386","","262","77756","0","3"
"2388","","262","51490","0","1"
"2394","","263","86629","0","0"
"2396","","263","51522","0","1"
"2399","","263","51533","0","4"
"2400","","263","16282","0","2"
"2412","","264","16196","0","2"
"2413","","264","61295","0","0"
"2414","","264","98008","0","6"
"2415","","264","51564","0","4"
"2416","","264","77472","0","5"
"2420","","264","77130","0","1"
"2422","","262","60188","0","0"
"2434","","250","49028","0","1"
"2439","","251","49143","0","0"
"2440","","251","49184","0","1"
"2441","","251","51128","0","4"
"2444","","251","59057","0","5"
"2446","","251","49020","0","3"
"2448","","252","63560","0","4"
"2450","","252","55090","0","1"
"2452","","252","49530","0","3"
"2455","","252","85948","0","2"
"2457","","250","86537","0","0"
"2458","","251","86113","0","2"
"2459","","252","86536","0","0"
"2460","","262","86108","0","4"
"2461","","263","86099","0","3"
"2462","","264","86100","0","3"
"2469","","64","12472","0","3"
"2470","","64","84714","0","4"
"2471","","62","12042","0","6"
"2475","","105","86093","0","6"
"2481","","263","30823","0","6"
"2490","","258","8092","0","1"
"2493","","253","34026","0","0"
"2496","","257","596","0","3"
"2504","","65","86103","0","4"
"2508","","103","106733","0","0"
"2509","","104","106734","0","0"
"2511","","62","31589","0","5"
"2513","","64","112965","0","2"
"2514","","103","16864","0","5"
"2515","","105","113043","0","5"
"2525","","259","79140","0","7"
"2528","","66","26573","0","3"
"2534","","66","31850","498","8"
"2552","","261","79152","0","1"
"2559","","63","44448","0","2"
"2566","","62","114664","0","1"
"2574","","72","12950","0","4"
"2580","","269","113656","0","0"
"2581","","270","115151","0","0"
"2592","","268","115181","0","0"
"2594","","268","115308","0","1"
"2600","","270","115310","0","1"
"2652","","253","115939","0","1"
"2655","","269","116092","0","3"
"2656","","269","101545","0","1"
"2665","","270","116645","0","2"
"2667","","270","116680","0","3"
"2677","","269","107428","0","2"
"2686","","63","117216","0","4"
"2688","","267","17962","0","0"
"2691","","270","117907","0","4"
"2692","","268","117906","0","2"
"2694","","268","115069","0","3"
"2719","","62","79684","0","3"
"2764","","258","15286","0","6"
"2780","","256","527","0","3"
"2781","","257","527","0","7"
"2849","","65","82326","0","5"
"2850","","105","33763","0","8"
"2852","","250","55233","0","2"
"2859","","263","58875","0","5"
"2860","","268","119582","0","4"
"2862","","268","120225","0","5"
"2863","","270","120224","0","5"
"2864","","269","120227","0","4"
"2926","","66","86659","0","9"
"2931","","268","121253","0","6"
"2950","","270","116849","0","6"
"2954","","257","63733","0","8"
"2957","","250","77513","0","3"
"2958","","251","77514","0","6"
"2959","","252","77515","0","5"
"2960","","102","77492","0","5"
"2961","","103","77493","0","8"
"2963","","105","77495","0","9"
"2964","","253","76657","0","5"
"2968","","63","12846","0","5"
"2969","","64","76613","0","5"
"2970","","269","115636","0","5"
"2972","","66","76671","0","10"
"2975","","257","77485","0","9"
"2976","","258","77486","0","7"
"2977","","259","76803","0","8"
"2978","","260","76806","0","4"
"2979","","261","76808","0","2"
"2981","","263","77223","0","7"
"2982","","264","77226","0","7"
"2983","","265","77215","0","3"
"2984","","266","77219","0","1"
"2985","","267","77220","0","4"
"2987","","72","76856","0","5"
"2988","","73","76857","0","4"
"2989","","262","123099","0","5"
"2991","","256","81749","0","4"
"2995","","262","51505","0","2"
"2997","","267","116858","0","5"
"3010","","269","124146","0","6"
"3012","","269","122470","0","7"
"3014","","258","78203","0","4"
"3017","","268","124502","0","7"
"3050","","270","124682","0","7"
"3051","","73","1160","0","7"
"3092","","103","48484","0","9"
"3122","","257","14914","0","10"
"3149","","269","128595","0","8"
"3198","","267","5740","0","6"
"3319","","250","81136","0","4"
"3485","","250","137008","0","5"
"3486","","251","137006","0","7"
"3487","","252","137007","0","6"
"3488","","102","137013","0","6"
"3489","","103","137011","0","10"
"3490","","104","137010","0","6"
"3491","","105","137012","0","10"
"3492","","253","137015","0","6"
"3493","","254","137016","0","1"
"3494","","255","137017","0","0"
"3495","","62","137021","0","7"
"3496","","63","137019","0","6"
"3497","","64","137020","0","6"
"3498","","268","137023","0","8"
"3499","","270","137024","0","8"
"3500","","269","137025","0","9"
"3501","","65","137029","0","8"
"3502","","66","137028","0","11"
"3503","","70","137027","0","4"
"3504","","256","137032","0","5"
"3505","","257","137031","0","11"
"3506","","258","137033","0","8"
"3507","","259","137037","0","9"
"3508","","260","137036","0","5"
"3509","","261","137035","0","3"
"3510","","262","137040","0","6"
"3511","","263","137041","0","8"
"3512","","264","137039","0","8"
"3513","","265","137043","0","4"
"3514","","266","137044","0","3"
"3515","","267","137046","0","7"
"3516","","71","137049","0","2"
"3517","","72","137050","0","6"
"3518","","73","137048","0","8"
"3521","","269","137384","0","10"
"3526","","269","137639","0","11"
"3528","","257","45243","0","12"
"3535","","63","2948","0","7"
"3599","","105","145205","0","11"
"3639","","260","14161","0","6"
"3640","","65","148040","0","9"
"3775","","252","46584","0","7"
"3781","","70","31884","0","3"
"3795","","259","1943","0","10"
"3797","","62","1449","0","8"
"3798","","63","2120","0","8"
"3800","","62","12051","0","9"
"3801","","64","12982","0","7"
"3802","","62","6117","0","10"
"3803","","63","30482","0","9"
"3804","","64","7302","0","8"
"3806","","64","30455","108853","9"
"3809","","257","139","0","14"
"3812","","269","116095","0","12"
"3815","","264","108280","0","9"
"3817","","104","155783","0","4"
"3823","","73","6343","0","9"
"3824","","71","97462","0","3"
"3825","","72","97462","0","7"
"3826","","65","31821","0","7"
"3847","","72","1719","0","8"
"3850","","256","47536","0","6"
"3854","","251","674","0","8"
"3877","","65","53651","0","2"
"3926","","263","157444","0","9"
"3927","","268","157445","0","9"
"3928","","269","157445","0","13"
"3929","","103","157447","0","11"
"3930","","104","157447","0","7"
"3965","","104","159195","0","5"
"3968","","73","871","0","10"
"3977","","105","740","0","12"
"3986","","259","51723","0","11"
"3998","","268","161608","0","10"
"3999","","66","161608","0","12"
"4001","","250","161797","0","6"
"4002","","66","161800","0","13"
"4049","","66","53595","35395","14"
"4051","","250","162702","0","7"
"4054","","102","162699","0","7"
"4055","","103","162697","0","12"
"4056","","104","162700","0","8"
"4057","","105","162701","0","13"
"4058","","65","162701","0","10"
"4059","","66","162702","0","15"
"4060","","70","162698","0","5"
"4061","","256","162701","0","7"
"4062","","257","162701","0","13"
"4064","","262","162699","0","7"
"4065","","263","162697","0","10"
"4066","","264","162701","0","11"
"4069","","73","162702","162698","11"
"4071","","71","163201","0","4"
"4192","","264","1064","0","12"
"4197","","264","79206","0","10"
"4198","","262","8042","0","9"
"4201","","104","22812","0","9"
"4204","","104","6807","0","10"
"4207","","103","22570","0","13"
"4208","","103","1822","0","14"
"4233","","72","5308","0","9"
"4235","","71","167105","0","5"
"4237","","71","1680","0","6"
"4239","","73","115768","0","5"
"4249","","268","115176","0","11"
"4273","","65","19750","0","11"
"4274","","70","19750","0","6"
"4296","","102","22812","0","8"
"4297","","103","61336","0","15"
"4298","","104","61336","0","11"
"4300","","262","61882","0","10"
"4306","","72","12323","0","10"
"4314","","270","162701","0","9"
"4315","","269","162697","0","14"
"4316","","268","162700","0","12"
"4344","","73","20243","0","12"
"4345","","72","162698","0","11"
"4346","","71","162698","0","7"
"4347","","252","162698","0","8"
"4348","","251","162698","0","9"
"4439","","65","4987","0","12"
"4442","","66","25780","0","16"
"4443","","66","498","0","17"
"4444","","65","498","0","13"
"4447","","66","1022","0","18"
"4448","","66","6940","0","19"
"4449","","65","1022","0","14"
"4450","","65","6940","0","15"
"4454","","70","183218","0","7"
"4459","","70","183435","0","8"
"4483","","73","71","0","6"
"4484","","66","96231","0","20"
"4485","","70","96231","0","9"
"4487","","70","1022","0","10"
"4490","","65","183998","0","16"
"4491","","65","183997","0","17"
"4493","","66","184092","0","21"
"4498","","71","34428","0","10"
"4500","","72","184361","0","12"
"4501","","72","184364","0","13"
"4502","","72","184367","0","14"
"4507","","70","184575","0","11"
"4511","","71","184783","0","8"
"4512","","71","1464","0","9"
"4545","","581","185245","198589","1"
"4550","","253","5116","0","7"
"4551","","254","5116","0","2"
"4552","","253","147362","0","8"
"4553","","254","147362","0","3"
"4557","","253","2643","0","9"
"4558","","254","34477","0","4"
"4559","","253","34477","0","10"
"4562","","261","114014","0","4"
"4563","","261","185314","0","5"
"4567","","259","703","0","12"
"4569","","254","185358","0","5"
"4570","","261","185438","0","6"
"4575","","260","8676","0","7"
"4576","","259","185565","0","13"
"4578","","260","185763","0","8"
"4585","","258","185916","0","9"
"4586","","256","17","0","8"
"4590","","256","73325","0","9"
"4591","","257","73325","0","15"
"4592","","257","33076","0","16"
"4594","","256","1706","0","10"
"4595","","257","1706","0","17"
"4598","","254","185987","0","6"
"4602","","254","185901","0","7"
"4603","","254","186387","0","8"
"4604","","258","186263","2061","10"
"4605","","258","186440","0","11"
"4606","","256","2096","0","11"
"4607","","258","2096","0","12"
"4608","","256","589","0","13"
"4609","","258","589","0","13"
"4610","","258","34433","0","14"
"4613","","257","2050","0","18"
"4614","","256","34433","0","14"
"4617","","256","186440","0","15"
"4618","","256","186263","2061","12"
"4624","","255","186270","0","1"
"4641","","581","178740","198013","4"
"4646","","255","187650","0","2"
"4647","","250","43265","0","9"
"4649","","251","47568","0","10"
"4652","","255","187698","0","3"
"4653","","255","187707","0","4"
"4657","","252","42650","0","9"
"4659","","252","77575","0","10"
"4662","","250","50842","0","10"
"4665","","263","187837","0","11"
"4669","","252","43265","0","11"
"4673","","66","157488","0","22"
"4675","","263","188070","0","12"
"4690","","264","73920","0","13"
"4700","","263","57994","0","13"
"4701","","264","188838","0","14"
"4705","","581","187827","191427","2"
"4716","","581","189926","0","0"
"4733","","63","157642","0","10"
"4734","","64","190356","0","10"
"4736","","62","190427","0","11"
"4737","","64","190447","0","11"
"4742","","72","18499","0","15"
"4743","","71","18499","0","11"
"4745","","71","1715","0","12"
"4749","","262","187828","0","11"
"4750","","262","190488","0","12"
"4751","","262","188196","0","13"
"4752","","262","190493","0","14"
"4755","","262","188389","0","16"
"4758","","262","188443","0","15"
"4759","","263","187880","0","14"
"4760","","263","17364","0","15"
"4769","","62","190740","0","12"
"4780","","105","774","0","14"
"4783","","102","190984","0","9"
"4788","","255","190925","0","5"
"4792","","251","48792","0","11"
"4794","","251","45524","0","12"
"4795","","252","45524","0","12"
"4796","","102","191034","0","10"
"4797","","251","178819","0","13"
"4798","","252","178819","0","13"
"4822","","255","162697","0","6"
"4823","","253","162697","0","11"
"4824","","254","162697","0","9"
"4825","","259","162697","0","14"
"4826","","261","162697","0","7"
"4827","","260","162697","0","9"
"4828","","64","162699","0","12"
"4829","","62","162699","0","13"
"4830","","63","162699","0","11"
"4831","","267","162699","0","8"
"4832","","265","162699","0","5"
"4833","","266","162699","0","4"
"4839","","269","115080","0","15"
"4840","","269","101546","0","16"
"4842","","268","115203","0","13"
"4843","","264","5394","0","15"
"4844","","268","116705","0","14"
"4845","","269","116705","0","17"
"4846","","270","191837","0","10"
"4847","","269","157411","0","18"
"4850","","270","115450","0","11"
"4851","","103","22568","0","16"
"4853","","104","22842","0","12"
"4855","","103","5215","0","17"
"4857","","103","106898","0","18"
"4858","","104","106898","0","13"
"4859","","103","106832","0","19"
"4861","","103","159286","0","20"
"4864","","104","192081","0","14"
"4872","","73","23920","0","13"
"4879","","260","193315","0","10"
"4881","","259","3408","0","15"
"4882","","259","2823","0","16"
"4883","","259","8679","0","17"
"4891","","266","104316","0","5"
"4897","","253","193455","0","12"
"4898","","253","185789","0","13"
"4903","","254","193468","0","10"
"4909","","253","193530","0","14"
"4911","","267","193541","0","9"
"4914","","263","193786","0","16"
"4915","","263","193796","0","17"
"4923","","263","60103","0","18"
"4925","","262","57994","0","17"
"4926","","102","194153","0","11"
"4929","","102","194223","0","12"
"4930","","252","48792","0","14"
"4937","","256","194509","0","16"
"4939","","266","108415","0","6"
"4942","","63","190319","0","12"
"4946","","258","194248","0","15"
"4947","","250","195182","0","11"
"4948","","252","47541","0","15"
"4950","","263","195255","0","19"
"4951","","63","195283","0","13"
"4952","","250","195292","0","12"
"4953","","261","195452","0","8"
"4954","","259","36554","0","18"
"4955","","260","1776","0","11"
"4958","","261","1725","0","9"
"4959","","261","1833","0","10"
"4960","","261","921","0","11"
"4961","","261","6770","0","12"
"4962","","261","1784","0","13"
"4963","","261","1856","0","14"
"4964","","259","1725","0","19"
"4965","","259","1833","0","20"
"4966","","259","921","0","21"
"4967","","259","6770","0","22"
"4968","","259","1784","0","23"
"4969","","259","1856","0","24"
"4974","","263","187874","0","20"
"4977","","251","195621","0","14"
"4978","","255","195645","0","7"
"4979","","62","195676","0","21"
"4980","","73","2565","0","14"
"4982","","250","195740","0","13"
"4983","","263","190899","0","21"
"4984","","263","195771","0","22"
"4986","","262","168534","0","18"
"4991","","256","8122","0","17"
"4992","","264","421","0","16"
"4994","","258","8122","0","16"
"4995","","258","17","0","17"
"4996","","105","22812","0","15"
"4997","","65","26573","0","18"
"4998","","251","196770","0","15"
"4999","","581","189110","195072","5"
"5000","","257","132157","0","19"
"5001","","261","196819","0","15"
"5002","","260","2098","0","12"
"5003","","263","196834","0","23"
"5004","","260","1784","0","13"
"5005","","262","196840","0","19"
"5007","","102","29166","0","13"
"5013","","261","196912","0","16"
"5014","","260","921","0","14"
"5015","","260","1725","0","15"
"5018","","105","145108","0","16"
"5019","","252","197147","0","16"
"5020","","270","107428","0","12"
"5021","","270","101546","0","13"
"5022","","102","78674","0","14"
"5023","","102","93402","0","15"
"5024","","104","5215","0","15"
"5025","","102","5215","0","16"
"5026","","105","5215","0","17"
"5027","","261","121471","0","17"
"5029","","105","5176","0","18"
"5031","","104","99","0","16"
"5032","","105","102793","0","19"
"5033","","103","131768","0","21"
"5034","","102","197524","0","17"
"5035","","105","93402","0","20"
"5038","","103","197692","0","22"
"5039","","261","197835","0","18"
"5043","","102","197911","0","18"
"5044","","262","198067","0","20"
"5045","","262","198103","0","8"
"5046","","73","198304","100","15"
"5048","","70","853","0","12"
"5053","","253","109304","0","15"
"5054","","255","109304","0","8"
"5056","","72","190411","0","16"
"5057","","260","1856","0","16"
"5058","","260","199736","0","17"
"5061","","260","199754","0","18"
"5063","","260","199804","0","19"
"5064","","65","853","0","19"
"5072","","66","853","0","23"
"5138","","263","201845","0","24"
"5139","","263","33757","0","25"
"5142","","70","184662","0","13"
"5145","","264","8004","0","17"
"5164","","581","203513","0","6"
"5166","","581","203782","0","7"
"5169","","581","203720","198793","8"
"5172","","581","204021","179057","3"
"5173","","257","2061","0","20"
"5174","","581","204157","185123","10"
"5176","","577","178940","0","0"
"5178","","581","202137","0","9"
"5180","","581","204596","188499","11"
"5189","","63","31661","0","14"
"5190","","64","120","0","13"
"5191","","268","205523","100784","15"
"5194","","70","203528","0","14"
"5195","","70","203538","0","15"
"5229","","264","57994","0","18"
"5230","","73","34428","0","16"
"5231","","62","110959","66","14"
"5232","","63","66","0","15"
"5233","","64","66","0","14"
"5234","","258","1706","0","18"
"5235","","261","36554","0","19"
"5242","","262","16164","0","21"
"5247","","581","207197","0","12"
"5251","","250","108199","0","14"
"5255","","105","29166","0","21"
"5256","","251","81229","0","16"
"5257","","252","51462","0","17"
"5261","","256","45243","0","18"
"5262","","581","204254","0","13"
"5269","","253","781","0","16"
"5270","","254","781","0","12"
"5276","","72","209694","0","17"
"5277","","269","116694","0","19"
"5278","","268","116694","0","16"
"5279","","270","116670","0","15"
"5280","","70","203539","0","16"
"5281","","266","686","0","7"
"5285","","103","106951","0","23"
"5286","","104","210706","0","17"
"5288","","264","403","0","19"
"5291","","264","51505","0","20"
"5292","","264","77756","0","21"
"5294","","256","212036","0","19"
"5295","","257","212036","0","21"
"5296","","105","212040","0","22"
"5297","","264","212048","0","22"
"5298","","270","212051","0","16"
"5299","","65","212056","0","20"
"5300","","261","185313","0","20"
"5301","","261","2094","0","21"
"5305","","261","212283","0","22"
"5306","","260","2094","0","20"
"5307","","577","212612","0","1"
"5308","","581","212613","0","14"
"5320","","66","213644","0","24"
"5321","","70","213644","0","17"
"5322","","258","213634","0","19"
"5323","","102","2782","0","19"
"5324","","103","2782","0","24"
"5325","","104","2782","0","18"
"5326","","262","51886","0","22"
"5327","","263","51886","0","26"
"5328","","103","213764","0","25"
"5329","","104","213764","0","19"
"5330","","104","106832","0","20"
"5331","","260","1833","0","21"
"5332","","260","193316","0","22"
"5337","","66","19750","0","25"
"5338","","260","6770","0","23"
"5349","","66","31884","0","26"
"5350","","71","5246","0","13"
"5351","","72","5246","0","18"
"5352","","73","18499","0","17"
"5353","","268","216519","0","17"
"5354","","265","172","0","6"
"5355","","259","5277","0","25"
"5356","","261","5277","0","23"
"5357","","259","408","0","26"
"5358","","261","408","0","24"
"5359","","268","218164","0","18"
"5361","","269","218164","0","20"
"5366","","65","219562","0","21"
"5367","","262","8004","0","23"
"5368","","269","220357","0","21"
"5369","","577","185164","0","2"
"5370","","581","203747","0","15"
"5376","","268","220657","0","19"
"5377","","269","220657","0","22"
"5378","","262","220674","0","24"
"5379","","263","220674","0","27"
"5389","","253","220568","0","17"
"5391","","261","58423","0","25"
"5392","","250","206930","0","15"
"5393","","250","221562","0","16"
"5397","","73","5301","0","18"
"5401","","268","115072","0","20"
"5403","","577","178976","0","3"
"5404","","581","226359","0","16"
"5405","","71","118038","0","14"
"5419","","581","207684","0","18"
"5433","","71","227847","0","15"
"5434","","258","228260","0","20"
"5435","","258","228266","0","21"
"5436","","258","228264","0","22"
"5438","","64","44614","0","15"
"5439","","581","228477","162794","17"
"5449","","103","228545","0","26"
"5458","","102","231021","0","21"
"5460","","105","231040","0","24"
"5461","","102","231042","0","22"
"5463","","102","231050","0","24"
"5464","","105","231050","0","25"
"5465","","103","231052","0","27"
"5466","","103","231055","0","28"
"5470","","103","231056","0","29"
"5471","","103","231057","0","30"
"5476","","103","231063","0","31"
"5477","","104","231064","0","21"
"5478","","104","231065","0","22"
"5479","","104","231070","0","23"
"5480","","577","196718","0","4"
"5486","","105","159456","0","27"
"5487","","104","159456","0","24"
"5488","","103","159456","0","32"
"5489","","102","159456","0","25"
"5490","","253","231548","0","18"
"5491","","253","231546","0","19"
"5492","","253","231549","0","20"
"5497","","254","231549","0","13"
"5498","","254","231554","0","14"
"5499","","267","686","0","10"
"5501","","255","231550","0","9"
"5502","","255","231546","0","10"
"5503","","62","231564","0","15"
"5504","","62","231565","0","16"
"5505","","62","66","0","17"
"5506","","63","231567","0","16"
"5507","","63","231568","0","17"
"5508","","64","231584","0","16"
"5509","","64","231582","0","17"
"5510","","64","231596","0","18"
"5511","","64","231598","0","19"
"5512","","268","231602","0","21"
"5513","","270","231605","0","17"
"5515","","269","231602","0","23"
"5516","","269","231627","0","24"
"5517","","270","231633","0","19"
"5519","","65","231642","0","22"
"5521","","66","231665","0","27"
"5522","","70","231667","0","18"
"5524","","70","231661","0","19"
"5526","","257","231687","0","22"
"5527","","258","231688","0","23"
"5529","","259","231691","0","27"
"5530","","259","1752","0","28"
"5532","","259","196819","0","30"
"5533","","259","231719","0","31"
"5534","","261","231691","0","26"
"5535","","261","231716","0","27"
"5536","","261","231718","0","28"
"5537","","260","231691","0","24"
"5539","","262","231722","0","25"
"5540","","263","231723","0","28"
"5541","","264","231780","0","23"
"5542","","264","231785","0","24"
"5543","","269","231788","0","25"
"5544","","265","231791","0","7"
"5545","","265","231799","0","8"
"5546","","265","231792","0","9"
"5547","","265","231811","0","10"
"5548","","266","231811","0","8"
"5550","","267","231793","0","11"
"5552","","267","231811","0","12"
"5553","","72","231842","0","19"
"5555","","72","231827","0","20"
"5558","","73","231834","0","19"
"5559","","73","231847","0","20"
"5560","","270","231876","0","20"
"5561","","254","231551","0","15"
"5562","","64","108853","0","20"
"5564","","254","109304","0","16"
"5565","","254","231546","0","17"
"5569","","256","2061","0","20"
"5570","","258","2061","0","24"
"5571","","264","231725","0","25"
"5572","","63","231630","0","18"
"5573","","262","232643","0","26"
"5574","","265","232670","0","11"
"5575","","103","231283","0","33"
"5576","","258","232698","0","25"
"5580","","66","229976","0","28"
"5584","","65","231667","0","23"
"5585","","266","234153","0","9"
"5586","","267","234153","0","13"
"5597","","250","48792","0","17"
"5598","","253","187698","0","21"
"5599","","253","187650","0","22"
"5600","","254","187650","0","18"
"5601","","254","187698","0","19"
"5604","","264","231721","0","26"
"5605","","257","19236","0","23"
"5606","","63","86949","0","19"
"5607","","64","235219","0","21"
"5608","","63","235313","0","20"
"5609","","64","11426","0","22"
"5610","","62","235450","0","18"
"5623","","62","205025","0","19"
"5624","","64","236662","0","23"
"5625","","260","235484","0","25"
"5626","","259","2094","0","32"
"5633","","577","162243","0","5"
"5675","","577","162697","0","6"
"5676","","581","162700","0","19"
"5679","","581","203783","0","20"
"5685","","258","162699","0","26"
"5689","","268","245013","0","22"
"5691","","260","79096","0","26"
"5696","","261","245751","0","30"
"5703","","256","231682","0","21"
"5745","","102","228545","0","26"
"5746","","104","228545","0","25"
"5759","","260","195457","0","27"
"5760","","73","97462","0","21"
"5767","","577","257191","0","8"
"5768","","581","257191","0","21"
"5773","","253","257191","0","23"
"5774","","254","257191","0","20"
"5776","","62","257190","0","20"
"5777","","63","257190","0","21"
"5778","","64","257190","0","24"
"5779","","268","257191","0","23"
"5782","","269","257191","0","26"
"5783","","262","257190","0","27"
"5784","","263","257191","0","29"
"5785","","264","257190","0","27"
"5786","","253","217200","0","24"
"5798","","254","257044","0","21"
"5799","","254","257620","0","22"
"5803","","254","56641","0","23"
"5805","","254","257621","0","24"
"5808","","254","155228","0","25"
"5811","","255","259489","0","11"
"5812","","255","259495","0","12"
"5813","","255","259491","0","13"
"5815","","255","781","0","14"
"5821","","269","119381","0","27"
"5823","","258","73325","0","27"
"5828","","269","261916","0","28"
"5829","","269","261917","0","29"
"5830","","71","262111","262304","16"
"5831","","71","260708","0","17"
"5834","","71","7384","0","18"
"5835","","71","262304","0","19"
"5838","","253","262837","0","25"
"5839","","253","262838","0","26"
"5841","","255","262839","0","15"
"5844","","270","262840","0","21"
"5845","","269","262840","0","30"
"5847","","256","262861","0","22"
"5848","","257","262861","0","24"
"5852","","255","263135","0","16"
"5855","","255","263186","0","17"
"5856","","258","48045","0","28"
"5857","","581","195761","0","22"
"5858","","577","197125","0","7"
"5859","","258","190719","0","29"
"5860","","265","234153","0","12"
"5861","","267","1122","0","14"
"5862","","265","30283","0","13"
"5863","","267","30283","0","15"
"5864","","266","30283","0","10"
"5865","","270","119381","0","22"
"5866","","268","119381","0","24"
"5867","","79","264656","0","5"
"5868","","74","264663","0","0"
"5869","","81","264662","0","6"
"5870","","74","264667","0","1"
"5872","","79","53271","0","6"
"5873","","536","53271","0","8"
"5874","","536","264656","0","9"
"5875","","537","264662","0","9"
"5877","","535","264663","0","8"
"5878","","535","264667","0","9"
"5879","","81","264735","0","7"
"5880","","537","264735","0","10"
"5881","","255","34477","0","18"
"5882","","257","8122","0","25"
"5883","","257","64901","0","26"
"5888","","270","243435","0","23"
"5889","","255","266779","0","19"
"5891","","266","264178","0","11"
"5892","","266","267102","0","12"
"5893","","266","265187","0","13"
"5895","","267","196406","0","16"
"5896","","255","186289","0","20"
"5897","","70","267316","0","20"
"5898","","71","231830","0","20"
"5899","","266","196277","0","14"
"5903","","254","260240","0","26"
"5904","","104","270100","0","26"
"5906","","255","19577","0","21"
"5907","","253","19577","0","27"
"5911","","269","271232","0","31"
"5912","","256","19236","0","23"
"5913","","256","271534","0","24"
"5917","","65","272906","0","24"
"5918","","65","31884","0","25"
"5919","","104","273048","0","27"
"5920","","256","132157","0","25"
"5921","","270","115175","0","24"
"5922","","102","2908","0","27"
"5923","","103","2908","0","34"
"5924","","105","2908","0","28"
"5925","","270","274586","0","25"
"5926","","268","116670","0","25"
"5927","","269","116670","0","32"
"5931","","256","198068","0","26"
"5932","","65","200327","0","26"
"5933","","73","107574","0","22"
"5934","","73","46968","0","23"
"5935","","73","5246","0","24"
"5936","","255","231549","0","22"
"5937","","65","275773","0","27"
"5938","","66","275779","0","29"
"5939","","70","20271","0","21"
"5940","","65","231644","0","28"
"5942","","70","231663","0","22"
"5943","","66","231657","0","30"
"5944","","252","275699","0","18"
"6044","","261","277950","0","31"
"6045","","251","278223","0","17"
"6046","","252","278223","0","19"
"6047","","73","190456","0","25"
"6050","","577","278386","0","9"
"6051","","265","205180","0","14"
"6052","","263","198103","0","30"
"6053","","264","198103","0","28"
"6054","","71","279423","0","21"
"6055","","102","279619","0","28"
"6056","","102","279708","0","29"
"6057","","260","279876","0","28"
"6058","","259","279877","0","33"
"6062","","72","34428","0","21"
"6063","","262","280609","0","28"
"6064","","257","2096","0","27"
"6065","","255","187708","0","23"
"6066","","251","51271","0","18"
"6067","","70","267344","0","23"
"6068","","270","281231","0","26"
"6069","","581","281242","255260","23"
"6070","","535","264656","0","11"
"6071","","535","264662","0","12"
"6072","","536","264662","0","10"
"6073","","536","264663","0","11"
"6074","","537","264663","0","11"
"6075","","537","264656","0","12"
"6077","","262","231721","0","29"
"6078","","577","281854","0","10"
"6079","","104","2908","0","28"
"6084","","267","157903","0","17"
"6085","","257","285485","0","28"
"6086","","254","288613","0","27"
"6087","","258","45243","0","30"
"6088","","104","288826","0","29"
"6091","","258","280752","0","31"
"6092","","65","289941","0","29"
"6093","","255","294029","0","24"
"6096","","104","300346","0","30"
"6097","","103","300349","0","35"
"6098","","104","301768","0","31"
