Id,SourceText,ItemId,LegacyUpgradedItemId,StaticUpgradedItemId,SourceTypeEnum,Flags,LegacyItemId,UpgradeItemId0,UpgradeItemId1,UpgradeItemId2,UpgradeItemId3
"689","|cFFFFD200World Event:|r Stranglethorn Fishing Tournament|n","122529","50255","0","6","0","0","122338","122340","151614","167731"
"690","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers|n","122384","93860","0","2","0","48691","122338","122340","151614","167731"
"691","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122382","93865","0","2","0","48687","122338","122340","151614","167731"
"692","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122383","93863","0","2","0","48689","122338","122340","151614","167731"
"693","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122380","93885","0","2","0","48683","122338","122340","151614","167731"
"694","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122381","93891","0","2","0","48685","122338","122340","151614","167731"
"695","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122386","93846","0","2","0","48718","122339","122341","151615","167732"
"696","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122385","93847","0","2","0","48716","122339","122341","151615","167732"
"697","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers|n","122379","93888","0","2","0","48677","122338","122340","151614","167731"
"698","|cFFFFD200Vendor: |rGuild Vendors - Capital Cities|n","122261","62039","0","2","0","0","122338","122340","151614","167731"
"699","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities|n|n","122262","62040","0","2","0","0","122338","122340","151614","167731"
"700","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122260","62038","0","2","0","0","122338","122340","151614","167731"
"701","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122255","62027","0","2","0","0","122338","122340","151614","167731"
"702","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122251","62023","0","2","0","0","122338","122340","151614","167731"
"703","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122252","62024","0","2","0","0","122338","122340","151614","167731"
"704","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122253","62025","0","2","0","0","122338","122340","151614","167731"
"705","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122254","62026","0","2","0","0","122338","122340","151614","167731"
"706","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122245","61931","0","2","0","0","122338","122340","151614","167731"
"707","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122256","62029","0","2","0","0","122338","122340","151614","167731"
"708","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities|n","122249","61942","0","2","0","0","122338","122340","151614","167731"
"709","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122250","61958","0","2","0","0","122338","122340","151614","167731"
"710","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122248","61937","0","2","0","0","122338","122340","151614","167731"
"711","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities|n","122246","61935","0","2","0","0","122338","122340","151614","167731"
"712","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities|n","122247","61936","0","2","0","0","122338","122340","151614","167731"
"713","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122263","69887","0","2","0","0","122338","122340","151614","167731"
"714","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122264","69888","0","2","0","0","122338","122340","151614","167731"
"715","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122387","93892","0","2","0","69889","122338","122340","151614","167731"
"716","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122388","93893","0","2","0","69890","122338","122340","151614","167731"
"717","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122389","93845","0","2","0","69893","122339","122341","151615","167732"
"718","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","122266","69892","0","2","0","0","122338","122340","151614","167731"
"719","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122392","0","0","2","0","93903","122338","122340","151614","167731"
"720","|cFFFFD200Vendor: |rPaul North|n|cFFFFD200Zone: |rBrawl'gar Arena","122396","93858","0","2","0","92948","122339","122341","151615","167732"
"721","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122390","0","0","2","0","93904","122338","122340","151614","167731"
"722","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122530","93900","0","2","2","0","122338","122340","151614","167731"
"723","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122391","0","0","2","0","93902","122338","122340","151614","167731"
"724","","104399","0","105683","0","1","0","151615","167732","0","0"
"725","","104400","0","105684","0","1","0","151615","167732","0","0"
"726","","104401","0","105691","0","1","0","151615","167732","0","0"
"727","","104402","0","105688","0","1","0","151615","167732","0","0"
"728","","104403","0","105686","0","1","0","151615","167732","0","0"
"729","","104404","0","105685","0","1","0","151615","167732","0","0"
"730","","104405","0","105692","0","1","0","151615","167732","0","0"
"731","","104406","0","105690","0","1","0","151615","167732","0","0"
"732","","104407","0","105693","0","1","0","151614","167731","0","0"
"733","","104408","0","105689","0","1","0","151614","167731","0","0"
"734","","104409","0","105687","0","1","0","151614","167731","0","0"
"735","","105670","0","104399","0","1","0","151615","167732","0","0"
"736","","105671","0","104400","0","1","0","151615","167732","0","0"
"737","","105672","0","104404","0","1","0","151615","167732","0","0"
"738","","105673","0","104403","0","1","0","151615","167732","0","0"
"739","","105674","0","104409","0","1","0","151614","167731","0","0"
"740","","105675","0","104402","0","1","0","151615","167732","0","0"
"741","","105676","0","104408","0","1","0","151614","167731","0","0"
"742","","105677","0","104406","0","1","0","151615","167732","0","0"
"743","","105678","0","104401","0","1","0","151615","167732","0","0"
"744","","105679","0","104405","0","1","0","151615","167732","0","0"
"745","","105680","0","104407","0","1","0","151614","167731","0","0"
"746","","105683","0","0","0","1","0","151615","167732","0","0"
"747","","105684","0","0","0","1","0","151615","167732","0","0"
"748","","105685","0","0","0","1","0","151615","167732","0","0"
"749","","105686","0","0","0","1","0","151615","167732","0","0"
"750","","105687","0","0","0","1","0","151614","167731","0","0"
"751","","105688","0","0","0","1","0","151615","167732","0","0"
"752","","105689","0","0","0","1","0","151614","167731","0","0"
"753","","105690","0","0","0","1","0","151615","167732","0","0"
"754","","105691","0","0","0","1","0","151615","167732","0","0"
"755","","105692","0","0","0","1","0","151615","167732","0","0"
"756","","105693","0","0","0","1","0","151614","167731","0","0"
"770","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122668","0","0","2","0","0","122338","122340","151614","167731"
"771","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122667","0","0","2","0","0","122338","122340","151614","167731"
"772","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122666","0","0","2","0","0","122338","122340","151614","167731"
"773","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122664","0","0","2","0","0","122338","122340","151614","167731"
"774","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122663","0","0","2","0","0","122338","122340","151614","167731"
"775","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","122662","0","0","2","0","0","122338","122340","151614","167731"
"776","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","127010","0","0","2","0","0","122338","122340","151614","167731"
"777","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities|n","127011","0","0","2","0","0","122338","122340","151614","167731"
"778","|cFFFFD200Vendor:|r Guild Vendors - Capital Cities","127012","0","0","2","0","0","122338","122340","151614","167731"
"779","|cFFFFD200World Event:|r Gurubashi Arena|n","126948","0","0","6","0","0","151614","167731","0","0"
"780","|cFFFFD200World Event:|r Darkmoon Deathmatch|n","126949","0","0","6","0","0","151614","167731","0","0"
"781","|cFFFFD200Ghostly Naval Mission:|r The House Always Wins|n","128173","93889","0","0","0","44102","122338","122340","151614","167731"
"782","|cFFFFD200Ghostly Naval Mission:|r The Wave Mistress|n","128169","93889","0","0","0","44102","122338","122340","151614","167731"
"783","|cFFFFD200Ghostly Naval Mission:|r For Hate's Sake","128172","93889","0","0","0","44102","122338","122340","151614","167731"
"784","|cFFFFD200Garrison Mission:|r The Consuming Void|n","128318","0","0","0","0","42992","151614","167731","0","0"
"785","|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n","133585","0","0","0","1","0","167731","0","0","0"
"786","|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n","133595","0","0","0","1","0","167731","0","0","0"
"787","|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n","133596","0","0","0","1","0","167731","0","0","0"
"788","|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n","133597","0","0","0","1","0","167731","0","0","0"
"789","|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n","133598","0","0","0","1","0","167731","0","0","0"
"790","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r650|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r650|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","140773","0","0","2","0","0","122339","122341","151615","167732"
"792","|cFFFFD200Profession: |rArchaeology|n|cFFFFD200Quest: |rNeltharion's Lair: Misdirected|n|cFFFFD200Zone: |rHighmountain","131733","0","0","0","0","0","151615","167732","0","0"
"793","|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers","151377","93843","0","2","1","42943","151378","151379","151385","0"
"797","|cFFFFD200Class Hall Mission:|r Assault on Felfire Armory","153130","0","0","0","0","0","122338","122340","151614","167731"
"901","|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r75|Hcurrency:1716|h|TInterface\ICONS\UI_Horde_HonorboundMedal.BLP:0|t|h","166752","0","0","2","0","0","122338","122340","151614","167731"
"902","|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r75|Hcurrency:1717|h|TInterface\ICONS\UI_Alliance_7LegionMedal.BLP:0|t|h","166770","0","0","2","0","0","122338","122340","151614","167731"
"903","|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r75|Hcurrency:1717|h|TInterface\ICONS\UI_Alliance_7LegionMedal.BLP:0|t|h","166766","0","0","2","0","0","122338","122340","151614","167731"
"904","|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r75|Hcurrency:1716|h|TInterface\ICONS\UI_Horde_HonorboundMedal.BLP:0|t|h","166756","0","0","2","0","0","122338","122340","151614","167731"
"905","|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r75|Hcurrency:1716|h|TInterface\ICONS\UI_Horde_HonorboundMedal.BLP:0|t|h","166755","0","0","2","0","0","122338","122340","151614","167731"
"906","|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r75|Hcurrency:1717|h|TInterface\ICONS\UI_Alliance_7LegionMedal.BLP:0|t|h","166767","0","0","2","0","0","122338","122340","151614","167731"
"907","|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r75|Hcurrency:1716|h|TInterface\ICONS\UI_Horde_HonorboundMedal.BLP:0|t|h","166753","0","0","2","0","0","122338","122340","151614","167731"
"908","|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r75|Hcurrency:1717|h|TInterface\ICONS\UI_Alliance_7LegionMedal.BLP:0|t|h","166769","0","0","2","0","0","122338","122340","151614","167731"
"909","|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r75|Hcurrency:1716|h|TInterface\ICONS\UI_Horde_HonorboundMedal.BLP:0|t|h","166754","0","0","2","0","0","122338","122340","151614","167731"
"910","|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r75|Hcurrency:1717|h|TInterface\ICONS\UI_Alliance_7LegionMedal.BLP:0|t|h","166768","0","0","2","0","0","122338","122340","151614","167731"
