Id,FullName,ShortName,GroupFinderCategoryId,OrderIndex,GroupFinderActivityGrpId,MinLevel,MaxLevelSuggestion,Flags,MinGearLevelSuggestion,MapId,DifficultyId,AreaId,MaxPlayers,DisplayType
"60","Zul'Farrak (Normal)","Zul'Farrak","2","0","0","44","54","98","0","209","1","0","5","1"
"61","Maraudon (Normal)","Maraudon","2","0","0","30","44","98","0","349","1","0","5","1"
"62","Sunken Temple (Normal)","Sunken Temple","2","0","0","50","60","98","0","109","1","0","5","1"
"63","Blackrock Depths (Normal)","Blackrock Depths","2","0","0","47","61","98","0","230","1","0","5","1"
"64","Lower Blackrock Spire (Normal)","Lower Blackrock Spire","2","0","0","55","65","98","0","229","1","0","5","1"
"65","Dire Maul (Normal)","Dire Maul","2","0","0","36","52","98","0","429","1","0","5","1"
"66","Stratholme (Normal)","Stratholme","2","0","0","42","56","98","0","329","1","0","5","1"
"67","Hellfire Ramparts (Normal)","Normal","2","0","20","58","67","98","0","543","1","0","5","1"
"68","Blood Furnace (Normal)","Normal","2","0","21","59","68","98","0","542","1","0","5","1"
"69","Shattered Halls (Normal)","Normal","2","0","22","67","75","98","0","540","1","0","5","1"
"70","Slave Pens (Normal)","Normal","2","0","23","60","69","98","0","547","1","0","5","1"
"71","Underbog (Normal)","Normal","2","0","24","61","70","98","0","546","1","0","5","1"
"72","The Steamvault (Normal)","Normal","2","0","25","67","75","98","0","545","1","0","5","1"
"73","Mana-Tombs (Normal)","Normal","2","0","26","62","71","98","0","557","1","0","5","1"
"74","Auchenai Crypts (Normal)","Normal","2","0","27","63","72","98","0","558","1","0","5","1"
"75","Sethekk Halls (Normal)","Normal","2","0","28","65","73","98","0","556","1","0","5","1"
"76","Shadow Labyrinth (Normal)","Normal","2","0","29","67","75","98","0","555","1","0","5","1"
"77","Scarlet Halls (Normal)","Normal","2","0","30","26","36","98","0","1001","1","0","5","1"
"78","Scarlet Monastery (Normal)","Normal","2","0","31","28","38","98","0","1004","1","0","5","1"
"79","The Escape from Durnholde (Normal)","Normal","2","0","32","64","73","98","0","560","1","0","5","1"
"80","Opening of the Dark Portal (Normal)","Normal","2","0","33","68","75","98","0","269","1","0","5","1"
"81","The Mechanar (Normal)","Normal","2","0","34","68","75","98","0","554","1","0","5","1"
"82","The Botanica (Normal)","Normal","2","0","35","67","75","98","0","553","1","0","5","1"
"83","The Arcatraz (Normal)","Normal","2","0","36","68","75","98","0","552","1","0","5","1"
"84","Auchenai Crypts (Heroic)","Heroic","2","0","27","70","75","98","0","558","2","0","5","1"
"85","Mana-Tombs (Heroic)","Heroic","2","0","26","70","75","98","0","557","2","0","5","1"
"86","Sethekk Halls (Heroic)","Heroic","2","0","28","70","75","98","0","556","2","0","5","1"
"87","Shadow Labyrinth (Heroic)","Heroic","2","0","29","70","75","98","0","555","2","0","5","1"
"88","Opening of the Dark Portal (Heroic)","Heroic","2","0","33","70","75","98","0","269","2","0","5","1"
"89","The Escape from Durnholde (Heroic)","Heroic","2","0","32","70","75","98","0","560","2","0","5","1"
"90","Slave Pens (Heroic)","Heroic","2","0","23","70","75","98","0","547","2","0","5","1"
"91","The Steamvault (Heroic)","Heroic","2","0","25","70","75","98","0","545","2","0","5","1"
"92","Underbog (Heroic)","Heroic","2","0","24","70","75","98","0","546","2","0","5","1"
"93","Blood Furnace (Heroic)","Heroic","2","0","21","70","75","98","0","542","2","0","5","1"
"94","Hellfire Ramparts (Heroic)","Heroic","2","0","20","70","75","98","0","543","2","0","5","1"
"95","Shattered Halls (Heroic)","Heroic","2","0","22","70","75","98","0","540","2","0","5","1"
"96","The Arcatraz (Heroic)","Heroic","2","0","36","70","75","98","0","552","2","0","5","1"
"97","The Botanica (Heroic)","Heroic","2","0","35","70","75","98","0","553","2","0","5","1"
"98","The Mechanar (Heroic)","Heroic","2","0","34","70","75","98","0","554","2","0","5","1"
"99","Magisters' Terrace (Normal)","Normal","2","0","37","68","75","98","0","585","1","0","5","1"
"100","Magisters' Terrace (Heroic)","Heroic","2","0","37","70","75","98","0","585","2","0","5","1"
"101","Utgarde Keep (Normal)","Normal","2","0","38","68","78","98","0","574","1","0","5","1"
"102","Utgarde Pinnacle (Normal)","Normal","2","0","39","77","80","98","0","575","1","0","5","1"
"103","Azjol-Nerub (Normal)","Normal","2","0","40","70","80","98","0","601","1","0","5","1"
"104","The Oculus (Normal)","Normal","2","0","41","77","80","98","0","578","1","0","5","1"
"105","Halls of Lightning (Normal)","Normal","2","0","42","77","80","98","0","602","1","0","5","1"
"106","Halls of Stone (Normal)","Normal","2","0","43","75","80","98","0","599","1","0","5","1"
"107","The Culling of Stratholme (Normal)","Normal","2","0","44","78","80","98","0","595","1","0","5","1"
"108","Drak'Tharon Keep (Normal)","Normal","2","0","45","72","80","98","0","600","1","0","5","1"
"109","Gundrak (Normal)","Normal","2","0","46","74","80","98","0","604","1","0","5","1"
"110","Ahn'kahet: The Old Kingdom (Normal)","Normal","2","0","47","71","80","98","0","619","1","0","5","1"
"111","Violet Hold (Normal)","Normal","2","0","48","73","80","98","0","608","1","0","5","1"
"112","The Nexus (Normal)","Normal","2","0","49","69","79","98","0","576","1","0","5","1"
"113","Trial of the Champion (Normal)","Normal","2","0","50","78","80","98","0","650","1","0","5","1"
"114","The Forge of Souls (Normal)","Normal","2","0","51","80","80","98","0","632","1","0","5","1"
"115","Pit of Saron (Normal)","Normal","2","0","52","80","80","98","0","658","1","0","5","1"
"116","Halls of Reflection (Normal)","Normal","2","0","53","80","80","98","0","668","1","0","5","1"
"117","Utgarde Pinnacle (Heroic)","Heroic","2","0","39","80","80","98","0","575","2","0","5","1"
"118","The Culling of Stratholme (Heroic)","Heroic","2","0","44","80","80","98","0","595","2","0","5","1"
"119","The Oculus (Heroic)","Heroic","2","0","41","80","80","98","0","578","2","0","5","1"
"120","Halls of Lightning (Heroic)","Heroic","2","0","42","80","80","98","0","602","2","0","5","1"
"121","Halls of Stone (Heroic)","Heroic","2","0","43","80","80","98","0","599","2","0","5","1"
"122","Drak'Tharon Keep (Heroic)","Heroic","2","0","45","80","80","98","0","600","2","0","5","1"
"123","Gundrak (Heroic)","Heroic","2","0","46","80","80","98","0","604","2","0","5","1"
"124","Ahn'kahet: The Old Kingdom (Heroic)","Heroic","2","0","47","80","80","98","0","619","2","0","5","1"
"125","Violet Hold (Heroic)","Heroic","2","0","48","80","80","98","0","608","2","0","5","1"
"126","The Nexus (Heroic)","Heroic","2","0","49","80","80","98","0","576","2","0","5","1"
"127","Azjol-Nerub (Heroic)","Heroic","2","0","40","80","80","98","0","601","2","0","5","1"
"128","Utgarde Keep (Heroic)","Heroic","2","0","38","80","80","98","0","574","2","0","5","1"
"129","Trial of the Champion (Heroic)","Heroic","2","0","50","80","80","98","0","650","2","0","5","1"
"130","The Forge of Souls (Heroic)","Heroic","2","0","51","80","80","98","0","632","2","0","5","1"
"131","Pit of Saron (Heroic)","Heroic","2","0","52","80","80","98","0","658","2","0","5","1"
"132","Halls of Reflection (Heroic)","Heroic","2","0","53","80","80","98","0","668","2","0","5","1"
"133","Throne of the Tides (Normal)","Normal","2","0","54","80","85","98","0","643","1","0","5","1"
"134","Blackrock Caverns (Normal)","Normal","2","0","55","80","85","98","0","645","1","0","5","1"
"135","Grim Batol (Normal)","Normal","2","0","56","84","85","98","0","670","1","0","5","1"
"136","Halls of Origination (Normal)","Normal","2","0","57","84","85","98","0","644","1","0","5","1"
"137","The Stonecore (Normal)","Normal","2","0","58","81","85","98","0","725","1","0","5","1"
"138","The Vortex Pinnacle (Normal)","Normal","2","0","59","81","85","98","0","657","1","0","5","1"
"139","Lost City of the Tol'vir (Normal)","Normal","2","0","60","84","85","98","0","755","1","0","5","1"
"140","The Vortex Pinnacle (Heroic)","Heroic","2","0","59","85","85","98","0","657","2","0","5","1"
"141","The Stonecore (Heroic)","Heroic","2","0","58","85","85","98","0","725","2","0","5","1"
"142","Halls of Origination (Heroic)","Heroic","2","0","57","85","85","98","0","644","2","0","5","1"
"143","Grim Batol (Heroic)","Heroic","2","0","56","85","85","98","0","670","2","0","5","1"
"144","Blackrock Caverns (Heroic)","Heroic","2","0","55","85","85","98","0","645","2","0","5","1"
"146","Throne of the Tides (Heroic)","Heroic","2","0","54","85","85","98","0","643","2","0","5","1"
"147","Lost City of the Tol'vir (Heroic)","Heroic","2","0","60","85","85","98","0","755","2","0","5","1"
"148","Deadmines (Heroic)","Heroic","2","0","5","85","85","98","0","36","2","0","5","1"
"149","Shadowfang Keep (Heroic)","Heroic","2","0","19","85","85","98","0","33","2","0","5","1"
"150","Zul'Gurub (Heroic)","Zul'Gurub","2","0","0","85","85","98","0","859","2","0","5","1"
"151","Zul'Aman (Heroic)","Zul'Aman","2","0","0","85","85","98","0","568","2","0","5","1"
"152","End Time (Heroic)","End Time","2","0","0","85","85","98","0","938","2","0","5","1"
"153","Well of Eternity (Heroic)","Well of Eternity","2","0","0","85","85","98","0","939","2","0","5","1"
"154","Hour of Twilight (Heroic)","Hour of Twilight","2","0","0","85","85","98","0","940","2","0","5","1"
"155","Temple of the Jade Serpent (Normal)","Normal","2","0","61","85","90","98","0","960","1","0","5","1"
"156","Stormstout Brewery (Normal)","Normal","2","0","62","85","90","98","0","961","1","0","5","1"
"157","Shado-Pan Monastery (Normal)","Normal","2","0","63","87","90","98","0","959","1","0","5","1"
"158","Mogu'shan Palace (Normal)","Normal","2","0","64","87","90","98","0","994","1","0","5","1"
"159","Siege of Niuzao Temple (Normal)","Normal","2","0","65","88","90","98","0","1011","1","0","5","1"
"160","Gate of the Setting Sun (Normal)","Normal","2","0","66","88","90","98","0","962","1","0","5","1"
"163","Temple of the Jade Serpent (Heroic)","Heroic","2","0","61","90","90","98","0","960","2","0","5","1"
"164","Stormstout Brewery (Heroic)","Heroic","2","0","62","90","90","98","0","961","2","0","5","1"
"165","Shado-Pan Monastery (Heroic)","Heroic","2","0","63","90","90","98","0","959","2","0","5","1"
"166","Mogu'shan Palace (Heroic)","Heroic","2","0","64","87","90","98","0","994","2","0","5","1"
"167","Gate of the Setting Sun (Heroic)","Heroic","2","0","66","90","90","98","0","962","2","0","5","1"
"168","Scholomance (Heroic)","Heroic","2","0","18","90","90","98","0","1007","1","0","5","1"
"169","Scarlet Monastery (Heroic)","Heroic","2","0","31","90","90","98","0","1004","2","0","5","1"
"170","Scarlet Halls (Heroic)","Heroic","2","0","30","90","90","98","0","1001","2","0","5","1"
"171","Siege of Niuzao Temple (Heroic)","Heroic","2","0","65","90","90","98","0","1011","2","0","5","1"
"172","Frostfire Ridge","Frostfire Ridge","1","0","68","90","100","258","0","0","0","6720","0","4"
"173","Shadowmoon Valley (Draenor)","Shadowmoon Valley","1","0","68","90","100","258","0","0","0","6719","0","4"
"174","Gorgrond","Gorgrond","1","0","68","92","100","258","0","0","0","6721","0","4"
"175","Talador","Talador","1","0","68","94","100","258","0","0","0","6662","0","4"
"176","Spires of Arak","Spires of Arak","1","0","68","96","100","258","0","0","0","6722","0","4"
"177","Nagrand (Draenor)","Nagrand","1","0","68","98","100","258","0","0","0","6755","0","4"
"179","Bloodmaul Slag Mines (Challenge)","Challenge","2","4","6","100","100","99","0","1175","8","0","5","1"
"180","Iron Docks (Challenge)","Challenge","2","4","7","100","100","99","0","1195","8","0","5","1"
"181","Auchindoun (Challenge)","Challenge","2","4","8","100","100","99","0","1182","8","0","5","1"
"182","Skyreach (Challenge)","Challenge","2","4","9","100","100","99","0","1209","8","0","5","1"
"183","Grimrail Depot (Challenge)","Challenge","2","4","10","100","100","99","0","1208","8","0","5","1"
"184","The Everbloom (Challenge)","Challenge","2","4","11","100","100","99","0","1279","8","0","5","1"
"185","Shadowmoon Burial Grounds (Challenge)","Challenge","2","4","12","100","100","99","0","1176","8","0","5","1"
"186","Upper Blackrock Spire (Challenge)","Challenge","2","4","13","100","100","99","0","1358","8","0","5","1"
"187","New Tinkertown","New Tinkertown","1","0","2","1","5","258","0","0","0","6457","0","4"
"188","Coldridge Valley","Coldridge Valley","1","0","2","1","5","258","0","0","0","6176","0","4"
"189","Northshire","Northshire","1","0","2","1","5","258","0","0","0","6170","0","4"
"190","Gilneas City","Gilneas City","1","0","2","1","5","258","0","0","0","5435","0","4"
"191","Sunstrider Isle","Sunstrider Isle","1","0","2","1","5","258","0","0","0","6455","0","4"
"192","Deathknell","Deathknell","1","0","2","1","5","258","0","0","0","6454","0","4"
"193","Dun Morogh","Dun Morogh","1","0","2","1","10","258","0","0","0","1","0","4"
"194","Tirisfal Glades","Tirisfal Glades","1","0","2","1","10","258","0","0","0","85","0","4"
"195","Eversong Woods","Eversong Woods","1","0","2","1","10","258","0","0","0","3430","0","4"
"196","Elwynn Forest","Elwynn Forest","1","0","2","1","10","258","0","0","0","12","0","4"
"197","Gilneas","Gilneas","1","0","2","1","12","258","0","0","0","4714","0","4"
"198","Loch Modan","Loch Modan","1","0","2","10","20","258","0","0","0","38","0","4"
"199","Ghostlands","Ghostlands","1","0","2","10","20","258","0","0","0","3433","0","4"
"200","Silverpine Forest","Silverpine Forest","1","0","2","10","20","258","0","0","0","130","0","4"
"201","Ruins of Gilneas","Ruins of Gilneas","1","0","2","14","20","258","0","0","0","4706","0","4"
"202","Redridge Mountains","Redridge Mountains","1","0","2","15","20","258","0","0","0","44","0","4"
"203","Wetlands","Wetlands","1","0","2","20","25","258","0","0","0","11","0","4"
"204","Duskwood","Duskwood","1","0","2","20","25","258","0","0","0","10","0","4"
"205","Hillsbrad Foothills","Hillsbrad Foothills","1","0","2","20","25","258","0","0","0","267","0","4"
"206","Arathi Highlands","Arathi Highlands","1","0","2","25","30","258","0","0","0","45","0","4"
"207","Northern Stranglethorn","Northern Stranglethorn","1","0","2","25","30","258","0","0","0","33","0","4"
"208","The Cape of Stranglethorn","The Cape of Stranglethorn","1","0","2","30","35","258","0","0","0","5287","0","4"
"209","The Hinterlands","The Hinterlands","1","0","2","30","35","258","0","0","0","47","0","4"
"210","Stranglethorn Vale","Stranglethorn Vale","1","0","2","30","50","258","0","0","0","5339","0","4"
"211","Western Plaguelands","Western Plaguelands","1","0","2","35","40","258","0","0","0","28","0","4"
"212","Burning Steppes","Burning Steppes","1","0","2","49","52","258","0","0","0","46","0","4"
"213","Searing Gorge","Searing Gorge","1","0","2","47","51","258","0","0","0","51","0","4"
"214","Badlands","Badlands","1","0","2","44","48","258","0","0","0","3","0","4"
"215","Eastern Plaguelands","Eastern Plaguelands","1","0","2","40","45","258","0","0","0","139","0","4"
"217","Twilight Highlands","Twilight Highlands","1","0","2","84","90","258","0","0","0","4922","0","4"
"219","Vashj'ir","Vashj'ir","1","0","2","80","90","258","0","0","0","5146","0","4"
"221","Isle of Quel'Danas","Isle of Quel'Danas","1","0","2","70","70","258","0","0","0","4080","0","4"
"222","Blasted Lands","Blasted Lands","1","0","2","55","60","258","0","0","0","4","0","4"
"223","Plaguelands: The Scarlet Enclave","Plaguelands: The Scarlet Enclave","1","0","2","55","58","258","0","0","0","4298","0","4"
"224","Swamp of Sorrows","Swamp of Sorrows","1","0","2","51","55","258","0","0","0","8","0","4"
"225","Deadwind Pass","Deadwind Pass","1","0","2","50","60","258","0","0","0","41","0","4"
"226","Blackrock Mountain","Blackrock Mountain","1","0","2","50","60","258","0","0","0","1445","0","4"
"227","Shadowglen","Shadowglen","1","0","3","1","5","258","0","0","0","6450","0","4"
"228","Ammen Vale","Ammen Vale","1","0","3","1","5","258","0","0","0","6456","0","4"
"229","Valley of Trials","Valley of Trials","1","0","3","1","5","258","0","0","0","6451","0","4"
"230","Echo Isles","Echo Isles","1","0","3","1","5","258","0","0","0","6453","0","4"
"231","Camp Narache","Camp Narache","1","0","3","1","5","258","0","0","0","6452","0","4"
"232","Azuremyst Isle","Azuremyst Isle","1","0","3","1","10","258","0","0","0","3524","0","4"
"234","Mulgore","Mulgore","1","0","3","1","10","258","0","0","0","215","0","4"
"235","Durotar","Durotar","1","0","3","1","10","258","0","0","0","14","0","4"
"236","Darkshore","Darkshore","1","0","3","10","20","258","0","0","0","148","0","4"
"237","Bloodmyst Isle","Bloodmyst Isle","1","0","3","10","20","258","0","0","0","3525","0","4"
"238","Northern Barrens","Northern Barrens","1","0","3","10","20","258","0","0","0","17","0","4"
"239","Tanaris","Tanaris","1","0","3","45","50","258","0","0","0","440","0","4"
"240","Thousand Needles","Thousand Needles","1","0","3","40","45","258","0","0","0","400","0","4"
"241","Feralas","Feralas","1","0","3","35","40","258","0","0","0","357","0","4"
"242","Dustwallow Marsh","Dustwallow Marsh","1","0","3","35","40","258","0","0","0","6463","0","4"
"243","Desolace","Desolace","1","0","3","30","40","258","0","0","0","405","0","4"
"244","Southern Barrens","Southern Barrens","1","0","3","30","35","258","0","0","0","4709","0","4"
"245","Stonetalon Mountains","Stonetalon Mountains","1","0","3","25","30","258","0","0","0","406","0","4"
"246","Ashenvale","Ashenvale","1","0","3","20","25","258","0","0","0","331","0","4"
"247","Moonglade","Moonglade","1","0","3","15","15","258","0","0","0","493","0","4"
"248","Azshara","Azshara","1","0","3","10","20","258","0","0","0","16","0","4"
"249","Molten Front","Molten Front","1","0","3","85","85","258","0","0","0","5733","0","4"
"250","Uldum","Uldum","1","0","3","83","90","258","0","0","0","5034","0","4"
"251","Mount Hyjal","Mount Hyjal","1","0","3","80","90","258","0","0","0","616","0","4"
"252","Silithus","Silithus","1","0","3","55","60","258","0","0","0","1377","0","4"
"253","Winterspring","Winterspring","1","0","3","50","55","258","0","0","0","618","0","4"
"254","Un'Goro Crater","Un'Goro Crater","1","0","3","50","55","258","0","0","0","490","0","4"
"255","Felwood","Felwood","1","0","3","45","50","258","0","0","0","361","0","4"
"256","Hellfire Peninsula","Hellfire Peninsula","1","0","69","58","80","258","0","0","0","3483","0","4"
"257","Zangarmarsh","Zangarmarsh","1","0","69","60","80","258","0","0","0","3521","0","4"
"258","Terokkar Forest","Terokkar Forest","1","0","69","62","80","258","0","0","0","3519","0","4"
"259","Nagrand","Nagrand","1","0","69","64","80","258","0","0","0","3518","0","4"
"260","Blade's Edge Mountains","Blade's Edge Mountains","1","0","69","65","80","258","0","0","0","3522","0","4"
"261","Netherstorm","Netherstorm","1","0","69","67","80","258","0","0","0","3523","0","4"
"262","Shadowmoon Valley","Shadowmoon Valley","1","0","69","67","80","258","0","0","0","3520","0","4"
"263","Borean Tundra","Borean Tundra","1","0","70","58","80","258","0","0","0","3537","0","4"
"264","Howling Fjord","Howling Fjord","1","0","70","58","80","258","0","0","0","495","0","4"
"265","Dragonblight","Dragonblight","1","0","70","61","80","258","0","0","0","65","0","4"
"266","Grizzly Hills","Grizzly Hills","1","0","70","63","80","258","0","0","0","394","0","4"
"267","Sholazar Basin","Sholazar Basin","1","0","70","66","80","258","0","0","0","3711","0","4"
"268","Zul'Drak","Zul'Drak","1","0","70","64","80","258","0","0","0","66","0","4"
"269","Icecrown","Icecrown","1","0","70","67","80","258","0","0","0","210","0","4"
"270","The Storm Peaks","The Storm Peaks","1","0","70","67","80","258","0","0","0","67","0","4"
"271","Hrothgar's Landing","Hrothgar's Landing","1","0","70","77","80","258","0","0","0","4742","0","4"
"272","Crystalsong Forest","Crystalsong Forest","1","0","70","67","80","258","0","0","0","2817","0","4"
"273","Wintergrasp","Wintergrasp","1","0","70","80","80","258","0","0","0","4197","0","4"
"274","Tol Barad","Tol Barad","1","0","2","85","85","258","0","0","0","5095","0","4"
"275","Tol Barad Peninsula","Tol Barad Peninsula","1","0","2","85","85","258","0","0","0","5389","0","4"
"276","Deepholm","Deepholm","1","0","3","82","83","258","0","0","0","5042","0","4"
"277","Darkmoon Island","Darkmoon Island","1","0","2","1","90","258","0","0","0","5861","0","4"
"278","Kezan","Kezan","1","0","3","1","5","258","0","0","0","4737","0","4"
"279","The Lost Isles","The Lost Isles","1","0","3","1","12","258","0","0","0","4707","0","4"
"280","The Wandering Isle","The Wandering Isle","1","0","71","1","10","258","0","0","0","5736","0","4"
"281","The Jade Forest","The Jade Forest","1","0","71","80","90","258","0","0","0","5785","0","4"
"282","Krasarang Wilds","Krasarang Wilds","1","0","71","81","90","258","0","0","0","6134","0","4"
"283","Kun-Lai Summit","Kun-Lai Summit","1","0","71","82","90","258","0","0","0","5841","0","4"
"284","Valley of the Four Winds","Valley of the Four Winds","1","0","71","81","90","258","0","0","0","5805","0","4"
"285","The Veiled Stair","The Veiled Stair","1","0","71","87","87","258","0","0","0","6006","0","4"
"286","Townlong Steppes","Townlong Steppes","1","0","71","83","90","258","0","0","0","5842","0","4"
"287","Dread Wastes","Dread Wastes","1","0","71","84","90","258","0","0","0","6138","0","4"
"288","Isle of Giants","Isle of Giants","1","0","71","90","90","258","0","0","0","6661","0","4"
"289","Vale of Eternal Blossoms","Vale of Eternal Blossoms","1","0","71","85","90","258","0","0","0","5840","0","4"
"290","Isle of Thunder","Isle of Thunder","1","0","71","90","90","258","0","0","0","6507","0","4"
"291","Timeless Isle","Timeless Isle","1","0","71","90","90","258","0","0","0","6757","0","4"
"293","Blackwing Lair","Blackwing Lair","3","0","0","60","60","34","0","469","9","0","40","0"
"294","Ruins of Ahn'Qiraj","Ruins of Ahn'Qiraj","3","0","0","60","60","34","0","509","3","0","10","0"
"295","Ahn'Qiraj Temple","Ahn'Qiraj Temple","3","0","0","60","60","34","0","531","9","0","40","0"
"296","Gruul's Lair","Gruul's Lair","3","0","0","70","70","34","0","565","4","0","25","0"
"297","Magtheridon's Lair","Magtheridon's Lair","3","0","0","70","70","34","0","544","4","0","25","0"
"298","Serpentshrine Cavern","Serpentshrine Cavern","3","0","0","70","70","34","0","548","4","0","25","0"
"299","Tempest Keep","Tempest Keep","3","0","0","70","70","34","0","550","4","0","25","0"
"300","Black Temple","Black Temple","3","0","0","70","70","34","0","564","14","0","30","0"
"301","The Sunwell","The Sunwell","3","0","0","70","70","34","0","580","4","0","25","0"
"303","Ulduar","Ulduar","3","0","0","80","80","35","0","603","14","0","30","0"
"304","Trial of the Crusader (10 Normal)","10 Normal","3","0","73","80","80","35","0","649","3","0","10","0"
"305","Trial of the Crusader (10 Heroic)","10 Heroic","3","0","73","80","80","35","0","649","5","0","10","0"
"306","Trial of the Crusader (25 Normal)","25 Normal","3","0","73","80","80","35","0","649","4","0","25","0"
"307","Trial of the Crusader (25 Heroic)","25 Heroic","3","0","73","80","80","35","0","649","6","0","25","0"
"308","The Ruby Sanctum (10 Normal)","10 Normal","3","0","74","80","80","35","0","724","3","0","10","0"
"309","The Ruby Sanctum (10 Heroic)","10 Heroic","3","0","74","80","80","35","0","724","5","0","10","0"
"310","The Ruby Sanctum (25 Normal)","25 Normal","3","0","74","80","80","35","0","724","4","0","25","0"
