Id,FailureDescription,PlayerConditionId,OrderIndex,MapDifficultyId
"137","需要先击败25人普通难度团队副本中的巫妖王才能尝试25人英雄难度。","7500","0","488"
"138","需要达到至少65级才能进入。","5953","0","60"
"139","需要达到至少65级才能进入。","5960","0","59"
"140","需要达到至少63级才能进入。","9918","0","61"
"142","需要达到至少35级才能进入。","74358","0","17"
"143","需要达到至少42级才能进入。","9913","0","25"
"144","需要达到至少25级才能进入。","74357","0","31"
"145","你需要达到85级才能进入英雄难度。","10174","0","749"
"146","需要达到至少80级才能进入。","74363","0","754"
"147","你需要达到85级才能进入英雄难度。","10174","0","755"
"148","需要达到至少19级才能进入。","9908","0","18"
"149","需要达到至少30级才能进入。","74368","0","20"
"150","需要达到至少50级才能进入。","74367","0","24"
"151","需要达到至少65级才能进入。","5960","0","52"
"152","需要达到至少60级才能进入。","7383","0","53"
"153","需要达到至少59级才能进入。","36870","0","54"
"154","需要达到至少65级才能进入。","5960","0","58"
"155","需要至少达到68级才能进入。","54590","0","81"
"156","需要达到至少83级才能进入。","11037","0","816"
"157","需要达到至少77级才能进入。","10265","0","745"
"158","需要达到至少83级才能进入。","11037","0","746"
"159","需要达到80级才能进入英雄难度。","74363","0","152"
"160","需要达到至少65级才能进入。","5953","0","91"
"161","需要达到至少64级才能进入。","54591","0","95"
"162","需要达到至少61级才能进入。","6038","0","96"
"163","需要达到至少59级才能进入。","36870","0","97"
"164","需要达到至少65级才能进入。","5953","0","98"
"165","你必须达到至少80级，拥有对冬拥湖的控制权，并且在一个团队中才能进入。","7500","0","160"
"166","需要达到至少80级才能进入。","7500","0","161"
"167","需要达到80级才能进入英雄难度。","74363","0","162"
"168","需要达到至少85级才能进入。","10174","0","824"
"169","你需要达到85级才能进入英雄难度。","10174","0","829"
"170","","6379","0","838"
"171","需要至少达到60级才能进入。","7383","0","114"
"172","需要达到80级才能进入英雄难度。","74363","0","143"
"173","需要达到80级才能进入英雄难度。","74363","0","144"
"174","需要达到80级才能进入英雄难度。","74363","0","145"
"175","需要达到80级才能进入英雄难度。","74363","0","146"
"176","需要达到至少85级才能进入。","10174","0","832"
"177","你需要达到85级才能进入英雄难度。","10174","0","839"
"178","需要先击败10人普通难度团队副本中的巫妖王才能尝试10人英雄难度。","7500","0","487"
"179","需要达到至少80级才能进入。","74363","0","800"
"182","","5793","0","1611"
"183","需要达到至少85级才能进入。","10174","0","1646"
"184","需要达到至少85级才能进入。","10174","0","348"
"185","需要达到至少70级才能进入。","6379","0","481"
"186","你需要达到85级才能进入英雄难度。","10174","0","806"
"187","需要达到至少85级才能进入。","10174","0","814"
"188","需要达到85级才能进入英雄难度。","10174","0","1690"
"189","需要达到至少85级才能进入。","10174","0","1820"
"190","需要达到至少70级才能进入英雄难度。","6379","0","141"
"191","需要达到至少80级才能进入。","7500","0","221"
"192","需要达到至少80级才能进入。","7500","0","222"
"193","需要达到至少80级才能进入。","7500","0","124"
"194","需要达到80级，并且在一个团队中才能进入。","7500","0","323"
"195","需要达到80级才能进入。","7500","0","26"
"196","需要达到至少80级才能进入。","7500","0","750"
"197","需要达到至少80级才能进入。","7500","0","751"
"198","需要达到至少80级才能进入。","7500","0","752"
"199","","20547","0","2707"
"200","需要达到至少80级才能进入。","7500","0","753"
"201","需要达到80级才能进入英雄难度。","74363","0","159"
"202","需要达到90级才能进入英雄难度。","74362","0","2038"
"203","需要达到80级才能进入英雄难度。","74363","0","482"
"204","需要达到至少70级才能进入。","6379","0","483"
"205","你必须到达80级才能进入英雄难度的萨隆矿坑。","8990","0","484"
"206","你必须达到至少80级，拥有对冬拥湖的控制权，并且在一个团队中才能进入。","7500","0","119"
"207","需要达到至少31级才能进入。","9909","0","35"
"209","","74504","0","3464"
"210","","74504","0","3465"
"212","","74504","0","3467"
"213","","30835","0","3489"
"214","需要达到至少65级才能进入。","5960","0","57"
"215","需要达到至少10级才能进入。","74355","0","10"
"216","需要达到至少85级才能进入。","10174","0","810"
"217","需要达到至少85级才能进入。","10174","0","831"
"218","需要达到至少85级才能进入。","10174","0","347"
"219","需要达到至少85级才能进入。","10174","0","773"
"220","需要达到至少85级才能进入。","10174","0","813"
"221","需要达到至少85级才能进入。","10174","0","344"
"222","该地下城没有挑战模式。","5703","0","2577"
"223","需要达到至少85级才能进入。","10174","0","774"
"224","你需要达到85级并且获得成就“英雄：时光之末”才能进入英雄难度。","10174","0","1822"
"225","需要达到至少85级才能进入。","10174","0","1876"
"226","需要达到至少90级才能进入。","17879","0","2061"
"227","需要达到90级才能进入英雄难度。","74362","0","2046"
"228","需要达到90级才能进入英雄难度。","74362","0","2059"
"229","需要达到至少61级才能进入。","6038","0","62"
"230","需要达到至少37级才能进入。","9911","0","30"
"231","需要达到至少62级才能进入。","9917","0","63"
"232","需要达到至少90级才能进入。","19478","0","2519"
"233","你需要达到85级并且获得成就“英雄：永恒之井”才能进入英雄难度。","10174","0","1824"
"234","需要达到至少85级才能进入。","10174","0","1924"
"235","需要达到至少85级才能进入。","10174","0","1875"
"236","","12681","0","1846"
"238","需要达到至少90级才能进入。","19476","0","2513"
"239","该地下城没有挑战模式。","5703","0","2579"
"240","需要达到至少100级才能进入。","74359","0","3009"
"241","需要达到至少100级才能进入。","27917","0","3042"
"242","","74359","0","3064"
"243","","5793","0","3065"
"244","","5793","0","3066"
"245","","28269","0","3164"
"246","","31246","0","2995"
"247","需要达到至少100级才能进入英雄难度。","27907","0","3044"
"250","需要达到至少90级才能进入。","19458","0","2077"
"251","需要达到90级才能进入英雄难度。","74362","0","1868"
"252","需要达到至少85级才能进入。","10174","0","2556"
"253","该地下城没有挑战难度。","21439","0","3045"
"254","需要达到90级才能进入英雄难度。","74362","0","1870"
"255","需要达到至少33级才能进入。","9910","0","2058"
"256","需要达到至少23级才能进入。","16678","0","2045"
"257","需要达到至少80级才能进入。","74363","0","1865"
"258","需要达到至少90级才能进入。","19478","0","2520"
"259","需要达到90级才能进入英雄难度。","74362","0","1866"
"260","需要达到至少21级才能进入。","5164","0","2037"
"261","需要达到至少83级才能进入。","11037","0","1869"
"262","需要达到至少82级才能进入。","15947","0","1863"
"263","需要达到90级才能进入英雄难度。","74362","0","2012"
"264","该地下城没有挑战模式。","5703","0","2580"
"265","该地下城没有挑战模式。","5703","0","2581"
"266","该地下城没有挑战模式。","5703","0","2583"
"267","该地下城没有挑战模式。","5703","0","2584"
"268","需要达到至少83级才能进入。","11037","0","2074"
"269","需要达到至少90级才能进入。","74362","0","2075"
"270","需要达到至少100级才能进入。","38513","0","3233"
"271","需要达到至少80级才能进入。","74363","0","1867"
"272","需要达到至少90级才能进入。","19458","0","2076"
"273","","17432","0","2606"
"274","","17434","0","2607"
"275","","18247","0","2608"
"276","需要达到至少90级才能进入。","20543","0","2689"
"277","需要达到至少90级才能进入。","20544","0","2690"
"278","需要达到至少90级才能进入。","21398","0","2691"
"279","需要达到至少100级才能进入。","74359","0","3117"
"280","需要达到至少100级才能进入。","27921","0","3118"
"281","需要达到至少90级才能进入。","21398","0","2692"
"282","需要达到至少90级才能进入。","19476","0","2512"
"283","该地下城没有挑战模式。","5703","0","2576"
"284","需要达到至少90级才能进入。","19477","0","2514"
"285","需要达到至少70级才能进入英雄难度。","6379","0","139"
"286","需要达到至少110级才能进入英雄难度的黑心林地。","34797","0","3252"
"287","需要达到至少98级才能进入。","38496","0","3251"
"288","","74504","0","3253"
"289","","33882","0","3265"
"290","需要达到至少100级才能进入史诗难度。","74359","0","3269"
"291","需要达到至少100级才能进入。","74359","0","3270"
"292","需要达到至少100级才能进入史诗难度。","74359","0","3271"
"293","需要达到至少100级才能进入史诗难度。","74359","0","3272"
"294","需要达到至少100级才能进入。","74359","0","3273"
"295","需要达到至少100级才能进入史诗难度。","74359","0","3274"
"296","需要达到至少70级才能进入英雄难度。","6379","0","132"
"297","需要达到至少70级才能进入英雄难度。","6379","0","138"
"298","需要达到至少90级才能进入。","74362","0","1864"
"299","祖尔格拉布只有85级英雄地下城模式可用。","5793","0","1645"
"300","需要达到至少85级才能进入。","10174","0","1925"
"301","需要达到至少90级才能进入。","17879","0","2060"
"302","需要达到至少90级才能进入。","19479","0","2122"
"303","需要达到至少82级才能进入。","15947","0","2011"
"304","需要达到至少90级才能进入。","19477","0","2515"
"305","该地下城没有挑战模式。","5703","0","2578"
"306","该地下城没有挑战模式。","5703","0","2582"
"307","需要达到至少90级才能进入。","74362","0","2829"
"308","需要达到至少100级才能进入。","74359","0","2830"
"309","需要达到90级才能进入。","74362","0","2799"
"310","需要达到至少100级才能进入。","74359","0","3275"
"311","需要达到至少94级才能进入。","74361","0","2841"
"312","需要达到至少100级才能进入。","74359","0","3276"
"313","需要达到至少100级才能进入。","74359","0","2887"
"314","需要达到至少100级才能进入。","27915","0","2873"
"315","该地下城没有挑战难度。","21439","0","2874"
"316","需要达到90级才能进入。","74362","0","2877"
"317","需要达到90级才能进入。","74362","0","2878"
"318","","74362","0","2879"
"319","","25123","0","2880"
"320","","26041","0","2885"
"321","需要达到至少96级才能进入。","74353","0","2888"
"322","需要达到至少100级才能进入英雄难度。","27913","0","2889"
"323","该地下城没有挑战难度。","21439","0","2890"
"324","需要达到至少92级才能进入。","74360","0","3007"
"325","需要达到100级，并且在一个团队中才能进入。","27806","0","2944"
"326","需要达到100级，并且在一个团队中才能进入。","27807","0","2945"
"327","需要达到100级，并且在一个团队中才能进入。","27810","0","2946"
"328","需要达到至少90级才能进入。","25031","0","3119"
"329","需要达到至少100级才能进入英雄难度。","27911","0","2956"
"330","该地下城没有挑战难度。","21439","0","2957"
"331","需要达到至少110级才能进入。","34797","0","3288"
"332","需要达到至少110级，并且在一个团队中才能进入。","34797","1","3360"
"333","需要达到至少110级，并且在一个团队中才能进入。","34797","1","3361"
"334","需要达到至少110级，并且在一个团队中才能进入。","34797","1","3362"
"335","需要达到100级，并且在一个团队中才能进入。","27290","0","2951"
"336","需要达到100级，并且在一个团队中才能进入。","27291","0","2952"
"337","需要达到100级，并且在一个团队中才能进入。","27292","0","2953"
"338","该地下城没有挑战难度。","21439","0","3136"
"339","","31245","0","3078"
"340","需要达到至少100级才能进入英雄难度。","27909","0","3103"
"341","该地下城没有挑战难度。","21439","0","3104"
"342","该地下城没有挑战难度。","21439","0","3109"
"343","该地下城没有挑战难度。","21439","0","3110"
"344","需要达到至少98级才能进入。","38543","0","3235"
"345","需要达到至少110级才能进入英雄难度的奈萨里奥的巢穴。","34797","0","3236"
"346","","74504","0","3237"
"347","需要达到100级，并且在一个团队中才能进入。","33719","0","3246"
"348","需要达到100级，并且在一个团队中才能进入。","33720","0","3247"
"349","需要达到100级，并且在一个团队中才能进入。","33721","0","3248"
"350","","32774","0","3250"
"351","需要达到至少100级才能进入。","18367","0","3257"
"352","需要达到至少98级才能进入。","38549","0","3264"
"353","需要达到至少100级才能进入。","27919","0","3079"
"354","需要达到至少110级才能进入挑战难度的艾萨拉之眼。","74504","0","3313"
"355","需要达到至少110级才能进入。","34797","0","3289"
"356","需要达到至少110级才能进入英雄难度的英灵殿。","34797","0","3308"
"357","需要达到至少110级才能进入英雄难度的守望者地窟。","34797","0","3315"
"358","需要达到至少110级才能进入英雄难度的艾萨拉之眼。","34797","0","3312"
"359","需要达到至少110级才能进入。","34797","0","3316"
"360","需要达到至少110级才能进入英雄难度的黑鸦堡垒。","34797","0","3317"
"361","","74504","0","3318"
"362","需要达到110级，并且在一个团队中才能进入。","34797","1","3374"
"363","需要达到110级，并且在一个团队中才能进入。","34797","1","3375"
"364","需要达到110级，并且在一个团队中才能进入。","34797","2","3376"
"365","需要达到至少105级才能进入。","38546","0","3389"
"366","需要达到至少110级才能进入英雄难度的噬魂之喉。","34797","0","3382"
"367","需要达到至少110级才能进入英雄难度的紫罗兰监狱。","34797","0","3390"
"368","","30835","0","3386"
"369","","30835","0","3398"
"370","","30835","0","3399"
"371","","30835","0","3469"
"372","","30835","0","3470"
"373","","30835","0","3420"
"375","","30835","0","3422"
"376","","30835","0","3423"
"377","","30835","0","3424"
"378","","30835","0","3425"
"379","","30835","0","3427"
"380","","30835","0","3428"
"381","","30835","0","3429"
"382","","30835","0","3430"
"383","","30835","0","3431"
"384","","30835","0","3448"
"385","","30835","0","3449"
"386","","30835","0","3491"
"387","","30835","0","3505"
"388","","30835","0","3510"
"389","","29029","0","3432"
"390","","30835","0","3433"
"391","","30835","0","3434"
"392","","30835","0","3435"
"393","","30835","0","3490"
"394","","30835","0","3511"
"451","","30835","0","3522"
"452","","30835","0","3557"
"453","","4383","0","3559"
"454","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","754"
"456","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","50"
"457","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","131"
"458","暗夜要塞暂时不可用。","38631","0","3360"
"459","暗夜要塞暂时不可用。","38632","0","3361"
"460","暗夜要塞（史诗难度）暂时不可用。","38634","0","3362"
"461","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","49"
"462","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","130"
"463","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","54"
"464","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","1","53"
"465","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","1","133"
"466","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","62"
"468","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","63"
"469","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","141"
"470","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","61"
"471","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","139"
"475","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","1","65"
"476","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","1","142"
"477","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","27"
"478","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","48"
"479","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","52"
"480","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","132"
"481","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","57"
"482","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","58"
"483","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","136"
"484","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","59"
"485","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","137"
"486","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","60"
"487","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","138"
"488","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","81"
"489","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","74"
"490","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","143"
"491","","30835","0","3569"
"492","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","76"
"493","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","97"
"494","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","152"
"495","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","114"
"496","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","96"
"497","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","151"
"498","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","104"
"499","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","156"
"500","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","100"
"501","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","95"
"502","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","150"
"503","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","75"
"504","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","77"
"505","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","146"
"506","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","91"
"507","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","148"
"508","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","98"
"509","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","125"
"510","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","162"
"511","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","745"
"513","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","747"
"514","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","749"
"515","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","481"
"516","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","482"
"517","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","800"
"519","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","746"
"520","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","748"
"521","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","345"
"522","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","816"
"523","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1863"
"524","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1864"
"525","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2011"
"526","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2012"
"527","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2074"
"528","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2075"
"529","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1869"
"530","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1870"
"531","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1865"
"532","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1866"
"533","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1867"
"534","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1868"
"535","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2038"
"536","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2046"
"537","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2059"
"538","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2799"
"539","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2877"
"540","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2878"
"541","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","1","2879"
"542","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1690"
"543","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","343"
"544","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","344"
"545","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","773"
"546","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","774"
"547","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","347"
"548","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","348"
"549","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","823"
"550","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","824"
"555","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","809"
"556","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","810"
"557","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","831"
"558","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","832"
"559","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","813"
"560","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","814"
"561","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1820"
"562","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1875"
"563","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1876"
"564","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1924"
"565","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1925"
"566","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2556"
"567","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","1646"
"568","需要达到至少110级才能进入史诗难度的英灵殿。","74505","0","3572"
"571","","40784","0","3571"
"573","","29029","0","3582"
"574","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","483"
"575","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2512"
"576","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2513"
"577","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2514"
"578","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2515"
"579","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2519"
"580","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2520"
"581","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2121"
"582","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2122"
"583","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2689"
"584","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2690"
"585","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2691"
"586","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2692"
"587","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","829"
"588","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","839"
"589","需要达到至少110级才能进入史诗难度的黑鸦堡垒。","74505","0","3597"
"590","需要达到至少110级才能进入史诗难度的艾萨拉之眼。","74505","0","3598"
"591","需要达到至少110级才能进入史诗难度的黑心林地。","74505","0","3599"
"592","需要达到至少110级才能进入史诗难度的奈萨里奥的巢穴。","74505","0","3600"
"593","需要达到至少110级才能进入史诗难度的守望者地窟。","74505","0","3601"
"594","需要达到至少110级才能进入史诗难度的噬魂之喉。","74505","0","3602"
"597","需要达到110级才能进入。","34797","0","3603"
"599","需要达到至少110级才能进入。","74469","0","3605"
"600","需要达到至少110级才能进入。","74469","0","3606"
"601","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2060"
"602","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2061"
"603","刚刚完成直升的角色无法进入传承地下城与团队副本。请明天再试。","40817","2","2076"
