Id,Name,Description,MinLevel,MaxLevel,TypeId,Subtype,Faction,IconTextureFileId,RewardsBgTextureFileId,PopupBgTextureFileId,ExpansionLevel,MapId,DifficultyId,MinGear,GroupId,OrderIndex,RequiredPlayerConditionId,TargetLevel,TargetLevelMin,TargetLevelMax,RandomId,ScenarioId,FinalEncounterId,CountTank,CountHealer,CountDamage,MinCountTank,MinCountHealer,MinCountDamage,BonusReputationAmount,MentorItemLevel,MentorCharLevel,Flags0,Flags1
"38","厄运之槌 - 戈多克议会","","42","60","1","1","-1","136333","0","340663","0","429","1","0","1","0","0","0","44","54","258","0","417","1","1","3","1","1","3","0","0","0","323","16"
"40","斯坦索姆－正门","","42","60","1","1","-1","136359","0","340689","0","329","1","0","1","0","0","0","44","54","258","0","449","1","1","3","1","1","3","0","0","0","323","16"
"46","奥妮克希亚的巢穴","","80","83","2","2","-1","329121","0","0","2","249","3","100","8","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","熔火之心","","60","60","2","2","-1","136346","0","340678","0","409","9","0","6","0","0","60","60","60","0","0","0","0","0","0","0","0","0","0","0","0","256","0"
"50","黑翼之巢","","60","60","2","2","-1","136329","0","340659","0","469","9","0","6","0","0","60","60","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","艾尔文森林","","1","14","4","0","1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","西部荒野","","8","24","4","0","1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","暮色森林","","18","34","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","丹莫罗","","1","14","4","0","1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","洛克莫丹","","8","24","4","0","1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","湿地","","18","34","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","荆棘谷","","28","50","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","诅咒之地","","43","60","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","悲伤沼泽","","33","50","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","赤脊山","","13","30","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","燃烧平原","","48","60","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","灼热峡谷","","43","60","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","荒芜之地","","33","50","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","阿拉希高地","","28","44","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","希尔斯布莱德丘陵","","18","34","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","辛特兰","","38","54","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","西瘟疫之地","","48","60","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","东瘟疫之地","","53","63","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","提瑞斯法林地","","1","14","4","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","银松森林","","8","24","4","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","奥特兰克山脉","","28","44","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","杜隆塔尔","","1","14","4","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102","莫高雷","","1","14","4","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","贫瘠之地","","8","30","4","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","石爪山脉","","13","32","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"108","千针石林","","23","40","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","凄凉之地","","28","44","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"112","菲拉斯","","38","54","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"114","尘泥沼泽","","33","50","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","塔纳利斯","","38","54","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"118","安戈洛环形山","","45","60","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","希利苏斯","","53","60","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","泰达希尔","","1","14","4","0","1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","黑海岸","","8","24","4","0","1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","灰谷","","18","34","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","费伍德森林","","46","60","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130","艾萨拉","","43","60","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"132","冬泉谷","","53","63","4","0","-1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136","地狱火城墙","","58","80","1","1","-1","136338","0","337491","1","543","1","0","2","0","0","0","59","69","259","0","529","1","1","3","1","1","3","0","0","0","323","16"
"137","鲜血熔炉","","59","80","1","1","-1","136338","0","337491","1","542","1","0","2","0","0","0","61","71","259","0","557","1","1","3","1","1","3","0","0","0","323","16"
"138","破碎大厅","","67","80","1","1","-1","136338","0","337491","1","540","1","0","2","0","0","0","71","80","259","0","569","1","1","3","1","1","3","0","0","0","323","16"
"140","奴隶围栏","","60","80","1","1","-1","136331","0","340662","1","547","1","0","2","0","0","0","62","72","259","0","572","1","1","3","1","1","3","0","0","0","323","16"
"146","幽暗沼泽","","61","80","1","1","-1","136331","0","340662","1","546","1","0","2","0","0","0","63","73","259","0","579","1","1","3","1","1","3","0","0","0","323","16"
"147","蒸汽地窟","","67","80","1","1","-1","136331","0","340662","1","545","1","0","2","0","0","0","70","80","259","0","575","1","1","3","1","1","3","0","0","0","323","16"
"148","法力陵墓","","62","80","1","1","-1","136323","0","340653","1","557","1","0","2","0","0","0","64","74","259","0","537","1","1","3","1","1","3","0","0","0","323","16"
"149","奥金尼地穴","","63","80","1","1","-1","136323","0","340653","1","558","1","0","2","0","0","0","65","75","259","0","524","1","1","3","1","1","3","0","0","0","323","16"
"150","塞泰克大厅","","65","80","1","1","-1","136323","0","340653","1","556","1","0","2","0","0","0","67","77","259","0","543","1","1","3","1","1","3","0","0","0","323","16"
"151","暗影迷宫","","67","80","1","1","-1","136323","0","340653","1","555","1","0","2","0","0","0","72","80","259","0","547","1","1","3","1","1","3","0","0","0","323","16"
"152","地狱火半岛","","57","66","4","0","-1","136348","0","340680","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","赞加沼泽","","58","67","4","0","-1","136348","0","340680","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","泰罗卡森林","","60","68","4","0","-1","136348","0","340680","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","纳格兰","","62","70","4","0","-1","136348","0","340680","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","影月谷","","65","73","4","0","-1","136348","0","340680","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","刀锋山","","63","71","4","0","-1","136348","0","340680","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","虚空风暴","","65","73","4","0","-1","136348","0","340680","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","纳克萨玛斯","","80","83","2","2","-1","136347","0","340679","2","533","3","100","8","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","256","0"
"160","安其拉废墟","","60","60","2","2","-1","136320","0","340649","0","509","3","0","6","0","0","60","60","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","安其拉神殿","","60","60","2","2","-1","136321","0","340650","0","531","9","0","6","0","0","60","60","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","血色大厅","","26","60","1","1","-1","136354","0","340685","0","1001","1","0","1","0","0","0","28","38","258","0","656","1","1","3","1","1","3","0","0","0","323","16"
"164","血色修道院","","28","60","1","1","-1","136354","0","340685","0","1004","1","0","1","0","0","0","30","40","258","0","674","1","1","3","1","1","3","0","0","0","323","16"
"166","永歌森林","","1","14","4","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","秘蓝岛","","1","14","4","0","1","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168","幽魂之地","","8","24","4","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","秘血岛","","8","24","4","0","1","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","逃离敦霍尔德","","64","80","1","1","-1","136330","0","340660","1","560","1","0","2","0","0","0","66","76","259","0","540","1","1","3","1","1","3","0","0","0","323","16"
"171","开启黑暗之门","","68","80","1","1","-1","136330","0","340660","1","269","1","0","2","0","0","0","73","80","259","0","554","1","1","3","1","1","3","0","0","0","323","16"
"172","能源舰","","67","80","1","1","-1","136362","0","340692","1","554","1","0","2","0","0","0","68","78","259","0","565","1","1","3","1","1","3","0","0","0","323","16"
"173","生态船","","67","80","1","1","-1","136362","0","340692","1","553","1","0","2","0","0","0","68","78","259","0","562","1","1","3","1","1","3","0","0","0","323","16"
"174","禁魔监狱","","68","80","1","1","-1","136362","0","340692","1","552","1","0","2","0","0","0","74","80","259","0","551","1","1","3","1","1","3","0","0","0","323","16"
"175","卡拉赞","","70","70","2","2","-1","136343","0","340674","1","532","3","0","7","0","0","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","256","0"
"176","玛瑟里顿的巢穴","","70","70","2","2","-1","136340","0","340671","1","544","4","0","7","0","0","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","格鲁尔的巢穴","","70","70","2","2","-1","136337","0","340666","1","565","4","0","7","0","0","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"178","奥金尼地穴","","70","70","1","1","-1","136323","0","340653","1","558","2","0","3","0","6154","70","0","0","0","0","524","1","1","3","1","1","3","0","0","0","3","0"
"179","法力陵墓","","70","70","1","1","-1","136323","0","340653","1","557","2","0","3","0","6154","70","0","0","0","0","537","1","1","3","1","1","3","0","0","0","3","0"
"180","塞泰克大厅","","70","70","1","1","-1","136323","0","340653","1","556","2","0","3","0","6154","70","0","0","0","0","543","1","1","3","1","1","3","0","0","0","3","0"
"181","暗影迷宫","","70","70","1","1","-1","136323","0","340653","1","555","2","0","3","0","6864","70","0","0","0","0","547","1","1","3","1","1","3","0","0","0","3","0"
"182","开启黑暗之门","","70","70","1","1","-1","136330","0","340660","1","269","2","0","3","0","6147","70","0","0","0","0","554","1","1","3","1","1","3","0","0","0","3","0"
"183","逃离敦霍尔德","","70","70","1","1","-1","136330","0","340660","1","560","2","0","3","0","6147","70","0","0","0","0","540","1","1","3","1","1","3","0","0","0","3","0"
"184","奴隶围栏","","70","70","1","1","-1","136331","0","340662","1","547","2","0","3","0","6144","70","0","0","0","0","572","1","1","3","1","1","3","0","0","0","3","0"
"185","蒸汽地窟","","70","70","1","1","-1","136331","0","340662","1","545","2","0","3","0","6144","70","0","0","0","0","575","1","1","3","1","1","3","0","0","0","3","0"
"186","幽暗沼泽","","70","70","1","1","-1","136331","0","340662","1","546","2","0","3","0","6144","70","0","0","0","0","579","1","1","3","1","1","3","0","0","0","3","0"
"187","鲜血熔炉","","70","70","1","1","-1","136338","0","337491","1","542","2","0","3","0","6145","70","0","0","0","0","557","1","1","3","1","1","3","0","0","0","3","0"
"188","地狱火城墙","","70","70","1","1","-1","136338","0","337491","1","543","2","0","3","0","6145","70","0","0","0","0","0","1","1","3","1","1","3","0","0","0","3","0"
"189","破碎大厅","","70","70","1","1","-1","136338","0","337491","1","540","2","0","3","0","6145","70","0","0","0","0","569","1","1","3","1","1","3","0","0","0","3","0"
"190","禁魔监狱","","70","70","1","1","-1","136362","0","340692","1","552","2","0","3","0","6148","70","0","0","0","0","551","1","1","3","1","1","3","0","0","0","3","0"
"191","生态船","","70","70","1","1","-1","136362","0","340692","1","553","2","0","3","0","6148","70","0","0","0","0","562","1","1","3","1","1","3","0","0","0","3","0"
"192","能源舰","","70","70","1","1","-1","136362","0","340692","1","554","2","0","3","0","6148","70","0","0","0","0","565","1","1","3","1","1","3","0","0","0","3","0"
"193","风暴要塞","","70","70","2","2","-1","136362","0","340692","1","550","4","0","7","0","0","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","毒蛇神殿","","70","70","2","2","-1","136356","0","0","1","548","4","0","7","0","0","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","海加尔山","","70","70","2","2","-1","136341","0","340672","1","534","4","0","7","0","0","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","黑暗神殿","","70","70","2","2","-1","136328","0","340658","1","564","4","0","7","0","0","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","魔导师平台","","68","80","1","1","-1","136344","0","340675","1","585","1","0","2","0","0","0","75","80","259","0","533","1","1","3","1","1","3","0","0","0","323","16"
"199","太阳之井","","70","70","2","2","-1","136361","0","340691","1","580","4","0","7","0","0","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","奎尔丹纳斯岛","","69","72","4","0","-1","0","0","0","1","530","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","魔导师平台","","70","70","1","1","-1","136344","0","340675","1","585","2","0","3","0","6728","70","0","0","0","0","533","1","1","3","1","1","3","0","0","0","3","0"
"202","乌特加德城堡","","58","80","1","1","-1","237605","0","340699","2","574","1","0","4","0","0","0","59","69","261","0","640","1","1","3","1","1","3","0","0","0","323","16"
"203","乌特加德之巅","","67","80","1","1","-1","237606","0","340700","2","575","1","0","4","0","0","0","69","79","261","0","644","1","1","3","1","1","3","0","0","0","323","16"
"204","艾卓-尼鲁布","","60","80","1","1","-1","237593","0","340654","2","601","1","0","4","0","0","0","62","72","261","0","587","1","1","3","1","1","3","0","0","0","323","16"
"205","乌特加德之巅","","80","80","1","1","-1","237606","0","340700","2","575","2","0","5","0","0","80","0","0","0","0","644","1","1","3","1","1","3","0","0","0","3","0"
"206","魔环","","67","80","1","1","-1","237603","0","340695","2","578","1","0","4","0","0","0","70","80","261","0","625","1","1","3","1","1","3","0","0","0","323","16"
"207","闪电大厅","","67","80","1","1","-1","237598","0","340668","2","602","1","0","4","0","0","0","69","79","261","0","600","1","1","3","1","1","3","0","0","0","323","16"
"208","岩石大厅","","65","80","1","1","-1","237599","0","340670","2","599","1","0","4","0","0","0","67","77","261","0","607","1","1","3","1","1","3","0","0","0","323","16"
"209","净化斯坦索姆","","68","80","1","1","-1","136330","0","340660","2","595","1","0","4","0","0","0","68","78","261","0","614","1","1","3","1","1","3","0","0","0","323","16"
"210","净化斯坦索姆","","80","80","1","1","-1","136330","0","340660","2","595","2","0","5","0","0","80","0","0","0","0","614","1","1","3","1","1","3","0","0","0","3","0"
"211","魔环","","80","80","1","1","-1","237603","0","340695","2","578","2","0","5","0","0","80","0","0","0","0","625","1","1","3","1","1","3","0","0","0","3","0"
"212","闪电大厅","","80","80","1","1","-1","237598","0","340668","2","602","2","0","5","0","0","80","0","0","0","0","600","1","1","3","1","1","3","0","0","0","3","0"
"213","岩石大厅","","80","80","1","1","-1","237599","0","340670","2","599","2","0","5","0","0","80","0","0","0","0","607","1","1","3","1","1","3","0","0","0","3","0"
"214","达克萨隆要塞","","62","80","1","1","-1","237595","0","340664","2","600","1","0","4","0","0","0","64","74","261","0","591","1","1","3","1","1","3","0","0","0","323","16"
"215","达克萨隆要塞","","80","80","1","1","-1","237595","0","340664","2","600","2","0","5","0","0","80","0","0","0","0","591","1","1","3","1","1","3","0","0","0","3","0"
"216","古达克","","64","80","1","1","-1","237596","0","340667","2","604","1","0","4","0","0","0","66","76","261","0","596","1","1","3","1","1","3","0","0","0","323","16"
"217","古达克","","80","80","1","1","-1","237596","0","340667","2","604","2","0","5","0","0","80","0","0","0","0","596","1","1","3","1","1","3","0","0","0","3","0"
"218","安卡赫特：古代王国","","61","80","1","1","-1","237592","0","340648","2","619","1","0","4","0","0","0","63","73","261","0","584","1","1","3","1","1","3","0","0","0","323","16"
"219","安卡赫特：古代王国","","80","80","1","1","-1","237592","0","340648","2","619","2","0","5","0","0","80","0","0","0","0","584","1","1","3","1","1","3","0","0","0","3","0"
"220","紫罗兰监狱","","63","80","1","1","-1","237604","0","340696","2","608","1","0","4","0","0","0","65","75","261","0","632","1","1","3","1","1","3","0","0","0","323","16"
"221","紫罗兰监狱","","80","80","1","1","-1","237604","0","340696","2","608","2","0","5","0","0","80","0","0","0","0","632","1","1","3","1","1","3","0","0","0","3","0"
"223","永恒之眼","","80","83","2","2","-1","237600","0","340676","2","616","3","100","8","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","黑曜石圣殿","","80","83","2","2","-1","237594","0","340661","2","615","3","100","8","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225","魔枢","","59","80","1","1","-1","237602","0","340694","2","576","1","0","4","0","0","0","61","71","261","0","621","1","1","3","1","1","3","0","0","0","323","16"
"226","魔枢","","80","80","1","1","-1","237602","0","340694","2","576","2","0","5","0","0","80","0","0","0","0","621","1","1","3","1","1","3","0","0","0","3","0"
"227","纳克萨玛斯","","80","83","2","2","-1","136347","0","340679","2","533","4","100","9","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228","北风苔原","","68","72","4","0","-1","0","0","0","2","571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","嚎风峡湾","","68","72","4","0","-1","0","0","0","2","571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"230","灰熊丘陵","","70","74","4","0","-1","0","0","0","2","571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"231","龙骨荒野","","71","75","4","0","-1","0","0","0","2","571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232","冬拥湖","","77","80","4","0","-1","0","0","0","2","571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","祖达克","","73","77","4","0","-1","0","0","0","2","571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","索拉查盆地","","75","79","4","0","-1","0","0","0","2","571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235","风暴峭壁","","77","80","4","0","-1","0","0","0","2","571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236","冰冠冰川","","77","80","4","0","-1","336390","0","340673","2","571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","永恒之眼","","80","83","2","2","-1","237600","0","340676","2","616","4","100","9","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"238","黑曜石圣殿","","80","83","2","2","-1","237594","0","340661","2","615","4","100","9","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"239","阿尔卡冯的宝库","","80","83","2","2","-1","303841","0","340701","2","624","3","100","8","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"240","阿尔卡冯的宝库","","80","83","2","2","-1","303841","0","340701","2","624","4","100","9","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","艾卓-尼鲁布","","80","80","1","1","-1","237593","0","340654","2","601","2","0","5","0","0","80","0","0","0","0","587","1","1","3","1","1","3","0","0","0","3","0"
"242","乌特加德城堡","","80","80","1","1","-1","237605","0","340699","2","574","2","0","5","0","0","80","0","0","0","0","640","1","1","3","1","1","3","0","0","0","3","0"
"243","奥杜尔","","80","83","2","2","-1","304468","0","340698","2","603","3","100","8","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"244","奥杜尔","","80","83","2","2","-1","304468","0","340698","2","603","4","100","9","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"245","冠军的试炼","","68","80","1","1","-1","311220","0","340651","2","650","1","0","4","0","0","0","72","80","0","0","637","1","1","3","1","1","3","0","0","0","323","0"
"246","十字军的试炼","","80","83","2","2","-1","311221","0","340652","2","649","3","100","8","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","大十字军的试炼","","80","83","2","2","-1","311221","0","340652","2","649","5","100","8","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248","十字军的试炼","","80","83","2","2","-1","311221","0","340652","2","649","4","100","9","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"249","冠军的试炼","","80","80","1","1","-1","311220","0","340651","2","650","2","0","5","0","0","80","0","0","0","0","637","1","1","3","1","1","3","0","0","0","3","0"
"250","大十字军的试炼","","80","83","2","2","-1","311221","0","340652","2","649","6","100","9","0","0","80","80","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"251","灵魂洪炉","","70","80","1","1","-1","336392","0","340693","2","632","1","0","4","0","0","0","73","80","0","0","616","1","1","3","1","1","3","0","0","0","323","0"
"252","灵魂洪炉","","80","80","1","1","-1","336392","0","340693","2","632","2","0","5","0","0","80","0","0","0","0","616","1","1","3","1","1","3","0","0","0","3","0"
"253","萨隆矿坑","","70","80","1","1","-1","336391","0","340681","2","658","1","0","4","0","0","0","74","80","0","0","610","1","1","3","1","1","3","0","0","0","323","0"
