Id,FullName,ShortName,GroupFinderCategoryId,OrderIndex,GroupFinderActivityGrpId,MinLevel,MaxLevelSuggestion,Flags,MinGearLevelSuggestion,MapId,DifficultyId,AreaId,MaxPlayers,DisplayType
"88","开启黑暗之门（英雄）","英雄","2","0","33","70","75","98","0","269","2","0","5","1"
"89","逃离敦霍尔德（英雄）","英雄","2","0","32","70","75","98","0","560","2","0","5","1"
"90","奴隶围栏（英雄）","英雄","2","0","23","70","75","98","0","547","2","0","5","1"
"91","蒸汽地窟（英雄）","英雄","2","0","25","70","75","98","0","545","2","0","5","1"
"92","幽暗沼泽（英雄）","英雄","2","0","24","70","75","98","0","546","2","0","5","1"
"93","鲜血熔炉（英雄）","英雄","2","0","21","70","75","98","0","542","2","0","5","1"
"94","地狱火城墙（英雄）","英雄","2","0","20","70","75","98","0","543","2","0","5","1"
"95","破碎大厅（英雄）","英雄","2","0","22","70","75","98","0","540","2","0","5","1"
"96","禁魔监狱（英雄）","英雄","2","0","36","70","75","98","0","552","2","0","5","1"
"97","生态船（英雄）","英雄","2","0","35","70","75","98","0","553","2","0","5","1"
"98","能源舰（英雄）","英雄","2","0","34","70","75","98","0","554","2","0","5","1"
"99","魔导师平台（普通）","普通","2","0","37","68","75","98","0","585","1","0","5","1"
"100","魔导师平台（英雄）","英雄","2","0","37","70","75","98","0","585","2","0","5","1"
"101","乌特加德城堡（普通）","普通","2","0","38","68","78","98","0","574","1","0","5","1"
"102","乌特加德之巅（普通）","普通","2","0","39","77","80","98","0","575","1","0","5","1"
"103","艾卓-尼鲁布（普通）","普通","2","0","40","70","80","98","0","601","1","0","5","1"
"104","魔环（普通）","普通","2","0","41","77","80","98","0","578","1","0","5","1"
"105","闪电大厅（普通）","普通","2","0","42","77","80","98","0","602","1","0","5","1"
"106","岩石大厅（普通）","普通","2","0","43","75","80","98","0","599","1","0","5","1"
"107","净化斯坦索姆（普通）","普通","2","0","44","78","80","98","0","595","1","0","5","1"
"108","达克萨隆要塞（普通）","普通","2","0","45","72","80","98","0","600","1","0","5","1"
"109","古达克（普通）","普通","2","0","46","74","80","98","0","604","1","0","5","1"
"110","安卡赫特：古代王国（普通）","普通","2","0","47","71","80","98","0","619","1","0","5","1"
"111","紫罗兰监狱（普通）","普通","2","0","48","73","80","98","0","608","1","0","5","1"
"112","魔枢（普通）","普通","2","0","49","69","79","98","0","576","1","0","5","1"
"113","冠军的试炼（普通）","普通","2","0","50","78","80","98","0","650","1","0","5","1"
"114","灵魂洪炉（普通）","普通","2","0","51","80","80","98","0","632","1","0","5","1"
"115","萨隆矿坑（普通）","普通","2","0","52","80","80","98","0","658","1","0","5","1"
"116","映像大厅（普通）","普通","2","0","53","80","80","98","0","668","1","0","5","1"
"117","乌特加德之巅（英雄）","英雄","2","0","39","80","80","98","0","575","2","0","5","1"
"118","净化斯坦索姆（英雄）","英雄","2","0","44","80","80","98","0","595","2","0","5","1"
"119","魔环（英雄）","英雄","2","0","41","80","80","98","0","578","2","0","5","1"
"120","闪电大厅（英雄）","英雄","2","0","42","80","80","98","0","602","2","0","5","1"
"121","岩石大厅（英雄）","英雄","2","0","43","80","80","98","0","599","2","0","5","1"
"122","达克萨隆要塞（英雄）","英雄","2","0","45","80","80","98","0","600","2","0","5","1"
"123","古达克（英雄）","英雄","2","0","46","80","80","98","0","604","2","0","5","1"
"124","安卡赫特：古代王国（英雄）","英雄","2","0","47","80","80","98","0","619","2","0","5","1"
"125","紫罗兰监狱（英雄）","英雄","2","0","48","80","80","98","0","608","2","0","5","1"
"126","魔枢（英雄）","英雄","2","0","49","80","80","98","0","576","2","0","5","1"
"127","艾卓-尼鲁布（英雄）","英雄","2","0","40","80","80","98","0","601","2","0","5","1"
"128","乌特加德城堡（英雄）","英雄","2","0","38","80","80","98","0","574","2","0","5","1"
"129","冠军的试炼（英雄）","英雄","2","0","50","80","80","98","0","650","2","0","5","1"
"130","灵魂洪炉（英雄）","英雄","2","0","51","80","80","98","0","632","2","0","5","1"
"131","萨隆矿坑（英雄）","英雄","2","0","52","80","80","98","0","658","2","0","5","1"
"132","映像大厅（英雄）","英雄","2","0","53","80","80","98","0","668","2","0","5","1"
"133","潮汐王座（普通）","普通","2","0","54","80","85","98","0","643","1","0","5","1"
"134","黑石岩窟（普通）","普通","2","0","55","80","85","98","0","645","1","0","5","1"
"135","格瑞姆巴托（普通）","普通","2","0","56","84","85","98","0","670","1","0","5","1"
"136","起源大厅（普通）","普通","2","0","57","84","85","98","0","644","1","0","5","1"
"137","巨石之核（普通）","普通","2","0","58","81","85","98","0","725","1","0","5","1"
"138","旋云之巅（普通）","普通","2","0","59","81","85","98","0","657","1","0","5","1"
"139","托维尔失落之城（普通）","普通","2","0","60","84","85","98","0","755","1","0","5","1"
"140","旋云之巅（英雄）","英雄","2","0","59","85","85","98","0","657","2","0","5","1"
"141","巨石之核（英雄）","英雄","2","0","58","85","85","98","0","725","2","0","5","1"
"142","起源大厅（英雄）","英雄","2","0","57","85","85","98","0","644","2","0","5","1"
"143","格瑞姆巴托（英雄）","英雄","2","0","56","85","85","98","0","670","2","0","5","1"
"144","黑石岩窟（英雄）","英雄","2","0","55","85","85","98","0","645","2","0","5","1"
"146","潮汐王座（英雄）","英雄","2","0","54","85","85","98","0","643","2","0","5","1"
"147","托维尔失落之城（英雄）","英雄","2","0","60","85","85","98","0","755","2","0","5","1"
"148","死亡矿井（英雄）","英雄","2","0","5","85","85","98","0","36","2","0","5","1"
"149","影牙城堡（英雄）","英雄","2","0","19","85","85","98","0","33","2","0","5","1"
"150","祖尔格拉布（英雄）","祖尔格拉布","2","0","0","85","85","98","0","859","2","0","5","1"
"151","祖阿曼（英雄）","祖阿曼","2","0","0","85","85","98","0","568","2","0","5","1"
"152","时光之末（英雄）","时光之末","2","0","0","85","85","98","0","938","2","0","5","1"
"153","永恒之井（英雄）","永恒之井","2","0","0","85","85","98","0","939","2","0","5","1"
"154","暮光审判（英雄）","暮光审判","2","0","0","85","85","98","0","940","2","0","5","1"
"155","青龙寺（普通）","普通","2","0","61","85","90","98","0","960","1","0","5","1"
"156","风暴烈酒酿造厂（普通）","普通","2","0","62","85","90","98","0","961","1","0","5","1"
"157","影踪禅院（普通）","普通","2","0","63","87","90","98","0","959","1","0","5","1"
"158","魔古山宫殿（普通）","普通","2","0","64","87","90","98","0","994","1","0","5","1"
"159","围攻砮皂寺（普通）","普通","2","0","65","88","90","98","0","1011","1","0","5","1"
"160","残阳关（普通）","普通","2","0","66","88","90","98","0","962","1","0","5","1"
"163","青龙寺（英雄）","英雄","2","0","61","90","90","98","0","960","2","0","5","1"
"164","风暴烈酒酿造厂（英雄）","英雄","2","0","62","90","90","98","0","961","2","0","5","1"
"165","影踪禅院（英雄）","英雄","2","0","63","90","90","98","0","959","2","0","5","1"
"166","魔古山宫殿（英雄）","英雄","2","0","64","87","90","98","0","994","2","0","5","1"
"167","残阳关（英雄）","英雄","2","0","66","90","90","98","0","962","2","0","5","1"
"168","通灵学院（英雄）","英雄","2","0","18","90","90","98","0","1007","1","0","5","1"
"169","血色修道院（英雄）","英雄","2","0","31","90","90","98","0","1004","2","0","5","1"
"170","血色大厅（英雄）","英雄","2","0","30","90","90","98","0","1001","2","0","5","1"
"171","围攻砮皂寺（英雄）","英雄","2","0","65","90","90","98","0","1011","2","0","5","1"
"172","霜火岭","霜火岭","1","0","68","90","100","258","0","0","0","6720","0","4"
"173","影月谷（德拉诺）","影月谷","1","0","68","90","100","258","0","0","0","6719","0","4"
"174","戈尔隆德","戈尔隆德","1","0","68","92","100","258","0","0","0","6721","0","4"
"175","塔拉多","塔拉多","1","0","68","94","100","258","0","0","0","6662","0","4"
"176","阿兰卡峰林","阿兰卡峰林","1","0","68","96","100","258","0","0","0","6722","0","4"
"177","纳格兰（德拉诺）","纳格兰","1","0","68","98","100","258","0","0","0","6755","0","4"
"179","血槌炉渣矿井（挑战）","挑战","2","4","6","100","100","99","0","1175","8","0","5","1"
"180","钢铁码头（挑战）","挑战","2","4","7","100","100","99","0","1195","8","0","5","1"
"181","奥金顿（挑战）","挑战","2","4","8","100","100","99","0","1182","8","0","5","1"
"182","通天峰（挑战）","挑战","2","4","9","100","100","99","0","1209","8","0","5","1"
"183","恐轨车站（挑战）","挑战","2","4","10","100","100","99","0","1208","8","0","5","1"
"184","永茂林地（挑战）","挑战","2","4","11","100","100","99","0","1279","8","0","5","1"
"185","影月墓地（挑战）","挑战","2","4","12","100","100","99","0","1176","8","0","5","1"
"186","黑石塔上层（挑战）","挑战","2","4","13","100","100","99","0","1358","8","0","5","1"
"187","新工匠镇","新工匠镇","1","0","2","1","5","258","0","0","0","6457","0","4"
"188","寒脊山谷","寒脊山谷","1","0","2","1","5","258","0","0","0","6176","0","4"
"189","北郡","北郡","1","0","2","1","5","258","0","0","0","6170","0","4"
"190","吉尔尼斯城","吉尔尼斯城","1","0","2","1","5","258","0","0","0","5435","0","4"
"191","逐日岛","逐日岛","1","0","2","1","5","258","0","0","0","6455","0","4"
"192","丧钟镇","丧钟镇","1","0","2","1","5","258","0","0","0","6454","0","4"
"193","丹莫罗","丹莫罗","1","0","2","1","10","258","0","0","0","1","0","4"
"194","提瑞斯法林地","提瑞斯法林地","1","0","2","1","10","258","0","0","0","85","0","4"
"195","永歌森林","永歌森林","1","0","2","1","10","258","0","0","0","3430","0","4"
"196","艾尔文森林","艾尔文森林","1","0","2","1","10","258","0","0","0","12","0","4"
"197","吉尔尼斯","吉尔尼斯","1","0","2","1","12","258","0","0","0","4714","0","4"
"198","洛克莫丹","洛克莫丹","1","0","2","10","20","258","0","0","0","38","0","4"
"199","幽魂之地","幽魂之地","1","0","2","10","20","258","0","0","0","3433","0","4"
"200","银松森林","银松森林","1","0","2","10","20","258","0","0","0","130","0","4"
"201","吉尔尼斯废墟","吉尔尼斯废墟","1","0","2","14","20","258","0","0","0","4706","0","4"
"202","赤脊山","赤脊山","1","0","2","15","20","258","0","0","0","44","0","4"
"203","湿地","湿地","1","0","2","20","25","258","0","0","0","11","0","4"
"204","暮色森林","暮色森林","1","0","2","20","25","258","0","0","0","10","0","4"
"205","希尔斯布莱德丘陵","希尔斯布莱德丘陵","1","0","2","20","25","258","0","0","0","267","0","4"
"206","阿拉希高地","阿拉希高地","1","0","2","25","30","258","0","0","0","45","0","4"
"207","北荆棘谷","北荆棘谷","1","0","2","25","30","258","0","0","0","33","0","4"
"208","荆棘谷海角","荆棘谷海角","1","0","2","30","35","258","0","0","0","5287","0","4"
"209","辛特兰","辛特兰","1","0","2","30","35","258","0","0","0","47","0","4"
"210","荆棘谷","荆棘谷","1","0","2","30","50","258","0","0","0","5339","0","4"
"211","西瘟疫之地","西瘟疫之地","1","0","2","35","40","258","0","0","0","28","0","4"
"212","燃烧平原","燃烧平原","1","0","2","49","52","258","0","0","0","46","0","4"
"213","灼热峡谷","灼热峡谷","1","0","2","47","51","258","0","0","0","51","0","4"
"214","荒芜之地","荒芜之地","1","0","2","44","48","258","0","0","0","3","0","4"
"215","东瘟疫之地","东瘟疫之地","1","0","2","40","45","258","0","0","0","139","0","4"
"217","暮光高地","暮光高地","1","0","2","84","90","258","0","0","0","4922","0","4"
"219","瓦丝琪尔","瓦丝琪尔","1","0","2","80","90","258","0","0","0","5146","0","4"
"221","奎尔丹纳斯岛","奎尔丹纳斯岛","1","0","2","70","70","258","0","0","0","4080","0","4"
"222","诅咒之地","诅咒之地","1","0","2","55","60","258","0","0","0","4","0","4"
"223","东瘟疫之地：血色领地","东瘟疫之地：血色领地","1","0","2","55","58","258","0","0","0","4298","0","4"
"224","悲伤沼泽","悲伤沼泽","1","0","2","51","55","258","0","0","0","8","0","4"
"225","逆风小径","逆风小径","1","0","2","50","60","258","0","0","0","41","0","4"
"226","黑石山","黑石山","1","0","2","50","60","258","0","0","0","1445","0","4"
"227","幽影谷","幽影谷","1","0","3","1","5","258","0","0","0","6450","0","4"
"228","埃门谷","埃门谷","1","0","3","1","5","258","0","0","0","6456","0","4"
"229","试炼谷","试炼谷","1","0","3","1","5","258","0","0","0","6451","0","4"
"230","回音群岛","回音群岛","1","0","3","1","5","258","0","0","0","6453","0","4"
"231","纳拉其营地","纳拉其营地","1","0","3","1","5","258","0","0","0","6452","0","4"
"232","秘蓝岛","秘蓝岛","1","0","3","1","10","258","0","0","0","3524","0","4"
"234","莫高雷","莫高雷","1","0","3","1","10","258","0","0","0","215","0","4"
"235","杜隆塔尔","杜隆塔尔","1","0","3","1","10","258","0","0","0","14","0","4"
"236","黑海岸","黑海岸","1","0","3","10","20","258","0","0","0","148","0","4"
"237","秘血岛","秘血岛","1","0","3","10","20","258","0","0","0","3525","0","4"
"238","北贫瘠之地","北贫瘠之地","1","0","3","10","20","258","0","0","0","17","0","4"
"239","塔纳利斯","塔纳利斯","1","0","3","45","50","258","0","0","0","440","0","4"
"240","千针石林","千针石林","1","0","3","40","45","258","0","0","0","400","0","4"
"241","菲拉斯","菲拉斯","1","0","3","35","40","258","0","0","0","357","0","4"
"242","尘泥沼泽","尘泥沼泽","1","0","3","35","40","258","0","0","0","6463","0","4"
"243","凄凉之地","凄凉之地","1","0","3","30","40","258","0","0","0","405","0","4"
"244","南贫瘠之地","南贫瘠之地","1","0","3","30","35","258","0","0","0","4709","0","4"
"245","石爪山脉","石爪山脉","1","0","3","25","30","258","0","0","0","406","0","4"
"246","灰谷","灰谷","1","0","3","20","25","258","0","0","0","331","0","4"
"247","月光林地","月光林地","1","0","3","15","15","258","0","0","0","493","0","4"
"248","艾萨拉","艾萨拉","1","0","3","10","20","258","0","0","0","16","0","4"
"249","熔火前线","熔火前线","1","0","3","85","85","258","0","0","0","5733","0","4"
"250","奥丹姆","奥丹姆","1","0","3","83","90","258","0","0","0","5034","0","4"
"251","海加尔山","海加尔山","1","0","3","80","90","258","0","0","0","616","0","4"
"252","希利苏斯","希利苏斯","1","0","3","55","60","258","0","0","0","1377","0","4"
"253","冬泉谷","冬泉谷","1","0","3","50","55","258","0","0","0","618","0","4"
"254","安戈洛环形山","安戈洛环形山","1","0","3","50","55","258","0","0","0","490","0","4"
"255","费伍德森林","费伍德森林","1","0","3","45","50","258","0","0","0","361","0","4"
"256","地狱火半岛","地狱火半岛","1","0","69","58","80","258","0","0","0","3483","0","4"
"257","赞加沼泽","赞加沼泽","1","0","69","60","80","258","0","0","0","3521","0","4"
"258","泰罗卡森林","泰罗卡森林","1","0","69","62","80","258","0","0","0","3519","0","4"
"259","纳格兰","纳格兰","1","0","69","64","80","258","0","0","0","3518","0","4"
"260","刀锋山","刀锋山","1","0","69","65","80","258","0","0","0","3522","0","4"
"261","虚空风暴","虚空风暴","1","0","69","67","80","258","0","0","0","3523","0","4"
"262","影月谷","影月谷","1","0","69","67","80","258","0","0","0","3520","0","4"
"263","北风苔原","北风苔原","1","0","70","58","80","258","0","0","0","3537","0","4"
"264","嚎风峡湾","嚎风峡湾","1","0","70","58","80","258","0","0","0","495","0","4"
"265","龙骨荒野","龙骨荒野","1","0","70","61","80","258","0","0","0","65","0","4"
"266","灰熊丘陵","灰熊丘陵","1","0","70","63","80","258","0","0","0","394","0","4"
"267","索拉查盆地","索拉查盆地","1","0","70","66","80","258","0","0","0","3711","0","4"
"268","祖达克","祖达克","1","0","70","64","80","258","0","0","0","66","0","4"
"269","冰冠冰川","冰冠冰川","1","0","70","67","80","258","0","0","0","210","0","4"
"270","风暴峭壁","风暴峭壁","1","0","70","67","80","258","0","0","0","67","0","4"
"271","洛斯加尔登陆点","洛斯加尔登陆点","1","0","70","77","80","258","0","0","0","4742","0","4"
"272","晶歌森林","晶歌森林","1","0","70","67","80","258","0","0","0","2817","0","4"
"273","冬拥湖","冬拥湖","1","0","70","80","80","258","0","0","0","4197","0","4"
"274","托尔巴拉德","托尔巴拉德","1","0","2","85","85","258","0","0","0","5095","0","4"
"275","托尔巴拉德半岛","托尔巴拉德半岛","1","0","2","85","85","258","0","0","0","5389","0","4"
"276","深岩之洲","深岩之洲","1","0","3","82","83","258","0","0","0","5042","0","4"
"277","暗月岛","暗月岛","1","0","2","1","90","258","0","0","0","5861","0","4"
"278","科赞","科赞","1","0","3","1","5","258","0","0","0","4737","0","4"
"279","失落群岛","失落群岛","1","0","3","1","12","258","0","0","0","4707","0","4"
"280","迷踪岛","迷踪岛","1","0","71","1","10","258","0","0","0","5736","0","4"
"281","翡翠林","翡翠林","1","0","71","80","90","258","0","0","0","5785","0","4"
"282","卡桑琅丛林","卡桑琅丛林","1","0","71","81","90","258","0","0","0","6134","0","4"
"283","昆莱山","昆莱山","1","0","71","82","90","258","0","0","0","5841","0","4"
"284","四风谷","四风谷","1","0","71","81","90","258","0","0","0","5805","0","4"
"285","雾纱栈道","雾纱栈道","1","0","71","87","87","258","0","0","0","6006","0","4"
"286","螳螂高原","螳螂高原","1","0","71","83","90","258","0","0","0","5842","0","4"
"287","恐惧废土","恐惧废土","1","0","71","84","90","258","0","0","0","6138","0","4"
"288","巨兽岛","巨兽岛","1","0","71","90","90","258","0","0","0","6661","0","4"
"289","锦绣谷","锦绣谷","1","0","71","85","90","258","0","0","0","5840","0","4"
"290","雷神岛","雷神岛","1","0","71","90","90","258","0","0","0","6507","0","4"
"291","永恒岛","永恒岛","1","0","71","90","90","258","0","0","0","6757","0","4"
"293","黑翼之巢","黑翼之巢","3","0","0","60","60","34","0","469","9","0","40","0"
"294","安其拉废墟","安其拉废墟","3","0","0","60","60","34","0","509","3","0","10","0"
"295","安其拉神殿","安其拉神殿","3","0","0","60","60","34","0","531","9","0","40","0"
"296","格鲁尔的巢穴","格鲁尔的巢穴","3","0","0","70","70","34","0","565","4","0","25","0"
"297","玛瑟里顿的巢穴","玛瑟里顿的巢穴","3","0","0","70","70","34","0","544","4","0","25","0"
"298","毒蛇神殿","毒蛇神殿","3","0","0","70","70","34","0","548","4","0","25","0"
"299","风暴要塞","风暴要塞","3","0","0","70","70","34","0","550","4","0","25","0"
"300","黑暗神殿","黑暗神殿","3","0","0","70","70","34","0","564","14","0","30","0"
"301","太阳之井","太阳之井","3","0","0","70","70","34","0","580","4","0","25","0"
"303","奥杜尔","奥杜尔","3","0","0","80","80","35","0","603","14","0","30","0"
"304","十字军的试炼（10人普通）","10人普通","3","0","73","80","80","35","0","649","3","0","10","0"
"305","十字军的试炼（10人英雄）","10人英雄","3","0","73","80","80","35","0","649","5","0","10","0"
"306","十字军的试炼（25人普通）","25人普通","3","0","73","80","80","35","0","649","4","0","25","0"
"307","十字军的试炼（25人英雄）","25人英雄","3","0","73","80","80","35","0","649","6","0","25","0"
"308","红玉圣殿（10人普通）","10人普通","3","0","74","80","80","35","0","724","3","0","10","0"
"309","红玉圣殿（10人英雄）","10人英雄","3","0","74","80","80","35","0","724","5","0","10","0"
"310","红玉圣殿（25人普通）","25人普通","3","0","74","80","80","35","0","724","4","0","25","0"
"311","红玉圣殿（25人英雄）","25人英雄","3","0","74","80","80","35","0","724","6","0","25","0"
"313","黑翼血环（10人普通）","10人普通","3","0","75","85","85","35","0","669","3","0","10","0"
"316","黑翼血环（25人普通）","25人普通","3","0","75","85","85","35","0","669","4","0","25","0"
"317","黑翼血环（10人英雄）","10人英雄","3","0","75","85","85","35","0","669","5","0","10","0"
"318","黑翼血环（25人英雄）","25人英雄","3","0","75","85","85","35","0","669","6","0","25","0"
"319","暮光堡垒（10人普通）","10人普通","3","0","76","85","85","35","0","671","3","0","10","0"
"320","暮光堡垒（10人英雄）","10人英雄","3","0","76","85","85","35","0","671","5","0","10","0"
"321","暮光堡垒（25人英雄）","25人英雄","3","0","76","85","85","35","0","671","6","0","25","0"
"322","暮光堡垒（25人普通）","25人普通","3","0","76","85","85","35","0","671","4","0","25","0"
"323","风神王座（10人普通）","10人普通","3","0","77","85","85","35","0","754","3","0","10","0"
"324","风神王座（10人英雄）","10人英雄","3","0","77","85","85","35","0","754","5","0","10","0"
"325","风神王座（25人英雄）","25人英雄","3","0","77","85","85","35","0","754","6","0","25","0"
"326","风神王座（25人普通）","25人普通","3","0","77","85","85","35","0","754","4","0","25","0"
"327","火焰之地（10人普通）","10人普通","3","0","78","85","85","35","0","720","3","0","10","0"
"328","火焰之地（10人英雄）","10人英雄","3","0","78","85","85","35","0","720","5","0","10","0"
"329","火焰之地（25人普通）","25人普通","3","0","78","85","85","35","0","720","4","0","25","0"
"330","火焰之地（25人英雄）","25人英雄","3","0","78","85","85","35","0","720","6","0","25","0"
