Id,Name,ParentUiMapId,Flags,System,Type,LevelRangeMin,LevelRangeMax,BountySetId,BountyDisplayLocation,VisibilityPlayerConditionId,HelpTextPosition,BkgAtlasId
"40","Jasperlode Mine","37","0","0","5","0","0","0","0","0","0","0"
"41","Dalaran","42","0","0","5","0","0","0","0","0","0","0"
"42","Deadwind Pass","13","6","0","3","0","0","0","0","0","0","775"
"43","The Master's Cellar","42","0","0","5","0","0","0","0","0","0","0"
"44","The Master's Cellar","42","0","0","5","0","0","0","0","0","0","0"
"45","The Master's Cellar","42","0","0","5","0","0","0","0","0","0","0"
"46","Karazhan Catacombs","42","0","0","5","0","0","0","0","0","0","0"
"47","Duskwood","13","6","0","3","0","0","0","0","0","0","13"
"48","Loch Modan","13","6","0","3","0","0","0","0","0","0","9"
"49","Redridge Mountains","13","6","0","3","0","0","0","0","0","0","10"
"50","Northern Stranglethorn","224","6","0","3","0","0","0","0","0","0","18"
"51","Swamp of Sorrows","13","6","0","3","0","0","0","0","0","0","31"
"52","Westfall","13","6","0","3","0","0","0","0","0","0","6"
"53","Gold Coast Quarry","52","0","0","5","0","0","0","0","0","0","0"
"54","Jangolode Mine","52","0","0","5","0","0","0","0","0","0","0"
"55","The Deadmines","52","0","0","5","0","0","0","0","0","0","0"
"56","Wetlands","13","6","0","3","0","0","0","0","0","0","15"
"57","Teldrassil","12","6","0","3","0","0","68088","0","0","0","72"
"58","Shadowthread Cave","57","0","0","5","0","0","0","0","0","0","0"
"59","Fel Rock","57","0","0","5","0","0","0","0","0","0","0"
"60","Ban'ethil Barrow Den","57","0","0","5","0","0","0","0","0","0","0"
"61","Ban'ethil Barrow Den","57","0","0","5","0","0","0","0","0","0","0"
"62","Darkshore","12","6","0","3","10","1","0","89601","0","0","5"
"63","Ashenvale","12","6","0","3","0","0","0","0","0","0","12"
"64","Thousand Needles","12","6","0","3","0","0","0","0","0","0","21"
"65","Stonetalon Mountains","12","6","0","3","0","0","0","0","0","0","14"
"66","Desolace","12","6","0","3","0","0","0","0","0","0","19"
"67","Maraudon","66","0","0","5","0","0","0","0","0","0","0"
"68","Maraudon","66","0","0","5","0","0","0","0","0","0","0"
"69","Feralas","12","6","0","3","0","0","0","0","0","0","22"
"70","Dustwallow Marsh","12","6","0","3","0","0","0","0","0","0","23"
"71","Tanaris","12","6","0","3","0","0","0","0","0","0","28"
"72","The Noxious Lair","71","0","0","5","0","0","0","0","0","0","0"
"73","The Gaping Chasm","71","0","0","5","0","0","0","0","0","0","0"
"74","Caverns of Time","71","0","0","5","0","0","0","0","0","0","0"
"75","Caverns of Time","71","0","0","5","0","0","0","0","0","0","0"
"76","Azshara","12","6","0","3","0","0","0","0","0","0","2"
"77","Felwood","12","6","0","3","0","0","0","0","0","0","26"
"78","Un'Goro Crater","12","6","0","3","0","0","0","0","0","0","32"
"79","The Slithering Scar","78","0","0","5","0","0","0","0","0","0","0"
"80","Moonglade","12","6","0","3","0","0","0","0","0","0","884"
"81","Silithus","12","6","0","3","0","0","0","0","0","0","36"
"82","Twilight's Run","81","0","0","5","0","0","0","0","0","0","0"
"83","Winterspring","12","6","0","3","0","0","0","0","0","0","33"
"84","Stormwind City","13","7","0","3","0","0","0","0","0","0","0"
"85","Orgrimmar","12","7","0","3","0","0","0","0","0","0","0"
"86","Orgrimmar","85","0","0","6","0","0","0","0","0","0","0"
"87","Ironforge","13","6","0","3","0","0","0","0","0","0","0"
"88","Thunder Bluff","12","6","0","3","0","0","0","0","0","0","0"
"89","Darnassus","12","7","0","3","0","0","68088","0","0","0","0"
"90","Undercity","13","6","0","3","0","0","62731","0","0","0","0"
"91","Alterac Valley","25","0","0","6","0","0","0","0","0","0","0"
"92","Warsong Gulch","10","0","0","6","0","0","0","0","0","0","0"
"93","Arathi Basin","14","0","0","6","0","0","0","0","0","0","0"
"94","Eversong Woods","13","6","0","3","0","0","0","0","0","0","77"
"95","Ghostlands","13","6","0","3","0","0","0","0","0","0","8"
"96","Amani Catacombs","95","0","0","5","0","0","0","0","0","0","0"
"97","Azuremyst Isle","12","6","0","3","0","0","0","0","0","0","76"
"98","Tides' Hollow","97","0","0","5","0","0","0","0","0","0","0"
"99","Stillpine Hold","97","0","0","5","0","0","0","0","0","0","0"
"100","Hellfire Peninsula","101","6","0","3","0","0","0","0","0","0","37"
"101","Outland","946","0","0","2","0","0","0","0","0","0","777"
"102","Zangarmarsh","101","6","0","3","0","0","0","0","0","0","38"
"103","The Exodar","12","6","0","3","0","0","0","0","0","0","0"
"104","Shadowmoon Valley","101","6","0","3","0","0","0","0","0","0","43"
"105","Blade's Edge Mountains","101","6","0","3","0","0","0","0","0","0","41"
"106","Bloodmyst Isle","12","6","0","3","0","0","0","0","0","0","4"
"107","Nagrand","101","6","0","3","0","0","0","0","0","0","40"
"108","Terokkar Forest","101","6","0","3","0","0","0","0","0","0","39"
"109","Netherstorm","101","6","0","3","0","0","0","0","0","0","42"
"110","Silvermoon City","13","6","0","3","0","0","0","0","0","0","0"
"111","Shattrath City","101","6","0","3","0","0","0","0","0","0","0"
"112","Eye of the Storm","109","0","0","6","0","0","0","0","0","0","0"
"113","Northrend","947","0","0","2","0","0","0","0","0","0","826"
"114","Borean Tundra","113","6","0","3","0","0","0","0","0","0","44"
"115","Dragonblight","113","6","0","3","0","0","0","0","0","0","46"
"116","Grizzly Hills","113","6","0","3","0","0","0","0","0","0","47"
"117","Howling Fjord","113","6","0","3","0","0","0","0","0","0","45"
"118","Icecrown","113","6","0","3","0","0","0","0","0","0","51"
"119","Sholazar Basin","113","6","0","3","0","0","0","0","0","0","49"
"120","The Storm Peaks","113","6","0","3","0","0","0","0","0","0","50"
"121","Zul'Drak","113","6","0","3","0","0","0","0","0","0","48"
"122","Isle of Quel'Danas","13","6","0","3","0","0","0","0","0","0","161"
"123","Wintergrasp","113","6","0","3","0","0","0","0","0","0","1200"
"124","Plaguelands: The Scarlet Enclave","23","0","0","6","0","0","0","0","0","0","0"
"125","Dalaran","127","0","0","4","0","0","0","0","0","0","0"
"126","Dalaran","127","0","0","4","0","0","0","0","0","0","0"
"127","Crystalsong Forest","113","6","0","3","0","0","0","0","0","0","163"
"128","Strand of the Ancients","115","0","0","6","0","0","0","0","0","0","0"
"129","The Nexus","114","0","0","4","0","0","0","0","0","0","0"
"130","The Culling of Stratholme","71","0","0","4","0","0","0","0","0","0","0"
"131","The Culling of Stratholme","130","0","0","4","0","0","0","0","0","0","0"
"132","Ahn'kahet: The Old Kingdom","115","0","0","4","0","0","0","0","0","0","0"
"133","Utgarde Keep","117","0","0","4","0","0","0","0","0","0","0"
"134","Utgarde Keep","117","0","0","4","0","0","0","0","0","0","0"
"135","Utgarde Keep","117","0","0","4","0","0","0","0","0","0","0"
"136","Utgarde Pinnacle","117","0","0","4","0","0","0","0","0","0","0"
"137","Utgarde Pinnacle","117","0","0","4","0","0","0","0","0","0","0"
"138","Halls of Lightning","120","0","0","4","0","0","0","0","0","0","0"
"139","Halls of Lightning","120","0","0","4","0","0","0","0","0","0","0"
"140","Halls of Stone","120","0","0","4","0","0","0","0","0","0","0"
"141","The Eye of Eternity","114","0","0","4","0","0","0","0","0","0","0"
"142","The Oculus","114","0","0","6","0","0","0","0","0","0","0"
"143","The Oculus","114","0","0","4","0","0","0","0","0","0","0"
"144","The Oculus","114","0","0","4","0","0","0","0","0","0","0"
"145","The Oculus","114","0","0","4","0","0","0","0","0","0","0"
"146","The Oculus","114","0","0","4","0","0","0","0","0","0","0"
"147","Ulduar","120","0","0","4","0","0","0","0","0","0","0"
"148","Ulduar","147","0","0","4","0","0","0","0","0","0","0"
"149","Ulduar","147","0","0","4","0","0","0","0","0","0","0"
"150","Ulduar","147","0","0","4","0","0","0","0","0","0","0"
"151","Ulduar","147","0","0","4","0","0","0","0","0","0","0"
"152","Ulduar","147","0","0","4","0","0","0","0","0","0","0"
"153","Gundrak","121","0","0","6","0","0","0","0","0","0","0"
"154","Gundrak","121","0","0","4","0","0","0","0","0","0","0"
"155","The Obsidian Sanctum","115","0","0","6","0","0","0","0","0","0","0"
"156","Vault of Archavon","123","0","0","4","0","0","0","0","0","0","0"
"157","Azjol-Nerub","115","0","0","4","0","0","0","0","0","0","0"
"158","Azjol-Nerub","115","0","0","4","0","0","0","0","0","0","0"
"159","Azjol-Nerub","115","0","0","4","0","0","0","0","0","0","0"
"160","Drak'Tharon Keep","121","0","0","4","0","0","0","0","0","0","0"
"161","Drak'Tharon Keep","121","0","0","4","0","0","0","0","0","0","0"
"162","Naxxramas","115","0","0","4","0","0","0","0","0","0","0"
"163","Naxxramas","115","0","0","4","0","0","0","0","0","0","0"
"164","Naxxramas","115","0","0","4","0","0","0","0","0","0","0"
"165","Naxxramas","115","0","0","4","0","0","0","0","0","0","0"
"166","Naxxramas","115","0","0","4","0","0","0","0","0","0","0"
"167","Naxxramas","115","0","0","4","0","0","0","0","0","0","0"
"168","The Violet Hold","125","0","0","4","0","0","0","0","0","0","0"
"169","Isle of Conquest","118","0","0","6","0","0","0","0","0","0","0"
"170","Hrothgar's Landing","113","6","0","3","0","0","0","0","0","0","988"
"171","Trial of the Champion","118","0","0","4","0","0","0","0","0","0","0"
"172","Trial of the Crusader","118","0","0","4","0","0","0","0","0","0","0"
"173","Trial of the Crusader","118","0","0","4","0","0","0","0","0","0","0"
"174","The Lost Isles","948","6","0","3","0","0","0","0","0","0","159"
"175","Kaja'mite Cavern","174","0","0","5","0","0","0","0","0","0","0"
"176","Volcanoth's Lair","174","0","0","5","0","0","0","0","0","0","0"
"177","Gallywix Labor Mine","174","0","0","5","0","0","0","0","0","0","0"
"178","Gallywix Labor Mine","174","0","0","5","0","0","0","0","0","0","0"
"179","Gilneas","13","6","0","6","0","0","0","0","0","0","78"
"180","Emberstone Mine","179","0","0","5","0","0","0","0","0","0","0"
"181","Greymane Manor","179","0","0","5","0","0","0","0","0","0","0"
"182","Greymane Manor","179","0","0","5","0","0","0","0","0","0","0"
"183","The Forge of Souls","118","0","0","4","0","0","0","0","0","0","0"
"184","Pit of Saron","118","0","0","6","0","0","0","0","0","0","0"
"185","Halls of Reflection","118","0","0","4","0","0","0","0","0","0","0"
"186","Icecrown Citadel","118","0","0","4","0","0","0","0","0","0","0"
"187","Icecrown Citadel","118","0","0","4","0","0","0","0","0","0","0"
"188","Icecrown Citadel","118","0","0","4","0","0","0","0","0","0","0"
"189","Icecrown Citadel","118","0","0","4","0","0","0","0","0","0","0"
"190","Icecrown Citadel","118","0","0","4","0","0","0","0","0","0","0"
"191","Icecrown Citadel","118","0","0","4","0","0","0","0","0","0","0"
"192","Icecrown Citadel","118","0","0","4","0","0","0","0","0","0","0"
"193","Icecrown Citadel","118","0","0","4","0","0","0","0","0","0","0"
"194","Kezan","948","6","0","3","0","0","0","0","0","0","79"
"195","Kaja'mine","194","0","0","5","0","0","0","0","0","0","0"
"196","Kaja'mine","194","0","0","5","0","0","0","0","0","0","0"
"197","Kaja'mine","194","0","0","5","0","0","0","0","0","0","0"
"198","Mount Hyjal","12","6","0","3","0","0","0","0","0","0","52"
"199","Southern Barrens","12","6","0","3","0","0","0","0","0","0","16"
"200","The Ruby Sanctum","115","0","0","6","0","0","0","0","0","0","0"
"201","Kelp'thar Forest","203","6","0","3","0","0","0","0","0","0","0"
"202","Gilneas City","179","6","0","3","0","0","0","0","0","0","0"
"203","Vashj'ir","13","6","0","3","0","0","0","0","0","0","53"
"204","Abyssal Depths","203","6","0","3","0","0","0","0","0","0","0"
"205","Shimmering Expanse","203","6","0","3","0","0","0","0","0","0","0"
"206","Twin Peaks","241","0","0","6","0","0","0","0","0","0","0"
"207","Deepholm","948","6","0","3","0","0","0","0","0","0","54"
"208","Twilight Depths","207","0","0","5","0","0","0","0","0","0","0"
"209","Twilight Depths","207","0","0","5","0","0","0","0","0","0","0"
"210","The Cape of Stranglethorn","224","6","0","3","0","0","0","0","0","0","24"
"213","Ragefire Chasm","85","0","0","4","0","0","0","0","0","0","0"
"217","Ruins of Gilneas","13","6","0","3","0","0","0","0","0","0","78"
"218","Ruins of Gilneas City","217","1","0","6","0","0","0","0","0","0","0"
"219","Zul'Farrak","71","0","0","6","0","0","0","0","0","0","0"
"220","The Temple of Atal'Hakkar","51","0","0","4","0","0","0","0","0","0","0"
"221","Blackfathom Deeps","63","0","0","4","0","0","0","0","0","0","0"
"222","Blackfathom Deeps","63","0","0","4","0","0","0","0","0","0","0"
"223","Blackfathom Deeps","63","0","0","4","0","0","0","0","0","0","0"
"224","Stranglethorn Vale","13","6","0","3","0","0","0","0","0","0","18"
"225","The Stockade","84","0","0","4","0","0","0","0","0","0","0"
"226","Gnomeregan","27","0","0","4","0","0","0","0","0","0","0"
"227","Gnomeregan","27","0","0","4","0","0","0","0","0","0","0"
"228","Gnomeregan","27","0","0","4","0","0","0","0","0","0","0"
"229","Gnomeregan","27","0","0","4","0","0","0","0","0","0","0"
"230","Uldaman","15","0","0","4","0","0","0","0","0","0","0"
"231","Uldaman","15","0","0","4","0","0","0","0","0","0","0"
"232","Molten Core","36","0","0","4","0","0","0","0","0","0","0"
"233","Zul'Gurub","50","0","0","6","0","0","0","0","0","0","0"
"234","Dire Maul","69","0","0","6","0","0","0","0","0","0","0"
"235","Dire Maul","69","0","0","4","0","0","0","0","0","0","0"
"236","Dire Maul","69","0","0","4","0","0","0","0","0","0","0"
"237","Dire Maul","69","0","0","4","0","0","0","0","0","0","0"
"238","Dire Maul","69","0","0","4","0","0","0","0","0","0","0"
"239","Dire Maul","69","0","0","4","0","0","0","0","0","0","0"
"240","Dire Maul","69","0","0","4","0","0","0","0","0","0","0"
"241","Twilight Highlands","13","6","0","3","0","0","0","0","0","0","56"
"242","Blackrock Depths","32","0","0","4","0","0","0","0","0","0","0"
"243","Blackrock Depths","32","0","0","4","0","0","0","0","0","0","0"
"244","Tol Barad","13","0","0","3","0","0","0","0","0","0","656"
"245","Tol Barad Peninsula","13","0","0","3","0","0","0","0","0","0","656"
"246","The Shattered Halls","100","0","0","4","0","0","0","0","0","0","0"
"247","Ruins of Ahn'Qiraj","81","0","0","6","0","0","0","0","0","0","0"
"248","Onyxia's Lair","70","0","0","4","0","0","0","0","0","0","0"
"249","Uldum","12","6","0","3","0","0","75733","89602","0","1","55"
"250","Blackrock Spire","36","0","0","4","0","0","0","0","0","0","0"
"251","Blackrock Spire","36","0","0","4","0","0","0","0","0","0","0"
"252","Blackrock Spire","36","0","0","4","0","0","0","0","0","0","0"
"253","Blackrock Spire","36","0","0","4","0","0","0","0","0","0","0"
"254","Blackrock Spire","36","0","0","4","0","0","0","0","0","0","0"
"255","Blackrock Spire","36","0","0","4","0","0","0","0","0","0","0"
"256","Auchenai Crypts","108","0","0","4","0","0","0","0","0","0","0"
"257","Auchenai Crypts","108","0","0","4","0","0","0","0","0","0","0"
"258","Sethekk Halls","108","0","0","4","0","0","0","0","0","0","0"
"259","Sethekk Halls","108","0","0","4","0","0","0","0","0","0","0"
"260","Shadow Labyrinth","108","0","0","4","0","0","0","0","0","0","0"
"261","The Blood Furnace","100","0","0","4","0","0","0","0","0","0","0"
"262","The Underbog","102","0","0","4","0","0","0","0","0","0","0"
"263","The Steamvault","102","0","0","4","0","0","0","0","0","0","0"
"264","The Steamvault","102","0","0","4","0","0","0","0","0","0","0"
"265","The Slave Pens","102","0","0","4","0","0","0","0","0","0","0"
"266","The Botanica","109","0","0","4","0","0","0","0","0","0","0"
"267","The Mechanar","109","0","0","4","0","0","0","0","0","0","0"
"268","The Mechanar","109","0","0","4","0","0","0","0","0","0","0"
"269","The Arcatraz","109","0","0","4","0","0","0","0","0","0","0"
"270","The Arcatraz","109","0","0","4","0","0","0","0","0","0","0"
"271","The Arcatraz","109","0","0","4","0","0","0","0","0","0","0"
"272","Mana-Tombs","108","0","0","4","0","0","0","0","0","0","0"
"273","The Black Morass","75","0","0","6","0","0","0","0","0","0","0"
"274","Old Hillsbrad Foothills","75","0","0","6","0","0","0","0","0","0","0"
"275","The Battle for Gilneas","179","0","0","6","0","0","0","0","0","0","0"
"276","The Maelstrom","948","6","0","3","0","0","0","0","0","0","0"
"277","Lost City of the Tol'vir","249","0","0","6","0","0","0","0","0","0","0"
"279","Wailing Caverns","10","0","0","4","0","0","0","0","0","0","0"
"280","Maraudon","66","0","0","4","0","0","0","0","0","0","0"
"281","Maraudon","66","0","0","4","0","0","0","0","0","0","0"
"282","Baradin Hold","244","0","0","4","0","0","0","0","0","0","0"
"283","Blackrock Caverns","36","0","0","4","0","0","0","0","0","0","0"
"284","Blackrock Caverns","36","0","0","4","0","0","0","0","0","0","0"
"285","Blackwing Descent","36","0","0","4","0","0","0","0","0","0","0"
"286","Blackwing Descent","36","0","0","4","0","0","0","0","0","0","0"
"287","Blackwing Lair","36","0","0","4","0","0","0","0","0","0","0"
"288","Blackwing Lair","36","0","0","4","0","0","0","0","0","0","0"
"289","Blackwing Lair","36","0","0","4","0","0","0","0","0","0","0"
"290","Blackwing Lair","36","0","0","4","0","0","0","0","0","0","0"
"291","The Deadmines","52","0","0","4","0","0","0","0","0","0","0"
"292","The Deadmines","52","0","0","4","0","0","0","0","0","0","0"
"293","Grim Batol","241","0","0","4","0","0","0","0","0","0","0"
"294","The Bastion of Twilight","241","0","0","4","0","0","0","0","0","0","0"
"295","The Bastion of Twilight","241","0","0","4","0","0","0","0","0","0","0"
"296","The Bastion of Twilight","241","0","0","4","0","0","0","0","0","0","0"
"297","Halls of Origination","249","0","0","4","0","0","0","0","0","0","0"
"298","Halls of Origination","249","0","0","4","0","0","0","0","0","0","0"
"299","Halls of Origination","249","0","0","4","0","0","0","0","0","0","0"
"300","Razorfen Downs","64","0","0","4","0","0","0","0","0","0","0"
"301","Razorfen Kraul","199","0","0","4","0","0","0","0","0","0","0"
"302","Scarlet Monastery","18","0","0","4","0","0","0","0","0","0","0"
"303","Scarlet Monastery","18","0","0","4","0","0","0","0","0","0","0"
"304","Scarlet Monastery","18","0","0","4","0","0","0","0","0","0","0"
"305","Scarlet Monastery","18","0","0","4","0","0","0","0","0","0","0"
"306","ScholomanceOLD","22","0","0","4","0","0","0","0","0","0","0"
"307","ScholomanceOLD","22","0","0","4","0","0","0","0","0","0","0"
"308","ScholomanceOLD","22","0","0","4","0","0","0","0","0","0","0"
"309","ScholomanceOLD","22","0","0","4","0","0","0","0","0","0","0"
"310","Shadowfang Keep","21","0","0","4","0","0","0","0","0","0","0"
"311","Shadowfang Keep","21","0","0","4","0","0","0","0","0","0","0"
"312","Shadowfang Keep","21","0","0","4","0","0","0","0","0","0","0"
"313","Shadowfang Keep","21","0","0","4","0","0","0","0","0","0","0"
"314","Shadowfang Keep","21","0","0","4","0","0","0","0","0","0","0"
"315","Shadowfang Keep","21","0","0","4","0","0","0","0","0","0","0"
"316","Shadowfang Keep","21","0","0","4","0","0","0","0","0","0","0"
"317","Stratholme","23","0","0","4","0","0","0","0","0","0","0"
"318","Stratholme","23","0","0","4","0","0","0","0","0","0","0"
"319","Ahn'Qiraj","81","0","0","4","0","0","0","0","0","0","0"
"320","Ahn'Qiraj","81","0","0","4","0","0","0","0","0","0","0"
"321","Ahn'Qiraj","81","0","0","4","0","0","0","0","0","0","0"
"322","Throne of the Tides","204","0","0","4","0","0","0","0","0","0","0"
"323","Throne of the Tides","204","0","0","4","0","0","0","0","0","0","0"
"324","The Stonecore","207","0","0","4","0","0","0","0","0","0","0"
"325","The Vortex Pinnacle","249","0","0","4","0","0","0","0","0","0","0"
"327","Ahn'Qiraj: The Fallen Kingdom","12","2","0","6","0","0","0","0","0","0","0"
"328","Throne of the Four Winds","249","0","0","4","0","0","0","0","0","0","0"
"329","Hyjal Summit","75","0","0","6","0","0","0","0","0","0","0"
"330","Gruul's Lair","105","0","0","4","0","0","0","0","0","0","0"
"331","Magtheridon's Lair","100","0","0","4","0","0","0","0","0","0","0"
"332","Serpentshrine Cavern","102","0","0","4","0","0","0","0","0","0","0"
"333","Zul'Aman","95","0","0","6","0","0","0","0","0","0","0"
"334","Tempest Keep","109","0","0","4","0","0","0","0","0","0","0"
"335","Sunwell Plateau","122","0","0","4","0","0","0","0","0","0","0"
"336","Sunwell Plateau","335","0","0","4","0","0","0","0","0","0","0"
"337","Zul'Gurub","50","0","0","6","0","0","0","0","0","0","0"
"338","Molten Front","198","0","0","6","0","0","0","0","0","0","0"
"339","Black Temple","104","0","0","4","0","0","0","0","0","0","0"
"340","Black Temple","339","0","0","4","0","0","0","0","0","0","0"
"341","Black Temple","339","0","0","4","0","0","0","0","0","0","0"
"342","Black Temple","339","0","0","4","0","0","0","0","0","0","0"
"343","Black Temple","339","0","0","4","0","0","0","0","0","0","0"
"344","Black Temple","339","0","0","4","0","0","0","0","0","0","0"
"345","Black Temple","339","0","0","4","0","0","0","0","0","0","0"
"346","Black Temple","339","0","0","4","0","0","0","0","0","0","0"
"347","Hellfire Ramparts","100","0","0","4","0","0","0","0","0","0","0"
"348","Magisters' Terrace","122","0","0","4","0","0","0","0","0","0","0"
"349","Magisters' Terrace","122","0","0","4","0","0","0","0","0","0","0"
"350","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"351","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"352","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"353","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"354","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"355","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"356","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"357","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"358","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"359","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"360","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"361","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"362","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"363","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"364","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"365","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"366","Karazhan","42","0","0","4","0","0","0","0","0","0","0"
"367","Firelands","198","0","0","4","0","0","0","0","0","0","0"
"368","Firelands","367","0","0","4","0","0","0","0","0","0","0"
"369","Firelands","367","0","0","4","0","0","0","0","0","0","0"
"370","The Nexus","114","0","0","4","0","0","0","0","0","0","0"
"371","The Jade Forest","424","6","0","3","0","0","0","0","0","0","57"
"372","Greenstone Quarry","371","0","0","5","0","0","0","0","0","0","0"
"373","Greenstone Quarry","371","0","0","5","0","0","0","0","0","0","0"
"374","The Widow's Wail","371","0","0","5","0","0","0","0","0","0","0"
"375","Oona Kagu","371","0","0","5","0","0","0","0","0","0","0"
"376","Valley of the Four Winds","424","6","0","3","0","0","0","0","0","0","58"
"377","Cavern of Endless Echoes","376","0","0","5","0","0","0","0","0","0","0"
"378","The Wandering Isle","947","2","0","6","0","0","0","0","0","0","80"
"379","Kun-Lai Summit","424","6","0","3","0","0","0","0","0","0","60"
"380","Howlingwind Cavern","379","0","0","5","0","0","0","0","0","0","0"
"381","Pranksters' Hollow","379","0","0","5","0","0","0","0","0","0","0"
"382","Knucklethump Hole","379","0","0","5","0","0","0","0","0","0","0"
"383","The Deeper","379","0","0","5","0","0","0","0","0","0","0"
"384","The Deeper","379","0","0","5","0","0","0","0","0","0","0"
"385","Tomb of Conquerors","379","0","0","5","0","0","0","0","0","0","0"
"386","Ruins of Korune","379","0","0","5","0","0","0","0","0","0","0"
"387","Ruins of Korune","379","0","0","5","0","0","0","0","0","0","0"
"388","Townlong Steppes","424","6","0","3","0","0","0","0","0","0","61"
"389","Niuzao Temple","388","0","0","5","0","0","0","0","0","0","0"
"390","Vale of Eternal Blossoms","424","6","0","3","0","0","73083","0","0","2","173"
"391","Shrine of Two Moons","390","0","0","5","0","0","0","0","0","0","0"
"392","Shrine of Two Moons","390","0","0","5","0","0","0","0","0","0","0"
"393","Shrine of Seven Stars","390","0","0","5","0","0","0","0","0","0","0"
"394","Shrine of Seven Stars","390","0","0","5","0","0","0","0","0","0","0"
"395","Guo-Lai Halls","390","0","0","5","0","0","0","0","0","0","0"
"396","Guo-Lai Halls","390","0","0","5","0","0","0","0","0","0","0"
"397","Eye of the Storm","109","0","0","6","0","0","0","0","0","0","0"
"398","Well of Eternity","71","0","0","6","0","0","0","0","0","0","0"
"399","Hour of Twilight","71","0","0","4","0","0","0","0","0","0","0"
"400","Hour of Twilight","399","0","0","4","0","0","0","0","0","0","0"
"401","End Time","71","0","0","4","0","0","0","0","0","0","0"
"402","End Time","401","0","0","4","0","0","0","0","0","0","0"
"403","End Time","401","0","0","4","0","0","0","0","0","0","0"
"404","End Time","401","0","0","4","0","0","0","0","0","0","0"
"405","End Time","401","0","0","4","0","0","0","0","0","0","0"
"406","End Time","401","0","0","4","0","0","0","0","0","0","0"
