Id,Name,OField_9_0_1_34081_002,Flags,ChrModelId,OrderIndex,ChrCustomizationCategoryId,OptionType,CameraZoom,ChrCustomizationId,Field_9_0_1_34615_010
"88","Hair Color","86","2","14","4","2","0","1","4","0"
"89","Earrings","87","8","14","6","2","0","0.75","18","0"
"90","Skin Color","88","80","15","2","2","0","10","1","0"
"91","Face","89","128","15","1","2","0","2","2","0"
"92","Hair Style","90","0","15","3","2","0","1","3","0"
"93","Hair Color","91","2","15","4","2","0","1","4","0"
"94","Tusks","92","0","15","5","2","0","0.75","19","0"
"95","Skin Color","93","80","16","2","2","0","10","1","0"
"96","Face","94","128","16","1","2","0","2","2","0"
"97","Hair Style","95","0","16","3","2","0","1","3","0"
"98","Hair Color","96","2","16","4","2","0","1","4","0"
"99","Tusks","97","0","16","5","2","0","0.75","19","0"
"100","Skin Color","98","80","17","2","2","0","10","1","0"
"101","Face","99","128","17","1","2","0","2","2","0"
"102","Hair Style","100","0","17","3","2","0","1","3","0"
"103","Hair Color","101","2","17","4","2","0","1","4","0"
"104","Ears","102","0","17","10","3","0","0.75","20","0"
"105","Skin Color","103","80","18","2","2","0","10","1","0"
"106","Face","104","128","18","1","2","0","2","2","0"
"107","Hair Style","105","0","18","3","2","0","1","3","0"
"108","Hair Color","106","2","18","4","2","0","1","4","0"
"109","Ears","107","0","18","10","3","0","0.75","20","0"
"110","Skin Color","108","80","19","2","2","0","10","1","0"
"111","Face","109","128","19","1","2","0","2","2","0"
"112","Hair Style","110","0","19","3","2","0","1","3","0"
"113","Hair Color","111","2","19","4","2","0","1","4","0"
"114","Facial Hair","112","0","19","5","2","0","0.75","5","0"
"116","Tattoo Color","114","11","19","12","5","0","1","35","0"
"117","Horns","115","8","19","8","2","0","1","7","0"
"118","Blindfold","116","8","19","9","2","0","1","8","0"
"119","Skin Color","117","80","20","2","2","0","10","1","0"
"120","Face","118","128","20","1","2","0","2","2","0"
"121","Hair Style","119","0","20","3","2","0","1","3","0"
"122","Hair Color","120","2","20","4","2","0","1","4","0"
"123","Earrings","121","72","20","12","3","0","0.75","21","0"
"125","Tattoo Color","123","11","20","24","5","0","1","35","0"
"126","Horns","124","8","20","5","2","0","1","7","0"
"127","Blindfold","125","8","20","7","2","0","1","8","0"
"128","Skin Color","126","80","21","2","2","0","10","1","0"
"129","Face","127","128","21","1","2","0","2","2","0"
"130","Hair Style","128","0","21","3","2","0","1","3","0"
"131","Hair Color","129","2","21","4","2","0","1","4","0"
"132","Facial Hair","130","0","21","5","2","0","0.75","5","0"
"133","Skin Color","131","80","22","2","2","0","10","1","0"
"134","Face","132","128","22","1","2","0","2","2","0"
"135","Hair Style","133","0","22","3","2","0","1","3","0"
"136","Hair Color","134","2","22","4","2","0","1","4","0"
"137","Horns","135","0","22","5","2","0","0.75","23","0"
"138","Skin Color","136","16","23","1","2","0","1","1","0"
"139","Face","137","0","23","2","2","0","1","2","0"
"140","Hair Style","138","0","23","3","4","0","1","3","0"
"141","Hair Color","139","2","23","4","4","0","1","4","0"
"142","Hair Style","140","0","24","1","4","0","1","3","0"
"143","Hair Color","141","2","24","2","4","0","1","4","0"
"144","Skin Color","142","16","25","1","2","0","1","1","0"
"145","Hair Style","143","0","25","2","4","0","1","3","0"
"146","Hair Color","144","2","25","3","4","0","1","4","0"
"147","Skin Color","145","16","26","1","2","0","1","1","0"
"148","Hair Style","146","0","26","2","4","0","1","3","0"
"149","Hair Color","147","2","26","3","4","0","1","4","0"
"150","Skin Color","148","16","27","1","2","0","1","1","0"
"151","Face","149","0","27","2","2","0","1","2","0"
"152","Hair Style","150","0","27","3","4","0","1","3","0"
"153","Hair Color","151","2","27","4","4","0","1","4","0"
"154","Hair Style","152","0","28","1","4","0","1","3","0"
"155","Hair Color","153","2","28","2","4","0","1","4","0"
"156","Skin Color","154","16","29","1","2","0","1","1","0"
"157","Face","155","0","29","2","2","0","1","2","0"
"158","Hair Style","156","0","29","3","4","0","1","3","0"
"159","Hair Color","157","2","29","4","4","0","1","4","0"
"160","Hair Style","158","0","30","1","4","0","1","3","0"
"161","Hair Color","159","2","30","2","4","0","1","4","0"
"162","Skin Color","160","16","31","1","2","0","1","1","0"
"163","Face","161","0","31","2","2","0","1","2","0"
"164","Hair Style","162","0","31","3","4","0","1","3","0"
"165","Hair Color","163","2","31","4","4","0","1","4","0"
"166","Facial Hair","164","0","31","5","4","0","1","5","0"
"167","Hair Style","165","0","32","1","4","0","1","3","0"
"168","Hair Color","166","2","32","2","4","0","1","4","0"
"169","Skin Color","167","16","33","1","2","0","1","1","0"
"170","Face","168","0","33","2","2","0","1","2","0"
"171","Hair Style","169","0","33","3","4","0","1","3","0"
"172","Hair Color","170","2","33","4","4","0","1","4","0"
"173","Facial Hair","171","0","33","5","4","0","1","5","0"
"174","Hair Style","172","0","34","1","4","0","1","3","0"
"175","Hair Color","173","2","34","2","4","0","1","4","0"
"176","Skin Color","174","16","35","1","2","0","1","1","0"
"177","Face","175","0","35","2","2","0","1","2","0"
"178","Hair Style","176","0","35","3","4","0","1","3","0"
"179","Hair Color","177","2","35","4","4","0","1","4","0"
"180","Facial Hair","178","0","35","5","4","0","1","5","0"
"181","Hair Style","179","0","36","1","4","0","1","3","0"
"182","Hair Color","180","2","36","2","4","0","1","4","0"
"183","Skin Color","181","16","37","1","2","0","1","1","0"
"184","Face","182","0","37","2","2","0","1","2","0"
"185","Hair Style","183","0","37","3","4","0","1","3","0"
"186","Hair Color","184","2","37","4","4","0","1","4","0"
"187","Facial Hair","185","0","37","5","4","0","1","5","0"
"188","Hair Style","186","0","38","1","4","0","1","3","0"
"189","Hair Color","187","2","38","2","4","0","1","4","0"
"190","Skin Color","188","16","39","1","2","0","1","1","0"
"191","Hair Style","189","0","39","2","4","0","1","3","0"
"192","Hair Color","190","2","39","3","4","0","1","4","0"
"193","Facial Hair","191","0","39","4","4","0","1","5","0"
"194","Hair Style","192","0","40","2","4","0","1","3","0"
"195","Hair Color","193","2","40","3","4","0","1","4","0"
"196","Skin Color","194","16","41","1","2","0","1","1","0"
"197","Face","195","0","41","2","2","0","1","2","0"
"198","Hair Style","196","0","41","3","4","0","1","3","0"
"199","Hair Color","197","2","41","4","4","0","1","4","0"
"200","Facial Hair","198","0","41","5","4","0","1","5","0"
"201","Hair Style","199","0","42","1","4","0","1","3","0"
"202","Hair Color","200","2","42","2","4","0","1","4","0"
"203","Fur Color","201","66","43","2","20","0","10","1","0"
"204","Face","202","128","43","1","20","0","2","2","0"
"205","Hair Style","203","0","43","3","20","0","1","3","0"
"207","Facial Hair","205","0","43","4","20","0","0.75","5","0"
"208","Fur Color","206","66","44","2","20","0","10","1","0"
"209","Face","207","128","44","1","20","0","2","2","0"
"210","Hair Style","208","0","44","3","20","0","1","3","0"
"212","Ears","210","8","44","5","20","0","0.75","22","0"
"213","Skin Color","211","16","45","2","2","0","1","1","0"
"214","Face","212","0","45","1","2","0","1","2","0"
"215","Hair Style","213","0","45","3","2","0","1","3","0"
"216","Hair Color","214","2","45","4","2","0","1","4","0"
"217","Facial Hair","215","0","45","5","2","0","1","5","0"
"218","Skin Color","216","16","46","2","2","0","1","1","0"
"219","Face","217","0","46","1","2","0","1","2","0"
"220","Hair Style","218","0","46","3","2","0","1","3","0"
"221","Hair Color","219","2","46","4","2","0","1","4","0"
"230","Hair Style","227","0","48","3","14","0","1","3","0"
"231","Hair Color","228","2","48","4","14","0","1","4","0"
"232","Earrings","229","8","48","6","14","0","0.75","26","0"
"233","Skin Color","230","16","53","2","2","0","10","1","0"
"234","Face","231","0","53","1","2","0","2","2","0"
"235","Hair Style","232","0","53","3","2","0","1","3","0"
"236","Hair Color","233","2","53","4","2","0","1","4","0"
"237","Earrings","234","8","53","5","2","0","0.75","44","0"
"239","Skin Color","236","16","54","2","2","0","10","1","0"
"240","Face","237","0","54","1","2","0","2","2","0"
"241","Hair Style","238","0","54","3","2","0","1","3","0"
"242","Hair Color","239","2","54","4","2","0","1","4","0"
"243","Earrings","240","8","54","5","2","0","0.75","43","0"
"247","Horn Style","244","0","55","3","2","0","1","39","0"
"248","Horn Markings","245","2","55","4","2","1","1","40","0"
"254","Horn Style","250","0","56","5","2","0","1","39","0"
"255","Horn Markings","251","2","56","6","2","1","1","40","0"
"256","Hair","252","0","56","3","2","0","0.75","38","0"
"259","Skin Color","254","80","57","2","2","0","10","1","0"
"260","Face","255","128","57","1","2","0","2","2","0"
"261","Hair Style","256","0","57","3","2","0","1","3","0"
"262","Hair Color","257","2","57","4","2","0","1","4","0"
"263","Facial Hair","258","0","57","5","2","0","0.75","5","0"
"264","Skin Color","259","80","58","2","2","0","10","1","0"
"265","Face","260","128","58","1","2","0","2","2","0"
"266","Hair Style","261","0","58","3","2","0","1","3","0"
"267","Hair Color","262","2","58","4","2","0","1","4","0"
"268","Earrings","263","8","58","6","2","0","0.75","41","0"
"269","Skin Color","264","16","59","2","2","0","10","1","0"
"270","Face","265","0","59","1","2","0","2","2","0"
"271","Hair Style","266","0","59","3","2","0","1","3","0"
"272","Hair Color","267","2","59","4","2","0","1","4","0"
"273","Facial Hair","268","0","59","5","2","0","0.75","5","0"
"275","Rune","270","8","59","8","2","0","1","25","0"
"276","Skin Color","271","16","60","2","2","0","10","1","0"
"277","Face","272","0","60","1","2","0","2","2","0"
"278","Hair Style","273","0","60","3","2","0","1","3","0"
"279","Hair Color","274","2","60","4","2","0","1","4","0"
"280","Horns","275","0","60","5","2","0","0.75","24","0"
"282","Rune","277","8","60","7","2","0","1","25","0"
"283","Skin Color","278","16","61","2","2","0","10","1","0"
"284","Face","279","0","61","1","2","0","2","2","0"
"285","Hair Style","280","0","61","3","2","0","1","3","0"
"286","Hair Color","281","2","61","4","2","0","1","4","0"
"288","Tusks","283","0","61","6","2","0","1","29","0"
"289","Piercings","284","8","61","7","3","0","1","30","0"
"290","Skin Color","285","16","62","2","2","0","10","1","0"
"291","Face","286","0","62","1","2","0","2","2","0"
"292","Hair Style","287","0","62","3","2","0","1","3","0"
"293","Hair Color","288","2","62","4","2","0","1","4","0"
"294","Ear Gauge","289","8","62","11","3","0","0.75","30","0"
"296","Tusks","291","0","62","5","2","0","1","29","0"
"297","Earrings","292","8","62","10","3","1","1","31","0"
"298","Skin Color","293","16","63","2","2","0","10","1","0"
"299","Face","294","0","63","1","2","0","2","2","0"
"300","Hair Style","295","0","63","3","2","0","1","3","0"
"301","Hair Color","296","2","63","4","2","0","1","4","0"
"302","Beard","297","8","63","6","2","0","0.75","5","0"
"303","Skin Color","298","16","64","2","2","0","10","1","0"
"304","Face","299","0","64","1","2","0","2","2","0"
"305","Hair Style","300","0","64","3","2","0","1","3","0"
"306","Hair Color","301","2","64","4","2","0","1","4","0"
"308","Earrings","303","8","64","6","2","0","1","155","0"
"309","Necklace","304","8","64","7","2","0","1","156","0"
"310","Skin Color","305","16","65","1","2","0","1","1","0"
"311","Face","306","0","65","2","2","0","1","2","0"
"312","Hair Style","307","0","65","3","4","0","0","3","0"
"313","Hair Color","308","2","65","4","4","0","1","4","0"
"314","Facial Hair","309","0","65","5","4","0","1","5","0"
"315","Skin Color","310","16","66","1","2","0","1","1","0"
"316","Hair Color","311","2","66","2","4","0","1","4","0"
"317","Facial Hair","312","0","66","3","4","0","1","5","0"
"318","Skin Color","313","16","67","2","16","0","10","1","0"
"319","Face","314","0","67","1","16","0","2","2","0"
"320","Hair Style","315","0","67","3","16","0","1","3","0"
"321","Hair Color","316","2","67","4","16","0","1","4","0"
"322","Facial Hair","317","0","67","5","16","0","0.75","5","0"
"324","Tattoo","319","8","67","6","16","0","1","47","0"
"325","Skin Color","320","16","68","2","2","0","10","1","0"
"326","Face","321","0","68","1","2","0","2","2","0"
"327","Hair Style","322","0","68","3","2","0","1","3","0"
"328","Hair Color","323","2","68","4","2","0","1","4","0"
"331","Fur Color","326","16","69","2","2","0","10","162","0"
"336","Ears","329","8","69","4","2","0","0.75","161","0"
"338","Snout","331","8","69","6","2","0","1","160","0"
"339","Fur Color","332","16","70","2","2","0","10","162","0"
"344","Ears","335","8","70","4","2","0","0.75","161","0"
"346","Snout","337","8","70","6","2","0","1","160","0"
"347","Skin Color","338","16","71","2","15","0","10","50","0"
"350","Hair Style","340","0","71","3","15","0","1","3","0"
"351","Hair Color","341","2","71","4","15","0","1","4","0"
"352","Beard","342","0","71","5","15","0","0.75","5","0"
"353","Hunched","343","40","71","30","1","1","10","49","0"
"354","Skin Color","344","16","72","2","15","0","10","50","0"
"357","Hair Style","346","0","72","3","15","0","1","3","0"
"358","Hair Color","347","2","72","4","15","0","1","4","0"
"360","Skin Color","349","80","73","2","2","0","1","1","0"
"361","Face","350","128","73","1","2","0","2","2","0"
"362","Hair Style","351","0","73","3","2","0","1","3","0"
"363","Hair Color","352","2","73","4","2","0","1","4","0"
"364","Facial Hair","353","0","73","5","2","0","0.75","5","0"
"366","Arm Upgrade","355","0","73","10","1","0","1","157","0"
"367","Leg Upgrade","356","0","73","11","1","1","1","158","0"
"368","Skin Color","357","80","74","2","2","0","1","1","0"
"369","Face","358","128","74","1","2","0","2","2","0"
"370","Hair Style","359","0","74","3","2","0","1","3","0"
"371","Hair Color","360","2","74","4","2","0","1","4","0"
"374","Arm Upgrade","362","0","74","10","1","0","1","157","0"
"375","Leg Upgrade","363","0","74","11","1","1","1","158","0"
"376","Tattoo","45","41","7","31","5","0","1","6","0"
"377","Tattoo","54","9","8","23","5","0","1","6","0"
"378","Face","69","128","11","1","18","0","2","177","0"
"379","Face","74","128","12","1","18","0","2","177","0"
"380","Tattoo","113","9","19","11","5","0","1","34","0"
"381","Tattoo","122","9","20","23","5","0","1","34","0"
"382","Piercings","220","8","46","5","3","0","1","180","0"
"383","Skin Color","221","16","47","2","14","0","10","171","0"
"384","Face","222","0","47","1","14","0","2","179","0"
"385","Hair Style","223","0","47","3","14","0","1","173","0"
"386","Beard","224","0","47","5","14","0","0.75","172","0"
"387","Skin Color","225","16","48","2","14","0","10","171","0"
"388","Face","226","0","48","1","14","0","2","179","0"
"389","Tattoo","235","9","53","6","1","0","1","42","0"
"390","Tattoo","241","9","54","6","1","0","1","42","0"
"391","Skin Color","242","16","55","2","2","0","10","169","0"
"392","Face","243","0","55","1","2","0","2","178","0"
"393","Facial Hair","246","0","55","5","2","0","0.75","170","0"
"394","Body Paint Color","247","11","55","9","5","0","1","37","0"
"395","Skin Color","248","16","56","2","2","0","10","169","0"
"396","Face","249","0","56","1","2","0","2","178","0"
"397","Body Paint Color","253","11","56","10","5","0","1","37","0"
"398","Tattoo","269","9","59","6","5","0","1","36","0"
"399","Tattoo","276","9","60","6","5","0","1","36","0"
"400","Tattoo","282","9","61","5","5","0","1","32","0"
"401","Tattoo","290","9","62","20","5","0","1","32","0"
"403","Piercings","318","8","67","7","16","0","1","52","0"
"404","Piercings","324","8","68","6","2","0","0.75","167","0"
"405","Tattoo","325","8","68","5","2","0","1","48","0"
"406","Face","327","0","69","1","2","0","2","176","0"
"407","Hair Style","328","0","69","3","2","0","1","174","0"
"408","Pattern","330","9","69","20","1","0","1","153","0"
"409","Face","333","0","70","1","2","0","2","176","0"
"410","Hair Style","334","0","70","3","2","0","1","174","0"
"411","Pattern","336","9","70","5","1","0","1","153","0"
"412","Face","339","0","71","1","15","0","2","175","0"
"413","Face","345","0","72","1","15","0","2","175","0"
"414","Earrings","348","8","72","6","15","0","0.75","166","0"
"415","Modification","354","0","73","6","2","0","1","159","0"
"416","Modification","361","0","74","5","2","0","1","159","0"
"463","Eye Color","364","2","1","11","3","0","1","2","0"
"464","Eye Color","365","2","2","8","2","0","1","2","0"
"501","Piercings","366","8","2","21","3","0","0.75","10","0"
"510","Necklace","367","8","2","22","3","0","1","10","0"
"516","Makeup","368","40","2","20","3","0","1","2","0"
"525","Face Shape","369","0","1","8","2","0","1","2","0"
"526","Face Shape","370","0","2","7","2","0","1","2","0"
"534","Eye Color","371","2","9","8","13","0","1","5","0"
"535","Eye Color","372","2","10","8","13","0","1","5","0"
"544","Eye Color","373","2","5","7","16","0","1","2","0"
"545","Eye Color","374","2","6","6","2","0","1","2","0"
"548","Eye Color","375","2","13","8","2","0","1","2","0"
"549","Eye Color","376","2","14","5","2","0","1","2","0"
"552","Eye Color","377","2","17","6","2","0","1","2","0"
"553","Eye Color","378","2","18","6","2","0","1","2","0"
"559","Face Features","382","32","10","6","13","0","0.75","14","0"
"563","Face Features","386","32","9","7","13","0","0.75","14","0"
"565","Bear Form","387","8","7","40","6","0","1","0","0"
"566","Bear Form","388","8","8","30","6","0","1","0","0"
"567","Skin Type","389","0","9","2","13","0","10","1","0"
"568","Skin Type","390","0","10","2","13","0","10","1","0"
"571","Eye Color","391","2","19","13","2","0","1","2","0"
"572","Eye Color","392","2","20","6","2","0","1","2","0"
"575","Necklace","394","8","20","13","3","0","0.75","5","0"
"578","Eye Color","395","2","57","6","2","0","1","2","0"
"579","Eye Color","396","2","58","5","2","0","1","2","0"
"582","Ears","397","8","19","6","2","0","1","1","0"
"583","Ears","398","8","20","11","3","0","1","1","0"
"585","Secondary Skin Color","399","0","57","7","1","0","1","1","0"
"586","Secondary Hair Color","400","0","57","8","1","0","1","4","0"
"588","Secondary Skin Color","401","0","58","7","1","0","1","1","0"
"589","Secondary Hair Color","402","0","58","8","1","0","1","4","0"
"600","Earrings","405","8","5","10","17","0","1","5","0"
"601","Earrings","406","72","6","7","2","0","1","5","0"
"604","Nose Ring","407","8","5","11","17","0","1","5","0"
"605","Piercings","408","8","6","8","2","0","1","5","0"
"607","Tattoo Color","409","10","6","10","5","0","1","1","0"
"608","Tattoo","410","40","6","9","5","0","1","1","0"
"610","Tattoo Color","411","10","5","21","5","0","1","1","0"
"611","Tattoo","412","40","5","20","5","0","1","1","0"
"614","Eye Color","413","2","67","8","16","0","1","2","0"
"615","Eye Color","414","2","68","7","2","0","1","2","0"
"618","Eye Color","415","2","21","6","2","0","1","2","0"
"619","Eye Color","416","2","22","6","2","0","1","2","0"
"622","Eye Color","417","2","43","6","20","0","1","2","0"
"623","Eye Color","418","2","44","6","20","0","1","2","0"
"624","Cat Form","419","8","8","31","7","0","1","0","0"
"625","Cat Form","420","8","7","41","7","0","1","0","0"
"626","Bear Form","421","8","43","50","6","0","1","0","0"
"627","Bear Form","422","8","44","7","6","0","1","0","0"
"628","Cat Form","423","8","43","51","7","0","1","0","0"
"629","Cat Form","424","8","44","8","7","0","1","0","0"
"631","Bracelets","425","9","20","27","5","0","0.75","5","0"
"632","Aquatic Form","426","8","44","9","9","0","1","0","0"
"633","Aquatic Form","427","8","43","52","9","0","1","0","0"
"634","Aquatic Form","428","8","8","32","9","0","1","0","0"
"635","Aquatic Form","429","8","7","42","9","0","1","0","0"
"636","Travel Form","430","8","44","10","10","0","1","0","0"
"637","Travel Form","431","8","43","53","10","0","1","0","0"
"638","Travel Form","432","8","8","33","10","0","1","0","0"
"639","Travel Form","433","8","7","43","10","0","1","0","0"
"640","Flight Form","434","8","44","11","11","0","1","0","0"
"641","Flight Form","435","8","43","54","11","0","1","0","0"
"642","Flight Form","436","8","8","34","11","0","1","0","0"
"643","Flight Form","437","8","7","44","11","0","1","0","0"
"646","Eye Color","438","2","11","10","19","0","1","2","0"
"647","Eye Color","439","2","12","7","18","0","1","2","0"
"649","Earrings","440","8","12","12","19","0","0.75","5","0"
"651","Necklace","441","8","12","14","19","0","0.75","5","0"
"653","Necklace","442","8","11","14","19","0","0.75","5","0"
"655","Headdress","443","40","12","11","19","0","0.75","5","0"
"657","Headdress","444","40","11","12","19","0","0.75","5","0"
"659","Nose Ring","445","8","12","13","19","0","0.75","5","0"
"661","Nose Ring","446","8","11","13","19","0","0.75","5","0"
"662","Body Paint","447","8","12","20","5","0","1","1","0"
"663","Body Paint","448","8","11","20","5","0","1","1","0"
"666","Face Paint","451","40","12","10","19","0","1","1","0"
"667","Face Paint","452","40","11","11","19","0","1","1","0"
"668","Paint Color","453","10","12","21","5","0","1","1","0"
"669","Paint Color","454","10","11","21","5","0","1","1","0"
"671","Hair","455","0","11","6","18","0","0.75","164","0"
"672","Foremane","456","32","11","5","18","0","0.75","164","0"
"673","Foremane","457","32","12","5","18","0","0.75","15","0"
"675","Ears","458","8","43","5","20","0","0.75","5","0"
"682","Eye Color","459","66","7","24","3","0","1","2","0"
"683","Eye Color","460","66","8","12","3","0","1","2","0"
"686","Eye Color","461","2","63","7","2","0","1","2","0"
"687","Eye Color","462","2","64","5","2","0","1","2","0"
"689","Tail","463","0","22","20","1","0","2","1","0"
"691","Tail","464","0","21","20","1","0","2","1","0"
"695","Tendrils","465","0","21","10","3","0","1","5","0"
"697","Tendrils","466","0","22","10","2","0","1","5","0"
"699","Circlet","467","40","22","8","2","1","0.75","5","0"
"701","Hair Decoration","468","8","22","9","2","0","0.75","5","0"
"703","Circlet","469","40","21","7","2","1","0.75","5","0"
"705","Horn Decoration","470","8","21","8","2","0","0.75","5","0"
"706","Mustache","471","0","63","5","2","0","0.75","5","0"
"708","Earrings","472","8","8","16","3","0","0.75","5","0"
"710","Necklace","473","8","8","18","3","0","0.75","5","0"
"712","Nose Ring","474","8","8","17","3","0","0.75","5","0"
"714","Headdress","475","40","8","15","3","0","0.75","5","0"
"724","Vines","476","40","8","5","2","1","0.75","5","0"
"726","Vine Color","477","10","8","6","2","0","0.75","5","0"
"728","Vines","478","40","7","25","3","1","0.75","5","0"
"730","Vine Color","479","10","7","26","3","0","0.75","5","0"
"732","Ears","480","0","8","8","2","0","2","1","0"
"734","Ears","481","0","7","22","3","0","2","1","0"
"736","Eyebrows","482","0","8","7","2","0","0.75","1","0"
"738","Eyebrows","483","0","7","21","3","0","0.75","5","0"
"739","Sideburns","484","0","7","5","2","0","0.75","5","0"
"740","Mustache","485","0","7","6","2","0","0.75","5","0"
"742","Scars","486","40","7","23","3","0","1","1","0"
"744","Scars","487","40","8","11","3","0","1","1","0"
"745","Markings Color","488","10","8","14","3","0","1","4","0"
"747","Eye Color","489","2","47","7","14","0","1","2","0"
"750","Eye Color","491","2","48","5","14","0","1","2","0"
"751","Tail","492","0","48","7","1","0","10","171","0"
"752","Mustache","493","0","47","4","14","0","0.75","172","0"
"753","Eyebrows","494","0","47","6","14","0","0.75","172","0"
"756","Eye Color","495","2","15","6","2","0","1","2","0"
"757","Eye Color","496","2","16","6","2","0","1","2","0"
"759","Piercing","497","8","16","13","3","0","0.75","5","0"
"761","Piercing","498","8","15","13","3","0","0.75","5","0"
"764","Earrings","499","8","15","12","3","0","0.75","5","0"
"766","Earrings","500","8","16","12","3","0","0.75","5","0"
"767","Face Paint","501","40","15","10","3","0","0.75","19","0"
"768","Face Paint Color","502","10","15","11","3","0","0.75","4","0"
"769","Body Paint","503","8","15","20","1","0","0.75","19","0"
"770","Body Paint Color","504","10","15","21","1","0","0.75","4","0"
"771","Face Paint","505","40","16","10","3","0","0.75","19","0"
"772","Face Paint Color","506","10","16","11","3","0","0.75","4","0"
"773","Body Paint","507","8","16","20","1","0","0.75","19","0"
"774","Body Paint Color","508","10","16","21","1","0","0.75","4","0"
"776","Jewelry Color","509","10","20","26","5","0","0.75","5","0"
"778","Jewelry Color","510","2","22","11","1","0","0.75","1","0"
"782","Jewelry Color","511","2","21","12","3","0","0.75","1","0"
