Id,Text,Text1,LanguageId,ConditionId,EmotesId,Flags,ChatBubbleDurationMs,SoundEntriesId0,SoundEntriesId1,EmoteId0,EmoteId1,EmoteId2,EmoteDelay0,EmoteDelay1,EmoteDelay2
"61647","They are a very superstitious people, who often take on the names of their favorite charms, or ""Luckydos.""","","0","0","0","69","0","0","0","1","0","0","0","0","0"
"61649","The grummle suspicious of any luck they cannot smell, so it behooves one to meet new grummles with a pocketful of dung.","","0","0","0","69","0","0","0","1","0","0","0","0","0"
"61650","A very strange race, indeed.","","0","0","0","69","0","0","0","1","0","0","0","0","0"
"61798","Many thousands of years ago, the mogu held all the power. They ruled this land with fists of iron. But as their empire grew, they needed a way to police and control it.","","0","0","0","69","0","30132","0","1","0","0","0","0","0"
"61799","They used the powers of the Vale, and their own flesh-warping magics, to twist and shape a race of ferocious lizards into a living weapon. They created an army. An army of Saurok. Bloodthirsty savages created to enforce the will of the emperor.","","0","0","0","69","0","30133","0","1","0","0","0","0","0"
"61800","Ah, but there is a problem with creating a living weapon. Do you see?","","0","0","0","69","0","30134","0","1","0","0","0","0","0"
"61801","Who, now, wields the power?","","0","0","0","69","0","30135","0","1","0","0","0","0","0"
"61802","The heartless saurok, even with their tiny lizard brains, soon realized the truth of their position. They killed the enemies of the mogu.","","0","0","0","69","0","30136","0","1","0","0","0","0","0"
"61803","Then they killed the subjects of the mogu.","","0","0","0","69","0","30137","0","1","0","0","0","0","0"
"61804","Soon, they started killing the mogu themselves.","","0","0","0","69","0","30138","0","1","0","0","0","0","0"
"61805","The mogu emperor then ordered all of the saurok to be purged. He tried to wipe out their entire race, to no avail. They still plague Pandaria to this day.","","0","0","0","69","0","30139","0","1","0","0","0","0","0"
"61806","So you see - power is easily taken, but should not be lightly given.","","0","0","0","69","0","30140","0","1","0","0","0","0","0"
"61828","","Ready when you are, $p.","0","0","396","69","0","0","31373","0","0","0","0","0","0"
"61979","","Come $p, let me show you.","0","0","66","70","0","0","31359","0","0","0","0","0","0"
"61980","","Look through the spyglass.","0","0","396","71","0","0","31360","0","0","0","0","0","0"
"61981","","The Sha of Hatred is inside that mantid structure... I suspect it was drawn to a powerful host there.","0","0","396","70","0","0","31361","0","0","0","0","0","0"
"61982","","To get in, we will need specially tuned crystals from some of the mantid leaders in the area.","0","0","396","70","0","0","31362","0","0","0","0","0","0"
"61983","","I located these leaders here...","0","0","396","70","0","0","31363","0","0","0","0","0","0"
"61984","","here...","0","0","396","70","0","0","31364","0","0","0","0","0","0"
"61985","","and here.","0","0","396","70","0","0","31365","0","0","0","0","0","0"
"61986","","Kill them.  Take the crystals.  Should be simple enough.","0","0","396","70","0","0","31366","0","0","0","0","0","0"
"62624","My, my. Hello, stranger! Sampled my dream brew, have we? Its visions are hard to interpret - half truth, half illusion. Who's to say which is which?","","0","0","1","71","0","31784","0","0","0","0","0","0","0"
"62776","What the...?","","0","0","0","71","0","32476","0","0","0","0","0","0","0"
"62777","What was that noise?","","0","0","0","71","0","32477","0","0","0","0","0","0","0"
"62778","It came from the wall, sir.","","0","0","0","71","0","32475","0","0","0","0","0","0","0"
"62779","I know where it CAME from, what was it?","","0","0","0","71","0","32478","0","0","0","0","0","0","0"
"62781","No... no...","","0","0","0","71","0","32479","0","0","0","0","0","0","0"
"62782","Men! To arms!","","0","0","0","71","0","0","0","0","0","0","0","0","0"
"62783","You three! $n! Assist Captain Oakenshield in the front!","","0","0","0","71","0","32480","0","0","0","0","0","0","0"
"62784","Greentill! Blacksoil! Cover our left flank! I don't want any surprises!","","0","0","0","71","0","32481","0","0","0","0","0","0","0"
"62785","Leven, take the right side! You're on your own!","","0","0","0","71","0","32482","0","0","0","0","0","0","0"
"62786","Everyone else! If you can hold a weapon, protect the village! Don't let them past this line! You...","","0","0","0","71","0","32483","0","0","0","0","0","0","0"
"62789","We don't stand a chance...","","0","0","0","71","0","32485","0","0","0","0","0","0","0"
"62790","Everyone, fall back! FALL BA-","","0","0","0","71","0","32486","0","0","0","0","0","0","0"
"62791","Rrrraaaa!!!","","0","0","0","71","0","29747","0","0","0","0","0","0","0"
"62792","Who are you?","","0","0","0","71","0","32487","0","0","0","0","0","0","0"
"62794","Does it matter who we are? We are here to help you.","","0","0","0","71","0","29748","0","0","0","0","0","0","0"
"62795","Hey! Gimme one o' them pitchforks!","","0","0","0","71","0","32504","0","0","0","0","0","0","0"
"62796","You were surrendering? Why? Because these invaders can break down a wall?","","0","0","0","71","0","29749","0","0","0","0","0","0","0"
"62797","You have got another wall... and it's made up of the people who call this place HOME.","","0","0","0","71","0","0","0","0","0","0","0","0","0"
"62798","Any one of us would lay down our life to protect this land.","","0","0","0","71","0","29750","0","0","0","0","0","0","0"
"62799","This land, it belongs to us...","","0","0","0","71","0","0","0","0","0","0","0","0","0"
"62800","It belongs to our ancestors...","","0","0","0","71","0","0","0","0","0","0","0","0","0"
"62801","It belongs to our children.","","0","0","0","71","0","0","0","0","0","0","0","0","0"
"62802","And we are not about to let that change.","","0","0","0","71","0","0","0","0","0","0","0","0","0"
"63378","You are too late! The Thunder King will rise and take dis land from you.","","0","0","0","71","0","0","0","0","0","0","0","0","0"
"63387","How did they find us? Ready your weapons - we've got to get out of this canyon!","","0","0","0","71","0","25871","0","6","0","0","0","0","0"
"63691","Oh... I seem to have lost my sword.","","0","0","0","69","0","30141","0","0","0","0","0","0","0"
"63692","When the Sundering ripped apart the continents of Azeroth, we pandaren thought that the rest of the world had been utterly destroyed.","","0","0","0","69","0","30114","0","0","0","0","0","0","0"
"63693","But as the centuries passed, one young explorer decided to see what was out there. His name was Liu Lang. And he set out to discover the world... on the back of a turtle!","","0","0","0","69","0","30115","0","0","0","0","0","0","0"
"63694","We celebrate his bravery with statue and song, but if you were actually there on the beach that very day - well, I'm sure he looked quite silly, indeed.","","0","0","0","69","0","30116","0","0","0","0","0","0","0"
"63695","Oh, how the pandaren laughed at him. But Liu Lang was more clever than anyone thought. Sea turtles always return to the beach where they were born. And so, despite the mists that envelop our land, he always had a way home.","","0","0","0","69","0","30117","0","0","0","0","0","0","0"
"63696","Every few years, he returned - with tales of mysterious cities in the sand, nomadic people living on endless grassy plains, a great empire under the ice, and a magical kingdom gilded in gold.","","0","0","0","69","0","30118","0","0","0","0","0","0","0"
"63697","Each time he returned, more and more pandaren answered Liu Lang's call, and joined him on his growing turtle. They were the bravest among us: The explorers. The adventurers.","","0","0","0","69","0","30119","0","0","0","0","0","0","0"
"63698","And that is the lesson of Liu Lang, my friend. Everyone always laughs at the explorer. They always laugh... until he returns.","","0","0","0","69","0","30120","0","0","0","0","0","0","0"
"63699","Great events often have humble beginnings. Consider: a quiet pond. Still. The water is like a sheet of glass.","","0","0","396","69","0","30150","0","0","0","0","0","0","0"
"63700","Until I throw a stone. Such a small thing - but soon, ripples engulf the whole of the lake!","","0","0","396","69","0","30151","0","0","0","0","0","0","0"
"63701","The jinyu also have humble origins. Once primitive creatures, they were fortunate enough to live near the enchanted pools within the Vale.","","0","0","0","69","0","30152","0","0","0","0","0","0","0"
"63702","The magic of the pools expanded their minds and grew their bodies, until they became one of the great ancient cultures of Pandaria.","","0","0","0","69","0","30153","0","0","0","0","0","0","0"
"63703","The wisest of the jinyu are very wise indeed - they can speak to the rivers the way you and I would consult our elders.","","0","0","0","69","0","30154","0","0","0","0","0","0","0"
"63704","In the whispering waters, they can hear the future.","","0","0","0","69","0","30155","0","0","0","0","0","0","0"
"63705","The jinyu and their waterspeakers stand at the very heart of the greatest events in Pandaria's history.","","0","0","0","69","0","30156","0","0","0","0","0","0","0"
"63706","Their visions built empires, freed slaves, and warned our Last Emperor of the Sundering that shattered Azeroth ten thousand years ago.","","0","0","0","69","0","30157","0","0","0","0","0","0","0"
"63707","Think about it: the smallest voice can change the world. Consider that, friend, the next time you decide to start throwing stones!","","0","0","0","69","0","30158","0","0","0","0","0","0","0"
"63708","Oh, my student - you wish to study the mantid? Be warned: the pandaren frontier is littered with the graves of former pupils.","","0","0","0","69","0","30166","0","1","1","0","0","500","0"
"63709","The mantid are harsh teachers.","","0","0","0","69","0","30167","0","0","0","0","0","0","0"
"63710","Every generation, the mantid swarm the Serpent's Spine wall in great numbers. They murder many pandaren, so we kill many times their number in return. Yet each generation, they attack once more. Why do they do this?","","0","0","0","69","0","30168","0","0","0","0","0","0","0"
"63711","We pandaren do not know.","","0","0","0","69","0","30169","0","0","0","0","0","0","0"
"63712","Our ancient writings indicate that the mantid have always been here. They predate even the mogu. Where did they come from?","","0","0","0","69","0","30170","0","1","6","0","0","500","0"
"63713","We pandaren do not know.","","0","0","0","69","0","30171","0","6","0","0","0","0","0"
"63714","Perhaps, if you were to befriend the mantid, and earn a reputation among them, they would teach you their secrets. But I warn you:","","0","0","0","69","0","30172","0","0","0","0","0","0","0"
"63715","Nobody has ever befriended the mantid.","","0","0","0","69","0","30173","0","0","0","0","0","0","0"
"63716","Here is what the pandaren do know: By massacring our people, by slaughtering tens of thousands of pandaren, generation after generation, they have taught us the value of life. A precious but fleeting gift. Easily snuffed out... in an instant.","","0","0","0","69","0","30174","0","0","0","0","0","0","0"
"63717","This is what the mantid have taught us.","","0","0","0","69","0","30175","0","0","0","0","0","0","0"
"63718","What do you fear most in this world? Have you conquered your fear... or has your fear conquered you?","","0","0","0","69","0","30159","0","0","0","0","0","0","0"
"63719","In the ancient days before the sundering of the world, the mogu emperors ruled over Pandaria. My people were made slaves, and they were afraid.","","0","0","0","69","0","30160","0","0","0","0","0","0","0"
"63720","The mogu were masters of pain and torture, of dark magics and brutal weapons. No pandaren, hozen, or jinyu could resist the power they held. And my people were afraid.","","0","0","0","69","0","30161","0","0","0","0","0","0","0"
"63721","It was the mogu who built the Serpent's Spine. The most unlucky of slaves were sent to aid in its construction and defense, to be fodder for the mantid. And my people were afraid.","","0","0","0","69","0","30162","0","0","0","0","0","0","0"
"63722","As the empire grew, the mogu began to experiment with the secrets of the Vale. They crafted terrible weapons of living flesh and stone. And my people were afraid.","","0","0","0","69","0","30163","0","0","0","0","0","0","0"
"63723","In their hubris, the mogu never foresaw that their downfall lay in wait, not among their enemies, but among the oppressed. The day that one slave stood...","","0","0","0","69","0","30164","0","0","0","0","0","0","0"
"63724","...and was no longer afraid.","","0","0","0","69","0","30165","0","0","0","0","0","0","0"
"63725","Fire! It is the most magical of elements. It warms us, it cooks our food. It is the hearthfire that makes a house a home. In the right hands, fire can shape iron into swords or plowshares. Left uncontrolled, fire could destroy a city.","","0","0","0","69","0","30099","0","0","0","0","0","0","0"
"63726","Fire is the instrument of change.","","0","0","0","69","0","30100","0","0","0","0","0","0","0"
"63727","Long ago, a group of sturdy nomad hunters wandered the world. By a stroke of fate, they were here in Pandaria when the Sundering split apart the continents of Azeroth. The wanderers found themselves trapped in the Townlong Steppes, a harsh and dangerous land.","","0","0","0","69","0","30101","0","0","0","0","0","0","0"
"63728","Those noble hunters found a way to survive on their own. Fire was the key. They drew up oil from the ground. They used it to heat their homes, cook their food, and burn their enemies. They grew STRONG.","","0","0","0","69","0","30102","0","0","0","0","0","0","0"
"63729","From the flames of fate, the yaungol were born. They survive beyond the wall, for they refuse to submit to any law but their own.","","0","0","0","69","0","30103","0","0","0","0","0","0","0"
"63730","Has fate been cruel to the yaungol? You may as well ask if fire is good or bad.","","0","0","0","69","0","30104","0","0","0","0","0","0","0"
"63731","Fate is like fire; it can shape or destroy us.","","0","0","0","69","0","30105","0","0","0","0","0","0","0"
"63732","All that matters is what you do with it.","","0","0","0","69","0","30106","0","0","0","0","0","0","0"
"63733","Ah! You wish to learn of our last and greatest emperor, Shaohao? My friend, I do not have the time here to recount all of his adventures, but his actions ten thousand years ago resonate to this very day.","","0","0","0","69","0","30107","0","0","0","0","0","0","0"
"63734","We know that he purged his doubts in the Jade Forest. That he cleansed himself of despair in the Krasarang Wilds. That he overcame his fear in Townlong Steppes. And that he defeated anger, hatred, and violence high in the mountains of Kun-Lai.","","0","0","0","69","0","30108","0","0","0","0","0","0","0"
"63735","This is known; and there are temples to mark these most sacred of places.","","0","0","0","69","0","30109","0","0","0","0","0","0","0"
"63736","But I want you to imagine standing in this very valley on the day he returned from his journey. Imagine being here when the gates opened for him. By then our emperor was a creature of pure light: No doubts, no fears, no hatred...","","0","0","0","69","0","30110","0","0","0","0","0","0","0"
"63737","It is said that all the trees in the vale blossomed as he entered, and continue to blossom to this day.","","0","0","0","69","0","30111","0","0","0","0","0","0","0"
"63738","Would that we could all live like our most sacred emperor. That we could put aside all our burdens and exist in harmony with the cosmos. THAT, I believe, was his message to us... before he became one with the land, and hid Pandaria away from the terror of the Sundering.","","0","0","0","69","0","30112","0","0","0","0","0","0","0"
"63739","Thank you, dear emperor.","","0","0","0","71","0","30113","0","0","0","0","0","0","0"
"63740","One day, a father grew tired of his young cub's misbehavior.  ""You act just like a hozen!"" the father scolded. Still, his son misbehaved.","","0","0","0","69","0","30142","0","0","0","0","0","0","0"
"63741","To teach him a lesson, the father dragged the cub out to the forest, to watch how the hozen live. ""Do you see what the hozen are like?"" he asked. ""Do you want to live like that?""","","0","0","0","69","0","30143","0","0","0","0","0","0","0"
"63742","The hozen are quite lively indeed. A short-lived race, few hozen survive past their 20th birthday. Their leaders are all 14 or 15. How mature were you at 14 years old? Meditate on that!","","0","0","0","69","0","30144","0","0","0","0","0","0","0"
"63743","Afterwards, the father asked his cub what he had learned.","","0","0","0","69","0","30145","0","0","0","0","0","0","0"
"63744","""I learned that we work and toil on our little farm, but that the hozen have the whole world as their garden,"" the cub said. ""I learned that we squint by the light of a single candle, but that the hozen enjoy the light of the stars. I learned that I go to school every day, but that the hozen learn by doing.""","","0","0","0","69","0","30146","0","0","0","0","0","0","0"
"63745","And the cub concluded, ""I should very much like to live like a hozen!""","","0","0","0","69","0","30147","0","0","0","0","0","0","0"
"63746","Who then, was the wiser? The father or the cub?","","0","0","0","69","0","30148","0","0","0","0","0","0","0"
"63747","That, my friend, is for you to decide.","","0","0","0","69","0","30149","0","0","0","0","0","0","0"
"64260","Think you can take me in battle?  Most girls hate snakes, but I think they're cute!","Think you can take me in battle?  Most girls hate snakes, but I think they're cute!","0","0","0","69","0","0","0","6","0","0","0","0","0"
"65087","Ah, if it isn't my favorite master assassin! I was hoping I would find you here in Pandaria.","","0","0","1","68","0","29135","0","0","0","0","0","0","0"
"65088","Very good. Let's talk.","","0","0","0","68","0","29136","0","0","0","0","0","0","0"
"65089","Tong! Drinks, please.","","0","0","0","68","0","29137","0","0","0","0","0","0","0"
"65090","My father, Deathwing, tried to destroy the whole of Azeroth.","","0","0","0","68","0","29138","0","0","0","0","0","0","0"
"65091","He was misguided, of course, but he was right about one thing: Our world is... so fragile.","","0","0","0","68","0","29139","0","0","0","0","0","0","0"
"65092","We are a point of light in a universe of shadow. A candle in a tempest.","","0","0","0","68","0","29140","0","0","0","0","0","0","0"
"65093","Sometimes I think it was the very precariousness of our world that drove my father to madness.","","0","0","0","68","0","29141","0","0","0","0","0","0","0"
"65094","Ah, thank you Tong.","","0","0","0","68","0","29142","0","0","0","0","0","0","0"
"65095","Now, to my point: I believe we are headed towards a reckoning. And no, I am not talking about the current conflict between the Alliance and the Horde.","","0","0","0","68","0","29143","0","0","0","0","0","0","0"
"65096","Believe me - what Garrosh Hellscream achieved in Theramore is nothing compared to the horrors that are even now bearing down on our fragile home.","","0","0","0","68","0","29144","0","0","0","0","0","0","0"
"65097","But the war deeply troubles me. Do you see my concern?","","0","0","0","68","0","29145","0","0","0","0","0","0","0"
"65098","A divided Azeroth cannot possibly stand against the darkness.","","0","0","0","68","0","29146","0","0","0","0","0","0","0"
"65099","This war has to end. Soon. Before it consumes our strength!","","0","0","0","68","0","29147","0","0","0","0","0","0","0"
"65100","I want you to know that your Alliance has my full and unwavering support in this campaign.","","0","0","0","68","0","29148","0","0","0","0","0","0","0"
"65101","You can rest assured that my loyalties lie with your Horde.","","0","0","0","68","0","29149","0","0","0","0","0","0","0"
"65102","How do we bring a swift and decisive end to the conflict? I believe the answer lies with heroes like you.","","0","0","0","68","0","29150","0","0","0","0","0","0","0"
"65103","We must ensure that you are up to the task... and then equip you accordingly.","","0","0","0","68","0","29151","0","0","0","0","0","0","0"
"65150","Two hundred ships at my disposal, yet the one carrying my SON goes missing!","","0","0","1","71","0","31808","0","1","0","0","0","0","0"
"65151","I am sorry, but I cannot go back just yet.","","0","0","1","71","0","31805","0","1","0","0","0","0","0"
"65152","I've decided to search for the Vale... Vale... Vale...","","0","0","1","71","0","31806","0","1","0","0","0","0","0"
"65153","STORM the shores, and PAINT THIS NEW CONTINENT RED!!","","0","0","1","71","0","31807","0","5","0","0","0","0","0"
"65214","Ah, another stranger from beyond the mists.","","0","0","396","69","0","29030","0","0","0","0","0","0","0"
"65215","Ten thousand years ago, the last Pandaren Emperor came seeking my advice. He, too, was filled with conflict. Let us see if you are correct, Taran. Let us see how this stranger deals with turmoil of the soul.","","0","0","396","69","0","29031","0","0","0","0","0","0","0"
"65273","We can agree it is noble to fight for a righteous cause: to defend home or family. But what of vengeance? What of anger? I sense these emotions run deep in this one.","","0","0","396","69","0","29033","0","0","0","0","0","0","0"
"65326","Well spoken, Zhi. The strangers from beyond the mists have no shortage of passions, but let us see if they indeed control them. Beyond anger lies hatred, the wellspring of all misery. What is this? Your hatred has a face!","","0","0","396","69","0","29035","0","0","0","0","0","0","0"
"65350","This one has indeed proven mastery over anger. Between the young cub's words and the actions of this hero, I think I understand. Those from beyond the mists are hardened by battle. They are scarred, yes, but they have learned much. I trust them.","","0","0","396","69","0","29037","0","0","0","0","0","0","0"
"65352","It is decided. The Vale of Eternal Blossoms shall remain open. The transgressions of the outsiders have been great... but I see in them the capability to right what has been wronged.","","0","0","377","69","0","38210","0","0","0","0","0","0","0"
"65354","I will consult the others. Meet me at the gates.","","0","0","396","69","0","29040","0","0","0","0","0","0","0"
"65404","You are too late.","","0","0","0","71","0","31492","0","0","0","0","0","0","0"
"65405","Da remains of da Thunder King were taken to da Isle of Reckoning.","","0","0","0","71","0","31493","0","0","0","0","0","0","0"
"65406","We performed da ancient rites...","","0","0","0","71","0","31494","0","0","0","0","0","0","0"
"65407","Even now, da true emperor of Pandaria lives and breathes once more.","","0","0","0","71","0","31495","0","0","0","0","0","0","0"
"65409","Woe to da pandaren usurpers! The mogu will rule dis land again, and we Zandalari will have a new homeland...","","0","0","0","71","0","31496","0","0","0","0","0","0","0"
"65410","Secure da remains, bruddahs!","","0","0","0","71","0","31481","0","0","0","0","0","0","0"
"65411","Da Thunder King shall live again...","","0","0","0","71","0","31482","0","0","0","0","0","0","0"
"65421","Under Kun-Lai Thunder sleeps...","","0","0","0","71","0","30093","0","0","0","0","0","0","0"
"65422","The storm long spent there rests...","","0","0","0","71","0","0","0","0","0","0","0","0","0"
"65423","But blood of brother kingdom keeps...","","0","0","0","71","0","0","0","0","0","0","0","0","0"
"65424","Alive the dispossessed...","","0","0","0","71","0","0","0","0","0","0","0","0","0"
"65425","By Zandalari blood he will be taken...","","0","0","0","71","0","0","0","0","0","0","0","0","0"
"65426","To Zandalari voice he will awaken...","","0","0","0","71","0","0","0","0","0","0","0","0","0"
"65970","","Children of Pandaria. The mists have fallen. For good or for ill, our land is open to all.","0","0","0","71","0","0","38220","0","0","0","0","0","0"
"65971","","Let us draw ourselves together to rebuild this sacred place, the first step toward healing a war-torn world.","0","0","0","71","0","0","38221","0","0","0","0","0","0"
"65972","I have faith in our friends from beyond the mists.","","0","0","0","71","0","29621","0","0","0","0","0","0","0"
"65973","Their strength is an inspiration... and sorely needed. We must trust that their hearts are pure.","","0","0","0","71","0","29029","0","0","0","0","0","0","0"
"65982","We've been flying in this mist for hours, General. The crew grows... uneasy.","","0","0","0","71","0","27992","0","0","0","0","0","0","0"
"65983","Back to your post, soldier! We'll find this land, or die trying.","","0","0","0","71","0","29176","0","0","0","0","0","0","0"
"65984","Alliance ship! Portside!","","0","0","0","71","0","29177","0","0","0","0","0","0","0"
"65985","Attack!","","0","0","0","71","0","29178","0","0","0","0","0","0","0"
"65986","Enemy ship, starboard! Ready the guns! Fire at will!","","0","0","0","71","0","0","0","0","0","0","0","0","0"
"65989","Direct hit! She's goin' down!","","0","0","0","71","0","29179","0","0","0","0","0","0","0"
"65990","Land ho!","","0","0","0","71","0","27905","0","0","0","0","0","0","0"
"65995","Uhh, somethin' ain't right, General... We're losin' altitude! Fast!","","0","0","0","71","0","0","0","0","0","0","0","0","0"
"66179","Thanks to your actions, the Hozen fear your people. Indulge me a moment...","","0","0","0","69","0","30065","0","0","0","0","0","0","0"
"66180","Ah! Here we are. Over 14,000 years ago, this entire land was ruled by a terrible race of warlords called ""the mogu.""","","0","0","0","69","0","30066","0","0","0","0","0","0","0"
"66181","The mogu ruled through fear. And fear kept them in power... until the first Pandaren monks taught my people courage.","","0","0","0","69","0","30067","0","0","0","0","0","0","0"
"66182","Then the mogu were overthrown.","","0","0","0","69","0","30068","0","0","0","0","0","0","0"
"66183","You see, those who lead through fear only stay in power while those they govern lack courage.","","0","0","0","69","0","30069","0","0","0","0","0","0","0"
