Id,Name,Description,ToastDescription,CovenantId,Level,Icon,Flags,UiOrder,ItemId,SpellId,MountId,TransmogId,TransmogSetId,CharTitlesId,GarrFollowerId,TransmogIllusionId,QuestId,PlayerConditionId
"96","Sanctum Upgrade","You may upgrade your Sanctum features to Tier 2.","","1","11","3641395","1","0","0","0","0","0","0","0","0","0","0","0"
"97","Sanctum Upgrade","You may upgrade your Sanctum features to Tier 3.","","1","19","3641395","1","0","0","0","0","0","0","0","0","0","0","0"
"98","Sanctum Upgrade","You may upgrade the Path of Ascension to Tier 4.","","1","29","3641395","1","0","0","0","0","0","0","0","0","0","0","0"
"99","Sanctum Upgrade","You may upgrade the Path of Ascension to Tier 5.","","1","37","3641395","1","0","0","0","0","0","0","0","0","0","0","0"
"100","","Gain a recovered memory, which can be returned to the Runecarver.","","1","14","0","0","0","183249","0","0","0","0","0","0","0","62274","0"
"103","[PH] Pet: Apples","[PH] Gain Apples as a companion pet.","","1","23","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","","","","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","","","","1","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","","","","1","34","0","0","0","0","0","0","0","0","0","0","0","0","0"
"107","Soulbind Upgrades","You may access the final row of traits for all of your Soulbinds.","","1","39","3641395","0","0","0","0","0","0","0","0","0","0","0","0"
"108","","","","1","36","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109","","","","1","40","0","3","1","0","0","0","0","0","0","0","0","0","0"
"110","","","","1","40","3641395","3","0","0","0","0","0","0","678","0","0","0","0"
"112","","","","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","","","","1","20","0","3","0","0","0","0","0","0","0","0","0","0","0"
"114","","","","1","20","0","3","1","0","0","0","0","0","0","0","66","62395","0"
"115","Soulbind Upgrade: Nadjia","You may access Nadjia's second row of Soulbind traits.","","2","2","3485243","0","0","0","0","0","0","0","0","0","0","0","0"
"117","Soulbind Upgrade: Nadjia","You may access Nadjia's third row of Soulbind traits.","","2","4","3485243","0","0","0","0","0","0","0","0","0","0","0","0"
"118","Soulbind Upgrade: Nadjia","You may access Nadjia's fourth row of Soulbind traits.","","2","7","3485243","0","0","0","0","0","0","0","0","0","0","0","0"
"119","Soulbind Upgrade: Nadjia","You may access Nadjia's fifth row of Soulbind traits.","","2","15","3485243","0","0","0","0","0","0","0","0","0","0","0","0"
"120","Soulbind Upgrade: Nadjia","You may access Nadjia's sixth row of Soulbind traits.","","2","25","3485243","0","0","0","0","0","0","0","0","0","0","0","0"
"121","Soulbind Upgrade: Nadjia","You may access Nadjia's seventh row of Soulbind traits.","","2","31","3485243","0","0","0","0","0","0","0","0","0","0","0","0"
"122","Soulbind Upgrade: Theotar","You may access Theotar's third row of Soulbind traits.","","2","5","3485244","0","0","0","0","0","0","0","0","0","0","0","0"
"123","Soulbind Upgrade: Theotar","You may access Theotar's fourth row of Soulbind traits.","","2","10","3485244","0","0","0","0","0","0","0","0","0","0","0","0"
"124","Soulbind Upgrade: Theotar","You may access Theotar's fifth row of Soulbind traits.","","2","13","3485244","0","0","0","0","0","0","0","0","0","0","0","0"
"125","Soulbind Upgrade: Theotar","You may access Theotar's sixth row of Soulbind traits.","","2","28","3485244","0","0","0","0","0","0","0","0","0","0","0","0"
"126","Soulbind Upgrade: Theotar","You may access Theotar's seventh row of Soulbind traits.","","2","32","3485244","0","0","0","0","0","0","0","0","0","0","0","0"
"127","Soulbind Upgrade: Draven","You may access General Draven's sixth row of Soulbind traits.","","2","27","3485245","0","0","0","0","0","0","0","0","0","0","0","0"
"128","Soulbind Upgrade: Draven","You may access General Draven's seventh row of Soulbind traits.","","2","35","3485245","0","0","0","0","0","0","0","0","0","0","0","0"
"129","","You may speak with Tactician Sakaa to recruit this adventurer.","","2","3","0","0","0","0","0","0","0","0","0","1250","0","0","0"
"130","","You may speak with Tactician Sakaa to recruit this adventurer.","","2","8","0","0","0","0","0","0","0","0","0","1251","0","0","0"
"131","","You may speak with Tactician Sakaa to recruit this adventurer.","","2","17","0","0","0","0","0","0","0","0","0","1252","0","0","0"
"132","","You may speak with Tactician Sakaa to recruit this adventurer.","","2","26","0","0","0","0","0","0","0","0","0","1254","0","0","0"
"133","","You may speak with Tactician Sakaa to recruit this adventurer.","","2","33","0","0","0","0","0","0","0","0","0","1255","0","0","0"
"134","","You may speak with Tactician Sakaa to recruit this adventurer.","","2","38","0","0","0","0","0","0","0","0","0","1253","0","0","0"
"139","World Quest Rewards","The item level of your World Quest rewards is increased.","","2","18","236668","1","0","0","0","0","0","0","0","0","0","0","0"
"142","World Quest Rewards","The item level of your World Quest rewards is increased.","","2","30","236668","1","0","0","0","0","0","0","0","0","0","0","0"
"145","Sanctum Upgrade","You may upgrade your Sanctum features to Tier 2.","","2","11","3641397","1","0","0","0","0","0","0","0","0","0","0","0"
"146","Sanctum Upgrade","You may upgrade your Sanctum features to Tier 3.","","2","19","3641397","1","0","0","0","0","0","0","0","0","0","0","0"
"147","Sanctum Upgrade","You may upgrade the Ember Court to Tier 4.","","2","29","3641397","1","0","0","0","0","0","0","0","0","0","0","0"
"148","Sanctum Upgrade","You may upgrade the Ember Court to Tier 5.","","2","37","3641397","1","0","0","0","0","0","0","0","0","0","0","0"
"149","","Gain a recovered memory, which can be returned to the Runecarver.","","2","14","0","0","0","183249","0","0","0","0","0","0","0","62274","0"
"152","","This appearance will become available for purchase.","","2","6","0","0","0","0","0","0","113300","0","0","0","0","0","0"
"153","","","","2","12","0","0","1","0","0","0","0","0","0","0","0","0","0"
"154","","","","2","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","","","","2","34","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","","","","2","36","0","0","0","0","0","0","113299","0","0","0","0","0","0"
"158","","","","2","40","0","3","1","0","0","1388","0","0","0","0","0","0","0"
"159","","","","2","40","3641397","3","0","0","0","0","0","0","682","0","0","0","8126"
"160","","","","2","40","3641397","3","0","0","0","0","0","0","683","0","0","0","8127"
"161","Pet: Sinheart","Gain Sinheart as a companion pet.","","2","23","0","0","0","181555","0","0","0","0","0","0","0","0","0"
"162","","","","2","20","0","3","1","0","0","0","0","0","0","0","67","62398","0"
"163","","","","2","20","0","3","2","183716","0","0","0","0","0","0","0","62702","0"
"164","Soulbind Upgrades","You may access the final row of traits for all of your Soulbinds.","","2","39","3641397","0","0","0","0","0","0","0","0","0","0","0","0"
"165","Soulbind Upgrade: Marileth","You may access Plague Deviser Marileth's second row of Soulbind traits.","","4","2","3684879","0","0","0","0","0","0","0","0","0","0","0","0"
"166","Soulbind Upgrade: Marileth","You may access Plague Deviser Marileth's third row of Soulbind traits.","","4","4","3684879","0","0","0","0","0","0","0","0","0","0","0","0"
"167","Soulbind Upgrade: Marileth","You may access Plague Deviser Marileth's fourth row of Soulbind traits.","","4","7","3684879","0","0","0","0","0","0","0","0","0","0","0","0"
"168","Soulbind Upgrade: Marileth","You may access Plague Deviser Marileth's fifth row of Soulbind traits.","","4","15","3684879","0","0","0","0","0","0","0","0","0","0","0","0"
"169","Soulbind Upgrade: Marileth","You may access Plague Deviser Marileth's sixth row of Soulbind traits.","","4","25","3684879","0","0","0","0","0","0","0","0","0","0","0","0"
"170","Soulbind Upgrade: Marileth","You may access Plague Deviser Marileth's seventh row of Soulbind traits.","","4","31","3684879","0","0","0","0","0","0","0","0","0","0","0","0"
"171","Soulbind Upgrade: Emeni","You may access Princess Emeni's third row of Soulbind traits.","","4","5","3684875","0","0","0","0","0","0","0","0","0","0","0","0"
"172","Soulbind Upgrade: Emeni","You may access Princess Emeni's fourth row of Soulbind traits.","","4","10","3684875","0","0","0","0","0","0","0","0","0","0","0","0"
"173","Soulbind Upgrade: Emeni","You may access Princess Emeni's fifth row of Soulbind traits.","","4","13","3684875","0","0","0","0","0","0","0","0","0","0","0","0"
"174","Soulbind Upgrade: Emeni","You may access Princess Emeni's sixth row of Soulbind traits.","","4","28","3684875","0","0","0","0","0","0","0","0","0","0","0","0"
"175","Soulbind Upgrade: Emeni","You may access Princess Emeni's seventh row of Soulbind traits.","","4","32","3684875","0","0","0","0","0","0","0","0","0","0","0","0"
"176","Soulbind Upgrade: Heirmir","You may access Bonesmith Heirmir's sixth row of Soulbind traits.","","4","27","3684892","0","0","0","0","0","0","0","0","0","0","0","0"
"177","Soulbind Upgrade: Heirmir","You may access Bonesmith Heirmir's seventh row of Soulbind traits.","","4","35","3684892","0","0","0","0","0","0","0","0","0","0","0","0"
"178","Soulbind Upgrades","You may access the final row of traits for all of your Soulbinds.","","4","39","3641396","0","0","0","0","0","0","0","0","0","0","0","0"
"183","World Quest Rewards","The item level of your World Quest rewards is increased.","","4","18","236668","1","0","0","0","0","0","0","0","0","0","0","0"
"186","World Quest Rewards","The item level of your World Quest rewards is increased.","","4","30","236668","1","0","0","0","0","0","0","0","0","0","0","0"
"189","Sanctum Upgrade","You may upgrade your Sanctum features to Tier 2.","","4","11","3641396","1","0","0","0","0","0","0","0","0","0","0","0"
"190","Sanctum Upgrade","You may upgrade your Sanctum features to Tier 3.","","4","19","3641396","1","0","0","0","0","0","0","0","0","0","0","0"
"191","Sanctum Upgrade","You may upgrade the Abomination Factory to Tier 4.","","4","29","3641396","1","0","0","0","0","0","0","0","0","0","0","0"
"192","Sanctum Upgrade","You may upgrade the Abomination Factory to Tier 5.","","4","37","3641396","1","0","0","0","0","0","0","0","0","0","0","0"
"193","","You may speak with Merick Feldscar to recruit this adventurer.","","4","3","0","0","0","0","0","0","0","0","0","1300","0","0","0"
"194","","You may speak with Merick Feldscar to recruit this adventurer.","","4","8","0","0","0","0","0","0","0","0","0","1301","0","0","0"
"195","","You may speak with Merick Feldscar to recruit this adventurer.","","4","17","0","0","0","0","0","0","0","0","0","1302","0","0","0"
"196","","You may speak with Merick Feldscar to recruit this adventurer.","","4","26","0","0","0","0","0","0","0","0","0","1303","0","0","0"
"197","","You may speak with Merick Feldscar to recruit this adventurer.","","4","33","0","0","0","0","0","0","0","0","0","1304","0","0","0"
"198","","You may speak with Merick Feldscar to recruit this adventurer.","","4","38","0","0","0","0","0","0","0","0","0","1305","0","0","0"
"199","","Gain a recovered memory, which can be returned to the Runecarver.","","4","14","0","0","0","183249","0","0","0","0","0","0","0","62274","0"
"202","","","","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","","","","4","36","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","","","","4","20","0","3","1","0","0","0","0","0","0","0","70","62396","0"
"205","","","","4","20","0","3","2","182773","0","0","0","0","0","0","0","62703","0"
"206","[PH] Pet: Apples","[PH] Gain Apples as a companion pet.","","4","23","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","","","","4","12","0","0","0","0","0","0","0","2111","0","0","0","0","0"
"208","","","","4","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"209","","","","4","34","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","","","","4","40","0","3","1","0","0","1369","0","0","0","0","0","0","0"
"212","","","","4","40","3641396","3","0","0","0","0","0","0","679","0","0","0","8126"
"213","","","","4","40","3641396","3","0","0","0","0","0","0","680","0","0","0","8127"
"216","","","","3","16","0","0","0","0","0","1354","0","0","0","0","0","62415","0"
"217","Unrated PvP Item Level","The maximum item level that Unrated PvP rewards can be upgraded to is increased.","","1","9","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"218","Unrated PvP Item Level","The maximum item level that Unrated PvP rewards can be upgraded to is increased.","","4","9","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"219","Unrated PvP Item Level","The maximum item level that Unrated PvP rewards can be upgraded to is increased.","","3","9","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"220","Unrated PvP Item Level","The maximum item level that Unrated PvP rewards can be upgraded to is increased.","","2","9","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"221","Unrated PvP Item Level","The maximum item level that Unrated PvP rewards can be upgraded to is increased.","","1","24","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"222","Unrated PvP Item Level","The maximum item level that Unrated PvP rewards can be upgraded to is increased.","","4","24","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"223","Unrated PvP Item Level","The maximum item level that Unrated PvP rewards can be upgraded to is increased.","","3","24","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"224","Unrated PvP Item Level","The maximum item level that Unrated PvP rewards can be upgraded to is increased.","","2","24","1713483","1","0","0","0","0","0","0","0","0","0","0","0"
"225","Kyrian Campaign","You may begin the final chapter of the Kyrian Campaign. Completing the Campaign will allow you to soulbind with Forgelite Prime Mikanikos.","","1","22","3641395","1","0","0","0","0","0","0","0","0","0","0","0"
"226","Necrolord Campaign","You may begin the final chapter of the Necrolord Campaign. Completing the Campaign will allow you to soulbind with Bonesmith Heirmir.","","4","22","3641396","1","0","0","0","0","0","0","0","0","0","0","0"
"227","Venthyr Campaign","You may begin the final chapter of the Venthyr Campaign. Completing the Campaign will allow you to soulbind with General Draven.","","2","22","3641397","1","0","0","0","0","0","0","0","0","0","0","0"
"228","","","","1","16","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","","","","4","16","0","0","0","0","0","1365","0","0","0","0","0","0","0"
"230","","","","2","16","0","0","0","0","0","1384","0","0","0","0","0","0","0"
"231","","","","4","12","0","0","0","0","0","0","0","2114","0","0","0","0","0"
"232","","","","4","12","0","0","0","0","0","0","0","2117","0","0","0","0","0"
"233","","","","4","12","0","0","0","0","0","0","0","2120","0","0","0","0","0"
"234","","","","3","12","0","0","0","0","0","0","0","2090","0","0","0","0","0"
"235","","","","3","12","0","0","0","0","0","0","0","2093","0","0","0","0","0"
"236","","","","3","12","0","0","0","0","0","0","0","2096","0","0","0","0","0"
"237","","Your connection with the Night Fae grows, increasing Stamina by 2%.","","3","6","0","0","1","0","344052","0","0","0","0","0","0","62745","0"
"238","","Your connection with the Night Fae grows, increasing Stamina by 2%.","","3","16","0","0","1","0","344053","0","0","0","0","0","0","62746","0"
"239","","Your connection with the Night Fae grows, increasing Stamina by 2%.","","3","34","0","0","1","0","344057","0","0","0","0","0","0","62747","0"
"240","","Your connection with the Nerolords grows, increasing Stamina by 2%.","","4","6","0","0","1","0","344076","0","0","0","0","0","0","62752","0"
"241","","Your connection with the Necrolords grows, increasing Stamina by 2%.","","4","16","0","0","1","0","344077","0","0","0","0","0","0","62753","0"
"242","","Your connection with the Necrolords grows, increasing Stamina by 2%.","","4","34","0","0","1","0","344078","0","0","0","0","0","0","62754","0"
"243","","Your connection with the Venthyr grows, increasing Stamina by 2%.","","2","6","0","0","1","0","344068","0","0","0","0","0","0","62749","0"
"244","","Your connection with the Venthyr grows, increasing Stamina by 2%.","","2","16","0","0","1","0","344069","0","0","0","0","0","0","62750","0"
"245","","Your connection with the Venthyr grows, increasing Stamina by 2%.","","2","34","0","0","1","0","344070","0","0","0","0","0","0","62751","0"
"246","","Your connection with the Kyrian grows, increasing Stamina by 2%.","","1","6","0","0","1","0","344087","0","0","0","0","0","0","62755","0"
"247","","Your connection with the Kyrian grows, increasing Stamina by 2%.","","1","16","0","0","1","0","344089","0","0","0","0","0","0","62756","0"
"248","","Your connection with the Kyrian grows, increasing Stamina by 2%.","","1","34","0","0","1","0","344091","0","0","0","0","0","0","62757","0"
