Id,FailureDescription,PlayerConditionId,OrderIndex,MapDifficultyId
"118","You must be at least level 90 to enter.","19479","0","2121"
"119","You must be at least level 77 to enter.","10265","0","747"
"120","Heroic Difficulty requires you to be level 85.","10174","0","748"
"121","You must be at least level 85 to enter.","10174","0","809"
"122","Heroic Difficulty requires you to be level 85.","10174","0","817"
"123","You must be at least level 85 to enter.","10174","0","823"
"124","You must be at least level 39 to enter.","9912","0","23"
"125","You must complete the quest ""Deliverance from the Pit"" and be level 80 before entering the Heroic difficulty of the Halls of Reflection.","8981","0","342"
"126","You must be at least level 85 to enter.","10174","0","343"
"127","You must be at least level 83 to enter.","11037","0","345"
"128","Heroic Difficulty requires you to be level 85.","10174","0","346"
"130","You must be at least level 58 to enter.","74364","0","49"
"131","You must be at least level 57 to enter.","9915","0","50"
"132","You must be at least level 15 to enter.","74354","0","8"
"133","You must be at least level 65 to enter.","5960","0","27"
"134","You must be at least level 10 to enter.","74366","0","33"
"135","You must be at least level 80 to enter.","7500","0","485"
"136","You must be at least level 80 to enter.","7500","0","486"
"137","You must have defeated The Lich King in the 25 Player raid before attempting 25 Player Heroic difficulty.","7500","0","488"
"138","You must be at least level 65 to enter.","5953","0","60"
"139","You must be at least level 65 to enter.","5960","0","59"
"140","You must be at least level 63 to enter.","9918","0","61"
"142","You must be at least level 35 to enter.","74358","0","17"
"143","You must be at least level 42 to enter.","9913","0","25"
"144","You must be at least level 25 to enter.","74357","0","31"
"145","Heroic Difficulty requires you to be level 85.","10174","0","749"
"146","You must be at least level 80 to enter.","74363","0","754"
"147","Heroic Difficulty requires you to be level 85.","10174","0","755"
"148","You must be at least level 19 to enter.","9908","0","18"
"149","You must be at least level 30 to enter.","74368","0","20"
"150","You must be at least level 50 to enter.","74367","0","24"
"151","You must be at least level 65 to enter.","5960","0","52"
"152","You must be at least level 60 to enter.","7383","0","53"
"153","You must be at least level 59 to enter.","36870","0","54"
"154","You must be at least level 65 to enter.","5960","0","58"
"155","You must be at least level 68 to enter.","54590","0","81"
"156","You must be at least level 83 to enter.","11037","0","816"
"157","You must be at least level 77 to enter.","10265","0","745"
"158","You must be at least level 83 to enter.","11037","0","746"
"159","Heroic Difficulty requires you to be level 80.","74363","0","152"
"160","You must be at least level 65 to enter.","5953","0","91"
"161","You must be at least level 64 to enter.","54591","0","95"
"162","You must be at least level 61 to enter.","6038","0","96"
"163","You must be at least level 59 to enter.","36870","0","97"
"164","You must be at least level 65 to enter.","5953","0","98"
"165","You must be at least level 80, in control of Wintergrasp and in a raid group to enter.","7500","0","160"
"166","You must be at least level 80 to enter.","7500","0","161"
"167","Heroic Difficulty requires you to be level 80.","74363","0","162"
"168","You must be at least level 85 to enter.","10174","0","824"
"169","Heroic Difficulty requires you to be level 85.","10174","0","829"
"170","","6379","0","838"
"171","You must be at least level 60 to enter.","7383","0","114"
"172","Heroic Difficulty requires you to be level 80.","74363","0","143"
"173","Heroic Difficulty requires you to be level 80.","74363","0","144"
"174","Heroic Difficulty requires you to be level 80.","74363","0","145"
"175","Heroic Difficulty requires you to be level 80.","74363","0","146"
"176","You must be at least level 85 to enter.","10174","0","832"
"177","Heroic Difficulty requires you to be level 85.","10174","0","839"
"178","You must have defeated The Lich King in the 10 Player raid before attempting 10 Player Heroic difficulty.","7500","0","487"
"179","You must be at least level 80 to enter.","74363","0","800"
"182","","5793","0","1611"
"183","You must be at least level 85 to enter.","10174","0","1646"
"184","You must be at least level 85 to enter.","10174","0","348"
"185","You must be at least level 70 to enter.","6379","0","481"
"186","Heroic Difficulty requires you to be level 85.","10174","0","806"
"187","You must be at least level 85 to enter.","10174","0","814"
"188","Heroic Difficulty requires level 85 to enter.","10174","0","1690"
"189","You must be at least level 85 to enter.","10174","0","1820"
"190","You must be at least level 70 to enter on Heroic Difficulty.","6379","0","141"
"191","You must be at least level 80 to enter.","7500","0","221"
"192","You must be at least level 80 to enter.","7500","0","222"
"193","You must be at least level 80 to enter.","7500","0","124"
"194","You must be level 80 and in a raid group to enter.","7500","0","323"
"195","You must be level 80 to enter.","7500","0","26"
"196","You must be at least level 80 to enter.","7500","0","750"
"197","You must be at least level 80 to enter.","7500","0","751"
"198","You must be at least level 80 to enter.","7500","0","752"
"199","","20547","0","2707"
"200","You must be at least level 80 to enter.","7500","0","753"
"201","Heroic Difficulty requires you to be level 80.","74363","0","159"
"202","Heroic Difficulty requires you to be level 90.","74362","0","2038"
"203","Heroic Difficulty requires you to be level 80.","74363","0","482"
"204","You must be at least level 70 to enter.","6379","0","483"
"205","You must be level 80 before entering the Heroic difficulty of the Pit of Saron.","8990","0","484"
"206","You must be at least level 80, in control of Wintergrasp and in a raid group to enter.","7500","0","119"
"207","You must be at least level 31 to enter.","9909","0","35"
"209","","74504","0","3464"
"210","","74504","0","3465"
"212","","74504","0","3467"
"213","","30835","0","3489"
"214","You must be at least level 65 to enter.","5960","0","57"
"215","You must be at least level 10 to enter.","74355","0","10"
"216","You must be at least level 85 to enter.","10174","0","810"
"217","You must be at least level 85 to enter.","10174","0","831"
"218","You must be at least level 85 to enter.","10174","0","347"
"219","You must be at least level 85 to enter.","10174","0","773"
"220","You must be at least level 85 to enter.","10174","0","813"
"221","You must be at least level 85 to enter.","10174","0","344"
"222","Challenge Mode is not available for this dungeon.","5703","0","2577"
"223","You must be at least level 85 to enter.","10174","0","774"
"224","Heroic Difficulty requires you to be level 85 and have earned the Heroic: End Time achievement.","10174","0","1822"
"225","You must be at least level 85 to enter.","10174","0","1876"
"226","You must be at least level 90 to enter.","17879","0","2061"
"227","Heroic Difficulty requires you to be level 90.","74362","0","2046"
"228","Heroic Difficulty requires you to be level 90.","74362","0","2059"
"229","You must be at least level 61 to enter.","6038","0","62"
"230","You must be at least level 37 to enter.","9911","0","30"
"231","You must be at least level 62 to enter.","9917","0","63"
"232","You must be at least level 90 to enter.","19478","0","2519"
"233","Heroic Difficulty requires you to be level 85 and have earned the Heroic: Well of Eternity achievement.","10174","0","1824"
"234","You must be at least level 85 to enter.","10174","0","1924"
"235","You must be at least level 85 to enter.","10174","0","1875"
"236","","12681","0","1846"
"238","You must be at least level 90 to enter.","19476","0","2513"
"239","Challenge Mode is not available for this dungeon.","5703","0","2579"
"240","You must be at least level 100 to enter.","74359","0","3009"
"241","You must be at least level 100 to enter.","27917","0","3042"
"242","","74359","0","3064"
"243","","5793","0","3065"
"244","","5793","0","3066"
"245","","28269","0","3164"
"246","","31246","0","2995"
"247","You must be at least level 100 to enter on Heroic difficulty.","27907","0","3044"
"250","You must be at least level 90 to enter.","19458","0","2077"
"251","Heroic Difficulty requires you to be level 90.","74362","0","1868"
"252","You must be at least level 85 to enter.","10174","0","2556"
"253","Challenge difficulty is unavailable for this dungeon.","21439","0","3045"
"254","Heroic Difficulty requires you to be level 90.","74362","0","1870"
"255","You must be at least level 33 to enter.","9910","0","2058"
"256","You must be at least level 23 to enter.","16678","0","2045"
"257","You must be at least level 80 to enter.","74363","0","1865"
"258","You must be at least level 90 to enter.","19478","0","2520"
"259","Heroic Difficulty requires you to be level 90.","74362","0","1866"
"260","You must be at least level 21 to enter.","5164","0","2037"
"261","You must be at least level 83 to enter.","11037","0","1869"
"262","You must be at least level 82 to enter.","15947","0","1863"
"263","Heroic Difficulty requires you to be level 90.","74362","0","2012"
"264","Challenge Mode is not available for this dungeon.","5703","0","2580"
"265","Challenge Mode is not available for this dungeon.","5703","0","2581"
"266","Challenge Mode is not available for this dungeon.","5703","0","2583"
"267","Challenge Mode is not available for this dungeon.","5703","0","2584"
"268","You must be at least level 83 to enter.","11037","0","2074"
"269","You must be at least level 90 to enter.","74362","0","2075"
"270","You must be at least level 100 to enter.","38513","0","3233"
"271","You must be at least level 80 to enter.","74363","0","1867"
"272","You must be at least level 90 to enter.","19458","0","2076"
"273","","17432","0","2606"
"274","","17434","0","2607"
"275","","18247","0","2608"
"276","You must be at least level 90 to enter.","20543","0","2689"
"277","You must be at least level 90 to enter.","20544","0","2690"
"278","You must be at least level 90 to enter.","21398","0","2691"
"279","You must be at least level 100 to enter.","74359","0","3117"
"280","You must be at least level 100 to enter.","27921","0","3118"
"281","You must be at least level 90 to enter.","21398","0","2692"
"282","You must be at least level 90 to enter.","19476","0","2512"
"283","Challenge Mode is not available for this dungeon.","5703","0","2576"
"284","You must be at least level 90 to enter.","19477","0","2514"
"285","You must be at least level 70 to enter on Heroic Difficulty.","6379","0","139"
"286","You must be at least level 110 to access Darkheart Thicket on Heroic difficulty.","34797","0","3252"
"287","You must be at least level 98 to enter.","38496","0","3251"
"288","","74504","0","3253"
"289","","33882","0","3265"
"290","You must be at least level 100 to enter on Mythic difficulty.","74359","0","3269"
"291","You must be at least level 100 to enter.","74359","0","3270"
"292","You must be at least level 100 to enter on Mythic difficulty.","74359","0","3271"
"293","You must be at least level 100 to enter on Mythic difficulty.","74359","0","3272"
"294","You must be at least level 100 to enter.","74359","0","3273"
"295","You must be at least level 100 to enter on Mythic difficulty.","74359","0","3274"
"296","You must be at least level 70 to enter on Heroic Difficulty.","6379","0","132"
"297","You must be at least level 70 to enter on Heroic Difficulty.","6379","0","138"
"298","You must be at least level 90 to enter.","74362","0","1864"
"299","Zul'Gurub is only available as a Heroic Difficulty level 85 dungeon.","5793","0","1645"
"300","You must be at least level 85 to enter.","10174","0","1925"
"301","You must be at least level 90 to enter.","17879","0","2060"
"302","You must be at least level 90 to enter.","19479","0","2122"
"303","You must be at least level 82 to enter.","15947","0","2011"
"304","You must be at least level 90 to enter.","19477","0","2515"
"305","Challenge Mode is not available for this dungeon.","5703","0","2578"
"306","Challenge Mode is not available for this dungeon.","5703","0","2582"
"307","You must be at least level 90 to enter.","74362","0","2829"
"308","You must be at least level 100 to enter.","74359","0","2830"
"309","You must be level 90 to enter.","74362","0","2799"
"310","You must be at least level 100 to enter.","74359","0","3275"
"311","You must be at least level 94 to enter.","74361","0","2841"
"312","You must be at least level 100 to enter.","74359","0","3276"
"313","You must be at least level 100 to enter.","74359","0","2887"
"314","You must be at least level 100 to enter.","27915","0","2873"
"315","Challenge difficulty is unavailable for this dungeon.","21439","0","2874"
"316","You must be level 90 to enter.","74362","0","2877"
"317","You must be level 90 to enter.","74362","0","2878"
"318","","74362","0","2879"
"319","","25123","0","2880"
"320","","26041","0","2885"
"321","You must be at least level 96 to enter.","74353","0","2888"
"322","You must be at least level 100 to enter on Heroic difficulty.","27913","0","2889"
"323","Challenge difficulty is unavailable for this dungeon.","21439","0","2890"
"324","You must be at least level 92 to enter.","74360","0","3007"
"325","You must be level 100 and in a raid group to enter.","27806","0","2944"
"326","You must be level 100 and in a raid group to enter.","27807","0","2945"
"327","You must be level 100 and in a raid group to enter.","27810","0","2946"
"328","You must be at least level 90 to enter.","25031","0","3119"
"329","You must be at least level 100 to enter on Heroic difficulty.","27911","0","2956"
"330","Challenge difficulty is unavailable for this dungeon.","21439","0","2957"
"331","You must be at least level 110 to enter.","34797","0","3288"
"332","You must be at least level 110 and in a raid group to enter.","34797","1","3360"
"333","You must be at least level 110 and in a raid group to enter.","34797","1","3361"
"334","You must be at least level 110 and in a raid group to enter.","34797","1","3362"
"335","You must be level 100 and in a raid group to enter.","27290","0","2951"
"336","You must be level 100 and in a raid group to enter.","27291","0","2952"
"337","You must be level 100 and in a raid group to enter.","27292","0","2953"
"338","Challenge difficulty is unavailable for this dungeon.","21439","0","3136"
"339","","31245","0","3078"
"340","You must be at least level 100 to enter on Heroic difficulty.","27909","0","3103"
"341","Challenge difficulty is unavailable for this dungeon.","21439","0","3104"
"342","Challenge difficulty is unavailable for this dungeon.","21439","0","3109"
"343","Challenge difficulty is unavailable for this dungeon.","21439","0","3110"
"344","You must be at least level 98 to enter.","38543","0","3235"
"345","You must be at least level 110 to access Neltharion's Lair on Heroic difficulty.","34797","0","3236"
"346","","74504","0","3237"
"347","You must be level 100 and in a raid group to enter.","33719","0","3246"
"348","You must be level 100 and in a raid group to enter.","33720","0","3247"
"349","You must be level 100 and in a raid group to enter.","33721","0","3248"
"350","","32774","0","3250"
"351","You must be at least level 100 to enter.","18367","0","3257"
"352","You must be at least level 98 to enter.","38549","0","3264"
"353","You must be at least level 100 to enter.","27919","0","3079"
"354","You must be at least level 110 to access the Eye of Azshara on Challenge difficulty.","74504","0","3313"
"355","You must be at least level 110 to enter.","34797","0","3289"
"356","You must be at least level 110 to access the Halls of Valor on Heroic difficulty.","34797","0","3308"
"357","You must be at least level 110 to access the Vault of the Wardens on Heroic difficulty.","34797","0","3315"
"358","You must be at least level 110 to access the Eye of Azshara on Heroic difficulty.","34797","0","3312"
"359","You must be at least level 110 to enter.","34797","0","3316"
"360","You must be at least level 110 to access Black Rook Hold on Heroic difficulty.","34797","0","3317"
"361","","74504","0","3318"
"362","You must be level 110 and in a raid group to enter.","34797","1","3374"
"363","You must be level 110 and in a raid group to enter.","34797","1","3375"
"364","You must be level 110 and in a raid group to enter.","34797","2","3376"
"365","You must be at least level 105 to enter.","38546","0","3389"
"366","You must be at least level 110 to access the Maw of Souls on Heroic difficulty.","34797","0","3382"
"367","You must be at least level 110 to access Violet Hold on Heroic difficulty.","34797","0","3390"
"368","","30835","0","3386"
"369","","30835","0","3398"
"370","","30835","0","3399"
"371","","30835","0","3469"
"372","","30835","0","3470"
"373","","30835","0","3420"
"375","","30835","0","3422"
"376","","30835","0","3423"
"377","","30835","0","3424"
"378","","30835","0","3425"
"379","","30835","0","3427"
"380","","30835","0","3428"
"381","","30835","0","3429"
"382","","30835","0","3430"
"383","","30835","0","3431"
"384","","30835","0","3448"
"385","","30835","0","3449"
"386","","30835","0","3491"
"387","","30835","0","3505"
"388","","30835","0","3510"
"389","","29029","0","3432"
"390","","30835","0","3433"
"391","","30835","0","3434"
"392","","30835","0","3435"
"393","","30835","0","3490"
"394","","30835","0","3511"
"451","","30835","0","3522"
"452","","30835","0","3557"
"453","","4383","0","3559"
"454","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","754"
"456","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","50"
"457","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","131"
"458","The Nighthold is not yet available.","38631","0","3360"
"459","The Nighthold is not yet available.","38632","0","3361"
"460","The Nighthold is not yet available on Mythic difficulty.","38634","0","3362"
"461","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","49"
"462","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","130"
"463","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","54"
"464","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","1","53"
"465","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","1","133"
"466","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","62"
"468","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","63"
"469","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","141"
"470","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","61"
"471","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","139"
"475","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","1","65"
"476","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","1","142"
"477","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","27"
"478","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","48"
"479","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","52"
"480","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","132"
"481","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","57"
"482","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","58"
"483","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","136"
"484","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","59"
"485","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","137"
"486","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","60"
"487","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","138"
"488","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","81"
"489","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","74"
"490","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","143"
"491","","30835","0","3569"
"492","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","76"
"493","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","97"
"494","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","152"
"495","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","114"
"496","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","96"
"497","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","151"
"498","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","104"
"499","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","156"
"500","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","100"
"501","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","95"
"502","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","150"
"503","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","75"
"504","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","77"
"505","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","146"
"506","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","91"
"507","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","148"
"508","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","98"
"509","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","125"
"510","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","162"
"511","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","745"
"513","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","747"
"514","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","749"
"515","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","481"
"516","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","482"
"517","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","800"
"519","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","746"
"520","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","748"
"521","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","345"
"522","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","816"
"523","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1863"
"524","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1864"
"525","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2011"
"526","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2012"
"527","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2074"
"528","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2075"
"529","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1869"
"530","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1870"
"531","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1865"
"532","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1866"
"533","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1867"
"534","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1868"
"535","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2038"
"536","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2046"
"537","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2059"
"538","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2799"
"539","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2877"
"540","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2878"
"541","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","1","2879"
"542","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1690"
"543","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","343"
"544","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","344"
"545","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","773"
"546","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","774"
"547","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","347"
"548","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","348"
"549","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","823"
"550","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","824"
"555","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","809"
"556","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","810"
"557","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","831"
"558","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","832"
"559","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","813"
"560","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","814"
"561","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1820"
"562","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1875"
"563","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1876"
"564","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1924"
"565","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1925"
"566","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2556"
"567","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","1646"
"568","You must be at least level 110 to access the Halls of Valor on Mythic difficulty.","74505","0","3572"
"571","","40784","0","3571"
"573","","29029","0","3582"
"574","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","483"
"575","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2512"
"576","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2513"
"577","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2514"
"578","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2515"
"579","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2519"
"580","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2520"
"581","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2121"
"582","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2122"
"583","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2689"
"584","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2690"
"585","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2691"
"586","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","2692"
"587","Recently-boosted characters cannot access legacy dungeons and raids. Please try again tomorrow.","40817","2","829"
