Id,Name,ChrCustomizationOptionId,ChrCustomizationReqId,OrderIndex,Color,Color2,OrderIndex2,Flags
"407","Braided","21","141","5","0","0","5","0"
"408","Tail","21","141","6","0","0","6","0"
"409","Spiked","21","141","7","0","0","7","0"
"410","Mohawk","21","141","8","0","0","8","0"
"411","Ponytail","21","141","9","0","0","9","0"
"412","Long","21","141","10","0","0","10","0"
"413","Wild","21","141","11","0","0","11","0"
"414","Wedge","21","141","12","0","0","12","0"
"415","","22","141","0","-13094797","0","10","0"
"416","","22","141","1","8400393","0","4","0"
"417","","22","141","2","7340043","0","2","0"
"418","","22","141","3","7868527","0","21","0"
"419","","22","141","4","6365306","0","20","0"
"420","","22","141","5","4999233","0","23","0"
"421","","22","141","6","6908728","0","6","0"
"422","","22","141","7","10000782","0","22","0"
"423","","22","141","8","-11585910","0","11","0"
"424","","22","141","9","-13477545","0","9","0"
"425","","22","141","10","-8479621","0","7","0"
"426","","22","10","11","2829114","0","100","0"
"427","None","23","141","0","0","0","0","0"
"428","Stubble","23","141","1","0","0","1","0"
"429","Chin Puff","23","141","2","0","0","2","0"
"430","Goatee","23","141","3","0","0","3","0"
"431","Split","23","141","4","0","0","4","0"
"432","Full","23","141","5","0","0","5","0"
"433","Thick","23","141","6","0","0","6","0"
"434","Tied","23","141","7","0","0","7","0"
"435","Long","23","141","8","0","0","8","0"
"436","Braid","23","141","9","0","0","9","0"
"437","Ringed","23","141","10","0","0","10","0"
"438","Hunched","24","141","0","0","0","0","0"
"439","Upright","24","141","1","0","0","1","0"
"440","","25","141","0","-7161797","0","1","0"
"441","","25","141","1","-4798662","0","2","0"
"442","","25","141","2","-4540880","0","3","0"
"443","","25","141","3","-6186950","0","6","0"
"444","","25","141","4","-5204683","0","5","0"
"445","","25","141","5","-4676041","0","4","0"
"446","","25","141","6","-9066879","0","12","0"
"447","","25","141","7","-7886771","0","9","0"
"448","","25","141","8","-6373557","0","8","0"
"449","","25","12","9","0","0","90","0"
"450","","25","12","10","0","0","91","0"
"451","","25","89","11","11839888","0","70","0"
"452","","25","89","12","-4550092","0","72","0"
"453","","25","89","13","11048572","0","71","0"
"454","","25","12","14","0","0","92","0"
"455","","25","12","15","0","0","93","0"
"456","","25","12","16","0","0","94","0"
"457","","25","12","17","0","0","95","0"
"458","","25","12","18","0","0","96","0"
"459","","25","12","19","0","0","97","0"
"460","","25","12","20","0","0","98","0"
"461","","25","12","21","0","0","99","0"
"462","","25","12","22","0","0","100","0"
"463","","25","12","23","0","0","101","0"
"464","","25","12","24","0","0","102","0"
"465","","25","12","25","0","0","103","0"
"466","","25","12","26","0","0","104","0"
"467","","25","12","27","0","0","105","0"
"468","","25","12","28","0","0","106","0"
"469","","25","12","29","0","0","107","0"
"470","","25","12","30","0","0","108","0"
"471","","25","10","31","0","0","109","0"
"472","","26","146","0","0","0","0","0"
"473","","26","146","1","0","0","1","0"
"474","","26","146","2","0","0","2","0"
"475","","26","146","3","0","0","3","0"
"476","","26","146","4","0","0","4","0"
"477","","26","146","5","0","0","5","0"
"478","","26","146","6","0","0","6","0"
"479","","26","146","7","0","0","7","0"
"480","","26","146","8","0","0","8","0"
"481","","26","142","9","0","0","9","0"
"482","","26","142","10","0","0","10","0"
"483","","26","142","11","0","0","11","0"
"484","","26","142","12","0","0","12","0"
"485","","26","142","13","0","0","13","0"
"486","","26","142","14","0","0","14","0"
"487","","26","142","15","0","0","15","0"
"488","","26","142","16","0","0","16","0"
"489","","26","142","17","0","0","17","0"
"490","Topknot","27","141","0","0","0","0","0"
"491","Tail","27","141","1","0","0","1","0"
"492","Crest","27","141","2","0","0","2","0"
"493","Tufts","27","141","3","0","0","3","0"
"494","Boar Tails","27","141","4","0","0","4","0"
"495","Horns","27","141","5","0","0","5","0"
"496","Mane","27","141","6","0","0","6","0"
"497","Bald","27","141","7","0","0","7","0"
"498","Wild","27","141","8","0","0","8","0"
"499","Styled","27","141","9","0","0","9","0"
"500","Tomboy","27","141","10","0","0","10","0"
"501","Flipped","27","141","11","0","0","11","0"
"502","Long","27","141","12","0","0","12","0"
"503","Bangs","27","141","13","0","0","13","0"
"504","Braids","27","141","14","0","0","14","0"
"505","","28","141","0","-13094797","0","10","0"
"506","","28","141","1","-8376823","0","4","0"
"507","","28","141","2","-9437173","0","2","0"
"508","","28","141","3","-8908689","0","21","0"
"509","","28","141","4","-10411910","0","20","0"
"510","","28","141","5","4999233","0","23","0"
"511","","28","141","6","-9868488","0","6","0"
"512","","28","141","7","-6776434","0","22","0"
"513","","28","141","8","-11585910","0","11","0"
"514","","28","141","9","-13477545","0","9","0"
"515","","28","141","10","-8479621","0","7","0"
"516","","28","10","11","2829114","0","100","0"
"517","None","29","141","0","0","0","0","0"
"518","Gold Hoops","29","141","1","0","0","1","0"
"519","Gold Helix","29","141","2","0","0","2","0"
"520","Asymmetric","29","141","3","0","0","3","0"
"521","Gold Stack","29","141","4","0","0","4","0"
"522","Plugs","29","141","5","0","0","5","0"
"523","Bone Helix","29","141","6","0","0","6","0"
"524","","30","141","0","12222298","0","5","0"
"525","","30","141","1","-3763615","0","3","0"
"526","","30","141","2","13611925","0","1","0"
"527","","30","141","3","12023374","0","6","0"
"528","","30","141","4","10516049","0","9","0"
"529","","30","141","5","7757127","0","10","0"
"530","","30","141","6","12229240","0","2","0"
"531","","30","141","7","11178619","0","4","0"
"532","","30","141","8","-6653334","0","8","0"
"533","","30","12","9","0","0","100","0"
"534","","30","12","10","0","0","101","0"
"535","","30","12","11","0","0","102","0"
"536","","30","12","12","0","0","103","0"
"537","","30","12","13","0","0","104","0"
"538","","30","12","14","0","0","105","0"
"539","","30","12","15","0","0","106","0"
"540","","30","12","16","0","0","107","0"
"541","","30","12","17","0","0","108","0"
"542","","30","12","18","0","0","109","0"
"543","","30","91","19","-9345451","0","72","0"
"544","","30","91","20","-7238270","0","71","0"
"545","","30","91","21","-6189473","0","70","0"
"546","","30","12","22","0","0","110","0"
"547","","30","12","23","0","0","111","0"
"548","","30","12","24","0","0","112","0"
"549","","30","12","25","0","0","113","0"
"550","","30","10","26","0","0","114","0"
"551","","31","146","0","0","0","0","0"
"552","","31","146","1","0","0","1","0"
"553","","31","146","2","0","0","2","0"
"554","","31","146","3","0","0","3","0"
"555","","31","146","4","0","0","4","0"
"556","","31","146","5","0","0","5","0"
"557","","31","146","6","0","0","6","0"
"558","","31","146","7","0","0","7","0"
"559","","31","146","8","0","0","8","0"
"560","","31","146","9","0","0","9","0"
"561","","31","142","10","0","0","10","0"
"562","","31","142","11","0","0","11","0"
"563","","31","142","12","0","0","12","0"
"564","","31","142","13","0","0","13","0"
"565","","31","142","14","0","0","14","0"
"566","","31","142","15","0","0","15","0"
"567","","31","142","16","0","0","16","0"
"568","","31","142","17","0","0","17","0"
"569","","31","142","18","0","0","18","0"
"570","","31","142","19","0","0","19","0"
"571","Bald","32","141","0","0","0","0","0"
"572","Long","32","141","1","0","0","1","0"
"573","Tail","32","141","2","0","0","2","0"
"574","Short","32","141","3","0","0","3","0"
"575","Topknot","32","141","4","0","0","4","0"
"576","Short Tail","32","141","5","0","0","5","0"
"577","Swept","32","141","6","0","0","6","0"
"578","Receding","32","141","7","0","0","7","0"
"579","Chonmage","32","141","8","0","0","8","0"
"580","Braid","32","141","9","0","0","9","0"
"581","Short Braid","32","141","10","0","0","10","0"
"582","Barbarian","32","141","11","0","0","11","0"
"583","Soldier","32","141","12","0","0","12","0"
"584","Scholar","32","141","13","0","0","13","0"
"585","Monk","32","141","14","0","0","14","0"
"586","Fabulous","32","141","15","0","0","15","0"
"587","Triple Knots","32","141","16","0","0","16","0"
"588","Tousled","32","141","17","0","0","17","0"
"589","Combover","32","141","18","0","0","18","0"
"590","","33","141","0","11749888","0","5","0"
"591","","33","141","1","14386944","0","9","0"
"592","","33","141","2","10693632","0","3","0"
"593","","33","141","3","10915698","0","8","0"
"594","","33","141","4","8405019","0","4","0"
"595","","33","141","5","-13815746","0","26","0"
"596","","33","141","6","10907713","0","6","0"
"597","","33","141","7","-6513508","0","28","0"
"598","","33","141","8","-10263709","0","27","0"
"599","","33","141","9","5523489","0","22","0"
"600","","33","141","10","6821666","0","1","0"
"601","","33","141","11","-10068404","0","21","0"
"602","","33","141","12","-14670518","0","25","0"
"603","","33","10","13","0","0","100","0"
"604","Full","34","141","0","0","0","0","0"
"605","Twin Braids","34","141","1","0","0","1","0"
"606","Groomed","34","141","2","0","0","2","0"
"607","Short","34","141","3","0","0","3","0"
"608","Medium","34","141","4","0","0","4","0"
"609","Ornate","34","141","5","0","0","5","0"
"610","Thick","34","141","6","0","0","6","0"
"611","Pointed","34","141","7","0","0","7","0"
"612","Braided","34","141","8","0","0","8","0"
"613","Humbug","34","141","9","0","0","9","0"
"614","Grimbeard","34","141","10","0","0","10","0"
"615","","35","141","0","13474169","0","5","0"
"616","","35","141","1","14135429","0","1","0"
"617","","35","141","2","13280911","0","3","0"
"618","","35","141","3","13275487","0","7","0"
"619","","35","141","4","11961180","0","8","0"
"620","","35","141","5","10119242","0","10","0"
"621","","35","141","6","13217671","0","2","0"
"622","","35","141","7","-3693433","0","4","0"
"623","","35","141","8","-4743787","0","6","0"
"624","","35","12","9","0","0","100","0"
"625","","35","12","10","0","0","101","0"
"626","","35","93","11","-5800083","0","72","0"
"627","","35","93","12","-5400212","0","71","0"
"628","","35","93","13","-5529190","0","70","0"
"629","","35","12","14","0","0","102","0"
"630","","35","12","15","0","0","103","0"
"631","","35","12","16","0","0","104","0"
"632","","35","12","17","0","0","105","0"
"633","","35","10","18","0","0","106","0"
"634","","36","146","0","0","0","0","0"
"635","","36","146","1","0","0","1","0"
"636","","36","146","2","0","0","2","0"
"637","","36","146","3","0","0","3","0"
"638","","36","146","4","0","0","4","0"
"639","","36","146","5","0","0","5","0"
"640","","36","146","6","0","0","6","0"
"641","","36","146","7","0","0","7","0"
"642","","36","146","8","0","0","8","0"
"643","","36","146","9","0","0","9","0"
"644","","36","142","10","0","0","10","0"
"645","","36","142","11","0","0","11","0"
"646","","36","142","12","0","0","12","0"
"647","","36","142","13","0","0","13","0"
"648","","36","142","14","0","0","14","0"
"649","","36","142","15","0","0","15","0"
"650","","36","142","16","0","0","16","0"
"651","","36","142","17","0","0","17","0"
"652","","36","142","18","0","0","18","0"
"653","","36","142","19","0","0","19","0"
"654","Thick Braids","37","141","0","0","0","0","0"
"655","Side Buns","37","141","1","0","0","1","0"
"656","Braided","37","141","2","0","0","2","0"
"657","Boar Tails","37","141","3","0","0","3","0"
"658","Braided Bun","37","141","4","0","0","4","0"
"659","Looped","37","141","5","0","0","5","0"
"660","Tied","37","141","6","0","0","6","0"
"661","Short","37","141","7","0","0","7","0"
"662","Parted","37","141","8","0","0","8","0"
"663","Short Braids","37","141","9","0","0","9","0"
"664","Bobbed","37","141","10","0","0","10","0"
"665","Cropped","37","141","11","0","0","11","0"
"666","Bangs","37","141","12","0","0","12","0"
"667","Gathered","37","141","13","0","0","13","0"
"668","Bun","37","141","14","0","0","14","0"
"669","Flirty","37","141","15","0","0","15","0"
"670","Waved Bob","37","141","16","0","0","16","0"
"671","Braided Tails","37","141","17","0","0","17","0"
"672","Braided Tail","37","141","18","0","0","18","0"
"673","Wings","37","141","19","0","0","19","0"
"674","Sassy Buns","37","141","20","0","0","20","0"
"675","","38","141","0","-5027328","0","4","0"
"676","","38","141","1","-2390272","0","8","0"
"677","","38","141","2","-6083584","0","2","0"
"678","","38","141","3","-5861518","0","7","0"
"679","","38","141","4","-8372197","0","3","0"
"680","","38","141","5","-13815746","0","26","0"
"681","","38","141","6","-5869503","0","5","0"
"682","","38","141","7","-6513508","0","28","0"
"683","","38","141","8","-10263709","0","27","0"
"684","","38","141","9","-11253727","0","22","0"
"685","","38","141","10","6821666","0","0","0"
"686","","38","141","11","-10068404","0","21","0"
"687","","38","141","12","-14670518","0","25","0"
"688","","38","10","13","-14670518","0","100","0"
"695","","40","141","0","10712704","0","1","0"
"696","","40","141","1","9859719","0","3","0"
"697","","40","141","2","7888239","0","5","0"
"698","","40","141","3","9147543","0","9","0"
"699","","40","141","4","8485513","0","7","0"
"700","","40","141","5","7962255","0","8","0"
"701","","40","141","6","10191216","0","10","0"
"702","","40","141","7","11500916","0","11","0"
"703","","40","141","8","10905716","0","2","0"
"704","","40","95","9","12496539","0","71","0"
"705","","40","95","10","-5726122","0","70","0"
"706","","40","95","11","7890003","0","72","0"
"707","","40","12","12","9516317","0","100","0"
"708","","40","12","13","11513761","0","101","0"
"709","","40","143","14","10128028","0","50","0"
"710","","40","143","15","7103359","0","52","0"
"711","","40","143","16","7497596","0","51","0"
"712","","40","143","17","-9936514","0","53","0"
"713","","40","143","18","6840702","0","54","0"
"714","","40","143","19","-9272426","0","55","0"
"715","","40","10","20","0","0","102","0"
"716","","40","12","21","0","0","103","0"
"717","","40","138","22","8288400","0","40","0"
"718","","40","12","23","11054754","0","104","0"
"719","","41","146","0","0","0","0","0"
"720","","41","146","1","0","0","1","0"
"721","","41","146","2","0","0","2","0"
"722","","41","146","3","0","0","3","0"
"723","","41","146","4","0","0","4","0"
"724","","41","146","5","0","0","5","0"
"725","","41","146","6","0","0","6","0"
"726","","41","146","7","0","0","7","0"
"727","","41","146","8","0","0","8","0"
"728","","41","142","9","0","0","9","0"
"729","","41","142","10","0","0","10","0"
"730","","41","142","11","0","0","11","0"
"731","","41","142","12","0","0","12","0"
"732","","41","142","13","0","0","13","0"
"733","","41","142","14","0","0","14","0"
"734","","41","142","15","0","0","15","0"
"735","","41","142","16","0","0","16","0"
"736","","41","142","17","0","0","17","0"
"737","Mane","42","141","0","0","0","0","0"
"738","Topknot","42","141","1","0","0","1","0"
"739","Long","42","141","2","0","0","2","0"
"740","Ponytail","42","141","3","0","0","3","0"
"741","Chonmage","42","141","4","0","0","4","0"
"742","Short Tail","42","141","5","0","0","5","0"
"743","Windswept","42","141","6","0","0","6","0"
"744","Short Braid","42","141","7","0","0","7","0"
"745","Wild","42","141","8","0","0","8","0"
"746","Long Braid","42","141","9","0","0","9","0"
"747","Mohawk","42","141","10","0","0","10","0"
"748","Long Tail","42","141","11","0","0","11","0"
"749","","43","141","0","5470976","0","2","0"
"750","","43","141","1","38986","0","4","0"
"751","","43","141","2","224320","0","5","0"
"752","","43","141","3","42632","0","6","0"
"753","","43","141","4","10662851","0","24","0"
"754","","43","141","5","1404809","0","7","0"
"755","","43","141","6","3030150","0","8","0"
"756","","43","141","7","5378694","0","20","0"
"757","","43","141","8","10295202","0","21","0"
"758","","43","141","9","11543150","0","23","0"
"759","","43","141","10","-12625627","0","3","0"
"760","","43","141","11","-13615795","0","9","0"
"761","","43","141","12","7363458","0","11","0"
"762","","43","12","13","2829122","0","100","0"
"763","None","44","141","0","0","0","0","0"
"764","Long","44","141","3","0","0","3","0"
"765","Full","44","141","4","0","0","4","0"
"766","Tied","44","141","5","0","0","5","0"
"767","Vines","44","141","6","0","0","6","0"
"768","Trimmed","44","141","7","0","0","7","0"
"769","None","376","141","0","0","0","0","0"
"770","Suffering","376","143","1","0","0","1","0"
"771","Betrayer","376","143","2","0","0","2","0"
"772","Pain","376","143","3","0","0","3","0"
"773","Sacrifice","376","143","4","0","0","4","0"
"774","Revenge","376","143","5","0","0","5","0"
"775","","46","170","1","-5439665","0","1","0"
"776","","46","170","2","-12022729","0","3","0"
"777","","46","170","3","6098427","0","4","0"
"778","","46","170","4","-9448655","0","2","0"
"779","","46","170","5","15140372","0","5","0"
"780","","46","170","6","4673380","0","6","0"
"782","None","47","141","0","0","0","0","0"
"783","Betrayer","47","143","1","0","0","1","0"
"784","Beast","47","143","2","0","0","2","0"
"785","Wide","47","143","3","0","0","3","0"
"786","Ram","47","143","4","0","0","4","0"
"787","Oni","47","143","5","0","0","5","0"
"788","High","47","143","6","0","0","6","0"
"789","None","48","145","0","0","0","0","0"
"790","Fel","48","143","1","0","0","1","0"
"791","Phantom","48","143","2","0","0","2","0"
"792","Fangs","48","143","3","0","0","3","0"
"793","Bone","48","143","4","0","0","4","0"
"794","Shield","48","143","5","0","0","5","0"
"795","Linen","48","141","6","0","0","6","8"
"796","Brown","48","143","7","-9877197","0","7","0"
"797","Gray","48","143","8","-9345414","0","8","0"
"798","Red","48","143","9","-7919329","0","9","0"
"799","Black","48","143","10","-12963782","0","10","0"
"800","Green","48","143","11","-9212353","0","11","0"
"801","","49","141","0","13540523","0","1","0"
"802","","49","141","1","12293797","0","4","0"
"803","","49","141","2","12029340","0","3","0"
"804","","49","141","3","-3627613","0","5","0"
"805","","49","141","4","11969941","0","12","0"
"806","","49","141","5","11316148","0","11","0"
"807","","49","141","6","14660777","0","6","0"
"808","","49","141","7","14065303","0","7","0"
"809","","49","141","8","12814487","0","2","0"
"810","","49","97","9","14467250","0","71","0"
"811","","49","97","10","-4020141","0","70","0"
"812","","49","97","11","-6328224","0","72","0"
"813","","49","12","12","8680581","0","100","0"
"814","","49","12","13","0","0","101","0"
"815","","49","143","14","8680581","0","50","0"
"816","","49","143","15","5854569","0","53","0"
"817","","49","143","16","6969711","0","51","0"
"818","","49","143","17","5788519","0","52","0"
"819","","49","143","18","5658733","0","54","0"
"820","","49","143","19","-9272426","0","55","0"
"821","","49","10","20","0","0","102","0"
"822","","49","12","21","0","0","103","0"
"823","","49","138","22","8420754","0","40","0"
"824","","49","12","23","10593945","0","104","0"
"825","","50","146","0","0","0","0","0"
"826","","50","146","1","0","0","1","0"
"827","","50","146","2","0","0","2","0"
"828","","50","146","3","0","0","3","0"
"829","","50","146","4","0","0","4","0"
"830","","50","146","5","0","0","5","0"
"831","","50","146","6","0","0","6","0"
"832","","50","146","7","0","0","7","0"
"833","","50","146","8","0","0","8","0"
"834","","50","142","9","0","0","9","0"
"835","","50","142","10","0","0","10","0"
"836","","50","142","11","0","0","11","0"
"837","","50","142","12","0","0","12","0"
"838","","50","142","13","0","0","13","0"
"839","","50","142","14","0","0","14","0"
"840","","50","142","15","0","0","15","0"
"841","","50","142","16","0","0","16","0"
"842","","50","142","17","0","0","17","0"
"843","Long","51","141","0","0","0","0","0"
"844","Loose Tail","51","141","1","0","0","1","0"
"845","Short","51","141","2","0","0","2","0"
"846","High Tail","51","141","3","0","0","3","0"
"847","Braided Tails","51","141","4","0","0","4","0"
"848","Short Tail","51","141","5","0","0","5","0"
"849","Braided Tail","51","141","6","0","0","6","0"
"850","Hairband","51","141","7","0","0","7","0"
"851","Soaked","51","141","8","0","0","8","0"
"852","Tomboy","51","141","9","0","0","9","0"
"853","Gathered","51","141","10","0","0","10","0"
"854","Looped","51","141","11","0","0","11","0"
"855","Sassy Buns","51","141","12","0","0","12","0"
"856","Sassy Tails","51","141","13","0","0","13","0"
"857","Pixie","51","141","14","0","0","14","0"
"858","","52","141","0","5470976","0","2","0"
"859","","52","141","1","38986","0","4","0"
"860","","52","141","2","224320","0","5","0"
"861","","52","141","3","42632","0","6","0"
"862","","52","141","4","10662851","0","24","0"
"863","","52","141","5","1404809","0","7","0"
"864","","52","141","6","3030150","0","8","0"
"865","","52","141","7","5378694","0","20","0"
"866","","52","141","8","-13615795","0","9","0"
"867","","52","141","9","7363458","0","11","0"
"868","","52","141","10","10295202","0","21","0"
"869","","52","141","11","11543150","0","23","0"
"870","","52","141","12","-12625627","0","3","0"
"871","Bear","53","141","1","0","0","1","0"
"872","Blades","53","141","2","0","0","2","0"
"873","Crane","53","141","3","0","0","3","0"
"874","Leaf","53","141","4","0","0","4","0"
"875","Claws","53","141","5","0","0","5","0"
"876","Wings","53","141","6","0","0","6","0"
"877","Serpent","53","141","7","0","0","7","0"
