Id,Name,GameType,ShortDescription,LongDescription,InstanceType,MinLevel,MaxLevel,RatedPlayers,MinPlayers,MaxPlayers,GroupsAllowed,MaxGroupSize,HolidayWorldState,Flags,IconFileDataId,RequiredPlayerConditionId,MapId0,MapId1,MapId2,MapId3,MapId4,MapId5,MapId6,MapId7,MapId8,MapId9,MapId10,MapId11,MapId12,MapId13,MapId14,MapId15
"100","Rated Battleground","","","","3","120","120","10","5","10","1","10","0","2","0","0","2107","1803","968","727","998","761","726","2106","2245","65535","65535","65535","65535","65535","65535","65535"
"101","Rated Battleground","","","","3","20","90","15","8","15","1","15","0","2","0","0","2107","566","607","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"102","Rated Battleground","","","","3","100","100","6","4","6","1","6","0","2","0","0","727","998","726","2106","1803","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"108","Twin Peaks","Capture the Flag","","","3","30","120","10","5","10","1","5","5361","24","525913","0","726","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"120","The Battle for Gilneas","Domination","","","3","25","120","10","3","10","1","5","5360","24","460871","0","761","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"656","Rated Eye of the Storm","","","","3","100","120","10","5","10","1","5","2851","10","0","0","968","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"699","Temple of Kotmogu","Power Orbs","","","3","40","120","10","2","10","1","5","6306","24","791651","0","998","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"706","CTF3","","","","3","0","0","10","5","10","1","5","6408","1","0","0","1010","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"708","Silvershard Mines","Payload","","","3","35","120","10","5","10","1","5","6436","24","791650","0","727","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"719","Tol'Viron Arena","","","","4","90","120","5","0","5","1","5","0","8","791652","0","980","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"754","Deepwind Gorge (Legacy)","Domination","","","3","45","120","10","8","15","1","5","7671","8","875925","0","1105","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"757","The Tiger's Peak","","","","4","90","120","5","0","5","1","5","0","8","875926","0","1134","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"789","Southshore vs. Tarren Mill","Brawl","","","3","110","120","0","10","40","1","5","0","36","0","0","1280","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"803","Small Battleground D","Various","","","3","110","120","5","0","5","1","5","0","5","0","0","1171","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"808","Black Rook Hold Arena","","","","4","90","120","5","0","5","1","5","0","8","1389174","0","1504","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"809","Nagrand Arena","","","","4","10","120","5","0","5","1","5","0","8","460867","0","1505","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"816","Ashamane's Fall","","","","4","90","120","5","0","5","1","5","0","8","1389175","0","1552","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"844","Blade's Edge Arena","","","","4","10","120","5","0","5","1","5","0","8","460861","0","1672","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"846","The Battle for Gilneas (Old City Map)","Brawl","","","3","0","0","10","5","10","1","5","0","37","460871","0","728","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"847","Arathi Basin Winter","Brawl","","","3","0","0","10","8","15","1","5","0","36","136322","0","1681","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"848","AI Test - Arathi Basin","","","","3","10","120","10","8","15","1","15","12812","1","0","0","1686","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"849","Deepwind Dunk","Brawl","","","3","45","120","10","8","15","1","5","0","36","875925","0","1105","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"853","Shado-Pan Showdown","Brawl","","","3","1","120","5","0","5","1","5","0","100","0","0","1170","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"856","[TEMP] RaceTrackBG","Domination","","","3","0","0","10","5","10","1","5","0","1","875925","0","1726","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"857","Blackrock","","","","4","110","120","0","2","2","1","2","0","37","136326","0","1715","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"858","Temple of Hotmogu","Brawl","","","3","40","120","10","1","10","1","5","0","36","791651","0","998","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"859","Gravity Lapse","Brawl","","","3","110","120","15","8","15","1","5","0","36","525912","0","566","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"861","Warsong Scramble","Brawl","","","3","10","120","10","5","10","1","5","0","36","136365","0","2106","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"862","Eye of the Horn","Brawl","","","3","15","120","15","8","15","1","5","0","36","525912","0","566","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"866","All Arenas","Brawl","","","3","120","120","5","8","15","1","5","0","100","525915","0","1672","617","1505","572","1134","980","1552","1504","1911","1825","2167","65535","65535","65535","65535","65535"
"868","Ruins of Lordaeron","","","","3","110","120","5","0","15","1","5","0","100","460869","0","572","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"869","Dalaran Sewers","","","","3","110","120","5","0","15","1","5","0","100","460862","0","617","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"870","Tol'Viron Arena","","","","3","110","120","5","0","15","1","5","0","100","791652","0","980","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"871","The Tiger's Peak","","","","3","110","120","5","0","15","1","5","0","100","875926","0","1134","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"872","Black Rook Hold Arena","","","","3","110","120","5","0","15","1","5","0","100","1389174","0","1504","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"873","Nagrand Arena","","","","3","110","120","5","0","15","1","5","0","100","460867","0","1505","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"874","Ashamane's Fall","","","","3","110","120","5","0","15","1","5","0","100","1389175","0","1552","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"875","Blade's Edge Arena","","","","3","110","120","5","0","15","1","5","0","100","460861","0","1672","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"878","AI Test - Warsong Gulch","","","","3","0","0","10","5","10","1","10","0","1","0","0","1740","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"879","Deep Six","Brawl","","","3","110","120","6","6","6","1","6","0","32","0","0","2106","998","727","1803","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"880","Arathi Basin","Brawl","","","3","110","120","6","6","6","1","6","0","32","0","0","529","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"881","Deepwind Gorge","Brawl","","","3","110","120","6","6","6","1","6","0","32","0","0","1105","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"882","Eye of the Storm","Brawl","","","3","110","120","6","6","6","1","6","0","32","0","0","968","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"883","Silvershard Mines","Brawl","","","3","110","120","6","6","6","1","6","0","32","0","0","727","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"884","Temple of Kotmogu","Brawl","","","3","110","120","6","6","6","1","6","0","32","0","0","998","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"885","The Battle for Gilneas","Brawl","","","3","110","120","6","6","6","1","6","0","32","0","0","1803","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"886","Warsong Gulch","Brawl","","","3","110","120","6","6","6","1","6","0","32","0","0","2106","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"887","Cooking: Impossible","","","","3","110","120","10","5","10","1","5","0","32","875925","0","1691","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"890","Seething Strand","Domination","","","3","45","120","10","8","15","1","5","0","1","875925","0","1782","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"893","8.0 BG Temp","Domination","","","3","45","110","10","8","15","1","5","0","1","875925","0","1802","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"894","Seething Shore","Resource Race","","","3","110","120","10","5","10","1","5","0","24","1864730","0","1803","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"897","Hook Point","","","","4","90","120","5","0","5","1","5","0","8","0","0","1825","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"901","Random Epic Battleground","","","","3","20","120","0","5","40","1","5","0","0","0","0","30","1191","2118","628","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"902","The Tiger's Peak","","","","3","110","120","3","1","3","1","3","0","96","875926","0","1134","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"903","Mugambala","","","","4","110","120","5","0","5","1","5","0","8","0","0","1911","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"904","Brawl - All Arenas","","","","4","110","120","3","3","3","1","3","0","32","525915","0","1672","617","1505","572","1134","980","1552","1504","65535","65535","65535","65535","65535","65535","65535","65535"
"905","All Arenas - Stocked House","Brawl","","","3","110","120","3","1","3","1","3","0","100","525915","0","1672","617","1505","572","1134","980","1552","1504","65535","65535","65535","65535","65535","65535","65535","65535"
"906","Ashamane's Fall","","","","3","110","120","3","1","3","1","3","0","100","1389175","0","1552","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"907","Blade's Edge Arena","","","","3","110","120","3","1","3","1","3","0","100","460861","0","1672","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"908","Blade's Edge","","","","3","110","120","3","1","3","1","3","0","96","875926","0","1672","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"909","Dalaran Sewers","","","","3","110","120","3","1","3","1","3","0","96","875926","0","617","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"910","Nagrand Arena","","","","3","110","120","3","1","3","1","3","0","96","875926","0","1505","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"911","Ruins of Lordaeron","","","","3","110","120","3","1","3","1","3","0","96","875926","0","572","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"912","Tol'Viron Arena","","","","3","110","120","3","1","3","1","3","0","96","875926","0","980","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"913","Black Rook Hold Arena","","","","3","110","120","3","1","3","1","3","0","96","875926","0","1504","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"1014","Warsong Gulch","Capture the Flag","","","3","10","120","10","5","10","1","5","1942","24","136365","0","2106","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"1017","Battle for Wintergrasp","Epic Battleground","","","3","80","120","25","10","40","1","5","0","24","136324","0","2118","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"1018","Arathi Basin","Domination","","","3","10","120","10","8","15","1","5","1943","24","136322","0","2107","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"1019","Arathi Basin Comp Stomp","","","","3","0","0","15","1","15","1","15","0","0","0","0","2177","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"1020","Ashran","Epic Battleground","","","3","100","120","25","10","25","1","5","0","24","1398842","0","1191","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"1021","Classic Ashran","Endless Epic Battleground","","","3","20","120","25","10","25","1","5","1941","40","1398842","0","1191","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"1022","Arathi Basin","Brawl","","","3","120","120","10","8","15","1","5","0","36","136322","0","2177","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"1025","The Robodrome","","","","4","90","120","5","0","5","1","5","0","8","0","0","2167","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"1029","Random Battleground","","","","3","10","120","25","5","40","1","5","0","1","525915","0","2107","2106","566","1803","761","726","727","998","2245","65535","65535","65535","65535","65535","65535","65535"
"1030","Battle for Wintergrasp","Epic Battleground","","","3","80","120","25","10","40","1","5","0","32","136324","0","2118","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"1031","Programmer Map - Battlefield","","","","3","0","0","0","1","20","0","0","0","0","0","0","2226","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"1033","Korrak's Revenge","Limited Time Event","","","3","0","0","25","10","40","1","40","1941","0","136324","0","2197","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"1036","Epic Battleground - Warfront Arathi (PvP)","","","","3","0","0","40","10","40","1","5","0","1","0","0","2292","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"1037","Deepwind Gorge","Domination","","","3","0","0","10","8","15","1","5","0","24","875925","0","2245","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"1039","Deepwind Gorge","Domination","","","3","0","0","10","8","15","1","5","0","32","875925","0","2245","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
"860","Deepwind Dunk","Brawl","","","3","45","120","10","8","15","1","5","0","36","875925","0","1105","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535","65535"
